,actual_deaths,Baseline,Covid19Sim-Simulator,IHME-CurveFit,IowaStateLW-STEM,STH-3PU,UCLA-SuEIR,YYG-ParamSearch,error-Baseline,error-Covid19Sim-Simulator,error-IHME-CurveFit,error-IowaStateLW-STEM,error-STH-3PU,error-UCLA-SuEIR,error-YYG-ParamSearch,beat_baseline-Covid19Sim-Simulator,beat_baseline-IHME-CurveFit,beat_baseline-IowaStateLW-STEM,beat_baseline-STH-3PU,beat_baseline-UCLA-SuEIR,beat_baseline-YYG-ParamSearch
Kansas,859,591.9,1105.1,402.1,530.0,,547.0,598.8,-267.1,246.1,-456.9,-329.0,,-312.0,-260.2,True,False,False,,False,True
Kentucky,1312,1055.7,1762.5,1057.9,910.0,,1061.2,1535.7,-256.3,450.5,-254.1,-402.0,,-250.8,223.7,False,True,False,,True,True
Louisiana,5727,6371.6,6318.5,4810.4,6493.0,,6133.0,5425.9,644.6,591.5,-916.6,766.0,,406.0,-301.1,True,False,False,,True,True
Maine,146,142.7,126.5,168.9,163.0,,120.8,160.7,-3.3,-19.5,22.9,17.0,,-25.2,14.7,False,False,False,,False,False
Maryland,4036,4187.0,4340.6,4110.7,4023.0,,4196.3,4792.4,151.0,304.6,74.7,-13.0,,160.3,756.4,False,True,True,,False,False
Massachusetts,9723,9691.0,8735.5,9817.4,8897.0,,9143.8,9355.3,-32.0,-987.5,94.4,-826.0,,-579.2,-367.7,False,False,False,,False,False
Michigan,7340,6803.1,7283.8,7225.6,7059.0,,6796.7,6819.6,-536.9,-56.2,-114.4,-281.0,,-543.3,-520.4,True,True,True,,False,True
Minnesota,2270,2005.3,2389.8,1849.7,2234.0,,2009.2,2189.9,-264.7,119.8,-420.3,-36.0,,-260.8,-80.1,True,False,True,,True,True
Mississippi,3171,3129.3,3525.7,2423.3,2553.0,,2595.5,2893.8,-41.7,354.7,-747.7,-618.0,,-575.5,-277.2,False,False,False,,False,False
Missouri,2581,2074.6,3547.0,1574.9,1528.0,,2347.7,2314.1,-506.4,966.0,-1006.1,-1053.0,,-233.3,-266.9,False,False,False,,True,True
Montana,239,152.7,363.6,467.0,103.0,,69.3,193.4,-86.3,124.6,228.0,-136.0,,-169.7,-45.6,False,False,False,,False,True
Nebraska,547,493.9,672.7,342.2,408.0,,421.2,483.0,-53.1,125.7,-204.8,-139.0,,-125.8,-64.0,False,False,False,,False,False
Nevada,1707,1765.6,2107.9,1612.5,1568.0,,1529.0,1872.4,58.6,400.9,-94.5,-139.0,,-178.0,165.4,False,False,False,,False,False
New Hampshire,466,539.4,485.3,445.6,421.0,,618.6,522.1,73.4,19.3,-20.4,-45.0,,152.6,56.1,True,True,True,,False,True
New Jersey,16204,16747.4,16754.1,17584.7,16028.0,,15839.7,16558.3,543.4,550.1,1380.7,-176.0,,-364.3,354.3,False,False,True,,True,True
New Mexico,929,1123.9,983.1,867.5,790.0,,1023.9,1030.5,194.9,54.1,-61.5,-139.0,,94.9,101.5,True,True,True,,True,True
New York,33347,34230.7,33129.1,34783.6,33181.0,,33322.5,33658.0,882.7,-218.9,1435.6,-167.0,,-25.5,310.0,True,False,True,,True,True
North Carolina,3929,3773.4,3937.8,2871.4,3103.0,,3343.2,3628.3,-155.6,8.8,-1057.6,-826.0,,-585.8,-300.7,True,False,False,,False,False
North Dakota,399,182.0,292.8,176.0,130.0,,285.5,207.0,-217.0,-106.2,-223.0,-269.0,,-113.5,-192.0,True,False,False,,True,True
Ohio,5067,4884.0,5198.4,3849.7,4069.0,,5219.1,5058.6,-183.0,131.4,-1217.3,-998.0,,152.1,-8.4,True,False,False,,True,True
Oklahoma,1162,1029.6,1317.9,1282.0,1246.0,,885.4,970.5,-132.4,155.9,120.0,84.0,,-276.6,-191.5,False,True,True,,False,False
Oregon,619,632.9,614.2,610.4,417.0,,469.5,809.9,13.9,-4.8,-8.6,-202.0,,-149.5,190.9,True,True,False,,False,False
Pennsylvania,8442,8372.0,8469.3,7934.1,8173.0,,8067.9,8856.7,-70.0,27.3,-507.9,-269.0,,-374.1,414.7,True,False,False,,False,False
Rhode Island,1152,1144.3,1323.0,1079.5,1119.0,,1118.9,1154.8,-7.7,171.0,-72.5,-33.0,,-33.1,2.8,False,False,False,,False,True
South Carolina,3637,5475.0,3387.3,2845.6,2914.0,,4541.1,4274.0,1838.0,-249.7,-791.4,-723.0,,904.1,637.0,True,True,True,,True,True
South Dakota,315,182.3,161.3,223.1,225.0,,301.1,202.6,-132.7,-153.7,-91.9,-90.0,,-13.9,-112.4,False,True,True,,True,True
Tennessee,2903,2437.3,4455.5,1936.3,2112.0,,2083.2,2308.9,-465.7,1552.5,-966.7,-791.0,,-819.8,-594.1,False,False,False,,False,False
Texas,17440,17692.0,17244.0,17984.7,21946.0,14895.0,13564.8,15203.0,974.0,526.0,1266.7,5228.0,-1823.0,-3153.2,-1515.0,True,False,False,False,False,False
Utah,540,641.6,916.6,743.0,580.0,,540.8,760.6,101.6,376.6,203.0,40.0,,0.8,220.6,False,False,True,,True,False
Vermont,58,56.0,64.6,56.7,56.0,,59.9,70.8,-2.0,6.6,-1.3,-2.0,,1.9,12.8,False,True,False,,True,False
Virginia,3422,2682.7,3238.0,2564.7,2438.0,,2669.0,3035.5,-739.3,-184.0,-857.3,-984.0,,-753.0,-386.5,True,False,False,,False,True
Washington,2239,2141.3,2413.9,2817.8,1866.0,,2258.2,1980.9,-97.7,174.9,578.8,-373.0,,19.2,-258.1,False,False,False,,True,False
West Virginia,401,138.6,324.9,121.5,125.0,,122.0,160.5,-262.4,-76.1,-279.5,-276.0,,-279.0,-240.5,True,False,False,,False,True
Wisconsin,1574,1461.1,1974.3,1023.2,1178.0,,1490.9,1725.8,-112.9,400.3,-550.8,-396.0,,-83.1,151.8,False,False,False,,True,False
Wyoming,57,25.0,98.8,21.5,27.0,,26.0,39.4,-32.0,41.8,-35.5,-30.0,,-31.0,-17.6,False,False,True,,True,True
US,219289,222832.6,233684.7,210927.9,201727.0,249014.0,207778.5,213852.6,4264.6,15116.7,-7640.1,-16841.0,30446.0,-10789.5,-4715.4,False,False,False,False,False,False
