,actual_cases,COVIDhub-baseline,CDDEP-SEIR_MCMC,Columbia_UNC-SurvCon,Covid19Sim-Simulator,CovidAnalytics-DELPHI,IowaStateLW-STEM,LANL-GrowthRate,MITCovAlliance-SIR,UCLA-SuEIR,USACE-ERDC_SEIR,USC-SI_kJalpha,error-COVIDhub-baseline,error-CDDEP-SEIR_MCMC,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-CovidAnalytics-DELPHI,error-IowaStateLW-STEM,error-LANL-GrowthRate,error-MITCovAlliance-SIR,error-UCLA-SuEIR,error-USACE-ERDC_SEIR,error-USC-SI_kJalpha,beat_baseline-CDDEP-SEIR_MCMC,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-IowaStateLW-STEM,beat_baseline-LANL-GrowthRate,beat_baseline-MITCovAlliance-SIR,beat_baseline-UCLA-SuEIR,beat_baseline-USACE-ERDC_SEIR,beat_baseline-USC-SI_kJalpha
01021,747,322.0,,,,,475.0,446.6,,,,,-425.0,,,,,-272.0,-300.4,,,,,,,,,True,True,,,,
01023,117,49.0,,,,,248.0,3.8,,,,,-68.0,,,,,131.0,-113.2,,,,,,,,,False,False,,,,
01025,660,119.0,,,,,345.0,28.2,,,,,-541.0,,,,,-315.0,-631.8,,,,,,,,,True,False,,,,
01027,257,203.0,,,,,30.0,28.5,,,,,-54.0,,,,,-227.0,-228.5,,,,,,,,,False,False,,,,
01029,160,77.0,,,,,14.0,16.2,,,,,-83.0,,,,,-146.0,-143.8,,,,,,,,,False,False,,,,
01031,616,238.0,,,,,708.0,106.4,,,,,-378.0,,,,,92.0,-509.6,,,,,,,,,True,False,,,,
01033,955,350.0,,,,,898.0,138.4,,,,,-605.0,,,,,-57.0,-816.6,,,,,,,,,True,False,,,,
01035,247,287.0,,,,,176.0,152.6,326.3,,,,40.0,,,,,-71.0,-94.4,79.3,,,,,,,,False,False,False,,,
01037,73,21.0,,,,,11.0,42.1,,,,,-52.0,,,,,-62.0,-30.9,,,,,,,,,False,True,,,,
01039,656,427.0,,,,,599.0,345.3,1549.4,,,,-229.0,,,,,-57.0,-310.7,893.4,,,,,,,,True,False,False,,,
01041,298,28.0,,,,,531.0,3.6,221.3,,,,-270.0,,,,,233.0,-294.4,-76.7,,,,,,,,True,False,True,,,
01043,1039,469.0,,,,,1240.0,122.6,2006.6,,,,-570.0,,,,,201.0,-916.4,967.6,,,,,,,,True,False,False,,,
01045,718,364.0,,,,,540.0,473.1,1108.5,,,,-354.0,,,,,-178.0,-244.9,390.5,,,,,,,,True,True,False,,,
01047,649,945.0,,,,,593.0,293.5,1891.2,,,,296.0,,,,,-56.0,-355.5,1242.2,,,,,,,,True,False,False,,,
01049,1340,1253.0,,,,,1022.0,2064.7,3268.0,,,,-87.0,,,,,-318.0,724.7,1928.0,,,,,,,,False,False,False,,,
01051,1105,924.0,,,,,1060.0,1100.5,1995.6,451.2,,,-181.0,,,,,-45.0,-4.5,890.6,-653.8,,,,,,,True,True,False,False,,
01053,971,854.0,,,,,578.0,687.8,1274.3,,,,-117.0,,,,,-393.0,-283.2,303.3,,,,,,,,False,False,False,,,
01055,1852,1260.0,,,,,1818.0,1539.8,3645.6,2454.4,,,-592.0,,,,,-34.0,-312.2,1793.6,602.4,,,,,,,True,True,False,False,,
01057,234,21.0,,,,,52.0,80.4,,,,,-213.0,,,,,-182.0,-153.6,,,,,,,,,True,True,,,,
01059,540,420.0,,,,,1194.0,203.0,563.1,,,,-120.0,,,,,654.0,-337.0,23.1,,,,,,,,False,False,True,,,
01061,315,133.0,,,,,632.0,21.4,,,,,-182.0,,,,,317.0,-293.6,,,,,,,,,False,False,,,,
01063,86,133.0,,,,,31.0,67.1,28.7,,,,47.0,,,,,-55.0,-18.9,-57.3,,,,,,,,False,True,False,,,
01065,223,259.0,,,,,179.0,56.2,375.2,,,,36.0,,,,,-44.0,-166.8,152.2,,,,,,,,False,False,False,,,
01067,208,0.0,,,,,73.0,4.1,342.6,,,,-208.0,,,,,-135.0,-203.9,134.6,,,,,,,,True,True,True,,,
01069,1406,413.0,,,,,1436.0,363.2,2196.4,,,,-993.0,,,,,30.0,-1042.8,790.4,,,,,,,,True,False,True,,,
01071,972,518.0,,,,,304.0,766.7,1963.4,,,,-454.0,,,,,-668.0,-205.3,991.4,,,,,,,,False,True,False,,,
01073,9654,9387.0,,,,,11897.0,15163.5,25424.5,14461.4,,,-267.0,,,,,2243.0,5509.5,15770.5,4807.4,,,,,,,False,False,False,False,,
01075,194,77.0,,,,,50.0,70.8,,,,,-117.0,,,,,-144.0,-123.2,,,,,,,,,False,False,,,,
01077,853,882.0,,,,,1503.0,702.4,3580.1,,,,29.0,,,,,650.0,-150.6,2727.1,,,,,,,,False,False,False,,,
01079,310,119.0,,,,,107.0,31.2,684.4,,,,-191.0,,,,,-203.0,-278.8,374.4,,,,,,,,False,False,False,,,
01081,1900,2205.0,,,,,1702.0,2813.2,5689.2,6024.7,,,305.0,,,,,-198.0,913.2,3789.2,4124.7,,,,,,,True,False,False,False,,
01083,1091,910.0,,,,,986.0,1123.6,3992.3,,,,-181.0,,,,,-105.0,32.6,2901.3,,,,,,,,True,True,False,,,
01085,133,217.0,,,,,88.0,13.7,35.8,,,,84.0,,,,,-45.0,-119.3,-97.2,,,,,,,,True,False,False,,,
01087,199,175.0,,,,,40.0,50.1,470.0,,,,-24.0,,,,,-159.0,-148.9,271.0,,,,,,,,False,False,False,,,
01089,4535,3241.0,,,,,3862.0,10017.9,14370.1,8048.7,,,-1294.0,,,,,-673.0,5482.9,9835.1,3513.7,,,,,,,True,False,False,False,,
01091,311,266.0,,,,,283.0,84.2,404.2,,,,-45.0,,,,,-28.0,-226.8,93.2,,,,,,,,True,False,False,,,
01093,473,217.0,,,,,237.0,157.9,595.8,,,,-256.0,,,,,-236.0,-315.1,122.8,,,,,,,,True,False,True,,,
01095,1761,2191.0,,,,,3610.0,2053.7,4001.7,5422.1,,,430.0,,,,,1849.0,292.7,2240.7,3661.1,,,,,,,False,True,False,False,,
01097,7489,4501.0,,,,,3831.0,4939.9,7723.0,7321.2,,,-2988.0,,,,,-3658.0,-2549.1,234.0,-167.8,,,,,,,False,True,True,True,,
01099,290,329.0,,,,,258.0,72.0,730.2,,,,39.0,,,,,-32.0,-218.0,440.2,,,,,,,,True,False,False,,,
01101,3443,3115.0,,,,,2923.0,1510.1,6009.5,2483.0,,,-328.0,,,,,-520.0,-1932.9,2566.5,-960.0,,,,,,,False,False,False,False,,
01103,1581,1148.0,,,,,2822.0,808.0,3870.8,,,,-433.0,,,,,1241.0,-773.0,2289.8,,,,,,,,False,False,False,,,
01105,330,420.0,,,,,28.0,723.6,174.5,,,,90.0,,,,,-302.0,393.6,-155.5,,,,,,,,False,False,False,,,
01107,284,259.0,,,,,92.0,240.8,668.0,,,,-25.0,,,,,-192.0,-43.2,384.0,,,,,,,,False,False,False,,,
01109,442,224.0,,,,,650.0,53.6,799.7,,,,-218.0,,,,,208.0,-388.4,357.7,,,,,,,,True,False,False,,,
01111,253,322.0,,,,,122.0,230.1,258.9,,,,69.0,,,,,-131.0,-22.9,5.9,,,,,,,,False,True,True,,,
01113,972,910.0,,,,,379.0,551.8,2198.3,,,,-62.0,,,,,-593.0,-420.2,1226.3,,,,,,,,False,False,False,,,
01115,1284,833.0,,,,,570.0,1464.8,2863.2,,,,-451.0,,,,,-714.0,180.8,1579.2,,,,,,,,False,True,False,,,
01117,2654,1995.0,,,,,3150.0,2809.4,6118.1,3712.9,,,-659.0,,,,,496.0,155.4,3464.1,1058.9,,,,,,,True,True,False,False,,
01119,118,70.0,,,,,283.0,5.7,87.7,,,,-48.0,,,,,165.0,-112.3,-30.3,,,,,,,,False,False,True,,,
01121,1237,581.0,,,,,1343.0,379.7,2512.1,492.3,,,-656.0,,,,,106.0,-857.3,1275.1,-744.7,,,,,,,True,False,False,False,,
01123,403,343.0,,,,,470.0,160.8,445.9,,,,-60.0,,,,,67.0,-242.2,42.9,,,,,,,,False,False,True,,,
01125,2821,2709.0,,,,,4860.0,3097.9,6025.8,1650.9,,,-112.0,,,,,2039.0,276.9,3204.8,-1170.1,,,,,,,False,False,False,False,,
01127,847,938.0,,,,,1772.0,339.6,1770.8,1112.5,,,91.0,,,,,925.0,-507.4,923.8,265.5,,,,,,,False,False,False,False,,
01129,384,49.0,,,,,190.0,6.6,146.0,,,,-335.0,,,,,-194.0,-377.4,-238.0,,,,,,,,True,False,True,,,
01131,199,133.0,,,,,146.0,18.3,300.7,,,,-66.0,,,,,-53.0,-180.7,101.7,,,,,,,,True,False,False,,,
01133,258,266.0,,,,,290.0,171.9,761.4,,,,8.0,,,,,32.0,-86.1,503.4,,,,,,,,False,False,False,,,
02013,2,0.0,,,,,,,,,,,-2.0,,,,,,,,,,,,,,,,,,,,
02016,85,0.0,,,,,,,,,,,-85.0,,,,,,,,,,,,,,,,,,,,
02020,2259,903.0,,,,,,722.9,2781.2,1068.0,,,-1356.0,,,,,,-1536.1,522.2,-1191.0,,,,,,,,False,True,True,,
02050,27,14.0,,,,,,1.3,,,,,-13.0,,,,,,-25.7,,,,,,,,,,False,,,,
02060,0,0.0,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,
02068,4,0.0,,,,,,,,,,,-4.0,,,,,,,,,,,,,,,,,,,,
02070,5,0.0,,,,,,,,,,,-5.0,,,,,,,,,,,,,,,,,,,,
02090,412,210.0,,,,,,157.0,338.5,,,,-202.0,,,,,,-255.0,-73.5,,,,,,,,,False,True,,,
02100,2,0.0,,,,,,,,,,,-2.0,,,,,,,,,,,,,,,,,,,,
02105,0,0.0,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,
02110,193,14.0,,,,,,10.2,,,,,-179.0,,,,,,-182.8,,,,,,,,,,False,,,,
02122,397,210.0,,,,,,18.4,939.3,,,,-187.0,,,,,,-378.6,542.3,,,,,,,,,False,False,,,
02130,28,7.0,,,,,,2.4,,,,,-21.0,,,,,,-25.6,,,,,,,,,,False,,,,
02150,48,7.0,,,,,,0.2,,,,,-41.0,,,,,,-47.8,,,,,,,,,,False,,,,
02158,7,7.0,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,
02164,26,0.0,,,,,,,,,,,-26.0,,,,,,,,,,,,,,,,,,,,
02170,320,301.0,,,,,,644.5,918.8,,,,-19.0,,,,,,324.5,598.8,,,,,,,,,False,False,,,
02180,22,21.0,,,,,,0.5,,,,,-1.0,,,,,,-21.5,,,,,,,,,,False,,,,
02185,33,0.0,,,,,,0.2,,,,,-33.0,,,,,,-32.8,,,,,,,,,,True,,,,
02188,58,7.0,,,,,,0.3,,,,,-51.0,,,,,,-57.7,,,,,,,,,,False,,,,
02195,5,7.0,,,,,,0.3,,,,,2.0,,,,,,-4.7,,,,,,,,,,False,,,,
02198,18,0.0,,,,,,0.1,,,,,-18.0,,,,,,-17.9,,,,,,,,,,True,,,,
02220,32,7.0,,,,,,1.1,,,,,-25.0,,,,,,-30.9,,,,,,,,,,False,,,,
02230,0,0.0,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,
02240,16,49.0,,,,,,0.6,,,,,33.0,,,,,,-15.4,,,,,,,,,,True,,,,
02261,92,21.0,,,,,,0.2,,,,,-71.0,,,,,,-91.8,,,,,,,,,,False,,,,
02275,7,0.0,,,,,,,,,,,-7.0,,,,,,,,,,,,,,,,,,,,
02282,12,0.0,,,,,,,,,,,-12.0,,,,,,,,,,,,,,,,,,,,
02290,64,7.0,,,,,,0.3,,,,,-57.0,,,,,,-63.7,,,,,,,,,,False,,,,
04001,879,1211.0,,,,,1397.0,189.7,781.2,1477.7,,,332.0,,,,,518.0,-689.3,-97.8,598.7,,,,,,,False,False,True,False,,
04003,1057,1414.0,,,,,273.0,563.1,4296.1,1944.1,,,357.0,,,,,-784.0,-493.9,3239.1,887.1,,,,,,,False,False,False,False,,
04005,1138,2604.0,,,,,1239.0,2336.4,2649.2,4201.4,,,1466.0,,,,,101.0,1198.4,1511.2,3063.4,,,,,,,True,True,False,False,,
04007,755,602.0,,,,,843.0,703.8,1653.5,,,,-153.0,,,,,88.0,-51.2,898.5,,,,,,,,True,True,False,,,
04009,544,315.0,,,,,218.0,835.5,973.8,,,,-229.0,,,,,-326.0,291.5,429.8,,,,,,,,False,False,False,,,
04011,45,0.0,,,,,56.0,0.2,,,,,-45.0,,,,,11.0,-44.8,,,,,,,,,True,True,,,,
04012,140,294.0,,,,,249.0,20.9,651.5,,,,154.0,,,,,109.0,-119.1,511.5,,,,,,,,True,True,False,,,
04013,71856,122185.0,,,,,165551.0,188067.2,270449.8,185238.7,,,50329.0,,,,,93695.0,116211.2,198593.8,113382.7,,,,,,,False,False,False,False,,
04015,2126,2772.0,,,,,1399.0,2015.5,7877.7,2615.6,,,646.0,,,,,-727.0,-110.5,5751.7,489.6,,,,,,,False,True,False,True,,
04017,1652,3157.0,,,,,2556.0,1590.8,5851.0,4088.0,,,1505.0,,,,,904.0,-61.2,4199.0,2436.0,,,,,,,True,True,False,False,,
04019,11133,15589.0,,,,,16949.0,15003.1,35938.8,23089.0,,,4456.0,,,,,5816.0,3870.1,24805.8,11956.0,,,,,,,False,True,False,False,,
04021,4922,7581.0,,,,,4993.0,12985.0,16844.5,12483.8,,,2659.0,,,,,71.0,8063.0,11922.5,7561.8,,,,,,,True,False,False,False,,
04023,809,1946.0,,,,,3167.0,659.1,675.1,,,,1137.0,,,,,2358.0,-149.9,-133.9,,,,,,,,False,True,True,,,
04025,1354,1771.0,,,,,3330.0,1961.2,7955.2,2982.4,,,417.0,,,,,1976.0,607.2,6601.2,1628.4,,,,,,,False,False,False,False,,
04027,4983,9674.0,,,,,7826.0,3548.5,20196.1,7653.7,,,4691.0,,,,,2843.0,-1434.5,15213.1,2670.7,,,,,,,True,True,False,True,,
05001,227,77.0,,,,,38.0,11.1,,,,,-150.0,,,,,-189.0,-215.9,,,,,,,,,False,False,,,,
05003,298,84.0,,,,,147.0,59.9,,,,,-214.0,,,,,-151.0,-238.1,,,,,,,,,True,False,,,,
05005,85,42.0,,,,,22.0,2.8,,,,,-43.0,,,,,-63.0,-82.2,,,,,,,,,False,False,,,,
05007,2105,2716.0,,,,,3997.0,924.7,9893.8,1812.7,,,611.0,,,,,1892.0,-1180.3,7788.8,-292.3,,,,,,,False,False,False,True,,
05009,228,49.0,,,,,120.0,10.1,,,,,-179.0,,,,,-108.0,-217.9,,,,,,,,,True,False,,,,
05011,196,98.0,,,,,87.0,15.8,,,,,-98.0,,,,,-109.0,-180.2,,,,,,,,,False,False,,,,
05013,23,14.0,,,,,0.0,,,,,,-9.0,,,,,-23.0,,,,,,,,,,False,,,,,
05015,242,182.0,,,,,111.0,59.1,1003.5,,,,-60.0,,,,,-131.0,-182.9,761.5,,,,,,,,False,False,False,,,
05017,779,273.0,,,,,189.0,130.1,476.1,,,,-506.0,,,,,-590.0,-648.9,-302.9,,,,,,,,False,False,True,,,
05019,153,21.0,,,,,72.0,10.4,,,,,-132.0,,,,,-81.0,-142.6,,,,,,,,,True,False,,,,
05021,100,91.0,,,,,24.0,48.6,,,,,-9.0,,,,,-76.0,-51.4,,,,,,,,,False,False,,,,
05023,133,189.0,,,,,54.0,159.5,12.1,,,,56.0,,,,,-79.0,26.5,-120.9,,,,,,,,False,True,False,,,
05025,99,28.0,,,,,11.0,2.8,,,,,-71.0,,,,,-88.0,-96.2,,,,,,,,,False,False,,,,
05027,184,105.0,,,,,78.0,59.3,,,,,-79.0,,,,,-106.0,-124.7,,,,,,,,,False,False,,,,
05029,119,175.0,,,,,143.0,51.2,,,,,56.0,,,,,24.0,-67.8,,,,,,,,,True,False,,,,
05031,1203,252.0,,,,,1371.0,44.3,1080.4,434.2,,,-951.0,,,,,168.0,-1158.7,-122.6,-768.8,,,,,,,True,False,True,True,,
05033,619,511.0,,,,,2421.0,382.1,2309.8,,,,-108.0,,,,,1802.0,-236.9,1690.8,,,,,,,,False,False,False,,,
05035,797,490.0,,,,,1159.0,30.8,1352.4,,,,-307.0,,,,,362.0,-766.2,555.4,,,,,,,,False,False,False,,,
05037,150,21.0,,,,,106.0,23.9,,,,,-129.0,,,,,-44.0,-126.1,,,,,,,,,True,True,,,,
05039,80,21.0,,,,,0.0,2.2,,,,,-59.0,,,,,-80.0,-77.8,,,,,,,,,False,False,,,,
05041,161,119.0,,,,,58.0,29.8,,,,,-42.0,,,,,-103.0,-131.2,,,,,,,,,False,False,,,,
05043,223,140.0,,,,,114.0,53.3,,,,,-83.0,,,,,-109.0,-169.7,,,,,,,,,False,False,,,,
05045,921,1085.0,,,,,1125.0,1690.5,4934.3,,,,164.0,,,,,204.0,769.5,4013.3,,,,,,,,False,False,False,,,
05047,123,70.0,,,,,134.0,15.9,,,,,-53.0,,,,,11.0,-107.1,,,,,,,,,True,False,,,,
05049,40,21.0,,,,,3.0,3.0,,,,,-19.0,,,,,-37.0,-37.0,,,,,,,,,False,False,,,,
05051,1011,441.0,,,,,1752.0,311.7,1394.6,,,,-570.0,,,,,741.0,-699.3,383.6,,,,,,,,False,False,True,,,
05053,119,77.0,,,,,23.0,31.8,,,,,-42.0,,,,,-96.0,-87.2,,,,,,,,,False,False,,,,
05055,453,63.0,,,,,172.0,8.0,810.2,,,,-390.0,,,,,-281.0,-445.0,357.2,,,,,,,,True,False,True,,,
05057,243,91.0,,,,,46.0,40.6,,,,,-152.0,,,,,-197.0,-202.4,,,,,,,,,False,False,,,,
05059,1094,1141.0,,,,,448.0,938.6,1106.4,,,,47.0,,,,,-646.0,-155.4,12.4,,,,,,,,False,False,True,,,
05061,289,168.0,,,,,136.0,27.9,652.8,,,,-121.0,,,,,-153.0,-261.1,363.8,,,,,,,,False,False,False,,,
05063,617,63.0,,,,,146.0,17.7,,,,,-554.0,,,,,-471.0,-599.3,,,,,,,,,True,False,,,,
05065,59,21.0,,,,,6.0,2.9,,,,,-38.0,,,,,-53.0,-56.1,,,,,,,,,False,False,,,,
05067,141,42.0,,,,,45.0,25.8,,,,,-99.0,,,,,-96.0,-115.2,,,,,,,,,True,False,,,,
05069,1144,399.0,,,,,423.0,296.0,377.9,447.8,,,-745.0,,,,,-721.0,-848.0,-766.1,-696.2,,,,,,,True,False,False,True,,
05071,465,434.0,,,,,912.0,146.3,1352.3,,,,-31.0,,,,,447.0,-318.7,887.3,,,,,,,,False,False,False,,,
05073,44,42.0,,,,,1.0,3.2,,,,,-2.0,,,,,-43.0,-40.8,,,,,,,,,False,False,,,,
05075,139,21.0,,,,,47.0,1.1,77.6,,,,-118.0,,,,,-92.0,-137.9,-61.4,,,,,,,,True,False,True,,,
05077,193,1204.0,,,,,88.0,330.5,408.0,,,,1011.0,,,,,-105.0,137.5,215.0,,,,,,,,True,True,True,,,
05079,333,35.0,,,,,130.0,3.4,16.6,,,,-298.0,,,,,-203.0,-329.6,-316.4,,,,,,,,True,False,False,,,
05081,214,14.0,,,,,36.0,34.1,,,,,-200.0,,,,,-178.0,-179.9,,,,,,,,,True,True,,,,
05083,292,84.0,,,,,295.0,44.9,,,,,-208.0,,,,,3.0,-247.1,,,,,,,,,True,False,,,,
05085,478,259.0,,,,,269.0,132.6,2115.6,,,,-219.0,,,,,-209.0,-345.4,1637.6,,,,,,,,True,False,False,,,
05087,90,175.0,,,,,138.0,12.8,784.0,,,,85.0,,,,,48.0,-77.2,694.0,,,,,,,,True,True,False,,,
05089,30,56.0,,,,,7.0,2.5,,,,,26.0,,,,,-23.0,-27.5,,,,,,,,,True,False,,,,
05091,443,154.0,,,,,248.0,3015.6,991.5,,,,-289.0,,,,,-195.0,2572.6,548.5,,,,,,,,True,False,False,,,
05093,1047,371.0,,,,,578.0,811.5,1615.0,,,,-676.0,,,,,-469.0,-235.5,568.0,,,,,,,,True,True,True,,,
05095,75,28.0,,,,,14.0,3.9,,,,,-47.0,,,,,-61.0,-71.1,,,,,,,,,False,False,,,,
05097,54,7.0,,,,,0.0,0.2,,,,,-47.0,,,,,-54.0,-53.8,,,,,,,,,False,False,,,,
05099,53,21.0,,,,,25.0,0.6,171.2,,,,-32.0,,,,,-28.0,-52.4,118.2,,,,,,,,True,False,False,,,
05101,104,21.0,,,,,2.0,0.7,,,,,-83.0,,,,,-102.0,-103.3,,,,,,,,,False,False,,,,
05103,110,14.0,,,,,15.0,5.0,,,,,-96.0,,,,,-95.0,-105.0,,,,,,,,,True,False,,,,
05105,28,56.0,,,,,16.0,13.0,,,,,28.0,,,,,-12.0,-15.0,,,,,,,,,True,True,,,,
05107,219,196.0,,,,,230.0,56.5,621.3,,,,-23.0,,,,,11.0,-162.5,402.3,,,,,,,,True,False,False,,,
05109,148,14.0,,,,,7.0,0.8,,,,,-134.0,,,,,-141.0,-147.2,,,,,,,,,False,False,,,,
05111,337,35.0,,,,,89.0,7.8,,,,,-302.0,,,,,-248.0,-329.2,,,,,,,,,True,False,,,,
05113,124,42.0,,,,,202.0,31.8,,,,,-82.0,,,,,78.0,-92.2,,,,,,,,,True,False,,,,
05115,1104,518.0,,,,,1002.0,207.3,2113.0,,,,-586.0,,,,,-102.0,-896.7,1009.0,,,,,,,,True,False,False,,,
05117,93,7.0,,,,,7.0,6.1,,,,,-86.0,,,,,-86.0,-86.9,,,,,,,,,False,False,,,,
05119,4132,3745.0,,,,,3408.0,4176.2,10759.7,5945.2,,,-387.0,,,,,-724.0,44.2,6627.7,1813.2,,,,,,,False,True,False,False,,
05121,234,56.0,,,,,24.0,18.8,,,,,-178.0,,,,,-210.0,-215.2,,,,,,,,,False,False,,,,
05123,382,504.0,,,,,385.0,105.9,96.8,,,,122.0,,,,,3.0,-276.1,-285.2,,,,,,,,True,False,False,,,
05125,1030,637.0,,,,,859.0,441.0,2814.9,,,,-393.0,,,,,-171.0,-589.0,1784.9,,,,,,,,True,False,False,,,
05127,72,14.0,,,,,13.0,3.2,,,,,-58.0,,,,,-59.0,-68.8,,,,,,,,,False,False,,,,
05129,48,35.0,,,,,7.0,0.8,,,,,-13.0,,,,,-41.0,-47.2,,,,,,,,,False,False,,,,
05131,2089,1393.0,,,,,18456.0,949.8,4938.0,,,,-696.0,,,,,16367.0,-1139.2,2849.0,,,,,,,,False,False,False,,,
05133,382,560.0,,,,,1146.0,65.7,252.8,,,,178.0,,,,,764.0,-316.3,-129.2,,,,,,,,False,False,True,,,
05135,82,35.0,,,,,9.0,9.0,,,,,-47.0,,,,,-73.0,-73.0,,,,,,,,,False,False,,,,
05137,133,35.0,,,,,7.0,1.6,,,,,-98.0,,,,,-126.0,-131.4,,,,,,,,,False,False,,,,
05139,372,49.0,,,,,384.0,6.4,443.9,,,,-323.0,,,,,12.0,-365.6,71.9,,,,,,,,True,False,True,,,
05141,43,0.0,,,,,21.0,3.2,,,,,-43.0,,,,,-22.0,-39.8,,,,,,,,,True,True,,,,
05143,2665,4858.0,,,,,9477.0,1342.8,14260.0,7725.2,,,2193.0,,,,,6812.0,-1322.2,11595.0,5060.2,,,,,,,False,True,False,False,,
05145,355,77.0,,,,,390.0,64.0,,,,,-278.0,,,,,35.0,-291.0,,,,,,,,,True,False,,,,
05147,19,14.0,,,,,7.0,1.5,,,,,-5.0,,,,,-12.0,-17.5,,,,,,,,,False,False,,,,
05149,428,1022.0,,,,,719.0,258.5,2009.0,,,,594.0,,,,,291.0,-169.5,1581.0,,,,,,,,True,True,False,,,
06001,10137,7441.0,,,,,13664.0,5970.7,27179.0,9089.1,,,-2696.0,,,,,3527.0,-4166.3,17042.0,-1047.9,,,,,,,False,False,False,True,,
06003,0,0.0,,,,,0.0,0.1,,,,,0.0,,,,,0.0,0.1,,,,,,,,,True,False,,,,
06005,234,77.0,,,,,35.0,5.9,,,,,-157.0,,,,,-199.0,-228.1,,,,,,,,,False,False,,,,
06007,1376,441.0,,,,,1854.0,97.4,3705.4,,,,-935.0,,,,,478.0,-1278.6,2329.4,,,,,,,,True,False,False,,,
06009,144,147.0,,,,,59.0,16.2,,,,,3.0,,,,,-85.0,-127.8,,,,,,,,,False,False,,,,
06011,352,371.0,,,,,280.0,37.9,,,,,19.0,,,,,-72.0,-314.1,,,,,,,,,False,False,,,,
06013,8935,6132.0,,,,,11719.0,5372.3,36123.8,7129.8,,,-2803.0,,,,,2784.0,-3562.7,27188.8,-1805.2,,,,,,,True,False,False,True,,
06015,58,56.0,,,,,51.0,9.4,,,,,-2.0,,,,,-7.0,-48.6,,,,,,,,,False,False,,,,
06017,670,476.0,,,,,773.0,127.5,3506.3,,,,-194.0,,,,,103.0,-542.5,2836.3,,,,,,,,True,False,False,,,
06019,16989,9639.0,,,,,22010.0,16016.7,48519.9,6023.2,,,-7350.0,,,,,5021.0,-972.3,31530.9,-10965.8,,,,,,,True,True,False,False,,
06021,332,245.0,,,,,404.0,20.5,1052.4,,,,-87.0,,,,,72.0,-311.5,720.4,,,,,,,,True,False,False,,,
06023,201,105.0,,,,,513.0,14.0,330.9,,,,-96.0,,,,,312.0,-187.0,129.9,,,,,,,,False,False,False,,,
06025,3354,6986.0,,,,,2267.0,3669.1,3516.5,13064.4,,,3632.0,,,,,-1087.0,315.1,162.5,9710.4,,,,,,,True,True,True,False,,
06027,158,42.0,,,,,70.0,4.2,,,,,-116.0,,,,,-88.0,-153.8,,,,,,,,,True,False,,,,
