,actual_cases,COVIDhub-baseline,CDDEP-SEIR_MCMC,CEID-Walk,CMU-TimeSeries,COVIDhub-ensemble,CU-select,Columbia_UNC-SurvCon,CovidAnalytics-DELPHI,DDS-NBDS,IHME-CurveFit,JHU_IDD-CovidSP,Karlen-pypm,LANL-GrowthRate,LNQ-ens1,OliverWyman-Navigator,PandemicCentral-USCounty,QJHong-Encounter,RobertWalraven-ESG,UCLA-SuEIR,UMass-MechBayes,UMich-RidgeTfReg,USACE-ERDC_SEIR,USC-SI_kJalpha,UVA-Ensemble,error-COVIDhub-baseline,error-CDDEP-SEIR_MCMC,error-CEID-Walk,error-CMU-TimeSeries,error-COVIDhub-ensemble,error-CU-select,error-Columbia_UNC-SurvCon,error-CovidAnalytics-DELPHI,error-DDS-NBDS,error-IHME-CurveFit,error-JHU_IDD-CovidSP,error-Karlen-pypm,error-LANL-GrowthRate,error-LNQ-ens1,error-OliverWyman-Navigator,error-PandemicCentral-USCounty,error-QJHong-Encounter,error-RobertWalraven-ESG,error-UCLA-SuEIR,error-UMass-MechBayes,error-UMich-RidgeTfReg,error-USACE-ERDC_SEIR,error-USC-SI_kJalpha,error-UVA-Ensemble,beat_baseline-CDDEP-SEIR_MCMC,beat_baseline-CEID-Walk,beat_baseline-CMU-TimeSeries,beat_baseline-COVIDhub-ensemble,beat_baseline-CU-select,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-DDS-NBDS,beat_baseline-IHME-CurveFit,beat_baseline-JHU_IDD-CovidSP,beat_baseline-Karlen-pypm,beat_baseline-LANL-GrowthRate,beat_baseline-LNQ-ens1,beat_baseline-OliverWyman-Navigator,beat_baseline-PandemicCentral-USCounty,beat_baseline-QJHong-Encounter,beat_baseline-RobertWalraven-ESG,beat_baseline-UCLA-SuEIR,beat_baseline-UMass-MechBayes,beat_baseline-UMich-RidgeTfReg,beat_baseline-USACE-ERDC_SEIR,beat_baseline-USC-SI_kJalpha,beat_baseline-UVA-Ensemble
45047,269,276.0,317.9,261.8,,272.0,397.0,,,,,320.8,,119.3,222.8,210.0,142.0,,232.0,308.3,,,,234.0,,7.0,48.9,-7.2,,3.0,128.0,,,,,51.8,,-149.7,-46.2,-59.0,-127.0,,-37.0,39.3,,,,-35.0,,False,False,,True,False,,,,,False,,False,False,False,False,,False,False,,,,False,
45049,87,152.0,,162.0,,132.0,180.0,,,,,125.0,,66.5,113.7,69.0,47.0,,78.1,298.3,,,,127.0,,65.0,,75.0,,45.0,93.0,,,,,38.0,,-20.5,26.7,-18.0,-40.0,,-8.9,211.3,,,,40.0,,,False,,True,False,,,,,True,,True,True,True,True,,True,False,,,,True,
45051,525,1010.0,2943.2,1005.3,1043.3,993.0,864.0,,,,,1287.8,,834.7,780.3,1028.0,783.0,,1029.0,658.9,586.0,,,706.0,,485.0,2418.2,480.3,518.3,468.0,339.0,,,,,762.8,,309.7,255.3,503.0,258.0,,504.0,133.9,61.0,,,181.0,,False,True,False,True,True,,,,,False,,True,True,False,True,,False,True,True,,,True,
45053,80,156.0,,156.8,,152.0,149.0,,,,,116.4,,116.6,156.4,123.0,99.0,,172.5,147.6,,,,133.0,,76.0,,76.8,,72.0,69.0,,,,,36.4,,36.6,76.4,43.0,19.0,,92.5,67.6,,,,53.0,,,False,,True,True,,,,,True,,True,False,True,True,,False,True,,,,True,
45055,118,246.0,349.1,253.9,,201.0,191.0,,,,,145.9,,148.2,181.1,195.0,160.0,,201.5,244.7,,,,183.0,,128.0,231.1,135.9,,83.0,73.0,,,,,27.9,,30.2,63.1,77.0,42.0,,83.5,126.7,,,,65.0,,False,False,,True,True,,,,,True,,True,True,True,True,,True,True,,,,True,
45057,336,284.0,451.4,285.3,,284.0,217.0,,,,,291.6,,216.1,273.8,206.0,213.0,,301.3,298.6,,,,257.0,,-52.0,115.4,-50.7,,-52.0,-119.0,,,,,-44.4,,-119.9,-62.2,-130.0,-123.0,,-34.7,-37.4,,,,-79.0,,False,True,,False,False,,,,,True,,False,False,False,False,,True,True,,,,False,
45059,102,210.0,608.5,211.9,,192.0,156.0,,,,,364.8,,187.9,192.1,185.0,3.0,,146.0,181.2,,,,145.0,,108.0,506.5,109.9,,90.0,54.0,,,,,262.8,,85.9,90.1,83.0,-99.0,,44.0,79.2,,,,43.0,,False,False,,True,True,,,,,False,,True,True,True,True,,True,True,,,,True,
45061,50,96.0,,96.5,,90.0,138.0,,,,,44.7,,34.2,75.2,75.0,81.0,,142.8,85.2,,,,87.0,,46.0,,46.5,,40.0,88.0,,,,,-5.3,,-15.8,25.2,25.0,31.0,,92.8,35.2,,,,37.0,,,False,,True,False,,,,,True,,True,True,True,True,,False,True,,,,True,
45063,510,686.0,1434.8,673.0,,563.0,527.0,,,,,953.7,,458.0,490.1,620.0,613.0,,408.8,598.8,322.0,,,493.0,,176.0,924.8,163.0,,53.0,17.0,,,,,443.7,,-52.0,-19.9,110.0,103.0,,-101.2,88.8,-188.0,,,-17.0,,False,True,,True,True,,,,,False,,True,True,True,True,,True,True,False,,,True,
45065,35,26.0,,26.9,,17.0,11.0,,,,,26.3,,11.3,19.2,19.0,25.0,,14.9,34.5,,,,16.0,,-9.0,,-8.1,,-18.0,-24.0,,,,,-8.7,,-23.7,-15.8,-16.0,-10.0,,-20.1,-0.5,,,,-19.0,,,True,,False,False,,,,,True,,False,False,False,False,,False,True,,,,False,
45067,83,72.0,,72.6,,68.0,56.0,,,,,134.6,,39.4,65.3,70.0,19.0,,75.4,53.6,,,,58.0,,-11.0,,-10.4,,-15.0,-27.0,,,,,51.6,,-43.6,-17.7,-13.0,-64.0,,-7.6,-29.4,,,,-25.0,,,True,,False,False,,,,,False,,False,False,False,False,,True,False,,,,False,
45069,141,120.0,,120.2,,103.0,167.0,,,,,71.6,,75.9,109.3,87.0,86.0,,85.0,97.7,,,,145.0,,-21.0,,-20.8,,-38.0,26.0,,,,,-69.4,,-65.1,-31.7,-54.0,-55.0,,-56.0,-43.3,,,,4.0,,,True,,False,False,,,,,False,,False,False,False,False,,False,False,,,,True,
45071,75,162.0,,171.1,,136.0,107.0,,,,,191.2,,59.1,107.0,119.0,80.0,,72.5,158.4,,,,119.0,,87.0,,96.1,,61.0,32.0,,,,,116.2,,-15.9,32.0,44.0,5.0,,-2.5,83.4,,,,44.0,,,False,,True,True,,,,,False,,True,True,True,True,,True,True,,,,True,
45073,118,154.0,353.5,147.0,,155.0,128.0,,,,,325.1,,152.3,157.7,127.0,180.0,,196.8,124.7,,,,154.0,,36.0,235.5,29.0,,37.0,10.0,,,,,207.1,,34.3,39.7,9.0,62.0,,78.8,6.7,,,,36.0,,False,True,,False,True,,,,,False,,True,False,True,False,,False,True,,,,False,
45075,337,462.0,1012.5,444.0,,421.0,275.0,,,,,467.5,,386.9,400.8,354.0,214.0,,473.3,420.4,,,,307.0,,125.0,675.5,107.0,,84.0,-62.0,,,,,130.5,,49.9,63.8,17.0,-123.0,,136.3,83.4,,,,-30.0,,False,True,,True,True,,,,,False,,True,True,True,True,,False,True,,,,True,
45077,168,266.0,507.0,260.8,,261.0,251.0,,,,,471.8,,168.6,211.8,232.0,219.0,,289.4,196.9,,,,234.0,,98.0,339.0,92.8,,93.0,83.0,,,,,303.8,,0.6,43.8,64.0,51.0,,121.4,28.9,,,,66.0,,False,True,,True,True,,,,,False,,True,True,True,True,,False,True,,,,True,
45079,1158,1682.0,2431.6,1735.2,1699.4,1583.0,1727.0,,,,,1468.6,,1509.7,1306.1,1328.0,1201.0,,1529.2,1555.8,1047.0,,,1349.0,,524.0,1273.6,577.2,541.4,425.0,569.0,,,,,310.6,,351.7,148.1,170.0,43.0,,371.2,397.8,-111.0,,,191.0,,False,False,False,True,False,,,,,True,,True,True,True,True,,True,True,True,,,True,
45081,58,88.0,,90.5,,75.0,59.0,,,,,64.0,,52.4,73.9,69.0,48.0,,77.5,99.5,,,,71.0,,30.0,,32.5,,17.0,1.0,,,,,6.0,,-5.6,15.9,11.0,-10.0,,19.5,41.5,,,,13.0,,,False,,True,True,,,,,True,,True,True,True,True,,True,False,,,,True,
45083,628,714.0,1300.4,701.6,,695.0,937.0,,,,,932.3,,501.8,552.2,568.0,615.0,,526.0,1034.1,540.0,,,556.0,,86.0,672.4,73.6,,67.0,309.0,,,,,304.3,,-126.2,-75.8,-60.0,-13.0,,-102.0,406.1,-88.0,,,-72.0,,False,True,,True,False,,,,,False,,False,True,True,True,,False,False,False,,,True,
45085,217,452.0,805.5,474.5,,393.0,437.0,,,,,466.4,,242.8,304.8,371.0,222.0,,393.7,399.5,,,,352.0,,235.0,588.5,257.5,,176.0,220.0,,,,,249.4,,25.8,87.8,154.0,5.0,,176.7,182.5,,,,135.0,,False,False,,True,True,,,,,False,,True,True,True,True,,True,True,,,,True,
45087,64,56.0,,67.5,,55.0,43.0,,,,,112.8,,24.1,60.2,52.0,72.0,,40.4,145.6,,,,59.0,,-8.0,,3.5,,-9.0,-21.0,,,,,48.8,,-39.9,-3.8,-12.0,8.0,,-23.6,81.6,,,,-5.0,,,True,,False,False,,,,,False,,False,True,False,False,,False,False,,,,True,
45089,144,184.0,,183.6,,178.0,272.0,,,,,136.4,,141.1,189.1,145.0,159.0,,170.4,193.0,,,,148.0,,40.0,,39.6,,34.0,128.0,,,,,-7.6,,-2.9,45.1,1.0,15.0,,26.4,49.0,,,,4.0,,,True,,True,False,,,,,True,,True,False,True,True,,True,False,,,,True,
45091,441,794.0,1611.9,676.8,,697.0,942.0,,,,,933.6,,662.7,660.4,564.0,574.0,,707.1,751.5,473.0,,,649.0,,353.0,1170.9,235.8,,256.0,501.0,,,,,492.6,,221.7,219.4,123.0,133.0,,266.1,310.5,32.0,,,208.0,,False,True,,True,False,,,,,False,,True,True,True,True,,True,True,True,,,True,
46003,3,2.0,,2.0,,2.0,0.0,,,,,0.1,,1.8,0.2,,0.0,,2.2,2.0,,,,1.0,,-1.0,,-1.0,,-1.0,-3.0,,,,,-2.9,,-1.2,-2.8,,-3.0,,-0.8,-1.0,,,,-2.0,,,False,,False,False,,,,,False,,False,False,,False,,True,False,,,,False,
46005,21,8.0,,8.2,,7.0,6.0,,,,,5.9,,3.1,11.3,,0.0,,38.5,5.0,,,,7.0,,-13.0,,-12.8,,-14.0,-15.0,,,,,-15.1,,-17.9,-9.7,,-21.0,,17.5,-16.0,,,,-14.0,,,True,,False,False,,,,,False,,False,True,,False,,False,False,,,,False,
46007,0,2.0,,1.8,,0.0,0.0,,,,,1.6,,,0.0,0.0,1.0,,0.8,,,,,4.0,,2.0,,1.8,,0.0,0.0,,,,,1.6,,,0.0,0.0,1.0,,0.8,,,,,4.0,,,True,,True,True,,,,,True,,,True,True,True,,True,,,,,False,
46009,25,0.0,,0.1,,0.0,0.0,,,,,0.2,,0.3,0.0,0.0,0.0,,0.8,0.1,,,,0.0,,-25.0,,-24.9,,-25.0,-25.0,,,,,-24.8,,-24.7,-25.0,-25.0,-25.0,,-24.1,-24.9,,,,-25.0,,,True,,False,False,,,,,True,,True,True,False,False,,True,True,,,,False,
46011,41,30.0,,31.9,,25.0,19.0,,,,,36.0,,20.0,32.5,33.0,25.0,,11.9,28.5,,,,61.0,,-11.0,,-9.1,,-16.0,-22.0,,,,,-5.0,,-21.0,-8.5,-8.0,-16.0,,-29.1,-12.5,,,,20.0,,,True,,False,False,,,,,True,,False,True,True,False,,False,False,,,,False,
46013,101,60.0,,64.4,,62.0,90.0,,,,,39.0,,36.8,78.1,75.0,58.0,,72.1,41.0,,,,75.0,,-41.0,,-36.6,,-39.0,-11.0,,,,,-62.0,,-64.2,-22.9,-26.0,-43.0,,-28.9,-60.0,,,,-26.0,,,True,,True,True,,,,,False,,False,True,True,False,,True,False,,,,True,
46015,5,10.0,,9.3,,6.0,0.0,,,,,4.6,,,0.7,13.0,2.0,,6.3,9.9,,,,12.0,,5.0,,4.3,,1.0,-5.0,,,,,-0.4,,,-4.3,8.0,-3.0,,1.3,4.9,,,,7.0,,,True,,True,False,,,,,True,,,True,False,True,,True,True,,,,False,
46017,0,4.0,,3.4,,2.0,0.0,,,,,2.5,,0.2,1.0,,3.0,,2.7,4.7,,,,0.0,,4.0,,3.4,,2.0,0.0,,,,,2.5,,0.2,1.0,,3.0,,2.7,4.7,,,,0.0,,,True,,True,True,,,,,True,,True,True,,True,,True,False,,,,True,
46019,12,8.0,,8.0,,7.0,0.0,,,,,8.6,,,5.9,,2.0,,6.1,6.9,,,,8.0,,-4.0,,-4.0,,-5.0,-12.0,,,,,-3.4,,,-6.1,,-10.0,,-5.9,-5.1,,,,-4.0,,,True,,False,False,,,,,True,,,False,,False,,False,False,,,,False,
46021,1,2.0,,2.3,,2.0,0.0,,,,,4.3,,,0.2,0.0,1.0,,0.7,,,,,2.0,,1.0,,1.3,,1.0,-1.0,,,,,3.3,,,-0.8,-1.0,0.0,,-0.3,,,,,1.0,,,False,,False,False,,,,,False,,,True,False,True,,True,,,,,False,
46023,17,4.0,,3.9,,3.0,0.0,,,,,7.4,,4.7,7.1,,1.0,,0.0,4.4,,,,7.0,,-13.0,,-13.1,,-14.0,-17.0,,,,,-9.6,,-12.3,-9.9,,-16.0,,-17.0,-12.6,,,,-10.0,,,False,,False,False,,,,,True,,True,True,,False,,False,True,,,,True,
46025,1,0.0,,0.1,,0.0,0.0,,,,,0.4,,0.7,0.1,0.0,0.0,,1.0,0.1,,,,0.0,,-1.0,,-0.9,,-1.0,-1.0,,,,,-0.6,,-0.3,-0.9,-1.0,-1.0,,0.0,-0.9,,,,-1.0,,,True,,False,False,,,,,True,,True,True,False,False,,True,True,,,,False,
46027,29,20.0,,19.7,,15.0,14.0,,,,,14.4,,10.4,24.6,21.0,11.0,,14.0,14.0,,,,17.0,,-9.0,,-9.3,,-14.0,-15.0,,,,,-14.6,,-18.6,-4.4,-8.0,-18.0,,-15.0,-15.0,,,,-12.0,,,False,,False,False,,,,,False,,False,True,True,False,,False,False,,,,False,
46029,78,22.0,,21.7,,20.0,16.0,,,,,28.1,,13.0,26.1,30.0,38.0,,25.2,13.7,,,,21.0,,-56.0,,-56.3,,-58.0,-62.0,,,,,-49.9,,-65.0,-51.9,-48.0,-40.0,,-52.8,-64.3,,,,-57.0,,,False,,False,False,,,,,True,,False,True,True,True,,True,False,,,,False,
46031,20,8.0,,8.1,,6.0,0.0,,,,,4.3,,3.3,3.1,,16.0,,11.2,8.3,,,,15.0,,-12.0,,-11.9,,-14.0,-20.0,,,,,-15.7,,-16.7,-16.9,,-4.0,,-8.8,-11.7,,,,-5.0,,,True,,False,False,,,,,False,,False,False,,True,,True,True,,,,True,
46033,42,26.0,,23.5,,21.0,13.0,,,,,3.9,,,19.0,22.0,41.0,,39.4,,,,,31.0,,-16.0,,-18.5,,-21.0,-29.0,,,,,-38.1,,,-23.0,-20.0,-1.0,,-2.6,,,,,-11.0,,,False,,False,False,,,,,False,,,False,False,True,,True,,,,,True,
46035,13,14.0,,14.3,,14.0,14.0,,,,,23.3,,9.6,14.1,16.0,7.0,,8.3,22.7,,,,11.0,,1.0,,1.3,,1.0,1.0,,,,,10.3,,-3.4,1.1,3.0,-6.0,,-4.7,9.7,,,,-2.0,,,False,,False,False,,,,,False,,False,False,False,False,,False,False,,,,False,
46037,7,4.0,,4.7,,0.0,0.0,,,,,0.3,,0.8,0.5,0.0,1.0,,0.9,3.6,,,,8.0,,-3.0,,-2.3,,-7.0,-7.0,,,,,-6.7,,-6.2,-6.5,-7.0,-6.0,,-6.1,-3.4,,,,1.0,,,True,,False,False,,,,,False,,False,False,False,False,,False,False,,,,True,
46039,17,4.0,,4.8,,2.0,0.0,,,,,1.8,,1.3,2.3,1.0,12.0,,1.1,4.1,,,,1.0,,-13.0,,-12.2,,-15.0,-17.0,,,,,-15.2,,-15.7,-14.7,-16.0,-5.0,,-15.9,-12.9,,,,-16.0,,,True,,False,False,,,,,False,,False,False,False,True,,False,True,,,,False,
46041,16,0.0,,0.0,,1.0,0.0,,,,,2.9,,3.9,2.4,5.0,0.0,,4.5,,,,,0.0,,-16.0,,-16.0,,-15.0,-16.0,,,,,-13.1,,-12.1,-13.6,-11.0,-16.0,,-11.5,,,,,-16.0,,,False,,True,False,,,,,True,,True,True,True,False,,True,,,,,False,
46043,3,2.0,,2.1,,0.0,0.0,,,,,1.5,,0.6,0.1,0.0,7.0,,1.1,,,,,4.0,,-1.0,,-0.9,,-3.0,-3.0,,,,,-1.5,,-2.4,-2.9,-3.0,4.0,,-1.9,,,,,1.0,,,True,,False,False,,,,,False,,False,False,False,False,,False,,,,,False,
46045,11,2.0,,1.5,,1.0,0.0,,,,,1.9,,1.5,1.5,,4.0,,4.8,,,,,2.0,,-9.0,,-9.5,,-10.0,-11.0,,,,,-9.1,,-9.5,-9.5,,-7.0,,-6.2,,,,,-9.0,,,False,,False,False,,,,,False,,False,False,,True,,True,,,,,False,
46047,1,14.0,,14.9,,10.0,,,,,,2.2,,0.9,2.4,9.0,19.0,,24.1,9.9,,,,31.0,,13.0,,13.9,,9.0,,,,,,1.2,,-0.1,1.4,8.0,18.0,,23.1,8.9,,,,30.0,,,False,,True,,,,,,True,,True,True,True,False,,False,True,,,,False,
46049,3,0.0,,0.1,,0.0,0.0,,,,,0.1,,1.5,0.1,0.0,0.0,,2.1,0.5,,,,0.0,,-3.0,,-2.9,,-3.0,-3.0,,,,,-2.9,,-1.5,-2.9,-3.0,-3.0,,-0.9,-2.5,,,,-3.0,,,True,,False,False,,,,,True,,True,True,False,False,,True,True,,,,False,
46051,13,14.0,,12.9,,2.0,0.0,,,,,0.8,,1.0,1.5,,2.0,,1.7,9.3,,,,31.0,,1.0,,-0.1,,-11.0,-13.0,,,,,-12.2,,-12.0,-11.5,,-11.0,,-11.3,-3.7,,,,18.0,,,True,,False,False,,,,,False,,False,False,,False,,False,False,,,,False,
46053,1,0.0,,0.0,,0.0,0.0,,,,,1.2,,0.1,0.1,0.0,1.0,,0.0,0.1,,,,0.0,,-1.0,,-1.0,,-1.0,-1.0,,,,,0.2,,-0.9,-0.9,-1.0,0.0,,-1.0,-0.9,,,,-1.0,,,False,,False,False,,,,,True,,True,True,False,True,,False,True,,,,False,
46055,1,0.0,,0.0,,0.0,0.0,,,,,3.5,,,0.0,0.0,1.0,,0.1,,,,,3.0,,-1.0,,-1.0,,-1.0,-1.0,,,,,2.5,,,-1.0,-1.0,0.0,,-0.9,,,,,2.0,,,False,,False,False,,,,,False,,,True,False,True,,True,,,,,False,
46057,22,8.0,,7.7,,6.0,0.0,,,,,1.1,,3.9,6.0,,17.0,,31.5,5.7,,,,26.0,,-14.0,,-14.3,,-16.0,-22.0,,,,,-20.9,,-18.1,-16.0,,-5.0,,9.5,-16.3,,,,4.0,,,False,,False,False,,,,,False,,False,False,,True,,True,False,,,,True,
46059,6,0.0,,0.0,,0.0,0.0,,,,,0.1,,0.1,0.0,0.0,0.0,,0.3,0.0,,,,0.0,,-6.0,,-6.0,,-6.0,-6.0,,,,,-5.9,,-5.9,-6.0,-6.0,-6.0,,-5.7,-6.0,,,,-6.0,,,False,,False,False,,,,,True,,True,True,False,False,,True,True,,,,False,
46061,1,2.0,,2.0,,1.0,0.0,,,,,3.3,,,0.4,,2.0,,2.9,,,,,1.0,,1.0,,1.0,,0.0,-1.0,,,,,2.3,,,-0.6,,1.0,,1.9,,,,,0.0,,,True,,True,False,,,,,False,,,True,,False,,False,,,,,True,
46063,2,0.0,,0.0,,0.0,0.0,,,,,0.0,,,0.0,0.0,0.0,,0.0,,,,,,,-2.0,,-2.0,,-2.0,-2.0,,,,,-2.0,,,-2.0,-2.0,-2.0,,-2.0,,,,,,,,False,,False,False,,,,,False,,,True,False,False,,False,,,,,,
46065,13,18.0,,16.2,,10.0,0.0,,,,,15.3,,10.7,9.2,17.0,10.0,,1.9,14.0,,,,34.0,,5.0,,3.2,,-3.0,-13.0,,,,,2.3,,-2.3,-3.8,4.0,-3.0,,-11.1,1.0,,,,21.0,,,True,,True,False,,,,,True,,True,True,True,True,,False,True,,,,False,
46067,8,4.0,,4.5,,3.0,0.0,,,,,4.4,,2.3,2.1,,3.0,,0.9,5.2,,,,3.0,,-4.0,,-3.5,,-5.0,-8.0,,,,,-3.6,,-5.7,-5.9,,-5.0,,-7.1,-2.8,,,,-5.0,,,True,,False,False,,,,,True,,False,False,,False,,False,True,,,,False,
46069,1,0.0,,0.0,,0.0,0.0,,,,,0.1,,0.1,0.0,0.0,0.0,,0.0,,,,,0.0,,-1.0,,-1.0,,-1.0,-1.0,,,,,-0.9,,-0.9,-1.0,-1.0,-1.0,,-1.0,,,,,-1.0,,,False,,False,False,,,,,True,,True,True,False,False,,False,,,,,False,
46071,1,6.0,,5.4,,2.0,0.0,,,,,0.4,,0.3,0.5,0.0,1.0,,2.8,4.5,,,,7.0,,5.0,,4.4,,1.0,-1.0,,,,,-0.6,,-0.7,-0.5,-1.0,0.0,,1.8,3.5,,,,6.0,,,True,,True,True,,,,,True,,True,True,True,True,,True,True,,,,False,
46073,1,0.0,,0.0,,0.0,0.0,,,,,0.1,,1.6,0.1,,0.0,,0.6,0.8,,,,0.0,,-1.0,,-1.0,,-1.0,-1.0,,,,,-0.9,,0.6,-0.9,,-1.0,,-0.4,-0.2,,,,-1.0,,,False,,False,False,,,,,True,,True,True,,False,,True,True,,,,False,
46075,1,0.0,,0.3,,0.0,0.0,,,,,3.1,,,0.0,0.0,0.0,,0.1,,,,,0.0,,-1.0,,-0.7,,-1.0,-1.0,,,,,2.1,,,-1.0,-1.0,-1.0,,-0.8,,,,,-1.0,,,True,,False,False,,,,,False,,,True,False,False,,True,,,,,False,
46077,3,4.0,,3.9,,0.0,0.0,,,,,3.2,,0.4,0.2,,1.0,,1.6,,,,,3.0,,1.0,,0.9,,-3.0,-3.0,,,,,0.2,,-2.6,-2.8,,-2.0,,-1.4,,,,,0.0,,,True,,False,False,,,,,True,,False,False,,False,,False,,,,,True,
46079,16,24.0,,25.6,,23.0,22.0,,,,,16.8,,10.2,22.5,16.0,11.0,,10.9,28.5,,,,17.0,,8.0,,9.6,,7.0,6.0,,,,,0.8,,-5.8,6.5,0.0,-5.0,,-5.1,12.5,,,,1.0,,,False,,True,True,,,,,True,,True,True,True,True,,True,False,,,,True,
46081,48,50.0,,48.7,,44.0,90.0,,,,,0.9,,6.4,34.3,,76.0,,93.2,37.6,,,,170.0,,2.0,,0.7,,-4.0,42.0,,,,,-47.1,,-41.6,-13.7,,28.0,,45.2,-10.4,,,,122.0,,,True,,False,False,,,,,False,,False,False,,False,,False,False,,,,False,
46083,160,120.0,49.8,131.0,,112.0,156.0,,,,,54.5,,112.6,141.6,124.0,80.0,,111.8,108.5,,,,117.0,,-40.0,-110.2,-29.0,,-48.0,-4.0,,,,,-105.5,,-47.4,-18.4,-36.0,-80.0,,-48.2,-51.5,,,,-43.0,,False,True,,False,True,,,,,False,,False,True,True,False,,False,False,,,,False,
46085,4,2.0,,1.9,,2.0,0.0,,,,,3.8,,10.5,2.5,,2.0,,0.4,2.4,,,,5.0,,-2.0,,-2.1,,-2.0,-4.0,,,,,-0.2,,6.5,-1.5,,-2.0,,-3.6,-1.6,,,,1.0,,,False,,False,False,,,,,True,,False,True,,False,,False,True,,,,True,
46087,12,6.0,,5.3,,3.0,0.0,,,,,1.9,,2.4,2.3,,0.0,,1.3,6.0,,,,7.0,,-6.0,,-6.7,,-9.0,-12.0,,,,,-10.1,,-9.6,-9.7,,-12.0,,-10.7,-6.0,,,,-5.0,,,False,,False,False,,,,,False,,False,False,,False,,False,False,,,,True,
46089,2,4.0,,3.7,,0.0,0.0,,,,,0.9,,0.2,0.1,0.0,2.0,,0.8,3.2,,,,8.0,,2.0,,1.7,,-2.0,-2.0,,,,,-1.1,,-1.8,-1.9,-2.0,0.0,,-1.2,1.2,,,,6.0,,,True,,False,False,,,,,True,,True,True,False,True,,True,True,,,,False,
46091,4,2.0,,1.9,,0.0,0.0,,,,,0.5,,0.2,0.2,0.0,1.0,,0.1,1.7,,,,1.0,,-2.0,,-2.1,,-4.0,-4.0,,,,,-3.5,,-3.8,-3.8,-4.0,-3.0,,-3.9,-2.3,,,,-3.0,,,False,,False,False,,,,,False,,False,False,False,False,,False,False,,,,False,
46093,62,40.0,,41.2,,32.0,19.0,,,,,35.7,,12.6,31.6,31.0,32.0,,92.9,31.8,,,,62.0,,-22.0,,-20.8,,-30.0,-43.0,,,,,-26.3,,-49.4,-30.4,-31.0,-30.0,,30.9,-30.2,,,,0.0,,,True,,False,False,,,,,False,,False,False,False,False,,False,False,,,,True,
46095,0,0.0,,0.0,,0.0,0.0,,,,,4.3,,,0.1,0.0,1.0,,3.2,,,,,0.0,,0.0,,0.0,,0.0,0.0,,,,,4.3,,,0.1,0.0,1.0,,3.2,,,,,0.0,,,True,,True,True,,,,,False,,,False,True,False,,False,,,,,True,
46097,0,2.0,,2.6,,0.0,0.0,,,,,0.9,,0.6,0.1,0.0,2.0,,1.3,,,,,1.0,,2.0,,2.6,,0.0,0.0,,,,,0.9,,0.6,0.1,0.0,2.0,,1.3,,,,,1.0,,,False,,True,True,,,,,True,,True,True,True,False,,True,,,,,True,
46099,499,374.0,120.8,363.9,,357.0,327.0,,,,,226.1,,363.6,451.5,610.0,189.0,,987.2,241.1,570.0,,,398.0,,-125.0,-378.1,-135.1,,-142.0,-172.0,,,,,-272.9,,-135.4,-47.5,111.0,-310.0,,488.2,-257.9,71.0,,,-101.0,,False,False,,False,False,,,,,False,,False,True,True,False,,False,False,True,,,True,
46101,4,4.0,,3.6,,2.0,0.0,,,,,2.7,,1.4,0.6,,6.0,,2.0,4.0,,,,3.0,,0.0,,-0.4,,-2.0,-4.0,,,,,-1.3,,-2.6,-3.4,,2.0,,-2.0,0.0,,,,-1.0,,,False,,False,False,,,,,False,,False,False,,False,,False,False,,,,False,
46102,9,16.0,,20.5,,14.0,14.0,,,,,,,3.2,12.1,20.0,,,12.6,19.2,,,,23.0,,7.0,,11.5,,5.0,5.0,,,,,,,-5.8,3.1,11.0,,,3.6,10.2,,,,14.0,,,False,,True,True,,,,,,,True,True,False,,,True,False,,,,False,
46103,147,126.0,280.6,137.9,,121.0,102.0,,,,,257.8,,60.8,107.1,132.0,147.0,,106.5,120.2,,,,137.0,,-21.0,133.6,-9.1,,-26.0,-45.0,,,,,110.8,,-86.2,-39.9,-15.0,0.0,,-40.5,-26.8,,,,-10.0,,False,True,,False,False,,,,,False,,False,False,True,True,,False,False,,,,True,
46105,0,0.0,,0.2,,0.0,0.0,,,,,5.8,,,0.0,0.0,1.0,,0.4,0.3,,,,0.0,,0.0,,0.2,,0.0,0.0,,,,,5.8,,,0.0,0.0,1.0,,0.4,0.3,,,,0.0,,,False,,True,True,,,,,False,,,False,True,False,,False,False,,,,True,
46107,3,0.0,,0.1,,0.0,0.0,,,,,1.8,,,0.0,0.0,0.0,,0.4,,,,,0.0,,-3.0,,-2.9,,-3.0,-3.0,,,,,-1.2,,,-3.0,-3.0,-3.0,,-2.6,,,,,-3.0,,,True,,False,False,,,,,True,,,True,False,False,,True,,,,,False,
46109,9,22.0,,22.5,,12.0,11.0,,,,,6.4,,4.8,12.7,19.0,20.0,,5.9,17.5,,,,40.0,,13.0,,13.5,,3.0,2.0,,,,,-2.6,,-4.2,3.7,10.0,11.0,,-3.1,8.5,,,,31.0,,,False,,True,True,,,,,True,,True,True,True,True,,True,True,,,,False,
46111,0,0.0,,0.2,,0.0,0.0,,,,,0.1,,0.4,0.2,0.0,1.0,,4.0,0.1,,,,0.0,,0.0,,0.2,,0.0,0.0,,,,,0.1,,0.4,0.2,0.0,1.0,,4.0,0.1,,,,0.0,,,False,,True,True,,,,,False,,False,False,True,False,,False,False,,,,True,
