,actual_cases,COVIDhub-baseline,CDDEP-SEIR_MCMC,CEID-Walk,CMU-TimeSeries,COVIDhub-ensemble,CU-select,Columbia_UNC-SurvCon,Covid19Sim-Simulator,CovidAnalytics-DELPHI,DDS-NBDS,Geneva-DetGrowth,IowaStateLW-STEM,JHU_IDD-CovidSP,Karlen-pypm,LANL-GrowthRate,LNQ-ens1,MITCovAlliance-SIR,OliverWyman-Navigator,QJHong-Encounter,RobertWalraven-ESG,TTU-squider,UCLA-SuEIR,UMass-MechBayes,UMich-RidgeTfReg,USACE-ERDC_SEIR,USC-SI_kJalpha,UVA-Ensemble,Yu_Group-CLEP,error-COVIDhub-baseline,error-CDDEP-SEIR_MCMC,error-CEID-Walk,error-CMU-TimeSeries,error-COVIDhub-ensemble,error-CU-select,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-CovidAnalytics-DELPHI,error-DDS-NBDS,error-Geneva-DetGrowth,error-IowaStateLW-STEM,error-JHU_IDD-CovidSP,error-Karlen-pypm,error-LANL-GrowthRate,error-LNQ-ens1,error-MITCovAlliance-SIR,error-OliverWyman-Navigator,error-QJHong-Encounter,error-RobertWalraven-ESG,error-TTU-squider,error-UCLA-SuEIR,error-UMass-MechBayes,error-UMich-RidgeTfReg,error-USACE-ERDC_SEIR,error-USC-SI_kJalpha,error-UVA-Ensemble,error-Yu_Group-CLEP,beat_baseline-CDDEP-SEIR_MCMC,beat_baseline-CEID-Walk,beat_baseline-CMU-TimeSeries,beat_baseline-COVIDhub-ensemble,beat_baseline-CU-select,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-DDS-NBDS,beat_baseline-Geneva-DetGrowth,beat_baseline-IowaStateLW-STEM,beat_baseline-JHU_IDD-CovidSP,beat_baseline-Karlen-pypm,beat_baseline-LANL-GrowthRate,beat_baseline-LNQ-ens1,beat_baseline-MITCovAlliance-SIR,beat_baseline-OliverWyman-Navigator,beat_baseline-QJHong-Encounter,beat_baseline-RobertWalraven-ESG,beat_baseline-TTU-squider,beat_baseline-UCLA-SuEIR,beat_baseline-UMass-MechBayes,beat_baseline-UMich-RidgeTfReg,beat_baseline-USACE-ERDC_SEIR,beat_baseline-USC-SI_kJalpha,beat_baseline-UVA-Ensemble,beat_baseline-Yu_Group-CLEP
37065,100,93.0,47.1,95.1,,78.0,86.0,,,,,,48.0,89.0,,76.6,78.6,44.0,73.0,,85.3,,104.4,,,,92.0,,149.4,-7.0,-52.9,-4.9,,-22.0,-14.0,,,,,,-52.0,-11.0,,-23.4,-21.4,-56.0,-27.0,,-14.7,,4.4,,,,-8.0,,49.4,False,True,,False,False,,,,,,False,False,,False,False,False,False,,False,,True,,,,False,,False
37067,280,300.0,248.4,297.2,298.0,268.0,279.0,,,,,,293.0,345.4,,254.6,257.7,165.3,274.0,,312.8,,294.8,240.0,,,315.0,,578.7,20.0,-31.6,17.2,18.0,-12.0,-1.0,,,,,,13.0,65.4,,-25.4,-22.3,-114.7,-6.0,,32.8,,14.8,-40.0,,,35.0,,298.7,False,True,True,True,True,,,,,,True,False,,False,False,False,True,,False,,True,False,,,False,,False
37069,46,61.0,126.9,62.6,,62.0,51.0,,,,,,39.0,104.7,,46.4,55.6,67.4,56.0,,71.5,,62.5,,,,62.0,,138.5,15.0,80.9,16.6,,16.0,5.0,,,,,,-7.0,58.7,,0.4,9.6,21.4,10.0,,25.5,,16.5,,,,16.0,,92.5,False,False,,False,True,,,,,,True,False,,True,True,False,True,,False,,False,,,,False,,False
37071,246,240.0,630.1,243.3,,226.0,214.0,,,,,,238.0,431.8,,249.7,226.4,159.3,223.0,,205.1,,221.4,172.0,,,224.0,,590.6,-6.0,384.1,-2.7,,-20.0,-32.0,,,,,,-8.0,185.8,,3.7,-19.6,-86.7,-23.0,,-40.9,,-24.6,-74.0,,,-22.0,,344.6,False,True,,False,False,,,,,,False,False,,True,False,False,False,,False,,False,False,,,False,,False
37073,17,5.0,,5.0,,3.0,1.0,,,,,,2.0,9.5,,4.4,9.8,,,,0.4,,5.0,,,,4.0,,11.4,-12.0,,-12.0,,-14.0,-16.0,,,,,,-15.0,-7.5,,-12.6,-7.2,,,,-16.6,,-12.0,,,,-13.0,,-5.6,,False,,False,False,,,,,,False,True,,False,True,,,,False,,False,,,,False,,True
37075,1,11.0,,11.1,,3.0,,,,,,,4.0,5.8,,0.4,5.3,,,,0.3,,,,,,10.0,,17.4,10.0,,10.1,,2.0,,,,,,,3.0,4.8,,-0.6,4.3,,,,-0.7,,,,,,9.0,,16.4,,False,,True,,,,,,,True,True,,True,True,,,,True,,,,,,True,,False
37077,88,110.0,78.6,112.3,,77.0,121.0,,,,,,47.0,76.5,,73.2,95.9,30.9,99.0,,75.8,,115.0,,,,108.0,,211.3,22.0,-9.4,24.3,,-11.0,33.0,,,,,,-41.0,-11.5,,-14.8,7.9,-57.1,11.0,,-12.2,,27.0,,,,20.0,,123.3,True,False,,True,False,,,,,,False,True,,True,True,False,True,,True,,False,,,,True,,False
37079,33,15.0,,12.6,,12.0,13.0,,,,,,16.0,19.6,,4.1,11.5,15.0,13.0,,9.9,,12.4,,,,12.0,,34.6,-18.0,,-20.4,,-21.0,-20.0,,,,,,-17.0,-13.4,,-28.9,-21.5,-18.0,-20.0,,-23.1,,-20.6,,,,-21.0,,1.6,,False,,False,False,,,,,,True,True,,False,False,True,False,,False,,False,,,,False,,True
37081,442,331.0,579.8,334.9,342.4,319.0,289.0,,,,,,343.0,543.6,,278.1,297.1,225.1,300.0,,336.8,,302.5,218.0,,,335.0,,599.1,-111.0,137.8,-107.1,-99.6,-123.0,-153.0,,,,,,-99.0,101.6,,-163.9,-144.9,-216.9,-142.0,,-105.2,,-139.5,-224.0,,,-107.0,,157.1,False,True,True,False,False,,,,,,True,True,,False,False,False,False,,True,,False,False,,,True,,False
37083,48,54.0,100.8,53.4,,46.0,47.0,,,,,,38.0,66.5,,23.4,36.0,38.3,47.0,,30.2,,57.9,,,,59.0,,87.8,6.0,52.8,5.4,,-2.0,-1.0,,,,,,-10.0,18.5,,-24.6,-12.0,-9.7,-1.0,,-17.8,,9.9,,,,11.0,,39.8,False,True,,True,True,,,,,,False,False,,False,False,False,True,,False,,False,,,,False,,False
37085,91,138.0,181.8,136.2,,132.0,125.0,,,,,,101.0,185.2,,104.3,112.9,124.9,102.0,,149.9,,143.8,111.0,,,135.0,,217.7,47.0,90.8,45.2,,41.0,34.0,,,,,,10.0,94.2,,13.3,21.9,33.9,11.0,,58.9,,52.8,20.0,,,44.0,,126.7,False,True,,True,True,,,,,,True,False,,True,True,True,True,,False,,False,True,,,True,,False
37087,25,36.0,73.1,32.5,,43.0,62.0,,,,,,53.0,94.5,,12.3,37.1,52.6,25.0,,33.3,,38.9,,,,46.0,,53.9,11.0,48.1,7.5,,18.0,37.0,,,,,,28.0,69.5,,-12.7,12.1,27.6,0.0,,8.3,,13.9,,,,21.0,,28.9,False,True,,False,False,,,,,,False,False,,False,False,False,True,,True,,False,,,,False,,False
37089,86,70.0,165.0,73.3,,71.0,55.0,,,,,,101.0,127.3,,68.1,79.2,69.1,74.0,,64.9,,64.2,,,,62.0,,136.7,-16.0,79.0,-12.7,,-15.0,-31.0,,,,,,15.0,41.3,,-17.9,-6.8,-16.9,-12.0,,-21.1,,-21.8,,,,-24.0,,50.7,False,True,,True,False,,,,,,True,False,,False,True,False,True,,False,,False,,,,False,,False
37091,66,60.0,,58.9,,50.0,62.0,,,,,,17.0,38.5,,42.5,50.2,14.6,,,72.5,,61.9,,,,63.0,,59.8,-6.0,,-7.1,,-16.0,-4.0,,,,,,-49.0,-27.5,,-23.5,-15.8,-51.4,,,6.5,,-4.1,,,,-3.0,,-6.2,,False,,False,True,,,,,,False,False,,False,False,False,,,False,,True,,,,True,,False
37093,42,60.0,75.3,59.2,,49.0,50.0,,,,,,48.0,51.3,,43.6,49.9,52.5,57.0,,40.9,,60.4,,,,54.0,,116.0,18.0,33.3,17.2,,7.0,8.0,,,,,,6.0,9.3,,1.6,7.9,10.5,15.0,,-1.1,,18.4,,,,12.0,,74.0,False,True,,True,True,,,,,,True,True,,True,True,True,True,,True,,False,,,,True,,False
37095,20,12.0,,12.2,,7.0,0.0,,,,,,1.0,4.2,,3.5,10.2,,,,27.8,,9.8,,,,19.0,,18.7,-8.0,,-7.8,,-13.0,-20.0,,,,,,-19.0,-15.8,,-16.5,-9.8,,,,7.8,,-10.2,,,,-1.0,,-1.3,,True,,False,False,,,,,,False,False,,False,False,,,,True,,False,,,,True,,True
37097,172,158.0,270.3,159.9,,145.0,154.0,,,,,,145.0,237.9,,115.7,143.5,105.3,115.0,,83.0,,155.4,121.0,,,128.0,,278.2,-14.0,98.3,-12.1,,-27.0,-18.0,,,,,,-27.0,65.9,,-56.3,-28.5,-66.7,-57.0,,-89.0,,-16.6,-51.0,,,-44.0,,106.2,False,True,,False,False,,,,,,False,False,,False,False,False,False,,False,,False,False,,,False,,False
37099,38,14.0,,16.9,,16.0,15.0,,,,,,32.0,51.8,,2.4,14.2,24.3,12.0,,5.8,,16.0,,,,14.0,,38.7,-24.0,,-21.1,,-22.0,-23.0,,,,,,-6.0,13.8,,-35.6,-23.8,-13.7,-26.0,,-32.2,,-22.0,,,,-24.0,,0.7,,True,,True,True,,,,,,True,True,,False,True,True,False,,False,,True,,,,False,,True
37101,194,149.0,281.5,167.7,,138.0,102.0,,,,,,162.0,214.0,,89.0,109.4,151.6,134.0,,126.0,,156.7,95.0,,,151.0,,300.7,-45.0,87.5,-26.3,,-56.0,-92.0,,,,,,-32.0,20.0,,-105.0,-84.6,-42.4,-60.0,,-68.0,,-37.3,-99.0,,,-43.0,,106.7,False,True,,False,False,,,,,,True,True,,False,False,True,False,,False,,True,False,,,True,,False
37103,10,18.0,,17.7,,16.0,27.0,,,,,,2.0,10.4,,16.0,24.7,10.3,,,9.8,,17.2,,,,15.0,,18.4,8.0,,7.7,,6.0,17.0,,,,,,-8.0,0.4,,6.0,14.7,0.3,,,-0.2,,7.2,,,,5.0,,8.4,,True,,True,False,,,,,,False,True,,True,False,True,,,True,,True,,,,True,,False
37105,52,47.0,60.6,54.2,,42.0,32.0,,,,,,57.0,49.2,,26.3,45.5,34.1,47.0,,38.6,,47.6,,,,44.0,,77.8,-5.0,8.6,2.2,,-10.0,-20.0,,,,,,5.0,-2.8,,-25.7,-6.5,-17.9,-5.0,,-13.4,,-4.4,,,,-8.0,,25.8,False,True,,False,False,,,,,,False,True,,False,False,False,False,,False,,True,,,,False,,False
37107,79,64.0,20.4,65.4,,55.0,69.0,,,,,,59.0,50.1,,32.1,50.8,27.8,43.0,,70.5,,61.5,,,,69.0,,104.3,-15.0,-58.6,-13.6,,-24.0,-10.0,,,,,,-20.0,-28.9,,-46.9,-28.2,-51.2,-36.0,,-8.5,,-17.5,,,,-10.0,,25.3,False,True,,False,True,,,,,,False,False,,False,False,False,False,,True,,False,,,,True,,False
37109,93,86.0,145.6,89.3,,86.0,90.0,,,,,,79.0,146.6,,51.0,70.4,62.5,73.0,,93.0,,83.2,,,,91.0,,197.5,-7.0,52.6,-3.7,,-7.0,-3.0,,,,,,-14.0,53.6,,-42.0,-22.6,-30.5,-20.0,,0.0,,-9.8,,,,-2.0,,104.5,False,True,,False,True,,,,,,False,False,,False,False,False,False,,True,,False,,,,True,,False
37111,36,34.0,,31.4,,31.0,26.0,,,,,,51.0,85.3,,12.2,31.1,50.3,34.0,,18.1,,34.3,,,,26.0,,52.1,-2.0,,-4.6,,-5.0,-10.0,,,,,,15.0,49.3,,-23.8,-4.9,14.3,-2.0,,-17.9,,-1.7,,,,-10.0,,16.1,,False,,False,False,,,,,,False,False,,False,False,False,False,,False,,True,,,,False,,False
37113,36,15.0,,14.7,,15.0,13.0,,,,,,27.0,40.2,,3.2,16.3,9.2,13.0,,5.8,,15.9,,,,10.0,,40.6,-21.0,,-21.3,,-21.0,-23.0,,,,,,-9.0,4.2,,-32.8,-19.7,-26.8,-23.0,,-30.2,,-20.1,,,,-26.0,,4.6,,False,,False,False,,,,,,True,True,,False,True,False,False,,False,,True,,,,False,,True
37115,5,4.0,,3.5,,4.0,0.0,,,,,,11.0,14.1,,0.4,1.9,,,,3.7,,7.6,,,,5.0,,11.6,-1.0,,-1.5,,-1.0,-5.0,,,,,,6.0,9.1,,-4.6,-3.1,,,,-1.3,,2.6,,,,0.0,,6.6,,False,,False,False,,,,,,False,False,,False,False,,,,False,,False,,,,True,,False
37117,28,19.0,,21.8,,16.0,19.0,,,,,,16.0,28.0,,9.7,22.1,15.6,21.0,,22.7,,15.8,,,,15.0,,52.3,-9.0,,-6.2,,-12.0,-9.0,,,,,,-12.0,0.0,,-18.3,-5.9,-12.4,-7.0,,-5.3,,-12.2,,,,-13.0,,24.3,,True,,False,False,,,,,,False,True,,False,True,False,True,,True,,False,,,,False,,False
37119,1073,923.0,1630.1,907.1,888.2,791.0,815.0,,,,,,767.0,1483.3,,802.5,778.9,485.7,905.0,,742.1,,915.0,730.0,,,814.0,,1187.5,-150.0,557.1,-165.9,-184.8,-282.0,-258.0,,,,,,-306.0,410.3,,-270.5,-294.1,-587.3,-168.0,,-330.9,,-158.0,-343.0,,,-259.0,,114.5,False,False,False,False,False,,,,,,False,False,,False,False,False,False,,False,,False,False,,,False,,True
37121,11,0.0,,0.0,,1.0,0.0,,,,,,11.0,8.4,,0.9,1.5,7.6,,,0.0,,0.0,,,,0.0,,9.8,-11.0,,-11.0,,-10.0,-11.0,,,,,,0.0,-2.6,,-10.1,-9.5,-3.4,,,-11.0,,-11.0,,,,-11.0,,-1.2,,False,,True,False,,,,,,True,True,,True,True,True,,,False,,False,,,,False,,True
37123,90,42.0,,40.9,,41.0,100.0,,,,,,33.0,45.6,,21.0,61.1,46.9,52.0,,11.9,,42.5,,,,29.0,,93.9,-48.0,,-49.1,,-49.0,10.0,,,,,,-57.0,-44.4,,-69.0,-28.9,-43.1,-38.0,,-78.1,,-47.5,,,,-61.0,,3.9,,False,,False,True,,,,,,False,True,,False,True,True,True,,False,,True,,,,False,,True
37125,126,76.0,118.3,75.2,,75.0,65.0,,,,,,74.0,148.3,,69.2,86.7,72.8,72.0,,80.7,,74.7,,,,86.0,,146.1,-50.0,-7.7,-50.8,,-51.0,-61.0,,,,,,-52.0,22.3,,-56.8,-39.3,-53.2,-54.0,,-45.3,,-51.3,,,,-40.0,,20.1,True,False,,False,False,,,,,,False,True,,False,True,False,False,,True,,False,,,,True,,True
37127,131,157.0,196.4,156.1,,136.0,137.0,,,,,,71.0,159.7,,135.0,130.3,106.2,127.0,,141.1,,156.7,,,,149.0,,264.3,26.0,65.4,25.1,,5.0,6.0,,,,,,-60.0,28.7,,4.0,-0.7,-24.8,-4.0,,10.1,,25.7,,,,18.0,,133.3,False,True,,True,True,,,,,,False,False,,True,True,True,True,,True,,True,,,,True,,False
37129,137,126.0,213.5,128.8,,142.0,143.0,,,,,,355.0,350.5,,29.5,114.8,155.1,91.0,,144.5,,117.7,66.0,,,87.0,,335.9,-11.0,76.5,-8.2,,5.0,6.0,,,,,,218.0,213.5,,-107.5,-22.2,18.1,-46.0,,7.5,,-19.3,-71.0,,,-50.0,,198.9,False,True,,True,True,,,,,,False,False,,False,False,False,False,,True,,False,False,,,False,,False
37131,17,0.0,,0.0,,10.0,16.0,,,,,,10.0,16.2,,1.6,9.9,13.9,,,11.6,,0.0,,,,0.0,,20.4,-17.0,,-17.0,,-7.0,-1.0,,,,,,-7.0,-0.8,,-15.4,-7.1,-3.1,,,-5.4,,-17.0,,,,-17.0,,3.4,,False,,True,True,,,,,,True,True,,True,True,True,,,True,,False,,,,False,,True
37133,161,147.0,286.1,143.8,,134.0,134.0,,,,,,276.0,342.4,,89.3,103.2,144.0,109.0,,80.4,,163.2,97.0,,,130.0,,201.1,-14.0,125.1,-17.2,,-27.0,-27.0,,,,,,115.0,181.4,,-71.7,-57.8,-17.0,-52.0,,-80.6,,2.2,-64.0,,,-31.0,,40.1,False,False,,False,False,,,,,,False,False,,False,False,False,False,,False,,True,False,,,False,,False
37135,552,89.0,161.8,91.0,,91.0,92.0,,,,,,77.0,133.2,,99.4,93.3,67.5,93.0,,109.9,,84.7,83.0,,,100.0,,185.4,-463.0,-390.2,-461.0,,-461.0,-460.0,,,,,,-475.0,-418.8,,-452.6,-458.7,-484.5,-459.0,,-442.1,,-467.3,-469.0,,,-452.0,,-366.6,True,True,,True,True,,,,,,False,True,,True,True,False,True,,True,,False,False,,,True,,True
37137,17,6.0,,6.5,,3.0,7.0,,,,,,2.0,13.0,,1.7,3.4,,,,2.9,,5.5,,,,4.0,,8.0,-11.0,,-10.5,,-14.0,-10.0,,,,,,-15.0,-4.0,,-15.3,-13.6,,,,-14.1,,-11.5,,,,-13.0,,-9.0,,True,,False,True,,,,,,False,True,,False,False,,,,False,,False,,,,False,,True
37139,51,48.0,,47.2,,36.0,50.0,,,,,,17.0,64.3,,15.2,36.2,25.5,41.0,,33.3,,48.7,,,,52.0,,28.8,-3.0,,-3.8,,-15.0,-1.0,,,,,,-34.0,13.3,,-35.8,-14.8,-25.5,-10.0,,-17.7,,-2.3,,,,1.0,,-22.2,,False,,False,True,,,,,,False,False,,False,False,False,False,,False,,True,,,,True,,False
37141,42,38.0,83.9,39.6,,35.0,20.0,,,,,,44.0,81.3,,18.0,31.7,39.3,38.0,,29.2,,33.9,,,,42.0,,76.1,-4.0,41.9,-2.4,,-7.0,-22.0,,,,,,2.0,39.3,,-24.0,-10.3,-2.7,-4.0,,-12.8,,-8.1,,,,0.0,,34.1,False,True,,False,False,,,,,,True,False,,False,False,True,False,,False,,False,,,,True,,False
37143,10,8.0,,5.1,,5.0,10.0,,,,,,2.0,11.5,,0.9,6.2,,,,4.7,,7.8,,,,11.0,,10.7,-2.0,,-4.9,,-5.0,0.0,,,,,,-8.0,1.5,,-9.1,-3.8,,,,-5.3,,-2.2,,,,1.0,,0.7,,False,,False,True,,,,,,False,True,,False,False,,,,False,,False,,,,True,,True
37145,34,35.0,,34.6,,22.0,30.0,,,,,,19.0,37.0,,12.4,22.1,26.5,22.0,,18.9,,36.1,,,,36.0,,42.1,1.0,,0.6,,-12.0,-4.0,,,,,,-15.0,3.0,,-21.6,-11.9,-7.5,-12.0,,-15.1,,2.1,,,,2.0,,8.1,,True,,False,False,,,,,,False,False,,False,False,False,False,,False,,False,,,,False,,False
37147,491,279.0,390.4,269.3,,247.0,329.0,,,,,,185.0,271.0,,246.6,222.5,180.8,222.0,,203.7,,324.4,270.0,,,300.0,,442.1,-212.0,-100.6,-221.7,,-244.0,-162.0,,,,,,-306.0,-220.0,,-244.4,-268.5,-310.2,-269.0,,-287.3,,-166.6,-221.0,,,-191.0,,-48.9,True,False,,False,True,,,,,,False,False,,False,False,False,False,,False,,True,False,,,True,,True
37149,29,11.0,,9.0,,11.0,14.0,,,,,,16.0,21.8,,9.1,16.5,17.4,11.0,,1.8,,11.5,,,,20.0,,23.6,-18.0,,-20.0,,-18.0,-15.0,,,,,,-13.0,-7.2,,-19.9,-12.5,-11.6,-18.0,,-27.2,,-17.5,,,,-9.0,,-5.4,,False,,False,True,,,,,,True,True,,False,True,True,False,,False,,True,,,,True,,True
37151,77,73.0,174.6,72.1,,67.0,62.0,,,,,,130.0,96.9,,47.1,70.4,71.1,82.0,,62.1,,67.2,63.0,,,75.0,,163.9,-4.0,97.6,-4.9,,-10.0,-15.0,,,,,,53.0,19.9,,-29.9,-6.6,-5.9,5.0,,-14.9,,-9.8,-14.0,,,-2.0,,86.9,False,False,,False,False,,,,,,False,False,,False,False,False,False,,False,,False,False,,,True,,False
37153,53,48.0,,44.5,,44.0,46.0,,,,,,50.0,50.1,,33.5,44.9,16.8,39.0,,33.8,,45.6,,,,46.0,,83.7,-5.0,,-8.5,,-9.0,-7.0,,,,,,-3.0,-2.9,,-19.5,-8.1,-36.2,-14.0,,-19.2,,-7.4,,,,-7.0,,30.7,,False,,False,False,,,,,,True,True,,False,False,False,False,,False,,False,,,,False,,False
37155,203,219.0,373.9,217.6,,164.0,123.0,,,,,,179.0,171.3,,164.2,164.7,104.3,196.0,,97.4,,206.3,162.0,,,207.0,,434.5,16.0,170.9,14.6,,-39.0,-80.0,,,,,,-24.0,-31.7,,-38.8,-38.3,-98.7,-7.0,,-105.6,,3.3,-41.0,,,4.0,,231.5,False,True,,False,False,,,,,,False,False,,False,False,False,True,,False,,True,False,,,True,,False
37157,105,42.0,63.9,36.0,,39.0,38.0,,,,,,51.0,122.3,,17.7,38.5,53.6,28.0,,40.2,,35.6,,,,43.0,,81.5,-63.0,-41.1,-69.0,,-66.0,-67.0,,,,,,-54.0,17.3,,-87.3,-66.5,-51.4,-77.0,,-64.8,,-69.4,,,,-62.0,,-23.5,True,False,,False,False,,,,,,True,True,,False,False,True,False,,False,,False,,,,True,,True
37159,206,167.0,251.8,168.6,,157.0,172.0,,,,,,139.0,168.8,,143.9,144.1,96.6,149.0,,164.8,,157.0,168.0,,,162.0,,329.8,-39.0,45.8,-37.4,,-49.0,-34.0,,,,,,-67.0,-37.2,,-62.1,-61.9,-109.4,-57.0,,-41.2,,-49.0,-38.0,,,-44.0,,123.8,False,True,,False,True,,,,,,False,True,,False,False,False,False,,False,,False,True,,,False,,False
37161,66,100.0,99.0,95.8,,84.0,84.0,,,,,,84.0,128.7,,29.9,60.1,81.3,64.0,,59.4,,120.4,,,,81.0,,110.6,34.0,33.0,29.8,,18.0,18.0,,,,,,18.0,62.7,,-36.1,-5.9,15.3,-2.0,,-6.6,,54.4,,,,15.0,,44.6,True,True,,True,True,,,,,,True,False,,False,True,True,True,,True,,False,,,,True,,False
37163,81,10.0,73.5,2.8,,24.0,32.0,,,,,,82.0,21.2,,3.4,22.1,27.8,23.0,,66.2,,12.7,,,,43.0,,62.0,-71.0,-7.5,-78.2,,-57.0,-49.0,,,,,,1.0,-59.8,,-77.6,-58.9,-53.2,-58.0,,-14.8,,-68.3,,,,-38.0,,-19.0,True,False,,True,True,,,,,,True,True,,False,True,True,True,,True,,True,,,,True,,True
37165,128,76.0,,75.4,,74.0,86.0,,,,,,44.0,61.5,,73.8,75.2,21.2,,,31.6,,78.3,,,,73.0,,102.9,-52.0,,-52.6,,-54.0,-42.0,,,,,,-84.0,-66.5,,-54.2,-52.8,-106.8,,,-96.4,,-49.7,,,,-55.0,,-25.1,,False,,False,True,,,,,,False,False,,False,False,False,,,False,,True,,,,False,,True
37167,136,175.0,191.7,178.0,,136.0,193.0,,,,,,69.0,163.7,,137.7,121.2,85.8,144.0,,121.0,,155.2,,,,196.0,,273.8,39.0,55.7,42.0,,0.0,57.0,,,,,,-67.0,27.7,,1.7,-14.8,-50.2,8.0,,-15.0,,19.2,,,,60.0,,137.8,False,False,,True,False,,,,,,False,True,,True,True,False,True,,True,,True,,,,False,,False
37169,14,10.0,,7.3,,11.0,10.0,,,,,,26.0,45.5,,4.5,13.8,25.6,10.0,,8.6,,11.3,,,,9.0,,35.4,-4.0,,-6.7,,-3.0,-4.0,,,,,,12.0,31.5,,-9.5,-0.2,11.6,-4.0,,-5.4,,-2.7,,,,-5.0,,21.4,,False,,True,False,,,,,,False,False,,False,True,False,False,,False,,True,,,,False,,False
37171,62,70.0,115.4,72.8,,63.0,60.0,,,,,,53.0,117.8,,33.0,46.8,71.1,50.0,,47.0,,65.2,,,,64.0,,129.6,8.0,53.4,10.8,,1.0,-2.0,,,,,,-9.0,55.8,,-29.0,-15.2,9.1,-12.0,,-15.0,,3.2,,,,2.0,,67.6,False,False,,True,True,,,,,,False,False,,False,False,False,False,,False,,True,,,,True,,False
37173,2,1.0,,2.3,,4.0,8.0,,,,,,8.0,11.2,,0.4,4.0,11.9,,,0.3,,4.3,,,,5.0,,12.4,-1.0,,0.3,,2.0,6.0,,,,,,6.0,9.2,,-1.6,2.0,9.9,,,-1.7,,2.3,,,,3.0,,10.4,,True,,False,False,,,,,,False,False,,False,False,False,,,False,,False,,,,False,,False
37175,47,20.0,,19.2,,12.0,11.0,,,,,,22.0,33.7,,12.0,19.0,10.9,16.0,,7.8,,23.2,,,,20.0,,31.8,-27.0,,-27.8,,-35.0,-36.0,,,,,,-25.0,-13.3,,-35.0,-28.0,-36.1,-31.0,,-39.2,,-23.8,,,,-27.0,,-15.2,,False,,False,False,,,,,,True,True,,False,False,False,False,,False,,True,,,,False,,True
37177,0,3.0,,3.0,,2.0,0.0,,,,,,1.0,6.2,,0.3,1.0,5.9,,,2.5,,3.6,,,,6.0,,8.1,3.0,,3.0,,2.0,0.0,,,,,,1.0,6.2,,0.3,1.0,5.9,,,2.5,,3.6,,,,6.0,,8.1,,True,,True,True,,,,,,True,False,,True,True,False,,,True,,False,,,,False,,False
37179,288,254.0,427.8,254.7,,238.0,232.0,,,,,,208.0,314.9,,255.7,276.3,197.0,253.0,,273.0,,237.9,224.0,,,256.0,,576.0,-34.0,139.8,-33.3,,-50.0,-56.0,,,,,,-80.0,26.9,,-32.3,-11.7,-91.0,-35.0,,-15.0,,-50.1,-64.0,,,-32.0,,288.0,False,True,,False,False,,,,,,False,True,,True,True,False,False,,True,,False,False,,,True,,False
37181,39,45.0,,43.9,,36.0,36.0,,,,,,32.0,31.3,,26.4,39.8,22.6,41.0,,36.9,,46.7,,,,46.0,,48.6,6.0,,4.9,,-3.0,-3.0,,,,,,-7.0,-7.7,,-12.6,0.8,-16.4,2.0,,-2.1,,7.7,,,,7.0,,9.6,,True,,True,True,,,,,,False,False,,False,True,False,True,,True,,False,,,,False,,False
37183,1052,697.0,1066.6,699.3,710.0,665.0,574.0,,,,,,733.0,1227.3,,691.6,638.2,425.7,632.0,,604.0,,638.2,454.0,,,643.0,,1236.9,-355.0,14.6,-352.7,-342.0,-387.0,-478.0,,,,,,-319.0,175.3,,-360.4,-413.8,-626.3,-420.0,,-448.0,,-413.8,-598.0,,,-409.0,,184.9,True,True,True,False,False,,,,,,True,True,,False,False,False,False,,False,,False,False,,,False,,True
37185,11,11.0,,11.1,,11.0,14.0,,,,,,9.0,20.7,,7.9,15.4,14.6,16.0,,13.9,,9.7,,,,9.0,,17.6,0.0,,0.1,,0.0,3.0,,,,,,-2.0,9.7,,-3.1,4.4,3.6,5.0,,2.9,,-1.3,,,,-2.0,,6.6,,False,,True,False,,,,,,False,False,,False,False,False,False,,False,,False,,,,False,,False
37187,23,8.0,,5.3,,5.0,3.0,,,,,,7.0,16.7,,3.7,7.9,11.0,8.0,,3.7,,10.9,,,,6.0,,19.6,-15.0,,-17.7,,-18.0,-20.0,,,,,,-16.0,-6.3,,-19.3,-15.1,-12.0,-15.0,,-19.3,,-12.1,,,,-17.0,,-3.4,,False,,False,False,,,,,,False,True,,False,False,True,False,,False,,True,,,,False,,True
37189,52,44.0,52.5,43.2,,32.0,51.0,,,,,,28.0,76.3,,15.8,36.6,18.0,24.0,,19.6,,40.7,,,,39.0,,88.4,-8.0,0.5,-8.8,,-20.0,-1.0,,,,,,-24.0,24.3,,-36.2,-15.4,-34.0,-28.0,,-32.4,,-11.3,,,,-13.0,,36.4,True,False,,False,True,,,,,,False,False,,False,False,False,False,,False,,False,,,,False,,False
37191,152,114.0,62.1,114.4,,96.0,124.0,,,,,,149.0,93.7,,84.5,108.2,37.2,110.0,,44.6,,112.3,,,,113.0,,243.2,-38.0,-89.9,-37.6,,-56.0,-28.0,,,,,,-3.0,-58.3,,-67.5,-43.8,-114.8,-42.0,,-107.4,,-39.7,,,,-39.0,,91.2,False,True,,False,True,,,,,,True,False,,False,False,False,False,,False,,False,,,,False,,False
