,actual_cases,COVIDhub-baseline,CDDEP-SEIR_MCMC,CEID-Walk,CMU-TimeSeries,COVIDhub-ensemble,CU-select,Columbia_UNC-SurvCon,Covid19Sim-Simulator,CovidAnalytics-DELPHI,DDS-NBDS,Geneva-DetGrowth,IowaStateLW-STEM,JHU_IDD-CovidSP,Karlen-pypm,LANL-GrowthRate,LNQ-ens1,MITCovAlliance-SIR,OliverWyman-Navigator,QJHong-Encounter,RobertWalraven-ESG,TTU-squider,UCLA-SuEIR,UMass-MechBayes,UMich-RidgeTfReg,USACE-ERDC_SEIR,USC-SI_kJalpha,UVA-Ensemble,Yu_Group-CLEP,error-COVIDhub-baseline,error-CDDEP-SEIR_MCMC,error-CEID-Walk,error-CMU-TimeSeries,error-COVIDhub-ensemble,error-CU-select,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-CovidAnalytics-DELPHI,error-DDS-NBDS,error-Geneva-DetGrowth,error-IowaStateLW-STEM,error-JHU_IDD-CovidSP,error-Karlen-pypm,error-LANL-GrowthRate,error-LNQ-ens1,error-MITCovAlliance-SIR,error-OliverWyman-Navigator,error-QJHong-Encounter,error-RobertWalraven-ESG,error-TTU-squider,error-UCLA-SuEIR,error-UMass-MechBayes,error-UMich-RidgeTfReg,error-USACE-ERDC_SEIR,error-USC-SI_kJalpha,error-UVA-Ensemble,error-Yu_Group-CLEP,beat_baseline-CDDEP-SEIR_MCMC,beat_baseline-CEID-Walk,beat_baseline-CMU-TimeSeries,beat_baseline-COVIDhub-ensemble,beat_baseline-CU-select,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-DDS-NBDS,beat_baseline-Geneva-DetGrowth,beat_baseline-IowaStateLW-STEM,beat_baseline-JHU_IDD-CovidSP,beat_baseline-Karlen-pypm,beat_baseline-LANL-GrowthRate,beat_baseline-LNQ-ens1,beat_baseline-MITCovAlliance-SIR,beat_baseline-OliverWyman-Navigator,beat_baseline-QJHong-Encounter,beat_baseline-RobertWalraven-ESG,beat_baseline-TTU-squider,beat_baseline-UCLA-SuEIR,beat_baseline-UMass-MechBayes,beat_baseline-UMich-RidgeTfReg,beat_baseline-USACE-ERDC_SEIR,beat_baseline-USC-SI_kJalpha,beat_baseline-UVA-Ensemble,beat_baseline-Yu_Group-CLEP
01037,11,5.0,,6.1,,6.0,6.0,,,,,,9.0,12.4,,0.2,2.1,8.3,6.0,,2.2,,7.5,,,,,,11.7,-6.0,,-4.9,,-5.0,-5.0,,,,,,-2.0,1.4,,-10.8,-8.9,-2.7,-5.0,,-8.8,,-3.5,,,,,,0.7,,True,,True,True,,,,,,True,True,,False,False,True,True,,False,,True,,,,,,True
01039,94,37.0,,36.4,,34.0,19.0,,,,,,87.0,90.8,,20.0,26.2,39.0,48.0,,17.5,,33.6,,,,,,95.0,-57.0,,-57.6,,-60.0,-75.0,,,,,,-7.0,-3.2,,-74.0,-67.8,-55.0,-46.0,,-76.5,,-60.4,,,,,,1.0,,False,,False,False,,,,,,True,True,,False,False,True,True,,False,,False,,,,,,True
01041,39,33.0,,41.0,,23.0,27.0,,,,,,23.0,22.1,,9.1,20.8,0.1,28.0,,34.4,,45.4,,,,,,56.3,-6.0,,2.0,,-16.0,-12.0,,,,,,-16.0,-16.9,,-29.9,-18.2,-38.9,-11.0,,-4.6,,6.4,,,,,,17.3,,True,,False,False,,,,,,False,False,,False,False,False,False,,True,,False,,,,,,False
01043,146,38.0,325.1,45.3,,63.0,28.0,,,,,,131.0,168.6,,43.2,58.3,80.8,70.0,,58.9,,66.2,,,,,,119.7,-108.0,179.1,-100.7,,-83.0,-118.0,,,,,,-15.0,22.6,,-102.8,-87.7,-65.2,-76.0,,-87.1,,-79.8,,,,,,-26.3,False,True,,True,False,,,,,,True,True,,True,True,True,True,,True,,True,,,,,,True
01045,117,44.0,,59.9,,45.0,22.0,,,,,,89.0,81.6,,30.5,41.3,49.7,58.0,,31.0,,53.1,,,,,,87.1,-73.0,,-57.1,,-72.0,-95.0,,,,,,-28.0,-35.4,,-86.5,-75.7,-67.3,-59.0,,-86.0,,-63.9,,,,,,-29.9,,True,,True,False,,,,,,True,True,,False,False,True,True,,False,,True,,,,,,True
01047,54,45.0,,46.1,,30.0,30.0,,,,,,106.0,59.6,,18.9,27.9,1.4,57.0,,15.9,,42.1,,,,,,71.7,-9.0,,-7.9,,-24.0,-24.0,,,,,,52.0,5.6,,-35.1,-26.1,-52.6,3.0,,-38.1,,-11.9,,,,,,17.7,,True,,False,False,,,,,,False,True,,False,False,False,True,,False,,False,,,,,,False
01049,106,95.0,264.2,96.5,,83.0,77.0,,,,,,156.0,145.0,,47.5,59.7,74.0,97.0,,60.8,,88.6,,,,,,143.0,-11.0,158.2,-9.5,,-23.0,-29.0,,,,,,50.0,39.0,,-58.5,-46.3,-32.0,-9.0,,-45.2,,-17.4,,,,,,37.0,False,True,,False,False,,,,,,False,False,,False,False,False,True,,False,,False,,,,,,False
01051,121,85.0,213.8,82.9,,86.0,70.0,,,,,,119.0,117.1,,77.6,101.7,77.2,126.0,,90.2,,81.6,,,,,,114.6,-36.0,92.8,-38.1,,-35.0,-51.0,,,,,,-2.0,-3.9,,-43.4,-19.3,-43.8,5.0,,-30.8,,-39.4,,,,,,-6.4,False,False,,True,False,,,,,,True,True,,False,True,False,True,,True,,False,,,,,,True
01053,89,29.0,,30.4,,30.0,51.0,,,,,,133.0,109.2,,19.9,34.9,0.3,48.0,,29.4,,30.4,,,,,,89.2,-60.0,,-58.6,,-59.0,-38.0,,,,,,44.0,20.2,,-69.1,-54.1,-88.7,-41.0,,-59.6,,-58.6,,,,,,0.2,,True,,True,True,,,,,,True,True,,False,True,False,True,,True,,True,,,,,,True
01055,261,124.0,474.9,119.4,,133.0,94.0,,,,,,203.0,257.0,,102.1,133.6,145.6,140.0,,149.1,,116.5,,,,,,184.3,-137.0,213.9,-141.6,,-128.0,-167.0,,,,,,-58.0,-4.0,,-158.9,-127.4,-115.4,-121.0,,-111.9,,-144.5,,,,,,-76.7,False,False,,True,False,,,,,,True,True,,False,True,True,True,,True,,False,,,,,,True
01057,39,33.0,,36.6,,28.0,42.0,,,,,,25.0,39.4,,14.1,27.2,24.3,32.0,,34.7,,28.2,,,,,,38.3,-6.0,,-2.4,,-11.0,3.0,,,,,,-14.0,0.4,,-24.9,-11.8,-14.7,-7.0,,-4.3,,-10.8,,,,,,-0.7,,True,,False,True,,,,,,False,True,,False,False,False,False,,True,,False,,,,,,True
01059,103,55.0,,58.8,,62.0,80.0,,,,,,79.0,28.1,,62.1,83.4,9.4,86.0,,76.0,,51.9,,,,,,70.2,-48.0,,-44.2,,-41.0,-23.0,,,,,,-24.0,-74.9,,-40.9,-19.6,-93.6,-17.0,,-27.0,,-51.1,,,,,,-32.8,,True,,True,True,,,,,,True,False,,True,True,False,True,,True,,False,,,,,,True
01061,96,21.0,,21.6,,22.0,18.0,,,,,,58.0,48.3,,13.9,21.1,27.4,24.0,,21.1,,40.0,,,,,,39.7,-75.0,,-74.4,,-74.0,-78.0,,,,,,-38.0,-47.7,,-82.1,-74.9,-68.6,-72.0,,-74.9,,-56.0,,,,,,-56.3,,True,,True,False,,,,,,True,True,,False,True,True,True,,True,,True,,,,,,True
01063,13,7.0,,6.5,,6.0,6.0,,,,,,16.0,8.5,,2.7,6.5,0.1,,,11.7,,6.5,,,,,,15.5,-6.0,,-6.5,,-7.0,-7.0,,,,,,3.0,-4.5,,-10.3,-6.5,-12.9,,,-1.3,,-6.5,,,,,,2.5,,False,,False,False,,,,,,True,True,,False,False,False,,,True,,False,,,,,,True
01065,21,22.0,,22.4,,15.0,23.0,,,,,,35.0,17.2,,4.6,14.5,1.3,24.0,,13.4,,23.3,,,,,,31.8,1.0,,1.4,,-6.0,2.0,,,,,,14.0,-3.8,,-16.4,-6.5,-19.7,3.0,,-7.6,,2.3,,,,,,10.8,,False,,False,False,,,,,,False,False,,False,False,False,False,,False,,False,,,,,,False
01067,49,15.0,,16.0,,14.0,12.0,,,,,,21.0,24.4,,4.1,9.8,17.9,15.0,,8.3,,14.4,,,,,,27.4,-34.0,,-33.0,,-35.0,-37.0,,,,,,-28.0,-24.6,,-44.9,-39.2,-31.1,-34.0,,-40.7,,-34.6,,,,,,-21.6,,True,,False,False,,,,,,True,True,,False,False,True,False,,False,,False,,,,,,True
01069,319,124.0,295.8,107.2,,105.0,103.0,,,,,,187.0,154.8,,86.0,84.1,97.1,122.0,,102.1,,178.1,,,,,,167.0,-195.0,-23.2,-211.8,,-214.0,-216.0,,,,,,-132.0,-164.2,,-233.0,-234.9,-221.9,-197.0,,-216.9,,-140.9,,,,,,-152.0,True,False,,False,False,,,,,,True,True,,False,False,False,False,,False,,True,,,,,,True
01071,91,152.0,179.9,153.2,,124.0,179.0,,,,,,89.0,152.8,,91.5,93.9,92.9,125.0,,120.6,,137.7,,,,,,180.5,61.0,88.9,62.2,,33.0,88.0,,,,,,-2.0,61.8,,0.5,2.9,1.9,34.0,,29.6,,46.7,,,,,,89.5,False,False,,True,False,,,,,,True,False,,True,True,True,True,,True,,True,,,,,,False
01073,762,936.0,2904.5,905.6,856.4,807.0,729.0,,,,,,1095.0,1212.6,,764.1,735.9,563.2,944.0,,620.8,,849.5,676.0,,,,,1100.8,174.0,2142.5,143.6,94.4,45.0,-33.0,,,,,,333.0,450.6,,2.1,-26.1,-198.8,182.0,,-141.2,,87.5,-86.0,,,,,338.8,False,True,True,True,True,,,,,,False,False,,True,True,False,False,,True,,True,True,,,,,False
01075,24,19.0,,20.4,,18.0,19.0,,,,,,21.0,28.1,,4.9,11.9,23.2,13.0,,10.3,,15.7,,,,,,17.4,-5.0,,-3.6,,-6.0,-5.0,,,,,,-3.0,4.1,,-19.1,-12.1,-0.8,-11.0,,-13.7,,-8.3,,,,,,-6.6,,True,,False,False,,,,,,True,True,,False,False,True,False,,False,,False,,,,,,False
01077,100,74.0,162.5,78.2,,78.0,58.0,,,,,,132.0,166.2,,42.2,60.5,84.3,71.0,,53.6,,82.7,,,,,,110.4,-26.0,62.5,-21.8,,-22.0,-42.0,,,,,,32.0,66.2,,-57.8,-39.5,-15.7,-29.0,,-46.4,,-17.3,,,,,,10.4,False,True,,True,False,,,,,,False,False,,False,False,True,False,,False,,True,,,,,,True
01079,33,19.0,,17.6,,21.0,15.0,,,,,,53.0,60.0,,11.0,21.1,42.7,25.0,,19.1,,24.8,,,,,,52.3,-14.0,,-15.4,,-12.0,-18.0,,,,,,20.0,27.0,,-22.0,-11.9,9.7,-8.0,,-13.9,,-8.2,,,,,,19.3,,False,,True,False,,,,,,False,False,,False,True,True,True,,True,,True,,,,,,False
01081,315,100.0,448.7,98.7,,98.0,84.0,,,,,,205.0,234.4,,72.9,94.0,118.7,128.0,,84.6,,98.2,70.0,,,,,199.2,-215.0,133.7,-216.3,,-217.0,-231.0,,,,,,-110.0,-80.6,,-242.1,-221.0,-196.3,-187.0,,-230.4,,-216.8,-245.0,,,,,-115.8,True,False,,False,False,,,,,,True,True,,False,False,True,True,,False,,False,False,,,,,True
01083,99,114.0,261.1,111.1,,104.0,100.0,,,,,,130.0,149.3,,100.8,108.0,100.7,121.0,,79.6,,111.0,,,,,,189.8,15.0,162.1,12.1,,5.0,1.0,,,,,,31.0,50.3,,1.8,9.0,1.7,22.0,,-19.4,,12.0,,,,,,90.8,False,True,,True,True,,,,,,False,False,,True,True,True,False,,False,,True,,,,,,False
01085,9,6.0,,5.9,,6.0,7.0,,,,,,19.0,7.4,,1.7,8.1,0.2,,,2.1,,5.5,,,,,,24.6,-3.0,,-3.1,,-3.0,-2.0,,,,,,10.0,-1.6,,-7.3,-0.9,-8.8,,,-6.9,,-3.5,,,,,,15.6,,False,,False,True,,,,,,False,True,,False,True,False,,,False,,False,,,,,,False
01087,28,11.0,,11.6,,12.0,14.0,,,,,,22.0,28.6,,2.5,8.3,2.9,13.0,,11.0,,13.0,,,,,,30.0,-17.0,,-16.4,,-16.0,-14.0,,,,,,-6.0,0.6,,-25.5,-19.7,-25.1,-15.0,,-17.0,,-15.0,,,,,,2.0,,True,,True,True,,,,,,True,True,,False,False,False,True,,False,,True,,,,,,True
01089,267,347.0,1684.1,321.7,293.5,285.0,276.0,,,,,,437.0,609.8,,249.6,234.0,272.6,332.0,,164.6,,332.6,188.0,,,,,409.5,80.0,1417.1,54.7,26.5,18.0,9.0,,,,,,170.0,342.8,,-17.4,-33.0,5.6,65.0,,-102.4,,65.6,-79.0,,,,,142.5,False,True,True,True,True,,,,,,False,False,,True,True,True,True,,False,,True,True,,,,,False
01091,26,30.0,,28.1,,25.0,33.0,,,,,,55.0,27.3,,10.8,23.8,0.3,31.0,,25.4,,35.5,,,,,,43.3,4.0,,2.1,,-1.0,7.0,,,,,,29.0,1.3,,-15.2,-2.2,-25.7,5.0,,-0.6,,9.5,,,,,,17.3,,True,,True,False,,,,,,False,True,,False,True,False,False,,True,,False,,,,,,False
01093,70,30.0,,28.3,,29.0,21.0,,,,,,53.0,59.2,,20.9,29.8,32.0,36.0,,22.3,,29.4,,,,,,42.3,-40.0,,-41.7,,-41.0,-49.0,,,,,,-17.0,-10.8,,-49.1,-40.2,-38.0,-34.0,,-47.7,,-40.6,,,,,,-27.7,,False,,False,False,,,,,,True,True,,False,False,True,True,,False,,False,,,,,,True
01095,219,97.0,400.1,99.4,,84.0,79.0,,,,,,197.0,175.4,,31.0,63.8,77.7,110.0,,51.6,,89.0,,,,,,125.3,-122.0,181.1,-119.6,,-135.0,-140.0,,,,,,-22.0,-43.6,,-188.0,-155.2,-141.3,-109.0,,-167.4,,-130.0,,,,,,-93.7,False,True,,False,False,,,,,,True,True,,False,False,False,True,,False,,False,,,,,,True
01097,538,1125.0,1177.8,1114.4,1129.6,957.0,938.0,,,,,,1117.0,870.8,,472.0,609.5,832.6,680.0,,496.9,,1263.5,682.0,,,,,1132.8,587.0,639.8,576.4,591.6,419.0,400.0,,,,,,579.0,332.8,,-66.0,71.5,294.6,142.0,,-41.1,,725.5,144.0,,,,,594.8,False,True,False,True,True,,,,,,True,True,,True,True,True,True,,True,,False,True,,,,,False
01099,20,13.0,,12.9,,12.0,11.0,,,,,,48.0,42.1,,3.8,10.1,11.1,18.0,,17.2,,12.2,,,,,,39.9,-7.0,,-7.1,,-8.0,-9.0,,,,,,28.0,22.1,,-16.2,-9.9,-8.9,-2.0,,-2.8,,-7.8,,,,,,19.9,,False,,False,False,,,,,,False,False,,False,False,False,True,,True,,False,,,,,,False
01101,375,460.0,240.0,460.1,294.5,361.0,459.0,,,,,,488.0,234.9,,286.9,345.0,321.4,435.0,,388.2,,464.8,337.0,,,,,364.9,85.0,-135.0,85.1,-80.5,-14.0,84.0,,,,,,113.0,-140.1,,-88.1,-30.0,-53.6,60.0,,13.2,,89.8,-38.0,,,,,-10.1,False,False,True,True,True,,,,,,False,False,,False,True,True,True,,True,,False,True,,,,,True
01103,145,119.0,195.5,115.2,,108.0,87.0,,,,,,199.0,202.5,,80.4,96.9,104.1,134.0,,101.5,,116.5,,,,,,229.3,-26.0,50.5,-29.8,,-37.0,-58.0,,,,,,54.0,57.5,,-64.6,-48.1,-40.9,-11.0,,-43.5,,-28.5,,,,,,84.3,False,False,,False,False,,,,,,False,False,,False,False,False,True,,False,,False,,,,,,False
01105,17,15.0,,15.2,,15.0,15.0,,,,,,18.0,21.2,,4.7,11.0,0.0,19.0,,7.0,,18.5,,,,,,33.0,-2.0,,-1.8,,-2.0,-2.0,,,,,,1.0,4.2,,-12.3,-6.0,-17.0,2.0,,-10.0,,1.5,,,,,,16.0,,True,,False,False,,,,,,True,False,,False,False,False,False,,False,,True,,,,,,False
01107,74,42.0,,43.0,,30.0,35.0,,,,,,41.0,32.5,,19.5,28.5,20.6,38.0,,29.7,,37.2,,,,,,57.5,-32.0,,-31.0,,-44.0,-39.0,,,,,,-33.0,-41.5,,-54.5,-45.5,-53.4,-36.0,,-44.3,,-36.8,,,,,,-16.5,,True,,False,False,,,,,,False,False,,False,False,False,False,,False,,False,,,,,,True
01109,90,19.0,,15.7,,19.0,19.0,,,,,,62.0,35.2,,4.4,15.8,0.1,29.0,,31.9,,24.4,,,,,,64.8,-71.0,,-74.3,,-71.0,-71.0,,,,,,-28.0,-54.8,,-85.6,-74.2,-89.9,-61.0,,-58.1,,-65.6,,,,,,-25.2,,False,,False,False,,,,,,True,True,,False,False,False,True,,True,,True,,,,,,True
01111,31,13.0,,15.5,,14.0,6.0,,,,,,35.0,29.7,,2.5,7.7,16.0,15.0,,13.2,,13.5,,,,,,20.2,-18.0,,-15.5,,-17.0,-25.0,,,,,,4.0,-1.3,,-28.5,-23.3,-15.0,-16.0,,-17.8,,-17.5,,,,,,-10.8,,True,,True,False,,,,,,True,True,,False,False,True,True,,True,,True,,,,,,True
01113,96,47.0,245.1,40.5,,44.0,48.0,,,,,,100.0,81.0,,9.9,30.9,20.9,48.0,,30.3,,72.9,,,,,,89.6,-49.0,149.1,-55.5,,-52.0,-48.0,,,,,,4.0,-15.0,,-86.1,-65.1,-75.1,-48.0,,-65.7,,-23.1,,,,,,-6.4,False,False,,False,True,,,,,,True,True,,False,False,False,True,,False,,True,,,,,,True
01115,167,67.0,205.0,63.2,,73.0,50.0,,,,,,117.0,165.0,,54.8,78.7,114.2,82.0,,61.9,,66.9,,,,,,109.9,-100.0,38.0,-103.8,,-94.0,-117.0,,,,,,-50.0,-2.0,,-112.2,-88.3,-52.8,-85.0,,-105.1,,-100.1,,,,,,-57.1,True,False,,True,False,,,,,,True,True,,False,True,True,True,,False,,False,,,,,,True
01117,239,206.0,797.8,201.7,,192.0,158.0,,,,,,289.0,394.0,,189.0,191.8,157.1,239.0,,191.0,,191.6,163.0,,,,,328.2,-33.0,558.8,-37.3,,-47.0,-81.0,,,,,,50.0,155.0,,-50.0,-47.2,-81.9,0.0,,-48.0,,-47.4,-76.0,,,,,89.2,False,False,,False,False,,,,,,False,False,,False,False,False,True,,False,,False,False,,,,,False
01119,15,13.0,,10.9,,9.0,9.0,,,,,,26.0,4.7,,2.7,7.8,0.1,,,18.9,,14.1,,,,,,10.7,-2.0,,-4.1,,-6.0,-6.0,,,,,,11.0,-10.3,,-12.3,-7.2,-14.9,,,3.9,,-0.9,,,,,,-4.3,,False,,False,False,,,,,,False,False,,False,False,False,,,False,,True,,,,,,False
01121,145,113.0,214.3,120.4,,112.0,88.0,,,,,,133.0,212.5,,80.4,92.6,93.2,100.0,,105.0,,120.5,,,,,,185.6,-32.0,69.3,-24.6,,-33.0,-57.0,,,,,,-12.0,67.5,,-64.6,-52.4,-51.8,-45.0,,-40.0,,-24.5,,,,,,40.6,False,True,,False,False,,,,,,True,False,,False,False,False,False,,False,,True,,,,,,False
