,actual_cases,COVIDhub-baseline,CDDEP-SEIR_MCMC,CU-select,Columbia_UNC-SurvCon,Covid19Sim-Simulator,CovidAnalytics-DELPHI,IowaStateLW-STEM,LANL-GrowthRate,MITCovAlliance-SIR,UCLA-SuEIR,USACE-ERDC_SEIR,USC-SI_kJalpha,error-COVIDhub-baseline,error-CDDEP-SEIR_MCMC,error-CU-select,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-CovidAnalytics-DELPHI,error-IowaStateLW-STEM,error-LANL-GrowthRate,error-MITCovAlliance-SIR,error-UCLA-SuEIR,error-USACE-ERDC_SEIR,error-USC-SI_kJalpha,beat_baseline-CDDEP-SEIR_MCMC,beat_baseline-CU-select,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-IowaStateLW-STEM,beat_baseline-LANL-GrowthRate,beat_baseline-MITCovAlliance-SIR,beat_baseline-UCLA-SuEIR,beat_baseline-USACE-ERDC_SEIR,beat_baseline-USC-SI_kJalpha
01055,1593,1344.0,1662.7,2373.0,,,,2643.0,2268.6,889.0,1359.1,,,-249.0,69.7,780.0,,,,1050.0,675.6,-704.0,-233.9,,,True,False,,,,False,False,False,True,,
01057,217,84.0,,0.0,,,,57.0,67.2,,,,,-133.0,,-217.0,,,,-160.0,-149.8,,,,,,False,,,,False,False,,,,
01059,497,258.0,,222.0,,,,1164.0,108.7,89.7,,,,-239.0,,-275.0,,,,667.0,-388.3,-407.3,,,,,False,,,,False,False,False,,,
01061,296,102.0,,299.0,,,,482.0,23.6,,,,,-194.0,,3.0,,,,186.0,-272.4,,,,,,True,,,,True,False,,,,
01063,74,72.0,,136.0,,,,40.0,20.0,2.6,,,,-2.0,,62.0,,,,-34.0,-54.0,-71.4,,,,,False,,,,False,False,False,,,
01065,183,228.0,,407.0,,,,229.0,99.4,78.6,,,,45.0,,224.0,,,,46.0,-83.6,-104.4,,,,,False,,,,False,False,False,,,
01067,188,126.0,,214.0,,,,99.0,33.5,46.2,,,,-62.0,,26.0,,,,-89.0,-154.5,-141.8,,,,,True,,,,False,False,False,,,
01069,1288,636.0,901.2,1489.0,,,,1885.0,598.3,564.9,,,,-652.0,-386.8,201.0,,,,597.0,-689.7,-723.1,,,,True,True,,,,True,False,False,,,
01071,806,900.0,626.6,2658.0,,,,678.0,2108.0,520.4,,,,94.0,-179.4,1852.0,,,,-128.0,1302.0,-285.6,,,,False,False,,,,False,False,False,,,
01073,8168,8934.0,11046.1,8542.0,,,,17119.0,14534.2,6358.7,32374.5,,,766.0,2878.1,374.0,,,,8951.0,6366.2,-1809.3,24206.5,,,False,True,,,,False,False,False,False,,
01075,183,72.0,,0.0,,,,46.0,56.3,,,,,-111.0,,-183.0,,,,-137.0,-126.7,,,,,,False,,,,False,False,,,,
01077,766,474.0,759.4,614.0,,,,1311.0,536.5,685.4,,,,-292.0,-6.6,-152.0,,,,545.0,-229.5,-80.6,,,,True,True,,,,False,True,True,,,
01079,281,108.0,,238.0,,,,121.0,243.0,127.8,,,,-173.0,,-43.0,,,,-160.0,-38.0,-153.2,,,,,True,,,,True,True,True,,,
01081,1671,1278.0,1498.9,916.0,,,,2264.0,1349.8,1225.6,824.1,,,-393.0,-172.1,-755.0,,,,593.0,-321.2,-445.4,-846.9,,,True,False,,,,False,True,False,False,,
01083,953,846.0,1037.1,1933.0,,,,1420.0,1137.7,811.9,,,,-107.0,84.1,980.0,,,,467.0,184.7,-141.1,,,,True,False,,,,False,False,False,,,
01085,117,84.0,,24.0,,,,97.0,3.1,3.7,,,,-33.0,,-93.0,,,,-20.0,-113.9,-113.3,,,,,False,,,,True,False,False,,,
01087,171,180.0,,208.0,,,,62.0,23.0,102.8,,,,9.0,,37.0,,,,-109.0,-148.0,-68.2,,,,,False,,,,False,False,False,,,
01089,3683,4560.0,4923.3,13921.0,,,,5640.0,16654.4,4030.2,8955.3,,,877.0,1240.3,10238.0,,,,1957.0,12971.4,347.2,5272.3,,,False,False,,,,False,False,True,False,,
01091,265,300.0,,525.0,,,,421.0,127.2,88.6,,,,35.0,,260.0,,,,156.0,-137.8,-176.4,,,,,False,,,,False,False,False,,,
01093,410,336.0,,758.0,,,,223.0,601.0,143.8,,,,-74.0,,348.0,,,,-187.0,191.0,-266.2,,,,,False,,,,False,False,False,,,
01095,1499,1344.0,1961.6,699.0,,,,3606.0,1524.4,755.5,1057.6,,,-155.0,462.6,-800.0,,,,2107.0,25.4,-743.5,-441.4,,,False,False,,,,False,True,False,False,,
01097,6673,4488.0,1599.4,11716.0,,,,7359.0,7455.2,1799.1,8373.1,,,-2185.0,-5073.6,5043.0,,,,686.0,782.2,-4873.9,1700.1,,,False,False,,,,True,True,False,True,,
01099,260,126.0,,24.0,,,,336.0,17.9,132.3,,,,-134.0,,-236.0,,,,76.0,-242.1,-127.7,,,,,False,,,,True,False,True,,,
01101,2963,2454.0,2499.1,1480.0,,,,5285.0,1136.9,1054.4,1451.8,,,-509.0,-463.9,-1483.0,,,,2322.0,-1826.1,-1908.6,-1511.2,,,True,False,,,,False,False,False,False,,
01103,1334,1188.0,2066.8,2068.0,,,,2997.0,1163.5,734.6,,,,-146.0,732.8,734.0,,,,1663.0,-170.5,-599.4,,,,False,False,,,,False,False,False,,,
01105,253,396.0,,0.0,,,,36.0,745.3,46.9,,,,143.0,,-253.0,,,,-217.0,492.3,-206.1,,,,,False,,,,False,False,False,,,
01107,245,252.0,,459.0,,,,123.0,241.9,145.0,,,,7.0,,214.0,,,,-122.0,-3.1,-100.0,,,,,False,,,,False,True,False,,,
01109,391,312.0,,380.0,,,,1297.0,37.5,140.3,,,,-79.0,,-11.0,,,,906.0,-353.5,-250.7,,,,,True,,,,False,False,False,,,
01111,198,348.0,,1344.0,,,,190.0,258.3,109.8,,,,150.0,,1146.0,,,,-8.0,60.3,-88.2,,,,,False,,,,True,True,True,,,
01113,834,780.0,790.4,1269.0,,,,576.0,699.3,431.6,,,,-54.0,-43.6,435.0,,,,-258.0,-134.7,-402.4,,,,True,False,,,,False,False,False,,,
01115,1123,882.0,606.9,2468.0,,,,698.0,1734.4,772.7,,,,-241.0,-516.1,1345.0,,,,-425.0,611.4,-350.3,,,,False,False,,,,False,False,False,,,
01117,2226,2490.0,1987.1,6237.0,,,,3780.0,3749.0,1559.0,2991.9,,,264.0,-238.9,4011.0,,,,1554.0,1523.0,-667.0,765.9,,,True,False,,,,False,False,False,False,,
01119,109,42.0,,67.0,,,,115.0,2.7,9.9,,,,-67.0,,-42.0,,,,6.0,-106.3,-99.1,,,,,True,,,,True,False,False,,,
01121,1132,516.0,552.6,1723.0,,,,739.0,619.6,549.1,817.3,,,-616.0,-579.4,591.0,,,,-393.0,-512.4,-582.9,-314.7,,,True,True,,,,True,True,True,True,,
01123,363,240.0,,378.0,,,,526.0,89.3,100.9,,,,-123.0,,15.0,,,,163.0,-273.7,-262.1,,,,,True,,,,False,False,False,,,
01125,2419,2436.0,3426.7,3263.0,,,,5573.0,2474.0,1152.1,2472.3,,,17.0,1007.7,844.0,,,,3154.0,55.0,-1266.9,53.3,,,False,False,,,,False,False,False,False,,
01127,703,882.0,553.5,727.0,,,,1742.0,243.7,364.8,1459.4,,,179.0,-149.5,24.0,,,,1039.0,-459.3,-338.2,756.4,,,True,True,,,,False,False,False,False,,
01129,347,216.0,,190.0,,,,247.0,68.0,52.8,,,,-131.0,,-157.0,,,,-100.0,-279.0,-294.2,,,,,False,,,,True,False,False,,,
01131,189,78.0,,0.0,,,,70.0,12.7,35.3,,,,-111.0,,-189.0,,,,-119.0,-176.3,-153.7,,,,,False,,,,False,False,False,,,
01133,220,252.0,,252.0,,,,273.0,187.9,180.1,,,,32.0,,32.0,,,,53.0,-32.1,-39.9,,,,,False,,,,False,False,False,,,
02013,2,0.0,,0.0,,,,,,,,,,-2.0,,-2.0,,,,,,,,,,,False,,,,,,,,,
02016,84,6.0,,0.0,,,,,,,,,,-78.0,,-84.0,,,,,,,,,,,False,,,,,,,,,
02020,2094,876.0,692.9,2678.0,,,,,777.4,1117.7,798.6,,,-1218.0,-1401.1,584.0,,,,,-1316.6,-976.3,-1295.4,,,False,True,,,,,False,True,False,,
02050,25,12.0,,0.0,,,,,2.9,,,,,-13.0,,-25.0,,,,,-22.1,,,,,,False,,,,,False,,,,
02060,0,18.0,,0.0,,,,,0.5,,,,,18.0,,0.0,,,,,0.5,,,,,,True,,,,,True,,,,
02068,4,0.0,,0.0,,,,,,,,,,-4.0,,-4.0,,,,,,,,,,,False,,,,,,,,,
02070,5,0.0,,0.0,,,,,,,,,,-5.0,,-5.0,,,,,,,,,,,False,,,,,,,,,
02090,350,360.0,70.1,0.0,,,,,1590.5,204.6,,,,10.0,-279.9,-350.0,,,,,1240.5,-145.4,,,,False,False,,,,,False,False,,,
02100,2,0.0,,0.0,,,,,,,,,,-2.0,,-2.0,,,,,,,,,,,False,,,,,,,,,
02105,0,0.0,,0.0,,,,,,,,,,0.0,,0.0,,,,,,,,,,,True,,,,,,,,,
02110,190,18.0,,0.0,,,,,19.7,,,,,-172.0,,-190.0,,,,,-170.3,,,,,,False,,,,,True,,,,
02122,365,186.0,362.8,0.0,,,,,68.1,219.6,,,,-179.0,-2.2,-365.0,,,,,-296.9,-145.4,,,,True,False,,,,,False,True,,,
02130,26,6.0,,0.0,,,,,3.9,,,,,-20.0,,-26.0,,,,,-22.1,,,,,,False,,,,,False,,,,
02150,47,0.0,,0.0,,,,,0.4,,,,,-47.0,,-47.0,,,,,-46.6,,,,,,False,,,,,True,,,,
02158,6,6.0,,0.0,,,,,,,,,,0.0,,-6.0,,,,,,,,,,,False,,,,,,,,,
02164,17,0.0,,0.0,,,,,,,,,,-17.0,,-17.0,,,,,,,,,,,False,,,,,,,,,
02170,300,120.0,244.8,0.0,,,,,209.7,238.1,,,,-180.0,-55.2,-300.0,,,,,-90.3,-61.9,,,,True,False,,,,,True,True,,,
02180,18,18.0,,0.0,,,,,1.7,,,,,0.0,,-18.0,,,,,-16.3,,,,,,False,,,,,False,,,,
02185,33,0.0,,0.0,,,,,0.2,,,,,-33.0,,-33.0,,,,,-32.8,,,,,,False,,,,,True,,,,
02188,57,6.0,,0.0,,,,,0.6,,,,,-51.0,,-57.0,,,,,-56.4,,,,,,False,,,,,False,,,,
02195,3,6.0,,0.0,,,,,0.7,,,,,3.0,,-3.0,,,,,-2.3,,,,,,False,,,,,True,,,,
02198,18,0.0,,0.0,,,,,0.2,,,,,-18.0,,-18.0,,,,,-17.8,,,,,,False,,,,,True,,,,
02220,31,0.0,,0.0,,,,,1.7,,,,,-31.0,,-31.0,,,,,-29.3,,,,,,False,,,,,True,,,,
02230,0,0.0,,0.0,,,,,,,,,,0.0,,0.0,,,,,,,,,,,True,,,,,,,,,
02240,10,0.0,,0.0,,,,,0.9,,,,,-10.0,,-10.0,,,,,-9.1,,,,,,False,,,,,True,,,,
02261,89,12.0,,0.0,,,,,1.0,,,,,-77.0,,-89.0,,,,,-88.0,,,,,,False,,,,,False,,,,
02275,7,0.0,,0.0,,,,,,,,,,-7.0,,-7.0,,,,,,,,,,,False,,,,,,,,,
02282,12,0.0,,0.0,,,,,,,,,,-12.0,,-12.0,,,,,,,,,,,False,,,,,,,,,
02290,61,18.0,,0.0,,,,,3.3,,,,,-43.0,,-61.0,,,,,-57.7,,,,,,False,,,,,False,,,,
04001,751,768.0,2101.4,792.0,,,,749.0,241.7,93.1,1073.4,,,17.0,1350.4,41.0,,,,-2.0,-509.3,-657.9,322.4,,,False,False,,,,True,False,False,False,,
04003,777,1680.0,1401.1,2678.0,,,,1085.0,679.9,872.9,,,,903.0,624.1,1901.0,,,,308.0,-97.1,95.9,,,,True,False,,,,True,True,True,,,
04005,818,1920.0,1899.9,3687.0,,,,2991.0,1373.2,585.1,3127.9,,,1102.0,1081.9,2869.0,,,,2173.0,555.2,-232.9,2309.9,,,True,False,,,,False,True,True,False,,
04007,646,624.0,434.9,21.0,,,,398.0,772.6,288.0,,,,-22.0,-211.1,-625.0,,,,-248.0,126.6,-358.0,,,,False,False,,,,False,False,False,,,
04009,470,444.0,,0.0,,,,169.0,163.7,212.6,,,,-26.0,,-470.0,,,,-301.0,-306.3,-257.4,,,,,False,,,,False,False,False,,,
04011,31,84.0,,0.0,,,,130.0,6.0,,,,,53.0,,-31.0,,,,99.0,-25.0,,,,,,True,,,,False,True,,,,
04012,99,246.0,,0.0,,,,462.0,40.3,76.8,,,,147.0,,-99.0,,,,363.0,-58.7,-22.2,,,,,True,,,,False,True,True,,,
04013,53204,111912.0,203825.2,110151.0,,,,137257.0,108840.4,54190.1,81962.9,,,58708.0,150621.2,56947.0,,,,84053.0,55636.4,986.1,28758.9,,,False,True,,,,False,True,True,True,,
04015,1725,2406.0,3727.9,6105.0,,,,2899.0,2609.9,1494.4,5680.7,,,681.0,2002.9,4380.0,,,,1174.0,884.9,-230.6,3955.7,,,False,False,,,,False,False,True,False,,
04017,1221,2586.0,4084.6,2117.0,,,,1824.0,1847.0,932.8,2713.8,,,1365.0,2863.6,896.0,,,,603.0,626.0,-288.2,1492.8,,,False,True,,,,True,True,True,False,,
04019,9003,12780.0,33064.5,14650.0,,,,14031.0,11880.5,6701.5,12325.5,,,3777.0,24061.5,5647.0,,,,5028.0,2877.5,-2301.5,3322.5,,,False,False,,,,False,True,True,True,,
04021,3646,7656.0,12079.4,10061.0,,,,4942.0,8772.8,3102.4,4706.2,,,4010.0,8433.4,6415.0,,,,1296.0,5126.8,-543.6,1060.2,,,False,False,,,,True,False,True,True,,
04023,579,1380.0,,542.0,,,,2791.0,322.3,94.3,,,,801.0,,-37.0,,,,2212.0,-256.7,-484.7,,,,,True,,,,False,True,True,,,
04025,1153,1206.0,2628.5,1397.0,,,,1570.0,1455.1,1421.4,842.8,,,53.0,1475.5,244.0,,,,417.0,302.1,268.4,-310.2,,,False,False,,,,False,False,False,False,,
04027,3902,6486.0,11305.1,3934.0,,,,814.0,1821.2,3041.5,2214.3,,,2584.0,7403.1,32.0,,,,-3088.0,-2080.8,-860.5,-1687.7,,,False,True,,,,False,True,True,True,,
05001,208,114.0,,0.0,,,,57.0,41.1,,,,,-94.0,,-208.0,,,,-151.0,-166.9,,,,,,False,,,,False,False,,,,
05003,280,102.0,,147.0,,,,170.0,62.9,,,,,-178.0,,-133.0,,,,-110.0,-217.1,,,,,,True,,,,True,False,,,,
05005,80,30.0,,45.0,,,,48.0,7.3,,,,,-50.0,,-35.0,,,,-32.0,-72.7,,,,,,True,,,,True,False,,,,
05007,1650,2730.0,4490.0,4877.0,,,,2560.0,1313.5,1144.3,2689.1,,,1080.0,2840.0,3227.0,,,,910.0,-336.5,-505.7,1039.1,,,False,False,,,,True,True,True,True,,
05009,211,102.0,,247.0,,,,239.0,40.1,,,,,-109.0,,36.0,,,,28.0,-170.9,,,,,,True,,,,True,False,,,,
05011,176,114.0,,54.0,,,,133.0,48.9,,,,,-62.0,,-122.0,,,,-43.0,-127.1,,,,,,False,,,,True,False,,,,
05013,23,0.0,,0.0,,,,0.0,,,,,,-23.0,,-23.0,,,,-23.0,,,,,,,False,,,,False,,,,,
05015,204,228.0,,90.0,,,,157.0,113.4,185.2,,,,24.0,,-114.0,,,,-47.0,-90.6,-18.8,,,,,False,,,,False,False,True,,,
05017,728,306.0,,261.0,,,,246.0,50.8,102.2,,,,-422.0,,-467.0,,,,-482.0,-677.2,-625.8,,,,,False,,,,False,False,False,,,
05019,136,102.0,,280.0,,,,184.0,26.5,,,,,-34.0,,144.0,,,,48.0,-109.5,,,,,,False,,,,False,False,,,,
05021,85,90.0,,104.0,,,,64.0,110.9,,,,,5.0,,19.0,,,,-21.0,25.9,,,,,,False,,,,False,False,,,,
05023,113,120.0,,0.0,,,,214.0,50.9,41.7,,,,7.0,,-113.0,,,,101.0,-62.1,-71.3,,,,,False,,,,False,False,False,,,
05025,92,36.0,,0.0,,,,43.0,7.8,,,,,-56.0,,-92.0,,,,-49.0,-84.2,,,,,,False,,,,True,False,,,,
05027,166,108.0,,245.0,,,,224.0,26.5,97.3,,,,-58.0,,79.0,,,,58.0,-139.5,-68.7,,,,,False,,,,False,False,False,,,
05029,99,120.0,,271.0,,,,280.0,127.1,,,,,21.0,,172.0,,,,181.0,28.1,,,,,,False,,,,False,False,,,,
05031,1134,414.0,414.3,1275.0,,,,1388.0,118.9,238.8,556.0,,,-720.0,-719.7,141.0,,,,254.0,-1015.1,-895.2,-578.0,,,True,True,,,,True,False,False,True,,
05033,557,372.0,949.6,716.0,,,,1839.0,245.2,500.8,,,,-185.0,392.6,159.0,,,,1282.0,-311.8,-56.2,,,,False,True,,,,False,False,True,,,
05035,730,402.0,,306.0,,,,1058.0,123.4,160.5,,,,-328.0,,-424.0,,,,328.0,-606.6,-569.5,,,,,False,,,,False,False,False,,,
05037,143,42.0,,26.0,,,,229.0,10.8,,,,,-101.0,,-117.0,,,,86.0,-132.2,,,,,,False,,,,True,False,,,,
05039,79,0.0,,0.0,,,,23.0,5.5,,,,,-79.0,,-79.0,,,,-56.0,-73.5,,,,,,False,,,,True,True,,,,
05041,141,120.0,,0.0,,,,123.0,75.5,,,,,-21.0,,-141.0,,,,-18.0,-65.5,,,,,,False,,,,True,False,,,,
05043,207,96.0,,0.0,,,,147.0,122.7,,,,,-111.0,,-207.0,,,,-60.0,-84.3,,,,,,False,,,,True,True,,,,
05045,728,1158.0,2216.4,2173.0,,,,1313.0,1678.8,1054.8,,,,430.0,1488.4,1445.0,,,,585.0,950.8,326.8,,,,False,False,,,,False,False,True,,,
05047,119,24.0,,0.0,,,,306.0,34.4,,,,,-95.0,,-119.0,,,,187.0,-84.6,,,,,,False,,,,False,True,,,,
05049,38,12.0,,0.0,,,,31.0,7.1,,,,,-26.0,,-38.0,,,,-7.0,-30.9,,,,,,False,,,,True,False,,,,
05051,968,258.0,115.9,394.0,,,,1444.0,267.8,371.2,,,,-710.0,-852.1,-574.0,,,,476.0,-700.2,-596.8,,,,False,True,,,,True,True,True,,,
05053,111,48.0,,57.0,,,,51.0,72.4,,,,,-63.0,,-54.0,,,,-60.0,-38.6,,,,,,True,,,,True,True,,,,
05055,427,156.0,,273.0,,,,271.0,91.1,186.3,,,,-271.0,,-154.0,,,,-156.0,-335.9,-240.7,,,,,True,,,,True,False,True,,,
05057,227,96.0,,229.0,,,,157.0,98.6,,,,,-131.0,,2.0,,,,-70.0,-128.4,,,,,,True,,,,True,True,,,,
05059,464,3780.0,,6407.0,,,,829.0,3549.8,876.1,,,,3316.0,,5943.0,,,,365.0,3085.8,412.1,,,,,False,,,,True,True,True,,,
05061,254,210.0,,121.0,,,,327.0,148.0,110.3,,,,-44.0,,-133.0,,,,73.0,-106.0,-143.7,,,,,False,,,,False,False,False,,,
05063,605,66.0,,115.0,,,,494.0,44.0,,,,,-539.0,,-490.0,,,,-111.0,-561.0,,,,,,True,,,,True,False,,,,
05065,56,12.0,,0.0,,,,49.0,6.1,,,,,-44.0,,-56.0,,,,-7.0,-49.9,,,,,,False,,,,True,False,,,,
05067,131,54.0,,0.0,,,,247.0,65.0,,,,,-77.0,,-131.0,,,,116.0,-66.0,,,,,,False,,,,False,True,,,,
05069,1031,678.0,213.8,3011.0,,,,723.0,599.3,101.0,594.3,,,-353.0,-817.2,1980.0,,,,-308.0,-431.7,-930.0,-436.7,,,False,False,,,,True,False,False,False,,
05071,371,564.0,,999.0,,,,1002.0,369.6,249.3,,,,193.0,,628.0,,,,631.0,-1.4,-121.7,,,,,False,,,,False,True,True,,,
05073,41,18.0,,12.0,,,,7.0,9.6,,,,,-23.0,,-29.0,,,,-34.0,-31.4,,,,,,False,,,,False,False,,,,
05075,126,78.0,,96.0,,,,148.0,9.0,20.7,,,,-48.0,,-30.0,,,,22.0,-117.0,-105.3,,,,,True,,,,True,False,False,,,
05077,166,162.0,,27.0,,,,184.0,20.5,44.4,,,,-4.0,,-139.0,,,,18.0,-145.5,-121.6,,,,,False,,,,False,False,False,,,
05079,326,42.0,,0.0,,,,234.0,4.6,2.3,,,,-284.0,,-326.0,,,,-92.0,-321.4,-323.7,,,,,False,,,,True,False,False,,,
05081,212,12.0,,0.0,,,,110.0,65.2,,,,,-200.0,,-212.0,,,,-102.0,-146.8,,,,,,False,,,,True,True,,,,
05083,273,114.0,,110.0,,,,545.0,117.4,,,,,-159.0,,-163.0,,,,272.0,-155.6,,,,,,False,,,,False,True,,,,
05085,448,180.0,283.1,269.0,,,,467.0,53.9,367.2,,,,-268.0,-164.9,-179.0,,,,19.0,-394.1,-80.8,,,,True,True,,,,True,False,True,,,
05087,65,132.0,,0.0,,,,209.0,9.5,103.0,,,,67.0,,-65.0,,,,144.0,-55.5,38.0,,,,,True,,,,False,True,True,,,
05089,29,6.0,,0.0,,,,40.0,5.3,,,,,-23.0,,-29.0,,,,11.0,-23.7,,,,,,False,,,,True,False,,,,
05091,318,750.0,,1413.0,,,,868.0,75.5,356.5,,,,432.0,,1095.0,,,,550.0,-242.5,38.5,,,,,False,,,,False,True,True,,,
05093,945,612.0,,1923.0,,,,731.0,1672.7,438.0,,,,-333.0,,978.0,,,,-214.0,727.7,-507.0,,,,,False,,,,True,False,False,,,
05095,71,24.0,,0.0,,,,17.0,11.4,,,,,-47.0,,-71.0,,,,-54.0,-59.6,,,,,,False,,,,False,False,,,,
05097,51,18.0,,0.0,,,,29.0,0.8,,,,,-33.0,,-51.0,,,,-22.0,-50.2,,,,,,False,,,,True,False,,,,
05099,48,30.0,,0.0,,,,85.0,1.2,23.8,,,,-18.0,,-48.0,,,,37.0,-46.8,-24.2,,,,,False,,,,False,False,False,,,
05101,103,0.0,,0.0,,,,46.0,2.2,,,,,-103.0,,-103.0,,,,-57.0,-100.8,,,,,,False,,,,True,True,,,,
05103,98,72.0,,0.0,,,,111.0,19.1,,,,,-26.0,,-98.0,,,,13.0,-78.9,,,,,,False,,,,True,False,,,,
05105,27,0.0,,0.0,,,,41.0,23.3,,,,,-27.0,,-27.0,,,,14.0,-3.7,,,,,,False,,,,True,True,,,,
05107,202,102.0,,142.0,,,,357.0,32.1,63.4,,,,-100.0,,-60.0,,,,155.0,-169.9,-138.6,,,,,True,,,,False,False,False,,,
05109,135,78.0,,0.0,,,,53.0,4.0,,,,,-57.0,,-135.0,,,,-82.0,-131.0,,,,,,False,,,,False,False,,,,
05111,326,66.0,,136.0,,,,186.0,18.6,,,,,-260.0,,-190.0,,,,-140.0,-307.4,,,,,,True,,,,True,False,,,,
