,actual_cases,COVIDhub-baseline,CDDEP-SEIR_MCMC,COVIDhub-ensemble,CU-select,Columbia_UNC-SurvCon,Covid19Sim-Simulator,CovidAnalytics-DELPHI,DDS-NBDS,Geneva-DetGrowth,IHME-CurveFit,IowaStateLW-STEM,JHU_IDD-CovidSP,Karlen-pypm,LANL-GrowthRate,LNQ-ens1,MITCovAlliance-SIR,OliverWyman-Navigator,QJHong-Encounter,RobertWalraven-ESG,UCLA-SuEIR,UMass-MechBayes,UMich-RidgeTfReg,USACE-ERDC_SEIR,USC-SI_kJalpha,UVA-Ensemble,error-COVIDhub-baseline,error-CDDEP-SEIR_MCMC,error-COVIDhub-ensemble,error-CU-select,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-CovidAnalytics-DELPHI,error-DDS-NBDS,error-Geneva-DetGrowth,error-IHME-CurveFit,error-IowaStateLW-STEM,error-JHU_IDD-CovidSP,error-Karlen-pypm,error-LANL-GrowthRate,error-LNQ-ens1,error-MITCovAlliance-SIR,error-OliverWyman-Navigator,error-QJHong-Encounter,error-RobertWalraven-ESG,error-UCLA-SuEIR,error-UMass-MechBayes,error-UMich-RidgeTfReg,error-USACE-ERDC_SEIR,error-USC-SI_kJalpha,error-UVA-Ensemble,beat_baseline-CDDEP-SEIR_MCMC,beat_baseline-COVIDhub-ensemble,beat_baseline-CU-select,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-DDS-NBDS,beat_baseline-Geneva-DetGrowth,beat_baseline-IHME-CurveFit,beat_baseline-IowaStateLW-STEM,beat_baseline-JHU_IDD-CovidSP,beat_baseline-Karlen-pypm,beat_baseline-LANL-GrowthRate,beat_baseline-LNQ-ens1,beat_baseline-MITCovAlliance-SIR,beat_baseline-OliverWyman-Navigator,beat_baseline-QJHong-Encounter,beat_baseline-RobertWalraven-ESG,beat_baseline-UCLA-SuEIR,beat_baseline-UMass-MechBayes,beat_baseline-UMich-RidgeTfReg,beat_baseline-USACE-ERDC_SEIR,beat_baseline-USC-SI_kJalpha,beat_baseline-UVA-Ensemble
01021,250,309.0,,328.0,218.0,,,,,,,365.0,364.9,,328.2,327.9,,297.0,,370.8,815.7,,,,,,59.0,,78.0,-32.0,,,,,,,115.0,114.9,,78.2,77.9,,47.0,,120.8,565.7,,,,,,,False,True,,,,,,,False,False,,False,False,,True,,False,False,,,,,
01023,33,45.0,,39.0,54.0,,,,,,,117.0,50.3,,10.3,42.8,,85.0,,35.3,37.1,,,,,,12.0,,6.0,21.0,,,,,,,84.0,17.3,,-22.7,9.8,,52.0,,2.3,4.1,,,,,,,True,False,,,,,,,False,False,,False,True,,False,,True,True,,,,,
01025,410,144.0,,145.0,176.0,,,,,,,279.0,153.6,,107.0,142.7,,181.0,,131.4,165.6,,,,,,-266.0,,-265.0,-234.0,,,,,,,-131.0,-256.4,,-303.0,-267.3,,-229.0,,-278.6,-244.4,,,,,,,True,True,,,,,,,True,True,,False,False,,True,,False,True,,,,,
01027,117,156.0,,138.0,209.0,,,,,,,65.0,83.6,,117.9,156.2,,103.0,,299.7,121.3,,,,,,39.0,,21.0,92.0,,,,,,,-52.0,-33.4,,0.9,39.2,,-14.0,,182.7,4.3,,,,,,,True,False,,,,,,,False,True,,True,False,,True,,False,True,,,,,
01029,64,51.0,,47.0,82.0,,,,,,,51.0,57.5,,13.0,44.7,,42.0,,11.4,99.8,,,,,,-13.0,,-17.0,18.0,,,,,,,-13.0,-6.5,,-51.0,-19.3,,-22.0,,-52.6,35.8,,,,,,,False,False,,,,,,,False,True,,False,False,,False,,False,False,,,,,
01031,204,231.0,223.7,204.0,186.0,,,,,,,430.0,262.4,,137.0,196.9,,255.0,,131.9,258.1,,,,,,27.0,19.7,0.0,-18.0,,,,,,,226.0,58.4,,-67.0,-7.1,,51.0,,-72.1,54.1,,,,,,True,True,True,,,,,,,False,False,,False,True,,False,,False,False,,,,,
01033,287,552.0,729.7,543.0,509.0,,,,,,,450.0,364.6,,543.6,477.9,,473.0,,643.3,657.3,,,,,,265.0,442.7,256.0,222.0,,,,,,,163.0,77.6,,256.6,190.9,,186.0,,356.3,370.3,,,,,,False,True,True,,,,,,,True,True,,True,True,,True,,False,False,,,,,
01035,58,102.0,,102.0,126.0,,,,,,,141.0,101.0,,63.6,119.8,60.0,133.0,,117.8,69.7,,,,,,44.0,,44.0,68.0,,,,,,,83.0,43.0,,5.6,61.8,2.0,75.0,,59.8,11.7,,,,,,,False,False,,,,,,,False,True,,True,False,True,False,,False,True,,,,,
01037,23,24.0,,20.0,24.0,,,,,,,33.0,30.3,,2.9,17.0,,30.0,,12.8,25.6,,,,,,1.0,,-3.0,1.0,,,,,,,10.0,7.3,,-20.1,-6.0,,7.0,,-10.2,2.6,,,,,,,False,False,,,,,,,False,False,,False,False,,False,,False,False,,,,,
01039,133,177.0,,188.0,160.0,,,,,,,412.0,338.2,,188.2,233.6,175.7,253.0,,270.1,117.5,,,,,,44.0,,55.0,27.0,,,,,,,279.0,205.2,,55.2,100.6,42.7,120.0,,137.1,-15.5,,,,,,,False,True,,,,,,,False,False,,False,False,True,False,,False,True,,,,,
01041,88,168.0,,109.0,215.0,,,,,,,105.0,53.1,,135.0,114.3,49.2,150.0,,49.0,113.2,,,,,,80.0,,21.0,127.0,,,,,,,17.0,-34.9,,47.0,26.3,-38.8,62.0,,-39.0,25.2,,,,,,,True,False,,,,,,,True,True,,True,True,True,True,,True,True,,,,,
01043,271,474.0,593.3,486.0,450.0,,,,,,,629.0,689.5,,293.1,439.5,423.4,445.0,,554.4,676.9,,,,,,203.0,322.3,215.0,179.0,,,,,,,358.0,418.5,,22.1,168.5,152.4,174.0,,283.4,405.9,,,,,,False,False,True,,,,,,,False,False,,True,True,True,True,,False,False,,,,,
01045,191,273.0,,255.0,150.0,,,,,,,398.0,390.7,,186.5,254.3,201.3,289.0,,236.9,260.1,,,,,,82.0,,64.0,-41.0,,,,,,,207.0,199.7,,-4.5,63.3,10.3,98.0,,45.9,69.1,,,,,,,True,True,,,,,,,False,False,,True,True,True,False,,True,True,,,,,
01047,137,243.0,,200.0,186.0,,,,,,,443.0,226.8,,151.0,254.8,10.8,422.0,,263.8,200.2,,,,,,106.0,,63.0,49.0,,,,,,,306.0,89.8,,14.0,117.8,-126.2,285.0,,126.8,63.2,,,,,,,True,True,,,,,,,False,True,,True,False,False,False,,False,True,,,,,
01049,326,543.0,717.4,520.0,362.0,,,,,,,659.0,584.1,,563.4,498.1,362.8,659.0,,362.8,565.5,,,,,,217.0,391.4,194.0,36.0,,,,,,,333.0,258.1,,237.4,172.1,36.8,333.0,,36.8,239.5,,,,,,False,True,True,,,,,,,False,False,,False,True,True,False,,True,False,,,,,
01051,347,396.0,518.0,385.0,209.0,,,,,,,549.0,382.3,,355.6,411.0,319.1,554.0,,489.7,328.9,,,,,,49.0,171.0,38.0,-138.0,,,,,,,202.0,35.3,,8.6,64.0,-27.9,207.0,,142.7,-18.1,,,,,,False,True,False,,,,,,,False,True,,True,False,True,False,,False,True,,,,,
01053,217,426.0,,381.0,393.0,,,,,,,522.0,484.1,,267.9,404.3,195.7,408.0,,284.2,264.4,,,,,,209.0,,164.0,176.0,,,,,,,305.0,267.1,,50.9,187.3,-21.3,191.0,,67.2,47.4,,,,,,,True,True,,,,,,,False,False,,True,True,True,True,,True,True,,,,,
01055,595,807.0,951.6,708.0,620.0,,,,,,,778.0,1094.9,,716.5,643.4,588.9,780.0,,496.4,585.6,,,,,,212.0,356.6,113.0,25.0,,,,,,,183.0,499.9,,121.5,48.4,-6.1,185.0,,-98.6,-9.4,,,,,,False,True,True,,,,,,,True,False,,True,True,True,True,,True,True,,,,,
01057,98,99.0,,87.0,178.0,,,,,,,95.0,113.4,,42.1,76.7,77.3,75.0,,26.0,83.0,,,,,,1.0,,-11.0,80.0,,,,,,,-3.0,15.4,,-55.9,-21.3,-20.7,-23.0,,-72.0,-15.0,,,,,,,False,False,,,,,,,False,False,,False,False,False,False,,False,False,,,,,
01059,258,270.0,,233.0,316.0,,,,,,,361.0,101.6,,212.1,278.0,139.6,410.0,,191.9,234.2,,,,,,12.0,,-25.0,58.0,,,,,,,103.0,-156.4,,-45.9,20.0,-118.4,152.0,,-66.1,-23.8,,,,,,,False,False,,,,,,,False,False,,False,False,False,False,,False,False,,,,,
01061,129,99.0,,99.0,110.0,,,,,,,253.0,207.0,,70.4,132.3,97.6,97.0,,42.5,79.7,,,,,,-30.0,,-30.0,-19.0,,,,,,,124.0,78.0,,-58.6,3.3,-31.4,-32.0,,-86.5,-49.3,,,,,,,False,True,,,,,,,False,False,,False,True,False,False,,False,False,,,,,
01063,30,24.0,,24.0,27.0,,,,,,,55.0,34.7,,2.9,27.5,0.4,69.0,,43.8,21.6,,,,,,-6.0,,-6.0,-3.0,,,,,,,25.0,4.7,,-27.1,-2.5,-29.6,39.0,,13.8,-8.4,,,,,,,False,True,,,,,,,False,True,,False,True,False,False,,False,False,,,,,
01065,67,87.0,,67.0,102.0,,,,,,,135.0,58.0,,18.9,66.0,5.3,143.0,,62.3,106.9,,,,,,20.0,,0.0,35.0,,,,,,,68.0,-9.0,,-48.1,-1.0,-61.7,76.0,,-4.7,39.9,,,,,,,True,False,,,,,,,False,True,,False,True,False,False,,True,False,,,,,
01067,63,96.0,,85.0,113.0,,,,,,,81.0,71.1,,28.7,84.6,50.6,85.0,,126.0,98.3,,,,,,33.0,,22.0,50.0,,,,,,,18.0,8.1,,-34.3,21.6,-12.4,22.0,,63.0,35.3,,,,,,,True,False,,,,,,,True,True,,False,True,True,True,,False,False,,,,,
01069,450,648.0,1064.1,607.0,389.0,,,,,,,855.0,655.2,,506.0,589.4,521.7,546.0,,604.1,1001.7,,,,,,198.0,614.1,157.0,-61.0,,,,,,,405.0,205.2,,56.0,139.4,71.7,96.0,,154.1,551.7,,,,,,False,True,True,,,,,,,False,False,,True,True,True,True,,True,False,,,,,
01071,425,435.0,488.2,433.0,680.0,,,,,,,327.0,481.4,,685.4,538.7,247.0,419.0,,419.5,461.9,,,,,,10.0,63.2,8.0,255.0,,,,,,,-98.0,56.4,,260.4,113.7,-178.0,-6.0,,-5.5,36.9,,,,,,False,True,False,,,,,,,False,False,,False,False,False,True,,True,False,,,,,
01073,3114,4110.0,6191.7,3880.0,4294.0,,,,,,,5327.0,4608.3,,4481.7,3790.0,2826.0,4554.0,,3303.9,3929.0,3625.0,,,,,996.0,3077.7,766.0,1180.0,,,,,,,2213.0,1494.3,,1367.7,676.0,-288.0,1440.0,,189.9,815.0,511.0,,,,,False,True,False,,,,,,,False,False,,False,True,True,False,,True,True,True,,,,
01075,68,87.0,,76.0,137.0,,,,,,,90.0,89.2,,51.1,75.3,78.7,86.0,,48.6,115.0,,,,,,19.0,,8.0,69.0,,,,,,,22.0,21.2,,-16.9,7.3,10.7,18.0,,-19.4,47.0,,,,,,,True,False,,,,,,,False,False,,True,True,True,True,,False,False,,,,,
01077,292,432.0,580.5,451.0,370.0,,,,,,,699.0,633.9,,484.8,435.2,399.3,439.0,,540.3,438.6,,,,,,140.0,288.5,159.0,78.0,,,,,,,407.0,341.9,,192.8,143.2,107.3,147.0,,248.3,146.6,,,,,,False,False,True,,,,,,,False,False,,False,False,True,False,,False,False,,,,,
01079,98,174.0,,173.0,219.0,,,,,,,248.0,231.0,,151.3,177.7,157.1,147.0,,168.1,93.4,,,,,,76.0,,75.0,121.0,,,,,,,150.0,133.0,,53.3,79.7,59.1,49.0,,70.1,-4.6,,,,,,,True,False,,,,,,,False,False,,True,False,True,True,,True,True,,,,,
01081,462,705.0,1434.7,648.0,467.0,,,,,,,1144.0,956.1,,640.6,667.0,605.1,899.0,,531.4,596.6,469.0,,,,,243.0,972.7,186.0,5.0,,,,,,,682.0,494.1,,178.6,205.0,143.1,437.0,,69.4,134.6,7.0,,,,,False,True,True,,,,,,,False,False,,True,True,True,False,,True,True,True,,,,
01083,367,462.0,827.0,501.0,331.0,,,,,,,604.0,554.0,,523.8,465.2,442.0,495.0,,513.9,563.3,,,,,,95.0,460.0,134.0,-36.0,,,,,,,237.0,187.0,,156.8,98.2,75.0,128.0,,146.9,196.3,,,,,,False,False,True,,,,,,,False,False,,False,False,True,False,,False,False,,,,,
01085,43,45.0,,30.0,20.0,,,,,,,75.0,24.4,,4.1,41.0,1.1,157.0,,53.8,29.8,,,,,,2.0,,-13.0,-23.0,,,,,,,32.0,-18.6,,-38.9,-2.0,-41.9,114.0,,10.8,-13.2,,,,,,,False,False,,,,,,,False,False,,False,True,False,False,,False,False,,,,,
01087,69,60.0,,64.0,59.0,,,,,,,83.0,100.7,,16.2,71.8,28.2,100.0,,64.8,88.6,,,,,,-9.0,,-5.0,-10.0,,,,,,,14.0,31.7,,-52.8,2.8,-40.8,31.0,,-4.2,19.6,,,,,,,True,False,,,,,,,False,False,,False,True,False,False,,True,False,,,,,
01089,1065,2025.0,3189.8,2025.0,2203.0,,,,,,,1921.0,3070.9,,2145.9,1850.5,1808.3,2016.0,,1952.4,3850.3,1314.0,,,,,960.0,2124.8,960.0,1138.0,,,,,,,856.0,2005.9,,1080.9,785.5,743.3,951.0,,887.4,2785.3,249.0,,,,,False,False,False,,,,,,,True,False,,False,True,True,True,,True,False,True,,,,
01091,101,99.0,,107.0,143.0,,,,,,,213.0,102.1,,45.7,114.8,87.5,170.0,,99.7,149.8,,,,,,-2.0,,6.0,42.0,,,,,,,112.0,1.1,,-55.3,13.8,-13.5,69.0,,-1.3,48.8,,,,,,,False,False,,,,,,,False,True,,False,False,False,False,,True,False,,,,,
01093,121,195.0,,156.0,135.0,,,,,,,238.0,203.8,,145.4,169.3,152.6,202.0,,91.3,707.1,,,,,,74.0,,35.0,14.0,,,,,,,117.0,82.8,,24.4,48.3,31.6,81.0,,-29.7,586.1,,,,,,,True,True,,,,,,,False,False,,True,True,True,False,,True,False,,,,,
01095,531,771.0,1506.0,805.0,521.0,,,,,,,871.0,763.8,,847.1,852.5,522.6,1048.0,,929.0,553.2,,,,,,240.0,975.0,274.0,-10.0,,,,,,,340.0,232.8,,316.1,321.5,-8.4,517.0,,398.0,22.2,,,,,,False,False,True,,,,,,,False,True,,False,False,True,False,,False,True,,,,,
01097,3044,4110.0,3645.6,4125.0,5705.0,,,,,,,4125.0,2818.9,,7813.3,6585.5,2201.0,4242.0,,10982.7,3567.9,7826.0,,,,,1066.0,601.6,1081.0,2661.0,,,,,,,1081.0,-225.1,,4769.3,3541.5,-843.0,1198.0,,7938.7,523.9,4782.0,,,,,True,False,False,,,,,,,False,True,,False,False,True,False,,False,True,False,,,,
01099,61,111.0,,103.0,104.0,,,,,,,204.0,164.0,,23.6,85.9,67.3,134.0,,109.9,90.4,,,,,,50.0,,42.0,43.0,,,,,,,143.0,103.0,,-37.4,24.9,6.3,73.0,,48.9,29.4,,,,,,,True,True,,,,,,,False,False,,True,True,True,False,,True,True,,,,,
01101,1314,1467.0,2603.9,1463.0,886.0,,,,,,,2212.0,813.9,,1100.5,1585.8,1003.5,2123.0,,1552.6,1488.8,1299.0,,,,,153.0,1289.9,149.0,-428.0,,,,,,,898.0,-500.1,,-213.5,271.8,-310.5,809.0,,238.6,174.8,-15.0,,,,,False,True,False,,,,,,,False,False,,False,False,False,False,,False,False,True,,,,
01103,456,726.0,1095.1,738.0,524.0,,,,,,,899.0,906.6,,662.1,772.6,531.2,853.0,,847.6,721.3,,,,,,270.0,639.1,282.0,68.0,,,,,,,443.0,450.6,,206.1,316.6,75.2,397.0,,391.6,265.3,,,,,,False,False,True,,,,,,,False,False,,True,False,True,False,,False,True,,,,,
01105,50,126.0,,97.0,107.0,,,,,,,76.0,108.6,,80.5,136.1,0.0,162.0,,119.0,80.2,,,,,,76.0,,47.0,57.0,,,,,,,26.0,58.6,,30.5,86.1,-50.0,112.0,,69.0,30.2,,,,,,,True,True,,,,,,,True,True,,True,False,True,False,,True,True,,,,,
01107,133,87.0,,80.0,80.0,,,,,,,166.0,94.4,,51.0,93.0,58.9,124.0,,80.8,65.0,,,,,,-46.0,,-53.0,-53.0,,,,,,,33.0,-38.6,,-82.0,-40.0,-74.1,-9.0,,-52.2,-68.0,,,,,,,False,False,,,,,,,True,True,,False,True,False,True,,False,False,,,,,
01109,131,180.0,,144.0,214.0,,,,,,,340.0,126.5,,73.9,181.4,80.6,233.0,,129.1,143.3,,,,,,49.0,,13.0,83.0,,,,,,,209.0,-4.5,,-57.1,50.4,-50.4,102.0,,-1.9,12.3,,,,,,,True,False,,,,,,,False,True,,False,False,False,False,,True,True,,,,,
01111,45,87.0,,77.0,58.0,,,,,,,140.0,127.4,,24.3,81.5,84.0,129.0,,70.2,80.4,,,,,,42.0,,32.0,13.0,,,,,,,95.0,82.4,,-20.7,36.5,39.0,84.0,,25.2,35.4,,,,,,,True,True,,,,,,,False,False,,True,True,True,False,,True,True,,,,,
01113,308,462.0,683.6,417.0,304.0,,,,,,,444.0,393.8,,391.6,468.9,273.4,483.0,,533.5,316.5,,,,,,154.0,375.6,109.0,-4.0,,,,,,,136.0,85.8,,83.6,160.9,-34.6,175.0,,225.5,8.5,,,,,,False,True,True,,,,,,,True,True,,True,False,True,False,,False,True,,,,,
01115,345,633.0,765.0,555.0,576.0,,,,,,,504.0,720.9,,550.4,483.5,511.3,530.0,,377.5,748.7,,,,,,288.0,420.0,210.0,231.0,,,,,,,159.0,375.9,,205.4,138.5,166.3,185.0,,32.5,403.7,,,,,,False,True,True,,,,,,,True,False,,True,True,True,True,,True,False,,,,,
01117,671,1077.0,2069.7,1077.0,931.0,,,,,,,1220.0,1481.4,,1096.0,930.4,856.8,1174.0,,761.6,1169.0,875.0,,,,,406.0,1398.7,406.0,260.0,,,,,,,549.0,810.4,,425.0,259.4,185.8,503.0,,90.6,498.0,204.0,,,,,False,False,True,,,,,,,False,False,,False,True,True,False,,True,False,True,,,,
01119,33,69.0,,43.0,52.0,,,,,,,106.0,23.4,,7.6,45.1,0.8,112.0,,42.4,49.4,,,,,,36.0,,10.0,19.0,,,,,,,73.0,-9.6,,-25.4,12.1,-32.2,79.0,,9.4,16.4,,,,,,,True,True,,,,,,,False,True,,True,True,True,False,,True,True,,,,,
01121,351,480.0,577.5,492.0,466.0,,,,,,,537.0,722.3,,484.0,457.5,391.2,409.0,,500.9,1255.9,,,,,,129.0,226.5,141.0,115.0,,,,,,,186.0,371.3,,133.0,106.5,40.2,58.0,,149.9,904.9,,,,,,False,False,True,,,,,,,False,False,,False,True,True,True,,False,False,,,,,
01123,117,141.0,,134.0,131.0,,,,,,,280.0,183.5,,71.2,124.0,56.8,255.0,,94.7,178.0,,,,,,24.0,,17.0,14.0,,,,,,,163.0,66.5,,-45.8,7.0,-60.2,138.0,,-22.3,61.0,,,,,,,True,True,,,,,,,False,False,,False,True,False,False,,True,False,,,,,
01125,918,1035.0,1035.6,935.0,800.0,,,,,,,1833.0,1047.0,,843.9,918.2,795.4,1349.0,,1171.5,976.4,885.0,,,,,117.0,117.6,17.0,-118.0,,,,,,,915.0,129.0,,-74.1,0.2,-122.6,431.0,,253.5,58.4,-33.0,,,,,False,True,False,,,,,,,False,False,,True,True,False,False,,False,True,True,,,,
01127,256,282.0,722.0,238.0,179.0,,,,,,,577.0,370.4,,82.1,226.2,210.7,457.0,,304.4,207.8,,,,,,26.0,466.0,-18.0,-77.0,,,,,,,321.0,114.4,,-173.9,-29.8,-45.3,201.0,,48.4,-48.2,,,,,,False,True,False,,,,,,,False,False,,False,False,False,False,,False,False,,,,,
01129,179,105.0,,101.0,181.0,,,,,,,159.0,110.0,,29.7,111.0,53.4,121.0,,50.7,101.2,,,,,,-74.0,,-78.0,2.0,,,,,,,-20.0,-69.0,,-149.3,-68.0,-125.6,-58.0,,-128.3,-77.8,,,,,,,False,True,,,,,,,True,True,,False,True,False,True,,False,False,,,,,
01131,68,60.0,,51.0,57.0,,,,,,,93.0,42.9,,18.3,66.0,2.5,126.0,,49.8,46.0,,,,,,-8.0,,-17.0,-11.0,,,,,,,25.0,-25.1,,-49.7,-2.0,-65.5,58.0,,-18.2,-22.0,,,,,,,False,False,,,,,,,False,False,,False,True,False,False,,False,False,,,,,
01133,73,144.0,,124.0,126.0,,,,,,,196.0,164.4,,87.7,131.1,98.4,164.0,,123.0,96.7,,,,,,71.0,,51.0,53.0,,,,,,,123.0,91.4,,14.7,58.1,25.4,91.0,,50.0,23.7,,,,,,,True,True,,,,,,,False,False,,True,True,True,False,,True,True,,,,,
02013,1,0.0,,0.0,0.0,,,,,,,,6.6,,,0.0,,0.0,,1.2,,,,,,,-1.0,,-1.0,-1.0,,,,,,,,5.6,,,-1.0,,-1.0,,0.2,,,,,,,,False,False,,,,,,,,False,,,True,,False,,True,,,,,,
02016,1,9.0,,5.0,0.0,,,,,,,,27.2,,,1.0,,0.0,,4.7,,,,,,,8.0,,4.0,-1.0,,,,,,,,26.2,,,0.0,,-1.0,,3.7,,,,,,,,True,True,,,,,,,,False,,,True,,True,,True,,,,,,
02020,896,1767.0,1130.4,1742.0,2857.0,,,,,,,,2406.8,,1685.9,1697.5,1201.8,2619.0,,3015.4,1885.5,4030.0,,,,,871.0,234.4,846.0,1961.0,,,,,,,,1510.8,,789.9,801.5,305.8,1723.0,,2119.4,989.5,3134.0,,,,,True,True,False,,,,,,,,False,,True,True,True,False,,False,False,False,,,,
02050,18,6.0,,4.0,0.0,,,,,,,,4.1,,2.3,5.5,,,,10.0,,,,,,,-12.0,,-14.0,-18.0,,,,,,,,-13.9,,-15.7,-12.5,,,,-8.0,,,,,,,,False,False,,,,,,,,False,,False,False,,,,True,,,,,,
02060,5,0.0,,0.0,0.0,,,,,,,,0.0,,0.2,0.1,,0.0,,0.0,,,,,,,-5.0,,-5.0,-5.0,,,,,,,,-5.0,,-4.8,-4.9,,-5.0,,-5.0,,,,,,,,False,False,,,,,,,,False,,True,True,,False,,False,,,,,,
02068,0,0.0,,0.0,0.0,,,,,,,,2.1,,,0.0,,0.0,,1.1,,,,,,,0.0,,0.0,0.0,,,,,,,,2.1,,,0.0,,0.0,,1.1,,,,,,,,True,True,,,,,,,,False,,,False,,True,,False,,,,,,
02070,4,0.0,,0.0,0.0,,,,,,,,9.4,,0.0,0.0,,0.0,,0.9,,,,,,,-4.0,,-4.0,-4.0,,,,,,,,5.4,,-4.0,-4.0,,-4.0,,-3.1,,,,,,,,False,False,,,,,,,,False,,True,True,,False,,True,,,,,,
