,actual_cases,COVIDhub-baseline,BPagano-RtDriven,CU-select,Columbia_UNC-SurvCon,Covid19Sim-Simulator,CovidAnalytics-DELPHI,IBF-TimeSeries,IowaStateLW-STEM,JCB-PRM,JHUAPL-Bucky,JHU_IDD-CovidSP,LANL-GrowthRate,MITCovAlliance-SIR,UCLA-SuEIR,USC-SI_kJalpha,error-COVIDhub-baseline,error-BPagano-RtDriven,error-CU-select,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-CovidAnalytics-DELPHI,error-IBF-TimeSeries,error-IowaStateLW-STEM,error-JCB-PRM,error-JHUAPL-Bucky,error-JHU_IDD-CovidSP,error-LANL-GrowthRate,error-MITCovAlliance-SIR,error-UCLA-SuEIR,error-USC-SI_kJalpha,beat_baseline-BPagano-RtDriven,beat_baseline-CU-select,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-IBF-TimeSeries,beat_baseline-IowaStateLW-STEM,beat_baseline-JCB-PRM,beat_baseline-JHUAPL-Bucky,beat_baseline-JHU_IDD-CovidSP,beat_baseline-LANL-GrowthRate,beat_baseline-MITCovAlliance-SIR,beat_baseline-UCLA-SuEIR,beat_baseline-USC-SI_kJalpha
05003,351,162.0,,0.0,,,,,177.0,,176.3,67.2,41.6,0.4,,255.0,-189.0,,-351.0,,,,,-174.0,,-174.7,-283.8,-309.4,-350.6,,-96.0,,False,,,,,True,,True,False,False,False,,True
05005,849,438.0,,467.0,,,,,651.0,,729.8,204.5,240.6,154.4,,318.0,-411.0,,-382.0,,,,,-198.0,,-119.2,-644.5,-608.4,-694.6,,-531.0,,True,,,,,True,,True,False,False,False,,False
05007,4341,2328.0,,3418.0,,,,,3163.0,,1756.5,969.0,944.0,120.1,1514.4,2075.0,-2013.0,,-923.0,,,,,-1178.0,,-2584.5,-3372.0,-3397.0,-4220.9,-2826.6,-2266.0,,True,,,,,True,,False,False,False,False,False,False
05009,801,456.0,,282.0,,,,,786.0,,438.3,224.0,241.8,0.3,,683.0,-345.0,,-519.0,,,,,-15.0,,-362.7,-577.0,-559.2,-800.7,,-118.0,,False,,,,,True,,False,False,False,False,,True
05011,134,42.0,,0.0,,,,,109.0,,19.8,12.2,3.3,0.0,,252.0,-92.0,,-134.0,,,,,-25.0,,-114.2,-121.8,-130.7,-134.0,,118.0,,False,,,,,True,,False,False,False,False,,False
05013,106,24.0,,0.0,,,,,43.0,,12.3,14.4,,,,22.0,-82.0,,-106.0,,,,,-63.0,,-93.7,-91.6,,,,-84.0,,False,,,,,True,,False,False,,,,False
05015,486,468.0,,424.0,,,,,405.0,,864.4,215.3,131.9,289.9,,330.0,-18.0,,-62.0,,,,,-81.0,,378.4,-270.7,-354.1,-196.1,,-156.0,,False,,,,,False,,False,False,False,False,,False
05017,154,66.0,,0.0,,,,,127.0,,27.8,16.7,6.1,0.2,59.0,151.0,-88.0,,-154.0,,,,,-27.0,,-126.2,-137.3,-147.9,-153.8,-95.0,-3.0,,False,,,,,True,,False,False,False,False,False,True
05019,342,270.0,,278.0,,,,,240.0,,284.8,57.1,82.6,114.7,,113.0,-72.0,,-64.0,,,,,-102.0,,-57.2,-284.9,-259.4,-227.3,,-229.0,,True,,,,,False,,True,False,False,False,,False
05021,436,282.0,,293.0,,,,,251.0,,348.1,108.9,253.5,67.1,,125.0,-154.0,,-143.0,,,,,-185.0,,-87.9,-327.1,-182.5,-368.9,,-311.0,,True,,,,,False,,True,False,False,False,,False
05023,293,240.0,,299.0,,,,,483.0,,193.4,32.6,154.8,84.1,,101.0,-53.0,,6.0,,,,,190.0,,-99.6,-260.4,-138.2,-208.9,,-192.0,,True,,,,,False,,False,False,False,False,,False
05025,159,36.0,,0.0,,,,,70.0,,22.8,10.7,5.6,0.0,,4.0,-123.0,,-159.0,,,,,-89.0,,-136.2,-148.3,-153.4,-159.0,,-155.0,,False,,,,,True,,False,False,False,False,,False
05027,437,216.0,,446.0,,,,,206.0,,245.0,114.2,133.8,0.0,,74.0,-221.0,,9.0,,,,,-231.0,,-192.0,-322.8,-303.2,-437.0,,-363.0,,True,,,,,False,,True,False,False,False,,False
05029,337,126.0,,132.0,,,,,496.0,,116.9,65.6,43.5,0.0,,75.0,-211.0,,-205.0,,,,,159.0,,-220.1,-271.4,-293.5,-337.0,,-262.0,,True,,,,,True,,False,False,False,False,,False
05031,3007,2364.0,,2871.0,,,,,1903.0,,2762.0,1138.0,937.7,1272.9,1456.7,2840.0,-643.0,,-136.0,,,,,-1104.0,,-245.0,-1869.0,-2069.3,-1734.1,-1550.3,-167.0,,True,,,,,False,,True,False,False,False,False,True
05033,1197,906.0,,719.0,,,,,1245.0,,1150.1,514.5,361.9,558.5,530.6,541.0,-291.0,,-478.0,,,,,48.0,,-46.9,-682.5,-835.1,-638.5,-666.4,-656.0,,False,,,,,True,,True,False,False,False,False,False
05035,1060,702.0,,761.0,,,,,714.0,,336.5,208.3,303.3,1.8,360.4,302.0,-358.0,,-299.0,,,,,-346.0,,-723.5,-851.7,-756.7,-1058.2,-699.6,-758.0,,True,,,,,True,,False,False,False,False,False,False
05037,313,210.0,,128.0,,,,,325.0,,155.8,97.9,40.1,0.7,,3.0,-103.0,,-185.0,,,,,12.0,,-157.2,-215.1,-272.9,-312.3,,-310.0,,False,,,,,True,,False,False,False,False,,False
05039,119,18.0,,1.0,,,,,75.0,,29.6,18.8,0.4,0.0,,9.0,-101.0,,-118.0,,,,,-44.0,,-89.4,-100.2,-118.6,-119.0,,-110.0,,False,,,,,True,,True,True,False,False,,False
05041,186,144.0,,42.0,,,,,112.0,,130.2,27.8,83.1,0.1,,67.0,-42.0,,-144.0,,,,,-74.0,,-55.8,-158.2,-102.9,-185.9,,-119.0,,False,,,,,False,,False,False,False,False,,False
05043,326,162.0,,38.0,,,,,191.0,,67.3,28.7,70.5,0.0,,64.0,-164.0,,-288.0,,,,,-135.0,,-258.7,-297.3,-255.5,-326.0,,-262.0,,False,,,,,True,,False,False,False,False,,False
05045,1610,1278.0,,1407.0,,,,,1873.0,,1224.0,597.0,1048.8,5.1,406.2,718.0,-332.0,,-203.0,,,,,263.0,,-386.0,-1013.0,-561.2,-1604.9,-1203.8,-892.0,,True,,,,,True,,False,False,False,False,False,False
05047,337,366.0,,537.0,,,,,363.0,,1177.9,166.8,226.7,125.2,,0.0,29.0,,200.0,,,,,26.0,,840.9,-170.2,-110.3,-211.8,,-337.0,,False,,,,,True,,False,False,False,False,,False
05049,280,282.0,,277.0,,,,,131.0,,334.9,79.0,225.6,64.3,,149.0,2.0,,-3.0,,,,,-149.0,,54.9,-201.0,-54.4,-215.7,,-131.0,,False,,,,,False,,False,False,False,False,,False
05051,1544,834.0,,1228.0,,,,,1388.0,,597.5,376.1,612.8,1.4,471.4,301.0,-710.0,,-316.0,,,,,-156.0,,-946.5,-1167.9,-931.2,-1542.6,-1072.6,-1243.0,,True,,,,,True,,False,False,False,False,False,False
05053,264,186.0,,165.0,,,,,153.0,,305.2,53.3,90.7,66.8,,206.0,-78.0,,-99.0,,,,,-111.0,,41.2,-210.7,-173.3,-197.2,,-58.0,,False,,,,,False,,True,False,False,False,,True
05055,1656,924.0,,1156.0,,,,,740.0,,1312.2,255.3,823.9,314.6,574.2,565.0,-732.0,,-500.0,,,,,-916.0,,-343.8,-1400.7,-832.1,-1341.4,-1081.8,-1091.0,,True,,,,,False,,True,False,False,False,False,False
05057,351,276.0,,502.0,,,,,179.0,,474.8,76.0,124.9,125.6,,24.0,-75.0,,151.0,,,,,-172.0,,123.8,-275.0,-226.1,-225.4,,-327.0,,False,,,,,False,,False,False,False,False,,False
05059,815,324.0,,699.0,,,,,447.0,,315.6,104.1,201.0,3.4,115.5,0.0,-491.0,,-116.0,,,,,-368.0,,-499.4,-710.9,-614.0,-811.6,-699.5,-815.0,,True,,,,,True,,False,False,False,False,False,False
05061,263,132.0,,2.0,,,,,147.0,,101.1,23.8,22.2,0.6,,92.0,-131.0,,-261.0,,,,,-116.0,,-161.9,-239.2,-240.8,-262.4,,-171.0,,False,,,,,True,,False,False,False,False,,False
05063,705,414.0,,337.0,,,,,951.0,,392.8,168.4,127.8,1.3,348.6,181.0,-291.0,,-368.0,,,,,246.0,,-312.2,-536.6,-577.2,-703.7,-356.4,-524.0,,False,,,,,True,,False,False,False,False,False,False
05065,586,312.0,,306.0,,,,,211.0,,888.9,97.6,111.5,50.2,,204.0,-274.0,,-280.0,,,,,-375.0,,302.9,-488.4,-474.5,-535.8,,-382.0,,False,,,,,False,,False,False,False,False,,False
05067,1170,648.0,,694.0,,,,,417.0,,1470.8,210.7,463.3,235.3,,83.0,-522.0,,-476.0,,,,,-753.0,,300.8,-959.3,-706.7,-934.7,,-1087.0,,True,,,,,False,,True,False,False,False,,False
05069,1241,1152.0,,612.0,,,,,819.0,,1249.1,479.4,606.5,0.4,866.9,39.0,-89.0,,-629.0,,,,,-422.0,,8.1,-761.6,-634.5,-1240.6,-374.1,-1202.0,,False,,,,,False,,True,False,False,False,False,False
05071,329,168.0,,208.0,,,,,659.0,,163.9,58.0,35.0,1.6,,151.0,-161.0,,-121.0,,,,,330.0,,-165.1,-271.0,-294.0,-327.4,,-178.0,,True,,,,,False,,False,False,False,False,,False
05073,113,90.0,,67.0,,,,,59.0,,109.9,21.9,21.5,0.0,,35.0,-23.0,,-46.0,,,,,-54.0,,-3.1,-91.1,-91.5,-113.0,,-78.0,,False,,,,,False,,True,False,False,False,,False
05075,443,810.0,,953.0,,,,,267.0,,1356.8,158.7,276.5,176.8,,157.0,367.0,,510.0,,,,,-176.0,,913.8,-284.3,-166.5,-266.2,,-286.0,,False,,,,,True,,False,True,True,True,,True
05077,79,36.0,,0.0,,,,,127.0,,27.4,26.3,8.6,0.1,43.1,17.0,-43.0,,-79.0,,,,,48.0,,-51.6,-52.7,-70.4,-78.9,-35.9,-62.0,,False,,,,,False,,False,False,False,False,True,False
05079,246,420.0,,,,,,,155.0,,153.3,109.4,130.1,0.4,161.1,642.0,174.0,,,,,,,-91.0,,-92.7,-136.6,-115.9,-245.6,-84.9,396.0,,,,,,,True,,True,True,True,False,True,False
05081,227,120.0,,42.0,,,,,127.0,,130.4,55.6,47.8,0.0,,114.0,-107.0,,-185.0,,,,,-100.0,,-96.6,-171.4,-179.2,-227.0,,-113.0,,False,,,,,True,,True,False,False,False,,False
05083,412,264.0,,0.0,,,,,453.0,,421.6,94.4,151.2,0.1,,146.0,-148.0,,-412.0,,,,,41.0,,9.6,-317.6,-260.8,-411.9,,-266.0,,False,,,,,True,,True,False,False,False,,False
05085,1158,684.0,,825.0,,,,,856.0,,801.7,260.2,236.0,1.6,400.3,526.0,-474.0,,-333.0,,,,,-302.0,,-356.3,-897.8,-922.0,-1156.4,-757.7,-632.0,,True,,,,,True,,True,False,False,False,False,False
05087,209,90.0,,86.0,,,,,337.0,,139.4,92.7,8.3,0.2,,33.0,-119.0,,-123.0,,,,,128.0,,-69.6,-116.3,-200.7,-208.8,,-176.0,,False,,,,,False,,True,True,False,False,,False
05089,304,84.0,,84.0,,,,,160.0,,84.8,92.1,29.4,4.7,,123.0,-220.0,,-220.0,,,,,-144.0,,-219.2,-211.9,-274.6,-299.3,,-181.0,,False,,,,,True,,True,True,False,False,,True
05091,977,798.0,,1086.0,,,,,397.0,,802.3,168.8,586.2,343.2,228.4,0.0,-179.0,,109.0,,,,,-580.0,,-174.7,-808.2,-390.8,-633.8,-748.6,-977.0,,True,,,,,False,,True,False,False,False,False,False
05093,1138,1038.0,,958.0,,,,,791.0,,650.2,150.4,1138.4,2.5,639.3,871.0,-100.0,,-180.0,,,,,-347.0,,-487.8,-987.6,0.4,-1135.5,-498.7,-267.0,,False,,,,,False,,False,False,True,False,False,False
05095,108,120.0,,87.0,,,,,122.0,,389.1,18.2,43.3,17.8,,61.0,12.0,,-21.0,,,,,14.0,,281.1,-89.8,-64.7,-90.2,,-47.0,,False,,,,,False,,False,False,False,False,,False
05097,114,36.0,,17.0,,,,,114.0,,34.5,30.1,1.3,0.0,,31.0,-78.0,,-97.0,,,,,0.0,,-79.5,-83.9,-112.7,-114.0,,-83.0,,False,,,,,True,,False,False,False,False,,False
05099,191,96.0,,83.0,,,,,95.0,,118.2,39.5,11.7,0.0,,56.0,-95.0,,-108.0,,,,,-96.0,,-72.8,-151.5,-179.3,-191.0,,-135.0,,False,,,,,False,,True,False,False,False,,False
05101,155,84.0,,0.0,,,,,115.0,,95.8,46.0,16.6,0.0,,28.0,-71.0,,-155.0,,,,,-40.0,,-59.2,-109.0,-138.4,-155.0,,-127.0,,False,,,,,True,,True,False,False,False,,False
05103,401,216.0,,185.0,,,,,215.0,,165.3,78.1,99.9,74.5,,293.0,-185.0,,-216.0,,,,,-186.0,,-235.7,-322.9,-301.1,-326.5,,-108.0,,False,,,,,False,,False,False,False,False,,True
05105,127,54.0,,69.0,,,,,98.0,,211.3,29.9,10.7,0.0,,21.0,-73.0,,-58.0,,,,,-29.0,,84.3,-97.2,-116.3,-127.0,,-106.0,,True,,,,,True,,False,False,False,False,,False
05107,257,408.0,,58.0,,,,,274.0,,476.7,64.6,171.3,118.1,,0.0,151.0,,-199.0,,,,,17.0,,219.7,-192.4,-85.7,-138.9,,-257.0,,False,,,,,True,,False,False,True,True,,False
05109,114,42.0,,14.0,,,,,124.0,,53.0,19.0,2.8,0.0,,31.0,-72.0,,-100.0,,,,,10.0,,-61.0,-95.0,-111.2,-114.0,,-83.0,,False,,,,,True,,True,False,False,False,,False
05111,753,660.0,,204.0,,,,,466.0,,851.2,138.8,179.7,223.2,,127.0,-93.0,,-549.0,,,,,-287.0,,98.2,-614.2,-573.3,-529.8,,-626.0,,False,,,,,False,,False,False,False,False,,False
05113,437,222.0,,138.0,,,,,283.0,,192.9,40.8,73.5,90.4,,84.0,-215.0,,-299.0,,,,,-154.0,,-244.1,-396.2,-363.5,-346.6,,-353.0,,False,,,,,True,,False,False,False,False,,False
05115,1166,876.0,,1390.0,,,,,1280.0,,816.6,249.9,397.6,472.3,539.4,439.0,-290.0,,224.0,,,,,114.0,,-349.4,-916.1,-768.4,-693.7,-626.6,-727.0,,True,,,,,True,,False,False,False,False,False,False
05117,165,90.0,,39.0,,,,,114.0,,125.3,38.0,15.3,0.0,,48.0,-75.0,,-126.0,,,,,-51.0,,-39.7,-127.0,-149.7,-165.0,,-117.0,,False,,,,,True,,True,False,False,False,,False
05119,5499,4164.0,,4514.0,,,,,4124.0,,4055.1,2058.5,3122.8,2490.6,2053.5,3169.0,-1335.0,,-985.0,,,,,-1375.0,,-1443.9,-3440.5,-2376.2,-3008.4,-3445.5,-2330.0,,True,,,,,False,,False,False,False,False,False,False
05121,390,336.0,,166.0,,,,,385.0,,508.5,83.2,143.5,85.3,,80.0,-54.0,,-224.0,,,,,-5.0,,118.5,-306.8,-246.5,-304.7,,-310.0,,False,,,,,True,,False,False,False,False,,False
05123,395,252.0,,357.0,,,,,524.0,,251.2,117.4,28.8,1.2,233.7,0.0,-143.0,,-38.0,,,,,129.0,,-143.8,-277.6,-366.2,-393.8,-161.3,-395.0,,True,,,,,True,,False,False,False,False,False,False
05125,2175,1038.0,,1117.0,,,,,1376.0,,1043.8,552.1,457.9,734.2,548.4,1012.0,-1137.0,,-1058.0,,,,,-799.0,,-1131.2,-1622.9,-1717.1,-1440.8,-1626.6,-1163.0,,True,,,,,True,,True,False,False,False,False,False
05127,227,114.0,,84.0,,,,,160.0,,98.9,44.7,68.7,31.2,,71.0,-113.0,,-143.0,,,,,-67.0,,-128.1,-182.3,-158.3,-195.8,,-156.0,,False,,,,,True,,False,False,False,False,,False
05129,118,66.0,,5.0,,,,,132.0,,71.5,9.4,10.5,0.0,,47.0,-52.0,,-113.0,,,,,14.0,,-46.5,-108.6,-107.5,-118.0,,-71.0,,False,,,,,True,,True,False,False,False,,False
05131,2486,1446.0,,1338.0,,,,,2400.0,,1767.5,418.0,847.1,1087.0,620.0,1651.0,-1040.0,,-1148.0,,,,,-86.0,,-718.5,-2068.0,-1638.9,-1399.0,-1866.0,-835.0,,False,,,,,True,,True,False,False,False,False,True
05133,440,228.0,,8.0,,,,,193.0,,89.2,30.1,63.3,3.5,124.2,0.0,-212.0,,-432.0,,,,,-247.0,,-350.8,-409.9,-376.7,-436.5,-315.8,-440.0,,False,,,,,False,,False,False,False,False,False,False
05135,394,144.0,,151.0,,,,,240.0,,201.8,93.1,28.6,0.0,,152.0,-250.0,,-243.0,,,,,-154.0,,-192.2,-300.9,-365.4,-394.0,,-242.0,,True,,,,,True,,True,False,False,False,,True
05137,85,66.0,,40.0,,,,,205.0,,73.1,29.9,1.2,0.0,,123.0,-19.0,,-45.0,,,,,120.0,,-11.9,-55.1,-83.8,-85.0,,38.0,,False,,,,,False,,True,False,False,False,,False
05139,465,372.0,,525.0,,,,,338.0,,334.0,175.5,110.9,230.8,180.1,264.0,-93.0,,60.0,,,,,-127.0,,-131.0,-289.5,-354.1,-234.2,-284.9,-201.0,,True,,,,,False,,False,False,False,False,False,False
05141,175,90.0,,28.0,,,,,298.0,,71.1,25.5,7.6,0.0,,298.0,-85.0,,-147.0,,,,,123.0,,-103.9,-149.5,-167.4,-175.0,,123.0,,False,,,,,False,,False,False,False,False,,False
05143,4542,2712.0,,3092.0,,,,,3319.0,,2109.8,1389.3,843.5,140.8,1814.9,1298.0,-1830.0,,-1450.0,,,,,-1223.0,,-2432.2,-3152.7,-3698.5,-4401.2,-2727.1,-3244.0,,True,,,,,True,,False,False,False,False,False,False
05145,1735,1038.0,,1088.0,,,,,1613.0,,1764.6,442.4,742.9,466.1,510.8,760.0,-697.0,,-647.0,,,,,-122.0,,29.6,-1292.6,-992.1,-1268.9,-1224.2,-975.0,,True,,,,,True,,True,False,False,False,False,False
05147,115,84.0,,72.0,,,,,100.0,,122.8,25.6,34.5,,,101.0,-31.0,,-43.0,,,,,-15.0,,7.8,-89.4,-80.5,,,-14.0,,False,,,,,True,,True,False,False,,,True
05149,331,138.0,,1.0,,,,,309.0,,64.4,61.6,39.2,0.7,71.2,0.0,-193.0,,-330.0,,,,,-22.0,,-266.6,-269.4,-291.8,-330.3,-259.8,-331.0,,False,,,,,True,,False,False,False,False,False,False
06001,6657,2322.0,,1952.0,,,,,2543.0,,2169.6,3908.2,1640.4,172.6,1847.1,1799.0,-4335.0,,-4705.0,,,,,-4114.0,,-4487.4,-2748.8,-5016.6,-6484.4,-4809.9,-4858.0,,False,,,,,True,,False,True,False,False,False,False
06003,47,0.0,,0.0,,,,,0.0,,2.3,6.7,0.0,,,0.0,-47.0,,-47.0,,,,,-47.0,,-44.7,-40.3,-47.0,,,-47.0,,False,,,,,False,,True,True,True,,,False
06005,273,36.0,,42.0,,,,,66.0,,48.5,38.6,3.6,75.1,,79.0,-237.0,,-231.0,,,,,-207.0,,-224.5,-234.4,-269.4,-197.9,,-194.0,,True,,,,,True,,True,True,False,True,,True
06007,890,288.0,,225.0,,,,,493.0,,340.6,596.8,66.3,521.6,226.6,287.0,-602.0,,-665.0,,,,,-397.0,,-549.4,-293.2,-823.7,-368.4,-663.4,-603.0,,False,,,,,True,,True,True,False,True,False,False
06009,145,18.0,,0.0,,,,,77.0,,29.6,50.1,0.6,77.7,,2.0,-127.0,,-145.0,,,,,-68.0,,-115.4,-94.9,-144.4,-67.3,,-143.0,,False,,,,,True,,True,True,False,True,,False
06011,149,12.0,,0.0,,,,,58.0,,15.1,29.0,0.6,0.2,,6.0,-137.0,,-149.0,,,,,-91.0,,-133.9,-120.0,-148.4,-148.8,,-143.0,,False,,,,,True,,True,True,False,False,,False
06013,5898,2706.0,,2484.0,,,,,1891.0,,2287.2,3251.6,1504.0,136.8,1992.8,1649.0,-3192.0,,-3414.0,,,,,-4007.0,,-3610.8,-2646.4,-4394.0,-5761.2,-3905.2,-4249.0,,False,,,,,False,,False,True,False,False,False,False
06015,140,24.0,,76.0,,,,,1160.0,,125.3,82.4,2.6,45.1,,80.0,-116.0,,-64.0,,,,,1020.0,,-14.7,-57.6,-137.4,-94.9,,-60.0,,True,,,,,False,,True,True,False,True,,True
06017,1040,216.0,,90.0,,,,,292.0,,268.0,408.2,24.4,737.8,146.2,118.0,-824.0,,-950.0,,,,,-748.0,,-772.0,-631.8,-1015.6,-302.2,-893.8,-922.0,,False,,,,,True,,True,True,False,True,False,False
06019,8198,3528.0,,5889.0,,,,,2679.0,,2295.8,1775.4,2434.3,25.4,2106.0,2326.0,-4670.0,,-2309.0,,,,,-5519.0,,-5902.2,-6422.6,-5763.7,-8172.6,-6092.0,-5872.0,,True,,,,,False,,False,False,False,False,False,False
06021,253,78.0,,89.0,,,,,141.0,,100.0,56.3,9.4,0.0,,54.0,-175.0,,-164.0,,,,,-112.0,,-153.0,-196.7,-243.6,-253.0,,-199.0,,True,,,,,True,,True,False,False,False,,False
06023,306,90.0,,42.0,,,,,100.0,,89.2,214.9,10.0,211.8,,73.0,-216.0,,-264.0,,,,,-206.0,,-216.8,-91.1,-296.0,-94.2,,-233.0,,False,,,,,True,,False,True,False,True,,False
06025,3550,1590.0,,1210.0,,,,,228.0,,875.5,496.7,418.9,1.2,1138.6,0.0,-1960.0,,-2340.0,,,,,-3322.0,,-2674.5,-3053.3,-3131.1,-3548.8,-2411.4,-3550.0,,False,,,,,False,,False,False,False,False,False,False
06027,81,60.0,,,,,,,20.0,,167.9,20.5,7.6,22.1,,79.0,-21.0,,,,,,,-61.0,,86.9,-60.5,-73.4,-58.9,,-2.0,,,,,,,False,,False,False,False,False,,True
06029,8042,2730.0,,2732.0,,,,,3081.0,,2086.7,2390.2,1740.7,33.5,4239.4,2317.0,-5312.0,,-5310.0,,,,,-4961.0,,-5955.3,-5651.8,-6301.3,-8008.5,-3802.6,-5725.0,,True,,,,,True,,False,False,False,False,True,False
06031,2947,918.0,,578.0,,,,,808.0,,756.8,333.8,55.3,1.3,264.7,321.0,-2029.0,,-2369.0,,,,,-2139.0,,-2190.2,-2613.2,-2891.7,-2945.7,-2682.3,-2626.0,,False,,,,,False,,False,False,False,False,False,False
06033,252,180.0,,108.0,,,,,185.0,,280.7,99.3,97.6,317.7,,144.0,-72.0,,-144.0,,,,,-67.0,,28.7,-152.7,-154.4,65.7,,-108.0,,False,,,,,True,,True,False,False,True,,False
06035,1017,36.0,,0.0,,,,,55.0,,49.5,78.5,1.2,0.0,,3.0,-981.0,,-1017.0,,,,,-962.0,,-967.5,-938.5,-1015.8,-1017.0,,-1014.0,,False,,,,,True,,True,True,False,False,,False
06037,103089,41826.0,,33035.0,,,,,21182.0,,33301.0,21379.5,27909.8,1610.3,20680.3,49828.0,-61263.0,,-70054.0,,,,,-81907.0,,-69788.0,-81709.5,-75179.2,-101478.7,-82408.7,-53261.0,,False,,,,,False,,False,False,False,False,False,True
06039,1214,528.0,,250.0,,,,,466.0,,385.8,522.1,53.0,1.4,291.9,246.0,-686.0,,-964.0,,,,,-748.0,,-828.2,-691.9,-1161.0,-1212.6,-922.1,-968.0,,False,,,,,False,,False,False,False,False,False,False
06041,773,666.0,,1056.0,,,,,276.0,,514.2,416.4,389.4,18.0,274.3,990.0,-107.0,,283.0,,,,,-497.0,,-258.8,-356.6,-383.6,-755.0,-498.7,217.0,,False,,,,,False,,False,False,False,False,False,False
06043,53,6.0,,0.0,,,,,41.0,,8.9,7.2,6.4,,,5.0,-47.0,,-53.0,,,,,-12.0,,-44.1,-45.8,-46.6,,,-48.0,,False,,,,,True,,True,True,True,,,False
06045,405,270.0,,188.0,,,,,124.0,,215.7,222.7,165.8,484.0,142.8,143.0,-135.0,,-217.0,,,,,-281.0,,-189.3,-182.3,-239.2,79.0,-262.2,-262.0,,False,,,,,False,,False,False,False,True,False,False
06047,2236,990.0,,1402.0,,,,,1056.0,,751.8,732.4,131.1,0.6,626.1,1421.0,-1246.0,,-834.0,,,,,-1180.0,,-1484.2,-1503.6,-2104.9,-2235.4,-1609.9,-815.0,,True,,,,,True,,False,False,False,False,False,True
06049,104,0.0,,0.0,,,,,8.0,,34.3,10.3,0.9,,,0.0,-104.0,,-104.0,,,,,-96.0,,-69.7,-93.7,-103.1,,,-104.0,,False,,,,,True,,True,True,True,,,False
06051,374,18.0,,0.0,,,,,25.0,,38.1,11.7,0.5,0.0,,48.0,-356.0,,-374.0,,,,,-349.0,,-335.9,-362.3,-373.5,-374.0,,-326.0,,False,,,,,True,,True,False,False,False,,True
06053,3848,2136.0,,2662.0,,,,,1024.0,,1419.8,1576.2,1194.0,12.1,1288.1,1506.0,-1712.0,,-1186.0,,,,,-2824.0,,-2428.2,-2271.8,-2654.0,-3835.9,-2559.9,-2342.0,,True,,,,,False,,False,False,False,False,False,False
06055,1133,360.0,,326.0,,,,,299.0,,299.8,533.9,76.7,0.0,239.4,290.0,-773.0,,-807.0,,,,,-834.0,,-833.2,-599.1,-1056.3,-1133.0,-893.6,-843.0,,False,,,,,False,,False,True,False,False,False,False
06057,603,114.0,,88.0,,,,,117.0,,128.9,174.6,30.1,394.3,,257.0,-489.0,,-515.0,,,,,-486.0,,-474.1,-428.4,-572.9,-208.7,,-346.0,,False,,,,,True,,True,True,False,True,,True
06059,25086,6846.0,,7308.0,,,,,3721.0,,5998.2,4793.1,4976.2,298.4,4433.5,6328.0,-18240.0,,-17778.0,,,,,-21365.0,,-19087.8,-20292.9,-20109.8,-24787.6,-20652.5,-18758.0,,True,,,,,False,,False,False,False,False,False,False
06061,2474,780.0,,1199.0,,,,,647.0,,721.1,931.7,222.8,1793.1,549.7,1228.0,-1694.0,,-1275.0,,,,,-1827.0,,-1752.9,-1542.3,-2251.2,-680.9,-1924.3,-1246.0,,True,,,,,False,,False,True,False,True,False,True
06063,161,12.0,,0.0,,,,,19.0,,30.0,22.5,3.0,,,3.0,-149.0,,-161.0,,,,,-142.0,,-131.0,-138.5,-158.0,,,-158.0,,False,,,,,True,,True,True,False,,,False
06065,22490,8760.0,,7149.0,,,,,6461.0,,8063.8,6031.0,4195.0,407.2,4123.3,8016.0,-13730.0,,-15341.0,,,,,-16029.0,,-14426.2,-16459.0,-18295.0,-22082.8,-18366.7,-14474.0,,False,,,,,False,,False,False,False,False,False,False
06067,12438,3258.0,,2224.0,,,,,2817.0,,2964.4,5411.4,2989.6,675.0,1641.8,2146.0,-9180.0,,-10214.0,,,,,-9621.0,,-9473.6,-7026.6,-9448.4,-11763.0,-10796.2,-10292.0,,False,,,,,False,,False,True,False,False,False,False
06069,464,120.0,,46.0,,,,,172.0,,108.7,55.1,25.5,0.4,124.3,62.0,-344.0,,-418.0,,,,,-292.0,,-355.3,-408.9,-438.5,-463.6,-339.7,-402.0,,False,,,,,True,,False,False,False,False,True,False
06071,32562,10608.0,,12815.0,,,,,6992.0,,9747.2,6211.4,6267.0,361.8,7134.2,11839.0,-21954.0,,-19747.0,,,,,-25570.0,,-22814.8,-26350.6,-26295.0,-32200.2,-25427.8,-20723.0,,True,,,,,False,,False,False,False,False,False,True
06073,28036,11034.0,,7774.0,,,,,3459.0,,11044.4,7247.4,6534.3,744.5,5579.4,11753.0,-17002.0,,-20262.0,,,,,-24577.0,,-16991.6,-20788.6,-21501.7,-27291.5,-22456.6,-16283.0,,False,,,,,False,,True,False,False,False,False,True
06075,3537,1320.0,,2578.0,,,,,752.0,,987.2,3023.6,480.6,0.0,1016.1,765.0,-2217.0,,-959.0,,,,,-2785.0,,-2549.8,-513.4,-3056.4,-3537.0,-2520.9,-2772.0,,True,,,,,False,,False,True,False,False,False,False
