,actual_cases,COVIDhub-baseline,BPagano-RtDriven,CEID-Walk,CMU-TimeSeries,COVIDhub-ensemble,CU-select,Columbia_UNC-SurvCon,CovidAnalytics-DELPHI,DDS-NBDS,Google_Harvard-CPF,IBF-TimeSeries,IQVIA_ACOE-STAN,IowaStateLW-STEM,JCB-PRM,JHUAPL-Bucky,JHU_CSSE-DECOM,JHU_IDD-CovidSP,JHU_UNC_GAS-StatMechPool,Karlen-pypm,LANL-GrowthRate,LNQ-ens1,MSRA-DeepST,OliverWyman-Navigator,PandemicCentral-USCounty,QJHong-Encounter,RobertWalraven-ESG,TTU-squider,UCF-AEM,UCLA-SuEIR,UChicagoCHATTOPADHYAY-UnIT,UMass-MechBayes,UMich-RidgeTfReg,USACE-ERDC_SEIR,USC-SI_kJalpha,UVA-Ensemble,error-COVIDhub-baseline,error-BPagano-RtDriven,error-CEID-Walk,error-CMU-TimeSeries,error-COVIDhub-ensemble,error-CU-select,error-Columbia_UNC-SurvCon,error-CovidAnalytics-DELPHI,error-DDS-NBDS,error-Google_Harvard-CPF,error-IBF-TimeSeries,error-IQVIA_ACOE-STAN,error-IowaStateLW-STEM,error-JCB-PRM,error-JHUAPL-Bucky,error-JHU_CSSE-DECOM,error-JHU_IDD-CovidSP,error-JHU_UNC_GAS-StatMechPool,error-Karlen-pypm,error-LANL-GrowthRate,error-LNQ-ens1,error-MSRA-DeepST,error-OliverWyman-Navigator,error-PandemicCentral-USCounty,error-QJHong-Encounter,error-RobertWalraven-ESG,error-TTU-squider,error-UCF-AEM,error-UCLA-SuEIR,error-UChicagoCHATTOPADHYAY-UnIT,error-UMass-MechBayes,error-UMich-RidgeTfReg,error-USACE-ERDC_SEIR,error-USC-SI_kJalpha,error-UVA-Ensemble,beat_baseline-BPagano-RtDriven,beat_baseline-CEID-Walk,beat_baseline-CMU-TimeSeries,beat_baseline-COVIDhub-ensemble,beat_baseline-CU-select,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-DDS-NBDS,beat_baseline-Google_Harvard-CPF,beat_baseline-IBF-TimeSeries,beat_baseline-IQVIA_ACOE-STAN,beat_baseline-IowaStateLW-STEM,beat_baseline-JCB-PRM,beat_baseline-JHUAPL-Bucky,beat_baseline-JHU_CSSE-DECOM,beat_baseline-JHU_IDD-CovidSP,beat_baseline-JHU_UNC_GAS-StatMechPool,beat_baseline-Karlen-pypm,beat_baseline-LANL-GrowthRate,beat_baseline-LNQ-ens1,beat_baseline-MSRA-DeepST,beat_baseline-OliverWyman-Navigator,beat_baseline-PandemicCentral-USCounty,beat_baseline-QJHong-Encounter,beat_baseline-RobertWalraven-ESG,beat_baseline-TTU-squider,beat_baseline-UCF-AEM,beat_baseline-UCLA-SuEIR,beat_baseline-UChicagoCHATTOPADHYAY-UnIT,beat_baseline-UMass-MechBayes,beat_baseline-UMich-RidgeTfReg,beat_baseline-USACE-ERDC_SEIR,beat_baseline-USC-SI_kJalpha,beat_baseline-UVA-Ensemble
48343,25,14.0,,15.8,,14.0,21.0,,,,9.8,,,42.0,,12.1,,12.7,,,5.0,15.5,,16.0,10.0,,,,,,55.2,,,,,11.8,-11.0,,-9.2,,-11.0,-4.0,,,,-15.2,,,17.0,,-12.9,,-12.3,,,-20.0,-9.5,,-9.0,-15.0,,,,,,30.2,,,,,-13.2,,True,,False,True,,,,False,,,False,,False,,False,,,False,True,,True,False,,,,,,False,,,,,False
48345,1,0.0,,0.0,,0.0,0.0,,,,2.1,,,19.0,,0.8,,0.9,,,2.0,0.4,,2.0,0.0,,,,,,8.6,,,,,3.1,-1.0,,-1.0,,-1.0,-1.0,,,,1.1,,,18.0,,-0.2,,-0.1,,,1.0,-0.6,,1.0,-1.0,,,,,,7.6,,,,,2.1,,False,,False,False,,,,False,,,False,,True,,True,,,False,True,,False,False,,,,,,False,,,,,False
48347,95,40.0,,40.3,,36.0,33.0,,,,57.9,,,315.0,,24.8,,95.7,71.0,,54.0,107.1,,,42.0,,,,,31.8,159.3,,,,,76.7,-55.0,,-54.7,,-59.0,-62.0,,,,-37.1,,,220.0,,-70.2,,0.7,-24.0,,-41.0,12.1,,,-53.0,,,,,-63.2,64.3,,,,,-18.3,,True,,False,False,,,,True,,,False,,False,,True,True,,True,True,,,True,,,,,False,False,,,,,True
48349,228,170.0,,176.0,,176.0,179.0,,,,117.8,,,283.0,,262.6,,178.2,199.0,,95.0,124.5,,189.0,19.0,,,,,150.4,232.6,,,,,176.1,-58.0,,-52.0,,-52.0,-49.0,,,,-110.2,,,55.0,,34.6,,-49.8,-29.0,,-133.0,-103.5,,-39.0,-209.0,,,,,-77.6,4.6,,,,,-51.9,,True,,True,True,,,,False,,,True,,True,,True,True,,False,False,,True,False,,,,,False,True,,,,,True
48351,7,4.0,,4.0,,3.0,0.0,,,,4.5,,,47.0,,0.0,,13.7,,,2.0,3.1,,,19.0,,,,,,10.1,,,,,3.9,-3.0,,-3.0,,-4.0,-7.0,,,,-2.5,,,40.0,,-7.0,,6.7,,,-5.0,-3.9,,,12.0,,,,,,3.1,,,,,-3.1,,True,,False,False,,,,True,,,False,,False,,False,,,False,False,,,False,,,,,,False,,,,,False
48353,167,152.0,,139.0,,124.0,140.0,,,,80.5,,,186.0,,98.0,,110.0,,,91.0,113.4,,172.0,16.0,,,,,,308.6,,,,,138.0,-15.0,,-28.0,,-43.0,-27.0,,,,-86.5,,,19.0,,-69.0,,-57.0,,,-76.0,-53.6,,5.0,-151.0,,,,,,141.6,,,,,-29.0,,False,,False,False,,,,False,,,False,,False,,False,,,False,False,,True,False,,,,,,False,,,,,False
48355,1797,990.0,,974.4,355.0,950.0,958.0,,,,737.8,,,503.0,,2176.2,,464.5,922.0,,975.0,1127.8,,1196.0,173.0,,,,,737.3,1998.8,1943.0,,,,937.4,-807.0,,-822.6,-1442.0,-847.0,-839.0,,,,-1059.2,,,-1294.0,,379.2,,-1332.5,-875.0,,-822.0,-669.2,,-601.0,-1624.0,,,,,-1059.7,201.8,146.0,,,,-859.6,,False,False,False,False,,,,False,,,False,,True,,False,False,,False,True,,True,False,,,,,False,True,True,,,,False
48357,166,196.0,,194.2,,102.0,102.0,,,,210.5,,,159.0,,7.6,,42.7,,,76.0,69.0,,210.0,223.0,,,,,,355.6,,,,,213.7,30.0,,28.2,,-64.0,-64.0,,,,44.5,,,-7.0,,-158.4,,-123.3,,,-90.0,-97.0,,44.0,57.0,,,,,,189.6,,,,,47.7,,True,,False,False,,,,False,,,True,,False,,False,,,False,False,,False,False,,,,,,False,,,,,False
48359,11,0.0,,0.6,,1.0,0.0,,,,1.4,,,18.0,,4.8,,0.5,,,2.0,1.0,,4.0,0.0,,,,,,27.0,,,,,5.5,-11.0,,-10.4,,-10.0,-11.0,,,,-9.6,,,7.0,,-6.2,,-10.5,,,-9.0,-10.0,,-7.0,-11.0,,,,,,16.0,,,,,-5.5,,True,,True,False,,,,True,,,True,,True,,True,,,True,True,,True,False,,,,,,False,,,,,True
48361,146,120.0,,133.1,,122.0,131.0,,,,127.8,,,309.0,,27.4,,128.3,151.5,,122.0,88.1,,122.0,332.0,,,,,79.3,406.8,,,,,136.0,-26.0,,-12.9,,-24.0,-15.0,,,,-18.2,,,163.0,,-118.6,,-17.7,5.5,,-24.0,-57.9,,-24.0,186.0,,,,,-66.7,260.8,,,,,-10.0,,True,,True,True,,,,True,,,False,,False,,True,True,,True,False,,True,False,,,,,False,False,,,,,True
48363,209,90.0,,85.9,,82.0,82.0,,,,61.2,,,234.0,,43.2,,54.1,,,50.0,66.4,,66.0,34.0,,,,,,212.5,,,,,87.6,-119.0,,-123.1,,-127.0,-127.0,,,,-147.8,,,25.0,,-165.8,,-154.9,,,-159.0,-142.6,,-143.0,-175.0,,,,,,3.5,,,,,-121.4,,False,,False,False,,,,False,,,True,,False,,False,,,False,False,,False,False,,,,,,True,,,,,False
48365,26,32.0,,34.1,,32.0,28.0,,,,18.6,,,119.0,,23.7,,43.7,,,27.0,33.4,,30.0,26.0,,,,,,66.6,,,,,47.6,6.0,,8.1,,6.0,2.0,,,,-7.4,,,93.0,,-2.3,,17.7,,,1.0,7.4,,4.0,0.0,,,,,,40.6,,,,,21.6,,False,,False,True,,,,False,,,False,,True,,False,,,True,False,,True,True,,,,,,False,,,,,False
48367,853,714.0,,690.9,,619.0,1294.0,,,,402.9,,,872.0,,788.3,,683.4,417.0,,297.0,535.5,,746.0,158.0,,,,,506.2,763.6,438.0,,,,678.9,-139.0,,-162.1,,-234.0,441.0,,,,-450.1,,,19.0,,-64.7,,-169.6,-436.0,,-556.0,-317.5,,-107.0,-695.0,,,,,-346.8,-89.4,-415.0,,,,-174.1,,False,,False,False,,,,False,,,True,,True,,False,False,,False,False,,True,False,,,,,False,True,False,,,,False
48369,52,42.0,,49.2,,37.0,20.0,,,,33.2,,,177.0,,22.2,,51.2,,,30.0,40.8,,30.0,12.0,,,,,,116.7,,,,,49.8,-10.0,,-2.8,,-15.0,-32.0,,,,-18.8,,,125.0,,-29.8,,-0.8,,,-22.0,-11.2,,-22.0,-40.0,,,,,,64.7,,,,,-2.2,,True,,False,False,,,,False,,,False,,False,,True,,,False,False,,False,False,,,,,,False,,,,,True
48371,187,92.0,,92.4,,78.0,0.0,,,,60.5,,,440.0,,43.1,,68.2,,,78.0,75.7,,97.0,18.0,,,,,,164.5,,,,,102.4,-95.0,,-94.6,,-109.0,-187.0,,,,-126.5,,,253.0,,-143.9,,-118.8,,,-109.0,-111.3,,-90.0,-169.0,,,,,,-22.5,,,,,-84.6,,True,,False,False,,,,False,,,False,,False,,False,,,False,False,,True,False,,,,,,True,,,,,True
48373,18,96.0,,94.2,,82.0,49.0,,,,45.3,,,206.0,,516.7,,92.0,72.5,,25.0,40.0,,96.0,14.0,,,,,,118.6,,,,,87.2,78.0,,76.2,,64.0,31.0,,,,27.3,,,188.0,,498.7,,74.0,54.5,,7.0,22.0,,78.0,-4.0,,,,,,100.6,,,,,69.2,,True,,True,True,,,,True,,,False,,False,,True,True,,True,True,,False,True,,,,,,False,,,,,True
48375,1950,1930.0,,1901.4,,1763.0,1339.0,,,,2323.1,,,3137.0,,1594.5,,1450.6,1692.0,,2133.0,1813.4,,1478.0,703.0,,,,,1687.8,2462.7,,,,,2281.3,-20.0,,-48.6,,-187.0,-611.0,,,,373.1,,,1187.0,,-355.5,,-499.4,-258.0,,183.0,-136.6,,-472.0,-1247.0,,,,,-262.2,512.7,,,,,331.3,,False,,False,False,,,,False,,,False,,False,,False,False,,False,False,,False,False,,,,,False,False,,,,,False
48377,245,32.0,,35.1,,30.0,,,,,19.3,,,244.0,,4.6,,30.7,,,14.0,28.5,,36.0,18.0,,,,,,46.2,,,,,46.7,-213.0,,-209.9,,-215.0,,,,,-225.7,,,-1.0,,-240.4,,-214.3,,,-231.0,-216.5,,-209.0,-227.0,,,,,,-198.8,,,,,-198.3,,True,,False,,,,,False,,,True,,False,,False,,,False,False,,True,False,,,,,,True,,,,,True
48379,40,42.0,,40.9,,39.0,54.0,,,,11.4,,,36.0,,57.6,,40.6,,,28.0,32.6,,34.0,30.0,,,,,,57.0,,,,,41.5,2.0,,0.9,,-1.0,14.0,,,,-28.6,,,-4.0,,17.6,,0.6,,,-12.0,-7.4,,-6.0,-10.0,,,,,,17.0,,,,,1.5,,True,,True,False,,,,False,,,False,,False,,True,,,False,False,,False,False,,,,,,False,,,,,True
48381,2360,2266.0,,2205.4,,2291.0,2762.0,,,,3545.9,,,2324.0,,1032.1,,1814.2,2283.0,,2430.0,2190.4,,2985.0,81.0,,,,,1904.1,3406.6,2546.0,,,,2064.8,-94.0,,-154.6,,-69.0,402.0,,,,1185.9,,,-36.0,,-1327.9,,-545.8,-77.0,,70.0,-169.6,,625.0,-2279.0,,,,,-455.9,1046.6,186.0,,,,-295.2,,False,,True,False,,,,False,,,True,,False,,False,True,,True,False,,False,False,,,,,False,False,False,,,,False
48383,103,38.0,,39.1,,31.0,14.0,,,,18.6,,,44.0,,323.6,,16.5,,,11.0,25.7,,,6.0,,,,,,156.9,,,,,30.3,-65.0,,-63.9,,-72.0,-89.0,,,,-84.4,,,-59.0,,220.6,,-86.5,,,-92.0,-77.3,,,-97.0,,,,,,53.9,,,,,-72.7,,True,,False,False,,,,False,,,True,,False,,False,,,False,False,,,False,,,,,,True,,,,,False
48385,3,4.0,,0.5,,2.0,0.0,,,,3.0,,,13.0,,1.9,,5.2,,,3.0,0.9,,,27.0,,,,,,13.3,,,,,4.5,1.0,,-2.5,,-1.0,-3.0,,,,0.0,,,10.0,,-1.1,,2.2,,,0.0,-2.1,,,24.0,,,,,,10.3,,,,,1.5,,False,,False,False,,,,True,,,False,,False,,False,,,True,False,,,False,,,,,,False,,,,,False
48387,13,6.0,,9.0,,6.0,2.0,,,,5.5,,,40.0,,2.7,,14.1,,,15.0,6.3,,11.0,8.0,,,,,,24.4,,,,,10.1,-7.0,,-4.0,,-7.0,-11.0,,,,-7.5,,,27.0,,-10.3,,1.1,,,2.0,-6.7,,-2.0,-5.0,,,,,,11.4,,,,,-2.9,,True,,False,False,,,,False,,,False,,False,,True,,,True,True,,True,True,,,,,,False,,,,,True
48389,329,88.0,,95.2,,80.0,1.0,,,,47.5,,,392.0,,134.5,,94.0,,,42.0,66.8,,99.0,137.0,,,,,,239.2,,,,,81.1,-241.0,,-233.8,,-249.0,-328.0,,,,-281.5,,,63.0,,-194.5,,-235.0,,,-287.0,-262.2,,-230.0,-192.0,,,,,,-89.8,,,,,-247.9,,True,,False,False,,,,False,,,True,,True,,True,,,False,False,,True,True,,,,,,True,,,,,False
48391,23,2.0,,1.8,,2.0,0.0,,,,8.2,,,10.0,,0.0,,3.8,,,13.0,15.9,,,4.0,,,,,,43.9,,,,,5.2,-21.0,,-21.2,,-21.0,-23.0,,,,-14.8,,,-13.0,,-23.0,,-19.2,,,-10.0,-7.1,,,-19.0,,,,,,20.9,,,,,-17.8,,False,,False,False,,,,True,,,True,,False,,True,,,True,True,,,True,,,,,,True,,,,,True
48393,10,8.0,,7.8,,6.0,0.0,,,,4.8,,,13.0,,114.4,,0.2,,,2.0,2.3,,5.0,20.0,,,,,,29.9,,,,,5.9,-2.0,,-2.2,,-4.0,-10.0,,,,-5.2,,,3.0,,104.4,,-9.8,,,-8.0,-7.7,,-5.0,10.0,,,,,,19.9,,,,,-4.1,,False,,False,False,,,,False,,,False,,False,,False,,,False,False,,False,False,,,,,,False,,,,,False
48395,53,16.0,,8.4,,13.0,13.0,,,,29.1,,,62.0,,8.3,,30.5,,,0.0,16.2,,22.0,20.0,,,,,,37.2,,,,,25.4,-37.0,,-44.6,,-40.0,-40.0,,,,-23.9,,,9.0,,-44.7,,-22.5,,,-53.0,-36.8,,-31.0,-33.0,,,,,,-15.8,,,,,-27.6,,False,,False,False,,,,True,,,True,,False,,True,,,False,True,,True,True,,,,,,True,,,,,True
48397,592,500.0,,526.1,,383.0,887.0,,,,240.7,,,457.0,,288.9,,474.5,331.5,,174.0,330.7,,535.0,116.0,,,,,353.5,1006.2,,,,,532.7,-92.0,,-65.9,,-209.0,295.0,,,,-351.3,,,-135.0,,-303.1,,-117.5,-260.5,,-418.0,-261.3,,-57.0,-476.0,,,,,-238.5,414.2,,,,,-59.3,,True,,False,False,,,,False,,,False,,False,,False,False,,False,False,,True,False,,,,,False,False,,,,,True
48399,34,22.0,,21.3,,18.0,0.0,,,,17.5,,,106.0,,14.8,,25.4,,,15.0,18.3,,23.0,12.0,,,,,,88.9,,,,,28.4,-12.0,,-12.7,,-16.0,-34.0,,,,-16.5,,,72.0,,-19.2,,-8.6,,,-19.0,-15.7,,-11.0,-22.0,,,,,,54.9,,,,,-5.6,,False,,False,False,,,,False,,,False,,False,,True,,,False,False,,True,False,,,,,,False,,,,,True
48401,121,62.0,,70.4,,62.0,36.0,,,,46.0,,,317.0,,21.2,,79.2,62.0,,48.0,103.9,,136.0,140.0,,,,,63.7,102.4,,,,,79.1,-59.0,,-50.6,,-59.0,-85.0,,,,-75.0,,,196.0,,-99.8,,-41.8,-59.0,,-73.0,-17.1,,15.0,19.0,,,,,-57.3,-18.6,,,,,-41.9,,True,,False,False,,,,False,,,False,,False,,True,False,,False,True,,True,True,,,,,True,True,,,,,True
48403,9,8.0,,7.8,,8.0,14.0,,,,4.8,,,33.0,,0.8,,13.1,,,15.0,20.0,,,12.0,,,,,,13.1,,,,,5.3,-1.0,,-1.2,,-1.0,5.0,,,,-4.2,,,24.0,,-8.2,,4.1,,,6.0,11.0,,,3.0,,,,,,4.1,,,,,-3.7,,False,,False,False,,,,False,,,False,,False,,False,,,False,False,,,False,,,,,,False,,,,,False
48405,20,38.0,,38.3,,33.0,9.0,,,,8.6,,,33.0,,1700.5,,7.0,,,11.0,14.7,,22.0,9.0,,,,,,32.0,,,,,51.2,18.0,,18.3,,13.0,-11.0,,,,-11.4,,,13.0,,1680.5,,-13.0,,,-9.0,-5.3,,2.0,-11.0,,,,,,12.0,,,,,31.2,,False,,True,True,,,,True,,,True,,False,,True,,,True,True,,True,True,,,,,,True,,,,,False
48407,9,6.0,,5.2,,5.0,0.0,,,,5.9,,,68.0,,2.1,,8.3,,,9.0,11.2,,11.0,43.0,,,,,,10.7,,,,,6.8,-3.0,,-3.8,,-4.0,-9.0,,,,-3.1,,,59.0,,-6.9,,-0.7,,,0.0,2.2,,2.0,34.0,,,,,,1.7,,,,,-2.2,,False,,False,False,,,,False,,,False,,False,,True,,,True,True,,True,False,,,,,,True,,,,,True
48409,253,0.0,,0.9,,27.0,27.0,,,,44.0,,,65.0,,79.0,,38.2,57.0,,38.0,8.1,,38.0,39.0,,,,,4.3,331.7,,,,,61.4,-253.0,,-252.1,,-226.0,-226.0,,,,-209.0,,,-188.0,,-174.0,,-214.8,-196.0,,-215.0,-244.9,,-215.0,-214.0,,,,,-248.7,78.7,,,,,-191.6,,True,,True,True,,,,True,,,True,,True,,True,True,,True,True,,True,True,,,,,True,True,,,,,True
48411,36,24.0,,15.8,,18.0,25.0,,,,27.6,,,39.0,,1.1,,33.8,,,7.0,27.1,,27.0,988.0,,,,,,65.1,,,,,14.9,-12.0,,-20.2,,-18.0,-11.0,,,,-8.4,,,3.0,,-34.9,,-2.2,,,-29.0,-8.9,,-9.0,952.0,,,,,,29.1,,,,,-21.1,,False,,False,True,,,,True,,,True,,False,,True,,,False,True,,True,False,,,,,,False,,,,,False
48413,58,28.0,,28.2,,18.0,0.0,,,,10.6,,,18.0,,1266.8,,5.2,,,5.0,14.9,,,2.0,,,,,,30.5,,,,,98.9,-30.0,,-29.8,,-40.0,-58.0,,,,-47.4,,,-40.0,,1208.8,,-52.8,,,-53.0,-43.1,,,-56.0,,,,,,-27.5,,,,,40.9,,True,,False,False,,,,False,,,False,,False,,False,,,False,False,,,False,,,,,,True,,,,,False
48415,250,166.0,,162.0,,132.0,140.0,,,,92.5,,,318.0,,76.3,,117.6,,,105.0,117.5,,132.0,20.0,,,,,106.0,377.2,,,,,227.7,-84.0,,-88.0,,-118.0,-110.0,,,,-157.5,,,68.0,,-173.7,,-132.4,,,-145.0,-132.5,,-118.0,-230.0,,,,,-144.0,127.2,,,,,-22.3,,False,,False,False,,,,False,,,True,,False,,False,,,False,False,,False,False,,,,,False,False,,,,,True
48417,6,8.0,,9.4,,7.0,0.0,,,,6.3,,,17.0,,13.5,,3.1,,,6.0,3.0,,7.0,4.0,,,,,,19.3,,,,,6.6,2.0,,3.4,,1.0,-6.0,,,,0.3,,,11.0,,7.5,,-2.9,,,0.0,-3.0,,1.0,-2.0,,,,,,13.3,,,,,0.6,,False,,True,False,,,,True,,,False,,False,,False,,,True,False,,True,False,,,,,,False,,,,,True
48419,17,40.0,,39.7,,36.0,25.0,,,,22.4,,,112.0,,9.0,,30.2,,,21.0,36.7,,52.0,18.0,,,,,,78.4,,,,,36.1,23.0,,22.7,,19.0,8.0,,,,5.4,,,95.0,,-8.0,,13.2,,,4.0,19.7,,35.0,1.0,,,,,,61.4,,,,,19.1,,True,,True,True,,,,True,,,False,,True,,True,,,True,True,,False,True,,,,,,False,,,,,True
48421,5,8.0,,7.9,,6.0,0.0,,,,7.6,,,25.0,,0.4,,0.8,,,6.0,4.6,,8.0,2.0,,,,,,30.1,,,,,6.1,3.0,,2.9,,1.0,-5.0,,,,2.6,,,20.0,,-4.6,,-4.2,,,1.0,-0.4,,3.0,-3.0,,,,,,25.1,,,,,1.1,,True,,True,False,,,,True,,,False,,False,,False,,,True,True,,False,False,,,,,,False,,,,,True
48423,717,734.0,,723.6,,701.0,1307.0,,,,544.9,,,1130.0,,407.9,,506.7,1241.5,,336.0,645.6,,959.0,730.0,,,,,502.8,893.3,752.0,,,,700.0,17.0,,6.6,,-16.0,590.0,,,,-172.1,,,413.0,,-309.1,,-210.3,524.5,,-381.0,-71.4,,242.0,13.0,,,,,-214.2,176.3,35.0,,,,-17.0,,True,,True,False,,,,False,,,False,,False,,False,False,,False,False,,False,True,,,,,False,False,False,,,,False
48425,50,68.0,,63.4,,43.0,7.0,,,,31.4,,,43.0,,50.0,,80.2,,,17.0,39.9,,,32.0,,,,,,82.5,,,,,136.8,18.0,,13.4,,-7.0,-43.0,,,,-18.6,,,-7.0,,-0.0,,30.2,,,-33.0,-10.1,,,-18.0,,,,,,32.5,,,,,86.8,,True,,True,False,,,,False,,,True,,True,,False,,,False,True,,,False,,,,,,False,,,,,False
48427,287,190.0,,203.6,,192.0,139.0,,,,186.9,,,397.0,,364.6,,196.8,142.5,,208.0,177.4,,229.0,74.0,,,,,194.8,353.3,,,,,200.8,-97.0,,-83.4,,-95.0,-148.0,,,,-100.1,,,110.0,,77.6,,-90.2,-144.5,,-79.0,-109.6,,-58.0,-213.0,,,,,-92.2,66.3,,,,,-86.2,,True,,True,False,,,,False,,,False,,True,,True,False,,True,False,,True,False,,,,,True,True,,,,,True
48429,109,84.0,,86.3,,76.0,0.0,,,,29.1,,,94.0,,747.1,,41.0,,,24.0,48.0,,79.0,10.0,,,,,,218.4,,,,,75.8,-25.0,,-22.7,,-33.0,-109.0,,,,-79.9,,,-15.0,,638.1,,-68.0,,,-85.0,-61.0,,-30.0,-99.0,,,,,,109.4,,,,,-33.2,,True,,False,False,,,,False,,,True,,False,,False,,,False,False,,False,False,,,,,,False,,,,,False
48431,11,6.0,,3.2,,4.0,0.0,,,,6.2,,,20.0,,0.0,,7.6,,,7.0,3.1,,5.0,9.0,,,,,,26.1,,,,,3.8,-5.0,,-7.8,,-7.0,-11.0,,,,-4.8,,,9.0,,-11.0,,-3.4,,,-4.0,-7.9,,-6.0,-2.0,,,,,,15.1,,,,,-7.2,,False,,False,False,,,,True,,,False,,False,,True,,,True,False,,False,True,,,,,,False,,,,,False
48433,1,6.0,,6.8,,5.0,0.0,,,,4.2,,,14.0,,7.6,,1.7,,,2.0,1.9,,,2.0,,,,,,17.1,,,,,6.4,5.0,,5.8,,4.0,-1.0,,,,3.2,,,13.0,,6.6,,0.7,,,1.0,0.9,,,1.0,,,,,,16.1,,,,,5.4,,False,,True,True,,,,True,,,False,,False,,True,,,True,True,,,True,,,,,,False,,,,,False
48435,72,44.0,,45.1,,30.0,0.0,,,,26.7,,,26.0,,121.5,,39.1,,,19.0,29.6,,52.0,4.0,,,,,,120.5,,,,,48.1,-28.0,,-26.9,,-42.0,-72.0,,,,-45.3,,,-46.0,,49.5,,-32.9,,,-53.0,-42.4,,-20.0,-68.0,,,,,,48.5,,,,,-23.9,,True,,False,False,,,,False,,,False,,False,,False,,,False,False,,True,False,,,,,,False,,,,,True
48437,68,34.0,,35.8,,33.0,0.0,,,,24.5,,,101.0,,38.7,,20.1,,,28.0,28.4,,66.0,94.0,,,,,,107.4,,,,,49.5,-34.0,,-32.2,,-35.0,-68.0,,,,-43.5,,,33.0,,-29.3,,-47.9,,,-40.0,-39.6,,-2.0,26.0,,,,,,39.4,,,,,-18.5,,True,,False,False,,,,False,,,True,,True,,False,,,False,False,,True,True,,,,,,False,,,,,True
48439,15497,14624.0,,14731.5,12646.5,15060.0,16040.0,,,,16410.7,,,12470.0,,16968.4,,11973.8,14504.0,,15952.0,21115.4,,21184.0,5414.0,,,,,10127.0,17748.2,17344.0,,,,17034.9,-873.0,,-765.5,-2850.5,-437.0,543.0,,,,913.7,,,-3027.0,,1471.4,,-3523.2,-993.0,,455.0,5618.4,,5687.0,-10083.0,,,,,-5370.0,2251.2,1847.0,,,,1537.9,,True,False,True,True,,,,False,,,False,,False,,False,False,,True,False,,False,False,,,,,False,False,False,,,,False
48441,665,426.0,,439.2,,446.0,222.0,,,,503.1,,,1612.0,,145.3,,683.6,1093.5,,447.0,560.0,,861.0,109.0,,,,,254.2,1268.4,543.0,,,,681.9,-239.0,,-225.8,,-219.0,-443.0,,,,-161.9,,,947.0,,-519.7,,18.6,428.5,,-218.0,-105.0,,196.0,-556.0,,,,,-410.8,603.4,-122.0,,,,16.9,,True,,True,False,,,,True,,,False,,False,,True,False,,True,True,,True,False,,,,,False,False,True,,,,True
48443,15,2.0,,1.4,,2.0,0.0,,,,1.8,,,18.0,,2.8,,5.6,,,,0.9,,,0.0,,,,,,3.1,,,,,2.2,-13.0,,-13.6,,-13.0,-15.0,,,,-13.2,,,3.0,,-12.2,,-9.4,,,,-14.1,,,-15.0,,,,,,-11.9,,,,,-12.8,,False,,False,False,,,,False,,,True,,True,,True,,,,False,,,False,,,,,,True,,,,,True
48445,158,108.0,,98.6,,120.0,144.0,,,,59.5,,,301.0,,45.0,,53.0,,,96.0,165.9,,172.0,524.0,,,,,,176.5,,,,,168.9,-50.0,,-59.4,,-38.0,-14.0,,,,-98.5,,,143.0,,-113.0,,-105.0,,,-62.0,7.9,,14.0,366.0,,,,,,18.5,,,,,10.9,,False,,True,True,,,,False,,,False,,False,,False,,,False,True,,True,False,,,,,,True,,,,,True
48447,3,0.0,,0.1,,0.0,0.0,,,,1.1,,,19.0,,0.0,,1.9,,,2.0,0.4,,1.0,2.0,,,,,,17.4,,,,,1.9,-3.0,,-2.9,,-3.0,-3.0,,,,-1.9,,,16.0,,-3.0,,-1.1,,,-1.0,-2.6,,-2.0,-1.0,,,,,,14.4,,,,,-1.1,,True,,False,False,,,,True,,,False,,False,,True,,,True,True,,True,True,,,,,,False,,,,,True
48449,113,0.0,,22.2,,14.0,12.0,,,,32.3,,,215.0,,10.1,,69.8,77.5,,24.0,7.5,,30.0,63.0,,,,,2.4,59.8,,,,,33.4,-113.0,,-90.8,,-99.0,-101.0,,,,-80.7,,,102.0,,-102.9,,-43.2,-35.5,,-89.0,-105.5,,-83.0,-50.0,,,,,-110.6,-53.2,,,,,-79.6,,True,,True,True,,,,True,,,True,,True,,True,True,,True,True,,True,True,,,,,True,True,,,,,True
48451,2009,2490.0,,2559.8,,2555.0,2053.0,,,,2296.2,,,1747.0,,8388.4,,434.8,2699.5,,3543.5,2466.9,,2866.0,608.0,,,,,1662.3,3389.7,,,,,4428.9,481.0,,550.8,,546.0,44.0,,,,287.2,,,-262.0,,6379.4,,-1574.2,690.5,,1534.5,457.9,,857.0,-1401.0,,,,,-346.7,1380.7,,,,,2419.9,,False,,False,True,,,,True,,,True,,False,,False,False,,False,True,,False,False,,,,,True,False,,,,,False
48453,3394,2976.0,,2935.5,3757.9,3497.0,3935.0,,,,4009.6,,,4770.0,,3901.3,,2977.2,2475.5,,3463.5,3827.8,,3608.0,883.0,,,,,2117.2,5946.2,3615.0,,,,3337.3,-418.0,,-458.5,363.9,103.0,541.0,,,,615.6,,,1376.0,,507.3,,-416.8,-918.5,,69.5,433.8,,214.0,-2511.0,,,,,-1276.8,2552.2,221.0,,,,-56.7,,False,True,True,False,,,,False,,,False,,False,,True,False,,True,False,,True,False,,,,,False,False,True,,,,True
