,actual_cases,COVIDhub-baseline,BPagano-RtDriven,CEID-Walk,CMU-TimeSeries,COVIDhub-ensemble,CU-select,Columbia_UNC-SurvCon,Covid19Sim-Simulator,CovidAnalytics-DELPHI,DDS-NBDS,Google_Harvard-CPF,IBF-TimeSeries,IowaStateLW-STEM,JCB-PRM,JHUAPL-Bucky,JHU_CSSE-DECOM,JHU_UNC_GAS-StatMechPool,Karlen-pypm,LANL-GrowthRate,LNQ-ens1,MSRA-DeepST,OliverWyman-Navigator,QJHong-Encounter,RobertWalraven-ESG,TTU-squider,UCLA-SuEIR,UMass-MechBayes,UMich-RidgeTfReg,USC-SI_kJalpha,USC-SI_kJalpha_RF,UVA-Ensemble,error-COVIDhub-baseline,error-BPagano-RtDriven,error-CEID-Walk,error-CMU-TimeSeries,error-COVIDhub-ensemble,error-CU-select,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-CovidAnalytics-DELPHI,error-DDS-NBDS,error-Google_Harvard-CPF,error-IBF-TimeSeries,error-IowaStateLW-STEM,error-JCB-PRM,error-JHUAPL-Bucky,error-JHU_CSSE-DECOM,error-JHU_UNC_GAS-StatMechPool,error-Karlen-pypm,error-LANL-GrowthRate,error-LNQ-ens1,error-MSRA-DeepST,error-OliverWyman-Navigator,error-QJHong-Encounter,error-RobertWalraven-ESG,error-TTU-squider,error-UCLA-SuEIR,error-UMass-MechBayes,error-UMich-RidgeTfReg,error-USC-SI_kJalpha,error-USC-SI_kJalpha_RF,error-UVA-Ensemble,beat_baseline-BPagano-RtDriven,beat_baseline-CEID-Walk,beat_baseline-CMU-TimeSeries,beat_baseline-COVIDhub-ensemble,beat_baseline-CU-select,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-DDS-NBDS,beat_baseline-Google_Harvard-CPF,beat_baseline-IBF-TimeSeries,beat_baseline-IowaStateLW-STEM,beat_baseline-JCB-PRM,beat_baseline-JHUAPL-Bucky,beat_baseline-JHU_CSSE-DECOM,beat_baseline-JHU_UNC_GAS-StatMechPool,beat_baseline-Karlen-pypm,beat_baseline-LANL-GrowthRate,beat_baseline-LNQ-ens1,beat_baseline-MSRA-DeepST,beat_baseline-OliverWyman-Navigator,beat_baseline-QJHong-Encounter,beat_baseline-RobertWalraven-ESG,beat_baseline-TTU-squider,beat_baseline-UCLA-SuEIR,beat_baseline-UMass-MechBayes,beat_baseline-UMich-RidgeTfReg,beat_baseline-USC-SI_kJalpha,beat_baseline-USC-SI_kJalpha_RF,beat_baseline-UVA-Ensemble
47067,40,0.0,,1.8,,4.0,0.0,,,,,8.6,,32.0,,9.9,,,,3.0,11.0,,22.0,,,,,,,3.0,,15.5,-40.0,,-38.2,,-36.0,-40.0,,,,,-31.4,,-8.0,,-30.1,,,,-37.0,-29.0,,-18.0,,,,,,,-37.0,,-24.5,,True,,True,False,,,,,True,,True,,True,,,,True,True,,True,,,,,,,True,,True
47069,219,228.0,,225.1,,203.0,151.0,,,,,129.7,,206.0,,278.2,,,,156.0,196.0,,205.0,,,,159.8,,,164.0,,240.4,9.0,,6.1,,-16.0,-68.0,,,,,-89.3,,-13.0,,59.2,,,,-63.0,-23.0,,-14.0,,,,-59.2,,,-55.0,,21.4,,True,,False,False,,,,,False,,False,,False,,,,False,False,,False,,,,False,,,False,,False
47071,279,153.0,,176.9,,154.0,119.0,,,,,113.6,,220.0,,192.2,,,,51.0,154.3,,122.0,,,,130.8,,,92.0,,291.4,-126.0,,-102.1,,-125.0,-160.0,,,,,-165.4,,-59.0,,-86.8,,,,-228.0,-124.7,,-157.0,,,,-148.2,,,-187.0,,12.4,,True,,True,False,,,,,False,,True,,True,,,,False,True,,False,,,,False,,,False,,True
47073,552,294.0,,291.9,,302.0,181.0,,,,,135.7,,370.0,,449.4,,379.5,,301.5,383.3,,283.0,,,,151.9,,,60.0,,323.9,-258.0,,-260.1,,-250.0,-371.0,,,,,-416.3,,-182.0,,-102.6,,-172.5,,-250.5,-168.7,,-269.0,,,,-400.1,,,-492.0,,-228.1,,False,,True,False,,,,,False,,True,,True,,True,,True,True,,False,,,,False,,,False,,True
47075,243,162.0,,162.4,,149.0,140.0,,,,,102.4,,102.0,,219.4,,,,128.0,182.9,,132.0,,,,122.9,,,83.0,,190.9,-81.0,,-80.6,,-94.0,-103.0,,,,,-140.6,,-141.0,,-23.6,,,,-115.0,-60.1,,-111.0,,,,-120.1,,,-160.0,,-52.1,,True,,False,False,,,,,False,,False,,True,,,,False,True,,False,,,,False,,,False,,True
47077,341,174.0,,184.7,,180.0,179.0,,,,,131.1,,194.0,,188.2,,,,164.0,199.8,,184.0,,,,142.4,,,64.0,,164.8,-167.0,,-156.3,,-161.0,-162.0,,,,,-209.9,,-147.0,,-152.8,,,,-177.0,-141.2,,-157.0,,,,-198.6,,,-277.0,,-176.2,,True,,True,True,,,,,False,,True,,True,,,,False,True,,True,,,,False,,,False,,False
47079,549,390.0,,379.9,,410.0,669.0,,,,,138.2,,201.0,,497.3,,335.0,,564.0,426.6,,581.0,,,,,,,347.0,,580.3,-159.0,,-169.1,,-139.0,120.0,,,,,-410.8,,-348.0,,-51.7,,-214.0,,15.0,-122.4,,32.0,,,,,,,-202.0,,31.3,,False,,True,True,,,,,False,,False,,True,,False,,True,True,,True,,,,,,,False,,True
47081,296,120.0,,126.8,,131.0,105.0,,,,,79.2,,170.0,,189.6,,,,125.0,145.2,,128.0,,,,,,,71.0,,163.5,-176.0,,-169.2,,-165.0,-191.0,,,,,-216.8,,-126.0,,-106.4,,,,-171.0,-150.8,,-168.0,,,,,,,-225.0,,-132.5,,True,,True,False,,,,,False,,True,,True,,,,True,True,,True,,,,,,,False,,True
47083,108,129.0,,128.1,,109.0,51.0,,,,,62.2,,66.0,,108.3,,,,106.0,129.0,,151.0,,,,,,,0.0,,113.9,21.0,,20.1,,1.0,-57.0,,,,,-45.8,,-42.0,,0.3,,,,-2.0,21.0,,43.0,,,,,,,-108.0,,5.9,,True,,True,False,,,,,False,,False,,True,,,,True,False,,False,,,,,,,False,,True
47085,193,135.0,,143.9,,135.0,87.0,,,,,73.6,,118.0,,177.2,,,,72.0,154.3,,119.0,,,,,,,0.0,,132.5,-58.0,,-49.1,,-58.0,-106.0,,,,,-119.4,,-75.0,,-15.8,,,,-121.0,-38.7,,-74.0,,,,,,,-193.0,,-60.5,,True,,False,False,,,,,False,,False,,True,,,,False,True,,False,,,,,,,False,,False
47087,167,102.0,,108.0,,102.0,46.0,,,,,47.1,,66.0,,93.0,,,,116.0,138.9,,129.0,,,,,,,72.0,,115.1,-65.0,,-59.0,,-65.0,-121.0,,,,,-119.9,,-101.0,,-74.0,,,,-51.0,-28.1,,-38.0,,,,,,,-95.0,,-51.9,,True,,False,False,,,,,False,,False,,False,,,,True,True,,True,,,,,,,False,,True
47089,554,240.0,,244.4,,243.0,158.0,,,,,149.6,,349.0,,256.2,,285.0,,202.0,284.9,,251.0,,,,179.3,,,147.0,,309.7,-314.0,,-309.6,,-311.0,-396.0,,,,,-404.4,,-205.0,,-297.8,,-269.0,,-352.0,-269.1,,-303.0,,,,-374.7,,,-407.0,,-244.3,,True,,True,False,,,,,False,,True,,True,,True,,False,True,,True,,,,False,,,False,,True
47091,157,117.0,,146.6,,132.0,123.0,,,,,91.4,,93.0,,235.9,,,,165.0,158.6,,115.0,,,,70.6,,,0.0,,243.4,-40.0,,-10.4,,-25.0,-34.0,,,,,-65.6,,-64.0,,78.9,,,,8.0,1.6,,-42.0,,,,-86.4,,,-157.0,,86.4,,True,,True,True,,,,,False,,False,,False,,,,True,True,,False,,,,False,,,False,,False
47093,4375,2832.0,,2759.6,3280.8,2846.0,4320.0,,,,,1782.8,,2238.0,,2835.1,,2842.0,,3313.0,3980.3,,3816.0,,,,2358.8,2961.0,,2307.0,,2784.5,-1543.0,,-1615.4,-1094.2,-1529.0,-55.0,,,,,-2592.2,,-2137.0,,-1539.9,,-1533.0,,-1062.0,-394.7,,-559.0,,,,-2016.2,-1414.0,,-2068.0,,-1590.5,,False,True,True,True,,,,,False,,False,,True,,True,,True,True,,True,,,,False,True,,False,,False
47095,150,87.0,,96.5,,87.0,0.0,,,,,51.1,,44.0,,59.9,,,,100.0,123.4,,127.0,,,,,,,144.0,,69.3,-63.0,,-53.5,,-63.0,-150.0,,,,,-98.9,,-106.0,,-90.1,,,,-50.0,-26.6,,-23.0,,,,,,,-6.0,,-80.7,,True,,False,False,,,,,False,,False,,False,,,,True,True,,True,,,,,,,True,,False
47097,471,210.0,,219.3,,214.0,128.0,,,,,147.2,,236.0,,252.1,,,,137.5,244.1,,159.0,,,,146.1,,,136.0,,313.1,-261.0,,-251.7,,-257.0,-343.0,,,,,-323.8,,-235.0,,-218.9,,,,-333.5,-226.9,,-312.0,,,,-324.9,,,-335.0,,-157.9,,True,,True,False,,,,,False,,True,,True,,,,False,True,,False,,,,False,,,False,,True
47099,763,591.0,,590.6,,572.0,392.0,,,,,258.0,,369.0,,644.5,,616.0,,340.5,545.1,,665.0,,,,567.6,,,294.0,,779.2,-172.0,,-172.4,,-191.0,-371.0,,,,,-505.0,,-394.0,,-118.5,,-147.0,,-422.5,-217.9,,-98.0,,,,-195.4,,,-469.0,,16.2,,False,,False,False,,,,,False,,False,,True,,True,,False,False,,True,,,,False,,,False,,True
47101,192,306.0,,303.0,,277.0,266.0,,,,,94.8,,83.0,,603.0,,,,240.0,229.3,,416.0,,,,,,,0.0,,428.6,114.0,,111.0,,85.0,74.0,,,,,-97.2,,-109.0,,411.0,,,,48.0,37.3,,224.0,,,,,,,-192.0,,236.6,,True,,True,True,,,,,True,,True,,False,,,,True,True,,False,,,,,,,False,,False
47103,537,324.0,,324.4,,329.0,452.0,,,,,118.2,,255.0,,498.2,,353.5,,270.0,327.7,,467.0,,,,,,,173.0,,340.4,-213.0,,-212.6,,-208.0,-85.0,,,,,-418.8,,-282.0,,-38.8,,-183.5,,-267.0,-209.3,,-70.0,,,,,,,-364.0,,-196.6,,True,,True,True,,,,,False,,False,,True,,True,,False,True,,True,,,,,,,False,,True
47105,485,270.0,,266.7,,287.0,262.0,,,,,143.1,,287.0,,311.3,,305.0,,332.0,413.5,,287.0,,,,228.5,,,177.0,,315.3,-215.0,,-218.3,,-198.0,-223.0,,,,,-341.9,,-198.0,,-173.7,,-180.0,,-153.0,-71.5,,-198.0,,,,-256.5,,,-308.0,,-169.7,,False,,True,False,,,,,False,,True,,True,,True,,True,True,,True,,,,False,,,False,,True
47107,660,357.0,,368.5,,377.0,223.0,,,,,172.2,,377.0,,437.2,,422.0,,454.5,421.6,,375.0,,,,312.2,,,298.0,,394.1,-303.0,,-291.5,,-283.0,-437.0,,,,,-487.8,,-283.0,,-222.8,,-238.0,,-205.5,-238.4,,-285.0,,,,-347.8,,,-362.0,,-265.9,,True,,True,False,,,,,False,,True,,True,,True,,True,True,,True,,,,False,,,False,,True
47109,182,153.0,,147.0,,155.0,103.0,,,,,100.7,,234.0,,186.3,,,,157.0,203.6,,187.0,,,,123.2,,,83.0,,157.6,-29.0,,-35.0,,-27.0,-79.0,,,,,-81.3,,52.0,,4.3,,,,-25.0,21.6,,5.0,,,,-58.8,,,-99.0,,-24.4,,False,,True,False,,,,,False,,False,,True,,,,True,True,,True,,,,False,,,False,,True
47111,368,246.0,,244.2,,233.0,215.0,,,,,115.7,,151.0,,231.3,,,,167.0,255.2,,268.0,,,,235.0,,,24.0,,230.0,-122.0,,-123.8,,-135.0,-153.0,,,,,-252.3,,-217.0,,-136.7,,,,-201.0,-112.8,,-100.0,,,,-133.0,,,-344.0,,-138.0,,False,,False,False,,,,,False,,False,,False,,,,False,True,,True,,,,False,,,False,,False
47113,1152,753.0,,745.2,,744.0,199.0,,,,,491.4,,818.0,,613.8,,683.5,,716.0,1051.0,,993.0,,,,725.5,,,407.0,,588.5,-399.0,,-406.8,,-408.0,-953.0,,,,,-660.6,,-334.0,,-538.2,,-468.5,,-436.0,-101.0,,-159.0,,,,-426.5,,,-745.0,,-563.5,,False,,False,False,,,,,False,,True,,False,,False,,False,True,,True,,,,False,,,False,,False
47115,197,201.0,,201.6,,213.0,254.0,,,,,98.7,,213.0,,276.6,,,,193.0,230.9,,245.0,,,,,,,114.0,,231.5,4.0,,4.6,,16.0,57.0,,,,,-98.3,,16.0,,79.6,,,,-4.0,33.9,,48.0,,,,,,,-83.0,,34.5,,False,,False,False,,,,,False,,False,,False,,,,False,False,,False,,,,,,,False,,False
47117,438,279.0,,261.4,,257.0,220.0,,,,,147.0,,223.0,,379.9,,328.5,,173.0,266.8,,266.0,,,,142.9,,,176.0,,287.1,-159.0,,-176.6,,-181.0,-218.0,,,,,-291.0,,-215.0,,-58.1,,-109.5,,-265.0,-171.2,,-172.0,,,,-295.1,,,-262.0,,-150.9,,False,,False,False,,,,,False,,False,,True,,True,,False,False,,False,,,,False,,,False,,True
47119,1703,1467.0,,1380.7,,1444.0,1719.0,,,,,727.3,,630.0,,1747.6,,1432.0,,1558.5,1408.8,,2327.0,,,,1117.6,,,1026.0,,2180.5,-236.0,,-322.3,,-259.0,16.0,,,,,-975.7,,-1073.0,,44.6,,-271.0,,-144.5,-294.2,,624.0,,,,-585.4,,,-677.0,,477.5,,False,,False,True,,,,,False,,False,,True,,False,,True,False,,False,,,,False,,,False,,False
47121,118,99.0,,98.1,,98.0,90.0,,,,,42.9,,78.0,,165.7,,,,83.0,105.7,,102.0,,,,,,,56.0,,111.5,-19.0,,-19.9,,-20.0,-28.0,,,,,-75.1,,-40.0,,47.7,,,,-35.0,-12.3,,-16.0,,,,,,,-62.0,,-6.5,,False,,False,False,,,,,False,,False,,False,,,,False,True,,True,,,,,,,False,,True
47123,491,270.0,,276.3,,279.0,147.0,,,,,156.8,,297.0,,311.9,,324.0,,229.0,357.9,,312.0,,,,201.7,,,190.0,,321.2,-221.0,,-214.7,,-212.0,-344.0,,,,,-334.2,,-194.0,,-179.1,,-167.0,,-262.0,-133.1,,-179.0,,,,-289.3,,,-301.0,,-169.8,,True,,True,False,,,,,False,,True,,True,,True,,False,True,,True,,,,False,,,False,,True
47125,1805,990.0,,989.1,,967.0,929.0,,,,,919.8,,1116.0,,802.7,,1104.0,,860.0,1403.4,,1290.0,,,,816.8,902.0,,131.0,,1024.7,-815.0,,-815.9,,-838.0,-876.0,,,,,-885.2,,-689.0,,-1002.3,,-701.0,,-945.0,-401.6,,-515.0,,,,-988.2,-903.0,,-1674.0,,-780.3,,False,,False,False,,,,,False,,True,,False,,True,,False,True,,True,,,,False,False,,False,,True
47127,97,39.0,,39.6,,41.0,31.0,,,,,21.4,,48.0,,53.4,,,,30.0,53.7,,27.0,,,,,,,15.0,,70.1,-58.0,,-57.4,,-56.0,-66.0,,,,,-75.6,,-49.0,,-43.6,,,,-67.0,-43.3,,-70.0,,,,,,,-82.0,,-26.9,,True,,True,False,,,,,False,,True,,True,,,,False,True,,False,,,,,,,False,,True
47129,246,66.0,,67.0,,75.0,73.0,,,,,39.7,,120.0,,120.6,,,,55.0,116.4,,75.0,,,,,,,44.0,,93.5,-180.0,,-179.0,,-171.0,-173.0,,,,,-206.3,,-126.0,,-125.4,,,,-191.0,-129.6,,-171.0,,,,,,,-202.0,,-152.5,,True,,True,True,,,,,False,,True,,True,,,,False,True,,True,,,,,,,False,,True
47131,649,381.0,,379.7,,373.0,277.0,,,,,232.6,,235.0,,333.6,,377.0,,395.5,470.0,,366.0,,,,321.3,,,0.0,,395.8,-268.0,,-269.3,,-276.0,-372.0,,,,,-416.4,,-414.0,,-315.4,,-272.0,,-253.5,-179.0,,-283.0,,,,-327.7,,,-649.0,,-253.2,,False,,False,False,,,,,False,,False,,False,,False,,True,True,,False,,,,False,,,False,,True
47133,218,132.0,,124.4,,121.0,92.0,,,,,96.3,,119.0,,220.6,,,,56.0,141.1,,78.0,,,,110.0,,,0.0,,369.1,-86.0,,-93.6,,-97.0,-126.0,,,,,-121.7,,-99.0,,2.6,,,,-162.0,-76.9,,-140.0,,,,-108.0,,,-218.0,,151.1,,False,,False,False,,,,,False,,False,,True,,,,False,True,,False,,,,False,,,False,,False
47135,106,72.0,,136.6,,89.0,169.0,,,,,37.4,,63.0,,122.2,,,,73.0,88.9,,65.0,,,,,,,18.0,,114.8,-34.0,,30.6,,-17.0,63.0,,,,,-68.6,,-43.0,,16.2,,,,-33.0,-17.1,,-41.0,,,,,,,-88.0,,8.8,,True,,True,False,,,,,False,,False,,True,,,,True,True,,False,,,,,,,False,,True
47137,85,48.0,,29.3,,33.0,32.0,,,,,28.8,,21.0,,43.9,,,,28.0,61.0,,27.0,,,,,,,2.0,,93.4,-37.0,,-55.7,,-52.0,-53.0,,,,,-56.2,,-64.0,,-41.1,,,,-57.0,-24.0,,-58.0,,,,,,,-83.0,,8.4,,False,,False,False,,,,,False,,False,,False,,,,False,True,,False,,,,,,,False,,True
47139,104,57.0,,68.4,,73.0,79.0,,,,,37.5,,94.0,,124.1,,,,72.0,63.6,,52.0,,,,,,,15.0,,96.1,-47.0,,-35.6,,-31.0,-25.0,,,,,-66.5,,-10.0,,20.1,,,,-32.0,-40.4,,-52.0,,,,,,,-89.0,,-7.9,,True,,True,True,,,,,False,,True,,True,,,,True,True,,False,,,,,,,False,,True
47141,1069,642.0,,548.0,,579.0,320.0,,,,,596.6,,563.0,,461.4,,747.5,,390.0,686.7,,597.0,,,,580.6,,,424.0,,853.7,-427.0,,-521.0,,-490.0,-749.0,,,,,-472.4,,-506.0,,-607.6,,-321.5,,-679.0,-382.3,,-472.0,,,,-488.4,,,-645.0,,-215.3,,False,,False,False,,,,,False,,False,,False,,True,,False,True,,False,,,,False,,,False,,True
47143,452,252.0,,250.3,,245.0,,,,,,102.7,,224.0,,342.0,,255.5,,238.0,230.1,,296.0,,,,226.0,,,0.0,,228.4,-200.0,,-201.7,,-207.0,,,,,,-349.3,,-228.0,,-110.0,,-196.5,,-214.0,-221.9,,-156.0,,,,-226.0,,,-452.0,,-223.6,,False,,False,,,,,,False,,False,,True,,True,,False,False,,True,,,,False,,,False,,False
47145,689,609.0,,612.8,,612.0,647.0,,,,,231.8,,301.0,,811.0,,629.5,,559.0,763.5,,982.0,,,,345.2,,,0.0,,1536.6,-80.0,,-76.2,,-77.0,-42.0,,,,,-457.2,,-388.0,,122.0,,-59.5,,-130.0,74.5,,293.0,,,,-343.8,,,-689.0,,847.6,,True,,True,True,,,,,False,,False,,False,,True,,False,True,,False,,,,False,,,False,,False
47147,930,417.0,,419.8,,406.0,406.0,,,,,269.9,,431.0,,335.6,,415.5,,381.0,512.6,,681.0,,,,287.7,,,284.0,,425.2,-513.0,,-510.2,,-524.0,-524.0,,,,,-660.1,,-499.0,,-594.4,,-514.5,,-549.0,-417.4,,-249.0,,,,-642.3,,,-646.0,,-504.8,,True,,False,False,,,,,False,,True,,False,,False,,False,True,,True,,,,False,,,False,,True
47149,4330,2673.0,,2603.8,3024.8,2668.0,2794.0,,,,,2378.8,,1897.0,,2390.7,,2720.0,,2673.5,3963.6,,3338.0,,,,2383.5,3581.0,,1874.0,,2824.3,-1657.0,,-1726.2,-1305.2,-1662.0,-1536.0,,,,,-1951.2,,-2433.0,,-1939.3,,-1610.0,,-1656.5,-366.4,,-992.0,,,,-1946.5,-749.0,,-2456.0,,-1505.7,,False,True,False,True,,,,,False,,False,,False,,True,,True,True,,True,,,,False,True,,False,,True
47151,557,279.0,,267.7,,296.0,289.0,,,,,99.3,,89.0,,477.7,,,,304.0,404.2,,405.0,,,,,,,217.0,,467.3,-278.0,,-289.3,,-261.0,-268.0,,,,,-457.7,,-468.0,,-79.3,,,,-253.0,-152.8,,-152.0,,,,,,,-340.0,,-89.7,,False,,True,True,,,,,False,,False,,True,,,,True,True,,True,,,,,,,False,,True
47153,128,90.0,,81.6,,85.0,85.0,,,,,30.2,,79.0,,202.9,,,,29.0,86.4,,101.0,,,,,,,49.0,,91.5,-38.0,,-46.4,,-43.0,-43.0,,,,,-97.8,,-49.0,,74.9,,,,-99.0,-41.6,,-27.0,,,,,,,-79.0,,-36.5,,False,,False,False,,,,,False,,False,,False,,,,False,False,,True,,,,,,,False,,True
47155,1091,630.0,,641.5,,628.0,458.0,,,,,369.7,,510.0,,582.1,,656.0,,699.0,976.3,,755.0,,,,520.5,,,455.0,,638.6,-461.0,,-449.5,,-463.0,-633.0,,,,,-721.3,,-581.0,,-508.9,,-435.0,,-392.0,-114.7,,-336.0,,,,-570.5,,,-636.0,,-452.4,,True,,False,False,,,,,False,,False,,False,,True,,True,True,,True,,,,False,,,False,,True
47157,8354,4839.0,,4733.4,5966.7,5673.0,5603.0,,,,,9281.5,,6652.0,,4537.5,,5130.0,,7299.0,6989.8,,5194.0,,,,3242.5,6025.0,,2547.0,,4369.4,-3515.0,,-3620.6,-2387.3,-2681.0,-2751.0,,,,,927.5,,-1702.0,,-3816.5,,-3224.0,,-1055.0,-1364.2,,-3160.0,,,,-5111.5,-2329.0,,-5807.0,,-3984.6,,False,True,True,True,,,,,True,,True,,False,,True,,True,True,,True,,,,False,True,,False,,False
47159,344,150.0,,148.4,,148.0,62.0,,,,,95.9,,120.0,,165.3,,,,177.0,237.1,,132.0,,,,134.7,,,60.0,,196.9,-194.0,,-195.6,,-196.0,-282.0,,,,,-248.1,,-224.0,,-178.7,,,,-167.0,-106.9,,-212.0,,,,-209.3,,,-284.0,,-147.1,,False,,False,False,,,,,False,,False,,True,,,,True,True,,False,,,,False,,,False,,True
47161,183,156.0,,151.9,,155.0,100.0,,,,,65.5,,66.0,,165.0,,,,200.0,175.5,,242.0,,,,,,,0.0,,109.5,-27.0,,-31.1,,-28.0,-83.0,,,,,-117.5,,-117.0,,-18.0,,,,17.0,-7.5,,59.0,,,,,,,-183.0,,-73.5,,False,,False,False,,,,,False,,False,,True,,,,True,True,,False,,,,,,,False,,False
47163,1920,1131.0,,1109.3,,1124.0,670.0,,,,,641.0,,1020.0,,1410.4,,1552.5,,1015.0,1530.6,,1209.0,,,,862.6,1255.0,,689.0,,1223.0,-789.0,,-810.7,,-796.0,-1250.0,,,,,-1279.0,,-900.0,,-509.6,,-367.5,,-905.0,-389.4,,-711.0,,,,-1057.4,-665.0,,-1231.0,,-697.0,,False,,False,False,,,,,False,,False,,True,,True,,False,True,,True,,,,False,True,,False,,True
47165,2822,1389.0,,1444.9,,1383.0,913.0,,,,,3377.3,,1062.0,,1376.3,,1579.0,,1447.0,1843.6,,1706.0,,,,1007.7,1219.0,,773.0,,1224.7,-1433.0,,-1377.1,,-1439.0,-1909.0,,,,,555.3,,-1760.0,,-1445.7,,-1243.0,,-1375.0,-978.4,,-1116.0,,,,-1814.3,-1603.0,,-2049.0,,-1597.3,,True,,False,False,,,,,True,,False,,False,,True,,True,True,,True,,,,False,False,,False,,False
47167,986,528.0,,534.5,,530.0,508.0,,,,,284.7,,485.0,,548.5,,553.5,,537.0,647.3,,598.0,,,,389.7,,,320.0,,542.7,-458.0,,-451.5,,-456.0,-478.0,,,,,-701.3,,-501.0,,-437.5,,-432.5,,-449.0,-338.7,,-388.0,,,,-596.3,,,-666.0,,-443.3,,True,,True,False,,,,,False,,False,,True,,True,,True,True,,True,,,,False,,,False,,True
47169,79,105.0,,108.7,,98.0,,,,,,52.1,,74.0,,66.0,,,,101.0,109.0,,112.0,,,,59.9,,,88.0,,93.9,26.0,,29.7,,19.0,,,,,,-26.9,,-5.0,,-13.0,,,,22.0,30.0,,33.0,,,,-19.1,,,9.0,,14.9,,False,,True,,,,,,False,,True,,True,,,,True,False,,False,,,,True,,,True,,True
47171,298,174.0,,183.2,,183.0,53.0,,,,,75.2,,151.0,,399.7,,,,245.0,208.5,,109.0,,,,,,,108.0,,211.9,-124.0,,-114.8,,-115.0,-245.0,,,,,-222.8,,-147.0,,101.7,,,,-53.0,-89.5,,-189.0,,,,,,,-190.0,,-86.1,,True,,True,False,,,,,False,,False,,True,,,,True,True,,False,,,,,,,False,,True
47173,137,57.0,,52.5,,62.0,58.0,,,,,47.6,,126.0,,124.0,,,,41.0,97.0,,37.0,,,,,,,0.0,,98.0,-80.0,,-84.5,,-75.0,-79.0,,,,,-89.4,,-11.0,,-13.0,,,,-96.0,-40.0,,-100.0,,,,,,,-137.0,,-39.0,,False,,True,True,,,,,False,,True,,True,,,,False,True,,False,,,,,,,False,,True
47175,134,48.0,,45.0,,40.0,0.0,,,,,30.0,,41.0,,33.3,,,,33.0,46.8,,55.0,,,,,,,34.0,,48.3,-86.0,,-89.0,,-94.0,-134.0,,,,,-104.0,,-93.0,,-100.7,,,,-101.0,-87.2,,-79.0,,,,,,,-100.0,,-85.7,,False,,False,False,,,,,False,,False,,False,,,,False,False,,True,,,,,,,False,,True
47177,708,462.0,,471.1,,410.0,380.0,,,,,224.3,,359.0,,391.2,,415.0,,411.0,456.3,,716.0,,,,308.6,,,565.0,,493.2,-246.0,,-236.9,,-298.0,-328.0,,,,,-483.7,,-349.0,,-316.8,,-293.0,,-297.0,-251.7,,8.0,,,,-399.4,,,-143.0,,-214.8,,True,,False,False,,,,,False,,False,,False,,False,,False,False,,True,,,,False,,,True,,True
47179,1662,1194.0,,1180.2,,1186.0,655.0,,,,,554.3,,784.0,,2175.3,,1706.0,,1424.0,1217.5,,1443.0,,,,1007.1,800.0,,0.0,,1231.9,-468.0,,-481.8,,-476.0,-1007.0,,,,,-1107.7,,-878.0,,513.3,,44.0,,-238.0,-444.5,,-219.0,,,,-654.9,-862.0,,-1662.0,,-430.1,,False,,False,False,,,,,False,,False,,False,,True,,True,True,,True,,,,False,False,,False,,True
47181,276,60.0,,49.5,,87.0,104.0,,,,,76.5,,131.0,,61.9,,,,173.0,73.6,,65.0,,,,121.3,,,0.0,,84.7,-216.0,,-226.5,,-189.0,-172.0,,,,,-199.5,,-145.0,,-214.1,,,,-103.0,-202.4,,-211.0,,,,-154.7,,,-276.0,,-191.3,,False,,True,True,,,,,True,,True,,True,,,,True,True,,True,,,,True,,,False,,True
47183,460,228.0,,241.2,,240.0,134.0,,,,,150.6,,230.0,,246.7,,295.5,,248.0,316.6,,241.0,,,,103.7,,,105.0,,295.9,-232.0,,-218.8,,-220.0,-326.0,,,,,-309.4,,-230.0,,-213.3,,-164.5,,-212.0,-143.4,,-219.0,,,,-356.3,,,-355.0,,-164.1,,True,,True,False,,,,,False,,True,,True,,True,,True,True,,True,,,,False,,,False,,True
47185,402,291.0,,297.9,,283.0,194.0,,,,,138.1,,175.0,,378.9,,,,274.5,311.5,,323.0,,,,202.8,,,131.0,,274.1,-111.0,,-104.1,,-119.0,-208.0,,,,,-263.9,,-227.0,,-23.1,,,,-127.5,-90.5,,-79.0,,,,-199.2,,,-271.0,,-127.9,,True,,False,False,,,,,False,,False,,True,,,,False,True,,True,,,,False,,,False,,False
47187,3258,1896.0,,1987.2,,1935.0,3307.0,,,,,4045.0,,979.0,,1770.6,,1904.5,,2009.0,2860.4,,2392.0,,,,1538.6,2214.0,,708.0,,1816.4,-1362.0,,-1270.8,,-1323.0,49.0,,,,,787.0,,-2279.0,,-1487.4,,-1353.5,,-1249.0,-397.6,,-866.0,,,,-1719.4,-1044.0,,-2550.0,,-1441.6,,True,,True,True,,,,,True,,False,,False,,True,,True,True,,True,,,,False,True,,False,,False
47189,2112,1245.0,,1229.1,,1221.0,1398.0,,,,,3156.7,,794.0,,1108.0,,1152.5,,1297.0,1795.9,,1495.0,,,,1197.7,1206.0,,883.0,,1215.0,-867.0,,-882.9,,-891.0,-714.0,,,,,1044.7,,-1318.0,,-1004.0,,-959.5,,-815.0,-316.1,,-617.0,,,,-914.3,-906.0,,-1229.0,,-897.0,,False,,False,True,,,,,False,,False,,False,,False,,True,True,,True,,,,False,False,,False,,False
