,actual_cases,COVIDhub-baseline,BPagano-RtDriven,CEID-Walk,CMU-TimeSeries,COVIDhub-ensemble,CU-select,Columbia_UNC-SurvCon,Covid19Sim-Simulator,CovidAnalytics-DELPHI,DDS-NBDS,Google_Harvard-CPF,IBF-TimeSeries,IowaStateLW-STEM,JCB-PRM,JHUAPL-Bucky,JHU_CSSE-DECOM,JHU_UNC_GAS-StatMechPool,Karlen-pypm,LANL-GrowthRate,LNQ-ens1,MSRA-DeepST,OliverWyman-Navigator,QJHong-Encounter,RobertWalraven-ESG,TTU-squider,UCLA-SuEIR,UMass-MechBayes,UMich-RidgeTfReg,USC-SI_kJalpha,USC-SI_kJalpha_RF,UVA-Ensemble,error-COVIDhub-baseline,error-BPagano-RtDriven,error-CEID-Walk,error-CMU-TimeSeries,error-COVIDhub-ensemble,error-CU-select,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-CovidAnalytics-DELPHI,error-DDS-NBDS,error-Google_Harvard-CPF,error-IBF-TimeSeries,error-IowaStateLW-STEM,error-JCB-PRM,error-JHUAPL-Bucky,error-JHU_CSSE-DECOM,error-JHU_UNC_GAS-StatMechPool,error-Karlen-pypm,error-LANL-GrowthRate,error-LNQ-ens1,error-MSRA-DeepST,error-OliverWyman-Navigator,error-QJHong-Encounter,error-RobertWalraven-ESG,error-TTU-squider,error-UCLA-SuEIR,error-UMass-MechBayes,error-UMich-RidgeTfReg,error-USC-SI_kJalpha,error-USC-SI_kJalpha_RF,error-UVA-Ensemble,beat_baseline-BPagano-RtDriven,beat_baseline-CEID-Walk,beat_baseline-CMU-TimeSeries,beat_baseline-COVIDhub-ensemble,beat_baseline-CU-select,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-DDS-NBDS,beat_baseline-Google_Harvard-CPF,beat_baseline-IBF-TimeSeries,beat_baseline-IowaStateLW-STEM,beat_baseline-JCB-PRM,beat_baseline-JHUAPL-Bucky,beat_baseline-JHU_CSSE-DECOM,beat_baseline-JHU_UNC_GAS-StatMechPool,beat_baseline-Karlen-pypm,beat_baseline-LANL-GrowthRate,beat_baseline-LNQ-ens1,beat_baseline-MSRA-DeepST,beat_baseline-OliverWyman-Navigator,beat_baseline-QJHong-Encounter,beat_baseline-RobertWalraven-ESG,beat_baseline-TTU-squider,beat_baseline-UCLA-SuEIR,beat_baseline-UMass-MechBayes,beat_baseline-UMich-RidgeTfReg,beat_baseline-USC-SI_kJalpha,beat_baseline-USC-SI_kJalpha_RF,beat_baseline-UVA-Ensemble
37085,707,564.0,,560.2,,571.0,579.0,,,,,294.1,,580.0,,661.6,,623.0,,566.0,633.6,,687.0,,,,470.6,524.0,,581.0,,571.0,-143.0,,-146.8,,-136.0,-128.0,,,,,-412.9,,-127.0,,-45.4,,-84.0,,-141.0,-73.4,,-20.0,,,,-236.4,-183.0,,-126.0,,-136.0,,False,,True,True,,,,,False,,True,,True,,True,,True,True,,True,,,,False,False,,True,,True
37087,351,168.0,,176.1,,212.0,285.0,,,,,67.5,,391.0,,238.2,,165.5,,213.0,206.1,,283.0,,,,,,,235.0,,175.6,-183.0,,-174.9,,-139.0,-66.0,,,,,-283.5,,40.0,,-112.8,,-185.5,,-138.0,-144.9,,-68.0,,,,,,,-116.0,,-175.4,,True,,True,True,,,,,False,,True,,True,,False,,True,True,,True,,,,,,,True,,True
37089,472,315.0,,297.0,,322.0,226.0,,,,,237.9,,630.0,,342.8,,372.5,,214.5,395.2,,258.0,,,,322.4,,,266.0,,343.5,-157.0,,-175.0,,-150.0,-246.0,,,,,-234.1,,158.0,,-129.2,,-99.5,,-257.5,-76.8,,-214.0,,,,-149.6,,,-206.0,,-128.5,,False,,True,False,,,,,False,,False,,True,,True,,False,True,,False,,,,True,,,False,,True
37091,99,69.0,,68.3,,67.0,22.0,,,,,45.9,,67.0,,113.3,,,,53.0,69.9,,96.0,,,,,,,118.0,,51.6,-30.0,,-30.7,,-32.0,-77.0,,,,,-53.1,,-32.0,,14.3,,,,-46.0,-29.1,,-3.0,,,,,,,19.0,,-47.4,,False,,False,False,,,,,False,,False,,True,,,,False,True,,True,,,,,,,True,,False
37093,287,225.0,,223.1,,235.0,246.0,,,,,120.5,,280.0,,258.0,,225.5,,235.0,278.0,,228.0,,,,199.8,,,258.0,,220.4,-62.0,,-63.9,,-52.0,-41.0,,,,,-166.5,,-7.0,,-29.0,,-61.5,,-52.0,-9.0,,-59.0,,,,-87.2,,,-29.0,,-66.6,,False,,True,True,,,,,False,,True,,True,,True,,True,True,,True,,,,False,,,True,,False
37095,8,9.0,,21.7,,9.0,0.0,,,,,12.9,,12.0,,7.9,,,,12.0,1.5,,,,,,,,,10.0,,30.5,1.0,,13.7,,1.0,-8.0,,,,,4.9,,4.0,,-0.1,,,,4.0,-6.5,,,,,,,,,2.0,,22.5,,False,,False,False,,,,,False,,False,,True,,,,False,False,,,,,,,,,False,,False
37097,1272,762.0,,755.6,,864.0,884.0,,,,,388.4,,1032.0,,845.0,,824.0,,996.0,1064.4,,1174.0,,,,639.8,988.0,,821.0,,857.3,-510.0,,-516.4,,-408.0,-388.0,,,,,-883.6,,-240.0,,-427.0,,-448.0,,-276.0,-207.6,,-98.0,,,,-632.2,-284.0,,-451.0,,-414.7,,False,,True,True,,,,,False,,True,,True,,True,,True,True,,True,,,,False,True,,True,,True
37099,207,207.0,,202.7,,213.0,72.0,,,,,103.0,,216.0,,322.9,,321.5,,157.0,217.4,,172.0,,,,248.9,,,0.0,,273.9,0.0,,-4.3,,6.0,-135.0,,,,,-104.0,,9.0,,115.9,,114.5,,-50.0,10.4,,-35.0,,,,41.9,,,-207.0,,66.9,,False,,False,False,,,,,False,,False,,False,,False,,False,False,,False,,,,False,,,False,,False
37101,1412,966.0,,965.6,,971.0,635.0,,,,,2356.2,,690.0,,982.0,,1065.5,,1155.5,1110.2,,1242.0,,,,975.5,851.0,,783.0,,1042.1,-446.0,,-446.4,,-441.0,-777.0,,,,,944.2,,-722.0,,-430.0,,-346.5,,-256.5,-301.8,,-170.0,,,,-436.5,-561.0,,-629.0,,-369.9,,False,,True,False,,,,,False,,False,,True,,True,,True,True,,True,,,,True,False,,False,,True
37103,64,30.0,,23.5,,29.0,30.0,,,,,14.1,,30.0,,31.5,,,,18.0,25.2,,15.0,,,,,,,17.0,,32.7,-34.0,,-40.5,,-35.0,-34.0,,,,,-49.9,,-34.0,,-32.5,,,,-46.0,-38.8,,-49.0,,,,,,,-47.0,,-31.3,,False,,False,False,,,,,False,,False,,True,,,,False,False,,False,,,,,,,False,,True
37105,254,219.0,,210.9,,220.0,113.0,,,,,124.2,,279.0,,292.5,,304.5,,150.0,213.2,,172.0,,,,220.3,,,168.0,,308.7,-35.0,,-43.1,,-34.0,-141.0,,,,,-129.8,,25.0,,38.5,,50.5,,-104.0,-40.8,,-82.0,,,,-33.7,,,-86.0,,54.7,,False,,True,False,,,,,False,,True,,False,,False,,False,False,,False,,,,True,,,False,,False
37107,487,345.0,,354.1,,353.0,218.0,,,,,179.4,,272.0,,390.1,,425.0,,294.0,387.2,,468.0,,,,366.8,,,314.0,,394.8,-142.0,,-132.9,,-134.0,-269.0,,,,,-307.6,,-215.0,,-96.9,,-62.0,,-193.0,-99.8,,-19.0,,,,-120.2,,,-173.0,,-92.2,,True,,True,False,,,,,False,,False,,True,,True,,False,True,,True,,,,True,,,False,,True
37109,695,552.0,,553.1,,554.0,575.0,,,,,251.4,,549.0,,743.9,,665.0,,536.0,672.8,,712.0,,,,537.4,,,552.0,,623.8,-143.0,,-141.9,,-141.0,-120.0,,,,,-443.6,,-146.0,,48.9,,-30.0,,-159.0,-22.2,,17.0,,,,-157.6,,,-143.0,,-71.2,,True,,True,True,,,,,False,,False,,True,,True,,False,True,,True,,,,False,,,False,,True
37111,391,264.0,,252.4,,264.0,250.0,,,,,110.9,,338.0,,326.0,,296.0,,261.0,318.8,,260.0,,,,213.8,,,229.0,,258.2,-127.0,,-138.6,,-127.0,-141.0,,,,,-280.1,,-53.0,,-65.0,,-95.0,,-130.0,-72.2,,-131.0,,,,-177.2,,,-162.0,,-132.8,,False,,False,False,,,,,False,,True,,True,,True,,False,True,,False,,,,False,,,False,,False
37113,135,108.0,,117.5,,105.0,94.0,,,,,56.3,,166.0,,122.3,,95.0,,66.0,101.1,,96.0,,,,,,,80.0,,99.9,-27.0,,-17.5,,-30.0,-41.0,,,,,-78.7,,31.0,,-12.7,,-40.0,,-69.0,-33.9,,-39.0,,,,,,,-55.0,,-35.1,,True,,False,False,,,,,False,,False,,True,,False,,False,False,,False,,,,,,,False,,False
37115,182,117.0,,114.2,,119.0,118.0,,,,,36.1,,125.0,,371.6,,,,85.0,118.4,,266.0,,,,,,,105.0,,189.5,-65.0,,-67.8,,-63.0,-64.0,,,,,-145.9,,-57.0,,189.6,,,,-97.0,-63.6,,84.0,,,,,,,-77.0,,7.5,,False,,True,True,,,,,False,,True,,False,,,,False,True,,False,,,,,,,False,,True
37117,132,105.0,,105.1,,102.0,104.0,,,,,48.7,,77.0,,180.6,,,,97.0,87.2,,106.0,,,,,,,103.0,,112.3,-27.0,,-26.9,,-30.0,-28.0,,,,,-83.3,,-55.0,,48.6,,,,-35.0,-44.8,,-26.0,,,,,,,-29.0,,-19.7,,True,,False,False,,,,,False,,False,,False,,,,False,False,,True,,,,,,,False,,True
37119,6827,4899.0,,4977.4,8439.3,4954.0,5164.0,,,,,7733.6,,4070.0,,4672.5,,5516.5,,5150.5,5795.9,,6259.0,,,,4715.5,4497.0,,5306.0,,5633.4,-1928.0,,-1849.6,1612.3,-1873.0,-1663.0,,,,,906.6,,-2757.0,,-2154.5,,-1310.5,,-1676.5,-1031.1,,-568.0,,,,-2111.5,-2330.0,,-1521.0,,-1193.6,,True,True,True,True,,,,,True,,False,,False,,True,,True,True,,True,,,,False,False,,True,,True
37121,197,225.0,,216.1,,248.0,386.0,,,,,52.2,,90.0,,399.5,,,,387.0,248.3,,320.0,,,,,,,238.0,,535.2,28.0,,19.1,,51.0,189.0,,,,,-144.8,,-107.0,,202.5,,,,190.0,51.3,,123.0,,,,,,,41.0,,338.2,,True,,False,False,,,,,False,,False,,False,,,,False,False,,False,,,,,,,False,,False
37123,144,108.0,,113.8,,108.0,54.0,,,,,59.7,,208.0,,158.1,,,,81.0,108.2,,108.0,,,,70.2,,,87.0,,114.2,-36.0,,-30.2,,-36.0,-90.0,,,,,-84.3,,64.0,,14.1,,,,-63.0,-35.8,,-36.0,,,,-73.8,,,-57.0,,-29.8,,True,,False,False,,,,,False,,False,,True,,,,False,True,,False,,,,False,,,False,,True
37125,486,279.0,,278.0,,294.0,328.0,,,,,157.6,,494.0,,293.8,,338.5,,214.5,298.8,,211.0,,,,237.0,,,240.0,,342.3,-207.0,,-208.0,,-192.0,-158.0,,,,,-328.4,,8.0,,-192.2,,-147.5,,-271.5,-187.2,,-275.0,,,,-249.0,,,-246.0,,-143.7,,False,,True,True,,,,,False,,True,,True,,True,,False,True,,False,,,,False,,,False,,True
37127,657,669.0,,719.6,,692.0,710.0,,,,,361.9,,376.0,,742.7,,758.0,,582.0,656.8,,729.0,,,,687.6,,,528.0,,705.2,12.0,,62.6,,35.0,53.0,,,,,-295.1,,-281.0,,85.7,,101.0,,-75.0,-0.2,,72.0,,,,30.6,,,-129.0,,48.2,,False,,False,False,,,,,False,,False,,False,,False,,False,True,,False,,,,False,,,False,,False
37129,1201,834.0,,832.5,,914.0,820.0,,,,,495.5,,975.0,,871.3,,891.0,,937.0,1063.4,,1128.0,,,,888.8,1068.0,,957.0,,826.0,-367.0,,-368.5,,-287.0,-381.0,,,,,-705.5,,-226.0,,-329.7,,-310.0,,-264.0,-137.6,,-73.0,,,,-312.2,-133.0,,-244.0,,-375.0,,False,,True,False,,,,,False,,True,,True,,True,,True,True,,True,,,,True,True,,True,,False
37131,196,135.0,,146.2,,135.0,42.0,,,,,48.8,,52.0,,128.5,,,,198.0,143.4,,199.0,,,,,,,135.0,,78.9,-61.0,,-49.8,,-61.0,-154.0,,,,,-147.2,,-144.0,,-67.5,,,,2.0,-52.6,,3.0,,,,,,,-61.0,,-117.1,,True,,False,False,,,,,False,,False,,False,,,,True,True,,True,,,,,,,False,,False
37133,1407,984.0,,929.3,,1017.0,1168.0,,,,,452.7,,931.0,,1369.3,,1185.5,,1053.5,1200.1,,1317.0,,,,928.0,835.0,,747.0,,1063.6,-423.0,,-477.7,,-390.0,-239.0,,,,,-954.3,,-476.0,,-37.7,,-221.5,,-353.5,-206.9,,-90.0,,,,-479.0,-572.0,,-660.0,,-343.4,,False,,True,True,,,,,False,,False,,True,,True,,True,True,,True,,,,False,False,,False,,True
37135,573,405.0,,401.8,,447.0,476.0,,,,,251.5,,505.0,,395.4,,420.5,,501.0,577.2,,657.0,,,,283.9,492.0,,464.0,,414.8,-168.0,,-171.2,,-126.0,-97.0,,,,,-321.5,,-68.0,,-177.6,,-152.5,,-72.0,4.2,,84.0,,,,-289.1,-81.0,,-109.0,,-158.2,,False,,True,True,,,,,False,,True,,False,,True,,True,True,,True,,,,False,True,,True,,True
37137,68,18.0,,11.1,,18.0,1.0,,,,,17.3,,31.0,,41.4,,,,14.0,35.6,,25.0,,,,,,,20.0,,40.9,-50.0,,-56.9,,-50.0,-67.0,,,,,-50.7,,-37.0,,-26.6,,,,-54.0,-32.4,,-43.0,,,,,,,-48.0,,-27.1,,False,,False,False,,,,,False,,True,,True,,,,False,True,,True,,,,,,,True,,True
37139,161,66.0,,82.6,,103.0,55.0,,,,,63.4,,161.0,,132.8,,103.0,,92.0,120.9,,79.0,,,,,,,61.0,,114.7,-95.0,,-78.4,,-58.0,-106.0,,,,,-97.6,,0.0,,-28.2,,-58.0,,-69.0,-40.1,,-82.0,,,,,,,-100.0,,-46.3,,True,,True,False,,,,,False,,True,,True,,True,,True,True,,True,,,,,,,False,,True
37141,353,285.0,,282.2,,281.0,309.0,,,,,118.9,,223.0,,378.2,,324.0,,263.0,270.6,,251.0,,,,263.0,,,207.0,,313.7,-68.0,,-70.8,,-72.0,-44.0,,,,,-234.1,,-130.0,,25.2,,-29.0,,-90.0,-82.4,,-102.0,,,,-90.0,,,-146.0,,-39.3,,False,,False,True,,,,,False,,False,,True,,True,,False,False,,False,,,,False,,,False,,True
37143,65,30.0,,27.4,,32.0,39.0,,,,,18.5,,30.0,,38.6,,,,24.0,52.0,,27.0,,,,,,,24.0,,46.1,-35.0,,-37.6,,-33.0,-26.0,,,,,-46.5,,-35.0,,-26.4,,,,-41.0,-13.0,,-38.0,,,,,,,-41.0,,-18.9,,False,,True,True,,,,,False,,False,,True,,,,False,True,,False,,,,,,,False,,True
37145,214,168.0,,156.3,,170.0,147.0,,,,,64.7,,173.0,,297.4,,235.0,,157.0,202.6,,174.0,,,,,,,134.0,,192.5,-46.0,,-57.7,,-44.0,-67.0,,,,,-149.3,,-41.0,,83.4,,21.0,,-57.0,-11.4,,-40.0,,,,,,,-80.0,,-21.5,,False,,True,False,,,,,False,,True,,False,,True,,False,True,,True,,,,,,,False,,True
37147,1192,972.0,,948.6,,890.0,1673.0,,,,,901.4,,733.0,,872.7,,889.5,,813.0,1144.6,,1471.0,,,,774.9,895.0,,1000.0,,831.0,-220.0,,-243.4,,-302.0,481.0,,,,,-290.6,,-459.0,,-319.3,,-302.5,,-379.0,-47.4,,279.0,,,,-417.1,-297.0,,-192.0,,-361.0,,False,,False,False,,,,,False,,False,,False,,False,,False,True,,False,,,,False,False,,True,,False
37149,61,27.0,,37.5,,37.0,43.0,,,,,19.1,,129.0,,91.6,,,,9.0,36.8,,15.0,,,,,,,12.0,,61.4,-34.0,,-23.5,,-24.0,-18.0,,,,,-41.9,,68.0,,30.6,,,,-52.0,-24.2,,-46.0,,,,,,,-49.0,,0.4,,True,,True,True,,,,,False,,False,,True,,,,False,True,,False,,,,,,,False,,True
37151,1088,912.0,,887.0,,915.0,1435.0,,,,,391.5,,877.0,,1108.0,,1021.0,,889.5,1022.4,,1250.0,,,,910.5,814.0,,1109.0,,836.4,-176.0,,-201.0,,-173.0,347.0,,,,,-696.5,,-211.0,,20.0,,-67.0,,-198.5,-65.6,,162.0,,,,-177.5,-274.0,,21.0,,-251.6,,False,,True,False,,,,,False,,False,,True,,True,,False,True,,True,,,,False,False,,True,,False
37153,314,237.0,,239.1,,239.0,100.0,,,,,115.6,,309.0,,266.1,,252.5,,130.0,241.7,,204.0,,,,219.0,,,176.0,,261.1,-77.0,,-74.9,,-75.0,-214.0,,,,,-198.4,,-5.0,,-47.9,,-61.5,,-184.0,-72.3,,-110.0,,,,-95.0,,,-138.0,,-52.9,,True,,True,False,,,,,False,,True,,True,,True,,False,True,,False,,,,False,,,False,,True
37155,873,1035.0,,1034.4,,996.0,1472.0,,,,,2401.2,,694.0,,997.7,,984.5,,883.0,1127.0,,1048.0,,,,1005.0,703.0,,641.0,,967.4,162.0,,161.4,,123.0,599.0,,,,,1528.2,,-179.0,,124.7,,111.5,,10.0,254.0,,175.0,,,,132.0,-170.0,,-232.0,,94.4,,True,,True,False,,,,,False,,False,,True,,True,,True,False,,False,,,,True,False,,False,,True
37157,718,660.0,,666.6,,706.0,711.0,,,,,262.7,,434.0,,996.9,,833.0,,740.0,825.6,,1058.0,,,,617.6,,,735.0,,685.1,-58.0,,-51.4,,-12.0,-7.0,,,,,-455.3,,-284.0,,278.9,,115.0,,22.0,107.6,,340.0,,,,-100.4,,,17.0,,-32.9,,True,,True,True,,,,,False,,False,,False,,False,,True,False,,False,,,,False,,,True,,True
37159,1141,762.0,,755.0,,793.0,1190.0,,,,,431.8,,860.0,,832.5,,673.0,,999.0,845.0,,1162.0,,,,704.2,701.0,,830.0,,472.1,-379.0,,-386.0,,-348.0,49.0,,,,,-709.2,,-281.0,,-308.5,,-468.0,,-142.0,-296.0,,21.0,,,,-436.8,-440.0,,-311.0,,-668.9,,False,,True,True,,,,,False,,True,,True,,False,,True,True,,True,,,,False,False,,True,,False
37161,531,249.0,,247.6,,251.0,160.0,,,,,143.8,,536.0,,273.7,,318.0,,122.0,218.2,,143.0,,,,289.1,,,171.0,,330.2,-282.0,,-283.4,,-280.0,-371.0,,,,,-387.2,,5.0,,-257.3,,-213.0,,-409.0,-312.8,,-388.0,,,,-241.9,,,-360.0,,-200.8,,False,,True,False,,,,,False,,True,,True,,True,,False,False,,False,,,,True,,,False,,True
37163,595,558.0,,559.3,,556.0,224.0,,,,,238.9,,334.0,,621.1,,528.5,,738.0,651.6,,840.0,,,,518.2,,,586.0,,725.6,-37.0,,-35.7,,-39.0,-371.0,,,,,-356.1,,-261.0,,26.1,,-66.5,,143.0,56.6,,245.0,,,,-76.8,,,-9.0,,130.6,,True,,False,False,,,,,False,,False,,True,,False,,False,False,,False,,,,False,,,True,,False
37165,227,177.0,,194.9,,187.0,157.0,,,,,128.4,,206.0,,213.9,,189.0,,98.0,153.8,,104.0,,,,202.0,,,123.0,,159.4,-50.0,,-32.1,,-40.0,-70.0,,,,,-98.6,,-21.0,,-13.1,,-38.0,,-129.0,-73.2,,-123.0,,,,-25.0,,,-104.0,,-67.6,,True,,True,False,,,,,False,,True,,True,,True,,False,False,,False,,,,True,,,False,,False
37167,394,288.0,,264.1,,264.0,249.0,,,,,180.2,,421.0,,275.1,,238.5,,139.5,241.5,,387.0,,,,263.6,,,299.0,,252.2,-106.0,,-129.9,,-130.0,-145.0,,,,,-213.8,,27.0,,-118.9,,-155.5,,-254.5,-152.5,,-7.0,,,,-130.4,,,-95.0,,-141.8,,False,,False,False,,,,,False,,True,,False,,False,,False,False,,True,,,,False,,,True,,False
37169,357,252.0,,232.5,,258.0,248.0,,,,,85.2,,247.0,,344.4,,248.5,,255.0,350.1,,369.0,,,,,,,296.0,,221.9,-105.0,,-124.5,,-99.0,-109.0,,,,,-271.8,,-110.0,,-12.6,,-108.5,,-102.0,-6.9,,12.0,,,,,,,-61.0,,-135.1,,False,,True,False,,,,,False,,False,,True,,False,,True,True,,True,,,,,,,True,,False
37171,598,588.0,,581.0,,627.0,671.0,,,,,185.4,,457.0,,781.0,,707.0,,843.0,627.4,,883.0,,,,508.9,,,506.0,,714.1,-10.0,,-17.0,,29.0,73.0,,,,,-412.6,,-141.0,,183.0,,109.0,,245.0,29.4,,285.0,,,,-89.1,,,-92.0,,116.1,,False,,False,False,,,,,False,,False,,False,,False,,False,False,,False,,,,False,,,False,,False
37173,80,57.0,,48.1,,57.0,44.0,,,,,32.3,,61.0,,70.6,,,,40.0,64.8,,47.0,,,,,,,30.0,,84.0,-23.0,,-31.9,,-23.0,-36.0,,,,,-47.7,,-19.0,,-9.4,,,,-40.0,-15.2,,-33.0,,,,,,,-50.0,,4.0,,False,,False,False,,,,,False,,True,,True,,,,False,True,,False,,,,,,,False,,True
37175,93,75.0,,69.2,,78.0,63.0,,,,,30.4,,179.0,,147.0,,90.5,,58.0,79.6,,76.0,,,,,,,62.0,,73.2,-18.0,,-23.8,,-15.0,-30.0,,,,,-62.6,,86.0,,54.0,,-2.5,,-35.0,-13.4,,-17.0,,,,,,,-31.0,,-19.8,,False,,True,False,,,,,False,,False,,False,,True,,False,True,,True,,,,,,,False,,False
37177,6,6.0,,7.3,,6.0,0.0,,,,,5.4,,14.0,,6.5,,,,9.0,2.1,,5.0,,,,,,,2.0,,12.1,0.0,,1.3,,0.0,-6.0,,,,,-0.6,,8.0,,0.5,,,,3.0,-3.9,,-1.0,,,,,,,-4.0,,6.1,,False,,True,False,,,,,False,,False,,False,,,,False,False,,False,,,,,,,False,,False
37179,1342,1014.0,,1021.2,,1022.0,1763.0,,,,,2192.4,,1174.0,,1028.5,,969.5,,965.5,1037.7,,1443.0,,,,1025.2,908.0,,1160.0,,777.5,-328.0,,-320.8,,-320.0,421.0,,,,,850.4,,-168.0,,-313.5,,-372.5,,-376.5,-304.3,,101.0,,,,-316.8,-434.0,,-182.0,,-564.5,,True,,True,False,,,,,False,,True,,True,,False,,False,True,,True,,,,True,False,,True,,False
37181,416,243.0,,246.7,,245.0,369.0,,,,,96.4,,190.0,,250.1,,197.0,,314.0,321.8,,376.0,,,,168.7,,,315.0,,233.3,-173.0,,-169.3,,-171.0,-47.0,,,,,-319.6,,-226.0,,-165.9,,-219.0,,-102.0,-94.2,,-40.0,,,,-247.3,,,-101.0,,-182.7,,True,,True,True,,,,,False,,False,,True,,False,,True,True,,True,,,,False,,,True,,False
37183,5309,3753.0,,3830.9,4294.1,3807.0,3692.0,,,,,6578.2,,2348.0,,3738.4,,3614.5,,4874.0,4739.0,,5936.0,,,,3305.0,4386.0,,4006.0,,3981.6,-1556.0,,-1478.1,-1014.9,-1502.0,-1617.0,,,,,1269.2,,-2961.0,,-1570.6,,-1694.5,,-435.0,-570.0,,627.0,,,,-2004.0,-923.0,,-1303.0,,-1327.4,,True,True,True,False,,,,,True,,False,,False,,False,,True,True,,True,,,,False,True,,True,,True
37185,131,102.0,,99.8,,105.0,206.0,,,,,37.9,,70.0,,212.9,,,,152.0,90.7,,245.0,,,,,,,86.0,,72.1,-29.0,,-31.2,,-26.0,75.0,,,,,-93.1,,-61.0,,81.9,,,,21.0,-40.3,,114.0,,,,,,,-45.0,,-58.9,,False,,True,False,,,,,False,,False,,False,,,,True,False,,False,,,,,,,False,,False
37187,37,33.0,,40.9,,36.0,39.0,,,,,15.4,,28.0,,58.6,,,,27.0,37.1,,31.0,,,,,,,45.0,,52.4,-4.0,,3.9,,-1.0,2.0,,,,,-21.6,,-9.0,,21.6,,,,-10.0,0.1,,-6.0,,,,,,,8.0,,15.4,,True,,True,True,,,,,False,,False,,False,,,,False,True,,False,,,,,,,False,,False
37189,352,198.0,,182.4,,198.0,287.0,,,,,129.0,,303.0,,234.1,,188.0,,144.0,235.4,,164.0,,,,182.0,,,235.0,,258.0,-154.0,,-169.6,,-154.0,-65.0,,,,,-223.0,,-49.0,,-117.9,,-164.0,,-208.0,-116.6,,-188.0,,,,-170.0,,,-117.0,,-94.0,,False,,False,True,,,,,False,,True,,True,,False,,False,True,,False,,,,False,,,True,,True
37191,750,774.0,,795.1,,770.0,560.0,,,,,472.3,,511.0,,826.0,,927.0,,686.0,834.6,,662.0,,,,614.0,,,552.0,,867.7,24.0,,45.1,,20.0,-190.0,,,,,-277.7,,-239.0,,76.0,,177.0,,-64.0,84.6,,-88.0,,,,-136.0,,,-198.0,,117.7,,False,,True,False,,,,,False,,False,,False,,False,,False,False,,False,,,,False,,,False,,False
37193,583,615.0,,608.2,,655.0,1031.0,,,,,245.5,,479.0,,782.4,,655.0,,784.0,700.4,,1032.0,,,,652.7,,,634.0,,793.4,32.0,,25.2,,72.0,448.0,,,,,-337.5,,-104.0,,199.4,,72.0,,201.0,117.4,,449.0,,,,69.7,,,51.0,,210.4,,True,,False,False,,,,,False,,False,,False,,False,,False,False,,False,,,,False,,,False,,False
37195,641,657.0,,648.4,,703.0,570.0,,,,,310.3,,328.0,,801.3,,759.5,,786.0,695.8,,835.0,,,,702.3,,,684.0,,675.4,16.0,,7.4,,62.0,-71.0,,,,,-330.7,,-313.0,,160.3,,118.5,,145.0,54.8,,194.0,,,,61.3,,,43.0,,34.4,,True,,False,False,,,,,False,,False,,False,,False,,False,False,,False,,,,False,,,False,,False
37197,358,225.0,,239.9,,272.0,221.0,,,,,96.6,,223.0,,345.4,,317.0,,280.0,298.9,,290.0,,,,284.1,,,195.0,,234.9,-133.0,,-118.1,,-86.0,-137.0,,,,,-261.4,,-135.0,,-12.6,,-41.0,,-78.0,-59.1,,-68.0,,,,-73.9,,,-163.0,,-123.1,,True,,True,False,,,,,False,,False,,True,,True,,True,True,,True,,,,True,,,False,,True
37199,166,138.0,,128.5,,136.0,159.0,,,,,66.2,,90.0,,149.4,,,,134.0,136.2,,186.0,,,,,,,127.0,,135.9,-28.0,,-37.5,,-30.0,-7.0,,,,,-99.8,,-76.0,,-16.6,,,,-32.0,-29.8,,20.0,,,,,,,-39.0,,-30.1,,False,,False,True,,,,,False,,False,,True,,,,False,False,,True,,,,,,,False,,False
38001,55,72.0,,71.2,,71.0,0.0,,,,,26.6,,56.0,,163.9,,,,77.0,59.7,,70.0,,,,,,,14.0,,74.3,17.0,,16.2,,16.0,-55.0,,,,,-28.4,,1.0,,108.9,,,,22.0,4.7,,15.0,,,,,,,-41.0,,19.3,,True,,True,False,,,,,False,,True,,False,,,,False,True,,True,,,,,,,False,,False
38003,534,258.0,,263.9,,291.0,274.0,,,,,78.1,,481.0,,458.8,,,,400.0,285.0,,385.0,,,,,,,80.0,,590.4,-276.0,,-270.1,,-243.0,-260.0,,,,,-455.9,,-53.0,,-75.2,,,,-134.0,-249.0,,-149.0,,,,,,,-454.0,,56.4,,True,,True,True,,,,,False,,True,,True,,,,True,True,,True,,,,,,,False,,True
38005,152,180.0,,182.5,,180.0,74.0,,,,,68.9,,205.0,,211.1,,,,101.0,155.9,,221.0,,,,,,,0.0,,185.7,28.0,,30.5,,28.0,-78.0,,,,,-83.1,,53.0,,59.1,,,,-51.0,3.9,,69.0,,,,,,,-152.0,,33.7,,False,,False,False,,,,,False,,False,,False,,,,False,True,,False,,,,,,,False,,False
38007,6,9.0,,9.6,,9.0,0.0,,,,,7.0,,31.0,,7.8,,,,9.0,1.1,,,,,,,,,10.0,,10.2,3.0,,3.6,,3.0,-6.0,,,,,1.0,,25.0,,1.8,,,,3.0,-4.9,,,,,,,,,4.0,,4.2,,False,,False,False,,,,,True,,False,,True,,,,False,False,,,,,,,,,False,,False
