,actual_cases,COVIDhub-baseline,BPagano-RtDriven,CEID-Walk,CMU-TimeSeries,COVIDhub-ensemble,CU-select,Columbia_UNC-SurvCon,Covid19Sim-Simulator,CovidAnalytics-DELPHI,DDS-NBDS,Google_Harvard-CPF,IBF-TimeSeries,IowaStateLW-STEM,JCB-PRM,JHUAPL-Bucky,JHU_IDD-CovidSP,JHU_UNC_GAS-StatMechPool,Karlen-pypm,LANL-GrowthRate,LNQ-ens1,MSRA-DeepST,QJHong-Encounter,RobertWalraven-ESG,TTU-squider,UCLA-SuEIR,UMass-MechBayes,UMich-RidgeTfReg,USC-SI_kJalpha,USC-SI_kJalpha_RF,UVA-Ensemble,error-COVIDhub-baseline,error-BPagano-RtDriven,error-CEID-Walk,error-CMU-TimeSeries,error-COVIDhub-ensemble,error-CU-select,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-CovidAnalytics-DELPHI,error-DDS-NBDS,error-Google_Harvard-CPF,error-IBF-TimeSeries,error-IowaStateLW-STEM,error-JCB-PRM,error-JHUAPL-Bucky,error-JHU_IDD-CovidSP,error-JHU_UNC_GAS-StatMechPool,error-Karlen-pypm,error-LANL-GrowthRate,error-LNQ-ens1,error-MSRA-DeepST,error-QJHong-Encounter,error-RobertWalraven-ESG,error-TTU-squider,error-UCLA-SuEIR,error-UMass-MechBayes,error-UMich-RidgeTfReg,error-USC-SI_kJalpha,error-USC-SI_kJalpha_RF,error-UVA-Ensemble,beat_baseline-BPagano-RtDriven,beat_baseline-CEID-Walk,beat_baseline-CMU-TimeSeries,beat_baseline-COVIDhub-ensemble,beat_baseline-CU-select,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-DDS-NBDS,beat_baseline-Google_Harvard-CPF,beat_baseline-IBF-TimeSeries,beat_baseline-IowaStateLW-STEM,beat_baseline-JCB-PRM,beat_baseline-JHUAPL-Bucky,beat_baseline-JHU_IDD-CovidSP,beat_baseline-JHU_UNC_GAS-StatMechPool,beat_baseline-Karlen-pypm,beat_baseline-LANL-GrowthRate,beat_baseline-LNQ-ens1,beat_baseline-MSRA-DeepST,beat_baseline-QJHong-Encounter,beat_baseline-RobertWalraven-ESG,beat_baseline-TTU-squider,beat_baseline-UCLA-SuEIR,beat_baseline-UMass-MechBayes,beat_baseline-UMich-RidgeTfReg,beat_baseline-USC-SI_kJalpha,beat_baseline-USC-SI_kJalpha_RF,beat_baseline-UVA-Ensemble
20123,141,4.0,,14.8,,5.0,0.0,,,,,28.9,,55.0,,15.2,7.8,,,8.0,0.5,,,,,,,,1.0,,5.8,-137.0,,-126.2,,-136.0,-141.0,,,,,-112.1,,-86.0,,-125.8,-133.2,,,-133.0,-140.5,,,,,,,,-140.0,,-135.2,,True,,True,False,,,,,True,,True,,True,True,,,True,False,,,,,,,,False,,True
20125,406,200.0,,159.7,,160.0,81.0,,,,,274.3,,363.0,,32.3,75.2,210.5,,212.0,36.4,,,,,,,,120.0,,214.0,-206.0,,-246.3,,-246.0,-325.0,,,,,-131.7,,-43.0,,-373.7,-330.8,-195.5,,-194.0,-369.6,,,,,,,,-286.0,,-192.0,,False,,False,False,,,,,True,,True,,False,False,True,,True,False,,,,,,,,False,,True
20127,97,36.0,,37.9,,30.0,1.0,,,,,47.1,,35.0,,31.2,8.6,,,23.0,24.5,,,,,,,,26.0,,52.5,-61.0,,-59.1,,-67.0,-96.0,,,,,-49.9,,-62.0,,-65.8,-88.4,,,-74.0,-72.5,,,,,,,,-71.0,,-44.5,,True,,False,False,,,,,True,,False,,False,False,,,False,False,,,,,,,,False,,True
20129,102,60.0,,57.3,,54.0,0.0,,,,,30.1,,54.0,,71.5,2.6,,,24.0,6.7,,,,,,,,36.0,,115.5,-42.0,,-44.7,,-48.0,-102.0,,,,,-71.9,,-48.0,,-30.5,-99.4,,,-78.0,-95.3,,,,,,,,-66.0,,13.5,,False,,False,False,,,,,False,,False,,True,False,,,False,False,,,,,,,,False,,True
20131,655,228.0,,223.4,,219.0,220.0,,,,,88.2,,91.0,,553.8,35.5,,,163.0,29.8,,,,,,,,104.0,,272.4,-427.0,,-431.6,,-436.0,-435.0,,,,,-566.8,,-564.0,,-101.2,-619.5,,,-492.0,-625.2,,,,,,,,-551.0,,-382.6,,False,,False,False,,,,,False,,False,,True,False,,,False,False,,,,,,,,False,,True
20133,387,76.0,,101.7,,101.0,127.0,,,,,106.7,,186.0,,294.3,39.3,,,57.0,29.3,,,,,,,,15.0,,238.3,-311.0,,-285.3,,-286.0,-260.0,,,,,-280.3,,-201.0,,-92.7,-347.7,,,-330.0,-357.7,,,,,,,,-372.0,,-148.7,,True,,True,True,,,,,True,,True,,True,False,,,False,False,,,,,,,,False,,True
20135,112,0.0,,0.0,,4.0,0.0,,,,,32.4,,40.0,,168.2,8.0,,,24.0,4.6,,,,,,,,0.0,,25.8,-112.0,,-112.0,,-108.0,-112.0,,,,,-79.6,,-72.0,,56.2,-104.0,,,-88.0,-107.4,,,,,,,,-112.0,,-86.2,,False,,True,False,,,,,True,,True,,True,True,,,True,True,,,,,,,,False,,True
20137,355,952.0,,916.8,,524.0,365.0,,,,,373.8,,112.0,,2032.3,2.0,,,492.0,357.6,,,,,,,,530.0,,1037.1,597.0,,561.8,,169.0,10.0,,,,,18.8,,-243.0,,1677.3,-353.0,,,137.0,2.6,,,,,,,,175.0,,682.1,,True,,True,True,,,,,True,,True,,False,True,,,True,True,,,,,,,,True,,False
20139,340,40.0,,33.2,,42.0,34.0,,,,,79.6,,93.0,,86.1,25.6,,,46.0,40.8,,,,,,,,17.0,,46.9,-300.0,,-306.8,,-298.0,-306.0,,,,,-260.4,,-247.0,,-253.9,-314.4,,,-294.0,-299.2,,,,,,,,-323.0,,-293.1,,False,,True,False,,,,,True,,True,,True,False,,,True,True,,,,,,,,False,,True
20141,46,12.0,,8.9,,12.0,0.0,,,,,17.3,,39.0,,14.7,3.8,,,12.0,1.2,,,,,,,,31.0,,22.2,-34.0,,-37.1,,-34.0,-46.0,,,,,-28.7,,-7.0,,-31.3,-42.2,,,-34.0,-44.8,,,,,,,,-15.0,,-23.8,,False,,False,False,,,,,True,,True,,True,False,,,False,False,,,,,,,,True,,True
20143,119,32.0,,52.9,,32.0,7.0,,,,,64.8,,45.0,,18.4,11.8,,,40.0,24.7,,,,,,,,22.0,,35.1,-87.0,,-66.1,,-87.0,-112.0,,,,,-54.2,,-74.0,,-100.6,-107.2,,,-79.0,-94.3,,,,,,,,-97.0,,-83.9,,True,,False,False,,,,,True,,True,,False,False,,,True,False,,,,,,,,False,,True
20145,222,72.0,,29.5,,41.0,0.0,,,,,78.2,,112.0,,63.2,12.7,,,28.0,9.3,,,,,,,,110.0,,74.0,-150.0,,-192.5,,-181.0,-222.0,,,,,-143.8,,-110.0,,-158.8,-209.3,,,-194.0,-212.7,,,,,,,,-112.0,,-148.0,,False,,False,False,,,,,True,,True,,False,False,,,False,False,,,,,,,,True,,True
20147,214,104.0,,105.0,,92.0,0.0,,,,,92.3,,75.0,,171.4,0.8,,,91.0,87.5,,,,,,,,0.0,,119.5,-110.0,,-109.0,,-122.0,-214.0,,,,,-121.7,,-139.0,,-42.6,-213.2,,,-123.0,-126.5,,,,,,,,-214.0,,-94.5,,True,,False,False,,,,,False,,False,,True,False,,,False,False,,,,,,,,False,,True
20149,271,24.0,,44.8,,54.0,36.0,,,,,173.4,,222.0,,107.4,67.9,,,95.0,11.7,,,,,,,,4.0,,67.8,-247.0,,-226.2,,-217.0,-235.0,,,,,-97.6,,-49.0,,-163.6,-203.1,,,-176.0,-259.3,,,,,,,,-267.0,,-203.2,,True,,True,True,,,,,True,,True,,True,True,,,True,False,,,,,,,,False,,True
20151,292,312.0,,320.6,,241.0,241.0,,,,,207.5,,97.0,,495.0,11.2,,,57.0,99.2,,,,,,,,187.0,,510.5,20.0,,28.6,,-51.0,-51.0,,,,,-84.5,,-195.0,,203.0,-280.8,,,-235.0,-192.8,,,,,,,,-105.0,,218.5,,False,,False,False,,,,,False,,False,,False,False,,,False,False,,,,,,,,False,,False
20153,79,56.0,,55.5,,50.0,0.0,,,,,56.3,,34.0,,101.0,29.2,,,53.0,29.0,,,,,,,,18.0,,51.5,-23.0,,-23.5,,-29.0,-79.0,,,,,-22.7,,-45.0,,22.0,-49.8,,,-26.0,-50.0,,,,,,,,-61.0,,-27.5,,False,,False,False,,,,,True,,False,,True,False,,,False,False,,,,,,,,False,,False
20155,2496,1044.0,,1105.9,,867.0,710.0,,,,,888.3,,730.0,,1715.4,262.5,1631.5,,795.0,875.9,,,,,418.7,,,391.0,,1171.6,-1452.0,,-1390.1,,-1629.0,-1786.0,,,,,-1607.7,,-1766.0,,-780.6,-2233.5,-864.5,,-1701.0,-1620.1,,,,,-2077.3,,,-2105.0,,-1324.4,,True,,False,False,,,,,False,,False,,True,False,True,,False,False,,,,,False,,,False,,True
20157,232,40.0,,42.5,,29.0,0.0,,,,,39.4,,47.0,,28.9,6.1,,,27.0,24.5,,,,,,,,36.0,,38.7,-192.0,,-189.5,,-203.0,-232.0,,,,,-192.6,,-185.0,,-203.1,-225.9,,,-205.0,-207.5,,,,,,,,-196.0,,-193.3,,True,,False,False,,,,,False,,True,,False,False,,,False,False,,,,,,,,False,,False
20159,287,80.0,,80.6,,80.0,98.0,,,,,62.0,,78.0,,207.2,19.4,,,57.0,49.1,,,,,,,,40.0,,101.6,-207.0,,-206.4,,-207.0,-189.0,,,,,-225.0,,-209.0,,-79.8,-267.6,,,-230.0,-237.9,,,,,,,,-247.0,,-185.4,,True,,False,True,,,,,False,,False,,True,False,,,False,False,,,,,,,,False,,True
20161,1338,412.0,,400.7,,405.0,619.0,,,,,536.4,,704.0,,414.8,138.9,223.0,,298.0,202.5,,,,,365.1,,,40.0,,427.9,-926.0,,-937.3,,-933.0,-719.0,,,,,-801.6,,-634.0,,-923.2,-1199.1,-1115.0,,-1040.0,-1135.5,,,,,-972.9,,,-1298.0,,-910.1,,False,,False,True,,,,,True,,True,,True,False,False,,False,False,,,,,False,,,False,,True
20163,183,72.0,,79.0,,59.0,26.0,,,,,67.9,,53.0,,58.9,6.2,,,58.0,39.0,,,,,,,,39.0,,67.0,-111.0,,-104.0,,-124.0,-157.0,,,,,-115.1,,-130.0,,-124.1,-176.8,,,-125.0,-144.0,,,,,,,,-144.0,,-116.0,,True,,False,False,,,,,False,,False,,False,False,,,False,False,,,,,,,,False,,False
20165,143,0.0,,0.0,,3.0,0.0,,,,,35.8,,36.0,,2.6,8.4,,,20.0,0.2,,,,,,,,0.0,,18.4,-143.0,,-143.0,,-140.0,-143.0,,,,,-107.2,,-107.0,,-140.4,-134.6,,,-123.0,-142.8,,,,,,,,-143.0,,-124.6,,False,,True,False,,,,,True,,True,,True,True,,,True,True,,,,,,,,False,,True
20167,323,144.0,,154.9,,92.0,29.0,,,,,126.4,,81.0,,121.2,22.0,,,90.0,54.3,,,,,,,,76.0,,129.7,-179.0,,-168.1,,-231.0,-294.0,,,,,-196.6,,-242.0,,-201.8,-301.0,,,-233.0,-268.7,,,,,,,,-247.0,,-193.3,,True,,False,False,,,,,False,,False,,False,False,,,False,False,,,,,,,,False,,False
20169,1189,412.0,,403.2,,410.0,482.0,,,,,416.4,,472.0,,557.2,187.8,413.0,,330.0,222.6,,,,,403.3,,,185.0,,576.8,-777.0,,-785.8,,-779.0,-707.0,,,,,-772.6,,-717.0,,-631.8,-1001.2,-776.0,,-859.0,-966.4,,,,,-785.7,,,-1004.0,,-612.2,,False,,False,True,,,,,True,,True,,True,False,True,,False,False,,,,,False,,,False,,True
20171,159,44.0,,60.1,,42.0,8.0,,,,,64.0,,83.0,,32.3,14.4,,,26.0,48.4,,,,,,,,15.0,,117.9,-115.0,,-98.9,,-117.0,-151.0,,,,,-95.0,,-76.0,,-126.7,-144.6,,,-133.0,-110.6,,,,,,,,-144.0,,-41.1,,True,,False,False,,,,,True,,True,,False,False,,,False,True,,,,,,,,False,,True
20173,13911,5840.0,,5805.3,5744.1,5885.0,11384.0,,,,,6147.2,,3151.0,,5022.4,2299.4,4981.0,,8712.0,8106.0,,,,,3097.5,8662.0,,3595.0,,7567.9,-8071.0,,-8105.7,-8166.9,-8026.0,-2527.0,,,,,-7763.8,,-10760.0,,-8888.6,-11611.6,-8930.0,,-5199.0,-5805.0,,,,,-10813.5,-5249.0,,-10316.0,,-6343.1,,False,False,True,True,,,,,True,,False,,False,False,False,,True,True,,,,,False,True,,False,,True
20175,790,436.0,,435.9,,400.0,263.0,,,,,484.7,,963.0,,314.3,179.0,,,370.0,201.9,,,,,458.9,,,293.0,,530.9,-354.0,,-354.1,,-390.0,-527.0,,,,,-305.3,,173.0,,-475.7,-611.0,,,-420.0,-588.1,,,,,-331.1,,,-497.0,,-259.1,,False,,False,False,,,,,True,,True,,False,False,,,False,False,,,,,True,,,False,,True
20177,3777,1172.0,,1232.3,,1177.0,2232.0,,,,,1048.9,,1571.0,,810.4,483.1,1031.5,,1597.5,1032.7,,,,,780.5,,,996.0,,1225.9,-2605.0,,-2544.7,,-2600.0,-1545.0,,,,,-2728.1,,-2206.0,,-2966.6,-3293.9,-2745.5,,-2179.5,-2744.3,,,,,-2996.5,,,-2781.0,,-2551.1,,True,,True,True,,,,,False,,True,,False,False,False,,True,False,,,,,False,,,False,,True
20179,113,168.0,,173.3,,123.0,0.0,,,,,112.5,,35.0,,236.5,2.5,,,123.0,87.5,,,,,,,,0.0,,198.7,55.0,,60.3,,10.0,-113.0,,,,,-0.5,,-78.0,,123.5,-110.5,,,10.0,-25.5,,,,,,,,-113.0,,85.7,,False,,True,False,,,,,True,,False,,False,False,,,True,True,,,,,,,,False,,False
20181,204,272.0,,250.0,,207.0,257.0,,,,,110.1,,93.0,,1189.7,9.2,,,134.0,83.4,,,,,,,,68.0,,213.0,68.0,,46.0,,3.0,53.0,,,,,-93.9,,-111.0,,985.7,-194.8,,,-70.0,-120.6,,,,,,,,-136.0,,9.0,,True,,True,True,,,,,False,,False,,False,False,,,False,False,,,,,,,,False,,True
20183,111,8.0,,8.2,,8.0,0.0,,,,,18.2,,35.0,,27.6,9.0,,,11.0,1.7,,,,,,,,3.0,,14.2,-103.0,,-102.8,,-103.0,-111.0,,,,,-92.8,,-76.0,,-83.4,-102.0,,,-100.0,-109.3,,,,,,,,-108.0,,-96.8,,True,,False,False,,,,,True,,True,,True,True,,,True,False,,,,,,,,False,,True
20185,112,64.0,,65.5,,38.0,0.0,,,,,52.7,,38.0,,76.8,13.3,,,23.0,28.7,,,,,,,,32.0,,88.9,-48.0,,-46.5,,-74.0,-112.0,,,,,-59.3,,-74.0,,-35.2,-98.7,,,-89.0,-83.3,,,,,,,,-80.0,,-23.1,,True,,False,False,,,,,False,,False,,True,False,,,False,False,,,,,,,,False,,True
20187,40,16.0,,13.7,,14.0,0.0,,,,,13.8,,33.0,,20.1,2.6,,,0.0,0.9,,,,,,,,28.0,,26.9,-24.0,,-26.3,,-26.0,-40.0,,,,,-26.2,,-7.0,,-19.9,-37.4,,,-40.0,-39.1,,,,,,,,-12.0,,-13.1,,False,,False,False,,,,,False,,True,,True,False,,,False,False,,,,,,,,True,,True
20189,185,100.0,,101.4,,96.0,54.0,,,,,100.5,,143.0,,130.9,17.4,,,77.0,68.4,,,,,,,,34.0,,101.2,-85.0,,-83.6,,-89.0,-131.0,,,,,-84.5,,-42.0,,-54.1,-167.6,,,-108.0,-116.6,,,,,,,,-151.0,,-83.8,,True,,False,False,,,,,True,,True,,True,False,,,False,False,,,,,,,,False,,True
20191,437,196.0,,198.3,,195.0,299.0,,,,,145.1,,156.0,,469.6,52.2,,,81.0,92.4,,,,,,,,154.0,,312.0,-241.0,,-238.7,,-242.0,-138.0,,,,,-291.9,,-281.0,,32.6,-384.8,,,-356.0,-344.6,,,,,,,,-283.0,,-125.0,,True,,False,True,,,,,False,,False,,True,False,,,False,False,,,,,,,,False,,True
20193,310,192.0,,181.8,,191.0,192.0,,,,,135.3,,140.0,,471.5,10.3,,,282.0,138.7,,,,,,,,0.0,,200.3,-118.0,,-128.2,,-119.0,-118.0,,,,,-174.7,,-170.0,,161.5,-299.7,,,-28.0,-171.3,,,,,,,,-310.0,,-109.7,,False,,False,False,,,,,False,,False,,False,False,,,True,False,,,,,,,,False,,True
20195,101,88.0,,88.6,,45.0,0.0,,,,,55.3,,41.0,,352.2,6.4,,,38.0,40.4,,,,,,,,23.0,,82.2,-13.0,,-12.4,,-56.0,-101.0,,,,,-45.7,,-60.0,,251.2,-94.6,,,-63.0,-60.6,,,,,,,,-78.0,,-18.8,,True,,False,False,,,,,False,,False,,False,False,,,False,False,,,,,,,,False,,False
20197,206,12.0,,12.6,,12.0,0.0,,,,,23.3,,33.0,,15.3,7.9,,,11.0,4.9,,,,,,,,6.0,,23.6,-194.0,,-193.4,,-194.0,-206.0,,,,,-182.7,,-173.0,,-190.7,-198.1,,,-195.0,-201.1,,,,,,,,-200.0,,-182.4,,True,,False,False,,,,,True,,True,,True,False,,,False,False,,,,,,,,False,,True
20199,67,136.0,,140.7,,64.0,0.0,,,,,109.9,,28.0,,417.9,2.2,,,35.0,63.3,,,,,,,,17.0,,205.1,69.0,,73.7,,-3.0,-67.0,,,,,42.9,,-39.0,,350.9,-64.8,,,-32.0,-3.7,,,,,,,,-50.0,,138.1,,False,,True,True,,,,,True,,True,,False,True,,,True,True,,,,,,,,True,,False
20201,276,32.0,,29.9,,30.0,2.0,,,,,27.9,,36.0,,61.9,12.1,,,14.0,10.5,,,,,,,,35.0,,36.4,-244.0,,-246.1,,-246.0,-274.0,,,,,-248.1,,-240.0,,-214.1,-263.9,,,-262.0,-265.5,,,,,,,,-241.0,,-239.6,,False,,False,False,,,,,False,,True,,True,False,,,False,False,,,,,,,,True,,True
20203,91,64.0,,65.0,,34.0,0.0,,,,,32.1,,34.0,,629.8,1.5,,,27.0,23.8,,,,,,,,28.0,,70.4,-27.0,,-26.0,,-57.0,-91.0,,,,,-58.9,,-57.0,,538.8,-89.5,,,-64.0,-67.2,,,,,,,,-63.0,,-20.6,,True,,False,False,,,,,False,,False,,False,False,,,False,False,,,,,,,,False,,True
20205,163,36.0,,43.9,,36.0,3.0,,,,,53.4,,74.0,,50.3,15.1,,,34.0,22.7,,,,,,,,17.0,,34.4,-127.0,,-119.1,,-127.0,-160.0,,,,,-109.6,,-89.0,,-112.7,-147.9,,,-129.0,-140.3,,,,,,,,-146.0,,-128.6,,True,,False,False,,,,,True,,True,,True,False,,,False,False,,,,,,,,False,,False
20207,29,0.0,,2.5,,1.0,0.0,,,,,11.5,,27.0,,1.5,1.5,,,8.0,0.2,,,,,,,,0.0,,53.1,-29.0,,-26.5,,-28.0,-29.0,,,,,-17.5,,-2.0,,-27.5,-27.5,,,-21.0,-28.8,,,,,,,,-29.0,,24.1,,True,,True,False,,,,,True,,True,,True,True,,,True,True,,,,,,,,False,,True
20209,2727,1576.0,,1576.1,,1542.0,2776.0,,,,,1473.0,,1620.0,,933.6,490.5,1376.5,,1308.0,1907.4,,,,,1391.0,697.0,,1898.0,,1768.3,-1151.0,,-1150.9,,-1185.0,49.0,,,,,-1254.0,,-1107.0,,-1793.4,-2236.5,-1350.5,,-1419.0,-819.6,,,,,-1336.0,-2030.0,,-829.0,,-958.7,,True,,False,True,,,,,False,,True,,False,False,False,,False,True,,,,,False,False,,True,,True
21001,228,128.0,,116.6,,133.0,161.0,,,,,143.1,,227.0,,252.4,63.6,,,72.0,124.2,,,,,,,,66.0,,166.2,-100.0,,-111.4,,-95.0,-67.0,,,,,-84.9,,-1.0,,24.4,-164.4,,,-156.0,-103.8,,,,,,,,-162.0,,-61.8,,False,,True,True,,,,,True,,True,,True,False,,,False,False,,,,,,,,False,,True
21003,157,136.0,,146.6,,150.0,135.0,,,,,165.4,,283.0,,319.4,116.2,,,152.0,152.2,,,,,,,,89.0,,150.6,-21.0,,-10.4,,-7.0,-22.0,,,,,8.4,,126.0,,162.4,-40.8,,,-5.0,-4.8,,,,,,,,-68.0,,-6.4,,True,,True,False,,,,,True,,False,,False,False,,,True,True,,,,,,,,False,,True
21005,226,144.0,,142.0,,144.0,154.0,,,,,143.1,,131.0,,181.3,63.6,,,131.0,169.7,,,,,,,,151.0,,151.0,-82.0,,-84.0,,-82.0,-72.0,,,,,-82.9,,-95.0,,-44.7,-162.4,,,-95.0,-56.3,,,,,,,,-75.0,,-75.0,,False,,False,True,,,,,False,,False,,True,False,,,False,True,,,,,,,,True,,True
21007,67,40.0,,30.5,,39.0,48.0,,,,,40.6,,54.0,,22.9,13.5,,,21.0,44.9,,,,,,,,77.0,,39.6,-27.0,,-36.5,,-28.0,-19.0,,,,,-26.4,,-13.0,,-44.1,-53.5,,,-46.0,-22.1,,,,,,,,10.0,,-27.4,,False,,False,True,,,,,True,,True,,False,False,,,False,True,,,,,,,,True,,False
21009,625,904.0,,851.8,,969.0,2590.0,,,,,686.1,,540.0,,1658.2,229.6,879.5,,1821.0,1030.7,,,,,735.5,,,693.0,,1242.8,279.0,,226.8,,344.0,1965.0,,,,,61.1,,-85.0,,1033.2,-395.4,254.5,,1196.0,405.7,,,,,110.5,,,68.0,,617.8,,True,,False,False,,,,,True,,True,,False,False,True,,False,False,,,,,True,,,True,,False
21011,127,96.0,,95.7,,103.0,134.0,,,,,68.8,,106.0,,176.5,32.0,,,117.0,82.0,,,,,,,,111.0,,151.5,-31.0,,-31.3,,-24.0,7.0,,,,,-58.2,,-21.0,,49.5,-95.0,,,-10.0,-45.0,,,,,,,,-16.0,,24.5,,False,,True,True,,,,,False,,True,,False,False,,,True,False,,,,,,,,True,,True
21013,449,464.0,,473.4,,471.0,483.0,,,,,450.2,,391.0,,279.5,167.6,,,733.0,624.2,,,,,,,,305.0,,563.9,15.0,,24.4,,22.0,34.0,,,,,1.2,,-58.0,,-169.5,-281.4,,,284.0,175.2,,,,,,,,-144.0,,114.9,,False,,False,False,,,,,True,,False,,False,False,,,False,False,,,,,,,,False,,False
21015,2232,936.0,,915.8,,1141.0,1125.0,,,,,863.2,,1149.0,,1245.1,613.1,1121.0,,1506.0,1254.3,,,,,870.0,1474.0,,1106.0,,1284.5,-1296.0,,-1316.2,,-1091.0,-1107.0,,,,,-1368.8,,-1083.0,,-986.9,-1618.9,-1111.0,,-726.0,-977.7,,,,,-1362.0,-758.0,,-1126.0,,-947.5,,False,,True,True,,,,,False,,True,,True,False,True,,True,True,,,,,False,True,,True,,True
21017,203,100.0,,98.8,,109.0,123.0,,,,,134.9,,181.0,,212.3,49.2,,,90.0,133.2,,,,,,,,69.0,,110.0,-103.0,,-104.2,,-94.0,-80.0,,,,,-68.1,,-22.0,,9.3,-153.8,,,-113.0,-69.8,,,,,,,,-134.0,,-93.0,,False,,True,True,,,,,True,,True,,True,False,,,False,True,,,,,,,,False,,True
21019,978,400.0,,385.3,,432.0,905.0,,,,,345.6,,469.0,,543.4,107.4,345.5,,595.0,414.5,,,,,,,,269.0,,437.6,-578.0,,-592.7,,-546.0,-73.0,,,,,-632.4,,-509.0,,-434.6,-870.6,-632.5,,-383.0,-563.5,,,,,,,,-709.0,,-540.4,,False,,True,True,,,,,False,,True,,True,False,False,,True,True,,,,,,,,False,,True
21021,444,184.0,,203.6,,209.0,156.0,,,,,309.7,,270.0,,274.5,84.4,249.5,,235.5,254.7,,,,,,,,158.0,,195.7,-260.0,,-240.4,,-235.0,-288.0,,,,,-134.3,,-174.0,,-169.5,-359.6,-194.5,,-208.5,-189.3,,,,,,,,-286.0,,-248.3,,True,,True,False,,,,,True,,True,,True,False,True,,True,True,,,,,,,,False,,True
21023,72,24.0,,19.6,,39.0,74.0,,,,,42.7,,66.0,,130.3,9.8,,,50.0,38.2,,,,,,,,12.0,,32.0,-48.0,,-52.4,,-33.0,2.0,,,,,-29.3,,-6.0,,58.3,-62.2,,,-22.0,-33.8,,,,,,,,-60.0,,-40.0,,False,,True,True,,,,,True,,True,,False,False,,,True,True,,,,,,,,False,,True
21025,198,120.0,,117.6,,125.0,106.0,,,,,112.2,,172.0,,225.0,32.3,,,190.0,119.4,,,,,,,,184.0,,153.5,-78.0,,-80.4,,-73.0,-92.0,,,,,-85.8,,-26.0,,27.0,-165.7,,,-8.0,-78.6,,,,,,,,-14.0,,-44.5,,False,,True,False,,,,,False,,True,,True,False,,,True,False,,,,,,,,True,,True
21027,218,116.0,,107.3,,126.0,129.0,,,,,121.8,,138.0,,134.0,55.0,,,151.0,140.3,,,,,,,,140.0,,108.5,-102.0,,-110.7,,-92.0,-89.0,,,,,-96.2,,-80.0,,-84.0,-163.0,,,-67.0,-77.7,,,,,,,,-78.0,,-109.5,,False,,True,True,,,,,True,,True,,True,False,,,True,True,,,,,,,,True,,False
21029,1222,968.0,,937.5,,1062.0,1356.0,,,,,797.3,,663.0,,1458.1,321.5,1172.0,,1250.0,1159.5,,,,,647.1,,,1429.0,,1199.9,-254.0,,-284.5,,-160.0,134.0,,,,,-424.7,,-559.0,,236.1,-900.5,-50.0,,28.0,-62.5,,,,,-574.9,,,207.0,,-22.1,,False,,True,True,,,,,False,,False,,True,False,True,,True,True,,,,,False,,,True,,True
21031,138,156.0,,148.2,,138.0,71.0,,,,,121.5,,151.0,,109.3,48.6,,,124.0,155.1,,,,,,,,150.0,,154.8,18.0,,10.2,,0.0,-67.0,,,,,-16.5,,13.0,,-28.7,-89.4,,,-14.0,17.1,,,,,,,,12.0,,16.8,,True,,True,False,,,,,True,,True,,False,False,,,True,True,,,,,,,,True,,True
21033,253,196.0,,200.7,,174.0,130.0,,,,,231.0,,162.0,,121.4,23.1,,,196.0,188.0,,,,,,,,187.0,,178.6,-57.0,,-52.3,,-79.0,-123.0,,,,,-22.0,,-91.0,,-131.6,-229.9,,,-57.0,-65.0,,,,,,,,-66.0,,-74.4,,True,,False,False,,,,,True,,False,,False,False,,,False,False,,,,,,,,False,,False
21035,655,532.0,,548.5,,518.0,511.0,,,,,501.6,,396.0,,752.6,168.3,595.0,,381.0,520.4,,,,,,,,443.0,,608.3,-123.0,,-106.5,,-137.0,-144.0,,,,,-153.4,,-259.0,,97.6,-486.7,-60.0,,-274.0,-134.6,,,,,,,,-212.0,,-46.7,,True,,False,False,,,,,False,,False,,True,False,True,,False,False,,,,,,,,False,,True
21037,1385,908.0,,916.9,,1007.0,1782.0,,,,,705.7,,948.0,,1225.0,300.6,920.0,,1357.0,1074.1,,,,,689.3,,,1291.0,,1306.3,-477.0,,-468.1,,-378.0,397.0,,,,,-679.3,,-437.0,,-160.0,-1084.4,-465.0,,-28.0,-310.9,,,,,-695.7,,,-94.0,,-78.7,,True,,True,True,,,,,False,,True,,True,False,True,,True,True,,,,,False,,,True,,True
21039,92,32.0,,30.1,,26.0,25.0,,,,,39.5,,45.0,,15.6,10.2,,,13.0,39.5,,,,,,,,38.0,,25.6,-60.0,,-61.9,,-66.0,-67.0,,,,,-52.5,,-47.0,,-76.4,-81.8,,,-79.0,-52.5,,,,,,,,-54.0,,-66.4,,False,,False,False,,,,,True,,True,,False,False,,,False,True,,,,,,,,True,,False
21041,111,60.0,,60.3,,59.0,0.0,,,,,56.1,,133.0,,58.1,13.8,,,53.0,53.8,,,,,,,,93.0,,84.6,-51.0,,-50.7,,-52.0,-111.0,,,,,-54.9,,22.0,,-52.9,-97.2,,,-58.0,-57.2,,,,,,,,-18.0,,-26.4,,True,,False,False,,,,,False,,True,,False,False,,,False,False,,,,,,,,True,,True
