,actual_cases,COVIDhub-baseline,BPagano-RtDriven,CEID-Walk,CMU-TimeSeries,COVIDhub-ensemble,CU-select,Columbia_UNC-SurvCon,Covid19Sim-Simulator,CovidAnalytics-DELPHI,DDS-NBDS,FAIR-NRAR,Geneva-DetGrowth,Google_Harvard-CPF,IBF-TimeSeries,IQVIA_ACOE-STAN,IowaStateLW-STEM,JCB-PRM,JHUAPL-Bucky,JHU_CSSE-DECOM,JHU_IDD-CovidSP,Karlen-pypm,LANL-GrowthRate,LNQ-ens1,MSRA-DeepST,OliverWyman-Navigator,OneQuietNight-ML,QJHong-Encounter,RobertWalraven-ESG,TTU-squider,UCF-AEM,UCLA-SuEIR,UChicagoCHATTOPADHYAY-UnIT,UMass-MechBayes,UMich-RidgeTfReg,USACE-ERDC_SEIR,USC-SI_kJalpha,UVA-Ensemble,Yu_Group-CLEP,error-COVIDhub-baseline,error-BPagano-RtDriven,error-CEID-Walk,error-CMU-TimeSeries,error-COVIDhub-ensemble,error-CU-select,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-CovidAnalytics-DELPHI,error-DDS-NBDS,error-FAIR-NRAR,error-Geneva-DetGrowth,error-Google_Harvard-CPF,error-IBF-TimeSeries,error-IQVIA_ACOE-STAN,error-IowaStateLW-STEM,error-JCB-PRM,error-JHUAPL-Bucky,error-JHU_CSSE-DECOM,error-JHU_IDD-CovidSP,error-Karlen-pypm,error-LANL-GrowthRate,error-LNQ-ens1,error-MSRA-DeepST,error-OliverWyman-Navigator,error-OneQuietNight-ML,error-QJHong-Encounter,error-RobertWalraven-ESG,error-TTU-squider,error-UCF-AEM,error-UCLA-SuEIR,error-UChicagoCHATTOPADHYAY-UnIT,error-UMass-MechBayes,error-UMich-RidgeTfReg,error-USACE-ERDC_SEIR,error-USC-SI_kJalpha,error-UVA-Ensemble,error-Yu_Group-CLEP,beat_baseline-BPagano-RtDriven,beat_baseline-CEID-Walk,beat_baseline-CMU-TimeSeries,beat_baseline-COVIDhub-ensemble,beat_baseline-CU-select,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-DDS-NBDS,beat_baseline-FAIR-NRAR,beat_baseline-Geneva-DetGrowth,beat_baseline-Google_Harvard-CPF,beat_baseline-IBF-TimeSeries,beat_baseline-IQVIA_ACOE-STAN,beat_baseline-IowaStateLW-STEM,beat_baseline-JCB-PRM,beat_baseline-JHUAPL-Bucky,beat_baseline-JHU_CSSE-DECOM,beat_baseline-JHU_IDD-CovidSP,beat_baseline-Karlen-pypm,beat_baseline-LANL-GrowthRate,beat_baseline-LNQ-ens1,beat_baseline-MSRA-DeepST,beat_baseline-OliverWyman-Navigator,beat_baseline-OneQuietNight-ML,beat_baseline-QJHong-Encounter,beat_baseline-RobertWalraven-ESG,beat_baseline-TTU-squider,beat_baseline-UCF-AEM,beat_baseline-UCLA-SuEIR,beat_baseline-UChicagoCHATTOPADHYAY-UnIT,beat_baseline-UMass-MechBayes,beat_baseline-UMich-RidgeTfReg,beat_baseline-USACE-ERDC_SEIR,beat_baseline-USC-SI_kJalpha,beat_baseline-UVA-Ensemble,beat_baseline-Yu_Group-CLEP
54001,63,75.0,,74.8,,75.0,93.0,,,,,57.4,,100.4,,,45.0,,17.8,,21.0,,104.0,72.3,,82.0,80.0,,,,,,82.6,,,,,74.6,38.5,12.0,,11.8,,12.0,30.0,,,,,-5.6,,37.4,,,-18.0,,-45.2,,-42.0,,41.0,9.3,,19.0,17.0,,,,,,19.6,,,,,11.6,-24.5,,True,,False,False,,,,,True,,False,,,False,,False,,False,,False,True,,False,False,,,,,,False,,,,,True,False
54003,481,438.0,,449.9,,472.0,527.0,,,,,404.2,,468.9,,,293.0,,494.5,,337.8,,633.0,511.8,,515.0,454.0,,,,,388.0,574.9,,,,,512.4,242.4,-43.0,,-31.1,,-9.0,46.0,,,,,-76.8,,-12.1,,,-188.0,,13.5,,-143.2,,152.0,30.8,,34.0,-27.0,,,,,-93.0,93.9,,,,,31.4,-238.6,,True,,True,False,,,,,False,,True,,,False,,True,,False,,False,True,,True,True,,,,,False,False,,,,,True,False
54005,66,69.0,,73.1,,67.0,68.0,,,,,71.9,,82.7,,,41.0,,66.4,,43.6,,65.0,67.2,,80.0,78.0,,,,,,85.4,,,,,69.7,47.4,3.0,,7.1,,1.0,2.0,,,,,5.9,,16.7,,,-25.0,,0.4,,-22.4,,-1.0,1.2,,14.0,12.0,,,,,,19.4,,,,,3.7,-18.6,,False,,True,True,,,,,False,,False,,,False,,True,,False,,True,True,,False,False,,,,,,False,,,,,False,False
54007,15,7.0,,7.8,,5.0,7.0,,,,,11.7,,11.8,,,30.0,,1.9,,9.0,,0.0,5.1,,7.0,17.0,,,,,,13.9,,,,,5.0,3.3,-8.0,,-7.2,,-10.0,-8.0,,,,,-3.3,,-3.2,,,15.0,,-13.1,,-6.0,,-15.0,-9.9,,-8.0,2.0,,,,,,-1.1,,,,,-10.0,-11.7,,True,,False,False,,,,,True,,True,,,False,,False,,True,,False,False,,False,True,,,,,,True,,,,,False,False
54009,122,144.0,,145.1,,145.0,184.0,,,,,107.2,,142.8,,,97.0,,186.0,,89.6,,259.0,157.4,,158.0,145.0,,,,,,133.9,,,,,134.1,95.1,22.0,,23.1,,23.0,62.0,,,,,-14.8,,20.8,,,-25.0,,64.0,,-32.4,,137.0,35.4,,36.0,23.0,,,,,,11.9,,,,,12.1,-26.9,,False,,False,False,,,,,True,,True,,,False,,False,,False,,False,False,,False,False,,,,,,True,,,,,True,False
54011,321,421.0,,421.1,,421.0,466.0,,,,,386.3,,523.3,,,302.0,,485.5,,273.0,,442.0,367.7,,513.0,444.0,,,,,360.6,524.3,,,,,436.3,500.8,100.0,,100.1,,100.0,145.0,,,,,65.3,,202.3,,,-19.0,,164.5,,-48.0,,121.0,46.7,,192.0,123.0,,,,,39.6,203.3,,,,,115.3,179.8,,False,,False,False,,,,,True,,False,,,True,,False,,True,,False,True,,False,False,,,,,True,False,,,,,False,False
54013,19,12.0,,12.2,,10.0,0.0,,,,,8.5,,15.7,,,34.0,,9.2,,9.8,,5.0,10.1,,13.0,16.0,,,,,,16.4,,,,,16.5,5.5,-7.0,,-6.8,,-9.0,-19.0,,,,,-10.5,,-3.3,,,15.0,,-9.8,,-9.2,,-14.0,-8.9,,-6.0,-3.0,,,,,,-2.6,,,,,-2.5,-13.5,,True,,False,False,,,,,False,,True,,,False,,False,,False,,False,False,,True,True,,,,,,True,,,,,True,False
54015,4,10.0,,9.8,,10.0,13.0,,,,,10.9,,12.6,,,19.0,,16.3,,10.6,,6.0,9.9,,16.0,17.0,,,,,,19.7,,,,,12.6,15.4,6.0,,5.8,,6.0,9.0,,,,,6.9,,8.6,,,15.0,,12.3,,6.6,,2.0,5.9,,12.0,13.0,,,,,,15.7,,,,,8.6,11.4,,True,,False,False,,,,,False,,False,,,False,,False,,False,,True,True,,False,False,,,,,,False,,,,,False,False
54017,19,17.0,,17.3,,17.0,6.0,,,,,15.4,,23.7,,,33.0,,7.3,,14.0,,20.0,18.8,,19.0,21.0,,,,,,34.7,,,,,10.9,8.2,-2.0,,-1.7,,-2.0,-13.0,,,,,-3.6,,4.7,,,14.0,,-11.7,,-5.0,,1.0,-0.2,,0.0,2.0,,,,,,15.7,,,,,-8.1,-10.8,,True,,False,False,,,,,False,,False,,,False,,False,,False,,True,True,,True,False,,,,,,False,,,,,False,False
54019,91,98.0,,97.2,,102.0,138.0,,,,,117.7,,130.7,,,102.0,,154.1,,70.1,,114.0,107.2,,142.0,116.0,,,,,,126.3,,,,,80.1,121.4,7.0,,6.2,,11.0,47.0,,,,,26.7,,39.7,,,11.0,,63.1,,-20.9,,23.0,16.2,,51.0,25.0,,,,,,35.3,,,,,-10.9,30.4,,True,,False,False,,,,,False,,False,,,False,,False,,False,,False,False,,False,False,,,,,,False,,,,,False,False
54021,20,8.0,,16.2,,8.0,34.0,,,,,20.5,,28.6,,,17.0,,1.8,,9.6,,5.0,16.8,,,24.0,,,,,,26.9,,,,,1.9,57.3,-12.0,,-3.8,,-12.0,14.0,,,,,0.5,,8.6,,,-3.0,,-18.2,,-10.4,,-15.0,-3.2,,,4.0,,,,,,6.9,,,,,-18.1,37.3,,True,,False,False,,,,,True,,True,,,True,,False,,True,,False,True,,,True,,,,,,True,,,,,False,False
54023,62,41.0,,44.0,,41.0,39.0,,,,,42.0,,35.3,,,38.0,,67.7,,22.1,,54.0,51.8,,45.0,45.0,,,,,,60.4,,,,,38.9,13.1,-21.0,,-18.0,,-21.0,-23.0,,,,,-20.0,,-26.7,,,-24.0,,5.7,,-39.9,,-8.0,-10.2,,-17.0,-17.0,,,,,,-1.6,,,,,-23.1,-48.9,,True,,False,False,,,,,True,,False,,,False,,True,,False,,True,True,,True,True,,,,,,True,,,,,False,False
54025,102,75.0,,71.9,,75.0,90.0,,,,,63.4,,81.1,,,62.0,,83.7,,81.4,,94.0,72.3,,90.0,95.0,,,,,,85.8,,,,,78.4,71.7,-27.0,,-30.1,,-27.0,-12.0,,,,,-38.6,,-20.9,,,-40.0,,-18.3,,-20.6,,-8.0,-29.7,,-12.0,-7.0,,,,,,-16.2,,,,,-23.6,-30.3,,False,,False,True,,,,,False,,True,,,False,,True,,True,,True,False,,True,True,,,,,,True,,,,,True,False
54027,57,54.0,,55.7,,56.0,54.0,,,,,45.9,,58.4,,,72.0,,60.6,,46.6,,104.0,56.9,,59.0,62.0,,,,,,56.7,,,,,48.7,26.0,-3.0,,-1.3,,-1.0,-3.0,,,,,-11.1,,1.4,,,15.0,,3.6,,-10.4,,47.0,-0.1,,2.0,5.0,,,,,,-0.3,,,,,-8.3,-31.0,,True,,True,False,,,,,False,,True,,,False,,False,,False,,False,True,,True,False,,,,,,True,,,,,False,False
54029,169,138.0,,139.7,,140.0,208.0,,,,,99.4,,134.9,,,107.0,,313.1,,73.1,,246.0,149.8,,158.0,142.0,,,,,,194.0,,,,,117.7,100.5,-31.0,,-29.3,,-29.0,39.0,,,,,-69.6,,-34.1,,,-62.0,,144.1,,-95.9,,77.0,-19.2,,-11.0,-27.0,,,,,,25.0,,,,,-51.3,-68.5,,True,,True,False,,,,,False,,False,,,False,,False,,False,,False,True,,True,True,,,,,,True,,,,,False,False
54031,66,48.0,,49.0,,49.0,53.0,,,,,35.6,,50.7,,,43.0,,90.2,,17.7,,107.0,52.2,,53.0,53.0,,,,,,62.3,,,,,37.4,27.3,-18.0,,-17.0,,-17.0,-13.0,,,,,-30.4,,-15.3,,,-23.0,,24.2,,-48.3,,41.0,-13.8,,-13.0,-13.0,,,,,,-3.7,,,,,-28.6,-38.7,,True,,True,True,,,,,False,,True,,,False,,False,,False,,False,True,,True,True,,,,,,True,,,,,False,False
54033,268,199.0,,198.8,,199.0,313.0,,,,,159.2,,226.1,,,189.0,,122.5,,129.0,,268.0,201.0,,224.0,217.0,,,,,,253.5,,,,,150.6,138.1,-69.0,,-69.2,,-69.0,45.0,,,,,-108.8,,-41.9,,,-79.0,,-145.5,,-139.0,,0.0,-67.0,,-44.0,-51.0,,,,,,-14.5,,,,,-117.4,-129.9,,False,,False,True,,,,,False,,True,,,False,,False,,False,,True,True,,True,True,,,,,,True,,,,,False,False
54035,45,143.0,,144.4,,128.0,162.0,,,,,94.2,,119.1,,,79.0,,323.3,,53.6,,127.5,93.0,,142.0,141.0,,,,,,143.6,,,,,124.5,92.9,98.0,,99.4,,83.0,117.0,,,,,49.2,,74.1,,,34.0,,278.3,,8.6,,82.5,48.0,,97.0,96.0,,,,,,98.6,,,,,79.5,47.9,,False,,True,False,,,,,True,,True,,,True,,False,,True,,True,True,,True,True,,,,,,False,,,,,True,True
54037,181,221.0,,222.2,,224.0,269.0,,,,,197.7,,243.0,,,114.0,,397.7,,173.9,,347.0,224.2,,287.0,241.0,,,,,,235.6,,,,,239.4,200.9,40.0,,41.2,,43.0,88.0,,,,,16.7,,62.0,,,-67.0,,216.7,,-7.1,,166.0,43.2,,106.0,60.0,,,,,,54.6,,,,,58.4,19.9,,False,,False,False,,,,,True,,False,,,False,,False,,True,,False,False,,False,False,,,,,,False,,,,,False,True
54039,454,531.0,,558.7,,546.0,636.0,,,,,584.2,,674.3,,,415.0,,683.2,,382.2,,628.0,546.4,,723.0,624.0,,,,,430.8,627.0,513.0,,,,576.1,699.2,77.0,,104.7,,92.0,182.0,,,,,130.2,,220.3,,,-39.0,,229.2,,-71.8,,174.0,92.4,,269.0,170.0,,,,,-23.2,173.0,59.0,,,,122.1,245.2,,False,,False,False,,,,,False,,False,,,True,,False,,True,,False,False,,False,False,,,,,True,False,True,,,,False,False
54041,21,25.0,,21.1,,25.0,35.0,,,,,30.8,,29.0,,,46.0,,13.2,,17.6,,9.0,25.2,,29.0,42.0,,,,,,58.9,,,,,26.9,40.0,4.0,,0.1,,4.0,14.0,,,,,9.8,,8.0,,,25.0,,-7.8,,-3.4,,-12.0,4.2,,8.0,21.0,,,,,,37.9,,,,,5.9,19.0,,True,,False,False,,,,,False,,False,,,False,,False,,True,,False,False,,False,False,,,,,,False,,,,,False,False
54043,41,40.0,,40.0,,41.0,49.0,,,,,45.0,,42.3,,,41.0,,35.2,,30.5,,41.0,41.4,,42.0,51.0,,,,,,42.7,,,,,40.7,12.7,-1.0,,-1.0,,0.0,8.0,,,,,4.0,,1.3,,,0.0,,-5.8,,-10.5,,0.0,0.4,,1.0,10.0,,,,,,1.7,,,,,-0.3,-28.3,,False,,True,False,,,,,False,,False,,,True,,False,,False,,True,True,,False,False,,,,,,False,,,,,True,False
54045,56,77.0,,77.5,,77.0,81.0,,,,,87.0,,96.5,,,71.0,,121.0,,40.1,,77.0,81.0,,103.0,94.0,,,,,,102.5,,,,,104.7,136.9,21.0,,21.5,,21.0,25.0,,,,,31.0,,40.5,,,15.0,,65.0,,-15.9,,21.0,25.0,,47.0,38.0,,,,,,46.5,,,,,48.7,80.9,,False,,False,False,,,,,False,,False,,,True,,False,,True,,False,False,,False,False,,,,,,False,,,,,False,False
54047,53,291.0,,296.7,,283.0,425.0,,,,,99.8,,181.5,,,37.0,,4314.5,,93.6,,211.0,139.6,,,263.0,,,,,,293.7,,,,,283.2,99.9,238.0,,243.7,,230.0,372.0,,,,,46.8,,128.5,,,-16.0,,4261.5,,40.6,,158.0,86.6,,,210.0,,,,,,240.7,,,,,230.2,46.9,,False,,True,False,,,,,True,,True,,,True,,False,,True,,True,True,,,True,,,,,,False,,,,,True,True
54049,148,135.0,,137.3,,147.0,170.0,,,,,106.4,,179.2,,,155.0,,171.9,,128.1,,223.0,123.7,,165.0,164.0,,,,,,230.2,,,,,146.5,67.4,-13.0,,-10.7,,-1.0,22.0,,,,,-41.6,,31.2,,,7.0,,23.9,,-19.9,,75.0,-24.3,,17.0,16.0,,,,,,82.2,,,,,-1.5,-80.6,,True,,True,False,,,,,False,,False,,,True,,False,,False,,False,False,,False,False,,,,,,False,,,,,True,False
54051,168,239.0,,240.3,,239.0,252.0,,,,,190.4,,247.6,,,121.0,,271.9,,96.7,,264.0,209.4,,294.0,252.0,,,,,,223.4,,,,,213.1,310.5,71.0,,72.3,,71.0,84.0,,,,,22.4,,79.6,,,-47.0,,103.9,,-71.3,,96.0,41.4,,126.0,84.0,,,,,,55.4,,,,,45.1,142.5,,False,,False,False,,,,,True,,False,,,True,,False,,False,,False,True,,False,False,,,,,,True,,,,,True,False
54053,122,93.0,,92.3,,93.0,126.0,,,,,60.7,,97.8,,,83.0,,133.3,,42.6,,151.0,86.4,,,100.0,,,,,,127.5,,,,,135.3,74.3,-29.0,,-29.7,,-29.0,4.0,,,,,-61.3,,-24.2,,,-39.0,,11.3,,-79.4,,29.0,-35.6,,,-22.0,,,,,,5.5,,,,,13.3,-47.7,,False,,False,True,,,,,False,,True,,,False,,True,,False,,False,False,,,True,,,,,,True,,,,,True,False
54055,123,170.0,,172.3,,161.0,225.0,,,,,162.8,,215.6,,,141.0,,188.4,,130.9,,152.0,150.4,,210.0,194.0,,,,,144.7,199.3,,,,,173.7,152.7,47.0,,49.3,,38.0,102.0,,,,,39.8,,92.6,,,18.0,,65.4,,7.9,,29.0,27.4,,87.0,71.0,,,,,21.7,76.3,,,,,50.7,29.7,,False,,True,False,,,,,True,,False,,,True,,False,,True,,True,True,,False,False,,,,,True,False,,,,,False,True
54057,263,395.0,,396.7,,362.0,523.0,,,,,243.1,,485.6,,,94.0,,825.6,,198.5,,343.0,361.7,,405.0,374.0,,,,,,370.5,,,,,280.4,406.8,132.0,,133.7,,99.0,260.0,,,,,-19.9,,222.6,,,-169.0,,562.6,,-64.5,,80.0,98.7,,142.0,111.0,,,,,,107.5,,,,,17.4,143.8,,False,,True,False,,,,,True,,False,,,False,,False,,True,,True,True,,False,True,,,,,,True,,,,,True,False
54059,79,86.0,,85.8,,71.0,71.0,,,,,103.2,,109.4,,,52.0,,40.5,,66.0,,96.0,91.3,,88.0,101.0,,,,,,80.8,,,,,63.9,67.5,7.0,,6.8,,-8.0,-8.0,,,,,24.2,,30.4,,,-27.0,,-38.5,,-13.0,,17.0,12.3,,9.0,22.0,,,,,,1.8,,,,,-15.1,-11.5,,True,,False,False,,,,,False,,False,,,False,,False,,False,,False,False,,False,False,,,,,,True,,,,,False,False
54061,299,279.0,,280.2,,284.0,298.0,,,,,302.1,,297.1,,,318.0,,410.7,,203.8,,427.0,273.5,,351.0,315.0,,,,,233.5,339.3,,,,,287.5,142.9,-20.0,,-18.8,,-15.0,-1.0,,,,,3.1,,-1.9,,,19.0,,111.7,,-95.2,,128.0,-25.5,,52.0,16.0,,,,,-65.5,40.3,,,,,-11.5,-156.1,,True,,True,True,,,,,True,,True,,,True,,False,,False,,False,False,,False,True,,,,,False,False,,,,,True,False
54063,46,37.0,,34.4,,29.0,16.0,,,,,38.1,,42.0,,,23.0,,26.3,,10.3,,64.0,31.1,,36.0,42.0,,,,,,52.8,,,,,29.0,4.6,-9.0,,-11.6,,-17.0,-30.0,,,,,-7.9,,-4.0,,,-23.0,,-19.7,,-35.7,,18.0,-14.9,,-10.0,-4.0,,,,,,6.8,,,,,-17.0,-41.4,,False,,False,False,,,,,True,,True,,,False,,False,,False,,False,False,,False,True,,,,,,True,,,,,False,False
54065,37,29.0,,29.2,,29.0,29.0,,,,,28.6,,44.8,,,54.0,,31.8,,12.9,,11.0,25.5,,38.0,38.0,,,,,,30.4,,,,,28.1,17.4,-8.0,,-7.8,,-8.0,-8.0,,,,,-8.4,,7.8,,,17.0,,-5.2,,-24.1,,-26.0,-11.5,,1.0,1.0,,,,,,-6.6,,,,,-8.9,-19.6,,True,,False,False,,,,,False,,True,,,False,,True,,False,,False,False,,True,True,,,,,,True,,,,,False,False
54067,36,51.0,,51.1,,51.0,64.0,,,,,42.3,,57.0,,,47.0,,59.3,,21.3,,60.0,38.2,,62.0,67.0,,,,,,60.2,,,,,41.3,35.3,15.0,,15.1,,15.0,28.0,,,,,6.3,,21.0,,,11.0,,23.3,,-14.7,,24.0,2.2,,26.0,31.0,,,,,,24.2,,,,,5.3,-0.7,,False,,False,False,,,,,True,,False,,,True,,False,,True,,False,True,,False,False,,,,,,False,,,,,True,True
54069,234,297.0,,296.9,,297.0,342.0,,,,,231.7,,306.0,,,185.0,,443.7,,173.0,,319.0,277.0,,337.0,301.0,,,,,,347.3,,,,,390.0,192.5,63.0,,62.9,,63.0,108.0,,,,,-2.3,,72.0,,,-49.0,,209.7,,-61.0,,85.0,43.0,,103.0,67.0,,,,,,113.3,,,,,156.0,-41.5,,True,,False,False,,,,,True,,False,,,True,,False,,True,,False,True,,False,False,,,,,,False,,,,,False,True
54071,10,10.0,,9.8,,10.0,0.0,,,,,11.9,,13.3,,,25.0,,70.4,,2.6,,8.0,13.8,,10.0,13.0,,,,,,19.7,,,,,12.2,3.7,0.0,,-0.2,,0.0,-10.0,,,,,1.9,,3.3,,,15.0,,60.4,,-7.4,,-2.0,3.8,,0.0,3.0,,,,,,9.7,,,,,2.2,-6.3,,False,,True,False,,,,,False,,False,,,False,,False,,False,,False,False,,True,False,,,,,,False,,,,,False,False
54073,20,14.0,,13.0,,14.0,20.0,,,,,13.4,,16.6,,,16.0,,19.0,,8.1,,13.0,16.2,,18.0,18.0,,,,,,38.2,,,,,12.9,12.3,-6.0,,-7.0,,-6.0,0.0,,,,,-6.6,,-3.4,,,-4.0,,-1.0,,-11.9,,-7.0,-3.8,,-2.0,-2.0,,,,,,18.2,,,,,-7.1,-7.7,,False,,False,True,,,,,False,,True,,,True,,True,,False,,False,True,,True,True,,,,,,False,,,,,False,False
54075,68,14.0,,14.5,,10.0,0.0,,,,,14.0,,19.1,,,14.0,,7.5,,3.9,,8.0,13.3,,13.0,18.0,,,,,,24.2,,,,,9.7,3.1,-54.0,,-53.5,,-58.0,-68.0,,,,,-54.0,,-48.9,,,-54.0,,-60.5,,-64.1,,-60.0,-54.7,,-55.0,-50.0,,,,,,-43.8,,,,,-58.3,-64.9,,True,,False,False,,,,,False,,True,,,False,,False,,False,,False,False,,False,True,,,,,,True,,,,,False,False
54077,161,111.0,,106.7,,127.0,149.0,,,,,87.2,,101.8,,,100.0,,156.2,,100.0,,172.0,139.3,,123.0,126.0,,,,,,97.8,,,,,126.8,55.6,-50.0,,-54.3,,-34.0,-12.0,,,,,-73.8,,-59.2,,,-61.0,,-4.8,,-61.0,,11.0,-21.7,,-38.0,-35.0,,,,,,-63.2,,,,,-34.2,-105.4,,False,,True,True,,,,,False,,False,,,False,,True,,False,,True,True,,True,True,,,,,,False,,,,,True,False
54079,330,253.0,,252.8,,254.0,282.0,,,,,252.9,,286.6,,,149.0,,254.7,,160.4,,364.0,293.0,,320.0,276.0,,,,,220.7,340.1,,,,,345.1,290.7,-77.0,,-77.2,,-76.0,-48.0,,,,,-77.1,,-43.4,,,-181.0,,-75.3,,-169.6,,34.0,-37.0,,-10.0,-54.0,,,,,-109.3,10.1,,,,,15.1,-39.3,,False,,True,True,,,,,False,,True,,,False,,True,,False,,True,True,,True,True,,,,,False,True,,,,,True,True
54081,179,267.0,,256.8,,221.0,362.0,,,,,197.5,,274.0,,,166.0,,141.4,,203.9,,179.0,187.0,,293.0,280.0,,,,,254.6,315.5,,,,,265.8,126.9,88.0,,77.8,,42.0,183.0,,,,,18.5,,95.0,,,-13.0,,-37.6,,24.9,,0.0,8.0,,114.0,101.0,,,,,75.6,136.5,,,,,86.8,-52.1,,True,,True,False,,,,,True,,False,,,True,,True,,True,,True,True,,False,False,,,,,True,False,,,,,True,True
54083,65,82.0,,74.4,,76.0,86.0,,,,,79.3,,96.4,,,76.0,,84.6,,50.7,,100.0,68.7,,93.0,92.0,,,,,,101.0,,,,,49.5,53.4,17.0,,9.4,,11.0,21.0,,,,,14.3,,31.4,,,11.0,,19.6,,-14.3,,35.0,3.7,,28.0,27.0,,,,,,36.0,,,,,-15.5,-11.6,,True,,True,False,,,,,True,,False,,,True,,False,,True,,False,True,,False,False,,,,,,False,,,,,True,True
54085,45,32.0,,31.4,,29.0,29.0,,,,,24.8,,47.6,,,19.0,,21.9,,30.4,,49.0,36.1,,35.0,35.0,,,,,,38.5,,,,,25.3,22.1,-13.0,,-13.6,,-16.0,-16.0,,,,,-20.2,,2.6,,,-26.0,,-23.1,,-14.6,,4.0,-8.9,,-10.0,-10.0,,,,,,-6.5,,,,,-19.7,-22.9,,False,,False,False,,,,,False,,True,,,False,,False,,False,,True,True,,True,True,,,,,,True,,,,,False,False
54087,31,14.0,,13.8,,13.0,7.0,,,,,15.6,,14.2,,,36.0,,23.8,,6.9,,4.0,11.4,,18.0,23.0,,,,,,32.8,,,,,13.1,7.8,-17.0,,-17.2,,-18.0,-24.0,,,,,-15.4,,-16.8,,,5.0,,-7.2,,-24.1,,-27.0,-19.6,,-13.0,-8.0,,,,,,1.8,,,,,-17.9,-23.2,,False,,False,False,,,,,True,,True,,,True,,True,,False,,False,False,,True,True,,,,,,True,,,,,False,False
54089,21,50.0,,49.2,,45.0,50.0,,,,,40.4,,56.5,,,23.0,,44.9,,39.8,,26.0,39.5,,52.0,56.0,,,,,,56.6,,,,,52.2,5.4,29.0,,28.2,,24.0,29.0,,,,,19.4,,35.5,,,2.0,,23.9,,18.8,,5.0,18.5,,31.0,35.0,,,,,,35.6,,,,,31.2,-15.6,,True,,True,False,,,,,True,,False,,,True,,True,,True,,True,True,,False,False,,,,,,False,,,,,False,True
54091,73,31.0,,31.5,,49.0,53.0,,,,,38.4,,33.0,,,57.0,,99.2,,22.2,,70.0,49.1,,47.0,42.0,,,,,,56.5,,,,,44.0,27.7,-42.0,,-41.5,,-24.0,-20.0,,,,,-34.6,,-40.0,,,-16.0,,26.2,,-50.8,,-3.0,-23.9,,-26.0,-31.0,,,,,,-16.5,,,,,-29.0,-45.3,,True,,True,True,,,,,True,,True,,,True,,True,,False,,True,True,,True,True,,,,,,True,,,,,True,False
54093,33,27.0,,26.3,,27.0,28.0,,,,,16.0,,28.9,,,17.0,,48.2,,4.6,,30.0,23.0,,25.0,27.0,,,,,,34.3,,,,,30.7,4.9,-6.0,,-6.7,,-6.0,-5.0,,,,,-17.0,,-4.1,,,-16.0,,15.2,,-28.4,,-3.0,-10.0,,-8.0,-6.0,,,,,,1.3,,,,,-2.3,-28.1,,False,,False,True,,,,,False,,True,,,False,,False,,False,,True,False,,False,False,,,,,,True,,,,,True,False
54095,19,14.0,,14.3,,14.0,14.0,,,,,21.7,,74.1,,,28.0,,5.4,,12.4,,17.0,22.9,,18.0,22.0,,,,,,29.1,,,,,14.2,39.4,-5.0,,-4.7,,-5.0,-5.0,,,,,2.7,,55.1,,,9.0,,-13.6,,-6.6,,-2.0,3.9,,-1.0,3.0,,,,,,10.1,,,,,-4.8,20.4,,True,,False,False,,,,,True,,False,,,False,,False,,False,,True,True,,True,True,,,,,,False,,,,,True,False
54097,72,72.0,,73.9,,72.0,93.0,,,,,68.2,,83.1,,,61.0,,72.1,,25.5,,86.0,81.3,,80.0,84.0,,,,,,84.1,,,,,64.9,42.2,0.0,,1.9,,0.0,21.0,,,,,-3.8,,11.1,,,-11.0,,0.1,,-46.5,,14.0,9.3,,8.0,12.0,,,,,,12.1,,,,,-7.1,-29.8,,False,,True,False,,,,,False,,False,,,False,,False,,False,,False,False,,False,False,,,,,,False,,,,,False,False
54099,115,107.0,,106.4,,111.0,134.0,,,,,118.7,,122.8,,,102.0,,244.5,,66.9,,132.0,110.9,,152.0,134.0,,,,,,126.7,,,,,113.6,131.7,-8.0,,-8.6,,-4.0,19.0,,,,,3.7,,7.8,,,-13.0,,129.5,,-48.1,,17.0,-4.1,,37.0,19.0,,,,,,11.7,,,,,-1.4,16.7,,False,,True,False,,,,,True,,True,,,False,,False,,False,,False,True,,False,False,,,,,,False,,,,,True,False
54101,16,6.0,,6.3,,6.0,5.0,,,,,6.0,,6.0,,,16.0,,5.5,,6.4,,7.0,3.7,,6.0,11.0,,,,,,19.3,,,,,6.3,7.1,-10.0,,-9.7,,-10.0,-11.0,,,,,-10.0,,-10.0,,,0.0,,-10.5,,-9.6,,-9.0,-12.3,,-10.0,-5.0,,,,,,3.3,,,,,-9.7,-8.9,,True,,False,False,,,,,True,,True,,,True,,False,,True,,True,False,,False,True,,,,,,True,,,,,True,True
54103,40,49.0,,48.3,,44.0,37.0,,,,,52.3,,64.0,,,53.0,,50.0,,24.7,,37.0,38.1,,53.0,57.0,,,,,,65.5,,,,,43.7,37.9,9.0,,8.3,,4.0,-3.0,,,,,12.3,,24.0,,,13.0,,10.0,,-15.3,,-3.0,-1.9,,13.0,17.0,,,,,,25.5,,,,,3.7,-2.1,,True,,True,True,,,,,False,,False,,,False,,False,,False,,True,True,,False,False,,,,,,False,,,,,True,True
