,actual_cases,COVIDhub-baseline,Columbia_UNC-SurvCon,Covid19Sim-Simulator,IowaStateLW-STEM,JCB-PRM,RobertWalraven-ESG,UCLA-SuEIR,USC-SI_kJalpha,error-COVIDhub-baseline,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-IowaStateLW-STEM,error-JCB-PRM,error-RobertWalraven-ESG,error-UCLA-SuEIR,error-USC-SI_kJalpha,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-IowaStateLW-STEM,beat_baseline-JCB-PRM,beat_baseline-RobertWalraven-ESG,beat_baseline-UCLA-SuEIR,beat_baseline-USC-SI_kJalpha
06029,8289,3824.0,,,2683.0,,2852.4,7518.1,1598.0,-4465.0,,,-5606.0,,-5436.6,-770.9,-6691.0,,,False,,False,True,False
06031,2971,680.0,,,580.0,,147.1,379.2,117.0,-2291.0,,,-2391.0,,-2823.9,-2591.8,-2854.0,,,False,,False,False,False
06033,329,336.0,,,119.0,,30.1,200.2,100.0,7.0,,,-210.0,,-298.9,-128.8,-229.0,,,False,,False,False,False
06035,1032,16.0,,,62.0,,7.5,,16.0,-1016.0,,,-970.0,,-1024.5,,-1016.0,,,True,,False,,False
06037,117253,53200.0,,,19311.0,,23016.4,29371.6,52938.0,-64053.0,,,-97942.0,,-94236.6,-87881.4,-64315.0,,,False,,False,False,False
06039,1408,1288.0,,,432.0,,146.8,594.9,624.0,-120.0,,,-976.0,,-1261.2,-813.1,-784.0,,,False,,False,False,False
06041,940,560.0,,,501.0,,324.2,328.9,294.0,-380.0,,,-439.0,,-615.8,-611.1,-646.0,,,False,,False,False,False
06043,55,8.0,,,8.0,,46.8,6.7,23.0,-47.0,,,-47.0,,-8.2,-48.3,-32.0,,,False,,True,False,True
06045,497,640.0,,,122.0,,32.2,466.9,414.0,143.0,,,-375.0,,-464.8,-30.1,-83.0,,,False,,False,True,True
06047,2517,1288.0,,,746.0,,32.0,764.0,913.0,-1229.0,,,-1771.0,,-2484.9,-1753.0,-1604.0,,,False,,False,False,False
06049,105,0.0,,,10.0,,0.5,,2.0,-105.0,,,-95.0,,-104.5,,-103.0,,,True,,True,,True
06051,378,32.0,,,8.0,,5.3,17.5,193.0,-346.0,,,-370.0,,-372.7,-360.5,-185.0,,,False,,False,False,True
06053,4534,3296.0,,,1636.0,,2535.7,1971.3,1383.0,-1238.0,,,-2898.0,,-1998.3,-2562.7,-3151.0,,,False,,False,False,False
06055,1251,544.0,,,297.0,,338.2,355.7,367.0,-707.0,,,-954.0,,-912.8,-895.3,-884.0,,,False,,False,False,False
06057,641,80.0,,,45.0,,11.0,86.0,26.0,-561.0,,,-596.0,,-630.0,-555.0,-615.0,,,False,,False,True,False
06059,22404,10304.0,,,3739.0,,6248.1,5241.9,9582.0,-12100.0,,,-18665.0,,-16155.9,-17162.1,-12822.0,,,False,,False,False,False
06061,2726,488.0,,,435.0,,385.4,513.6,186.0,-2238.0,,,-2291.0,,-2340.6,-2212.4,-2540.0,,,False,,False,True,False
06063,154,8.0,,,2.0,,0.1,5.9,2.0,-146.0,,,-152.0,,-153.9,-148.1,-152.0,,,False,,False,False,False
06065,25840,14048.0,,,7917.0,,3277.5,8187.4,8275.0,-11792.0,,,-17923.0,,-22562.5,-17652.6,-17565.0,,,False,,False,False,False
06067,13724,5376.0,,,2418.0,,3629.4,2485.1,2573.0,-8348.0,,,-11306.0,,-10094.6,-11238.9,-11151.0,,,False,,False,False,False
06069,503,176.0,,,175.0,,21.6,168.8,67.0,-327.0,,,-328.0,,-481.4,-334.2,-436.0,,,False,,False,False,False
06071,36153,13000.0,,,7900.0,,3871.6,5815.8,13140.0,-23153.0,,,-28253.0,,-32281.4,-30337.2,-23013.0,,,False,,False,False,True
06073,31818,14952.0,,,4213.0,,9075.9,7207.7,11911.0,-16866.0,,,-27605.0,,-22742.1,-24610.3,-19907.0,,,False,,False,False,False
06075,3963,2704.0,,,1619.0,,1275.1,1518.9,1663.0,-1259.0,,,-2344.0,,-2687.9,-2444.1,-2300.0,,,False,,False,False,False
06077,5256,2328.0,,,1507.0,,121.7,1199.0,663.0,-2928.0,,,-3749.0,,-5134.3,-4057.0,-4593.0,,,False,,False,False,False
06079,2444,1128.0,,,1384.0,,251.0,474.0,1183.0,-1316.0,,,-1060.0,,-2193.0,-1970.0,-1261.0,,,True,,False,False,True
06081,3941,2912.0,,,1449.0,,269.1,2400.1,2663.0,-1029.0,,,-2492.0,,-3671.9,-1540.9,-1278.0,,,False,,False,False,False
06083,2093,1696.0,,,1289.0,,617.1,1238.7,1235.0,-397.0,,,-804.0,,-1475.9,-854.3,-858.0,,,False,,False,False,False
06085,11998,5632.0,,,3054.0,,3296.8,3506.0,3898.0,-6366.0,,,-8944.0,,-8701.2,-8492.0,-8100.0,,,False,,False,False,False
06087,1879,1208.0,,,407.0,,106.7,808.6,362.0,-671.0,,,-1472.0,,-1772.3,-1070.4,-1517.0,,,False,,False,False,False
06089,3672,1920.0,,,357.0,,1893.5,642.8,1399.0,-1752.0,,,-3315.0,,-1778.5,-3029.2,-2273.0,,,False,,False,False,False
06091,13,0.0,,,0.0,,0.0,,0.0,-13.0,,,-13.0,,-13.0,,-13.0,,,False,,False,,False
06093,457,16.0,,,65.0,,10.3,42.2,5.0,-441.0,,,-392.0,,-446.7,-414.8,-452.0,,,True,,False,True,False
06095,3524,1688.0,,,790.0,,2768.9,1058.2,852.0,-1836.0,,,-2734.0,,-755.1,-2465.8,-2672.0,,,False,,True,False,False
06097,4297,3064.0,,,1204.0,,5368.4,1689.2,3124.0,-1233.0,,,-3093.0,,1071.4,-2607.8,-1173.0,,,False,,True,False,True
06099,4882,2008.0,,,1310.0,,116.4,1998.6,545.0,-2874.0,,,-3572.0,,-4765.6,-2883.4,-4337.0,,,False,,False,False,False
06101,1396,344.0,,,109.0,,16.3,207.0,153.0,-1052.0,,,-1287.0,,-1379.7,-1189.0,-1243.0,,,False,,False,False,False
06103,1030,584.0,,,131.0,,245.1,312.9,1210.0,-446.0,,,-899.0,,-784.9,-717.1,180.0,,,False,,False,False,True
06105,150,0.0,,,64.0,,4.9,,1.0,-150.0,,,-86.0,,-145.2,,-149.0,,,True,,True,,True
06107,4250,3432.0,,,1349.0,,77.3,2267.4,3371.0,-818.0,,,-2901.0,,-4172.7,-1982.6,-879.0,,,False,,False,False,False
06109,751,24.0,,,51.0,,12.8,29.1,4.0,-727.0,,,-700.0,,-738.2,-721.9,-747.0,,,True,,False,True,False
06111,6259,3648.0,,,1088.0,,1397.7,2154.8,2009.0,-2611.0,,,-5171.0,,-4861.3,-4104.2,-4250.0,,,False,,False,False,False
06113,1870,576.0,,,340.0,,824.6,344.9,365.0,-1294.0,,,-1530.0,,-1045.4,-1525.1,-1505.0,,,False,,True,False,False
06115,793,280.0,,,62.0,,12.2,379.0,182.0,-513.0,,,-731.0,,-780.8,-414.0,-611.0,,,False,,False,True,False
08001,19059,6024.0,,,2260.0,,1882.3,2635.2,4932.0,-13035.0,,,-16799.0,,-17176.7,-16423.8,-14127.0,,,False,,False,False,False
08003,344,64.0,,,40.0,,0.9,23.2,358.0,-280.0,,,-304.0,,-343.1,-320.8,14.0,,,False,,False,False,True
08005,16756,3600.0,,,2505.0,,1486.7,1981.3,2932.0,-13156.0,,,-14251.0,,-15269.3,-14774.7,-13824.0,,,False,,False,False,False
08007,172,8.0,,,38.0,,2.7,5.3,0.0,-164.0,,,-134.0,,-169.3,-166.7,-172.0,,,True,,False,False,False
08009,85,0.0,,,62.0,,17.3,2.3,0.0,-85.0,,,-23.0,,-67.7,-82.7,-85.0,,,True,,True,True,False
08011,165,0.0,,,17.0,,0.4,,0.0,-165.0,,,-148.0,,-164.6,,-165.0,,,True,,True,,False
08013,6224,2536.0,,,1328.0,,155.0,4767.6,451.0,-3688.0,,,-4896.0,,-6069.0,-1456.4,-5773.0,,,False,,False,True,False
08014,1298,384.0,,,183.0,,64.7,179.7,432.0,-914.0,,,-1115.0,,-1233.3,-1118.3,-866.0,,,False,,False,False,True
08015,291,32.0,,,46.0,,4.7,33.5,6.0,-259.0,,,-245.0,,-286.3,-257.5,-285.0,,,True,,False,True,False
08017,44,0.0,,,16.0,,1.9,,0.0,-44.0,,,-28.0,,-42.1,,-44.0,,,True,,True,,False
08019,139,80.0,,,2.0,,19.2,30.3,325.0,-59.0,,,-137.0,,-119.8,-108.7,186.0,,,False,,False,False,False
08021,130,32.0,,,8.0,,7.6,14.7,31.0,-98.0,,,-122.0,,-122.4,-115.3,-99.0,,,False,,False,False,False
08023,53,0.0,,,0.0,,0.0,3.5,0.0,-53.0,,,-53.0,,-53.0,-49.5,-53.0,,,False,,False,True,False
08025,1148,8.0,,,20.0,,0.0,3.7,98.0,-1140.0,,,-1128.0,,-1148.0,-1144.3,-1050.0,,,True,,False,False,True
08027,49,8.0,,,0.0,,0.0,,107.0,-41.0,,,-49.0,,-49.0,,58.0,,,False,,False,,False
08029,402,32.0,,,55.0,,5.1,61.8,28.0,-370.0,,,-347.0,,-396.9,-340.2,-374.0,,,True,,False,True,False
08031,22195,5600.0,,,3018.0,,3020.5,2340.6,3979.0,-16595.0,,,-19177.0,,-19174.5,-19854.4,-18216.0,,,False,,False,False,False
08033,16,0.0,,,0.0,,0.0,,0.0,-16.0,,,-16.0,,-16.0,,-16.0,,,False,,False,,False
08035,7643,1688.0,,,794.0,,478.2,928.0,1808.0,-5955.0,,,-6849.0,,-7164.8,-6715.0,-5835.0,,,False,,False,False,True
08037,1065,192.0,,,157.0,,19.1,155.0,185.0,-873.0,,,-908.0,,-1045.9,-910.0,-880.0,,,False,,False,False,False
08039,416,80.0,,,51.0,,30.2,72.5,50.0,-336.0,,,-365.0,,-385.8,-343.5,-366.0,,,False,,False,False,False
08041,18888,2344.0,,,2952.0,,1458.6,1301.6,4221.0,-16544.0,,,-15936.0,,-17429.4,-17586.4,-14667.0,,,True,,False,False,True
08043,2522,24.0,,,168.0,,52.1,19.1,15.0,-2498.0,,,-2354.0,,-2469.9,-2502.9,-2507.0,,,True,,True,False,False
08045,1193,168.0,,,147.0,,12.5,102.2,133.0,-1025.0,,,-1046.0,,-1180.5,-1090.8,-1060.0,,,False,,False,False,False
08047,68,8.0,,,0.0,,1.7,,109.0,-60.0,,,-68.0,,-66.3,,41.0,,,False,,False,,True
08049,306,72.0,,,15.0,,41.0,47.8,332.0,-234.0,,,-291.0,,-265.0,-258.2,26.0,,,False,,False,False,True
08051,173,0.0,,,43.0,,0.0,23.7,0.0,-173.0,,,-130.0,,-173.0,-149.3,-173.0,,,True,,False,True,False
08053,8,0.0,,,0.0,,0.0,,0.0,-8.0,,,-8.0,,-8.0,,-8.0,,,False,,False,,False
08055,126,16.0,,,2.0,,2.7,,9.0,-110.0,,,-124.0,,-123.3,,-117.0,,,False,,False,,False
08057,12,0.0,,,0.0,,0.0,,0.0,-12.0,,,-12.0,,-12.0,,-12.0,,,False,,False,,False
08059,14092,2880.0,,,2090.0,,549.4,1323.5,2788.0,-11212.0,,,-12002.0,,-13542.6,-12768.5,-11304.0,,,False,,False,False,False
08061,22,0.0,,,8.0,,0.0,,0.0,-22.0,,,-14.0,,-22.0,,-22.0,,,True,,False,,False
08063,221,16.0,,,46.0,,27.4,9.9,86.0,-205.0,,,-175.0,,-193.7,-211.1,-135.0,,,True,,True,False,True
08065,173,40.0,,,4.0,,10.5,18.7,46.0,-133.0,,,-169.0,,-162.5,-154.3,-127.0,,,False,,False,False,True
08067,1034,64.0,,,113.0,,4.4,40.9,23.0,-970.0,,,-921.0,,-1029.6,-993.1,-1011.0,,,True,,False,False,False
08069,7215,1728.0,,,1724.0,,752.4,928.9,1703.0,-5487.0,,,-5491.0,,-6462.6,-6286.1,-5512.0,,,False,,False,False,False
08071,205,8.0,,,40.0,,2.4,,5.0,-197.0,,,-165.0,,-202.6,,-200.0,,,True,,False,,False
08073,123,40.0,,,50.0,,125.6,,143.0,-83.0,,,-73.0,,2.6,,20.0,,,True,,True,,True
08075,1290,464.0,,,205.0,,265.5,163.3,183.0,-826.0,,,-1085.0,,-1024.5,-1126.7,-1107.0,,,False,,False,False,False
08077,5008,712.0,,,297.0,,739.9,314.7,941.0,-4296.0,,,-4711.0,,-4268.1,-4693.3,-4067.0,,,False,,True,False,True
08079,16,0.0,,,0.0,,0.0,1.4,0.0,-16.0,,,-16.0,,-16.0,-14.6,-16.0,,,False,,False,True,False
08081,240,16.0,,,51.0,,0.6,8.6,3.0,-224.0,,,-189.0,,-239.4,-231.4,-237.0,,,True,,False,False,False
08083,548,64.0,,,60.0,,17.2,26.1,74.0,-484.0,,,-488.0,,-530.8,-521.9,-474.0,,,False,,False,False,True
08085,643,48.0,,,105.0,,3.6,30.9,12.0,-595.0,,,-538.0,,-639.4,-612.1,-631.0,,,True,,False,False,False
08087,859,112.0,,,176.0,,45.2,66.7,110.0,-747.0,,,-683.0,,-813.8,-792.3,-749.0,,,True,,False,False,False
08089,488,80.0,,,84.0,,27.1,81.0,144.0,-408.0,,,-404.0,,-460.9,-407.0,-344.0,,,True,,False,True,True
08091,92,24.0,,,1.0,,7.2,22.0,133.0,-68.0,,,-91.0,,-84.8,-70.0,41.0,,,False,,False,False,True
08093,173,24.0,,,4.0,,1.3,9.1,4.0,-149.0,,,-169.0,,-171.7,-163.9,-169.0,,,False,,False,False,False
08095,151,0.0,,,29.0,,0.4,4.5,0.0,-151.0,,,-122.0,,-150.6,-146.5,-151.0,,,True,,True,True,False
08097,256,24.0,,,26.0,,2.5,14.6,8.0,-232.0,,,-230.0,,-253.5,-241.4,-248.0,,,True,,False,False,False
08099,500,0.0,,,98.0,,0.7,10.3,0.0,-500.0,,,-402.0,,-499.4,-489.7,-500.0,,,True,,True,True,False
08101,6902,776.0,,,841.0,,416.2,432.5,1311.0,-6126.0,,,-6061.0,,-6485.8,-6469.5,-5591.0,,,True,,False,False,True
08103,120,0.0,,,16.0,,0.0,,9.0,-120.0,,,-104.0,,-120.0,,-111.0,,,True,,False,,True
08105,128,16.0,,,14.0,,8.8,8.6,60.0,-112.0,,,-114.0,,-119.2,-119.4,-68.0,,,False,,False,False,True
08107,484,64.0,,,34.0,,2.6,21.7,28.0,-420.0,,,-450.0,,-481.4,-462.3,-456.0,,,False,,False,False,False
08109,102,0.0,,,3.0,,0.0,3.2,0.0,-102.0,,,-99.0,,-102.0,-98.8,-102.0,,,True,,True,True,False
08111,19,0.0,,,0.0,,0.0,,0.0,-19.0,,,-19.0,,-19.0,,-19.0,,,False,,False,,False
08113,105,0.0,,,11.0,,5.3,2.8,0.0,-105.0,,,-94.0,,-99.7,-102.2,-105.0,,,True,,True,True,False
08115,94,0.0,,,16.0,,4.1,,0.0,-94.0,,,-78.0,,-89.9,,-94.0,,,True,,True,,False
08117,990,168.0,,,55.0,,46.4,81.9,59.0,-822.0,,,-935.0,,-943.6,-908.1,-931.0,,,False,,False,False,False
08119,444,16.0,,,20.0,,1.0,5.7,4.0,-428.0,,,-424.0,,-443.0,-438.3,-440.0,,,True,,False,False,False
08121,151,48.0,,,40.0,,17.9,16.4,63.0,-103.0,,,-111.0,,-133.1,-134.6,-88.0,,,False,,False,False,True
08123,8711,1816.0,,,1566.0,,1335.2,1042.5,1645.0,-6895.0,,,-7145.0,,-7375.8,-7668.5,-7066.0,,,False,,False,False,False
08125,194,136.0,,,96.0,,9.5,26.0,84.0,-58.0,,,-98.0,,-184.5,-168.0,-110.0,,,False,,False,False,False
09001,16671,3080.0,,,1375.0,,51.6,3139.1,2172.0,-13591.0,,,-15296.0,,-16619.3,-13531.9,-14499.0,,,False,,False,True,False
09003,12855,3600.0,,,1982.0,,89.2,3536.2,3359.0,-9255.0,,,-10873.0,,-12765.8,-9318.8,-9496.0,,,False,,False,False,False
09005,2342,336.0,,,168.0,,26.9,239.5,214.0,-2006.0,,,-2174.0,,-2315.1,-2102.5,-2128.0,,,False,,False,False,False
09007,1953,384.0,,,261.0,,179.9,213.5,597.0,-1569.0,,,-1692.0,,-1773.1,-1739.5,-1356.0,,,False,,False,False,True
09009,13342,1944.0,,,1600.0,,28.8,1859.9,1770.0,-11398.0,,,-11742.0,,-13313.2,-11482.1,-11572.0,,,False,,False,False,False
09011,3661,2904.0,,,779.0,,42.5,1403.6,4057.0,-757.0,,,-2882.0,,-3618.5,-2257.4,396.0,,,False,,False,False,True
09013,1528,896.0,,,351.0,,22.0,768.1,1773.0,-632.0,,,-1177.0,,-1506.0,-759.9,245.0,,,False,,False,False,True
09015,1443,536.0,,,501.0,,622.0,341.0,314.0,-907.0,,,-942.0,,-821.0,-1102.0,-1129.0,,,False,,True,False,False
10001,1762,1808.0,,,691.0,,164.2,842.8,3296.0,46.0,,,-1071.0,,-1597.8,-919.2,1534.0,,,False,,False,False,False
10003,8473,7256.0,,,1790.0,,4183.5,4105.3,6600.0,-1217.0,,,-6683.0,,-4289.5,-4367.7,-1873.0,,,False,,False,False,False
10005,3291,1880.0,,,908.0,,1560.6,1231.0,2090.0,-1411.0,,,-2383.0,,-1730.4,-2060.0,-1201.0,,,False,,False,False,True
12001,4275,3472.0,,,1317.0,,251.0,1983.6,1180.0,-803.0,,,-2958.0,,-4024.0,-2291.4,-3095.0,,,False,,False,False,False
12003,492,400.0,,,167.0,,235.5,134.1,118.0,-92.0,,,-325.0,,-256.5,-357.9,-374.0,,,False,,False,False,False
12005,2238,1144.0,,,888.0,,103.8,413.1,819.0,-1094.0,,,-1350.0,,-2134.2,-1824.9,-1419.0,,,False,,False,False,False
12007,256,464.0,,,104.0,,51.4,179.5,143.0,208.0,,,-152.0,,-204.6,-76.5,-113.0,,,True,,True,True,True
12009,6026,4280.0,,,1993.0,,1032.5,1943.0,2769.0,-1746.0,,,-4033.0,,-4993.5,-4083.0,-3257.0,,,False,,False,False,False
12011,28115,8496.0,,,4398.0,,4868.7,9622.8,6302.0,-19619.0,,,-23717.0,,-23246.3,-18492.2,-21813.0,,,False,,False,True,False
12013,233,120.0,,,94.0,,51.2,178.9,120.0,-113.0,,,-139.0,,-181.8,-54.1,-113.0,,,False,,False,True,False
12015,1867,848.0,,,266.0,,491.0,472.6,1076.0,-1019.0,,,-1601.0,,-1376.0,-1394.4,-791.0,,,False,,False,False,True
12017,1878,680.0,,,401.0,,278.8,268.7,269.0,-1198.0,,,-1477.0,,-1599.2,-1609.3,-1609.0,,,False,,False,False,False
12019,2644,2008.0,,,638.0,,1484.0,1082.5,1003.0,-636.0,,,-2006.0,,-1160.0,-1561.5,-1641.0,,,False,,False,False,False
12021,4785,1648.0,,,418.0,,679.9,767.3,1233.0,-3137.0,,,-4367.0,,-4105.1,-4017.7,-3552.0,,,False,,False,False,False
12023,876,912.0,,,279.0,,68.3,424.7,251.0,36.0,,,-597.0,,-807.7,-451.3,-625.0,,,False,,False,False,False
12027,778,160.0,,,144.0,,18.8,110.9,252.0,-618.0,,,-634.0,,-759.2,-667.1,-526.0,,,False,,False,False,True
12029,128,24.0,,,58.0,,19.9,13.4,3.0,-104.0,,,-70.0,,-108.1,-114.6,-125.0,,,True,,False,False,False
12031,12327,6400.0,,,3667.0,,1986.3,3616.6,4256.0,-5927.0,,,-8660.0,,-10340.7,-8710.4,-8071.0,,,False,,False,False,False
12033,4130,1832.0,,,2155.0,,303.7,1164.2,662.0,-2298.0,,,-1975.0,,-3826.3,-2965.8,-3468.0,,,True,,False,False,False
12035,927,464.0,,,177.0,,78.7,421.2,127.0,-463.0,,,-750.0,,-848.3,-505.8,-800.0,,,False,,False,False,False
12037,191,216.0,,,54.0,,41.2,180.3,59.0,25.0,,,-137.0,,-149.8,-10.7,-132.0,,,False,,False,True,False
12039,404,744.0,,,247.0,,190.7,1003.1,0.0,340.0,,,-157.0,,-213.3,599.1,-404.0,,,True,,True,False,False
12041,246,40.0,,,53.0,,11.4,39.5,19.0,-206.0,,,-193.0,,-234.6,-206.5,-227.0,,,True,,False,False,False
12043,117,88.0,,,56.0,,33.7,50.9,78.0,-29.0,,,-61.0,,-83.3,-66.1,-39.0,,,False,,False,False,False
12045,176,72.0,,,60.0,,55.5,93.9,0.0,-104.0,,,-116.0,,-120.5,-82.1,-176.0,,,False,,False,True,False
12047,115,128.0,,,59.0,,13.1,50.2,9.0,13.0,,,-56.0,,-101.9,-64.8,-106.0,,,False,,False,False,False
12049,375,248.0,,,124.0,,158.5,80.7,186.0,-127.0,,,-251.0,,-216.5,-294.3,-189.0,,,False,,False,False,False
12051,400,128.0,,,100.0,,141.7,104.1,120.0,-272.0,,,-300.0,,-258.3,-295.9,-280.0,,,False,,True,False,False
12053,1734,904.0,,,522.0,,92.8,394.0,627.0,-830.0,,,-1212.0,,-1641.2,-1340.0,-1107.0,,,False,,False,False,False
12055,1500,520.0,,,418.0,,563.0,188.6,335.0,-980.0,,,-1082.0,,-937.0,-1311.4,-1165.0,,,False,,True,False,False
12057,14963,8344.0,,,4021.0,,4928.6,3528.9,5848.0,-6619.0,,,-10942.0,,-10034.4,-11434.1,-9115.0,,,False,,False,False,False
12059,392,112.0,,,115.0,,15.9,114.2,80.0,-280.0,,,-277.0,,-376.1,-277.8,-312.0,,,True,,False,True,False
12061,1659,896.0,,,729.0,,586.2,336.1,940.0,-763.0,,,-930.0,,-1072.8,-1322.9,-719.0,,,False,,False,False,True
12063,1001,528.0,,,251.0,,147.9,335.2,127.0,-473.0,,,-750.0,,-853.1,-665.8,-874.0,,,False,,False,False,False
12065,203,96.0,,,38.0,,99.5,77.7,46.0,-107.0,,,-165.0,,-103.5,-125.3,-157.0,,,False,,True,False,False
12067,95,0.0,,,35.0,,0.6,483.0,0.0,-95.0,,,-60.0,,-94.4,388.0,-95.0,,,True,,True,False,False
12069,2881,1648.0,,,1444.0,,754.3,867.4,837.0,-1233.0,,,-1437.0,,-2126.7,-2013.6,-2044.0,,,False,,False,False,False
12071,8870,3336.0,,,1107.0,,800.3,1753.8,2431.0,-5534.0,,,-7763.0,,-8069.7,-7116.2,-6439.0,,,False,,False,False,False
12073,4070,3024.0,,,1048.0,,949.5,2640.9,767.0,-1046.0,,,-3022.0,,-3120.5,-1429.1,-3303.0,,,False,,False,False,False
12075,344,144.0,,,118.0,,22.1,63.2,103.0,-200.0,,,-226.0,,-321.9,-280.8,-241.0,,,False,,False,False,False
12077,74,16.0,,,53.0,,28.8,92.0,0.0,-58.0,,,-21.0,,-45.2,18.0,-74.0,,,True,,True,True,False
12079,236,72.0,,,55.0,,54.0,189.4,10.0,-164.0,,,-181.0,,-182.0,-46.6,-226.0,,,False,,False,True,False
12081,4838,2368.0,,,904.0,,509.7,1324.2,1782.0,-2470.0,,,-3934.0,,-4328.3,-3513.8,-3056.0,,,False,,False,False,False
12083,3020,1992.0,,,1266.0,,444.6,2347.6,1177.0,-1028.0,,,-1754.0,,-2575.4,-672.4,-1843.0,,,False,,False,True,False
12085,1237,776.0,,,553.0,,174.9,345.4,397.0,-461.0,,,-684.0,,-1062.1,-891.6,-840.0,,,False,,False,False,False
12086,53756,21856.0,,,9129.0,,6817.2,13863.1,0.0,-31900.0,,,-44627.0,,-46938.8,-39892.9,-53756.0,,,False,,False,False,False
12087,1460,216.0,,,32.0,,210.6,99.4,220.0,-1244.0,,,-1428.0,,-1249.4,-1360.6,-1240.0,,,False,,False,False,True
12089,971,632.0,,,194.0,,682.8,473.2,210.0,-339.0,,,-777.0,,-288.2,-497.8,-761.0,,,False,,True,False,False
12091,3649,1808.0,,,1185.0,,491.3,1138.7,1866.0,-1841.0,,,-2464.0,,-3157.7,-2510.3,-1783.0,,,False,,False,False,True
12093,446,400.0,,,348.0,,129.8,180.5,160.0,-46.0,,,-98.0,,-316.2,-265.5,-286.0,,,False,,False,False,False
12095,16480,7728.0,,,5172.0,,3668.2,2714.2,6256.0,-8752.0,,,-11308.0,,-12811.8,-13765.8,-10224.0,,,False,,False,False,False
12097,5320,2656.0,,,1576.0,,1063.6,1929.5,2022.0,-2664.0,,,-3744.0,,-4256.4,-3390.5,-3298.0,,,False,,False,False,False
12099,17708,6232.0,,,3401.0,,1271.7,3391.6,3451.0,-11476.0,,,-14307.0,,-16436.3,-14316.4,-14257.0,,,False,,False,False,False
12101,5175,2256.0,,,1584.0,,10.4,943.9,1931.0,-2919.0,,,-3591.0,,-5164.6,-4231.1,-3244.0,,,False,,False,False,False
12103,10189,3816.0,,,2077.0,,562.6,1542.2,3364.0,-6373.0,,,-8112.0,,-9626.4,-8646.8,-6825.0,,,False,,False,False,False
12105,6946,4712.0,,,3229.0,,2087.3,1909.5,2793.0,-2234.0,,,-3717.0,,-4858.7,-5036.5,-4153.0,,,False,,False,False,False
12107,574,320.0,,,268.0,,57.3,274.6,114.0,-254.0,,,-306.0,,-516.7,-299.4,-460.0,,,False,,False,False,False
12109,3152,1744.0,,,638.0,,674.3,794.1,1161.0,-1408.0,,,-2514.0,,-2477.7,-2357.9,-1991.0,,,False,,False,False,False
12111,2513,1568.0,,,1075.0,,179.0,867.7,1237.0,-945.0,,,-1438.0,,-2334.0,-1645.3,-1276.0,,,False,,False,False,False
12113,1983,992.0,,,999.0,,112.1,544.3,1042.0,-991.0,,,-984.0,,-1870.9,-1438.7,-941.0,,,True,,False,False,True
12115,5124,1776.0,,,679.0,,739.7,579.2,1068.0,-3348.0,,,-4445.0,,-4384.3,-4544.8,-4056.0,,,False,,False,False,False
12117,3540,1824.0,,,1440.0,,1143.6,776.8,1443.0,-1716.0,,,-2100.0,,-2396.4,-2763.2,-2097.0,,,False,,False,False,False
12119,992,1768.0,,,506.0,,240.1,1263.0,18211.0,776.0,,,-486.0,,-751.9,271.0,17219.0,,,True,,True,True,False
12121,500,664.0,,,143.0,,216.9,296.6,0.0,164.0,,,-357.0,,-283.1,-203.4,-500.0,,,False,,False,False,False
12123,293,184.0,,,94.0,,165.6,346.3,0.0,-109.0,,,-199.0,,-127.4,53.3,-293.0,,,False,,False,True,False
12125,236,432.0,,,92.0,,218.6,477.4,0.0,196.0,,,-144.0,,-17.4,241.4,-236.0,,,True,,True,False,False
12127,5178,2304.0,,,1823.0,,1366.3,1286.0,734.0,-2874.0,,,-3355.0,,-3811.7,-3892.0,-4444.0,,,False,,False,False,False
12129,447,272.0,,,76.0,,26.5,279.5,83.0,-175.0,,,-371.0,,-420.5,-167.5,-364.0,,,False,,False,True,False
12131,1647,408.0,,,294.0,,39.2,391.7,222.0,-1239.0,,,-1353.0,,-1607.8,-1255.3,-1425.0,,,False,,False,False,False
12133,424,136.0,,,150.0,,81.9,73.8,127.0,-288.0,,,-274.0,,-342.1,-350.2,-297.0,,,True,,False,False,False
13001,282,280.0,,,113.0,,127.8,249.5,31.0,-2.0,,,-169.0,,-154.2,-32.5,-251.0,,,False,,False,False,False
13003,149,48.0,,,21.0,,12.0,36.7,10.0,-101.0,,,-128.0,,-137.0,-112.3,-139.0,,,False,,False,False,False
13005,153,56.0,,,70.0,,37.9,22.0,11.0,-97.0,,,-83.0,,-115.2,-131.0,-142.0,,,True,,False,False,False
13007,43,0.0,,,22.0,,0.7,3.7,7.0,-43.0,,,-21.0,,-42.3,-39.3,-36.0,,,True,,True,True,True
13009,522,304.0,,,305.0,,24.7,740.6,70.0,-218.0,,,-217.0,,-497.3,218.6,-452.0,,,True,,False,False,False
13011,280,176.0,,,165.0,,41.4,166.8,100.0,-104.0,,,-115.0,,-238.6,-113.2,-180.0,,,False,,False,False,False
13013,1179,800.0,,,528.0,,104.1,491.7,479.0,-379.0,,,-651.0,,-1075.0,-687.3,-700.0,,,False,,False,False,False
13015,2134,760.0,,,815.0,,184.9,292.3,644.0,-1374.0,,,-1319.0,,-1949.1,-1841.7,-1490.0,,,True,,False,False,False
