,actual_cases,COVIDhub-baseline,Columbia_UNC-SurvCon,Covid19Sim-Simulator,IowaStateLW-STEM,JCB-PRM,RobertWalraven-ESG,UCLA-SuEIR,USC-SI_kJalpha,error-COVIDhub-baseline,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-IowaStateLW-STEM,error-JCB-PRM,error-RobertWalraven-ESG,error-UCLA-SuEIR,error-USC-SI_kJalpha,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-IowaStateLW-STEM,beat_baseline-JCB-PRM,beat_baseline-RobertWalraven-ESG,beat_baseline-UCLA-SuEIR,beat_baseline-USC-SI_kJalpha
01053,341,336.0,,,326.0,,212.2,97.4,46.0,-5.0,,,-15.0,,-128.8,-243.6,-295.0,,,False,,False,False,False
01055,2635,1432.0,,,987.0,,299.9,674.3,742.0,-1203.0,,,-1648.0,,-2335.1,-1960.7,-1893.0,,,False,,False,False,False
01057,424,152.0,,,121.0,,61.4,124.6,44.0,-272.0,,,-303.0,,-362.6,-299.4,-380.0,,,False,,False,False,False
01059,694,520.0,,,426.0,,237.0,328.0,735.0,-174.0,,,-268.0,,-457.0,-366.0,41.0,,,False,,False,False,True
01061,494,840.0,,,154.0,,38.2,413.2,422.0,346.0,,,-340.0,,-455.8,-80.8,-72.0,,,True,,False,True,True
01063,117,32.0,,,31.0,,20.5,18.9,5.0,-85.0,,,-86.0,,-96.5,-98.1,-112.0,,,False,,False,False,False
01065,298,240.0,,,111.0,,73.2,144.4,66.0,-58.0,,,-187.0,,-224.8,-153.6,-232.0,,,False,,False,False,False
01067,288,416.0,,,69.0,,80.5,294.1,210.0,128.0,,,-219.0,,-207.5,6.1,-78.0,,,False,,False,True,True
01069,1911,3424.0,,,615.0,,367.1,2056.5,1807.0,1513.0,,,-1296.0,,-1543.9,145.5,-104.0,,,True,,False,True,True
01071,1541,760.0,,,630.0,,118.6,325.8,414.0,-781.0,,,-911.0,,-1422.4,-1215.2,-1127.0,,,False,,False,False,False
01073,11783,7264.0,,,4294.0,,2697.8,3696.2,4135.0,-4519.0,,,-7489.0,,-9085.2,-8086.8,-7648.0,,,False,,False,False,False
01075,284,240.0,,,115.0,,23.7,154.4,81.0,-44.0,,,-169.0,,-260.3,-129.6,-203.0,,,False,,False,False,False
01077,2271,752.0,,,1046.0,,287.9,555.5,556.0,-1519.0,,,-1225.0,,-1983.1,-1715.5,-1715.0,,,True,,False,False,False
01079,622,256.0,,,309.0,,26.7,154.8,60.0,-366.0,,,-313.0,,-595.3,-467.2,-562.0,,,True,,False,False,False
01081,1663,1760.0,,,928.0,,750.4,739.9,145.0,97.0,,,-735.0,,-912.6,-923.1,-1518.0,,,False,,False,False,False
01083,1946,1024.0,,,889.0,,96.2,345.8,509.0,-922.0,,,-1057.0,,-1849.8,-1600.2,-1437.0,,,False,,False,False,False
01085,137,72.0,,,29.0,,5.1,66.8,0.0,-65.0,,,-108.0,,-131.9,-70.2,-137.0,,,False,,False,False,False
01087,247,88.0,,,41.0,,1.9,71.9,9.0,-159.0,,,-206.0,,-245.1,-175.1,-238.0,,,False,,False,False,False
01089,5150,2408.0,,,2360.0,,1443.3,827.9,678.0,-2742.0,,,-2790.0,,-3706.7,-4322.1,-4472.0,,,False,,False,False,False
01091,483,168.0,,,164.0,,29.2,84.7,79.0,-315.0,,,-319.0,,-453.8,-398.3,-404.0,,,False,,False,False,False
01093,423,224.0,,,236.0,,124.4,104.1,32.0,-199.0,,,-187.0,,-298.6,-318.9,-391.0,,,True,,False,False,False
01095,2263,656.0,,,935.0,,74.3,325.2,143.0,-1607.0,,,-1328.0,,-2188.7,-1937.8,-2120.0,,,True,,False,False,False
01097,6164,2552.0,,,3055.0,,1142.1,1947.5,1601.0,-3612.0,,,-3109.0,,-5021.9,-4216.5,-4563.0,,,True,,False,False,False
01099,193,48.0,,,110.0,,19.1,26.0,6.0,-145.0,,,-83.0,,-173.9,-167.0,-187.0,,,True,,False,False,False
01101,3391,1232.0,,,1135.0,,348.0,974.7,350.0,-2159.0,,,-2256.0,,-3043.0,-2416.3,-3041.0,,,False,,False,False,False
01103,3159,1024.0,,,1063.0,,954.6,596.9,583.0,-2135.0,,,-2096.0,,-2204.4,-2562.1,-2576.0,,,True,,False,False,False
01105,146,16.0,,,26.0,,6.9,14.9,1.0,-130.0,,,-120.0,,-139.1,-131.1,-145.0,,,True,,False,False,False
01107,556,136.0,,,148.0,,97.8,96.4,36.0,-420.0,,,-408.0,,-458.2,-459.6,-520.0,,,True,,False,False,False
01109,359,288.0,,,245.0,,217.2,136.4,34.0,-71.0,,,-114.0,,-141.8,-222.6,-325.0,,,False,,False,False,False
01111,326,352.0,,,150.0,,380.4,175.3,100.0,26.0,,,-176.0,,54.4,-150.7,-226.0,,,False,,False,False,False
01113,420,432.0,,,304.0,,83.6,228.3,132.0,12.0,,,-116.0,,-336.4,-191.7,-288.0,,,False,,False,False,False
01115,1744,1000.0,,,462.0,,343.9,616.6,223.0,-744.0,,,-1282.0,,-1400.1,-1127.4,-1521.0,,,False,,False,False,False
01117,3956,2744.0,,,926.0,,1966.8,1027.5,750.0,-1212.0,,,-3030.0,,-1989.2,-2928.5,-3206.0,,,False,,False,False,False
01119,139,0.0,,,69.0,,5.2,30.1,1.0,-139.0,,,-70.0,,-133.8,-108.9,-138.0,,,True,,True,True,True
01121,1278,648.0,,,530.0,,44.3,298.2,75.0,-630.0,,,-748.0,,-1233.7,-979.8,-1203.0,,,False,,False,False,False
01123,580,240.0,,,200.0,,103.6,127.3,34.0,-340.0,,,-380.0,,-476.4,-452.7,-546.0,,,False,,False,False,False
01125,3956,4080.0,,,2005.0,,1253.0,4170.1,1300.0,124.0,,,-1951.0,,-2703.0,214.1,-2656.0,,,False,,False,False,False
01127,1254,792.0,,,557.0,,116.8,357.1,270.0,-462.0,,,-697.0,,-1137.2,-896.9,-984.0,,,False,,False,False,False
01129,335,184.0,,,131.0,,24.4,81.6,138.0,-151.0,,,-204.0,,-310.6,-253.4,-197.0,,,False,,False,False,False
01131,101,48.0,,,28.0,,1.3,30.7,3.0,-53.0,,,-73.0,,-99.7,-70.3,-98.0,,,False,,False,False,False
01133,574,152.0,,,208.0,,13.5,81.8,33.0,-422.0,,,-366.0,,-560.5,-492.2,-541.0,,,True,,False,False,False
02013,21,24.0,,,,,0.4,,132.0,3.0,,,,,-20.6,,111.0,,,,,False,,False
02016,12,0.0,,,,,0.7,,0.0,-12.0,,,,,-11.3,,-12.0,,,,,True,,False
02020,11554,3896.0,,,,,2563.9,1356.2,1359.0,-7658.0,,,,,-8990.1,-10197.8,-10195.0,,,,,False,False,False
02050,1313,88.0,,,,,36.3,113.0,43.0,-1225.0,,,,,-1276.7,-1200.0,-1270.0,,,,,False,True,False
02060,0,0.0,,,,,0.0,,0.0,0.0,,,,,0.0,,0.0,,,,,True,,True
02068,29,32.0,,,,,2.6,,55.0,3.0,,,,,-26.4,,26.0,,,,,False,,False
02070,70,8.0,,,,,3.4,,3.0,-62.0,,,,,-66.6,,-67.0,,,,,False,,False
02090,2090,1272.0,,,,,951.1,547.5,638.0,-818.0,,,,,-1138.9,-1542.5,-1452.0,,,,,False,False,False
02100,7,0.0,,,,,0.0,,0.0,-7.0,,,,,-7.0,,-7.0,,,,,False,,False
02105,0,0.0,,,,,0.0,,,0.0,,,,,0.0,,,,,,,True,,
02110,455,96.0,,,,,20.9,71.5,34.0,-359.0,,,,,-434.1,-383.5,-421.0,,,,,False,False,False
02122,1890,128.0,,,,,68.4,83.8,285.0,-1762.0,,,,,-1821.5,-1806.2,-1605.0,,,,,False,False,True
02130,129,8.0,,,,,1.5,10.8,75.0,-121.0,,,,,-127.5,-118.2,-54.0,,,,,False,True,True
02150,196,48.0,,,,,47.5,,267.0,-148.0,,,,,-148.5,,71.0,,,,,False,,True
02158,400,16.0,,,,,0.7,,25.0,-384.0,,,,,-399.3,,-375.0,,,,,False,,True
02164,49,0.0,,,,,0.0,,,-49.0,,,,,-49.0,,,,,,,False,,
02170,2584,472.0,,,,,610.0,241.8,824.0,-2112.0,,,,,-1974.0,-2342.2,-1760.0,,,,,True,False,True
02180,139,128.0,,,,,12.1,,105.0,-11.0,,,,,-126.9,,-34.0,,,,,False,,False
02185,296,208.0,,,,,10.9,,72.0,-88.0,,,,,-285.1,,-224.0,,,,,False,,False
02188,215,200.0,,,,,51.6,,30.0,-15.0,,,,,-163.4,,-185.0,,,,,False,,False
02195,12,8.0,,,,,7.2,,101.0,-4.0,,,,,-4.8,,89.0,,,,,False,,False
02198,19,0.0,,,,,29.0,,0.0,-19.0,,,,,10.0,,-19.0,,,,,True,,False
02220,113,72.0,,,,,4.4,49.0,128.0,-41.0,,,,,-108.6,-64.0,15.0,,,,,False,False,True
02230,10,0.0,,,,,0.0,,,-10.0,,,,,-10.0,,,,,,,False,,
02240,238,24.0,,,,,70.3,,26.0,-214.0,,,,,-167.7,,-212.0,,,,,True,,True
02261,123,32.0,,,,,0.0,,190.0,-91.0,,,,,-123.0,,67.0,,,,,False,,True
02275,1,0.0,,,,,1.2,,0.0,-1.0,,,,,0.2,,-1.0,,,,,True,,False
02282,20,0.0,,,,,0.0,,1.0,-20.0,,,,,-20.0,,-19.0,,,,,False,,True
02290,85,24.0,,,,,31.6,,25.0,-61.0,,,,,-53.4,,-60.0,,,,,True,,True
04001,1775,432.0,,,564.0,,24.0,203.7,196.0,-1343.0,,,-1211.0,,-1751.0,-1571.3,-1579.0,,,True,,False,False,False
04003,1680,136.0,,,299.0,,36.4,91.5,145.0,-1544.0,,,-1381.0,,-1643.6,-1588.5,-1535.0,,,True,,False,False,True
04005,3183,1784.0,,,711.0,,164.6,430.7,981.0,-1399.0,,,-2472.0,,-3018.4,-2752.3,-2202.0,,,False,,False,False,False
04007,1469,1120.0,,,120.0,,334.9,482.7,5799.0,-349.0,,,-1349.0,,-1134.1,-986.3,4330.0,,,False,,False,False,False
04009,1281,472.0,,,84.0,,130.6,247.7,473.0,-809.0,,,-1197.0,,-1150.4,-1033.3,-808.0,,,False,,False,False,True
04011,164,0.0,,,50.0,,3.5,1.4,0.0,-164.0,,,-114.0,,-160.5,-162.6,-164.0,,,True,,True,True,False
04012,281,32.0,,,37.0,,2.2,16.6,22.0,-249.0,,,-244.0,,-278.8,-264.4,-259.0,,,True,,False,False,False
04013,60695,16040.0,,,7422.0,,5335.6,11188.5,10747.0,-44655.0,,,-53273.0,,-55359.4,-49506.5,-49948.0,,,False,,False,False,False
04015,2111,560.0,,,549.0,,47.9,228.6,366.0,-1551.0,,,-1562.0,,-2063.1,-1882.4,-1745.0,,,False,,False,False,False
04017,2262,264.0,,,866.0,,28.6,132.0,165.0,-1998.0,,,-1396.0,,-2233.4,-2130.0,-2097.0,,,True,,False,False,False
04019,13443,4208.0,,,1477.0,,509.4,2051.5,933.0,-9235.0,,,-11966.0,,-12933.6,-11391.5,-12510.0,,,False,,False,False,False
04021,5595,1432.0,,,616.0,,368.5,736.8,1117.0,-4163.0,,,-4979.0,,-5226.5,-4858.2,-4478.0,,,False,,False,False,False
04023,1000,384.0,,,149.0,,475.8,277.3,0.0,-616.0,,,-851.0,,-524.2,-722.7,-1000.0,,,False,,True,False,False
04025,2572,648.0,,,448.0,,147.9,455.7,463.0,-1924.0,,,-2124.0,,-2424.1,-2116.3,-2109.0,,,False,,False,False,False
04027,4932,1088.0,,,240.0,,39.2,1702.3,939.0,-3844.0,,,-4692.0,,-4892.8,-3229.7,-3993.0,,,False,,False,True,False
05001,503,400.0,,,308.0,,66.8,84.6,128.0,-103.0,,,-195.0,,-436.2,-418.4,-375.0,,,False,,False,False,False
05003,398,160.0,,,209.0,,46.4,96.6,123.0,-238.0,,,-189.0,,-351.6,-301.4,-275.0,,,True,,False,False,False
05005,984,480.0,,,519.0,,102.4,643.8,189.0,-504.0,,,-465.0,,-881.6,-340.2,-795.0,,,True,,False,True,False
05007,5027,2752.0,,,3448.0,,418.3,1169.2,1198.0,-2275.0,,,-1579.0,,-4608.7,-3857.8,-3829.0,,,True,,False,False,False
05009,952,680.0,,,810.0,,224.7,449.1,355.0,-272.0,,,-142.0,,-727.3,-502.9,-597.0,,,True,,False,False,False
05011,144,24.0,,,163.0,,4.4,48.9,4.0,-120.0,,,19.0,,-139.6,-95.1,-140.0,,,True,,False,True,False
05013,112,0.0,,,53.0,,0.8,,1.0,-112.0,,,-59.0,,-111.2,,-111.0,,,True,,True,,True
05015,664,752.0,,,416.0,,279.3,288.1,346.0,88.0,,,-248.0,,-384.7,-375.9,-318.0,,,False,,False,False,False
05017,170,64.0,,,178.0,,6.2,79.8,19.0,-106.0,,,8.0,,-163.8,-90.2,-151.0,,,True,,False,True,False
05019,428,312.0,,,379.0,,57.5,147.5,228.0,-116.0,,,-49.0,,-370.4,-280.5,-200.0,,,True,,False,False,False
05021,527,304.0,,,243.0,,220.1,323.5,254.0,-223.0,,,-284.0,,-306.9,-203.5,-273.0,,,False,,False,True,False
05023,363,240.0,,,499.0,,46.3,115.5,347.0,-123.0,,,136.0,,-316.7,-247.5,-16.0,,,False,,False,False,True
05025,171,48.0,,,80.0,,89.0,28.7,10.0,-123.0,,,-91.0,,-82.0,-142.3,-161.0,,,True,,True,False,False
05027,538,816.0,,,287.0,,141.7,309.6,610.0,278.0,,,-251.0,,-396.3,-228.4,72.0,,,True,,False,True,True
05029,371,240.0,,,666.0,,127.1,91.4,343.0,-131.0,,,295.0,,-243.9,-279.6,-28.0,,,False,,False,False,True
05031,3772,2344.0,,,2263.0,,555.5,1304.7,1771.0,-1428.0,,,-1509.0,,-3216.5,-2467.3,-2001.0,,,False,,False,False,False
05033,1509,1280.0,,,1299.0,,404.9,637.6,868.0,-229.0,,,-210.0,,-1104.1,-871.4,-641.0,,,True,,False,False,False
05035,1231,488.0,,,872.0,,40.5,260.0,224.0,-743.0,,,-359.0,,-1190.5,-971.0,-1007.0,,,True,,False,False,False
05037,373,344.0,,,394.0,,110.1,415.4,35.0,-29.0,,,21.0,,-262.9,42.4,-338.0,,,True,,False,False,False
05039,129,56.0,,,110.0,,29.2,51.3,34.0,-73.0,,,-19.0,,-99.8,-77.7,-95.0,,,True,,False,False,False
05041,238,176.0,,,175.0,,136.9,64.7,180.0,-62.0,,,-63.0,,-101.1,-173.3,-58.0,,,False,,False,False,True
05043,364,48.0,,,275.0,,7.2,35.1,19.0,-316.0,,,-89.0,,-356.8,-328.9,-345.0,,,True,,False,False,False
05045,2044,1816.0,,,2152.0,,481.6,435.9,885.0,-228.0,,,108.0,,-1562.4,-1608.1,-1159.0,,,True,,False,False,False
05047,470,328.0,,,429.0,,323.3,201.6,66.0,-142.0,,,-41.0,,-146.7,-268.4,-404.0,,,True,,False,False,False
05049,351,312.0,,,151.0,,25.6,428.5,136.0,-39.0,,,-200.0,,-325.4,77.5,-215.0,,,False,,False,False,False
05051,1757,1080.0,,,1583.0,,192.3,414.7,445.0,-677.0,,,-174.0,,-1564.7,-1342.3,-1312.0,,,True,,False,False,False
05053,322,104.0,,,183.0,,45.0,47.0,64.0,-218.0,,,-139.0,,-277.0,-275.0,-258.0,,,True,,False,False,False
05055,1937,640.0,,,686.0,,67.8,419.8,325.0,-1297.0,,,-1251.0,,-1869.2,-1517.2,-1612.0,,,True,,False,False,False
05057,443,304.0,,,250.0,,20.0,189.3,86.0,-139.0,,,-193.0,,-423.0,-253.7,-357.0,,,False,,False,False,False
05059,966,336.0,,,550.0,,276.2,62.3,79.0,-630.0,,,-416.0,,-689.8,-903.7,-887.0,,,True,,False,False,False
05061,298,272.0,,,216.0,,20.1,195.1,210.0,-26.0,,,-82.0,,-277.9,-102.9,-88.0,,,False,,False,False,False
05063,860,952.0,,,1103.0,,75.6,703.9,412.0,92.0,,,243.0,,-784.4,-156.1,-448.0,,,False,,False,False,False
05065,717,200.0,,,226.0,,12.1,95.2,44.0,-517.0,,,-491.0,,-704.9,-621.8,-673.0,,,True,,False,False,False
05067,1359,784.0,,,516.0,,933.9,791.8,188.0,-575.0,,,-843.0,,-425.1,-567.2,-1171.0,,,False,,True,True,False
05069,1650,2976.0,,,1249.0,,485.8,1898.4,445.0,1326.0,,,-401.0,,-1164.2,248.4,-1205.0,,,True,,True,True,True
05071,390,232.0,,,819.0,,121.2,59.9,207.0,-158.0,,,429.0,,-268.8,-330.1,-183.0,,,False,,False,False,False
05073,142,128.0,,,73.0,,10.5,38.0,43.0,-14.0,,,-69.0,,-131.5,-104.0,-99.0,,,False,,False,False,False
05075,676,384.0,,,338.0,,113.6,208.6,119.0,-292.0,,,-338.0,,-562.4,-467.4,-557.0,,,False,,False,False,False
05077,97,184.0,,,164.0,,162.7,119.0,528.0,87.0,,,67.0,,65.7,22.0,431.0,,,True,,True,True,False
05079,371,600.0,,,226.0,,60.5,1265.3,658.0,229.0,,,-145.0,,-310.5,894.3,287.0,,,True,,False,False,False
05081,269,128.0,,,178.0,,69.8,118.3,57.0,-141.0,,,-91.0,,-199.2,-150.7,-212.0,,,True,,False,False,False
05083,508,296.0,,,530.0,,156.9,156.3,665.0,-212.0,,,22.0,,-351.1,-351.7,157.0,,,True,,False,False,True
05085,1369,1048.0,,,1006.0,,204.3,325.1,778.0,-321.0,,,-363.0,,-1164.7,-1043.9,-591.0,,,False,,False,False,False
05087,242,192.0,,,357.0,,34.2,72.5,48.0,-50.0,,,115.0,,-207.8,-169.5,-194.0,,,False,,False,False,False
05089,326,96.0,,,154.0,,6.1,116.5,84.0,-230.0,,,-172.0,,-319.9,-209.5,-242.0,,,True,,False,True,False
05091,1240,624.0,,,507.0,,290.7,228.1,69.0,-616.0,,,-733.0,,-949.3,-1011.9,-1171.0,,,False,,False,False,False
05093,1398,752.0,,,945.0,,520.7,444.7,442.0,-646.0,,,-453.0,,-877.3,-953.3,-956.0,,,True,,False,False,False
05095,163,96.0,,,178.0,,12.7,34.8,46.0,-67.0,,,15.0,,-150.3,-128.2,-117.0,,,True,,False,False,False
05097,127,136.0,,,148.0,,34.5,,163.0,9.0,,,21.0,,-92.5,,36.0,,,False,,False,,False
05099,223,88.0,,,130.0,,105.4,29.9,18.0,-135.0,,,-93.0,,-117.6,-193.1,-205.0,,,True,,True,False,False
05101,189,96.0,,,158.0,,15.6,,20.0,-93.0,,,-31.0,,-173.4,,-169.0,,,True,,False,,False
05103,455,136.0,,,302.0,,17.3,98.8,67.0,-319.0,,,-153.0,,-437.7,-356.2,-388.0,,,True,,False,False,False
05105,157,48.0,,,126.0,,7.6,17.7,20.0,-109.0,,,-31.0,,-149.4,-139.3,-137.0,,,True,,False,False,False
05107,390,464.0,,,387.0,,58.8,178.3,0.0,74.0,,,-3.0,,-331.2,-211.7,-390.0,,,True,,False,False,False
05109,131,80.0,,,166.0,,6.6,68.2,38.0,-51.0,,,35.0,,-124.4,-62.8,-93.0,,,True,,False,False,False
05111,945,456.0,,,441.0,,58.1,360.8,144.0,-489.0,,,-504.0,,-886.9,-584.2,-801.0,,,False,,False,False,False
05113,499,160.0,,,356.0,,34.6,174.7,427.0,-339.0,,,-143.0,,-464.4,-324.3,-72.0,,,True,,False,True,True
05115,1452,1088.0,,,1353.0,,384.4,886.8,640.0,-364.0,,,-99.0,,-1067.6,-565.2,-812.0,,,True,,False,False,False
05117,198,72.0,,,135.0,,24.1,40.7,98.0,-126.0,,,-63.0,,-173.9,-157.3,-100.0,,,True,,False,False,True
05119,6804,4680.0,,,4978.0,,1233.1,1725.1,2705.0,-2124.0,,,-1826.0,,-5570.9,-5078.9,-4099.0,,,True,,False,False,False
05121,498,448.0,,,425.0,,71.8,172.9,151.0,-50.0,,,-73.0,,-426.2,-325.1,-347.0,,,False,,False,False,False
05123,485,448.0,,,710.0,,89.0,333.8,0.0,-37.0,,,225.0,,-396.0,-151.2,-485.0,,,False,,False,False,False
05125,2499,1632.0,,,1500.0,,233.1,907.0,2592.0,-867.0,,,-999.0,,-2265.9,-1592.0,93.0,,,False,,False,False,True
05127,262,96.0,,,232.0,,40.6,54.8,139.0,-166.0,,,-30.0,,-221.4,-207.2,-123.0,,,True,,False,False,True
05129,139,104.0,,,183.0,,14.4,106.1,133.0,-35.0,,,44.0,,-124.6,-32.9,-6.0,,,False,,False,True,True
05131,3055,1992.0,,,2874.0,,722.8,1418.7,1271.0,-1063.0,,,-181.0,,-2332.2,-1636.3,-1784.0,,,True,,False,False,False
05133,491,88.0,,,274.0,,23.6,80.1,0.0,-403.0,,,-217.0,,-467.4,-410.9,-491.0,,,True,,False,False,False
05135,442,256.0,,,215.0,,64.5,174.8,165.0,-186.0,,,-227.0,,-377.5,-267.2,-277.0,,,False,,False,False,False
05137,106,208.0,,,230.0,,51.6,234.1,59.0,102.0,,,124.0,,-54.4,128.1,-47.0,,,False,,True,False,True
05139,592,408.0,,,437.0,,55.0,321.7,338.0,-184.0,,,-155.0,,-537.0,-270.3,-254.0,,,True,,False,False,False
05141,196,40.0,,,329.0,,10.7,110.0,8.0,-156.0,,,133.0,,-185.3,-86.0,-188.0,,,True,,False,True,False
05143,5470,3984.0,,,3973.0,,298.9,2896.9,1307.0,-1486.0,,,-1497.0,,-5171.1,-2573.1,-4163.0,,,False,,False,False,False
05145,2043,968.0,,,1883.0,,72.1,350.7,504.0,-1075.0,,,-160.0,,-1970.9,-1692.3,-1539.0,,,True,,False,False,False
05147,140,64.0,,,104.0,,16.2,,26.0,-76.0,,,-36.0,,-123.8,,-114.0,,,True,,False,,False
05149,380,120.0,,,398.0,,136.8,78.8,15.0,-260.0,,,18.0,,-243.2,-301.2,-365.0,,,True,,True,False,False
06001,7495,3880.0,,,2884.0,,460.5,2629.0,2364.0,-3615.0,,,-4611.0,,-7034.5,-4866.0,-5131.0,,,False,,False,False,False
06003,48,0.0,,,0.0,,0.0,,0.0,-48.0,,,-48.0,,-48.0,,-48.0,,,False,,False,,False
06005,267,0.0,,,25.0,,2.8,95.2,4.0,-267.0,,,-242.0,,-264.2,-171.8,-263.0,,,True,,True,True,True
06007,1015,480.0,,,339.0,,284.3,394.0,150.0,-535.0,,,-676.0,,-730.7,-621.0,-865.0,,,False,,False,False,False
06009,154,56.0,,,22.0,,11.0,100.6,22.0,-98.0,,,-132.0,,-143.0,-53.4,-132.0,,,False,,False,True,False
06011,156,72.0,,,26.0,,4.6,64.0,22.0,-84.0,,,-130.0,,-151.4,-92.0,-134.0,,,False,,False,False,False
06013,6502,4800.0,,,2050.0,,2393.9,2342.0,3543.0,-1702.0,,,-4452.0,,-4108.1,-4160.0,-2959.0,,,False,,False,False,False
06015,167,56.0,,,145.0,,19.0,43.0,78.0,-111.0,,,-22.0,,-148.0,-124.0,-89.0,,,True,,False,False,True
06017,1135,568.0,,,155.0,,76.2,232.2,1608.0,-567.0,,,-980.0,,-1058.8,-902.8,473.0,,,False,,False,False,True
06019,9206,5248.0,,,2284.0,,3425.4,3412.2,2994.0,-3958.0,,,-6922.0,,-5780.6,-5793.8,-6212.0,,,False,,False,False,False
06021,289,200.0,,,83.0,,34.3,142.2,112.0,-89.0,,,-206.0,,-254.7,-146.8,-177.0,,,False,,False,False,False
06023,332,136.0,,,96.0,,12.0,125.7,65.0,-196.0,,,-236.0,,-320.1,-206.3,-267.0,,,False,,False,False,False
06025,3913,1696.0,,,295.0,,291.2,843.1,0.0,-2217.0,,,-3618.0,,-3621.8,-3069.9,-3913.0,,,False,,False,False,False
06027,103,32.0,,,15.0,,101.6,39.0,97.0,-71.0,,,-88.0,,-1.4,-64.0,-6.0,,,False,,True,True,True
