,actual_cases,COVIDhub-baseline,BPagano-RtDriven,CU-select,Columbia_UNC-SurvCon,Covid19Sim-Simulator,CovidAnalytics-DELPHI,IBF-TimeSeries,IowaStateLW-STEM,JCB-PRM,JHUAPL-Bucky,JHU_IDD-CovidSP,Karlen-pypm,LANL-GrowthRate,MITCovAlliance-SIR,QJHong-Encounter,UCLA-SuEIR,USACE-ERDC_SEIR,USC-SI_kJalpha,error-COVIDhub-baseline,error-BPagano-RtDriven,error-CU-select,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-CovidAnalytics-DELPHI,error-IBF-TimeSeries,error-IowaStateLW-STEM,error-JCB-PRM,error-JHUAPL-Bucky,error-JHU_IDD-CovidSP,error-Karlen-pypm,error-LANL-GrowthRate,error-MITCovAlliance-SIR,error-QJHong-Encounter,error-UCLA-SuEIR,error-USACE-ERDC_SEIR,error-USC-SI_kJalpha,beat_baseline-BPagano-RtDriven,beat_baseline-CU-select,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-IBF-TimeSeries,beat_baseline-IowaStateLW-STEM,beat_baseline-JCB-PRM,beat_baseline-JHUAPL-Bucky,beat_baseline-JHU_IDD-CovidSP,beat_baseline-Karlen-pypm,beat_baseline-LANL-GrowthRate,beat_baseline-MITCovAlliance-SIR,beat_baseline-QJHong-Encounter,beat_baseline-UCLA-SuEIR,beat_baseline-USACE-ERDC_SEIR,beat_baseline-USC-SI_kJalpha
48229,175,110.0,,0.0,,,,,8.0,,736.9,14.3,,8.2,,,,,26.0,-65.0,,-175.0,,,,,-167.0,,561.9,-160.7,,-166.8,,,,,-149.0,,False,,,,,False,,False,False,,False,,,,,False
48231,796,405.0,,458.0,,,,,920.0,,746.9,402.3,,13.4,18.6,,152.3,,639.0,-391.0,,-338.0,,,,,124.0,,-49.1,-393.7,,-782.6,-777.4,,-643.7,,-157.0,,True,,,,,True,,True,False,,False,False,,False,,True
48233,544,215.0,,219.0,,,,,529.0,,254.5,82.6,,95.5,72.0,,,,5.0,-329.0,,-325.0,,,,,-15.0,,-289.5,-461.4,,-448.5,-472.0,,,,-539.0,,True,,,,,True,,True,False,,False,False,,,,False
48235,43,0.0,,0.0,,,,,0.0,,45.1,1.1,,0.2,,,,,0.0,-43.0,,-43.0,,,,,-43.0,,2.1,-41.9,,-42.8,,,,,-43.0,,False,,,,,False,,True,True,,True,,,,,False
48237,125,15.0,,0.0,,,,,84.0,,88.2,17.9,,1.0,0.0,,,,17.0,-110.0,,-125.0,,,,,-41.0,,-36.8,-107.1,,-124.0,-125.0,,,,-108.0,,False,,,,,True,,True,True,,False,False,,,,True
48239,183,50.0,,0.0,,,,,29.0,,120.8,26.6,,15.0,0.0,,,,6.0,-133.0,,-183.0,,,,,-154.0,,-62.2,-156.4,,-168.0,-183.0,,,,-177.0,,False,,,,,False,,True,False,,False,False,,,,False
48241,457,25.0,,44.0,,,,,275.0,,128.6,62.4,,0.7,16.4,,,,10.0,-432.0,,-413.0,,,,,-182.0,,-328.4,-394.6,,-456.3,-440.6,,,,-447.0,,True,,,,,True,,True,True,,False,False,,,,False
48243,53,20.0,,0.0,,,,,0.0,,46.3,3.5,,,,,,,0.0,-33.0,,-53.0,,,,,-53.0,,-6.7,-49.5,,,,,,,-53.0,,False,,,,,False,,True,False,,,,,,,False
48245,1942,1140.0,,1117.0,,,,,1523.0,,1062.9,1192.2,,670.3,45.4,,427.2,,676.0,-802.0,,-825.0,,,,,-419.0,,-879.1,-749.8,,-1271.7,-1896.6,,-1514.8,,-1266.0,,False,,,,,True,,False,True,,False,False,,False,,False
48247,53,60.0,,0.0,,,,,8.0,,76.6,12.3,,7.4,0.0,,,,1.0,7.0,,-53.0,,,,,-45.0,,23.6,-40.7,,-45.6,-53.0,,,,-52.0,,False,,,,,False,,False,False,,False,False,,,,False
48249,536,210.0,,68.0,,,,,104.0,,160.8,46.5,,115.8,0.0,,258.6,,0.0,-326.0,,-468.0,,,,,-432.0,,-375.2,-489.5,,-420.2,-536.0,,-277.4,,-536.0,,False,,,,,False,,False,False,,False,False,,True,,False
48251,2346,810.0,,1599.0,,,,,1318.0,,769.5,603.6,,283.5,39.9,,474.5,,555.0,-1536.0,,-747.0,,,,,-1028.0,,-1576.5,-1742.4,,-2062.5,-2306.1,,-1871.5,,-1791.0,,True,,,,,True,,False,False,,False,False,,False,,False
48253,1223,0.0,,0.0,,,,,187.0,,165.5,10.8,,0.5,0.2,,,,145.0,-1223.0,,-1223.0,,,,,-1036.0,,-1057.5,-1212.2,,-1222.5,-1222.8,,,,-1078.0,,False,,,,,True,,True,True,,True,True,,,,True
48255,94,15.0,,0.0,,,,,56.0,,141.9,17.8,,9.5,0.0,,,,1.0,-79.0,,-94.0,,,,,-38.0,,47.9,-76.2,,-84.5,-94.0,,,,-93.0,,False,,,,,True,,True,True,,False,False,,,,False
48257,2000,600.0,,1816.0,,,,,1016.0,,710.0,758.0,,140.5,36.6,,360.9,,450.0,-1400.0,,-184.0,,,,,-984.0,,-1290.0,-1242.0,,-1859.5,-1963.4,,-1639.1,,-1550.0,,True,,,,,True,,True,True,,False,False,,False,,False
48259,491,35.0,,10.0,,,,,95.0,,244.9,45.5,,0.5,92.4,,,,3.0,-456.0,,-481.0,,,,,-396.0,,-246.1,-445.6,,-490.5,-398.6,,,,-488.0,,False,,,,,True,,True,True,,False,True,,,,False
48261,5,20.0,,0.0,,,,,0.0,,32.0,0.0,,,,,,,0.0,15.0,,-5.0,,,,,-5.0,,27.0,-5.0,,,,,,,-5.0,,True,,,,,True,,False,True,,,,,,,True
48263,26,0.0,,0.0,,,,,0.0,,70.8,1.0,,,,,,,17.0,-26.0,,-26.0,,,,,-26.0,,44.8,-25.0,,,,,,,-9.0,,False,,,,,False,,False,True,,,,,,,True
48265,479,120.0,,88.0,,,,,204.0,,213.6,239.0,,27.8,200.7,,,,51.0,-359.0,,-391.0,,,,,-275.0,,-265.4,-240.0,,-451.2,-278.3,,,,-428.0,,False,,,,,True,,True,True,,False,True,,,,False
48267,121,15.0,,0.0,,,,,5.0,,49.8,3.9,,0.8,,,,,0.0,-106.0,,-121.0,,,,,-116.0,,-71.2,-117.1,,-120.2,,,,,-121.0,,False,,,,,False,,True,False,,False,,,,,False
48269,1,0.0,,0.0,,,,,0.0,,41.9,5.7,,,,,,,0.0,-1.0,,-1.0,,,,,-1.0,,40.9,4.7,,,,,,,-1.0,,False,,,,,False,,False,False,,,,,,,False
48271,15,55.0,,,,,,,2.0,,195.9,14.9,,3.1,,,,,53.0,40.0,,,,,,,-13.0,,180.9,-0.1,,-11.9,,,,,38.0,,,,,,,True,,False,True,,True,,,,,True
48273,222,85.0,,0.0,,,,,45.0,,122.1,54.6,,34.5,0.0,,49.5,,0.0,-137.0,,-222.0,,,,,-177.0,,-99.9,-167.4,,-187.5,-222.0,,-172.5,,-222.0,,False,,,,,False,,True,False,,False,False,,False,,False
48275,22,15.0,,0.0,,,,,12.0,,37.1,9.0,,0.3,0.0,,,,0.0,-7.0,,-22.0,,,,,-10.0,,15.1,-13.0,,-21.7,-22.0,,,,-22.0,,False,,,,,False,,False,False,,False,False,,,,False
48277,1023,680.0,,702.0,,,,,521.0,,836.7,441.5,,399.6,1.8,,325.4,,244.0,-343.0,,-321.0,,,,,-502.0,,-186.3,-581.5,,-623.4,-1021.2,,-697.6,,-779.0,,True,,,,,False,,True,False,,False,False,,False,,False
48279,714,275.0,,146.0,,,,,200.0,,734.9,46.2,,164.1,121.1,,,,81.0,-439.0,,-568.0,,,,,-514.0,,20.9,-667.8,,-549.9,-592.9,,,,-633.0,,False,,,,,False,,True,False,,False,False,,,,False
48281,144,35.0,,36.0,,,,,144.0,,132.6,48.1,,6.6,44.4,,,,29.0,-109.0,,-108.0,,,,,0.0,,-11.4,-95.9,,-137.4,-99.6,,,,-115.0,,True,,,,,True,,True,True,,False,True,,,,False
48283,44,85.0,,15.0,,,,,18.0,,173.6,1.3,,0.0,0.0,,,,93.0,41.0,,-29.0,,,,,-26.0,,129.6,-42.7,,-44.0,-44.0,,,,49.0,,True,,,,,True,,False,False,,False,False,,,,False
48285,351,195.0,,149.0,,,,,73.0,,207.1,53.9,,31.1,1.1,,156.8,,33.0,-156.0,,-202.0,,,,,-278.0,,-143.9,-297.1,,-319.9,-349.9,,-194.2,,-318.0,,False,,,,,False,,True,False,,False,False,,False,,False
48287,375,20.0,,0.0,,,,,84.0,,118.8,48.2,,1.7,0.0,,,,1.0,-355.0,,-375.0,,,,,-291.0,,-256.2,-326.8,,-373.3,-375.0,,,,-374.0,,False,,,,,True,,True,True,,False,False,,,,False
48289,223,85.0,,140.0,,,,,110.0,,232.5,45.3,,60.9,0.0,,,,13.0,-138.0,,-83.0,,,,,-113.0,,9.5,-177.7,,-162.1,-223.0,,,,-210.0,,True,,,,,True,,True,False,,False,False,,,,False
48291,951,100.0,,83.0,,,,,509.0,,298.6,146.7,,20.2,0.3,,97.7,,0.0,-851.0,,-868.0,,,,,-442.0,,-652.4,-804.3,,-930.8,-950.7,,-853.3,,-951.0,,False,,,,,True,,True,True,,False,False,,False,,False
48293,268,60.0,,95.0,,,,,215.0,,200.5,38.0,,12.6,0.1,,,,11.0,-208.0,,-173.0,,,,,-53.0,,-67.5,-230.0,,-255.4,-267.9,,,,-257.0,,True,,,,,True,,True,False,,False,False,,,,False
48295,79,25.0,,0.0,,,,,30.0,,116.3,5.2,,3.7,,,,,11.0,-54.0,,-79.0,,,,,-49.0,,37.3,-73.8,,-75.3,,,,,-68.0,,False,,,,,True,,True,False,,False,,,,,False
48297,150,35.0,,0.0,,,,,18.0,,73.6,13.7,,0.0,0.0,,,,192.0,-115.0,,-150.0,,,,,-132.0,,-76.4,-136.3,,-150.0,-150.0,,,,42.0,,False,,,,,False,,True,False,,False,False,,,,True
48299,181,35.0,,44.0,,,,,96.0,,170.1,42.4,,17.6,77.9,,,,7.0,-146.0,,-137.0,,,,,-85.0,,-10.9,-138.6,,-163.4,-103.1,,,,-174.0,,True,,,,,True,,True,True,,False,True,,,,False
48301,2,0.0,,0.0,,,,,0.0,,42.5,0.0,,,,,,,,-2.0,,-2.0,,,,,-2.0,,40.5,-2.0,,,,,,,,,False,,,,,False,,False,False,,,,,,,
48303,14588,8685.0,,8611.0,,,,,11598.0,,10220.9,3377.2,,7591.6,5266.1,,2818.0,,4782.0,-5903.0,,-5977.0,,,,,-2990.0,,-4367.1,-11210.8,,-6996.4,-9321.9,,-11770.0,,-9806.0,,False,,,,,True,,True,False,,False,False,,False,,False
48305,182,95.0,,0.0,,,,,14.0,,733.9,21.7,,32.0,46.7,,,,72.0,-87.0,,-182.0,,,,,-168.0,,551.9,-160.3,,-150.0,-135.3,,,,-110.0,,False,,,,,False,,False,False,,False,False,,,,False
48307,142,75.0,,17.0,,,,,33.0,,97.6,29.6,,33.1,0.0,,,,62.0,-67.0,,-125.0,,,,,-109.0,,-44.4,-112.4,,-108.9,-142.0,,,,-80.0,,False,,,,,False,,True,False,,False,False,,,,False
48309,4257,2410.0,,3034.0,,,,,2260.0,,2114.9,768.0,,1757.8,27.7,,1425.7,,1145.0,-1847.0,,-1223.0,,,,,-1997.0,,-2142.1,-3489.0,,-2499.2,-4229.3,,-2831.3,,-3112.0,,True,,,,,False,,False,False,,False,False,,False,,False
48311,7,0.0,,0.0,,,,,0.0,,89.6,0.4,,,,,,,0.0,-7.0,,-7.0,,,,,-7.0,,82.6,-6.6,,,,,,,-7.0,,False,,,,,False,,False,True,,,,,,,False
48313,220,55.0,,0.0,,,,,131.0,,65.0,42.4,,17.2,0.3,,,,20.0,-165.0,,-220.0,,,,,-89.0,,-155.0,-177.6,,-202.8,-219.7,,,,-200.0,,False,,,,,True,,True,False,,False,False,,,,False
48315,40,35.0,,0.0,,,,,85.0,,68.1,16.0,,6.2,0.0,,,,53.0,-5.0,,-40.0,,,,,45.0,,28.1,-24.0,,-33.8,-40.0,,,,13.0,,False,,,,,False,,False,False,,False,False,,,,False
48317,289,20.0,,0.0,,,,,6.0,,115.1,11.7,,8.1,,,,,1.0,-269.0,,-289.0,,,,,-283.0,,-173.9,-277.4,,-280.9,,,,,-288.0,,False,,,,,False,,True,False,,False,,,,,False
48319,75,0.0,,0.0,,,,,5.0,,35.1,0.8,,2.2,,,,,0.0,-75.0,,-75.0,,,,,-70.0,,-39.9,-74.2,,-72.8,,,,,-75.0,,False,,,,,True,,True,True,,True,,,,,False
48321,243,55.0,,36.0,,,,,81.0,,142.8,47.5,,12.6,0.0,,36.7,,14.0,-188.0,,-207.0,,,,,-162.0,,-100.2,-195.5,,-230.4,-243.0,,-206.3,,-229.0,,False,,,,,True,,True,False,,False,False,,False,,False
48323,641,1720.0,,,,,,,514.0,,863.7,102.2,,155.4,2.7,,1157.6,,1690.0,1079.0,,,,,,,-127.0,,222.7,-538.8,,-485.6,-638.3,,516.6,,1049.0,,,,,,,True,,True,True,,True,True,,True,,True
48325,643,120.0,,15.0,,,,,205.0,,305.1,95.6,,18.9,1.8,,80.7,,37.0,-523.0,,-628.0,,,,,-438.0,,-337.9,-547.4,,-624.1,-641.2,,-562.3,,-606.0,,False,,,,,True,,True,False,,False,False,,False,,False
48327,66,115.0,,19.0,,,,,3.0,,119.9,5.6,,,,,,,36.0,49.0,,-47.0,,,,,-63.0,,53.9,-60.5,,,,,,,-30.0,,True,,,,,False,,False,False,,,,,,,True
48329,2297,2675.0,,5546.0,,,,,5702.0,,2480.0,669.7,,1880.0,1250.9,,1224.6,,7810.0,378.0,,3249.0,,,,,3405.0,,183.0,-1627.3,,-417.0,-1046.1,,-1072.4,,5513.0,,False,,,,,False,,True,False,,False,False,,False,,False
48331,325,40.0,,34.0,,,,,152.0,,156.5,54.3,,6.2,0.2,,,,61.0,-285.0,,-291.0,,,,,-173.0,,-168.5,-270.7,,-318.8,-324.8,,,,-264.0,,False,,,,,True,,True,True,,False,False,,,,True
48333,83,15.0,,0.0,,,,,14.0,,44.5,13.6,,4.6,,,,,3.0,-68.0,,-83.0,,,,,-69.0,,-38.5,-69.4,,-78.4,,,,,-80.0,,False,,,,,False,,True,False,,False,,,,,False
48335,159,220.0,,64.0,,,,,24.0,,631.4,57.9,,237.1,39.5,,,,55.0,61.0,,-95.0,,,,,-135.0,,472.4,-101.2,,78.1,-119.5,,,,-104.0,,False,,,,,False,,False,False,,False,False,,,,False
48337,441,160.0,,196.0,,,,,225.0,,468.9,34.0,,119.5,63.8,,,,218.0,-281.0,,-245.0,,,,,-216.0,,27.9,-407.0,,-321.5,-377.2,,,,-223.0,,True,,,,,True,,True,False,,False,False,,,,True
48339,3414,3655.0,,4534.0,,,,,3155.0,,2981.6,3520.4,,2809.3,398.4,,1604.6,,3254.0,241.0,,1120.0,,,,,-259.0,,-432.4,106.4,,-604.7,-3015.6,,-1809.4,,-160.0,,False,,,,,False,,False,True,,False,False,,False,,True
48341,504,245.0,,263.0,,,,,583.0,,266.9,115.5,,46.0,19.9,,123.2,,0.0,-259.0,,-241.0,,,,,79.0,,-237.1,-388.5,,-458.0,-484.1,,-380.8,,-504.0,,True,,,,,True,,True,False,,False,False,,False,,False
48343,162,80.0,,42.0,,,,,80.0,,158.7,24.9,,11.7,0.0,,,,219.0,-82.0,,-120.0,,,,,-82.0,,-3.3,-137.1,,-150.3,-162.0,,,,57.0,,False,,,,,False,,True,False,,False,False,,,,True
48345,13,25.0,,0.0,,,,,5.0,,93.3,0.4,,0.3,,,,,55.0,12.0,,-13.0,,,,,-8.0,,80.3,-12.6,,-12.7,,,,,42.0,,False,,,,,True,,False,False,,False,,,,,False
48347,560,235.0,,195.0,,,,,511.0,,317.4,298.1,,54.9,0.4,,159.3,,286.0,-325.0,,-365.0,,,,,-49.0,,-242.6,-261.9,,-505.1,-559.6,,-400.7,,-274.0,,False,,,,,True,,True,True,,False,False,,False,,True
48349,1209,195.0,,137.0,,,,,530.0,,228.0,199.6,,75.3,2.3,,107.0,,141.0,-1014.0,,-1072.0,,,,,-679.0,,-981.0,-1009.4,,-1133.7,-1206.7,,-1102.0,,-1068.0,,False,,,,,True,,True,True,,False,False,,False,,False
48351,121,5.0,,0.0,,,,,93.0,,39.8,19.0,,37.1,3.7,,,,30.0,-116.0,,-121.0,,,,,-28.0,,-81.2,-102.0,,-83.9,-117.3,,,,-91.0,,False,,,,,True,,True,True,,True,False,,,,True
48353,317,220.0,,415.0,,,,,168.0,,471.6,95.2,,149.5,108.6,,,,45.0,-97.0,,98.0,,,,,-149.0,,154.6,-221.8,,-167.5,-208.4,,,,-272.0,,False,,,,,False,,False,False,,False,False,,,,False
48355,2764,920.0,,1687.0,,,,,992.0,,699.0,511.0,,598.2,1.6,,646.3,,1850.0,-1844.0,,-1077.0,,,,,-1772.0,,-2065.0,-2253.0,,-2165.8,-2762.4,,-2117.7,,-914.0,,True,,,,,True,,False,False,,False,False,,False,,True
48357,356,230.0,,128.0,,,,,228.0,,881.6,18.9,,61.9,123.0,,,,97.0,-126.0,,-228.0,,,,,-128.0,,525.6,-337.1,,-294.1,-233.0,,,,-259.0,,False,,,,,False,,False,False,,False,False,,,,False
48359,26,10.0,,0.0,,,,,2.0,,134.9,0.9,,0.5,,,,,3.0,-16.0,,-26.0,,,,,-24.0,,108.9,-25.1,,-25.5,,,,,-23.0,,False,,,,,False,,False,False,,False,,,,,False
48361,1452,445.0,,1289.0,,,,,474.0,,381.3,309.3,,162.3,11.7,,242.1,,865.0,-1007.0,,-163.0,,,,,-978.0,,-1070.7,-1142.7,,-1289.7,-1440.3,,-1209.9,,-587.0,,True,,,,,True,,False,False,,False,False,,False,,True
48363,458,190.0,,366.0,,,,,202.0,,328.5,81.9,,54.6,1.3,,,,168.0,-268.0,,-92.0,,,,,-256.0,,-129.5,-376.1,,-403.4,-456.7,,,,-290.0,,True,,,,,True,,True,False,,False,False,,,,False
48365,247,95.0,,103.0,,,,,217.0,,198.5,93.4,,15.1,33.9,,,,34.0,-152.0,,-144.0,,,,,-30.0,,-48.5,-153.6,,-231.9,-213.1,,,,-213.0,,True,,,,,True,,True,False,,False,False,,,,False
48367,2264,720.0,,1713.0,,,,,852.0,,631.9,993.3,,286.4,321.4,,493.0,,497.0,-1544.0,,-551.0,,,,,-1412.0,,-1632.1,-1270.7,,-1977.6,-1942.6,,-1771.0,,-1767.0,,True,,,,,True,,False,True,,False,False,,False,,False
48369,300,205.0,,13.0,,,,,139.0,,219.4,73.6,,46.8,17.9,,,,5.0,-95.0,,-287.0,,,,,-161.0,,-80.6,-226.4,,-253.2,-282.1,,,,-295.0,,False,,,,,False,,True,False,,False,False,,,,False
48371,436,250.0,,0.0,,,,,263.0,,152.9,51.6,,162.8,0.0,,,,30.0,-186.0,,-436.0,,,,,-173.0,,-283.1,-384.4,,-273.2,-436.0,,,,-406.0,,False,,,,,True,,False,False,,False,False,,,,False
48373,627,50.0,,35.0,,,,,401.0,,174.9,135.9,,1.6,0.1,,,,52.0,-577.0,,-592.0,,,,,-226.0,,-452.1,-491.1,,-625.4,-626.9,,,,-575.0,,False,,,,,True,,True,True,,False,False,,,,True
48375,4678,2760.0,,2462.0,,,,,4839.0,,2236.3,989.9,,942.4,67.1,,1385.2,,3060.0,-1918.0,,-2216.0,,,,,161.0,,-2441.7,-3688.1,,-3735.6,-4610.9,,-3292.8,,-1618.0,,False,,,,,True,,False,False,,False,False,,False,,True
48377,359,35.0,,,,,,,9.0,,107.1,12.1,,3.6,0.0,,,,1.0,-324.0,,,,,,,-350.0,,-251.9,-346.9,,-355.4,-359.0,,,,-358.0,,,,,,,False,,True,False,,False,False,,,,False
48379,244,30.0,,24.0,,,,,62.0,,195.0,28.1,,5.7,,,,,109.0,-214.0,,-220.0,,,,,-182.0,,-49.0,-215.9,,-238.3,,,,,-135.0,,False,,,,,True,,True,False,,False,,,,,True
48381,5560,2960.0,,2330.0,,,,,2951.0,,4014.9,1082.7,,3778.5,1961.7,,1139.6,,738.0,-2600.0,,-3230.0,,,,,-2609.0,,-1545.1,-4477.4,,-1781.5,-3598.3,,-4420.4,,-4822.0,,False,,,,,False,,True,False,,True,False,,False,,False
48383,229,15.0,,0.0,,,,,3.0,,62.8,9.5,,2.8,,,,,145.0,-214.0,,-229.0,,,,,-226.0,,-166.2,-219.5,,-226.2,,,,,-84.0,,False,,,,,False,,True,False,,False,,,,,True
48385,11,75.0,,3.0,,,,,2.0,,98.1,13.1,,,0.0,,,,43.0,64.0,,-8.0,,,,,-9.0,,87.1,2.1,,,-11.0,,,,32.0,,True,,,,,True,,False,True,,,True,,,,True
48387,93,75.0,,36.0,,,,,100.0,,119.9,29.0,,9.2,19.8,,,,271.0,-18.0,,-57.0,,,,,7.0,,26.9,-64.0,,-83.8,-73.2,,,,178.0,,False,,,,,True,,False,False,,False,False,,,,False
48389,931,80.0,,12.0,,,,,209.0,,240.6,66.1,,17.8,0.0,,,,134.0,-851.0,,-919.0,,,,,-722.0,,-690.4,-864.9,,-913.2,-931.0,,,,-797.0,,False,,,,,True,,True,False,,False,False,,,,True
48391,49,15.0,,0.0,,,,,7.0,,31.8,9.7,,1.0,0.0,,,,0.0,-34.0,,-49.0,,,,,-42.0,,-17.2,-39.4,,-48.0,-49.0,,,,-49.0,,False,,,,,False,,True,False,,False,False,,,,False
48393,17,0.0,,0.0,,,,,5.0,,30.9,0.2,,0.2,,,,,0.0,-17.0,,-17.0,,,,,-12.0,,13.9,-16.8,,-16.8,,,,,-17.0,,False,,,,,True,,True,True,,True,,,,,False
48395,186,75.0,,60.0,,,,,94.0,,175.2,69.6,,29.5,0.1,,,,1.0,-111.0,,-126.0,,,,,-92.0,,-10.8,-116.4,,-156.5,-185.9,,,,-185.0,,False,,,,,True,,True,False,,False,False,,,,False
48397,1694,520.0,,1420.0,,,,,630.0,,545.1,445.1,,289.8,35.3,,344.5,,600.0,-1174.0,,-274.0,,,,,-1064.0,,-1148.9,-1249.0,,-1404.2,-1658.7,,-1349.5,,-1094.0,,True,,,,,True,,True,False,,False,False,,False,,True
48399,205,45.0,,11.0,,,,,31.0,,48.1,20.2,,2.3,0.0,,,,1.0,-160.0,,-194.0,,,,,-174.0,,-156.9,-184.8,,-202.7,-205.0,,,,-204.0,,False,,,,,False,,True,False,,False,False,,,,False
48401,813,185.0,,107.0,,,,,598.0,,266.3,66.7,,2.2,0.8,,,,982.0,-628.0,,-706.0,,,,,-215.0,,-546.7,-746.3,,-810.8,-812.2,,,,169.0,,False,,,,,True,,True,False,,False,False,,,,True
48403,148,25.0,,0.0,,,,,43.0,,49.5,26.6,,4.2,,,,,8.0,-123.0,,-148.0,,,,,-105.0,,-98.5,-121.4,,-143.8,,,,,-140.0,,False,,,,,True,,True,True,,False,,,,,False
48405,144,5.0,,0.0,,,,,60.0,,47.4,11.2,,0.0,0.0,,,,63.0,-139.0,,-144.0,,,,,-84.0,,-96.6,-132.8,,-144.0,-144.0,,,,-81.0,,False,,,,,True,,True,True,,False,False,,,,True
48407,112,25.0,,0.0,,,,,139.0,,190.6,33.6,,0.3,58.2,,,,82.0,-87.0,,-112.0,,,,,27.0,,78.6,-78.4,,-111.7,-53.8,,,,-30.0,,False,,,,,True,,True,True,,False,True,,,,True
48409,311,115.0,,86.0,,,,,118.0,,158.4,70.2,,1.2,0.0,,66.1,,22.0,-196.0,,-225.0,,,,,-193.0,,-152.6,-240.8,,-309.8,-311.0,,-244.9,,-289.0,,False,,,,,True,,True,False,,False,False,,False,,False
48411,216,35.0,,0.0,,,,,22.0,,66.1,32.0,,8.4,0.0,,,,9.0,-181.0,,-216.0,,,,,-194.0,,-149.9,-184.0,,-207.6,-216.0,,,,-207.0,,False,,,,,False,,True,False,,False,False,,,,False
48413,137,0.0,,0.0,,,,,0.0,,47.4,2.5,,,,,,,4.0,-137.0,,-137.0,,,,,-137.0,,-89.6,-134.5,,,,,,,-133.0,,False,,,,,False,,True,True,,,,,,,True
48415,498,585.0,,669.0,,,,,306.0,,434.8,55.9,,231.0,0.1,,,,0.0,87.0,,171.0,,,,,-192.0,,-63.2,-442.1,,-267.0,-497.9,,,,-498.0,,False,,,,,False,,True,False,,False,False,,,,False
48417,63,25.0,,0.0,,,,,5.0,,78.9,7.8,,1.0,,,,,29.0,-38.0,,-63.0,,,,,-58.0,,15.9,-55.2,,-62.0,,,,,-34.0,,False,,,,,False,,True,False,,False,,,,,True
48419,322,20.0,,36.0,,,,,195.0,,128.8,47.3,,2.3,0.7,,,,7.0,-302.0,,-286.0,,,,,-127.0,,-193.2,-274.7,,-319.7,-321.3,,,,-315.0,,True,,,,,True,,True,True,,False,False,,,,False
48421,18,25.0,,0.0,,,,,30.0,,64.8,2.9,,2.0,,,,,50.0,7.0,,-18.0,,,,,12.0,,46.8,-15.1,,-16.0,,,,,32.0,,False,,,,,False,,False,False,,False,,,,,False
48423,5076,695.0,,523.0,,,,,1998.0,,978.4,540.0,,395.8,251.1,,297.0,,162.0,-4381.0,,-4553.0,,,,,-3078.0,,-4097.6,-4536.0,,-4680.2,-4824.9,,-4779.0,,-4914.0,,False,,,,,True,,True,False,,False,False,,False,,False
48425,237,10.0,,0.0,,,,,32.0,,149.7,51.9,,,0.0,,,,63.0,-227.0,,-237.0,,,,,-205.0,,-87.3,-185.1,,,-237.0,,,,-174.0,,False,,,,,True,,True,True,,,False,,,,True
48427,928,285.0,,35.0,,,,,575.0,,79.2,41.4,,23.1,0.0,,269.6,,3.0,-643.0,,-893.0,,,,,-353.0,,-848.8,-886.6,,-904.9,-928.0,,-658.4,,-925.0,,False,,,,,True,,False,False,,False,False,,False,,False
48429,287,45.0,,0.0,,,,,70.0,,68.8,19.0,,7.0,0.0,,,,31.0,-242.0,,-287.0,,,,,-217.0,,-218.2,-268.0,,-280.0,-287.0,,,,-256.0,,False,,,,,True,,True,False,,False,False,,,,False
48431,64,10.0,,0.0,,,,,0.0,,227.4,9.8,,,,,,,1.0,-54.0,,-64.0,,,,,-64.0,,163.4,-54.2,,,,,,,-63.0,,False,,,,,False,,False,False,,,,,,,False
48433,18,5.0,,0.0,,,,,0.0,,38.1,3.7,,,,,,,1.0,-13.0,,-18.0,,,,,-18.0,,20.1,-14.3,,,,,,,-17.0,,False,,,,,False,,False,False,,,,,,,False
48435,187,65.0,,0.0,,,,,5.0,,128.7,37.5,,,0.0,,,,0.0,-122.0,,-187.0,,,,,-182.0,,-58.3,-149.5,,,-187.0,,,,-187.0,,False,,,,,False,,True,False,,,False,,,,False
48437,302,80.0,,0.0,,,,,110.0,,142.0,22.2,,31.3,20.9,,,,25.0,-222.0,,-302.0,,,,,-192.0,,-160.0,-279.8,,-270.7,-281.1,,,,-277.0,,False,,,,,True,,True,False,,False,False,,,,False
48439,33502,21885.0,,25730.0,,,,,16066.0,,18380.8,12004.5,,22593.4,28419.3,,9780.5,,17316.0,-11617.0,,-7772.0,,,,,-17436.0,,-15121.2,-21497.5,,-10908.6,-5082.7,,-23721.5,,-16186.0,,True,,,,,False,,False,False,,True,True,,False,,False
48441,5981,755.0,,1161.0,,,,,1206.0,,676.8,733.2,,1132.1,627.9,,324.1,,322.0,-5226.0,,-4820.0,,,,,-4775.0,,-5304.2,-5247.8,,-4848.9,-5353.1,,-5656.9,,-5659.0,,True,,,,,True,,False,False,,True,False,,False,,False
48443,28,0.0,,0.0,,,,,0.0,,204.5,3.4,,,,,,,15.0,-28.0,,-28.0,,,,,-28.0,,176.5,-24.6,,,,,,,-13.0,,False,,,,,False,,False,True,,,,,,,True
48445,417,315.0,,551.0,,,,,454.0,,1313.2,19.4,,119.3,123.7,,,,146.0,-102.0,,134.0,,,,,37.0,,896.2,-397.6,,-297.7,-293.3,,,,-271.0,,False,,,,,True,,False,False,,False,False,,,,False
