,actual_cases,COVIDhub-baseline,CDDEP-SEIR_MCMC,COVIDhub-ensemble,CU-select,Columbia_UNC-SurvCon,Covid19Sim-Simulator,CovidAnalytics-DELPHI,Geneva-DetGrowth,IHME-CurveFit,IowaStateLW-STEM,JHU_IDD-CovidSP,LANL-GrowthRate,LNQ-ens1,MITCovAlliance-SIR,OliverWyman-Navigator,QJHong-Encounter,RobertWalraven-ESG,UCLA-SuEIR,UMass-MechBayes,UMich-RidgeTfReg,USACE-ERDC_SEIR,USC-SI_kJalpha,UVA-Ensemble,error-COVIDhub-baseline,error-CDDEP-SEIR_MCMC,error-COVIDhub-ensemble,error-CU-select,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-CovidAnalytics-DELPHI,error-Geneva-DetGrowth,error-IHME-CurveFit,error-IowaStateLW-STEM,error-JHU_IDD-CovidSP,error-LANL-GrowthRate,error-LNQ-ens1,error-MITCovAlliance-SIR,error-OliverWyman-Navigator,error-QJHong-Encounter,error-RobertWalraven-ESG,error-UCLA-SuEIR,error-UMass-MechBayes,error-UMich-RidgeTfReg,error-USACE-ERDC_SEIR,error-USC-SI_kJalpha,error-UVA-Ensemble,beat_baseline-CDDEP-SEIR_MCMC,beat_baseline-COVIDhub-ensemble,beat_baseline-CU-select,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-Geneva-DetGrowth,beat_baseline-IHME-CurveFit,beat_baseline-IowaStateLW-STEM,beat_baseline-JHU_IDD-CovidSP,beat_baseline-LANL-GrowthRate,beat_baseline-LNQ-ens1,beat_baseline-MITCovAlliance-SIR,beat_baseline-OliverWyman-Navigator,beat_baseline-QJHong-Encounter,beat_baseline-RobertWalraven-ESG,beat_baseline-UCLA-SuEIR,beat_baseline-UMass-MechBayes,beat_baseline-UMich-RidgeTfReg,beat_baseline-USACE-ERDC_SEIR,beat_baseline-USC-SI_kJalpha,beat_baseline-UVA-Ensemble
01073,3065,3934.0,3859.2,4241.0,5280.0,,,,,,5096.0,2530.4,4525.1,4311.6,3324.8,5427.0,,,4902.5,3532.0,,,,,869.0,794.2,1176.0,2215.0,,,,,,2031.0,-534.6,1460.1,1246.6,259.8,2362.0,,,1837.5,467.0,,,,,True,False,False,,,,,,False,True,False,False,True,False,,,False,True,,,,
01075,75,60.0,,79.0,0.0,,,,,,42.0,53.5,95.4,81.3,34.8,103.0,,,,,,,,,-15.0,,4.0,-75.0,,,,,,-33.0,-21.5,20.4,6.3,-40.2,28.0,,,,,,,,,,True,False,,,,,,False,False,False,True,False,False,,,,,,,,
01077,298,324.0,278.4,324.0,473.0,,,,,,414.0,343.1,289.9,358.2,291.0,488.0,,,,,,,,,26.0,-19.6,26.0,175.0,,,,,,116.0,45.1,-8.1,60.2,-7.0,190.0,,,,,,,,,True,False,False,,,,,,False,False,True,False,True,False,,,,,,,,
01079,115,116.0,,94.0,164.0,,,,,,105.0,93.9,72.6,95.2,78.8,129.0,,,,,,,,,1.0,,-21.0,49.0,,,,,,-10.0,-21.1,-42.4,-19.8,-36.2,14.0,,,,,,,,,,False,False,,,,,,False,False,False,False,False,False,,,,,,,,
01081,495,776.0,628.8,780.0,1011.0,,,,,,891.0,259.9,798.2,798.3,565.0,1222.0,,,771.7,771.0,,,,,281.0,133.8,285.0,516.0,,,,,,396.0,-235.1,303.2,303.3,70.0,727.0,,,276.7,276.0,,,,,True,False,False,,,,,,False,True,False,False,True,False,,,True,True,,,,
01083,341,384.0,284.5,424.0,529.0,,,,,,474.0,358.6,445.6,441.5,385.8,564.0,,,,,,,,,43.0,-56.5,83.0,188.0,,,,,,133.0,17.6,104.6,100.5,44.8,223.0,,,,,,,,,False,False,False,,,,,,False,True,False,False,False,False,,,,,,,,
01085,36,60.0,,39.0,68.0,,,,,,37.0,33.4,10.6,45.2,2.3,205.0,,,,,,,,,24.0,,3.0,32.0,,,,,,1.0,-2.6,-25.4,9.2,-33.7,169.0,,,,,,,,,,True,False,,,,,,True,True,False,True,False,False,,,,,,,,
01087,56,66.0,,58.0,108.0,,,,,,45.0,83.9,35.1,72.3,44.0,132.0,,,,,,,,,10.0,,2.0,52.0,,,,,,-11.0,27.9,-20.9,16.3,-12.0,76.0,,,,,,,,,,True,False,,,,,,False,False,False,False,False,False,,,,,,,,
01089,1494,2408.0,1579.7,2769.0,2269.0,,,,,,1866.0,1172.3,2508.3,2509.1,1842.2,2727.0,,,2777.2,3778.0,,,,,914.0,85.7,1275.0,775.0,,,,,,372.0,-321.7,1014.3,1015.1,348.2,1233.0,,,1283.2,2284.0,,,,,True,False,True,,,,,,True,True,False,False,True,False,,,False,False,,,,
01091,93,122.0,,116.0,175.0,,,,,,115.0,56.9,98.4,127.2,52.8,231.0,,,,,,,,,29.0,,23.0,82.0,,,,,,22.0,-36.1,5.4,34.2,-40.2,138.0,,,,,,,,,,True,False,,,,,,True,False,True,False,False,False,,,,,,,,
01093,119,268.0,,253.0,516.0,,,,,,140.0,121.3,253.5,239.2,115.6,333.0,,,,,,,,,149.0,,134.0,397.0,,,,,,21.0,2.3,134.5,120.2,-3.4,214.0,,,,,,,,,,True,False,,,,,,True,True,True,True,True,False,,,,,,,,
01095,594,716.0,671.2,660.0,762.0,,,,,,907.0,628.5,616.1,716.5,417.6,1195.0,,,590.1,,,,,,122.0,77.2,66.0,168.0,,,,,,313.0,34.5,22.1,122.5,-176.4,601.0,,,-3.9,,,,,,True,True,False,,,,,,False,True,True,False,False,False,,,True,,,,,
01097,2567,2292.0,1127.9,2700.0,3409.0,,,,,,3007.0,921.9,2498.6,2509.0,1136.1,3492.0,,,2804.6,3409.0,,,,,-275.0,-1439.1,133.0,842.0,,,,,,440.0,-1645.1,-68.4,-58.0,-1430.9,925.0,,,237.6,842.0,,,,,False,True,False,,,,,,False,False,True,True,False,False,,,True,False,,,,
01099,79,110.0,,81.0,52.0,,,,,,103.0,119.3,40.9,93.4,56.8,176.0,,,,,,,,,31.0,,2.0,-27.0,,,,,,24.0,40.3,-38.1,14.4,-22.2,97.0,,,,,,,,,,True,True,,,,,,True,False,False,True,True,False,,,,,,,,
01101,1108,1110.0,623.0,1020.0,1576.0,,,,,,1675.0,694.0,795.3,1194.2,666.4,2362.0,,,1004.9,1025.0,,,,,2.0,-485.0,-88.0,468.0,,,,,,567.0,-414.0,-312.7,86.2,-441.6,1254.0,,,-103.1,-83.0,,,,,False,False,False,,,,,,False,False,False,False,False,False,,,False,False,,,,
01103,534,706.0,543.0,644.0,1026.0,,,,,,780.0,594.8,557.9,669.5,423.2,959.0,,,,,,,,,172.0,9.0,110.0,492.0,,,,,,246.0,60.8,23.9,135.5,-110.8,425.0,,,,,,,,,True,True,False,,,,,,False,True,True,True,True,False,,,,,,,,
01105,107,152.0,,140.0,0.0,,,,,,31.0,94.7,131.3,134.8,23.8,211.0,,,,,,,,,45.0,,33.0,-107.0,,,,,,-76.0,-12.3,24.3,27.8,-83.2,104.0,,,,,,,,,,True,False,,,,,,False,True,True,True,False,False,,,,,,,,
01107,60,60.0,,51.0,86.0,,,,,,88.0,63.3,32.1,61.0,63.6,137.0,,,,,,,,,0.0,,-9.0,26.0,,,,,,28.0,3.3,-27.9,1.0,3.6,77.0,,,,,,,,,,False,False,,,,,,False,False,False,False,False,False,,,,,,,,
01109,111,122.0,,98.0,165.0,,,,,,197.0,90.8,57.7,112.3,64.5,268.0,,,,,,,,,11.0,,-13.0,54.0,,,,,,86.0,-20.2,-53.3,1.3,-46.5,157.0,,,,,,,,,,False,False,,,,,,False,False,False,True,False,False,,,,,,,,
01111,86,84.0,,95.0,148.0,,,,,,82.0,69.4,77.0,124.0,63.1,158.0,,,,,,,,,-2.0,,9.0,62.0,,,,,,-4.0,-16.6,-9.0,38.0,-22.9,72.0,,,,,,,,,,False,False,,,,,,False,False,False,False,False,False,,,,,,,,
01113,300,420.0,368.2,423.0,673.0,,,,,,239.0,159.8,408.9,438.5,209.8,624.0,,,,,,,,,120.0,68.2,123.0,373.0,,,,,,-61.0,-140.2,108.9,138.5,-90.2,324.0,,,,,,,,,True,False,False,,,,,,True,False,True,False,True,False,,,,,,,,
01115,406,500.0,306.8,472.0,616.0,,,,,,388.0,267.4,435.6,480.1,412.4,583.0,,,,,,,,,94.0,-99.2,66.0,210.0,,,,,,-18.0,-138.6,29.6,74.1,6.4,177.0,,,,,,,,,False,True,False,,,,,,True,False,True,True,True,False,,,,,,,,
01117,806,1012.0,794.0,1180.0,1576.0,,,,,,1068.0,438.5,1213.1,1197.7,898.0,1447.0,,,1208.1,1290.0,,,,,206.0,-12.0,374.0,770.0,,,,,,262.0,-367.5,407.1,391.7,92.0,641.0,,,402.1,484.0,,,,,True,False,False,,,,,,False,False,False,False,True,False,,,False,False,,,,
01119,47,48.0,,32.0,22.0,,,,,,62.0,12.8,10.3,38.4,4.0,136.0,,,,,,,,,1.0,,-15.0,-25.0,,,,,,15.0,-34.2,-36.7,-8.6,-43.0,89.0,,,,,,,,,,False,False,,,,,,False,False,False,False,False,False,,,,,,,,
01121,295,356.0,200.0,385.0,643.0,,,,,,355.0,260.3,468.6,368.6,264.7,495.0,,,348.7,,,,,,61.0,-95.0,90.0,348.0,,,,,,60.0,-34.7,173.6,73.6,-30.3,200.0,,,53.7,,,,,,False,False,False,,,,,,True,True,False,False,True,False,,,True,,,,,
01123,111,124.0,,113.0,149.0,,,,,,191.0,77.3,89.8,123.8,53.5,333.0,,,,,,,,,13.0,,2.0,38.0,,,,,,80.0,-33.7,-21.2,12.8,-57.5,222.0,,,,,,,,,,True,False,,,,,,False,False,False,True,False,False,,,,,,,,
01125,783,872.0,1202.8,912.0,1064.0,,,,,,1454.0,635.4,1015.8,1065.8,601.6,1639.0,,,873.0,744.0,,,,,89.0,419.8,129.0,281.0,,,,,,671.0,-147.6,232.8,282.8,-181.4,856.0,,,90.0,-39.0,,,,,False,False,False,,,,,,False,False,False,False,False,False,,,False,True,,,,
01127,224,330.0,256.7,293.0,374.0,,,,,,461.0,511.0,184.1,262.8,186.7,605.0,,,423.2,,,,,,106.0,32.7,69.0,150.0,,,,,,237.0,287.0,-39.9,38.8,-37.3,381.0,,,199.2,,,,,,True,True,False,,,,,,False,False,True,True,True,False,,,False,,,,,
01129,106,114.0,,114.0,155.0,,,,,,87.0,45.2,100.3,126.8,39.8,163.0,,,,,,,,,8.0,,8.0,49.0,,,,,,-19.0,-60.8,-5.7,20.8,-66.2,57.0,,,,,,,,,,False,False,,,,,,False,False,True,False,False,False,,,,,,,,
01131,59,76.0,,52.0,0.0,,,,,,38.0,34.8,23.0,56.4,26.1,160.0,,,,,,,,,17.0,,-7.0,-59.0,,,,,,-21.0,-24.2,-36.0,-2.6,-32.9,101.0,,,,,,,,,,True,False,,,,,,False,False,False,True,False,False,,,,,,,,
01133,85,90.0,,67.0,89.0,,,,,,107.0,129.8,39.9,71.1,75.5,170.0,,,,,,,,,5.0,,-18.0,4.0,,,,,,22.0,44.8,-45.1,-13.9,-9.5,85.0,,,,,,,,,,False,True,,,,,,False,False,False,False,False,False,,,,,,,,
02013,1,0.0,,0.0,0.0,,,,,,,5.0,,0.0,,0.0,,,,,,,,,-1.0,,-1.0,-1.0,,,,,,,4.0,,-1.0,,-1.0,,,,,,,,,,False,False,,,,,,,False,,True,,False,,,,,,,,
02016,5,0.0,,0.0,0.0,,,,,,,28.6,,0.0,,0.0,,,,,,,,,-5.0,,-5.0,-5.0,,,,,,,23.6,,-5.0,,-5.0,,,,,,,,,,False,False,,,,,,,False,,True,,False,,,,,,,,
02020,899,398.0,301.6,470.0,498.0,,,,,,,340.1,404.0,519.3,426.1,573.0,,,463.0,597.0,,,,,-501.0,-597.4,-429.0,-401.0,,,,,,,-558.9,-495.0,-379.7,-472.9,-326.0,,,-436.0,-302.0,,,,,False,True,True,,,,,,,False,True,True,True,True,,,True,True,,,,
02050,4,6.0,,3.0,0.0,,,,,,,1.5,1.4,1.8,,,,,,,,,,,2.0,,-1.0,-4.0,,,,,,,-2.5,-2.6,-2.2,,,,,,,,,,,,True,False,,,,,,,False,False,False,,,,,,,,,,
02060,1,4.0,,2.0,0.0,,,,,,,11.2,0.3,0.0,,0.0,,,,,,,,,3.0,,1.0,-1.0,,,,,,,10.2,-0.7,-1.0,,-1.0,,,,,,,,,,True,True,,,,,,,False,True,True,,True,,,,,,,,
02068,1,0.0,,0.0,0.0,,,,,,,4.7,,0.0,,0.0,,,,,,,,,-1.0,,-1.0,-1.0,,,,,,,3.7,,-1.0,,-1.0,,,,,,,,,,False,False,,,,,,,False,,True,,False,,,,,,,,
02070,0,2.0,,0.0,0.0,,,,,,,41.5,0.0,0.0,,0.0,,,,,,,,,2.0,,0.0,0.0,,,,,,,41.5,0.0,0.0,,0.0,,,,,,,,,,True,True,,,,,,,False,True,True,,True,,,,,,,,
02090,103,152.0,55.7,135.0,112.0,,,,,,,112.0,110.1,140.5,108.1,192.0,,,,,,,,,49.0,-47.3,32.0,9.0,,,,,,,9.0,7.1,37.5,5.1,89.0,,,,,,,,,True,True,True,,,,,,,True,True,True,True,False,,,,,,,,
02100,1,2.0,,2.0,0.0,,,,,,,6.5,,0.0,,0.0,,,,,,,,,1.0,,1.0,-1.0,,,,,,,5.5,,-1.0,,-1.0,,,,,,,,,,False,False,,,,,,,False,,True,,False,,,,,,,,
02105,0,0.0,,0.0,0.0,,,,,,,2.2,,0.0,,0.0,,,,,,,,,0.0,,0.0,0.0,,,,,,,2.2,,0.0,,0.0,,,,,,,,,,True,True,,,,,,,False,,True,,True,,,,,,,,
02110,30,20.0,,20.0,0.0,,,,,,,32.0,14.4,24.5,,37.0,,,,,,,,,-10.0,,-10.0,-30.0,,,,,,,2.0,-15.6,-5.5,,7.0,,,,,,,,,,False,False,,,,,,,True,False,True,,True,,,,,,,,
02122,67,84.0,91.5,77.0,0.0,,,,,,,109.4,41.9,102.4,87.3,139.0,,,,,,,,,17.0,24.5,10.0,-67.0,,,,,,,42.4,-25.1,35.4,20.3,72.0,,,,,,,,,False,True,False,,,,,,,False,False,False,False,False,,,,,,,,
02130,11,2.0,,3.0,0.0,,,,,,,1.4,3.3,3.4,,,,,,,,,,,-9.0,,-8.0,-11.0,,,,,,,-9.6,-7.7,-7.6,,,,,,,,,,,,True,False,,,,,,,False,True,True,,,,,,,,,,
02150,1,2.0,,0.0,0.0,,,,,,,12.5,0.2,0.5,,0.0,,,,,,,,,1.0,,-1.0,-1.0,,,,,,,11.5,-0.8,-0.5,,-1.0,,,,,,,,,,False,False,,,,,,,False,True,True,,False,,,,,,,,
02158,1,2.0,,2.0,0.0,,,,,,,,,0.0,,,,,,,,,,,1.0,,1.0,-1.0,,,,,,,,,-1.0,,,,,,,,,,,,False,False,,,,,,,,,True,,,,,,,,,,
02164,0,0.0,,0.0,0.0,,,,,,,0.0,,0.0,,0.0,,,,,,,,,0.0,,0.0,0.0,,,,,,,0.0,,0.0,,0.0,,,,,,,,,,True,True,,,,,,,True,,True,,True,,,,,,,,
02170,113,80.0,64.9,76.0,0.0,,,,,,,205.6,46.3,102.5,81.5,109.0,,,,,,,,,-33.0,-48.1,-37.0,-113.0,,,,,,,92.6,-66.7,-10.5,-31.5,-4.0,,,,,,,,,False,False,False,,,,,,,False,False,True,True,True,,,,,,,,
02180,2,6.0,,3.0,0.0,,,,,,,1.1,2.1,2.4,,,,,,,,,,,4.0,,1.0,-2.0,,,,,,,-0.9,0.1,0.4,,,,,,,,,,,,True,True,,,,,,,True,True,True,,,,,,,,,,
02185,7,4.0,,2.0,0.0,,,,,,,2.3,0.3,0.1,,0.0,,,,,,,,,-3.0,,-5.0,-7.0,,,,,,,-4.7,-6.7,-6.9,,-7.0,,,,,,,,,,False,False,,,,,,,False,False,False,,False,,,,,,,,
