,actual_cases,COVIDhub-baseline,CDDEP-SEIR_MCMC,CU-select,Columbia_UNC-SurvCon,Covid19Sim-Simulator,CovidAnalytics-DELPHI,IowaStateLW-STEM,JHU_IDD-CovidSP,LANL-GrowthRate,MITCovAlliance-SIR,RobertWalraven-ESG,UCLA-SuEIR,UMich-RidgeTfReg,USACE-ERDC_SEIR,USC-SI_kJalpha,error-COVIDhub-baseline,error-CDDEP-SEIR_MCMC,error-CU-select,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-CovidAnalytics-DELPHI,error-IowaStateLW-STEM,error-JHU_IDD-CovidSP,error-LANL-GrowthRate,error-MITCovAlliance-SIR,error-RobertWalraven-ESG,error-UCLA-SuEIR,error-UMich-RidgeTfReg,error-USACE-ERDC_SEIR,error-USC-SI_kJalpha,beat_baseline-CDDEP-SEIR_MCMC,beat_baseline-CU-select,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-IowaStateLW-STEM,beat_baseline-JHU_IDD-CovidSP,beat_baseline-LANL-GrowthRate,beat_baseline-MITCovAlliance-SIR,beat_baseline-RobertWalraven-ESG,beat_baseline-UCLA-SuEIR,beat_baseline-UMich-RidgeTfReg,beat_baseline-USACE-ERDC_SEIR,beat_baseline-USC-SI_kJalpha
01021,480,184.0,,384.0,,,,253.0,172.7,204.2,,,,,,,-296.0,,-96.0,,,,-227.0,-307.3,-275.8,,,,,,,,True,,,,True,False,True,,,,,,
01023,80,28.0,,0.0,,,,143.0,43.7,2.8,,,,,,,-52.0,,-80.0,,,,63.0,-36.3,-77.2,,,,,,,,False,,,,False,True,False,,,,,,
01025,231,68.0,,209.0,,,,204.0,159.3,17.0,,,,,,,-163.0,,-22.0,,,,-27.0,-71.7,-214.0,,,,,,,,True,,,,True,True,False,,,,,,
01027,145,116.0,,4.0,,,,22.0,25.7,18.3,,,,,,,-29.0,,-141.0,,,,-123.0,-119.3,-126.7,,,,,,,,False,,,,False,False,False,,,,,,
01029,78,44.0,,14.0,,,,10.0,22.3,9.2,,,,,,,-34.0,,-64.0,,,,-68.0,-55.7,-68.8,,,,,,,,False,,,,False,False,False,,,,,,
01031,343,136.0,,321.0,,,,390.0,209.9,62.7,,,,,,,-207.0,,-22.0,,,,47.0,-133.1,-280.3,,,,,,,,True,,,,True,True,False,,,,,,
01033,686,200.0,,237.0,,,,467.0,306.1,87.8,,,,,,,-486.0,,-449.0,,,,-219.0,-379.9,-598.2,,,,,,,,True,,,,True,True,False,,,,,,
01035,170,164.0,,16.0,,,,109.0,150.3,94.4,136.8,,,,,,-6.0,,-154.0,,,,-61.0,-19.7,-75.6,-33.2,,,,,,,False,,,,False,False,False,False,,,,,
01037,39,12.0,,6.0,,,,9.0,31.4,21.4,,,,,,,-27.0,,-33.0,,,,-30.0,-7.6,-17.6,,,,,,,,False,,,,False,True,True,,,,,,
01039,439,244.0,,591.0,,,,333.0,280.1,182.2,603.6,,,,,,-195.0,,152.0,,,,-106.0,-158.9,-256.8,164.6,,,,,,,True,,,,True,True,False,True,,,,,
01041,173,16.0,,0.0,,,,254.0,53.5,2.6,81.2,,,,,,-157.0,,-173.0,,,,81.0,-119.5,-170.4,-91.8,,,,,,,False,,,,True,True,False,True,,,,,
01043,702,268.0,,685.0,,,,617.0,478.4,99.9,739.3,,,,,,-434.0,,-17.0,,,,-85.0,-223.6,-602.1,37.3,,,,,,,True,,,,True,True,False,True,,,,,
01045,487,208.0,,0.0,,,,294.0,244.3,230.0,395.4,,,,,,-279.0,,-487.0,,,,-193.0,-242.7,-257.0,-91.6,,,,,,,False,,,,True,True,True,True,,,,,
01047,473,540.0,,617.0,,,,387.0,394.2,194.8,821.4,,,,,,67.0,,144.0,,,,-86.0,-78.8,-278.2,348.4,,,,,,,False,,,,False,False,False,False,,,,,
01049,976,716.0,,3012.0,,,,576.0,293.0,945.2,1305.1,,,,,,-260.0,,2036.0,,,,-400.0,-683.0,-30.8,329.1,,,,,,,False,,,,False,False,True,False,,,,,
01051,711,528.0,,478.0,,,,633.0,487.3,585.1,845.4,,366.5,,,,-183.0,,-233.0,,,,-78.0,-223.7,-125.9,134.4,,-344.5,,,,,False,,,,True,False,True,True,,False,,,
01053,672,488.0,,1532.0,,,,317.0,210.0,426.7,503.4,,,,,,-184.0,,860.0,,,,-355.0,-462.0,-245.3,-168.6,,,,,,,False,,,,False,False,False,True,,,,,
01055,1209,720.0,,2555.0,,,,931.0,492.2,768.4,1453.0,,1608.4,,,,-489.0,,1346.0,,,,-278.0,-716.8,-440.6,244.0,,399.4,,,,,False,,,,True,False,True,True,,True,,,
01057,112,12.0,,28.0,,,,34.0,58.3,34.4,,,,,,,-100.0,,-84.0,,,,-78.0,-53.7,-77.6,,,,,,,,True,,,,True,True,True,,,,,,
01059,301,240.0,,263.0,,,,702.0,266.5,133.8,251.5,,,,,,-61.0,,-38.0,,,,401.0,-34.5,-167.2,-49.5,,,,,,,True,,,,False,True,False,True,,,,,
01061,156,76.0,,119.0,,,,254.0,82.3,17.1,,,,,,,-80.0,,-37.0,,,,98.0,-73.7,-138.9,,,,,,,,True,,,,False,True,False,,,,,,
01063,57,76.0,,43.0,,,,25.0,42.7,40.2,13.2,,,,,,19.0,,-14.0,,,,-32.0,-14.3,-16.8,-43.8,,,,,,,True,,,,False,True,True,False,,,,,
01065,144,148.0,,177.0,,,,124.0,128.9,43.4,156.2,,,,,,4.0,,33.0,,,,-20.0,-15.1,-100.6,12.2,,,,,,,False,,,,False,False,False,False,,,,,
01067,120,0.0,,33.0,,,,49.0,64.9,3.4,127.7,,,,,,-120.0,,-87.0,,,,-71.0,-55.1,-116.6,7.7,,,,,,,True,,,,True,True,True,True,,,,,
01069,841,236.0,,444.0,,,,748.0,360.7,232.6,767.2,,,,,,-605.0,,-397.0,,,,-93.0,-480.3,-608.4,-73.8,,,,,,,True,,,,True,True,False,True,,,,,
01071,550,296.0,,827.0,,,,182.0,198.1,363.0,705.0,,,,,,-254.0,,277.0,,,,-368.0,-351.9,-187.0,155.0,,,,,,,False,,,,False,False,True,True,,,,,
01073,6525,5364.0,,21728.0,,,,6174.0,3996.7,7345.1,10083.8,,8186.7,,,,-1161.0,,15203.0,,,,-351.0,-2528.3,820.1,3558.8,,1661.7,,,,,False,,,,True,False,True,False,,False,,,
01075,122,44.0,,0.0,,,,34.0,59.0,34.3,,,,,,,-78.0,,-122.0,,,,-88.0,-63.0,-87.7,,,,,,,,False,,,,False,True,False,,,,,,
01077,555,504.0,,955.0,,,,729.0,495.2,365.4,1313.1,,,,,,-51.0,,400.0,,,,174.0,-59.8,-189.6,758.1,,,,,,,False,,,,False,False,False,False,,,,,
01079,210,68.0,,211.0,,,,70.0,107.3,16.2,230.3,,,,,,-142.0,,1.0,,,,-140.0,-102.7,-193.8,20.3,,,,,,,True,,,,True,True,False,True,,,,,
01081,1215,1260.0,,2574.0,,,,982.0,575.9,1359.7,2214.6,,2346.2,,,,45.0,,1359.0,,,,-233.0,-639.1,144.7,999.6,,1131.2,,,,,False,,,,False,False,False,False,,False,,,
01083,721,520.0,,2049.0,,,,511.0,188.8,548.6,1469.8,,,,,,-201.0,,1328.0,,,,-210.0,-532.2,-172.4,748.8,,,,,,,False,,,,False,False,True,False,,,,,
01085,86,124.0,,253.0,,,,69.0,82.3,11.4,17.0,,,,,,38.0,,167.0,,,,-17.0,-3.7,-74.6,-69.0,,,,,,,False,,,,True,True,False,False,,,,,
01087,123,100.0,,152.0,,,,31.0,134.3,43.5,179.8,,,,,,-23.0,,29.0,,,,-92.0,11.3,-79.5,56.8,,,,,,,False,,,,False,True,False,False,,,,,
01089,3488,1852.0,,12523.0,,,,1877.0,1161.8,3833.5,5012.6,,3242.9,,,,-1636.0,,9035.0,,,,-1611.0,-2326.2,345.5,1524.6,,-245.1,,,,,False,,,,True,False,True,True,,True,,,
01091,212,152.0,,465.0,,,,175.0,117.3,55.7,171.3,,,,,,-60.0,,253.0,,,,-37.0,-94.7,-156.3,-40.7,,,,,,,False,,,,True,False,False,True,,,,,
01093,322,124.0,,294.0,,,,143.0,96.8,78.1,221.4,,,,,,-198.0,,-28.0,,,,-179.0,-225.2,-243.9,-100.6,,,,,,,True,,,,True,False,False,True,,,,,
01095,1211,1252.0,,4591.0,,,,1936.0,574.1,1099.9,1726.0,,2931.1,,,,41.0,,3380.0,,,,725.0,-636.9,-111.1,515.0,,1720.1,,,,,False,,,,False,False,False,False,,False,,,
01097,4877,2572.0,,5481.0,,,,2279.0,1718.4,2566.1,3048.6,,3904.6,,,,-2305.0,,604.0,,,,-2598.0,-3158.6,-2310.9,-1828.4,,-972.4,,,,,True,,,,False,False,False,True,,True,,,
01099,207,188.0,,15.0,,,,153.0,151.6,62.5,282.0,,,,,,-19.0,,-192.0,,,,-54.0,-55.4,-144.5,75.0,,,,,,,False,,,,False,False,False,False,,,,,
01101,2183,1780.0,,1611.0,,,,1839.0,1962.2,1081.3,2608.1,,1713.6,,,,-403.0,,-572.0,,,,-344.0,-220.8,-1101.7,425.1,,-469.4,,,,,False,,,,True,True,False,False,,False,,,
01103,1129,656.0,,1086.0,,,,1443.0,595.0,555.4,1553.3,,,,,,-473.0,,-43.0,,,,314.0,-534.0,-573.6,424.3,,,,,,,True,,,,True,False,False,True,,,,,
01105,273,240.0,,0.0,,,,23.0,89.5,292.8,72.4,,,,,,-33.0,,-273.0,,,,-250.0,-183.5,19.8,-200.6,,,,,,,False,,,,False,False,True,False,,,,,
01107,131,148.0,,271.0,,,,67.0,89.7,119.8,262.0,,,,,,17.0,,140.0,,,,-64.0,-41.3,-11.2,131.0,,,,,,,False,,,,False,False,True,False,,,,,
01109,233,128.0,,120.0,,,,372.0,201.3,46.6,310.5,,,,,,-105.0,,-113.0,,,,139.0,-31.7,-186.4,77.5,,,,,,,False,,,,False,True,False,True,,,,,
01111,188,184.0,,21.0,,,,80.0,73.9,133.3,95.7,,,,,,-4.0,,-167.0,,,,-108.0,-114.1,-54.7,-92.3,,,,,,,False,,,,False,False,False,False,,,,,
01113,686,520.0,,629.0,,,,242.0,328.6,335.6,864.8,,,,,,-166.0,,-57.0,,,,-444.0,-357.4,-350.4,178.8,,,,,,,True,,,,False,False,False,False,,,,,
01115,854,476.0,,2070.0,,,,316.0,188.5,649.9,1031.1,,,,,,-378.0,,1216.0,,,,-538.0,-665.5,-204.1,177.1,,,,,,,False,,,,False,False,True,True,,,,,
01117,1849,1140.0,,2751.0,,,,1616.0,714.6,1409.2,2380.3,,1796.2,,,,-709.0,,902.0,,,,-233.0,-1134.4,-439.8,531.3,,-52.8,,,,,False,,,,True,False,True,True,,True,,,
01119,86,40.0,,0.0,,,,174.0,45.7,5.2,38.2,,,,,,-46.0,,-86.0,,,,88.0,-40.3,-80.8,-47.8,,,,,,,False,,,,False,True,False,False,,,,,
01121,715,332.0,,1379.0,,,,627.0,406.3,219.3,840.0,,384.9,,,,-383.0,,664.0,,,,-88.0,-308.7,-495.7,125.0,,-330.1,,,,,False,,,,True,True,False,True,,True,,,
01123,249,196.0,,414.0,,,,294.0,132.8,90.9,180.3,,,,,,-53.0,,165.0,,,,45.0,-116.2,-158.1,-68.7,,,,,,,False,,,,True,False,False,False,,,,,
01125,1655,1548.0,,3159.0,,,,2590.0,1565.5,1696.7,2514.3,,1177.5,,,,-107.0,,1504.0,,,,935.0,-89.5,41.7,859.3,,-477.5,,,,,False,,,,False,True,True,False,,False,,,
01127,530,536.0,,1006.0,,,,968.0,604.5,257.6,762.4,,631.8,,,,6.0,,476.0,,,,438.0,74.5,-272.4,232.4,,101.8,,,,,False,,,,False,False,False,False,,False,,,
01129,199,28.0,,50.0,,,,105.0,45.8,5.9,55.0,,,,,,-171.0,,-149.0,,,,-94.0,-153.2,-193.1,-144.0,,,,,,,True,,,,True,True,False,True,,,,,
01131,118,76.0,,0.0,,,,101.0,59.2,14.1,132.7,,,,,,-42.0,,-118.0,,,,-17.0,-58.8,-103.9,14.7,,,,,,,False,,,,True,False,False,True,,,,,
01133,172,152.0,,276.0,,,,175.0,156.5,89.7,315.3,,,,,,-20.0,,104.0,,,,3.0,-15.5,-82.3,143.3,,,,,,,False,,,,True,True,False,False,,,,,
02013,1,0.0,,0.0,,,,,0.0,,,,,,,,-1.0,,-1.0,,,,,-1.0,,,,,,,,,False,,,,,False,,,,,,,
02016,83,0.0,,0.0,,,,,0.0,,,,,,,,-83.0,,-83.0,,,,,-83.0,,,,,,,,,False,,,,,False,,,,,,,
02020,1327,516.0,,2692.0,,,,,423.9,475.9,909.3,,577.6,,,,-811.0,,1365.0,,,,,-903.1,-851.1,-417.7,,-749.4,,,,,False,,,,,False,False,True,,True,,,
02050,9,8.0,,0.0,,,,,23.3,1.0,,,,,,,-1.0,,-9.0,,,,,14.3,-8.0,,,,,,,,False,,,,,False,False,,,,,,
02060,0,0.0,,0.0,,,,,0.0,,,,,,,,0.0,,0.0,,,,,0.0,,,,,,,,,True,,,,,True,,,,,,,
02068,3,0.0,,0.0,,,,,0.0,,,,,,,,-3.0,,-3.0,,,,,-3.0,,,,,,,,,False,,,,,False,,,,,,,
02070,0,0.0,,0.0,,,,,0.0,,,,,,,,0.0,,0.0,,,,,0.0,,,,,,,,,True,,,,,True,,,,,,,
02090,257,120.0,,1.0,,,,,137.5,76.1,113.2,,,,,,-137.0,,-256.0,,,,,-119.5,-180.9,-143.8,,,,,,,False,,,,,True,False,False,,,,,
02100,2,0.0,,0.0,,,,,13.3,,,,,,,,-2.0,,-2.0,,,,,11.3,,,,,,,,,False,,,,,False,,,,,,,
02105,0,0.0,,0.0,,,,,0.0,,,,,,,,0.0,,0.0,,,,,0.0,,,,,,,,,True,,,,,True,,,,,,,
02110,100,8.0,,0.0,,,,,42.7,8.0,,,,,,,-92.0,,-100.0,,,,,-57.3,-92.0,,,,,,,,False,,,,,True,True,,,,,,
02122,290,120.0,,0.0,,,,,106.5,16.4,298.9,,,,,,-170.0,,-290.0,,,,,-183.5,-273.6,8.9,,,,,,,False,,,,,False,False,True,,,,,
02130,19,4.0,,0.0,,,,,9.2,2.1,,,,,,,-15.0,,-19.0,,,,,-9.8,-16.9,,,,,,,,False,,,,,True,False,,,,,,
02150,7,4.0,,0.0,,,,,41.3,0.2,,,,,,,-3.0,,-7.0,,,,,34.3,-6.8,,,,,,,,False,,,,,False,False,,,,,,
02158,3,4.0,,0.0,,,,,,,,,,,,,1.0,,-3.0,,,,,,,,,,,,,,False,,,,,,,,,,,,
02164,19,0.0,,0.0,,,,,0.0,,,,,,,,-19.0,,-19.0,,,,,-19.0,,,,,,,,,False,,,,,False,,,,,,,
02170,186,172.0,,0.0,,,,,206.5,258.9,262.6,,,,,,-14.0,,-186.0,,,,,20.5,72.9,76.6,,,,,,,False,,,,,False,False,False,,,,,
02180,9,12.0,,0.0,,,,,17.3,0.5,,,,,,,3.0,,-9.0,,,,,8.3,-8.5,,,,,,,,False,,,,,False,False,,,,,,
02185,13,0.0,,0.0,,,,,39.3,0.1,,,,,,,-13.0,,-13.0,,,,,26.3,-12.9,,,,,,,,False,,,,,False,True,,,,,,
02188,23,4.0,,0.0,,,,,19.6,0.2,,,,,,,-19.0,,-23.0,,,,,-3.4,-22.8,,,,,,,,False,,,,,True,False,,,,,,
02195,3,4.0,,0.0,,,,,3.5,0.3,,,,,,,1.0,,-3.0,,,,,0.5,-2.7,,,,,,,,False,,,,,True,False,,,,,,
02198,3,0.0,,0.0,,,,,12.6,0.1,,,,,,,-3.0,,-3.0,,,,,9.6,-2.9,,,,,,,,False,,,,,False,True,,,,,,
02220,13,4.0,,0.0,,,,,19.8,1.0,,,,,,,-9.0,,-13.0,,,,,6.8,-12.0,,,,,,,,False,,,,,True,False,,,,,,
02230,0,0.0,,0.0,,,,,0.0,,,,,,,,0.0,,0.0,,,,,0.0,,,,,,,,,True,,,,,True,,,,,,,
02240,10,28.0,,0.0,,,,,9.1,0.5,,,,,,,18.0,,-10.0,,,,,-0.9,-9.5,,,,,,,,True,,,,,True,True,,,,,,
02261,67,12.0,,0.0,,,,,0.0,0.1,,,,,,,-55.0,,-67.0,,,,,-67.0,-66.9,,,,,,,,False,,,,,False,False,,,,,,
02275,3,0.0,,0.0,,,,,16.4,,,,,,,,-3.0,,-3.0,,,,,13.4,,,,,,,,,False,,,,,False,,,,,,,
02282,9,0.0,,0.0,,,,,0.0,,,,,,,,-9.0,,-9.0,,,,,-9.0,,,,,,,,,False,,,,,False,,,,,,,
02290,42,4.0,,0.0,,,,,22.6,0.3,,,,,,,-38.0,,-42.0,,,,,-19.4,-41.7,,,,,,,,False,,,,,True,False,,,,,,
04001,632,692.0,,1154.0,,,,983.0,625.4,157.6,369.6,,796.0,,,,60.0,,522.0,,,,351.0,-6.6,-474.4,-262.4,,164.0,,,,,False,,,,False,True,False,False,,False,,,
04003,783,808.0,,1889.0,,,,182.0,1391.3,466.6,1642.0,,1200.9,,,,25.0,,1106.0,,,,-601.0,608.3,-316.4,859.0,,417.9,,,,,False,,,,False,False,False,False,,False,,,
04005,866,1488.0,,2908.0,,,,829.0,864.0,1323.6,1119.2,,2269.1,,,,622.0,,2042.0,,,,-37.0,-2.0,457.6,253.2,,1403.1,,,,,False,,,,True,True,True,True,,False,,,
04007,503,344.0,,6.0,,,,483.0,511.9,339.1,628.5,,,,,,-159.0,,-497.0,,,,-20.0,8.9,-163.9,125.5,,,,,,,False,,,,True,True,False,True,,,,,
04009,358,180.0,,0.0,,,,129.0,149.9,357.7,311.6,,,,,,-178.0,,-358.0,,,,-229.0,-208.1,-0.3,-46.4,,,,,,,False,,,,False,False,True,True,,,,,
04011,42,0.0,,0.0,,,,32.0,19.3,0.2,,,,,,,-42.0,,-42.0,,,,-10.0,-22.7,-41.8,,,,,,,,False,,,,True,True,True,,,,,,
04012,115,168.0,,0.0,,,,179.0,222.7,19.3,279.9,,,,,,53.0,,-115.0,,,,64.0,107.7,-95.7,164.9,,,,,,,False,,,,False,False,False,False,,,,,
04013,59466,69820.0,,239897.0,,,,92805.0,22897.2,94440.2,121208.8,,109791.1,,,,10354.0,,180431.0,,,,33339.0,-36568.8,34974.2,61742.8,,50325.1,,,,,False,,,,False,False,False,False,,False,,,
04015,1632,1584.0,,5827.0,,,,876.0,2360.2,1309.6,3107.8,,1983.1,,,,-48.0,,4195.0,,,,-756.0,728.2,-322.4,1475.8,,351.1,,,,,False,,,,False,False,False,False,,False,,,
04017,1407,1804.0,,2230.0,,,,1744.0,1021.7,978.2,2500.4,,2149.8,,,,397.0,,823.0,,,,337.0,-385.3,-428.8,1093.4,,742.8,,,,,False,,,,True,True,False,False,,False,,,
04019,7162,8908.0,,11134.0,,,,10162.0,9160.6,8552.2,15533.6,,12208.5,,,,1746.0,,3972.0,,,,3000.0,1998.6,1390.2,8371.6,,5046.5,,,,,False,,,,False,False,True,False,,False,,,
04021,3919,4332.0,,8146.0,,,,3165.0,3346.8,5939.1,7355.0,,7029.6,,,,413.0,,4227.0,,,,-754.0,-572.2,2020.1,3436.0,,3110.6,,,,,False,,,,False,False,False,False,,False,,,
04023,678,1112.0,,496.0,,,,1954.0,732.4,541.0,326.9,,,,,,434.0,,-182.0,,,,1276.0,54.4,-137.0,-351.1,,,,,,,True,,,,False,True,True,True,,,,,
04025,897,1012.0,,5475.0,,,,1804.0,1830.2,940.3,2832.8,,1848.3,,,,115.0,,4578.0,,,,907.0,933.2,43.3,1935.8,,951.3,,,,,False,,,,False,False,True,False,,False,,,
04027,4016,5528.0,,5750.0,,,,5166.0,2732.7,2999.9,8869.9,,5810.9,,,,1512.0,,1734.0,,,,1150.0,-1283.3,-1016.1,4853.9,,1794.9,,,,,False,,,,True,True,True,False,,False,,,
05001,157,44.0,,0.0,,,,20.0,32.4,7.3,,,,,,,-113.0,,-157.0,,,,-137.0,-124.6,-149.7,,,,,,,,False,,,,False,False,False,,,,,,
05003,159,48.0,,0.0,,,,71.0,46.7,30.8,,,,,,,-111.0,,-159.0,,,,-88.0,-112.3,-128.2,,,,,,,,False,,,,True,False,False,,,,,,
05005,38,24.0,,21.0,,,,12.0,19.6,2.3,,,,,,,-14.0,,-17.0,,,,-26.0,-18.4,-35.7,,,,,,,,False,,,,False,False,False,,,,,,
05007,1534,1552.0,,1188.0,,,,2123.0,1068.1,747.9,4282.9,,1364.7,,,,18.0,,-346.0,,,,589.0,-465.9,-786.1,2748.9,,-169.3,,,,,False,,,,False,False,False,False,,False,,,
05009,133,28.0,,48.0,,,,52.0,20.8,6.0,,,,,,,-105.0,,-85.0,,,,-81.0,-112.2,-127.0,,,,,,,,True,,,,True,False,False,,,,,,
05011,87,56.0,,0.0,,,,42.0,16.0,11.3,,,,,,,-31.0,,-87.0,,,,-45.0,-71.0,-75.7,,,,,,,,False,,,,False,False,False,,,,,,
05013,12,8.0,,0.0,,,,0.0,13.7,,,,,,,,-4.0,,-12.0,,,,-12.0,1.7,,,,,,,,,False,,,,False,True,,,,,,,
05015,150,104.0,,276.0,,,,66.0,149.8,40.5,362.1,,,,,,-46.0,,126.0,,,,-84.0,-0.2,-109.5,212.1,,,,,,,False,,,,False,True,False,False,,,,,
05017,363,156.0,,0.0,,,,101.0,36.5,109.9,201.3,,,,,,-207.0,,-363.0,,,,-262.0,-326.5,-253.1,-161.7,,,,,,,False,,,,False,False,False,True,,,,,
05019,99,12.0,,61.0,,,,36.0,5.3,8.7,,,,,,,-87.0,,-38.0,,,,-63.0,-93.7,-90.3,,,,,,,,True,,,,True,False,False,,,,,,
05021,43,52.0,,0.0,,,,15.0,53.2,23.8,,,,,,,9.0,,-43.0,,,,-28.0,10.2,-19.2,,,,,,,,False,,,,False,False,False,,,,,,
05023,69,108.0,,0.0,,,,33.0,3.3,79.6,4.6,,,,,,39.0,,-69.0,,,,-36.0,-65.7,10.6,-64.4,,,,,,,False,,,,True,False,True,False,,,,,
05025,39,16.0,,0.0,,,,8.0,3.6,2.5,,,,,,,-23.0,,-39.0,,,,-31.0,-35.4,-36.5,,,,,,,,False,,,,False,False,False,,,,,,
05027,97,60.0,,139.0,,,,43.0,31.4,32.0,,,,,,,-37.0,,42.0,,,,-54.0,-65.6,-65.0,,,,,,,,False,,,,False,False,False,,,,,,
05029,65,100.0,,194.0,,,,65.0,27.7,25.8,,,,,,,35.0,,129.0,,,,0.0,-37.3,-39.2,,,,,,,,False,,,,True,False,False,,,,,,
05031,632,144.0,,144.0,,,,637.0,432.6,39.4,414.7,,236.9,,,,-488.0,,-488.0,,,,5.0,-199.4,-592.6,-217.3,,-395.1,,,,,False,,,,True,True,False,True,,True,,,
05033,314,292.0,,594.0,,,,833.0,161.7,248.1,751.7,,,,,,-22.0,,280.0,,,,519.0,-152.3,-65.9,437.7,,,,,,,False,,,,False,False,False,False,,,,,
05035,425,280.0,,339.0,,,,606.0,191.3,24.9,575.0,,,,,,-145.0,,-86.0,,,,181.0,-233.7,-400.1,150.0,,,,,,,True,,,,False,False,False,False,,,,,
05037,74,12.0,,0.0,,,,55.0,37.8,18.7,,,,,,,-62.0,,-74.0,,,,-19.0,-36.2,-55.3,,,,,,,,False,,,,True,True,True,,,,,,
05039,47,12.0,,0.0,,,,0.0,14.2,1.2,,,,,,,-35.0,,-47.0,,,,-47.0,-32.8,-45.8,,,,,,,,False,,,,False,True,False,,,,,,
05041,85,68.0,,0.0,,,,30.0,12.1,17.8,,,,,,,-17.0,,-85.0,,,,-55.0,-72.9,-67.2,,,,,,,,False,,,,False,False,False,,,,,,
05043,82,80.0,,0.0,,,,54.0,23.7,27.3,,,,,,,-2.0,,-82.0,,,,-28.0,-58.3,-54.7,,,,,,,,False,,,,False,False,False,,,,,,
05045,626,620.0,,1041.0,,,,555.0,76.3,789.3,1869.4,,,,,,-6.0,,415.0,,,,-71.0,-549.7,163.3,1243.4,,,,,,,False,,,,False,False,False,False,,,,,
05047,79,40.0,,0.0,,,,46.0,33.6,7.0,,,,,,,-39.0,,-79.0,,,,-33.0,-45.4,-72.0,,,,,,,,False,,,,True,False,False,,,,,,
05049,12,12.0,,0.0,,,,3.0,11.4,1.9,,,,,,,0.0,,-12.0,,,,-9.0,-0.6,-10.1,,,,,,,,False,,,,False,False,False,,,,,,
05051,560,252.0,,703.0,,,,674.0,81.2,153.9,449.6,,,,,,-308.0,,143.0,,,,114.0,-478.8,-406.1,-110.4,,,,,,,True,,,,True,False,False,True,,,,,
05053,79,44.0,,0.0,,,,14.0,14.6,14.8,,,,,,,-35.0,,-79.0,,,,-65.0,-64.4,-64.2,,,,,,,,False,,,,False,False,False,,,,,,
