,actual_cases,COVIDhub-baseline,CDDEP-SEIR_MCMC,CU-select,Columbia_UNC-SurvCon,Covid19Sim-Simulator,CovidAnalytics-DELPHI,Geneva-DetGrowth,IowaStateLW-STEM,JHU_IDD-CovidSP,LANL-GrowthRate,LNQ-ens1,MITCovAlliance-SIR,OliverWyman-Navigator,QJHong-Encounter,RobertWalraven-ESG,UCLA-SuEIR,UMass-MechBayes,UMich-RidgeTfReg,USACE-ERDC_SEIR,USC-SI_kJalpha,error-COVIDhub-baseline,error-CDDEP-SEIR_MCMC,error-CU-select,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-CovidAnalytics-DELPHI,error-Geneva-DetGrowth,error-IowaStateLW-STEM,error-JHU_IDD-CovidSP,error-LANL-GrowthRate,error-LNQ-ens1,error-MITCovAlliance-SIR,error-OliverWyman-Navigator,error-QJHong-Encounter,error-RobertWalraven-ESG,error-UCLA-SuEIR,error-UMass-MechBayes,error-UMich-RidgeTfReg,error-USACE-ERDC_SEIR,error-USC-SI_kJalpha,beat_baseline-CDDEP-SEIR_MCMC,beat_baseline-CU-select,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-Geneva-DetGrowth,beat_baseline-IowaStateLW-STEM,beat_baseline-JHU_IDD-CovidSP,beat_baseline-LANL-GrowthRate,beat_baseline-LNQ-ens1,beat_baseline-MITCovAlliance-SIR,beat_baseline-OliverWyman-Navigator,beat_baseline-QJHong-Encounter,beat_baseline-RobertWalraven-ESG,beat_baseline-UCLA-SuEIR,beat_baseline-UMass-MechBayes,beat_baseline-UMich-RidgeTfReg,beat_baseline-USACE-ERDC_SEIR,beat_baseline-USC-SI_kJalpha
01093,253,168.0,,313.0,,,,,117.0,121.0,214.1,,86.2,260.0,,,,,,,,-85.0,,60.0,,,,,-136.0,-132.0,-38.9,,-166.8,7.0,,,,,,,,,True,,,,,False,False,True,,False,True,,,,,,,
01095,952,672.0,889.5,414.0,,,,,1614.0,626.7,717.8,886.5,534.6,1585.0,,,659.1,,,,,-280.0,-62.5,-538.0,,,,,662.0,-325.3,-234.2,-65.5,-417.4,633.0,,,-292.9,,,,,True,False,,,,,False,False,True,True,False,False,,,False,,,,
01097,3713,2244.0,856.6,4778.0,,,,,3496.0,1235.4,3128.7,3362.5,1169.9,4188.0,,,3176.0,4785.0,,,,-1469.0,-2856.4,1065.0,,,,,-217.0,-2477.6,-584.3,-350.5,-2543.1,475.0,,,-537.0,1072.0,,,,False,True,,,,,True,False,True,True,False,True,,,True,True,,,
01099,134,63.0,,3.0,,,,,160.0,145.1,14.5,,86.4,187.0,,,,,,,,-71.0,,-131.0,,,,,26.0,11.1,-119.5,,-47.6,53.0,,,,,,,,,False,,,,,True,True,False,,True,True,,,,,,,
01101,1663,1227.0,1440.4,842.0,,,,,2598.0,1039.6,713.6,1485.6,751.0,3264.0,,,914.6,964.0,,,,-436.0,-222.6,-821.0,,,,,935.0,-623.4,-949.4,-177.4,-912.0,1601.0,,,-748.4,-699.0,,,,True,False,,,,,False,False,False,True,False,False,,,False,False,,,
01103,887,594.0,907.3,898.0,,,,,1257.0,534.6,665.4,831.5,469.7,1108.0,,,,,,,,-293.0,20.3,11.0,,,,,370.0,-352.4,-221.6,-55.5,-417.3,221.0,,,,,,,,True,True,,,,,False,False,True,True,False,True,,,,,,,
01105,183,198.0,,0.0,,,,,26.0,131.7,266.2,,30.8,278.0,,,,,,,,15.0,,-183.0,,,,,-157.0,-51.3,83.2,,-152.2,95.0,,,,,,,,,False,,,,,False,False,False,,False,False,,,,,,,
01107,90,126.0,,203.0,,,,,74.0,71.1,101.3,,92.3,229.0,,,,,,,,36.0,,113.0,,,,,-16.0,-18.9,11.3,,2.3,139.0,,,,,,,,,False,,,,,True,True,True,,True,False,,,,,,,
01109,172,156.0,,169.0,,,,,539.0,123.8,29.2,,89.2,354.0,,,,,,,,-16.0,,-3.0,,,,,367.0,-48.2,-142.8,,-82.8,182.0,,,,,,,,,True,,,,,False,False,False,,False,False,,,,,,,
01111,128,174.0,,516.0,,,,,101.0,86.6,125.4,,65.8,259.0,,,,,,,,46.0,,388.0,,,,,-27.0,-41.4,-2.6,,-62.2,131.0,,,,,,,,,False,,,,,True,True,True,,False,False,,,,,,,
01113,510,390.0,374.9,573.0,,,,,301.0,274.0,355.0,306.0,283.6,633.0,,,,,,,,-120.0,-135.1,63.0,,,,,-209.0,-236.0,-155.0,-204.0,-226.4,123.0,,,,,,,,False,True,,,,,False,False,False,False,False,False,,,,,,,
01115,656,441.0,251.4,1033.0,,,,,326.0,303.6,647.7,560.5,448.6,570.0,,,,,,,,-215.0,-404.6,377.0,,,,,-330.0,-352.4,-8.3,-95.5,-207.4,-86.0,,,,,,,,False,False,,,,,False,False,True,True,True,True,,,,,,,
01117,1312,1245.0,789.5,2599.0,,,,,1566.0,587.3,1546.3,1500.4,1007.5,1660.0,,,1447.8,2114.0,,,,-67.0,-522.5,1287.0,,,,,254.0,-724.7,234.3,188.4,-304.5,348.0,,,135.8,802.0,,,,False,False,,,,,False,False,False,False,False,False,,,False,False,,,
01119,71,21.0,,27.0,,,,,72.0,28.3,2.3,,7.5,,,,,,,,,-50.0,,-44.0,,,,,1.0,-42.7,-68.7,,-63.5,,,,,,,,,,True,,,,,True,True,False,,False,,,,,,,,
01121,473,258.0,233.8,626.0,,,,,315.0,324.6,284.3,349.3,277.2,391.0,,,349.0,,,,,-215.0,-239.2,153.0,,,,,-158.0,-148.4,-188.7,-123.7,-195.8,-82.0,,,-124.0,,,,,False,True,,,,,True,True,True,True,True,True,,,True,,,,
01123,173,120.0,,143.0,,,,,271.0,83.5,44.3,,65.4,,,,,,,,,-53.0,,-30.0,,,,,98.0,-89.5,-128.7,,-107.6,,,,,,,,,,True,,,,,False,False,False,,False,,,,,,,,
01125,1219,1218.0,1646.7,1554.0,,,,,2371.0,1404.8,1180.9,1189.5,797.6,2217.0,,,1242.9,1349.0,,,,-1.0,427.7,335.0,,,,,1152.0,185.8,-38.1,-29.5,-421.4,998.0,,,23.9,130.0,,,,False,False,,,,,False,False,False,False,False,False,,,False,False,,,
01127,389,441.0,341.5,368.0,,,,,790.0,678.9,162.9,284.4,256.7,801.0,,,573.9,,,,,52.0,-47.5,-21.0,,,,,401.0,289.9,-226.1,-104.6,-132.3,412.0,,,184.9,,,,,True,True,,,,,False,False,False,False,False,False,,,False,,,,
01129,163,108.0,,75.0,,,,,108.0,59.6,50.4,,29.6,156.0,,,,,,,,-55.0,,-88.0,,,,,-55.0,-103.4,-112.6,,-133.4,-7.0,,,,,,,,,False,,,,,False,False,False,,False,True,,,,,,,
01131,97,39.0,,0.0,,,,,46.0,46.4,8.6,,27.1,,,,,,,,,-58.0,,-97.0,,,,,-51.0,-50.6,-88.4,,-69.9,,,,,,,,,,False,,,,,True,True,False,,False,,,,,,,,
01133,130,126.0,,125.0,,,,,141.0,207.7,82.7,,111.2,244.0,,,,,,,,-4.0,,-5.0,,,,,11.0,77.7,-47.3,,-18.8,114.0,,,,,,,,,False,,,,,False,False,False,,False,False,,,,,,,
02013,1,0.0,,0.0,,,,,,0.0,,,,,,,,,,,,-1.0,,-1.0,,,,,,-1.0,,,,,,,,,,,,,False,,,,,,False,,,,,,,,,,,
02016,5,3.0,,0.0,,,,,,0.0,,,,,,,,,,,,-2.0,,-5.0,,,,,,-5.0,,,,,,,,,,,,,False,,,,,,False,,,,,,,,,,,
02020,1098,438.0,283.4,1079.0,,,,,,381.3,433.6,714.2,526.4,719.0,,,496.2,1089.0,,,,-660.0,-814.6,-19.0,,,,,,-716.7,-664.4,-383.8,-571.6,-379.0,,,-601.8,-9.0,,,,False,True,,,,,,False,False,True,True,True,,,True,True,,,
02050,7,6.0,,0.0,,,,,,1.2,1.9,,,,,,,,,,,-1.0,,-7.0,,,,,,-5.8,-5.1,,,,,,,,,,,,False,,,,,,False,False,,,,,,,,,,
02060,3,9.0,,0.0,,,,,,0.0,0.2,,,,,,,,,,,6.0,,-3.0,,,,,,-3.0,-2.8,,,,,,,,,,,,True,,,,,,True,True,,,,,,,,,,
02068,1,0.0,,0.0,,,,,,0.0,,,,,,,,,,,,-1.0,,-1.0,,,,,,-1.0,,,,,,,,,,,,,False,,,,,,False,,,,,,,,,,,
02070,1,0.0,,0.0,,,,,,0.0,,,,,,,,,,,,-1.0,,-1.0,,,,,,-1.0,,,,,,,,,,,,,False,,,,,,False,,,,,,,,,,,
02090,179,180.0,33.1,0.0,,,,,,110.4,448.1,441.4,89.2,297.0,,,,,,,,1.0,-145.9,-179.0,,,,,,-68.6,269.1,262.4,-89.8,118.0,,,,,,,,False,False,,,,,,False,False,False,False,False,,,,,,,
02100,2,0.0,,0.0,,,,,,1.2,,,,,,,,,,,,-2.0,,-2.0,,,,,,-0.8,,,,,,,,,,,,,False,,,,,,True,,,,,,,,,,,
02105,0,0.0,,0.0,,,,,,0.0,,,,,,,,,,,,0.0,,0.0,,,,,,0.0,,,,,,,,,,,,,True,,,,,,True,,,,,,,,,,,
02110,40,9.0,,0.0,,,,,,19.7,12.9,,,,,,,,,,,-31.0,,-40.0,,,,,,-20.3,-27.1,,,,,,,,,,,,False,,,,,,True,True,,,,,,,,,,
02122,109,93.0,151.8,0.0,,,,,,183.2,51.5,152.9,105.1,192.0,,,,,,,,-16.0,42.8,-109.0,,,,,,74.2,-57.5,43.9,-3.9,83.0,,,,,,,,False,False,,,,,,False,False,False,True,False,,,,,,,
02130,14,3.0,,0.0,,,,,,1.4,3.0,,,,,,,,,,,-11.0,,-14.0,,,,,,-12.6,-11.0,,,,,,,,,,,,False,,,,,,False,True,,,,,,,,,,
02150,4,0.0,,0.0,,,,,,4.6,0.3,,,,,,,,,,,-4.0,,-4.0,,,,,,0.6,-3.7,,,,,,,,,,,,False,,,,,,True,True,,,,,,,,,,
02158,2,3.0,,0.0,,,,,,,,,,,,,,,,,,1.0,,-2.0,,,,,,,,,,,,,,,,,,,False,,,,,,,,,,,,,,,,,
02164,0,0.0,,0.0,,,,,,0.0,,,,,,,,,,,,0.0,,0.0,,,,,,0.0,,,,,,,,,,,,,True,,,,,,True,,,,,,,,,,,
02170,153,60.0,95.5,0.0,,,,,,204.2,84.5,151.8,96.2,,,,,,,,,-93.0,-57.5,-153.0,,,,,,51.2,-68.5,-1.2,-56.8,,,,,,,,,True,False,,,,,,True,True,True,True,,,,,,,,
02180,5,9.0,,0.0,,,,,,0.7,1.4,,,,,,,,,,,4.0,,-5.0,,,,,,-4.3,-3.6,,,,,,,,,,,,False,,,,,,False,True,,,,,,,,,,
02185,9,0.0,,0.0,,,,,,4.6,0.2,,,,,,,,,,,-9.0,,-9.0,,,,,,-4.4,-8.8,,,,,,,,,,,,False,,,,,,True,True,,,,,,,,,,
02188,22,3.0,,0.0,,,,,,0.7,0.4,,,,,,,,,,,-19.0,,-22.0,,,,,,-21.2,-21.6,,,,,,,,,,,,False,,,,,,False,False,,,,,,,,,,
02195,0,3.0,,0.0,,,,,,0.9,0.5,,,,,,,,,,,3.0,,0.0,,,,,,0.9,0.5,,,,,,,,,,,,True,,,,,,True,True,,,,,,,,,,
02198,5,0.0,,0.0,,,,,,2.7,0.1,,,,,,,,,,,-5.0,,-5.0,,,,,,-2.3,-4.9,,,,,,,,,,,,False,,,,,,True,True,,,,,,,,,,
02220,9,0.0,,0.0,,,,,,1.6,1.3,,,11.0,,,,,,,,-9.0,,-9.0,,,,,,-7.4,-7.7,,,2.0,,,,,,,,,False,,,,,,True,True,,,True,,,,,,,
02230,0,0.0,,0.0,,,,,,0.0,,,,,,,,,,,,0.0,,0.0,,,,,,0.0,,,,,,,,,,,,,True,,,,,,True,,,,,,,,,,,
02240,4,0.0,,0.0,,,,,,0.5,0.8,,,,,,,,,,,-4.0,,-4.0,,,,,,-3.5,-3.2,,,,,,,,,,,,False,,,,,,True,True,,,,,,,,,,
02261,41,6.0,,0.0,,,,,,0.0,0.8,,,,,,,,,,,-35.0,,-41.0,,,,,,-41.0,-40.2,,,,,,,,,,,,False,,,,,,False,False,,,,,,,,,,
02275,2,0.0,,0.0,,,,,,1.4,,,,,,,,,,,,-2.0,,-2.0,,,,,,-0.6,,,,,,,,,,,,,False,,,,,,True,,,,,,,,,,,
02282,7,0.0,,0.0,,,,,,0.0,,,,,,,,,,,,-7.0,,-7.0,,,,,,-7.0,,,,,,,,,,,,,False,,,,,,False,,,,,,,,,,,
02290,38,9.0,,0.0,,,,,,5.6,1.9,,,,,,,,,,,-29.0,,-38.0,,,,,,-32.4,-36.1,,,,,,,,,,,,False,,,,,,False,False,,,,,,,,,,
04001,504,384.0,990.3,398.0,,,,,478.0,265.1,175.0,439.4,77.4,,,,520.4,,,,,-120.0,486.3,-106.0,,,,,-26.0,-238.9,-329.0,-64.6,-426.6,,,,16.4,,,,,False,True,,,,,True,False,False,True,False,,,,True,,,,
04003,503,840.0,618.5,1188.0,,,,,588.0,1464.5,488.3,736.5,545.0,898.0,,,,,,,,337.0,115.5,685.0,,,,,85.0,961.5,-14.7,233.5,42.0,395.0,,,,,,,,True,False,,,,,True,False,True,True,True,False,,,,,,,
04005,546,960.0,843.4,1613.0,,,,,1600.0,404.1,693.5,966.1,414.6,1652.0,,,1084.1,1330.0,,,,414.0,297.4,1067.0,,,,,1054.0,-141.9,147.5,420.1,-131.4,1106.0,,,538.1,784.0,,,,True,False,,,,,False,True,True,False,True,False,,,False,False,,,
04007,394,312.0,204.2,2.0,,,,,228.0,608.0,316.8,250.6,180.5,393.0,,,,,,,,-82.0,-189.8,-392.0,,,,,-166.0,214.0,-77.2,-143.4,-213.5,-1.0,,,,,,,,False,False,,,,,False,False,True,False,False,True,,,,,,,
04009,284,222.0,,0.0,,,,,96.0,107.0,77.1,,111.1,199.0,,,,,,,,-62.0,,-284.0,,,,,-188.0,-177.0,-206.9,,-172.9,-85.0,,,,,,,,,False,,,,,False,False,False,,False,False,,,,,,,
04011,28,42.0,,0.0,,,,,57.0,27.0,4.2,,,,,,,,,,,14.0,,-28.0,,,,,29.0,-1.0,-23.8,,,,,,,,,,,,False,,,,,False,True,False,,,,,,,,,,
04012,74,123.0,,0.0,,,,,254.0,175.4,33.8,,57.6,257.0,,,,,,,,49.0,,-74.0,,,,,180.0,101.4,-40.2,,-16.4,183.0,,,,,,,,,False,,,,,False,False,True,,True,False,,,,,,,
04013,40814,55956.0,90318.4,56261.0,,,,,70069.0,18592.3,50384.1,56004.7,40543.9,65576.0,,,49187.4,56563.0,,,,15142.0,49504.4,15447.0,,,,,29255.0,-22221.7,9570.1,15190.7,-270.1,24762.0,,,8373.4,15749.0,,,,False,False,,,,,False,False,True,False,True,False,,,True,False,,,
