,actual_cases,COVIDhub-baseline,BPagano-RtDriven,CEID-Walk,CMU-TimeSeries,COVIDhub-ensemble,CU-select,Columbia_UNC-SurvCon,Covid19Sim-Simulator,CovidAnalytics-DELPHI,DDS-NBDS,Google_Harvard-CPF,IBF-TimeSeries,IowaStateLW-STEM,JCB-PRM,JHUAPL-Bucky,JHU_IDD-CovidSP,Karlen-pypm,LANL-GrowthRate,LNQ-ens1,MITCovAlliance-SIR,MSRA-DeepST,QJHong-Encounter,RobertWalraven-ESG,TTU-squider,UCLA-SuEIR,UMass-MechBayes,UMich-RidgeTfReg,USC-SI_kJalpha,UVA-Ensemble,error-COVIDhub-baseline,error-BPagano-RtDriven,error-CEID-Walk,error-CMU-TimeSeries,error-COVIDhub-ensemble,error-CU-select,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-CovidAnalytics-DELPHI,error-DDS-NBDS,error-Google_Harvard-CPF,error-IBF-TimeSeries,error-IowaStateLW-STEM,error-JCB-PRM,error-JHUAPL-Bucky,error-JHU_IDD-CovidSP,error-Karlen-pypm,error-LANL-GrowthRate,error-LNQ-ens1,error-MITCovAlliance-SIR,error-MSRA-DeepST,error-QJHong-Encounter,error-RobertWalraven-ESG,error-TTU-squider,error-UCLA-SuEIR,error-UMass-MechBayes,error-UMich-RidgeTfReg,error-USC-SI_kJalpha,error-UVA-Ensemble,beat_baseline-BPagano-RtDriven,beat_baseline-CEID-Walk,beat_baseline-CMU-TimeSeries,beat_baseline-COVIDhub-ensemble,beat_baseline-CU-select,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-DDS-NBDS,beat_baseline-Google_Harvard-CPF,beat_baseline-IBF-TimeSeries,beat_baseline-IowaStateLW-STEM,beat_baseline-JCB-PRM,beat_baseline-JHUAPL-Bucky,beat_baseline-JHU_IDD-CovidSP,beat_baseline-Karlen-pypm,beat_baseline-LANL-GrowthRate,beat_baseline-LNQ-ens1,beat_baseline-MITCovAlliance-SIR,beat_baseline-MSRA-DeepST,beat_baseline-QJHong-Encounter,beat_baseline-RobertWalraven-ESG,beat_baseline-TTU-squider,beat_baseline-UCLA-SuEIR,beat_baseline-UMass-MechBayes,beat_baseline-UMich-RidgeTfReg,beat_baseline-USC-SI_kJalpha,beat_baseline-UVA-Ensemble
12117,1726,1188.0,,1010.3,1171.7,969.0,1917.0,,,,,1429.6,,951.0,,718.3,1368.6,,910.3,1311.5,74.7,,,,,634.1,1007.0,,867.0,576.0,-538.0,,-715.7,-554.3,-757.0,191.0,,,,,-296.4,,-775.0,,-1007.7,-357.4,,-815.7,-414.5,-1651.3,,,,,-1091.9,-719.0,,-859.0,-1150.0,,False,False,False,True,,,,,True,,False,,False,True,,False,True,False,,,,,False,False,,False,False
12119,408,520.0,,625.5,,395.0,410.0,,,,,899.6,,289.0,,640.0,470.2,,277.4,429.7,457.9,,,,,311.7,313.0,,328.0,494.4,112.0,,217.5,,-13.0,2.0,,,,,491.6,,-119.0,,232.0,62.2,,-130.6,21.7,49.9,,,,,-96.3,-95.0,,-80.0,86.4,,False,,True,True,,,,,False,,False,,False,True,,False,True,True,,,,,True,True,,True,True
12121,201,388.0,,371.9,,199.0,205.0,,,,,440.6,,97.0,,191.5,183.1,,206.3,325.0,0.8,,,,,222.5,,,0.0,275.7,187.0,,170.9,,-2.0,4.0,,,,,239.6,,-104.0,,-9.5,-17.9,,5.3,124.0,-200.2,,,,,21.5,,,-201.0,74.7,,True,,True,True,,,,,False,,True,,True,True,,True,True,False,,,,,True,,,False,True
12123,147,144.0,,127.2,,80.0,1.0,,,,,145.7,,46.0,,124.7,71.0,,36.4,119.1,0.0,,,,,190.6,,,0.0,91.4,-3.0,,-19.8,,-67.0,-146.0,,,,,-1.3,,-101.0,,-22.3,-76.0,,-110.6,-27.9,-147.0,,,,,43.6,,,-147.0,-55.6,,False,,False,False,,,,,True,,False,,False,False,,False,False,False,,,,,False,,,False,False
12125,114,244.0,,275.7,,82.0,44.0,,,,,294.6,,41.0,,106.8,62.3,,53.9,166.6,0.4,,,,,252.0,,,0.0,104.7,130.0,,161.7,,-32.0,-70.0,,,,,180.6,,-73.0,,-7.2,-51.7,,-60.1,52.6,-113.6,,,,,138.0,,,-114.0,-9.3,,False,,True,True,,,,,False,,True,,True,True,,True,True,True,,,,,False,,,True,True
12127,2255,2100.0,,2200.0,2139.0,1662.0,3411.0,,,,,2587.5,,1263.0,,1352.4,1837.9,,1656.4,2139.0,34.5,,,,,1191.0,1622.0,,306.0,1443.8,-155.0,,-55.0,-116.0,-593.0,1156.0,,,,,332.5,,-992.0,,-902.6,-417.1,,-598.6,-116.0,-2220.5,,,,,-1064.0,-633.0,,-1949.0,-811.2,,True,True,False,False,,,,,False,,False,,False,False,,False,True,False,,,,,False,False,,False,False
12129,205,252.0,,217.3,,142.0,157.0,,,,,150.1,,42.0,,136.0,114.5,,66.4,201.8,0.0,,,,,187.3,,,193.0,80.2,47.0,,12.3,,-63.0,-48.0,,,,,-54.9,,-163.0,,-69.0,-90.5,,-138.6,-3.2,-205.0,,,,,-17.7,,,-12.0,-124.8,,True,,False,False,,,,,False,,False,,False,False,,False,True,False,,,,,True,,,True,False
12131,996,536.0,,563.7,,401.0,957.0,,,,,380.7,,169.0,,384.2,186.9,,279.4,494.3,8.2,,,,,433.7,,,327.0,270.3,-460.0,,-432.3,,-595.0,-39.0,,,,,-615.3,,-827.0,,-611.8,-809.1,,-716.6,-501.7,-987.8,,,,,-562.3,,,-669.0,-725.7,,True,,False,True,,,,,False,,False,,False,False,,False,False,False,,,,,False,,,False,False
12133,195,220.0,,222.1,,106.0,,,,,,187.1,,87.0,,84.0,68.6,,96.7,219.1,0.0,,,,,125.5,,,145.0,84.2,25.0,,27.1,,-89.0,,,,,,-7.9,,-108.0,,-111.0,-126.4,,-98.3,24.1,-195.0,,,,,-69.5,,,-50.0,-110.8,,False,,False,,,,,,True,,False,,False,False,,False,True,False,,,,,False,,,False,False
13001,175,120.0,,128.0,,59.0,29.0,,,,,190.1,,71.0,,77.7,63.2,,20.7,113.1,0.1,,,,,48.7,,,0.0,85.1,-55.0,,-47.0,,-116.0,-146.0,,,,,15.1,,-104.0,,-97.3,-111.8,,-154.3,-61.9,-174.9,,,,,-126.3,,,-175.0,-89.9,,True,,False,False,,,,,True,,False,,False,False,,False,False,False,,,,,False,,,False,False
13003,87,64.0,,63.1,,14.0,0.0,,,,,67.5,,14.0,,51.1,22.1,,9.2,48.7,0.0,,,,,,,,6.0,32.2,-23.0,,-23.9,,-73.0,-87.0,,,,,-19.5,,-73.0,,-35.9,-64.9,,-77.8,-38.3,-87.0,,,,,,,,-81.0,-54.8,,False,,False,False,,,,,True,,False,,False,False,,False,False,False,,,,,,,,False,False
13005,114,36.0,,43.4,,25.0,1.0,,,,,103.4,,41.0,,25.0,22.1,,6.0,37.2,0.0,,,,,,,,26.0,17.6,-78.0,,-70.6,,-89.0,-113.0,,,,,-10.6,,-73.0,,-89.0,-91.9,,-108.0,-76.8,-114.0,,,,,,,,-88.0,-96.4,,True,,False,False,,,,,True,,True,,False,False,,False,True,False,,,,,,,,False,False
13007,34,4.0,,2.1,,1.0,0.0,,,,,24.0,,11.0,,1.0,1.1,,1.4,3.2,,,,,,,,,4.0,7.4,-30.0,,-31.9,,-33.0,-34.0,,,,,-10.0,,-23.0,,-33.0,-32.9,,-32.6,-30.8,,,,,,,,,-30.0,-26.6,,False,,False,False,,,,,True,,True,,False,False,,False,False,,,,,,,,,False,True
13009,286,192.0,,159.7,,152.0,201.0,,,,,257.1,,182.0,,136.3,137.3,,44.4,189.9,0.0,,,,,138.1,,,111.0,75.0,-94.0,,-126.3,,-134.0,-85.0,,,,,-28.9,,-104.0,,-149.7,-148.7,,-241.6,-96.1,-286.0,,,,,-147.9,,,-175.0,-211.0,,False,,False,True,,,,,True,,False,,False,False,,False,False,False,,,,,False,,,False,False
13011,123,52.0,,48.3,,48.0,31.0,,,,,78.6,,94.0,,61.9,55.8,,16.2,82.8,0.0,,,,,,,,79.0,36.2,-71.0,,-74.7,,-75.0,-92.0,,,,,-44.4,,-29.0,,-61.1,-67.2,,-106.8,-40.2,-123.0,,,,,,,,-44.0,-86.8,,False,,False,False,,,,,True,,True,,True,True,,False,True,False,,,,,,,,True,False
13013,593,384.0,,389.4,,317.0,369.0,,,,,312.0,,318.0,,292.9,320.5,,240.0,424.9,2.8,,,,,311.1,,,284.0,265.1,-209.0,,-203.6,,-276.0,-224.0,,,,,-281.0,,-275.0,,-300.1,-272.5,,-353.0,-168.1,-590.2,,,,,-281.9,,,-309.0,-327.9,,True,,False,False,,,,,False,,False,,False,False,,False,True,False,,,,,False,,,False,False
13015,1160,780.0,,704.6,,573.0,1509.0,,,,,476.5,,478.0,,527.5,206.2,,584.9,884.9,13.9,,,,,450.4,,,986.0,648.1,-380.0,,-455.4,,-587.0,349.0,,,,,-683.5,,-682.0,,-632.5,-953.8,,-575.1,-275.1,-1146.1,,,,,-709.6,,,-174.0,-511.9,,False,,False,True,,,,,False,,False,,False,False,,False,True,False,,,,,False,,,True,False
13017,122,76.0,,78.6,,52.0,40.0,,,,,207.3,,54.0,,69.2,34.7,,12.5,63.1,0.0,,,,,,,,36.0,49.6,-46.0,,-43.4,,-70.0,-82.0,,,,,85.3,,-68.0,,-52.8,-87.3,,-109.5,-58.9,-122.0,,,,,,,,-86.0,-72.4,,True,,False,False,,,,,False,,False,,False,False,,False,False,False,,,,,,,,False,False
13019,153,40.0,,44.6,,30.0,4.0,,,,,76.5,,48.0,,29.4,25.5,,6.2,43.4,0.0,,,,,,,,52.0,23.6,-113.0,,-108.4,,-123.0,-149.0,,,,,-76.5,,-105.0,,-123.6,-127.5,,-146.8,-109.6,-153.0,,,,,,,,-101.0,-129.4,,True,,False,False,,,,,True,,True,,False,False,,False,True,False,,,,,,,,True,False
13021,728,692.0,,595.2,,550.0,943.0,,,,,539.7,,557.0,,463.4,375.7,,472.2,780.5,4.1,,,,,508.9,581.0,,965.0,476.2,-36.0,,-132.8,,-178.0,215.0,,,,,-188.3,,-171.0,,-264.6,-352.3,,-255.8,52.5,-723.9,,,,,-219.1,-147.0,,237.0,-251.8,,False,,False,False,,,,,False,,False,,False,False,,False,False,False,,,,,False,False,,False,False
13023,191,176.0,,171.8,,74.0,2.0,,,,,81.0,,74.0,,101.4,50.3,,32.7,129.9,0.0,,,,,,,,173.0,63.0,-15.0,,-19.2,,-117.0,-189.0,,,,,-110.0,,-117.0,,-89.6,-140.7,,-158.3,-61.1,-191.0,,,,,,,,-18.0,-128.0,,False,,False,False,,,,,False,,False,,False,False,,False,False,False,,,,,,,,False,False
13025,317,132.0,,144.6,,66.0,32.0,,,,,77.5,,33.0,,71.4,59.2,,64.6,100.7,21.3,,,,,,,,55.0,104.7,-185.0,,-172.4,,-251.0,-285.0,,,,,-239.5,,-284.0,,-245.6,-257.8,,-252.4,-216.3,-295.7,,,,,,,,-262.0,-212.3,,True,,False,False,,,,,False,,False,,False,False,,False,False,False,,,,,,,,False,False
13027,71,56.0,,55.9,,21.0,0.0,,,,,69.3,,25.0,,25.9,19.7,,11.3,46.8,0.0,,,,,,,,86.0,22.6,-15.0,,-15.1,,-50.0,-71.0,,,,,-1.7,,-46.0,,-45.1,-51.3,,-59.7,-24.2,-71.0,,,,,,,,15.0,-48.4,,False,,False,False,,,,,True,,False,,False,False,,False,False,False,,,,,,,,False,False
13029,168,160.0,,169.0,,112.0,54.0,,,,,149.0,,102.0,,110.8,73.4,,107.8,180.9,10.0,,,,,144.5,,,201.0,136.5,-8.0,,1.0,,-56.0,-114.0,,,,,-19.0,,-66.0,,-57.2,-94.6,,-60.2,12.9,-158.0,,,,,-23.5,,,33.0,-31.5,,True,,False,False,,,,,False,,False,,False,False,,False,False,False,,,,,False,,,False,False
13031,617,204.0,,170.7,,159.0,242.0,,,,,295.9,,402.0,,93.3,179.0,,139.2,235.6,0.0,,,,,154.6,,,178.0,93.8,-413.0,,-446.3,,-458.0,-375.0,,,,,-321.1,,-215.0,,-523.7,-438.0,,-477.8,-381.4,-617.0,,,,,-462.4,,,-439.0,-523.2,,False,,False,True,,,,,True,,True,,False,False,,False,True,False,,,,,False,,,False,False
13033,293,64.0,,59.3,,51.0,37.0,,,,,107.7,,119.0,,53.2,48.2,,14.9,62.8,0.0,,,,,,,,38.0,172.1,-229.0,,-233.7,,-242.0,-256.0,,,,,-185.3,,-174.0,,-239.8,-244.8,,-278.1,-230.2,-293.0,,,,,,,,-255.0,-120.9,,False,,False,False,,,,,True,,True,,False,False,,False,False,False,,,,,,,,False,True
13035,245,24.0,,23.1,,25.0,83.0,,,,,110.6,,76.0,,46.2,43.4,,7.5,74.4,0.2,,,,,,,,0.0,78.5,-221.0,,-221.9,,-220.0,-162.0,,,,,-134.4,,-169.0,,-198.8,-201.6,,-237.5,-170.6,-244.8,,,,,,,,-245.0,-166.5,,False,,True,True,,,,,True,,True,,True,True,,False,True,False,,,,,,,,False,True
13037,54,24.0,,31.9,,15.0,0.0,,,,,57.0,,17.0,,19.7,12.3,,3.2,19.0,0.2,,,,,,,,44.0,27.0,-30.0,,-22.1,,-39.0,-54.0,,,,,3.0,,-37.0,,-34.3,-41.7,,-50.8,-35.0,-53.8,,,,,,,,-10.0,-27.0,,True,,False,False,,,,,True,,False,,False,False,,False,False,False,,,,,,,,True,True
13039,250,100.0,,95.1,,65.0,45.0,,,,,230.3,,108.0,,67.7,148.8,,51.1,127.7,0.0,,,,,62.6,,,107.0,47.2,-150.0,,-154.9,,-185.0,-205.0,,,,,-19.7,,-142.0,,-182.3,-101.2,,-198.9,-122.3,-250.0,,,,,-187.4,,,-143.0,-202.8,,False,,False,False,,,,,True,,True,,False,True,,False,True,False,,,,,False,,,True,False
13043,84,108.0,,81.1,,49.0,26.0,,,,,125.0,,49.0,,89.7,30.0,,26.4,72.2,0.0,,,,,,,,68.0,73.1,24.0,,-2.9,,-35.0,-58.0,,,,,41.0,,-35.0,,5.7,-54.0,,-57.6,-11.8,-84.0,,,,,,,,-16.0,-10.9,,True,,False,False,,,,,False,,False,,True,False,,False,True,False,,,,,,,,True,True
13045,1728,676.0,,712.9,,457.0,1286.0,,,,,512.1,,413.0,,426.8,401.4,,333.4,758.0,12.2,,,,,457.2,,,0.0,268.6,-1052.0,,-1015.1,,-1271.0,-442.0,,,,,-1215.9,,-1315.0,,-1301.2,-1326.6,,-1394.6,-970.0,-1715.8,,,,,-1270.8,,,-1728.0,-1459.4,,True,,False,True,,,,,False,,False,,False,False,,False,True,False,,,,,False,,,False,False
13047,394,212.0,,211.6,,184.0,206.0,,,,,187.3,,501.0,,159.0,149.9,,84.6,213.8,4.3,,,,,141.5,,,261.0,107.9,-182.0,,-182.4,,-210.0,-188.0,,,,,-206.7,,107.0,,-235.0,-244.1,,-309.4,-180.2,-389.7,,,,,-252.5,,,-133.0,-286.1,,False,,False,False,,,,,False,,True,,False,False,,False,True,False,,,,,False,,,True,False
13049,111,0.0,,0.1,,0.0,0.0,,,,,93.9,,26.0,,9.2,12.1,,172.6,17.2,0.0,,,,,,,,0.0,11.9,-111.0,,-110.9,,-111.0,-111.0,,,,,-17.1,,-85.0,,-101.8,-98.9,,61.6,-93.8,-111.0,,,,,,,,-111.0,-99.1,,True,,False,False,,,,,True,,True,,True,True,,True,True,True,,,,,,,,False,True
13051,1091,936.0,,958.2,943.1,789.0,1230.0,,,,,1181.3,,959.0,,555.7,648.4,,651.9,993.4,3.9,,,,,639.0,581.0,,1141.0,504.5,-155.0,,-132.8,-147.9,-302.0,139.0,,,,,90.3,,-132.0,,-535.3,-442.6,,-439.1,-97.6,-1087.1,,,,,-452.0,-510.0,,50.0,-586.5,,True,True,False,True,,,,,True,,True,,False,False,,False,True,False,,,,,False,False,,True,False
13053,218,48.0,,61.3,,20.0,9.0,,,,,146.5,,38.0,,17.1,27.9,,14.5,50.8,0.0,,,,,23.3,,,54.0,69.0,-170.0,,-156.7,,-198.0,-209.0,,,,,-71.5,,-180.0,,-200.9,-190.1,,-203.5,-167.2,-218.0,,,,,-194.7,,,-164.0,-149.0,,True,,False,False,,,,,True,,False,,False,False,,False,True,False,,,,,False,,,True,True
13055,273,164.0,,151.8,,121.0,126.0,,,,,231.1,,147.0,,99.2,40.7,,67.7,121.5,1.0,,,,,,,,118.0,68.9,-109.0,,-121.2,,-152.0,-147.0,,,,,-41.9,,-126.0,,-173.8,-232.3,,-205.3,-151.5,-272.0,,,,,,,,-155.0,-204.1,,False,,False,False,,,,,True,,False,,False,False,,False,False,False,,,,,,,,False,False
13057,2327,1168.0,,1177.2,,998.0,1754.0,,,,,1107.7,,782.0,,748.0,625.4,,964.8,1194.2,123.1,,,,,1011.1,1186.0,,1522.0,652.1,-1159.0,,-1149.8,,-1329.0,-573.0,,,,,-1219.3,,-1545.0,,-1579.0,-1701.6,,-1362.2,-1132.8,-2203.9,,,,,-1315.9,-1141.0,,-805.0,-1674.9,,True,,False,True,,,,,False,,False,,False,False,,False,True,False,,,,,False,True,,True,False
13059,1879,716.0,,889.7,,625.0,1034.0,,,,,946.6,,556.0,,500.7,317.1,,494.5,762.2,0.0,,,,,702.5,611.0,,1255.0,332.4,-1163.0,,-989.3,,-1254.0,-845.0,,,,,-932.4,,-1323.0,,-1378.3,-1561.9,,-1384.5,-1116.8,-1879.0,,,,,-1176.5,-1268.0,,-624.0,-1546.6,,True,,False,True,,,,,True,,False,,False,False,,False,True,False,,,,,False,False,,True,False
13061,21,4.0,,3.2,,4.0,0.0,,,,,25.5,,5.0,,3.6,1.2,,6.8,1.1,0.0,,,,,,,,14.0,4.1,-17.0,,-17.8,,-17.0,-21.0,,,,,4.5,,-16.0,,-17.4,-19.8,,-14.2,-19.9,-21.0,,,,,,,,-7.0,-16.9,,False,,False,False,,,,,True,,True,,False,False,,True,False,False,,,,,,,,True,True
13063,1812,1564.0,,1628.7,,1219.0,1564.0,,,,,627.9,,730.0,,1196.0,454.8,,1019.9,1692.4,3.6,,,,,914.0,5416.0,,3621.0,2016.8,-248.0,,-183.3,,-593.0,-248.0,,,,,-1184.1,,-1082.0,,-616.0,-1357.2,,-792.1,-119.6,-1808.4,,,,,-898.0,3604.0,,1809.0,204.8,,True,,False,False,,,,,False,,False,,False,False,,False,True,False,,,,,False,False,,False,True
13065,107,72.0,,69.6,,26.0,26.0,,,,,83.5,,10.0,,51.9,19.4,,15.2,66.2,0.0,,,,,,,,0.0,41.1,-35.0,,-37.4,,-81.0,-81.0,,,,,-23.5,,-97.0,,-55.1,-87.6,,-91.8,-40.8,-107.0,,,,,,,,-107.0,-65.9,,False,,False,False,,,,,True,,False,,False,False,,False,False,False,,,,,,,,False,False
13067,5488,2716.0,,2704.9,2504.2,2168.0,3261.0,,,,,1888.5,,1661.0,,1778.3,1510.7,,2075.5,2600.3,145.4,,,,,1799.5,2202.0,,2953.0,1474.9,-2772.0,,-2783.1,-2983.8,-3320.0,-2227.0,,,,,-3599.5,,-3827.0,,-3709.7,-3977.3,,-3412.5,-2887.7,-5342.6,,,,,-3688.5,-3286.0,,-2535.0,-4013.1,,False,False,False,True,,,,,False,,False,,False,False,,False,False,False,,,,,False,False,,True,False
13069,511,144.0,,151.5,,106.0,146.0,,,,,300.0,,141.0,,68.2,99.5,,60.2,140.6,0.4,,,,,90.0,,,159.0,95.0,-367.0,,-359.5,,-405.0,-365.0,,,,,-211.0,,-370.0,,-442.8,-411.5,,-450.8,-370.4,-510.6,,,,,-421.0,,,-352.0,-416.0,,True,,False,True,,,,,True,,False,,False,False,,False,False,False,,,,,False,,,True,False
13071,497,376.0,,333.1,,169.0,137.0,,,,,229.6,,144.0,,189.4,124.2,,156.7,365.3,2.4,,,,,200.6,,,235.0,175.4,-121.0,,-163.9,,-328.0,-360.0,,,,,-267.4,,-353.0,,-307.6,-372.8,,-340.3,-131.7,-494.6,,,,,-296.4,,,-262.0,-321.6,,False,,False,False,,,,,False,,False,,False,False,,False,False,False,,,,,False,,,False,False
13073,1573,664.0,,650.5,,613.0,1017.0,,,,,474.7,,488.0,,340.7,296.9,,616.4,806.3,20.7,,,,,469.5,976.0,,966.0,408.9,-909.0,,-922.5,,-960.0,-556.0,,,,,-1098.3,,-1085.0,,-1232.3,-1276.1,,-956.6,-766.7,-1552.3,,,,,-1103.5,-597.0,,-607.0,-1164.1,,False,,False,True,,,,,False,,False,,False,False,,False,True,False,,,,,False,True,,True,False
13075,203,40.0,,42.0,,29.0,0.0,,,,,89.4,,53.0,,29.2,31.1,,5.4,38.6,0.2,,,,,,,,59.0,18.6,-163.0,,-161.0,,-174.0,-203.0,,,,,-113.6,,-150.0,,-173.8,-171.9,,-197.6,-164.4,-202.8,,,,,,,,-144.0,-184.4,,True,,False,False,,,,,True,,True,,False,False,,False,False,False,,,,,,,,True,False
13077,1588,376.0,,375.0,,297.0,602.0,,,,,455.3,,329.0,,255.1,440.5,,143.3,415.0,11.2,,,,,288.2,284.0,,648.0,239.5,-1212.0,,-1213.0,,-1291.0,-986.0,,,,,-1132.7,,-1259.0,,-1332.9,-1147.5,,-1444.7,-1173.0,-1576.8,,,,,-1299.8,-1304.0,,-940.0,-1348.5,,False,,False,True,,,,,True,,False,,False,True,,False,True,False,,,,,False,False,,True,False
13079,43,40.0,,36.5,,33.0,0.0,,,,,49.0,,38.0,,46.9,22.1,,5.9,40.7,0.0,,,,,,,,66.0,19.8,-3.0,,-6.5,,-10.0,-43.0,,,,,6.0,,-5.0,,3.9,-20.9,,-37.1,-2.3,-43.0,,,,,,,,23.0,-23.2,,False,,False,False,,,,,False,,False,,False,False,,False,True,False,,,,,,,,False,False
13081,258,104.0,,103.9,,75.0,98.0,,,,,102.0,,84.0,,49.7,57.4,,44.8,81.4,0.4,,,,,,,,99.0,55.6,-154.0,,-154.1,,-183.0,-160.0,,,,,-156.0,,-174.0,,-208.3,-200.6,,-213.2,-176.6,-257.6,,,,,,,,-159.0,-202.4,,False,,False,False,,,,,False,,False,,False,False,,False,False,False,,,,,,,,False,False
13083,127,80.0,,86.0,,65.0,28.0,,,,,56.8,,113.0,,64.9,47.4,,30.7,84.1,0.0,,,,,,,,78.0,35.8,-47.0,,-41.0,,-62.0,-99.0,,,,,-70.2,,-14.0,,-62.1,-79.6,,-96.3,-42.9,-127.0,,,,,,,,-49.0,-91.2,,True,,False,False,,,,,False,,True,,False,False,,False,True,False,,,,,,,,False,False
13085,123,108.0,,100.0,,72.0,83.0,,,,,120.6,,79.0,,56.6,40.2,,54.1,98.3,9.6,,,,,,,,150.0,42.6,-15.0,,-23.0,,-51.0,-40.0,,,,,-2.4,,-44.0,,-66.4,-82.8,,-68.9,-24.7,-113.4,,,,,,,,27.0,-80.4,,False,,False,False,,,,,True,,False,,False,False,,False,False,False,,,,,,,,False,False
13087,1155,88.0,,79.1,,77.0,80.0,,,,,214.2,,95.0,,42.2,60.7,,28.0,100.7,0.2,,,,,145.2,,,28.0,170.4,-1067.0,,-1075.9,,-1078.0,-1075.0,,,,,-940.8,,-1060.0,,-1112.8,-1094.3,,-1127.0,-1054.3,-1154.8,,,,,-1009.8,,,-1127.0,-984.6,,False,,False,False,,,,,True,,True,,False,False,,False,True,False,,,,,True,,,False,True
13089,4561,2276.0,,2287.0,2278.1,2065.0,2739.0,,,,,1848.9,,1553.0,,1200.8,2005.4,,1912.6,2744.6,73.1,,,,,1402.5,2487.0,,1874.0,1470.0,-2285.0,,-2274.0,-2282.9,-2496.0,-1822.0,,,,,-2712.1,,-3008.0,,-3360.2,-2555.6,,-2648.4,-1816.4,-4487.9,,,,,-3158.5,-2074.0,,-2687.0,-3091.0,,True,True,False,True,,,,,False,,False,,False,False,,False,True,False,,,,,False,True,,False,False
13091,504,268.0,,264.7,,145.0,107.0,,,,,88.8,,87.0,,186.9,76.2,,183.7,145.3,64.8,,,,,,,,349.0,186.5,-236.0,,-239.3,,-359.0,-397.0,,,,,-415.2,,-417.0,,-317.1,-427.8,,-320.3,-358.7,-439.2,,,,,,,,-155.0,-317.5,,False,,False,False,,,,,False,,False,,False,False,,False,False,False,,,,,,,,True,False
13093,100,24.0,,25.0,,14.0,11.0,,,,,59.3,,41.0,,11.8,24.4,,6.7,35.5,0.0,,,,,,,,28.0,25.8,-76.0,,-75.0,,-86.0,-89.0,,,,,-40.7,,-59.0,,-88.2,-75.6,,-93.3,-64.5,-100.0,,,,,,,,-72.0,-74.2,,True,,False,False,,,,,True,,True,,False,True,,False,True,False,,,,,,,,True,True
13095,337,156.0,,148.0,,137.0,222.0,,,,,115.8,,311.0,,100.0,75.7,,41.3,215.2,0.9,,,,,124.4,,,282.0,159.7,-181.0,,-189.0,,-200.0,-115.0,,,,,-221.2,,-26.0,,-237.0,-261.3,,-295.7,-121.8,-336.1,,,,,-212.6,,,-55.0,-177.3,,False,,False,True,,,,,False,,True,,False,False,,False,True,False,,,,,False,,,True,True
13097,1087,496.0,,508.5,,385.0,295.0,,,,,385.8,,392.0,,430.7,249.8,,268.8,520.3,17.6,,,,,239.4,400.0,,371.0,221.1,-591.0,,-578.5,,-702.0,-792.0,,,,,-701.2,,-695.0,,-656.3,-837.2,,-818.2,-566.7,-1069.4,,,,,-847.6,-687.0,,-716.0,-865.9,,True,,False,False,,,,,False,,False,,False,False,,False,True,False,,,,,False,False,,False,False
13099,109,24.0,,17.0,,14.0,1.0,,,,,70.0,,38.0,,11.8,15.0,,9.4,45.6,0.9,,,,,,,,12.0,39.7,-85.0,,-92.0,,-95.0,-108.0,,,,,-39.0,,-71.0,,-97.2,-94.0,,-99.6,-63.4,-108.1,,,,,,,,-97.0,-69.3,,False,,False,False,,,,,True,,True,,False,False,,False,True,False,,,,,,,,False,True
13101,20,4.0,,3.5,,2.0,0.0,,,,,51.5,,4.0,,4.7,6.8,,0.0,2.2,0.3,,,,,,,,0.0,4.4,-16.0,,-16.5,,-18.0,-20.0,,,,,31.5,,-16.0,,-15.3,-13.2,,-20.0,-17.8,-19.7,,,,,,,,-20.0,-15.6,,False,,False,False,,,,,False,,False,,True,True,,False,False,False,,,,,,,,False,True
13103,363,440.0,,464.3,,391.0,765.0,,,,,241.3,,222.0,,346.5,222.5,,275.1,420.8,319.0,,,,,337.4,,,509.0,233.3,77.0,,101.3,,28.0,402.0,,,,,-121.7,,-141.0,,-16.5,-140.5,,-87.9,57.8,-44.0,,,,,-25.6,,,146.0,-129.7,,False,,True,False,,,,,False,,False,,True,False,,False,True,True,,,,,True,,,False,False
13105,307,112.0,,116.5,,86.0,97.0,,,,,136.5,,103.0,,75.8,50.7,,38.9,95.0,0.1,,,,,,,,246.0,427.7,-195.0,,-190.5,,-221.0,-210.0,,,,,-170.5,,-204.0,,-231.2,-256.4,,-268.1,-212.0,-306.9,,,,,,,,-61.0,120.7,,True,,False,False,,,,,True,,False,,False,False,,False,False,False,,,,,,,,True,True
13107,238,104.0,,103.7,,69.0,62.0,,,,,159.5,,121.0,,66.0,65.6,,69.0,128.9,0.1,,,,,52.5,,,34.0,10.7,-134.0,,-134.3,,-169.0,-176.0,,,,,-78.5,,-117.0,,-172.0,-172.4,,-169.0,-109.1,-237.9,,,,,-185.5,,,-204.0,-227.3,,False,,False,False,,,,,True,,True,,False,False,,False,True,False,,,,,False,,,False,False
13109,76,72.0,,75.3,,36.0,6.0,,,,,65.9,,46.0,,36.2,15.5,,24.3,65.3,0.0,,,,,,,,88.0,52.8,-4.0,,-0.7,,-40.0,-70.0,,,,,-10.1,,-30.0,,-39.8,-60.5,,-51.7,-10.7,-76.0,,,,,,,,12.0,-23.2,,True,,False,False,,,,,False,,False,,False,False,,False,False,False,,,,,,,,False,False
