,actual_cases,COVIDhub-baseline,BPagano-RtDriven,CEID-Walk,CMU-TimeSeries,COVIDhub-ensemble,CU-select,Columbia_UNC-SurvCon,Covid19Sim-Simulator,CovidAnalytics-DELPHI,DDS-NBDS,Google_Harvard-CPF,IBF-TimeSeries,IowaStateLW-STEM,JCB-PRM,JHUAPL-Bucky,JHU_IDD-CovidSP,Karlen-pypm,LANL-GrowthRate,LNQ-ens1,MITCovAlliance-SIR,MSRA-DeepST,QJHong-Encounter,RobertWalraven-ESG,TTU-squider,UCLA-SuEIR,UMass-MechBayes,UMich-RidgeTfReg,USC-SI_kJalpha,UVA-Ensemble,error-COVIDhub-baseline,error-BPagano-RtDriven,error-CEID-Walk,error-CMU-TimeSeries,error-COVIDhub-ensemble,error-CU-select,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-CovidAnalytics-DELPHI,error-DDS-NBDS,error-Google_Harvard-CPF,error-IBF-TimeSeries,error-IowaStateLW-STEM,error-JCB-PRM,error-JHUAPL-Bucky,error-JHU_IDD-CovidSP,error-Karlen-pypm,error-LANL-GrowthRate,error-LNQ-ens1,error-MITCovAlliance-SIR,error-MSRA-DeepST,error-QJHong-Encounter,error-RobertWalraven-ESG,error-TTU-squider,error-UCLA-SuEIR,error-UMass-MechBayes,error-UMich-RidgeTfReg,error-USC-SI_kJalpha,error-UVA-Ensemble,beat_baseline-BPagano-RtDriven,beat_baseline-CEID-Walk,beat_baseline-CMU-TimeSeries,beat_baseline-COVIDhub-ensemble,beat_baseline-CU-select,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-DDS-NBDS,beat_baseline-Google_Harvard-CPF,beat_baseline-IBF-TimeSeries,beat_baseline-IowaStateLW-STEM,beat_baseline-JCB-PRM,beat_baseline-JHUAPL-Bucky,beat_baseline-JHU_IDD-CovidSP,beat_baseline-Karlen-pypm,beat_baseline-LANL-GrowthRate,beat_baseline-LNQ-ens1,beat_baseline-MITCovAlliance-SIR,beat_baseline-MSRA-DeepST,beat_baseline-QJHong-Encounter,beat_baseline-RobertWalraven-ESG,beat_baseline-TTU-squider,beat_baseline-UCLA-SuEIR,beat_baseline-UMass-MechBayes,beat_baseline-UMich-RidgeTfReg,beat_baseline-USC-SI_kJalpha,beat_baseline-UVA-Ensemble
29013,161,144.0,,138.9,,134.0,186.0,,,,,104.8,,144.0,,456.0,22.2,,27.1,99.5,63.4,,,,,,,,179.0,56.3,-17.0,,-22.1,,-27.0,25.0,,,,,-56.2,,-17.0,,295.0,-138.8,,-133.9,-61.5,-97.6,,,,,,,,18.0,-104.7,,False,,False,False,,,,,False,,False,,False,False,,False,False,False,,,,,,,,False,False
29015,229,96.0,,105.0,,96.0,47.0,,,,,292.6,,167.0,,165.4,54.0,,36.4,117.3,0.2,,,,,,,,0.0,427.1,-133.0,,-124.0,,-133.0,-182.0,,,,,63.6,,-62.0,,-63.6,-175.0,,-192.6,-111.7,-228.8,,,,,,,,-229.0,198.1,,True,,False,False,,,,,True,,True,,True,False,,False,True,False,,,,,,,,False,False
29017,262,148.0,,136.2,,82.0,50.0,,,,,93.0,,82.0,,176.9,38.0,,58.0,126.0,0.0,,,,,,,,472.0,52.2,-114.0,,-125.8,,-180.0,-212.0,,,,,-169.0,,-180.0,,-85.1,-224.0,,-204.0,-136.0,-262.0,,,,,,,,210.0,-209.8,,False,,False,False,,,,,False,,False,,True,False,,False,False,False,,,,,,,,False,False
29019,3068,1352.0,,1142.6,,1110.0,938.0,,,,,2115.0,,1336.0,,2171.1,315.9,,257.9,1390.2,21.9,,,,,777.8,1538.0,,1997.0,828.6,-1716.0,,-1925.4,,-1958.0,-2130.0,,,,,-953.0,,-1732.0,,-896.9,-2752.1,,-2810.1,-1677.8,-3046.1,,,,,-2290.2,-1530.0,,-1071.0,-2239.4,,False,,False,False,,,,,True,,False,,True,False,,False,True,False,,,,,False,True,,True,False
29021,1130,876.0,,854.0,,811.0,828.0,,,,,1590.6,,803.0,,1339.8,563.4,,620.7,917.3,458.5,,,,,465.9,,,1110.0,661.6,-254.0,,-276.0,,-319.0,-302.0,,,,,460.6,,-327.0,,209.8,-566.6,,-509.3,-212.7,-671.5,,,,,-664.1,,,-20.0,-468.4,,False,,False,False,,,,,False,,False,,True,False,,False,True,False,,,,,False,,,True,False
29023,730,632.0,,606.9,,601.0,738.0,,,,,572.8,,491.0,,728.6,143.8,,591.4,630.6,203.1,,,,,,,,302.0,283.1,-98.0,,-123.1,,-129.0,8.0,,,,,-157.2,,-239.0,,-1.4,-586.2,,-138.6,-99.4,-526.9,,,,,,,,-428.0,-446.9,,False,,False,True,,,,,False,,False,,True,False,,False,False,False,,,,,,,,False,False
29025,137,84.0,,79.3,,76.0,93.0,,,,,45.3,,73.0,,113.1,26.0,,17.1,69.5,16.3,,,,,,,,19.0,144.9,-53.0,,-57.7,,-61.0,-44.0,,,,,-91.7,,-64.0,,-23.9,-111.0,,-119.9,-67.5,-120.7,,,,,,,,-118.0,7.9,,False,,False,True,,,,,False,,False,,True,False,,False,False,False,,,,,,,,False,True
29027,1258,548.0,,525.0,,475.0,811.0,,,,,444.6,,325.0,,1106.5,105.8,,307.4,419.5,324.5,,,,,,,,843.0,557.3,-710.0,,-733.0,,-783.0,-447.0,,,,,-813.4,,-933.0,,-151.5,-1152.2,,-950.6,-838.5,-933.5,,,,,,,,-415.0,-700.7,,False,,False,True,,,,,False,,False,,True,False,,False,False,False,,,,,,,,True,True
29029,643,528.0,,453.0,,418.0,373.0,,,,,1286.3,,351.0,,1079.0,123.8,,409.4,427.6,414.5,,,,,283.2,,,256.0,349.3,-115.0,,-190.0,,-225.0,-270.0,,,,,643.3,,-292.0,,436.0,-519.2,,-233.6,-215.4,-228.5,,,,,-359.8,,,-387.0,-293.7,,False,,False,False,,,,,False,,False,,False,False,,False,False,False,,,,,False,,,False,False
29031,1543,708.0,,604.0,,557.0,495.0,,,,,1887.4,,495.0,,1568.6,292.8,,456.4,608.5,799.2,,,,,451.3,,,996.0,626.0,-835.0,,-939.0,,-986.0,-1048.0,,,,,344.4,,-1048.0,,25.6,-1250.2,,-1086.6,-934.5,-743.8,,,,,-1091.7,,,-547.0,-917.0,,False,,False,False,,,,,True,,False,,True,False,,False,False,True,,,,,False,,,True,False
29033,148,52.0,,54.9,,50.0,24.0,,,,,60.4,,109.0,,88.9,11.4,,13.1,74.1,5.5,,,,,,,,88.0,44.0,-96.0,,-93.1,,-98.0,-124.0,,,,,-87.6,,-39.0,,-59.1,-136.6,,-134.9,-73.9,-142.5,,,,,,,,-60.0,-104.0,,True,,False,False,,,,,True,,True,,True,False,,False,True,False,,,,,,,,True,False
29035,82,48.0,,23.2,,37.0,29.0,,,,,44.8,,38.0,,161.7,11.5,,12.5,58.4,26.3,,,,,,,,100.0,49.6,-34.0,,-58.8,,-45.0,-53.0,,,,,-37.2,,-44.0,,79.7,-70.5,,-69.5,-23.6,-55.7,,,,,,,,18.0,-32.4,,False,,False,False,,,,,False,,False,,False,False,,False,True,False,,,,,,,,True,True
29037,1056,488.0,,465.6,,487.0,889.0,,,,,979.0,,632.0,,819.1,230.3,,300.5,484.2,449.8,,,,,288.4,,,1188.0,487.6,-568.0,,-590.4,,-569.0,-167.0,,,,,-77.0,,-424.0,,-236.9,-825.7,,-755.5,-571.8,-606.2,,,,,-767.6,,,132.0,-568.4,,False,,False,True,,,,,True,,True,,True,False,,False,False,False,,,,,False,,,True,False
29039,153,108.0,,104.0,,103.0,137.0,,,,,101.9,,137.0,,355.9,24.8,,16.1,84.5,41.6,,,,,,,,151.0,151.0,-45.0,,-49.0,,-50.0,-16.0,,,,,-51.1,,-16.0,,202.9,-128.2,,-136.9,-68.5,-111.4,,,,,,,,-2.0,-2.0,,False,,False,True,,,,,False,,True,,False,False,,False,False,False,,,,,,,,True,True
29041,123,0.0,,1.7,,3.0,0.0,,,,,46.1,,55.0,,6.8,6.2,,4.7,3.9,,,,,,,,,1.0,10.3,-123.0,,-121.3,,-120.0,-123.0,,,,,-76.9,,-68.0,,-116.2,-116.8,,-118.3,-119.1,,,,,,,,,-122.0,-112.7,,True,,True,False,,,,,True,,True,,True,True,,True,True,,,,,,,,,True,True
29043,1055,844.0,,857.2,,792.0,953.0,,,,,1634.4,,882.0,,1259.8,248.7,,483.3,678.7,560.8,,,,,429.6,,,939.0,1938.3,-211.0,,-197.8,,-263.0,-102.0,,,,,579.4,,-173.0,,204.8,-806.3,,-571.7,-376.3,-494.2,,,,,-625.4,,,-116.0,883.3,,True,,False,True,,,,,False,,True,,True,False,,False,False,False,,,,,False,,,True,False
29045,126,56.0,,56.0,,45.0,41.0,,,,,33.9,,40.0,,101.2,16.4,,13.6,45.0,,,,,,,,,57.0,16.3,-70.0,,-70.0,,-81.0,-85.0,,,,,-92.1,,-86.0,,-24.8,-109.6,,-112.4,-81.0,,,,,,,,,-69.0,-109.7,,False,,False,False,,,,,False,,False,,True,False,,False,False,,,,,,,,,True,False
29047,1369,1192.0,,1037.5,,1100.0,3429.0,,,,,772.1,,1334.0,,1478.1,470.8,,270.4,640.0,842.8,,,,,704.3,,,3808.0,1717.5,-177.0,,-331.5,,-269.0,2060.0,,,,,-596.9,,-35.0,,109.1,-898.2,,-1098.6,-729.0,-526.2,,,,,-664.7,,,2439.0,348.5,,False,,False,False,,,,,False,,True,,True,False,,False,False,False,,,,,False,,,False,False
29049,327,300.0,,343.1,,231.0,450.0,,,,,145.4,,133.0,,854.9,39.7,,142.9,230.6,133.1,,,,,,,,336.0,142.9,-27.0,,16.1,,-96.0,123.0,,,,,-181.6,,-194.0,,527.9,-287.3,,-184.1,-96.4,-193.9,,,,,,,,9.0,-184.1,,True,,False,False,,,,,False,,False,,False,False,,False,False,False,,,,,,,,True,False
29051,2501,1308.0,,1290.0,,1256.0,1445.0,,,,,1863.5,,597.0,,2066.0,286.1,,906.3,1299.3,890.0,,,,,640.0,,,1011.0,821.7,-1193.0,,-1211.0,,-1245.0,-1056.0,,,,,-637.5,,-1904.0,,-435.0,-2214.8,,-1594.7,-1201.7,-1611.0,,,,,-1861.0,,,-1490.0,-1679.3,,False,,False,True,,,,,True,,False,,True,False,,False,False,False,,,,,False,,,False,False
29053,432,164.0,,162.7,,164.0,103.0,,,,,148.9,,168.0,,157.2,53.9,,129.8,187.3,155.6,,,,,,,,148.0,154.9,-268.0,,-269.3,,-268.0,-329.0,,,,,-283.1,,-264.0,,-274.8,-378.1,,-302.2,-244.7,-276.4,,,,,,,,-284.0,-277.1,,False,,False,False,,,,,False,,True,,False,False,,False,True,False,,,,,,,,False,False
29055,430,200.0,,180.2,,157.0,108.0,,,,,254.1,,157.0,,352.2,61.0,,109.5,233.0,0.0,,,,,,,,65.0,144.8,-230.0,,-249.8,,-273.0,-322.0,,,,,-175.9,,-273.0,,-77.8,-369.0,,-320.5,-197.0,-430.0,,,,,,,,-365.0,-285.2,,False,,False,False,,,,,True,,False,,True,False,,False,True,False,,,,,,,,False,False
29057,111,76.0,,68.8,,59.0,53.0,,,,,32.5,,62.0,,423.6,20.2,,,53.3,14.9,,,,,,,,127.0,27.8,-35.0,,-42.2,,-52.0,-58.0,,,,,-78.5,,-49.0,,312.6,-90.8,,,-57.7,-96.1,,,,,,,,16.0,-83.2,,False,,False,False,,,,,False,,False,,False,False,,,False,False,,,,,,,,True,False
29059,235,132.0,,136.3,,127.0,114.0,,,,,64.2,,148.0,,196.2,69.6,,77.5,128.3,54.8,,,,,,,,119.0,62.5,-103.0,,-98.7,,-108.0,-121.0,,,,,-170.8,,-87.0,,-38.8,-165.4,,-157.5,-106.7,-180.2,,,,,,,,-116.0,-172.5,,True,,False,False,,,,,False,,True,,True,False,,False,False,False,,,,,,,,False,False
29061,90,104.0,,104.9,,79.0,78.0,,,,,63.9,,85.0,,199.4,25.5,,27.9,72.4,52.7,,,,,,,,77.0,77.0,14.0,,14.9,,-11.0,-12.0,,,,,-26.1,,-5.0,,109.4,-64.5,,-62.1,-17.6,-37.3,,,,,,,,-13.0,-13.0,,False,,True,True,,,,,False,,True,,False,False,,False,False,False,,,,,,,,True,True
29063,214,196.0,,198.1,,186.0,191.0,,,,,82.7,,201.0,,242.4,42.5,,180.0,162.5,69.6,,,,,,,,206.0,62.8,-18.0,,-15.9,,-28.0,-23.0,,,,,-131.3,,-13.0,,28.4,-171.6,,-34.0,-51.5,-144.4,,,,,,,,-8.0,-151.2,,True,,False,False,,,,,False,,True,,False,False,,False,False,False,,,,,,,,True,False
29065,151,112.0,,94.7,,94.0,85.0,,,,,49.7,,118.0,,437.7,60.0,,38.3,102.1,42.7,,,,,,,,297.0,84.4,-39.0,,-56.3,,-57.0,-66.0,,,,,-101.3,,-33.0,,286.7,-91.0,,-112.7,-48.9,-108.3,,,,,,,,146.0,-66.6,,False,,False,False,,,,,False,,True,,False,False,,False,False,False,,,,,,,,False,False
29067,97,44.0,,52.1,,48.0,39.0,,,,,52.5,,156.0,,73.7,67.8,,38.6,71.9,0.0,,,,,,,,37.0,84.6,-53.0,,-44.9,,-49.0,-58.0,,,,,-44.5,,59.0,,-23.3,-29.2,,-58.4,-25.1,-97.0,,,,,,,,-60.0,-12.4,,True,,True,False,,,,,True,,False,,True,True,,False,True,False,,,,,,,,False,True
29069,495,80.0,,74.1,,101.0,101.0,,,,,517.4,,416.0,,210.3,86.4,,126.6,227.1,0.1,,,,,,,,39.0,221.6,-415.0,,-420.9,,-394.0,-394.0,,,,,22.4,,-79.0,,-284.7,-408.6,,-368.4,-267.9,-494.9,,,,,,,,-456.0,-273.4,,False,,True,True,,,,,True,,True,,True,True,,True,True,False,,,,,,,,False,True
29071,1552,844.0,,836.5,,811.0,1214.0,,,,,1545.8,,666.0,,834.9,415.7,,617.8,792.5,762.2,,,,,620.5,,,967.0,535.3,-708.0,,-715.5,,-741.0,-338.0,,,,,-6.2,,-886.0,,-717.1,-1136.3,,-934.2,-759.5,-789.8,,,,,-931.5,,,-585.0,-1016.7,,False,,False,True,,,,,True,,False,,False,False,,False,False,False,,,,,False,,,True,False
29073,160,100.0,,112.0,,84.0,30.0,,,,,490.1,,85.0,,150.9,32.0,,49.2,102.1,37.3,,,,,,,,197.0,48.2,-60.0,,-48.0,,-76.0,-130.0,,,,,330.1,,-75.0,,-9.1,-128.0,,-110.8,-57.9,-122.7,,,,,,,,37.0,-111.8,,True,,False,False,,,,,False,,False,,True,False,,False,True,False,,,,,,,,True,False
29075,156,76.0,,79.2,,58.0,49.0,,,,,40.9,,56.0,,125.8,17.5,,9.2,67.6,23.9,,,,,,,,45.0,44.4,-80.0,,-76.8,,-98.0,-107.0,,,,,-115.1,,-100.0,,-30.2,-138.5,,-146.8,-88.4,-132.1,,,,,,,,-111.0,-111.6,,True,,False,False,,,,,False,,False,,True,False,,False,False,False,,,,,,,,False,False
29077,3425,2004.0,,1844.8,,1906.0,1863.0,,,,,5491.2,,3986.0,,3762.7,940.7,,1888.8,1914.2,2367.2,,,,,1862.8,805.0,,3227.0,4787.6,-1421.0,,-1580.2,,-1519.0,-1562.0,,,,,2066.2,,561.0,,337.7,-2484.3,,-1536.2,-1510.8,-1057.8,,,,,-1562.2,-2620.0,,-198.0,1362.6,,False,,False,False,,,,,False,,True,,True,False,,False,False,True,,,,,False,False,,True,True
29079,172,12.0,,12.3,,17.0,13.0,,,,,51.0,,112.0,,33.4,27.0,,20.6,46.7,0.0,,,,,,,,5.0,36.4,-160.0,,-159.7,,-155.0,-159.0,,,,,-121.0,,-60.0,,-138.6,-145.0,,-151.4,-125.3,-172.0,,,,,,,,-167.0,-135.6,,True,,True,True,,,,,True,,True,,True,True,,True,True,False,,,,,,,,False,True
29081,139,76.0,,78.1,,75.0,44.0,,,,,54.7,,74.0,,86.1,10.6,,39.8,91.8,57.6,,,,,,,,28.0,121.7,-63.0,,-60.9,,-64.0,-95.0,,,,,-84.3,,-65.0,,-52.9,-128.4,,-99.2,-47.2,-81.4,,,,,,,,-111.0,-17.3,,True,,False,False,,,,,False,,False,,True,False,,False,True,False,,,,,,,,False,True
29083,457,180.0,,178.5,,179.0,190.0,,,,,103.7,,237.0,,433.0,43.1,,135.5,177.3,98.4,,,,,,,,41.0,83.6,-277.0,,-278.5,,-278.0,-267.0,,,,,-353.3,,-220.0,,-24.0,-413.9,,-321.5,-279.7,-358.6,,,,,,,,-416.0,-373.4,,False,,False,True,,,,,False,,True,,True,False,,False,False,False,,,,,,,,False,False
29085,153,104.0,,100.8,,93.0,111.0,,,,,35.7,,67.0,,217.1,48.0,,,84.7,5.5,,,,,,,,3.0,40.8,-49.0,,-52.2,,-60.0,-42.0,,,,,-117.3,,-86.0,,64.1,-105.0,,,-68.3,-147.5,,,,,,,,-150.0,-112.2,,False,,False,True,,,,,False,,False,,False,False,,,False,False,,,,,,,,False,False
29087,85,32.0,,28.1,,26.0,0.0,,,,,29.5,,25.0,,38.2,11.5,,9.3,46.2,15.4,,,,,,,,32.0,25.7,-53.0,,-56.9,,-59.0,-85.0,,,,,-55.5,,-60.0,,-46.8,-73.5,,-75.7,-38.8,-69.6,,,,,,,,-53.0,-59.3,,False,,False,False,,,,,False,,False,,True,False,,False,True,False,,,,,,,,False,False
29089,165,88.0,,90.9,,88.0,35.0,,,,,60.3,,92.0,,91.2,32.9,,22.6,87.8,73.6,,,,,,,,65.0,45.4,-77.0,,-74.1,,-77.0,-130.0,,,,,-104.7,,-73.0,,-73.8,-132.1,,-142.4,-77.2,-91.4,,,,,,,,-100.0,-119.6,,True,,False,False,,,,,False,,True,,True,False,,False,False,False,,,,,,,,False,False
29091,452,420.0,,422.7,,296.0,286.0,,,,,687.6,,550.0,,820.2,192.5,,212.7,288.0,165.7,,,,,,,,495.0,232.2,-32.0,,-29.3,,-156.0,-166.0,,,,,235.6,,98.0,,368.2,-259.5,,-239.3,-164.0,-286.3,,,,,,,,43.0,-219.8,,True,,False,False,,,,,False,,False,,False,False,,False,False,False,,,,,,,,False,False
29093,78,72.0,,77.1,,62.0,63.0,,,,,46.4,,46.0,,107.8,22.4,,6.4,61.5,,,,,,,,,79.0,31.1,-6.0,,-0.9,,-16.0,-15.0,,,,,-31.6,,-32.0,,29.8,-55.6,,-71.6,-16.5,,,,,,,,,1.0,-46.9,,True,,False,False,,,,,False,,False,,False,False,,False,False,,,,,,,,,True,False
29095,4660,3076.0,,2974.1,3473.3,3008.0,4078.0,,,,,2913.8,,3815.0,,4333.9,2898.4,,1505.9,1948.3,2409.0,,,,,1685.1,1869.0,,8295.0,1845.7,-1584.0,,-1685.9,-1186.7,-1652.0,-582.0,,,,,-1746.2,,-845.0,,-326.1,-1761.6,,-3154.1,-2711.7,-2251.0,,,,,-2974.9,-2791.0,,3635.0,-2814.3,,False,True,False,True,,,,,False,,True,,True,False,,False,False,False,,,,,False,False,,False,False
29097,2225,496.0,,689.4,,503.0,518.0,,,,,2482.6,,1438.0,,1037.5,324.3,,393.1,853.5,20.7,,,,,264.3,,,238.0,1267.8,-1729.0,,-1535.6,,-1722.0,-1707.0,,,,,257.6,,-787.0,,-1187.5,-1900.7,,-1831.9,-1371.5,-2204.3,,,,,-1960.7,,,-1987.0,-957.2,,True,,True,True,,,,,True,,True,,True,False,,False,True,False,,,,,False,,,False,True
29099,3151,940.0,,885.0,,866.0,679.0,,,,,2478.5,,1114.0,,1045.8,850.6,,841.1,942.0,83.1,,,,,532.7,926.0,,1820.0,1285.5,-2211.0,,-2266.0,,-2285.0,-2472.0,,,,,-672.5,,-2037.0,,-2105.2,-2300.4,,-2309.9,-2209.0,-3067.9,,,,,-2618.3,-2225.0,,-1331.0,-1865.5,,False,,False,False,,,,,True,,True,,True,False,,False,True,False,,,,,False,False,,True,True
29101,698,460.0,,521.5,,431.0,682.0,,,,,637.6,,489.0,,1741.9,59.0,,197.6,378.8,395.9,,,,,204.4,,,1074.0,275.2,-238.0,,-176.5,,-267.0,-16.0,,,,,-60.4,,-209.0,,1043.9,-639.0,,-500.4,-319.2,-302.1,,,,,-493.6,,,376.0,-422.8,,True,,False,True,,,,,True,,True,,False,False,,False,False,False,,,,,False,,,False,False
29103,43,16.0,,15.4,,9.0,0.0,,,,,20.6,,28.0,,8.1,6.1,,,7.5,,,,,,,,,7.0,8.7,-27.0,,-27.6,,-34.0,-43.0,,,,,-22.4,,-15.0,,-34.9,-36.9,,,-35.5,,,,,,,,,-36.0,-34.3,,False,,False,False,,,,,True,,True,,False,False,,,False,,,,,,,,,False,False
29105,485,500.0,,501.6,,422.0,370.0,,,,,1125.0,,435.0,,1106.6,271.5,,411.3,424.0,210.4,,,,,,,,0.0,318.5,15.0,,16.6,,-63.0,-115.0,,,,,640.0,,-50.0,,621.6,-213.5,,-73.7,-61.0,-274.6,,,,,,,,-485.0,-166.5,,False,,False,False,,,,,False,,False,,False,False,,False,False,False,,,,,,,,False,False
29107,488,240.0,,242.1,,232.0,187.0,,,,,866.8,,251.0,,486.6,85.6,,58.9,188.8,196.4,,,,,,,,292.0,2396.6,-248.0,,-245.9,,-256.0,-301.0,,,,,378.8,,-237.0,,-1.4,-402.4,,-429.1,-299.2,-291.6,,,,,,,,-196.0,1908.6,,True,,False,False,,,,,False,,True,,True,False,,False,False,False,,,,,,,,True,False
29109,641,484.0,,462.9,,461.0,461.0,,,,,940.3,,525.0,,734.4,205.9,,395.7,361.8,285.9,,,,,,,,402.0,1973.8,-157.0,,-178.1,,-180.0,-180.0,,,,,299.3,,-116.0,,93.4,-435.1,,-245.3,-279.2,-355.1,,,,,,,,-239.0,1332.8,,False,,False,False,,,,,False,,True,,True,False,,False,False,False,,,,,,,,False,False
29111,193,64.0,,65.5,,61.0,71.0,,,,,41.8,,58.0,,116.2,25.3,,25.5,72.2,0.0,,,,,,,,43.0,29.8,-129.0,,-127.5,,-132.0,-122.0,,,,,-151.2,,-135.0,,-76.8,-167.7,,-167.5,-120.8,-193.0,,,,,,,,-150.0,-163.2,,True,,False,True,,,,,False,,False,,True,False,,False,True,False,,,,,,,,False,False
29113,783,344.0,,349.8,,344.0,366.0,,,,,401.9,,281.0,,403.5,176.1,,151.8,333.6,285.8,,,,,,,,0.0,138.2,-439.0,,-433.2,,-439.0,-417.0,,,,,-381.1,,-502.0,,-379.5,-606.9,,-631.2,-449.4,-497.2,,,,,,,,-783.0,-644.8,,True,,False,True,,,,,True,,False,,True,False,,False,False,False,,,,,,,,False,False
29115,99,24.0,,5.8,,24.0,45.0,,,,,40.2,,122.0,,113.6,17.0,,8.0,44.8,0.0,,,,,,,,40.0,39.8,-75.0,,-93.2,,-75.0,-54.0,,,,,-58.8,,23.0,,14.6,-82.0,,-91.0,-54.2,-99.0,,,,,,,,-59.0,-59.2,,False,,False,True,,,,,True,,True,,True,False,,False,True,False,,,,,,,,True,True
29117,137,72.0,,49.4,,73.0,93.0,,,,,118.7,,152.0,,336.2,57.6,,33.6,142.2,0.1,,,,,,,,0.0,124.0,-65.0,,-87.6,,-64.0,-44.0,,,,,-18.3,,15.0,,199.2,-79.4,,-103.4,5.2,-136.9,,,,,,,,-137.0,-13.0,,False,,True,True,,,,,True,,True,,False,False,,False,True,False,,,,,,,,False,True
29119,144,144.0,,137.6,,94.0,0.0,,,,,270.9,,309.0,,179.0,29.1,,23.5,120.8,0.8,,,,,68.0,,,231.0,71.1,0.0,,-6.4,,-50.0,-144.0,,,,,126.9,,165.0,,35.0,-114.9,,-120.5,-23.2,-143.2,,,,,-76.0,,,87.0,-72.9,,False,,False,False,,,,,False,,False,,False,False,,False,False,False,,,,,False,,,False,False
29121,253,36.0,,51.9,,35.0,29.0,,,,,70.3,,111.0,,110.3,32.0,,9.1,54.6,26.0,,,,,,,,32.0,33.6,-217.0,,-201.1,,-218.0,-224.0,,,,,-182.7,,-142.0,,-142.7,-221.0,,-243.9,-198.4,-227.0,,,,,,,,-221.0,-219.4,,True,,False,False,,,,,True,,True,,True,False,,False,True,False,,,,,,,,False,False
29123,270,232.0,,227.9,,149.0,63.0,,,,,89.4,,88.0,,382.4,46.4,,59.6,149.0,106.4,,,,,,,,223.0,148.9,-38.0,,-42.1,,-121.0,-207.0,,,,,-180.6,,-182.0,,112.4,-223.6,,-210.4,-121.0,-163.6,,,,,,,,-47.0,-121.1,,False,,False,False,,,,,False,,False,,False,False,,False,False,False,,,,,,,,False,False
29125,164,84.0,,91.4,,83.0,76.0,,,,,43.7,,49.0,,169.4,33.3,,86.8,102.8,38.8,,,,,,,,186.0,53.9,-80.0,,-72.6,,-81.0,-88.0,,,,,-120.3,,-115.0,,5.4,-130.7,,-77.2,-61.2,-125.2,,,,,,,,22.0,-110.1,,True,,False,False,,,,,False,,False,,True,False,,True,True,False,,,,,,,,True,False
29127,587,156.0,,136.4,,151.0,147.0,,,,,208.0,,239.0,,236.6,106.4,,115.0,202.7,0.0,,,,,,,,290.0,119.8,-431.0,,-450.6,,-436.0,-440.0,,,,,-379.0,,-348.0,,-350.4,-480.6,,-472.0,-384.3,-587.0,,,,,,,,-297.0,-467.2,,False,,False,False,,,,,True,,True,,True,False,,False,True,False,,,,,,,,True,False
29129,28,0.0,,0.0,,0.0,0.0,,,,,27.0,,28.0,,4.7,2.8,,2.8,2.6,,,,,,,,,0.0,5.9,-28.0,,-28.0,,-28.0,-28.0,,,,,-1.0,,0.0,,-23.3,-25.2,,-25.2,-25.4,,,,,,,,,-28.0,-22.1,,False,,False,False,,,,,True,,True,,True,True,,True,True,,,,,,,,,False,True
29131,523,404.0,,400.5,,372.0,396.0,,,,,183.8,,220.0,,460.3,172.1,,377.3,320.1,204.2,,,,,,,,789.0,362.9,-119.0,,-122.5,,-151.0,-127.0,,,,,-339.2,,-303.0,,-62.7,-350.9,,-145.7,-202.9,-318.8,,,,,,,,266.0,-160.1,,False,,False,False,,,,,False,,False,,True,False,,False,False,False,,,,,,,,False,False
29133,204,128.0,,126.9,,88.0,80.0,,,,,106.4,,109.0,,77.0,26.3,,69.2,116.8,44.8,,,,,,,,156.0,94.5,-76.0,,-77.1,,-116.0,-124.0,,,,,-97.6,,-95.0,,-127.0,-177.7,,-134.8,-87.2,-159.2,,,,,,,,-48.0,-109.5,,False,,False,False,,,,,False,,False,,False,False,,False,False,False,,,,,,,,True,False
29135,541,296.0,,276.2,,237.0,261.0,,,,,131.0,,135.0,,440.7,53.1,,118.7,244.1,123.9,,,,,,,,207.0,149.5,-245.0,,-264.8,,-304.0,-280.0,,,,,-410.0,,-406.0,,-100.3,-487.9,,-422.3,-296.9,-417.1,,,,,,,,-334.0,-391.5,,False,,False,False,,,,,False,,False,,True,False,,False,False,False,,,,,,,,False,False
29137,169,96.0,,103.6,,49.0,11.0,,,,,45.4,,37.0,,75.7,16.3,,48.5,68.0,20.8,,,,,,,,128.0,28.3,-73.0,,-65.4,,-120.0,-158.0,,,,,-123.6,,-132.0,,-93.3,-152.7,,-120.5,-101.0,-148.2,,,,,,,,-41.0,-140.7,,True,,False,False,,,,,False,,False,,False,False,,False,False,False,,,,,,,,True,False
29139,155,60.0,,55.5,,46.0,46.0,,,,,59.9,,43.0,,39.6,8.1,,22.5,65.5,33.8,,,,,,,,86.0,36.4,-95.0,,-99.5,,-109.0,-109.0,,,,,-95.1,,-112.0,,-115.4,-146.9,,-132.5,-89.5,-121.2,,,,,,,,-69.0,-118.6,,False,,False,False,,,,,False,,False,,False,False,,False,True,False,,,,,,,,True,False
