,actual_cases,COVIDhub-baseline,CU-select,Columbia_UNC-SurvCon,Covid19Sim-Simulator,CovidAnalytics-DELPHI,IowaStateLW-STEM,JCB-PRM,JHUAPL-Bucky,JHU_IDD-CovidSP,LANL-GrowthRate,RobertWalraven-ESG,UCLA-SuEIR,USC-SI_kJalpha,error-COVIDhub-baseline,error-CU-select,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-CovidAnalytics-DELPHI,error-IowaStateLW-STEM,error-JCB-PRM,error-JHUAPL-Bucky,error-JHU_IDD-CovidSP,error-LANL-GrowthRate,error-RobertWalraven-ESG,error-UCLA-SuEIR,error-USC-SI_kJalpha,beat_baseline-CU-select,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-IowaStateLW-STEM,beat_baseline-JCB-PRM,beat_baseline-JHUAPL-Bucky,beat_baseline-JHU_IDD-CovidSP,beat_baseline-LANL-GrowthRate,beat_baseline-RobertWalraven-ESG,beat_baseline-UCLA-SuEIR,beat_baseline-USC-SI_kJalpha
13065,140,54.0,45.0,,,,18.0,,15.9,40.7,15.1,29.9,164.2,6.0,-86.0,-95.0,,,,-122.0,,-124.1,-99.3,-124.9,-110.1,24.2,-134.0,False,,,,False,,False,False,False,False,True,False
13067,6638,2730.0,3170.0,,,,2076.0,,1877.3,2431.8,2191.4,1061.8,1851.4,1698.0,-3908.0,-3468.0,,,,-4562.0,,-4760.7,-4206.2,-4446.6,-5576.2,-4786.6,-4940.0,True,,,,False,,False,False,False,False,False,False
13069,600,306.0,375.0,,,,164.0,,206.0,158.1,93.2,103.3,155.5,246.0,-294.0,-225.0,,,,-436.0,,-394.0,-441.9,-506.8,-496.7,-444.5,-354.0,True,,,,False,,False,False,False,False,False,False
13071,654,216.0,89.0,,,,190.0,,152.9,59.8,31.6,196.5,125.4,18.0,-438.0,-565.0,,,,-464.0,,-501.1,-594.2,-622.4,-457.5,-528.6,-636.0,False,,,,False,,False,False,False,False,False,False
13073,1867,702.0,692.0,,,,675.0,,507.0,591.0,482.8,168.5,403.4,506.0,-1165.0,-1175.0,,,,-1192.0,,-1360.0,-1276.0,-1384.2,-1698.5,-1463.6,-1361.0,False,,,,False,,False,False,False,False,False,False
13075,219,36.0,0.0,,,,68.0,,38.8,27.8,3.3,4.9,22.1,26.0,-183.0,-219.0,,,,-151.0,,-180.2,-191.2,-215.7,-214.1,-196.9,-193.0,False,,,,True,,True,False,False,False,False,False
13077,1763,366.0,154.0,,,,418.0,,289.6,511.1,94.7,105.8,315.5,307.0,-1397.0,-1609.0,,,,-1345.0,,-1473.4,-1251.9,-1668.3,-1657.2,-1447.5,-1456.0,False,,,,True,,False,True,False,False,False,False
13079,63,12.0,0.0,,,,45.0,,13.6,18.8,2.1,25.5,18.2,6.0,-51.0,-63.0,,,,-18.0,,-49.4,-44.2,-60.9,-37.5,-44.8,-57.0,False,,,,True,,True,True,False,True,True,False
13081,304,198.0,170.0,,,,104.0,,194.8,116.2,82.2,39.4,151.0,258.0,-106.0,-134.0,,,,-200.0,,-109.2,-187.8,-221.8,-264.6,-153.0,-46.0,False,,,,False,,False,False,False,False,False,True
13083,161,42.0,44.0,,,,149.0,,52.5,64.8,6.0,3.6,25.7,13.0,-119.0,-117.0,,,,-12.0,,-108.5,-96.2,-155.0,-157.4,-135.3,-148.0,True,,,,True,,True,True,False,False,False,False
13085,162,210.0,166.0,,,,92.0,,171.4,112.2,89.8,35.0,256.2,155.0,48.0,4.0,,,,-70.0,,9.4,-49.8,-72.2,-127.0,94.2,-7.0,True,,,,False,,True,False,False,False,False,True
13087,1211,324.0,308.0,,,,141.0,,212.0,171.8,94.7,293.2,338.3,160.0,-887.0,-903.0,,,,-1070.0,,-999.0,-1039.2,-1116.3,-917.8,-872.7,-1051.0,False,,,,False,,False,False,False,False,True,False
13089,5659,2904.0,1743.0,,,,2170.0,,2324.0,2690.0,1863.2,1265.4,1627.5,2576.0,-2755.0,-3916.0,,,,-3489.0,,-3335.0,-2969.0,-3795.8,-4393.6,-4031.5,-3083.0,False,,,,False,,False,False,False,False,False,False
13091,585,102.0,74.0,,,,116.0,,102.6,83.4,26.3,7.4,68.6,58.0,-483.0,-511.0,,,,-469.0,,-482.4,-501.6,-558.7,-577.6,-516.4,-527.0,False,,,,True,,True,False,False,False,False,False
13093,111,48.0,42.0,,,,58.0,,38.3,69.1,3.4,6.1,41.3,23.0,-63.0,-69.0,,,,-53.0,,-72.7,-41.9,-107.6,-104.8,-69.7,-88.0,False,,,,True,,False,True,False,False,False,False
13095,421,174.0,90.0,,,,424.0,,85.0,167.4,17.7,55.5,243.5,84.0,-247.0,-331.0,,,,3.0,,-336.0,-253.6,-403.3,-365.5,-177.5,-337.0,False,,,,True,,False,False,False,False,True,False
13097,1364,678.0,733.0,,,,541.0,,526.1,384.0,487.1,210.5,382.3,791.0,-686.0,-631.0,,,,-823.0,,-837.9,-980.0,-876.9,-1153.5,-981.7,-573.0,True,,,,False,,False,False,False,False,False,True
13099,124,108.0,26.0,,,,35.0,,93.6,46.0,17.2,70.5,71.6,49.0,-16.0,-98.0,,,,-89.0,,-30.4,-78.0,-106.8,-53.5,-52.4,-75.0,False,,,,False,,False,False,False,False,False,False
13101,22,12.0,0.0,,,,7.0,,9.8,4.2,0.1,7.3,12.2,1.0,-10.0,-22.0,,,,-15.0,,-12.2,-17.8,-21.9,-14.7,-9.8,-21.0,False,,,,False,,False,False,False,False,True,False
13103,537,396.0,231.0,,,,251.0,,311.6,228.7,278.2,306.5,376.1,218.0,-141.0,-306.0,,,,-286.0,,-225.4,-308.3,-258.8,-230.5,-160.9,-319.0,False,,,,False,,False,False,False,False,False,False
13105,348,366.0,342.0,,,,148.0,,387.2,158.3,75.5,28.5,257.4,361.0,18.0,-6.0,,,,-200.0,,39.2,-189.7,-272.5,-319.5,-90.6,13.0,True,,,,False,,False,False,False,False,False,True
13107,296,354.0,229.0,,,,162.0,,296.5,104.9,184.9,239.6,140.3,205.0,58.0,-67.0,,,,-134.0,,0.5,-191.1,-111.1,-56.4,-155.7,-91.0,False,,,,False,,True,False,False,True,False,False
13109,103,54.0,17.0,,,,53.0,,47.8,28.1,4.4,13.9,57.7,25.0,-49.0,-86.0,,,,-50.0,,-55.2,-74.9,-98.6,-89.1,-45.3,-78.0,False,,,,False,,False,False,False,False,True,False
13111,230,348.0,584.0,,,,130.0,,352.8,138.5,82.2,225.9,197.0,159.0,118.0,354.0,,,,-100.0,,122.8,-91.5,-147.8,-4.1,-33.0,-71.0,False,,,,True,,False,True,False,True,True,True
13113,813,444.0,475.0,,,,251.0,,475.2,333.5,234.7,59.7,225.3,732.0,-369.0,-338.0,,,,-562.0,,-337.8,-479.5,-578.3,-753.3,-587.7,-81.0,True,,,,False,,True,False,False,False,False,True
13115,1578,936.0,430.0,,,,786.0,,797.2,525.4,287.9,279.6,586.2,546.0,-642.0,-1148.0,,,,-792.0,,-780.8,-1052.6,-1290.1,-1298.5,-991.8,-1032.0,False,,,,False,,False,False,False,False,False,False
13117,1645,1326.0,641.0,,,,704.0,,1391.7,1575.8,813.3,128.7,736.7,1820.0,-319.0,-1004.0,,,,-941.0,,-253.3,-69.2,-831.7,-1516.3,-908.3,175.0,False,,,,False,,True,True,False,False,False,True
13119,314,138.0,65.0,,,,206.0,,121.5,111.5,25.8,13.1,84.6,76.0,-176.0,-249.0,,,,-108.0,,-192.5,-202.5,-288.2,-300.9,-229.4,-238.0,False,,,,True,,False,False,False,False,False,False
13121,8272,3084.0,4727.0,,,,3033.0,,1824.8,3180.2,2925.4,1362.3,2931.8,1964.0,-5188.0,-3545.0,,,,-5239.0,,-6447.2,-5091.8,-5346.6,-6909.7,-5340.2,-6308.0,True,,,,False,,False,True,False,False,False,False
13123,322,246.0,218.0,,,,161.0,,172.8,199.7,130.7,122.4,163.5,465.0,-76.0,-104.0,,,,-161.0,,-149.2,-122.3,-191.3,-199.6,-158.5,143.0,False,,,,False,,False,False,False,False,False,False
13125,36,12.0,0.0,,,,19.0,,11.0,5.1,0.3,5.1,9.1,18.0,-24.0,-36.0,,,,-17.0,,-25.0,-30.9,-35.7,-30.9,-26.9,-18.0,False,,,,True,,False,False,False,False,False,True
13127,563,354.0,174.0,,,,310.0,,259.4,169.1,186.2,845.9,217.2,123.0,-209.0,-389.0,,,,-253.0,,-303.6,-393.9,-376.8,282.9,-345.8,-440.0,False,,,,False,,False,False,False,False,False,False
13129,1110,366.0,359.0,,,,383.0,,294.4,157.6,87.3,115.1,207.4,214.0,-744.0,-751.0,,,,-727.0,,-815.6,-952.4,-1022.7,-994.9,-902.6,-896.0,False,,,,True,,False,False,False,False,False,False
13131,165,174.0,117.0,,,,125.0,,157.8,103.9,78.8,110.1,134.0,117.0,9.0,-48.0,,,,-40.0,,-7.2,-61.1,-86.2,-54.9,-31.0,-48.0,False,,,,False,,True,False,False,False,False,False
13133,163,78.0,18.0,,,,75.0,,63.0,48.5,6.4,16.4,64.8,60.0,-85.0,-145.0,,,,-88.0,,-100.0,-114.5,-156.6,-146.6,-98.2,-103.0,False,,,,False,,False,False,False,False,False,False
13135,7826,4140.0,4095.0,,,,2782.0,,2837.7,2867.8,2352.1,1987.8,2540.6,3180.0,-3686.0,-3731.0,,,,-5044.0,,-4988.3,-4958.2,-5473.9,-5838.2,-5285.4,-4646.0,False,,,,False,,False,False,False,False,False,False
13137,300,546.0,675.0,,,,331.0,,503.5,317.5,154.5,256.9,340.0,333.0,246.0,375.0,,,,31.0,,203.5,17.5,-145.5,-43.1,40.0,33.0,False,,,,True,,True,True,True,True,True,True
13139,2054,2352.0,1516.0,,,,1259.0,,1999.2,1365.3,1385.5,126.1,1044.8,3077.0,298.0,-538.0,,,,-795.0,,-54.8,-688.7,-668.5,-1927.9,-1009.2,1023.0,False,,,,False,,True,False,False,False,False,False
13141,46,42.0,1.0,,,,27.0,,38.0,34.4,4.6,16.5,46.7,30.0,-4.0,-45.0,,,,-19.0,,-8.0,-11.6,-41.4,-29.5,0.7,-16.0,False,,,,False,,False,False,False,False,True,False
13143,618,252.0,235.0,,,,160.0,,226.9,134.0,96.8,197.8,235.9,221.0,-366.0,-383.0,,,,-458.0,,-391.1,-484.0,-521.2,-420.2,-382.1,-397.0,False,,,,False,,False,False,False,False,False,False
13145,167,72.0,51.0,,,,108.0,,68.1,50.0,13.7,64.5,31.6,68.0,-95.0,-116.0,,,,-59.0,,-98.9,-117.0,-153.3,-102.5,-135.4,-99.0,False,,,,True,,False,False,False,False,False,False
13147,187,120.0,88.0,,,,173.0,,136.0,69.5,21.5,8.5,78.3,112.0,-67.0,-99.0,,,,-14.0,,-51.0,-117.5,-165.5,-178.5,-108.7,-75.0,False,,,,True,,True,False,False,False,False,False
13149,129,42.0,0.0,,,,38.0,,41.4,26.4,9.2,8.3,35.2,71.0,-87.0,-129.0,,,,-91.0,,-87.6,-102.6,-119.8,-120.7,-93.8,-58.0,False,,,,False,,False,False,False,False,False,True
13151,2308,1308.0,1212.0,,,,685.0,,966.9,1067.5,717.5,294.8,650.2,1080.0,-1000.0,-1096.0,,,,-1623.0,,-1341.1,-1240.5,-1590.5,-2013.2,-1657.8,-1228.0,False,,,,False,,False,False,False,False,False,False
13153,1181,336.0,86.0,,,,512.0,,268.6,522.6,135.7,86.2,238.5,160.0,-845.0,-1095.0,,,,-669.0,,-912.4,-658.4,-1045.3,-1094.8,-942.5,-1021.0,False,,,,True,,False,True,False,False,False,False
13155,82,180.0,88.0,,,,35.0,,134.2,37.3,84.9,15.4,178.8,68.0,98.0,6.0,,,,-47.0,,52.2,-44.7,2.9,-66.6,96.8,-14.0,True,,,,True,,True,True,True,True,True,True
13157,901,480.0,356.0,,,,349.0,,456.5,321.8,161.3,74.6,276.2,350.0,-421.0,-545.0,,,,-552.0,,-444.5,-579.2,-739.7,-826.4,-624.8,-551.0,False,,,,False,,False,False,False,False,False,False
13159,182,24.0,42.0,,,,67.0,,34.2,28.4,3.5,21.9,22.2,55.0,-158.0,-140.0,,,,-115.0,,-147.8,-153.6,-178.5,-160.1,-159.8,-127.0,True,,,,True,,True,True,False,False,False,True
13161,208,72.0,9.0,,,,48.0,,71.5,42.7,8.9,18.4,65.7,40.0,-136.0,-199.0,,,,-160.0,,-136.5,-165.3,-199.1,-189.6,-142.3,-168.0,False,,,,False,,False,False,False,False,False,False
13163,136,144.0,81.0,,,,82.0,,119.3,63.3,26.5,42.9,68.4,96.0,8.0,-55.0,,,,-54.0,,-16.7,-72.7,-109.5,-93.1,-67.6,-40.0,False,,,,False,,False,False,False,False,False,False
13165,56,132.0,35.0,,,,60.0,,118.6,32.1,11.4,30.0,40.8,39.0,76.0,-21.0,,,,4.0,,62.6,-23.9,-44.6,-26.0,-15.2,-17.0,True,,,,True,,True,True,True,True,True,True
13167,87,24.0,16.0,,,,69.0,,12.3,26.5,2.5,36.1,64.0,4.0,-63.0,-71.0,,,,-18.0,,-74.7,-60.5,-84.5,-50.9,-23.0,-83.0,False,,,,True,,False,True,False,True,True,False
13169,158,138.0,53.0,,,,100.0,,134.8,112.3,13.9,82.8,139.4,106.0,-20.0,-105.0,,,,-58.0,,-23.2,-45.7,-144.1,-75.2,-18.6,-52.0,False,,,,False,,False,False,False,False,True,False
13171,217,96.0,1.0,,,,98.0,,98.5,39.4,23.3,0.0,81.0,180.0,-121.0,-216.0,,,,-119.0,,-118.5,-177.6,-193.7,-217.0,-136.0,-37.0,False,,,,True,,True,False,False,False,False,True
13173,84,12.0,0.0,,,,29.0,,9.1,17.2,0.0,1.3,16.5,2.0,-72.0,-84.0,,,,-55.0,,-74.9,-66.8,-84.0,-82.7,-67.5,-82.0,False,,,,True,,False,True,False,False,True,False
13175,788,348.0,275.0,,,,282.0,,263.1,168.3,226.5,126.5,283.7,183.0,-440.0,-513.0,,,,-506.0,,-524.9,-619.7,-561.5,-661.5,-504.3,-605.0,False,,,,False,,False,False,False,False,False,False
13177,161,60.0,43.0,,,,105.0,,50.9,65.1,14.8,37.0,63.9,29.0,-101.0,-118.0,,,,-56.0,,-110.1,-95.9,-146.2,-124.0,-97.1,-132.0,False,,,,True,,False,True,False,False,True,False
13179,301,210.0,151.0,,,,254.0,,170.5,190.4,57.4,58.8,122.6,110.0,-91.0,-150.0,,,,-47.0,,-130.5,-110.6,-243.6,-242.2,-178.4,-191.0,False,,,,True,,False,False,False,False,False,False
13181,73,6.0,0.0,,,,33.0,,6.2,12.7,0.0,0.9,7.5,2.0,-67.0,-73.0,,,,-40.0,,-66.8,-60.3,-73.0,-72.1,-65.5,-71.0,False,,,,True,,True,True,False,False,True,False
13183,59,24.0,43.0,,,,41.0,,31.7,45.1,5.7,32.6,23.2,31.0,-35.0,-16.0,,,,-18.0,,-27.3,-13.9,-53.3,-26.4,-35.8,-28.0,True,,,,True,,True,True,False,True,False,True
13185,1781,534.0,446.0,,,,550.0,,329.0,226.6,144.2,274.0,254.0,439.0,-1247.0,-1335.0,,,,-1231.0,,-1452.0,-1554.4,-1636.8,-1507.0,-1527.0,-1342.0,False,,,,True,,False,False,False,False,False,False
13187,228,210.0,287.0,,,,185.0,,185.7,128.4,86.6,23.0,374.1,89.0,-18.0,59.0,,,,-43.0,,-42.3,-99.6,-141.4,-205.0,146.1,-139.0,False,,,,False,,False,False,False,False,False,False
13189,254,84.0,32.0,,,,152.0,,65.9,90.4,8.0,71.7,45.6,91.0,-170.0,-222.0,,,,-102.0,,-188.1,-163.6,-246.0,-182.3,-208.4,-163.0,False,,,,True,,False,True,False,False,False,True
13191,57,48.0,3.0,,,,24.0,,28.3,40.7,6.8,14.1,36.0,33.0,-9.0,-54.0,,,,-33.0,,-28.7,-16.3,-50.2,-42.9,-21.0,-24.0,False,,,,False,,False,False,False,False,False,False
13193,78,12.0,0.0,,,,65.0,,13.7,38.7,1.3,9.2,13.0,19.0,-66.0,-78.0,,,,-13.0,,-64.3,-39.3,-76.7,-68.8,-65.0,-59.0,False,,,,True,,True,True,False,False,True,True
13195,285,144.0,81.0,,,,171.0,,137.4,98.2,27.9,34.8,121.5,62.0,-141.0,-204.0,,,,-114.0,,-147.6,-186.8,-257.1,-250.2,-163.5,-223.0,False,,,,True,,False,False,False,False,False,False
13197,47,18.0,0.0,,,,35.0,,9.5,14.8,0.9,3.0,13.2,7.0,-29.0,-47.0,,,,-12.0,,-37.5,-32.2,-46.1,-44.0,-33.8,-40.0,False,,,,True,,False,False,False,False,False,False
13199,189,72.0,42.0,,,,78.0,,37.5,48.7,12.0,23.0,61.8,41.0,-117.0,-147.0,,,,-111.0,,-151.5,-140.3,-177.0,-166.0,-127.2,-148.0,False,,,,True,,False,False,False,False,False,False
13201,124,114.0,0.0,,,,34.0,,86.1,20.4,14.9,43.3,96.5,45.0,-10.0,-124.0,,,,-90.0,,-37.9,-103.6,-109.1,-80.7,-27.5,-79.0,False,,,,False,,False,False,False,False,False,False
13205,126,144.0,141.0,,,,97.0,,119.2,89.9,12.7,73.6,113.3,116.0,18.0,15.0,,,,-29.0,,-6.8,-36.1,-113.3,-52.4,-12.7,-10.0,True,,,,False,,True,False,False,False,True,True
13207,240,120.0,94.0,,,,121.0,,133.8,78.5,25.2,35.5,84.7,7.0,-120.0,-146.0,,,,-119.0,,-106.2,-161.5,-214.8,-204.5,-155.3,-233.0,False,,,,True,,True,False,False,False,False,False
13209,113,96.0,61.0,,,,28.0,,83.4,35.9,32.1,43.8,69.2,60.0,-17.0,-52.0,,,,-85.0,,-29.6,-77.1,-80.9,-69.2,-43.8,-53.0,False,,,,False,,False,False,False,False,False,False
13211,267,48.0,1.0,,,,143.0,,50.6,42.4,2.8,5.0,72.9,25.0,-219.0,-266.0,,,,-124.0,,-216.4,-224.6,-264.2,-262.0,-194.1,-242.0,False,,,,True,,True,False,False,False,True,False
13213,528,156.0,189.0,,,,254.0,,150.1,79.8,44.0,40.7,82.8,123.0,-372.0,-339.0,,,,-274.0,,-377.9,-448.2,-484.0,-487.3,-445.2,-405.0,True,,,,True,,False,False,False,False,False,False
13215,846,618.0,370.0,,,,804.0,,431.1,443.8,122.7,179.5,381.8,493.0,-228.0,-476.0,,,,-42.0,,-414.9,-402.2,-723.3,-666.5,-464.2,-353.0,False,,,,True,,False,False,False,False,False,False
13217,851,288.0,203.0,,,,370.0,,214.9,302.2,127.8,89.4,170.3,162.0,-563.0,-648.0,,,,-481.0,,-636.1,-548.8,-723.2,-761.6,-680.7,-689.0,False,,,,True,,False,True,False,False,False,False
13219,484,186.0,77.0,,,,155.0,,178.4,151.4,62.7,11.4,148.9,98.0,-298.0,-407.0,,,,-329.0,,-305.6,-332.6,-421.3,-472.6,-335.1,-386.0,False,,,,False,,False,False,False,False,False,False
13221,160,78.0,5.0,,,,78.0,,90.3,47.7,22.5,17.9,37.0,54.0,-82.0,-155.0,,,,-82.0,,-69.7,-112.3,-137.5,-142.1,-123.0,-106.0,False,,,,False,,True,False,False,False,False,False
13223,1434,504.0,707.0,,,,573.0,,359.5,493.0,337.4,102.2,387.8,250.0,-930.0,-727.0,,,,-861.0,,-1074.5,-941.0,-1096.6,-1331.8,-1046.2,-1184.0,True,,,,True,,False,False,False,False,False,False
13225,287,96.0,60.0,,,,105.0,,58.7,79.7,12.5,44.5,79.6,28.0,-191.0,-227.0,,,,-182.0,,-228.3,-207.3,-274.5,-242.5,-207.4,-259.0,False,,,,True,,False,False,False,False,False,False
13227,353,60.0,45.0,,,,166.0,,51.6,76.3,33.2,27.2,84.4,21.0,-293.0,-308.0,,,,-187.0,,-301.4,-276.7,-319.8,-325.8,-268.6,-332.0,False,,,,True,,False,True,False,False,True,False
13229,549,102.0,68.0,,,,59.0,,87.9,56.1,8.0,30.9,62.0,39.0,-447.0,-481.0,,,,-490.0,,-461.1,-492.9,-541.0,-518.1,-487.0,-510.0,False,,,,False,,False,False,False,False,False,False
13231,357,138.0,42.0,,,,63.0,,151.6,60.4,23.6,15.8,90.1,180.0,-219.0,-315.0,,,,-294.0,,-205.4,-296.6,-333.4,-341.2,-266.9,-177.0,False,,,,False,,True,False,False,False,False,True
13233,606,240.0,293.0,,,,298.0,,212.9,132.4,41.0,26.8,235.2,177.0,-366.0,-313.0,,,,-308.0,,-393.1,-473.6,-565.0,-579.2,-370.8,-429.0,True,,,,True,,False,False,False,False,False,False
13235,107,36.0,49.0,,,,46.0,,29.1,35.6,3.1,3.5,172.1,5.0,-71.0,-58.0,,,,-61.0,,-77.9,-71.4,-103.9,-103.5,65.1,-102.0,True,,,,True,,False,False,False,False,True,False
13237,234,156.0,43.0,,,,111.0,,101.1,85.5,54.0,108.2,102.4,216.0,-78.0,-191.0,,,,-123.0,,-132.9,-148.5,-180.0,-125.8,-131.6,-18.0,False,,,,False,,False,False,False,False,False,True
13239,43,12.0,0.0,,,,6.0,,11.7,1.5,0.1,13.8,8.2,39.0,-31.0,-43.0,,,,-37.0,,-31.3,-41.5,-42.9,-29.2,-34.8,-4.0,False,,,,False,,False,False,False,True,False,True
13241,117,240.0,189.0,,,,70.0,,260.5,51.2,161.8,21.1,149.5,387.0,123.0,72.0,,,,-47.0,,143.5,-65.8,44.8,-95.9,32.5,270.0,True,,,,True,,False,True,True,True,True,False
13243,34,0.0,0.0,,,,48.0,,0.7,9.1,0.1,1.1,28.2,0.0,-34.0,-34.0,,,,14.0,,-33.3,-24.9,-33.9,-32.9,-5.8,-34.0,False,,,,True,,True,True,True,True,True,False
13245,2077,1098.0,684.0,,,,1466.0,,788.3,783.5,758.9,126.3,858.7,622.0,-979.0,-1393.0,,,,-611.0,,-1288.7,-1293.5,-1318.1,-1950.7,-1218.3,-1455.0,False,,,,True,,False,False,False,False,False,False
13247,592,276.0,221.0,,,,326.0,,209.4,263.3,141.4,176.2,201.9,216.0,-316.0,-371.0,,,,-266.0,,-382.6,-328.7,-450.6,-415.9,-390.1,-376.0,False,,,,True,,False,False,False,False,False,False
13249,50,6.0,0.0,,,,19.0,,5.3,6.2,0.0,3.1,8.9,2.0,-44.0,-50.0,,,,-31.0,,-44.7,-43.8,-50.0,-46.9,-41.1,-48.0,False,,,,True,,False,True,False,False,True,False
13251,75,66.0,91.0,,,,73.0,,72.5,63.0,18.8,12.6,45.3,43.0,-9.0,16.0,,,,-2.0,,-2.5,-12.0,-56.2,-62.4,-29.7,-32.0,False,,,,True,,True,False,False,False,False,False
13253,127,90.0,0.0,,,,56.0,,75.7,31.0,13.9,1.8,137.3,32.0,-37.0,-127.0,,,,-71.0,,-51.3,-96.0,-113.1,-125.2,10.3,-95.0,False,,,,False,,False,False,False,False,True,False
13255,766,138.0,118.0,,,,250.0,,152.8,174.4,77.9,104.4,124.7,132.0,-628.0,-648.0,,,,-516.0,,-613.2,-591.6,-688.1,-661.6,-641.3,-634.0,False,,,,True,,True,True,False,False,False,False
13257,267,342.0,355.0,,,,219.0,,309.0,140.7,308.6,53.6,260.2,152.0,75.0,88.0,,,,-48.0,,42.0,-126.3,41.6,-213.4,-6.8,-115.0,False,,,,True,,True,False,True,False,True,False
13259,100,12.0,0.0,,,,22.0,,7.5,24.6,0.4,1.2,14.7,0.0,-88.0,-100.0,,,,-78.0,,-92.5,-75.4,-99.6,-98.8,-85.3,-100.0,False,,,,True,,False,True,False,False,True,False
13261,236,72.0,24.0,,,,118.0,,57.8,80.5,14.2,22.0,75.2,31.0,-164.0,-212.0,,,,-118.0,,-178.2,-155.5,-221.8,-214.0,-160.8,-205.0,False,,,,True,,False,True,False,False,True,False
13263,57,0.0,0.0,,,,26.0,,3.0,7.0,1.1,1.1,5.3,7.0,-57.0,-57.0,,,,-31.0,,-54.0,-50.0,-55.9,-56.0,-51.7,-50.0,False,,,,True,,True,True,True,True,True,True
13265,13,6.0,0.0,,,,8.0,,1.0,1.8,0.1,5.0,,6.0,-7.0,-13.0,,,,-5.0,,-12.0,-11.2,-12.9,-8.0,,-7.0,False,,,,True,,False,False,False,False,,False
13267,195,96.0,143.0,,,,141.0,,115.4,71.9,34.9,13.3,80.0,87.0,-99.0,-52.0,,,,-54.0,,-79.6,-123.1,-160.1,-181.7,-115.0,-108.0,True,,,,True,,True,False,False,False,False,False
13269,100,54.0,38.0,,,,36.0,,35.2,26.4,3.0,37.2,55.2,14.0,-46.0,-62.0,,,,-64.0,,-64.8,-73.6,-97.0,-62.8,-44.8,-86.0,False,,,,False,,False,False,False,False,True,False
13271,259,72.0,32.0,,,,65.0,,58.3,27.7,11.1,46.1,39.4,48.0,-187.0,-227.0,,,,-194.0,,-200.7,-231.3,-247.9,-212.9,-219.6,-211.0,False,,,,False,,False,False,False,False,False,False
13273,59,6.0,0.0,,,,43.0,,1.2,12.1,1.4,0.0,15.2,10.0,-53.0,-59.0,,,,-16.0,,-57.8,-46.9,-57.6,-59.0,-43.8,-49.0,False,,,,True,,False,True,False,False,True,True
13275,321,102.0,86.0,,,,210.0,,73.4,96.3,16.0,40.9,111.2,65.0,-219.0,-235.0,,,,-111.0,,-247.6,-224.7,-305.0,-280.1,-209.8,-256.0,False,,,,True,,False,False,False,False,True,False
13277,431,306.0,290.0,,,,180.0,,256.4,103.2,95.9,54.0,109.6,259.0,-125.0,-141.0,,,,-251.0,,-174.6,-327.8,-335.1,-377.0,-321.4,-172.0,False,,,,False,,False,False,False,False,False,False
13279,260,198.0,147.0,,,,169.0,,171.3,106.9,45.8,54.8,131.1,186.0,-62.0,-113.0,,,,-91.0,,-88.7,-153.1,-214.2,-205.2,-128.9,-74.0,False,,,,False,,False,False,False,False,False,False
13281,175,114.0,95.0,,,,41.0,,117.0,56.7,54.2,23.8,81.1,75.0,-61.0,-80.0,,,,-134.0,,-58.0,-118.3,-120.8,-151.2,-93.9,-100.0,False,,,,False,,True,False,False,False,False,False
13283,118,36.0,5.0,,,,36.0,,36.4,20.5,5.7,3.8,38.6,34.0,-82.0,-113.0,,,,-82.0,,-81.6,-97.5,-112.3,-114.2,-79.4,-84.0,False,,,,False,,True,False,False,False,True,False
13285,873,270.0,219.0,,,,303.0,,187.3,136.1,80.6,98.7,92.7,62.0,-603.0,-654.0,,,,-570.0,,-685.7,-736.9,-792.4,-774.3,-780.3,-811.0,False,,,,True,,False,False,False,False,False,False
13287,92,90.0,0.0,,,,25.0,,57.0,23.4,14.3,13.4,54.6,118.0,-2.0,-92.0,,,,-67.0,,-35.0,-68.6,-77.7,-78.6,-37.4,26.0,False,,,,False,,False,False,False,False,False,False
13289,44,72.0,55.0,,,,37.0,,59.4,21.4,6.7,5.3,88.0,75.0,28.0,11.0,,,,-7.0,,15.4,-22.6,-37.3,-38.7,44.0,31.0,True,,,,True,,True,True,False,False,False,False
13291,1685,240.0,191.0,,,,116.0,,277.9,173.5,96.8,121.7,151.5,253.0,-1445.0,-1494.0,,,,-1569.0,,-1407.1,-1511.5,-1588.2,-1563.3,-1533.5,-1432.0,False,,,,False,,True,False,False,False,False,True
13293,592,120.0,84.0,,,,128.0,,114.3,146.1,25.1,59.6,116.3,75.0,-472.0,-508.0,,,,-464.0,,-477.7,-445.9,-566.9,-532.4,-475.7,-517.0,False,,,,True,,False,True,False,False,False,False
13295,653,534.0,291.0,,,,568.0,,454.0,394.9,188.5,81.0,688.2,208.0,-119.0,-362.0,,,,-85.0,,-199.0,-258.1,-464.5,-572.0,35.2,-445.0,False,,,,True,,False,False,False,False,True,False
13297,1051,360.0,407.0,,,,387.0,,301.3,370.1,82.4,192.8,263.9,365.0,-691.0,-644.0,,,,-664.0,,-749.7,-680.9,-968.6,-858.2,-787.1,-686.0,True,,,,True,,False,True,False,False,False,True
