,mean_abs_error_2020-10-19_2020-12-12,mean_abs_error_2020-10-26_2020-12-12,mean_abs_error_2020-11-02_2020-12-12,mean_abs_error_2020-11-09_2020-12-12,mean_abs_error_2020-11-16_2020-12-12,mean_abs_error_2020-11-23_2020-12-12,mean_abs_error_2020-11-30_2020-12-12,mean_abs_error_2020-12-07_2020-12-12,mean_sq_abs_error_2020-10-19_2020-12-12,mean_sq_abs_error_2020-10-26_2020-12-12,mean_sq_abs_error_2020-11-02_2020-12-12,mean_sq_abs_error_2020-11-09_2020-12-12,mean_sq_abs_error_2020-11-16_2020-12-12,mean_sq_abs_error_2020-11-23_2020-12-12,mean_sq_abs_error_2020-11-30_2020-12-12,mean_sq_abs_error_2020-12-07_2020-12-12
UVA-Ensemble,,,,,39629.6,21526.0,13370.6,6318.1,,,,,5397615296.0,1275047644.5,443061358.7,93697873.0
JHU_IDD-CovidSP,,,96301.8,,30379.7,21243.5,19400.1,11396.5,,,18773089041.7,,3002503456.7,1619460930.5,1244471229.7,431013801.7
USACE-ERDC_SEIR,,86287.1,,,25303.2,22631.9,22047.3,,,13578730232.4,,,1347915621.7,1234464389.8,1207333420.6,
RobertWalraven-ESG,,,,,35012.5,20313.9,18019.2,6806.2,,,,,3926168297.7,965761655.4,777046569.8,114840066.1
UCSB-ACTS,,,,,34794.1,38888.8,30679.5,10621.9,,,,,4076616737.8,4749233467.5,2391503528.4,287072357.9
IEM_MED-CovidProject,,,,,,,,4306.1,,,,,,,,53672528.5
Microsoft-DeepSTIA,,,,,,,,4445.1,,,,,,,,124934828.8
IQVIA_ACOE-STAN,,,,,,,17235.9,5435.1,,,,,,,1002189215.1,148027351.9
JHU_UNC_GAS-StatMechPool,,,,,40988.4,,,6453.3,,,,,5178276524.5,,,209366544.0
UChicagoCHATTOPADHYAY-UnIT,,,,,,,15076.0,5593.3,,,,,,,886649026.8,148218542.8
CovidAnalytics-DELPHI,,113295.2,110485.9,96288.7,86222.0,42536.4,21914.6,9003.8,,27327838560.9,26863977912.7,23175356002.5,19323028736.3,5122708096.3,1107333993.0,211278835.8
DDS-NBDS,,,,,112470.1,43418.5,14361.6,15453.3,,,,,146645876896.3,4663716429.4,621512580.6,1895736567.3
Geneva-DetGrowth,,,,,,,,5165.3,,,,,,,,117281779.1
UMich-RidgeTfReg,,,,,86814.6,27648.7,,,,,,,21525656488.4,1677241967.2,,
TTU-squider,,,,,61157.3,42214.4,33867.6,10054.5,,,,,11175328635.8,6421685790.3,4517338592.5,1002864155.5
Wadhwani_AI-BayesOpt,,,,,,,,19733.2,,,,,,,,778488797.1
