,mean_abs_error_2020-11-02_2020-12-26,mean_abs_error_2020-11-09_2020-12-26,mean_abs_error_2020-11-16_2020-12-26,mean_abs_error_2020-11-23_2020-12-26,mean_abs_error_2020-11-30_2020-12-26,mean_abs_error_2020-12-07_2020-12-26,mean_abs_error_2020-12-14_2020-12-26,mean_abs_error_2020-12-21_2020-12-26,mean_sq_abs_error_2020-11-02_2020-12-26,mean_sq_abs_error_2020-11-09_2020-12-26,mean_sq_abs_error_2020-11-16_2020-12-26,mean_sq_abs_error_2020-11-23_2020-12-26,mean_sq_abs_error_2020-11-30_2020-12-26,mean_sq_abs_error_2020-12-07_2020-12-26,mean_sq_abs_error_2020-12-14_2020-12-26,mean_sq_abs_error_2020-12-21_2020-12-26
JHUAPL-Bucky,108008.2,94067.1,166740.6,105075.3,32294.1,21453.3,17106.4,7302.5,34175767902.7,28701011563.0,72376551300.9,35865971010.7,3065679251.5,1679351879.7,1113310457.3,464232707.3
BPagano-RtDriven,105704.6,82293.4,82109.0,,35822.3,26456.0,15344.1,7077.2,30582080533.8,21965074066.7,21710674195.8,,3069417746.5,1703695807.2,430856352.4,196625484.5
Microsoft-DeepSTIA,,,,,,18256.1,12627.4,5044.9,,,,,,3378501295.2,471773816.3,65202562.8
JCB-PRM,107002.4,98348.8,59474.3,65650.6,48697.9,28061.6,15348.4,8128.3,32516594929.7,32013016523.6,14222863305.9,14472803435.3,7054426615.2,3165813032.5,515466099.9,178258017.1
RobertWalraven-ESG,,,,,43350.4,26566.5,11448.8,5232.7,,,,,6913852002.7,3703466634.9,267779322.6,109621092.5
OliverWyman-Navigator,,,,,,15517.5,12149.7,7115.5,,,,,,1621804659.6,334058581.7,108800147.1
JHU_UNC_GAS-StatMechPool,,,,,,22156.7,14657.7,6760.9,,,,,,2514094385.2,925300098.1,341839565.9
UChicagoCHATTOPADHYAY-UnIT,,,,,,,12672.8,4147.4,,,,,,,827307505.2,55144736.6
IEM_MED-CovidProject,,,,,,17596.2,17718.7,7993.8,,,,,,803536868.9,1009436478.0,492369727.9
Karlen-pypm,,,,106490.5,42168.3,23320.8,16782.0,8322.4,,,,24339315598.1,5077991142.1,1482848085.7,640282379.0,311500602.6
Google_Harvard-CPF,,,,,43804.1,24456.9,14205.7,9845.4,,,,,6424985608.4,2284721781.7,537659553.8,423282915.3
CovidAnalytics-DELPHI,,149253.9,149927.3,100214.4,63414.4,40842.6,21965.8,6782.0,,63469269385.3,64807610774.4,25737907069.4,9280804142.1,4523608689.4,1185374235.4,371381982.7
DDS-NBDS,,,,,36201.1,42485.7,16882.6,9480.2,,,,,4678132462.7,8445592941.8,1872469808.4,775498081.1
UVA-Ensemble,,,,,37197.8,27209.9,24195.1,20463.6,,,,,3977831321.6,2083163790.1,2302357983.9,5489756607.3
Wadhwani_AI-BayesOpt,,,,,,55513.1,12984.5,10124.9,,,,,,6867106679.0,517206897.0,294259789.6
Geneva-DetGrowth,,,,,,,,5369.3,,,,,,,,171181697.9
TTU-squider,,,,,82777.1,37105.7,18446.7,8172.1,,,,,28578927316.0,12904590859.0,974125088.9,172380950.1
UCSB-ACTS,,,,,86609.9,46451.3,26747.6,8087.5,,,,,17686228482.9,4974472944.0,1546076237.3,146070165.5
IQVIA_ACOE-STAN,,,,,,,15854.9,,,,,,,,1257758038.6,
UMich-RidgeTfReg,,,,,,,,7497.7,,,,,,,,389822508.9
