,mean_abs_error_2020-12-14_2021-02-06,mean_abs_error_2020-12-21_2021-02-06,mean_abs_error_2020-12-28_2021-02-06,mean_abs_error_2021-01-04_2021-02-06,mean_abs_error_2021-01-11_2021-02-06,mean_abs_error_2021-01-18_2021-02-06,mean_abs_error_2021-01-25_2021-02-06,mean_abs_error_2021-02-01_2021-02-06,mean_sq_abs_error_2020-12-14_2021-02-06,mean_sq_abs_error_2020-12-21_2021-02-06,mean_sq_abs_error_2020-12-28_2021-02-06,mean_sq_abs_error_2021-01-04_2021-02-06,mean_sq_abs_error_2021-01-11_2021-02-06,mean_sq_abs_error_2021-01-18_2021-02-06,mean_sq_abs_error_2021-01-25_2021-02-06,mean_sq_abs_error_2021-02-01_2021-02-06
MIT_ISOLAT-Mixtures,,,,,,31462.4,12512.2,4252.0,,,,,,3031404426.4,559270916.5,60407285.6
UVA-Ensemble,,,,,62483.2,55634.2,29932.9,2683.1,,,,,13104721973.8,15357713537.4,4456867907.9,23299136.1
UMich-RidgeTfReg,,,,,59122.2,36039.9,14367.9,5451.3,,,,,14832180080.1,7684978205.7,553015007.0,67324530.7
CovidAnalytics-DELPHI,,,55308.3,44030.3,89336.4,74420.4,24977.4,6337.7,,,10269281620.5,5237942983.3,114927691530.4,79231975077.2,4789550844.4,124831644.9
COVIDhub-trained_ensemble,,,,,,,,2682.2,,,,,,,,20187364.4
Wadhwani_AI-BayesOpt,,,,38319.2,,,,,,,,5014705298.1,,,,
UCSB-ACTS,,,,,45584.3,57590.2,39638.6,,,,,,11254497553.7,11937119767.8,6086817183.1,
Geneva-DetGrowth,,,,,,,,3193.8,,,,,,,,35426102.6
JCB-PRM,205036.2,178711.5,89488.4,,,,,,138753458605.4,191371079130.2,83758241444.3,,,,,
OliverWyman-Navigator,,,,,,44217.3,16472.5,4907.2,,,,,,8125295453.1,1148429627.6,92661216.5
SigSci-TS,,,,,,,,4854.4,,,,,,,,97286419.2
DDS-NBDS,,,,,151329.3,193780.5,31405.7,27893.0,,,,,107611490043.1,890311755761.3,9332613498.7,10548382729.3
