,mean_abs_error_2020-12-21_2021-02-13,mean_abs_error_2020-12-28_2021-02-13,mean_abs_error_2021-01-04_2021-02-13,mean_abs_error_2021-01-11_2021-02-13,mean_abs_error_2021-01-18_2021-02-13,mean_abs_error_2021-01-25_2021-02-13,mean_abs_error_2021-02-01_2021-02-13,mean_abs_error_2021-02-08_2021-02-13,mean_sq_abs_error_2020-12-21_2021-02-13,mean_sq_abs_error_2020-12-28_2021-02-13,mean_sq_abs_error_2021-01-04_2021-02-13,mean_sq_abs_error_2021-01-11_2021-02-13,mean_sq_abs_error_2021-01-18_2021-02-13,mean_sq_abs_error_2021-01-25_2021-02-13,mean_sq_abs_error_2021-02-01_2021-02-13,mean_sq_abs_error_2021-02-08_2021-02-13
CU-select,,,163488.6,179330.2,62757.3,21241.7,10441.3,2968.8,,,84999820988.4,125483672992.0,31116618578.9,1608646610.7,474257720.7,43852936.4
MIT_ISOLAT-Mixtures,,,,,47582.6,21236.9,10167.2,4043.6,,,,,6975229672.7,1504369475.8,383004197.0,119381447.2
JHU_UNC_GAS-StatMechPool,,,,,,21325.0,7380.4,3254.1,,,,,,1289287100.7,161022365.0,66653502.6
COVIDhub-trained_ensemble,,,,,,,7691.9,1500.8,,,,,,,153238792.6,8726971.4
CEID-Walk,,,,,48360.0,21999.6,11636.0,3606.5,,,,,11222707213.1,1963909141.5,506706298.0,62986965.9
UChicagoCHATTOPADHYAY-UnIT,,,,,,,5007.0,2471.2,,,,,,,137813249.5,22996969.7
TTU-squider,,,,,29598.4,22618.1,13535.5,6678.0,,,,,5688509142.1,3152564929.0,1343428398.6,291800148.1
JHU_CSSE-DECOM,,,,,62534.6,23645.6,11641.3,3064.5,,,,,18475051759.5,3084425300.6,444596660.1,61906798.8
UVA-Ensemble,,,,,78644.2,46341.7,7289.9,,,,,,28896689258.6,8265106876.4,230012711.4,
CovidAnalytics-DELPHI,,,51103.2,110000.3,98480.7,52477.2,15012.6,3793.4,,,6929024998.5,164467086904.8,135454942434.6,27899974050.4,765205640.4,73934776.5
Geneva-DetGrowth,,,,,,,,2168.0,,,,,,,,23119986.3
UMich-RidgeTfReg,,,,,56741.3,28309.7,14079.0,5323.3,,,,,17984146911.2,2250651705.4,452701767.2,122045977.3
OliverWyman-Navigator,,,,,,29610.1,12121.6,3868.0,,,,,,3527251570.7,501732611.4,57079856.2
SigSci-TS,,,,,,,11475.2,,,,,,,,453940192.9,
UCSB-ACTS,,,,,87830.5,66882.2,,,,,,,27290473996.5,17065276946.1,,
DDS-NBDS,,,,,268651.3,63401.9,63402.6,75232.1,,,,,1447197047548.9,42865093744.4,42737643497.6,72772611596.7
JCB-PRM,251565.6,121668.3,,,,,,,361426416425.6,141992818103.5,,,,,,
