,mean_abs_error_2020-12-28_2021-02-20,mean_abs_error_2021-01-04_2021-02-20,mean_abs_error_2021-01-11_2021-02-20,mean_abs_error_2021-01-18_2021-02-20,mean_abs_error_2021-01-25_2021-02-20,mean_abs_error_2021-02-01_2021-02-20,mean_abs_error_2021-02-08_2021-02-20,mean_abs_error_2021-02-15_2021-02-20,mean_sq_abs_error_2020-12-28_2021-02-20,mean_sq_abs_error_2021-01-04_2021-02-20,mean_sq_abs_error_2021-01-11_2021-02-20,mean_sq_abs_error_2021-01-18_2021-02-20,mean_sq_abs_error_2021-01-25_2021-02-20,mean_sq_abs_error_2021-02-01_2021-02-20,mean_sq_abs_error_2021-02-08_2021-02-20,mean_sq_abs_error_2021-02-15_2021-02-20
CU-select,,,221552.6,85561.0,39962.2,22477.1,9520.7,2200.2,,,183316838876.3,54613147460.0,5673449691.2,2315050661.5,507366726.9,28837282.5
MOBS-GLEAM_COVID,,,,,23807.4,15654.8,9431.3,5505.1,,,,,4627120309.5,1419956658.5,398359861.7,154155666.4
MIT_ISOLAT-Mixtures,,,,,31229.4,17470.5,9683.3,3558.9,,,,,3219499786.1,1297731519.3,811612189.9,122512150.0
JHU_CSSE-DECOM,,,,,39199.4,23680.3,8539.2,2317.2,,,,,7991657835.4,1882997403.2,508902775.5,19676568.2
COVIDhub-trained_ensemble,,,,,,16321.3,4610.7,9700.2,,,,,,649310391.0,133015828.7,263102836.9
UVA-Ensemble,,,,,61641.7,14648.9,,2517.4,,,,,12117542058.5,802029782.6,,58759966.2
CEID-Walk,,,,,36598.7,23223.5,10482.2,3556.2,,,,,4994096777.2,2008003007.0,537981469.8,57104879.2
CovidAnalytics-DELPHI,,,121989.0,114082.4,83899.5,27454.5,8481.2,3978.4,,,188908659212.5,167912113598.4,80999690862.8,3281340893.3,476701946.5,139612684.3
TTU-squider,,,,,28380.6,19832.1,13864.5,6791.5,,,,,4845680362.4,2629983037.5,1078480172.8,282119828.2
OliverWyman-Navigator,,,,,,22126.7,9745.2,3508.6,,,,,,1693105751.2,417298915.0,67508822.3
Geneva-DetGrowth,,,,,,,,1774.8,,,,,,,,17134543.7
SigSci-TS,,,,,,20899.4,,3085.4,,,,,,1211697031.7,,61873364.4
UChicagoCHATTOPADHYAY-UnIT,,,,,,,6479.0,,,,,,,,208980553.0,
UMich-RidgeTfReg,,,,,46888.6,26355.9,13509.2,4220.5,,,,,6465276287.9,1728492763.4,845714678.4,100715084.0
UCSB-ACTS,,,,,98581.5,,,,,,,,36840888003.9,,,
DDS-NBDS,,,,,114672.0,128230.8,118444.0,,,,,,157576006604.3,179901244897.8,143790598183.1,
JCB-PRM,157720.3,,,,,,,,220060495448.5,,,,,,,
