,actual_deaths,Baseline,Covid19Sim-Simulator,IHME-CurveFit,IowaStateLW-STEM,UCLA-SuEIR,error-Baseline,error-Covid19Sim-Simulator,error-IHME-CurveFit,error-IowaStateLW-STEM,error-UCLA-SuEIR,beat_baseline-Covid19Sim-Simulator,beat_baseline-IHME-CurveFit,beat_baseline-IowaStateLW-STEM,beat_baseline-UCLA-SuEIR
New Hampshire,523,447.9,462.7,498.4,459.0,465.2,-75.1,-60.3,-24.6,-64.0,-57.8,True,True,True,True
New Jersey,16965,16451.4,16500.4,19592.9,16382.0,16321.8,-513.6,-464.6,2627.9,-583.0,-643.2,True,False,False,False
New Mexico,1527,1056.0,1049.1,1127.9,1040.0,981.1,-471.0,-477.9,-399.1,-487.0,-545.9,False,True,False,False
New York,34526,33520.7,33439.0,34370.6,33418.0,33387.9,-843.3,-925.0,6.6,-946.0,-976.1,False,True,False,False
North Carolina,5219,5194.7,4828.5,6210.4,4829.0,4639.2,-24.3,-390.5,991.4,-390.0,-579.8,False,False,False,False
North Dakota,921,576.4,537.6,521.6,355.0,310.7,-344.6,-383.4,-399.4,-566.0,-610.3,False,False,False,False
Ohio,7693,5857.0,5865.7,6696.1,5532.0,5710.2,-2212.0,-2203.3,-1372.9,-2537.0,-2358.8,True,True,False,False
Oklahoma,1717,1537.4,1512.2,1801.0,1433.0,1478.5,-179.6,-204.8,84.0,-284.0,-238.5,False,True,False,False
Oregon,896,693.6,716.7,798.7,699.0,732.3,-202.4,-179.3,-97.3,-197.0,-163.7,True,True,True,True
Pennsylvania,10234,9202.0,9156.5,9861.6,8976.0,8670.0,-1032.0,-1077.5,-372.4,-1258.0,-1564.0,False,True,False,False
Rhode Island,1399,1275.3,1280.5,1558.6,1181.0,1182.4,-109.7,-104.5,173.6,-204.0,-202.6,True,False,False,False
South Carolina,4346,4450.9,4347.9,4930.3,4004.0,4354.8,104.9,1.9,584.3,-342.0,8.8,True,False,False,True
South Dakota,942,359.7,385.1,481.4,323.0,275.9,-582.3,-556.9,-460.6,-619.0,-666.1,True,True,False,False
Tennessee,4541,3785.3,3637.5,5569.4,3361.0,3724.7,-755.7,-903.5,1028.4,-1180.0,-816.3,False,False,False,False
Texas,22130,21564.1,21455.4,24824.0,20495.0,20495.9,-281.9,-390.6,2978.0,-1351.0,-1350.1,False,False,False,False
Utah,863,568.1,841.3,523.4,569.0,587.9,-294.9,-21.7,-339.6,-294.0,-275.1,True,False,True,True
Vermont,67,58.0,60.4,58.8,58.0,59.4,-9.0,-6.6,-8.2,-9.0,-7.6,True,True,False,True
Virginia,4054,4432.4,4624.1,3454.9,4108.0,3729.9,380.4,572.1,-597.1,56.0,-322.1,False,False,True,True
Washington,2714,2658.0,2507.3,2431.6,2345.0,2619.5,-75.0,-225.7,-301.4,-388.0,-113.5,False,False,False,False
West Virginia,718,560.4,670.9,1257.8,556.0,489.0,-157.6,-47.1,539.8,-162.0,-229.0,True,False,False,False
Wisconsin,3464,1626.4,2145.0,1826.7,1786.0,1755.3,-1748.6,-1230.0,-1548.3,-1589.0,-1619.7,True,True,True,True
Wyoming,215,58.9,178.0,61.8,76.0,59.5,-156.1,-37.0,-153.2,-139.0,-155.5,True,True,True,True
US,268482,251229.4,236160.3,279394.4,230314.0,235995.9,-17038.6,-32107.7,11126.4,-37954.0,-32272.1,False,True,False,False
