,actual_deaths,Baseline,Covid19Sim-Simulator,IHME-CurveFit,IowaStateLW-STEM,STH-3PU,UCLA-SuEIR,error-Baseline,error-Covid19Sim-Simulator,error-IHME-CurveFit,error-IowaStateLW-STEM,error-STH-3PU,error-UCLA-SuEIR,beat_baseline-Covid19Sim-Simulator,beat_baseline-IHME-CurveFit,beat_baseline-IowaStateLW-STEM,beat_baseline-STH-3PU,beat_baseline-UCLA-SuEIR
Massachusetts,10676,10071.1,8997.7,12036.6,10336.0,,9464.9,-604.9,-1678.3,1360.6,-340.0,,-1211.1,False,False,True,,False
Michigan,9467,7587.4,7447.2,9635.9,7624.0,,7124.3,-1879.6,-2019.8,168.9,-1843.0,,-2342.7,False,True,True,,False
Minnesota,3580,2658.3,2559.3,4840.2,2354.0,,2784.7,-921.7,-1020.7,1260.2,-1226.0,,-795.3,False,False,False,,True
Mississippi,3779,4401.7,2563.7,3300.0,4319.0,,3996.6,622.7,-1215.3,-479.0,540.0,,217.6,False,True,True,,True
Missouri,3844,2423.0,2609.5,2919.0,2075.0,,2017.2,-1421.0,-1234.5,-925.0,-1769.0,,-1826.8,True,True,False,,False
Montana,669,200.9,275.3,173.6,244.0,,171.7,-468.1,-393.7,-495.4,-425.0,,-497.3,True,False,True,,False
Nebraska,989,613.6,638.2,966.1,576.0,,484.9,-375.4,-350.8,-22.9,-413.0,,-504.1,True,True,False,,False
Nevada,2119,2929.1,1642.3,3241.5,2432.0,,2587.0,810.1,-476.7,1122.5,313.0,,468.0,True,False,True,,True
New Hampshire,523,512.1,433.5,449.5,505.0,,498.8,-10.9,-89.5,-73.5,-18.0,,-24.2,False,False,False,,False
New Jersey,16965,16417.1,16145.7,16286.1,16369.0,,16206.7,-547.9,-819.3,-678.9,-596.0,,-758.3,False,False,False,,False
New Mexico,1527,1174.6,805.2,1226.8,1118.0,,939.0,-352.4,-721.8,-300.2,-409.0,,-588.0,False,True,False,,False
New York,34514,33478.9,33266.5,32739.2,33408.0,,33192.7,-1067.1,-1279.5,-1806.8,-1138.0,,-1353.3,False,False,False,,False
North Carolina,5219,5080.7,3927.4,8084.3,4280.0,,4089.0,-138.3,-1291.6,2865.3,-939.0,,-1130.0,False,False,False,,False
North Dakota,921,288.4,395.9,358.4,261.0,,229.3,-632.6,-525.1,-562.6,-660.0,,-691.7,True,True,False,,False
Ohio,6378,6084.3,4653.6,5902.9,5817.0,,5708.0,-293.7,-1724.4,-475.1,-561.0,,-670.0,False,False,False,,False
Oklahoma,1717,1626.7,1290.4,1933.1,1259.0,,1356.8,-90.3,-426.6,216.1,-458.0,,-360.2,False,False,False,,False
Oregon,896,818.9,678.5,2252.1,681.0,,787.4,-77.1,-217.5,1356.1,-215.0,,-108.6,False,False,False,,False
Pennsylvania,10234,8998.1,8124.0,14684.5,8281.0,,8227.1,-1235.9,-2110.0,4450.5,-1953.0,,-2006.9,False,False,False,,False
Rhode Island,1346,1154.7,1098.6,1183.7,1251.0,,1116.5,-183.3,-239.4,-154.3,-87.0,,-221.5,False,True,True,,False
South Carolina,4346,5760.4,2634.7,4615.9,3794.0,,4364.2,1414.4,-1711.3,269.9,-552.0,,18.2,False,True,True,,True
South Dakota,942,271.9,409.3,273.7,302.0,,337.7,-670.1,-532.7,-668.3,-640.0,,-604.3,True,True,True,,True
Tennessee,4541,4352.3,2470.3,5222.5,3274.0,,3624.8,-188.7,-2070.7,681.5,-1267.0,,-916.2,False,False,False,,False
Texas,21788,29754.9,15408.9,25130.4,29910.0,20603.0,21814.6,7968.9,-6377.1,3344.4,8124.0,-1183.0,28.6,True,True,False,True,True
Utah,863,689.9,696.3,881.5,762.0,,682.2,-173.1,-166.7,18.5,-101.0,,-180.8,True,True,True,,False
Vermont,67,58.0,66.1,62.4,59.0,,60.6,-9.0,-0.9,-4.6,-8.0,,-6.4,True,True,True,,True
Virginia,4054,3658.7,3263.4,2790.4,2906.0,,2925.1,-395.3,-790.6,-1263.6,-1148.0,,-1128.9,False,False,False,,False
Washington,2703,2999.3,2573.8,4857.3,2463.0,,2801.8,296.3,-129.2,2154.3,-240.0,,98.8,True,False,True,,True
West Virginia,718,442.3,240.4,591.7,331.0,,286.3,-275.7,-477.6,-126.3,-387.0,,-431.7,False,True,False,,False
Wisconsin,3464,1663.0,1998.5,1717.7,1545.0,,1468.6,-1747.0,-1411.5,-1692.3,-1865.0,,-1941.4,True,True,False,,False
Wyoming,215,134.0,68.1,34.0,43.0,,64.4,-81.0,-146.9,-181.0,-172.0,,-150.6,False,False,False,,False
US,266047,270337.7,206162.6,303693.8,244266.0,249916.0,230401.3,4323.7,-59851.4,37679.8,-21748.0,-16098.0,-35612.7,False,False,False,False,False
