,actual_deaths,Baseline,Covid19Sim-Simulator,IHME-CurveFit,IowaStateLW-STEM,STH-3PU,UCLA-SuEIR,error-Baseline,error-Covid19Sim-Simulator,error-IHME-CurveFit,error-IowaStateLW-STEM,error-STH-3PU,error-UCLA-SuEIR,beat_baseline-Covid19Sim-Simulator,beat_baseline-IHME-CurveFit,beat_baseline-IowaStateLW-STEM,beat_baseline-STH-3PU,beat_baseline-UCLA-SuEIR
Massachusetts,10676,10295.7,9547.3,11488.3,9644.0,,9690.5,-380.3,-1128.7,812.3,-1032.0,,-985.5,False,False,False,,False
Michigan,9467,7540.7,7691.3,7520.7,8096.0,,7270.8,-1926.3,-1775.7,-1946.3,-1371.0,,-2196.2,True,False,True,,False
Minnesota,3580,2470.4,2427.4,2950.5,2827.0,,2610.2,-1109.6,-1152.6,-629.5,-753.0,,-969.8,False,True,True,,True
Mississippi,3779,3923.9,3291.0,3221.9,4356.0,,3695.4,144.9,-488.0,-557.1,577.0,,-83.6,False,False,False,,True
Missouri,3844,2762.4,2795.3,2801.9,2887.0,,2386.6,-1081.6,-1048.7,-1042.1,-957.0,,-1457.4,True,True,True,,False
Montana,669,373.9,394.3,268.3,280.0,,276.3,-295.1,-274.7,-400.7,-389.0,,-392.7,True,False,False,,False
Nebraska,989,520.9,763.1,1272.7,615.0,,497.3,-468.1,-225.9,283.7,-374.0,,-491.7,True,True,True,,False
Nevada,2119,2309.7,1842.2,2122.6,2040.0,,2307.9,190.7,-276.8,3.6,-79.0,,188.9,False,True,True,,True
New Hampshire,523,457.7,479.8,465.7,468.0,,475.5,-65.3,-43.2,-57.3,-55.0,,-47.5,True,True,True,,True
New Jersey,16965,16421.9,16499.8,20037.3,16799.0,,16314.2,-543.1,-465.2,3072.3,-166.0,,-650.8,True,False,True,,False
New Mexico,1527,1105.3,984.9,1215.9,1202.0,,975.2,-421.7,-542.1,-311.1,-325.0,,-551.8,False,True,True,,False
New York,34526,33717.9,33424.8,35817.4,33982.0,,33409.1,-808.1,-1101.2,1291.4,-544.0,,-1116.9,False,False,True,,False
North Carolina,5219,5125.7,4453.0,6251.4,5468.0,,4475.4,-93.3,-766.0,1032.4,249.0,,-743.6,False,False,False,,False
North Dakota,921,428.6,442.6,411.1,357.0,,203.1,-492.4,-478.4,-509.9,-564.0,,-717.9,True,False,False,,False
Ohio,6378,6586.4,5811.7,6861.1,6101.0,,5933.6,208.4,-566.3,483.1,-277.0,,-444.4,False,False,False,,False
Oklahoma,1717,1350.1,1431.5,1325.9,1784.0,,1392.7,-366.9,-285.5,-391.1,67.0,,-324.3,True,False,True,,True
Oregon,896,693.6,724.8,779.1,700.0,,722.1,-202.4,-171.2,-116.9,-196.0,,-173.9,True,True,True,,True
Pennsylvania,10234,9251.3,8922.1,9979.1,8750.0,,8456.6,-982.7,-1311.9,-254.9,-1484.0,,-1777.4,False,True,False,,False
Rhode Island,1346,1255.6,1231.1,1510.9,1154.0,,1163.6,-90.4,-114.9,164.9,-192.0,,-182.4,False,False,False,,False
South Carolina,4346,4529.7,4821.0,4933.8,4566.0,,4358.5,183.7,475.0,587.8,220.0,,12.5,False,False,False,,True
South Dakota,942,379.4,347.9,299.8,358.0,,240.0,-562.6,-594.1,-642.2,-584.0,,-702.0,False,False,False,,False
Tennessee,4541,3598.0,3668.6,5429.3,4222.0,,3663.2,-943.0,-872.4,888.3,-319.0,,-877.8,True,True,True,,True
Texas,21888,21820.4,18550.1,20816.1,22748.0,22529.0,20177.6,19.4,-3250.9,-984.9,947.0,728.0,-1623.4,False,False,False,False,False
Utah,863,509.0,784.0,604.8,643.0,,590.8,-354.0,-79.0,-258.2,-220.0,,-272.2,True,True,True,,True
Vermont,67,58.0,62.1,58.9,59.0,,59.7,-9.0,-4.9,-8.1,-8.0,,-7.3,True,True,True,,True
Virginia,4054,5861.7,4087.1,4394.8,4176.0,,3929.9,1809.7,35.1,342.8,124.0,,-122.1,True,True,True,,True
Washington,2714,2490.4,2297.8,2687.8,2455.0,,2561.2,-226.6,-419.2,-29.2,-262.0,,-155.8,False,True,False,,True
West Virginia,718,777.3,846.0,673.6,652.0,,518.7,59.3,128.0,-44.4,-66.0,,-199.3,False,True,False,,False
Wisconsin,3464,1557.4,2106.1,2309.1,1854.0,,1561.5,-1841.6,-1292.9,-1089.9,-1545.0,,-1837.5,True,True,True,,True
Wyoming,215,118.0,84.4,45.8,66.0,,74.5,-97.0,-130.6,-169.2,-149.0,,-140.5,False,False,False,,False
US,266170,253112.1,226781.4,272616.3,249217.0,243584.0,234125.2,-12902.9,-39233.6,6601.3,-16798.0,-22431.0,-31889.8,False,True,False,False,False
