,actual_cases,COVIDhub-baseline,BPagano-RtDriven,CMU-TimeSeries,COVIDhub-ensemble,CU-select,Columbia_UNC-SurvCon,Covid19Sim-Simulator,CovidAnalytics-DELPHI,DDS-NBDS,FAIR-NRAR,Google_Harvard-CPF,IBF-TimeSeries,IEM_MED-CovidProject,IowaStateLW-STEM,JCB-PRM,JHUAPL-Bucky,JHU_IDD-CovidSP,JHU_UNC_GAS-StatMechPool,Karlen-pypm,LANL-GrowthRate,LNQ-ens1,Microsoft-DeepSTIA,OneQuietNight-ML,PandemicCentral-USCounty,QJHong-Encounter,RobertWalraven-ESG,TTU-squider,UCF-AEM,UCLA-SuEIR,UMass-MechBayes,UMich-RidgeTfReg,USC-SI_kJalpha,UVA-Ensemble,error-COVIDhub-baseline,error-BPagano-RtDriven,error-CMU-TimeSeries,error-COVIDhub-ensemble,error-CU-select,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-CovidAnalytics-DELPHI,error-DDS-NBDS,error-FAIR-NRAR,error-Google_Harvard-CPF,error-IBF-TimeSeries,error-IEM_MED-CovidProject,error-IowaStateLW-STEM,error-JCB-PRM,error-JHUAPL-Bucky,error-JHU_IDD-CovidSP,error-JHU_UNC_GAS-StatMechPool,error-Karlen-pypm,error-LANL-GrowthRate,error-LNQ-ens1,error-Microsoft-DeepSTIA,error-OneQuietNight-ML,error-PandemicCentral-USCounty,error-QJHong-Encounter,error-RobertWalraven-ESG,error-TTU-squider,error-UCF-AEM,error-UCLA-SuEIR,error-UMass-MechBayes,error-UMich-RidgeTfReg,error-USC-SI_kJalpha,error-UVA-Ensemble,beat_baseline-BPagano-RtDriven,beat_baseline-CMU-TimeSeries,beat_baseline-COVIDhub-ensemble,beat_baseline-CU-select,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-DDS-NBDS,beat_baseline-FAIR-NRAR,beat_baseline-Google_Harvard-CPF,beat_baseline-IBF-TimeSeries,beat_baseline-IEM_MED-CovidProject,beat_baseline-IowaStateLW-STEM,beat_baseline-JCB-PRM,beat_baseline-JHUAPL-Bucky,beat_baseline-JHU_IDD-CovidSP,beat_baseline-JHU_UNC_GAS-StatMechPool,beat_baseline-Karlen-pypm,beat_baseline-LANL-GrowthRate,beat_baseline-LNQ-ens1,beat_baseline-Microsoft-DeepSTIA,beat_baseline-OneQuietNight-ML,beat_baseline-PandemicCentral-USCounty,beat_baseline-QJHong-Encounter,beat_baseline-RobertWalraven-ESG,beat_baseline-TTU-squider,beat_baseline-UCF-AEM,beat_baseline-UCLA-SuEIR,beat_baseline-UMass-MechBayes,beat_baseline-UMich-RidgeTfReg,beat_baseline-USC-SI_kJalpha,beat_baseline-UVA-Ensemble
26097,41,40.0,,,43.0,48.0,,,,,64.1,47.3,,,159.0,,10.9,79.9,,,17.0,49.1,,45.0,94.2,,,,,,,,,84.5,-1.0,,,2.0,7.0,,,,,23.1,6.3,,,118.0,,-30.1,38.9,,,-24.0,8.1,,4.0,53.2,,,,,,,,,43.5,,,False,False,,,,,False,False,,,False,,False,False,,,False,False,,False,False,,,,,,,,,False
26099,6245,9980.0,,10733.1,7237.0,5194.0,,,,,7828.8,6902.2,,4488.3,11135.0,,3231.2,12139.3,10354.5,,5741.5,7209.0,,7111.0,7928.9,,,,,19310.9,5231.0,,,14446.5,3735.0,,4488.1,992.0,-1051.0,,,,,1583.8,657.2,,-1756.7,4890.0,,-3013.8,5894.3,4109.5,,-503.5,964.0,,866.0,1683.9,,,,,13065.9,-1014.0,,,8201.5,,False,True,True,,,,,True,True,,True,False,,True,False,False,,True,True,,True,True,,,,,False,True,,,False
26101,171,180.0,,,151.0,104.0,,,,,105.8,104.4,,,332.0,,113.0,211.6,,,155.0,173.1,,152.0,153.4,,,,,,,,,133.7,9.0,,,-20.0,-67.0,,,,,-65.2,-66.6,,,161.0,,-58.0,40.6,,,-16.0,2.1,,-19.0,-17.6,,,,,,,,,-37.3,,,False,False,,,,,False,False,,,False,,False,False,,,False,True,,False,False,,,,,,,,,False
26103,367,476.0,,,387.0,260.0,,,,,624.5,422.9,,,877.0,,153.3,529.1,226.5,,227.0,389.9,,447.0,493.6,,,,,498.5,,,,536.8,109.0,,,20.0,-107.0,,,,,257.5,55.9,,,510.0,,-213.7,162.1,-140.5,,-140.0,22.9,,80.0,126.6,,,,,131.5,,,,169.8,,,True,True,,,,,False,True,,,False,,False,False,False,,False,True,,True,False,,,,,False,,,,False
26105,220,428.0,,,321.0,320.0,,,,,231.4,359.6,,,398.0,,278.1,322.9,,,406.5,363.9,,310.0,260.1,,,,,,,,,496.7,208.0,,,101.0,100.0,,,,,11.4,139.6,,,178.0,,58.1,102.9,,,186.5,143.9,,90.0,40.1,,,,,,,,,276.7,,,True,True,,,,,True,True,,,True,,True,True,,,True,True,,True,True,,,,,,,,,False
26107,224,276.0,,,262.0,192.0,,,,,246.8,212.2,,,593.0,,260.1,438.3,462.5,,239.0,269.9,,192.0,369.1,,,,,,,,,274.7,52.0,,,38.0,-32.0,,,,,22.8,-11.8,,,369.0,,36.1,214.3,238.5,,15.0,45.9,,-32.0,145.1,,,,,,,,,50.7,,,True,True,,,,,True,True,,,False,,True,False,False,,True,True,,True,False,,,,,,,,,True
26109,224,312.0,,,251.0,222.0,,,,,282.5,340.0,,,325.0,,50.2,211.8,,,160.0,268.3,,285.0,229.2,,,,,,,,,339.8,88.0,,,27.0,-2.0,,,,,58.5,116.0,,,101.0,,-173.8,-12.2,,,-64.0,44.3,,61.0,5.2,,,,,,,,,115.8,,,True,True,,,,,True,False,,,False,,False,True,,,True,True,,True,True,,,,,,,,,False
26111,800,776.0,,,614.0,532.0,,,,,558.3,553.8,,,1462.0,,293.7,635.6,732.0,,374.0,613.1,,556.0,675.3,,,,,847.7,,,,858.6,-24.0,,,-186.0,-268.0,,,,,-241.7,-246.2,,,662.0,,-506.3,-164.4,-68.0,,-426.0,-186.9,,-244.0,-124.7,,,,,47.7,,,,58.6,,,False,False,,,,,False,False,,,False,,False,False,False,,False,False,,False,False,,,,,False,,,,False
26113,198,132.0,,,107.0,101.0,,,,,86.3,112.1,,,204.0,,125.9,130.8,,,95.0,116.1,,60.0,101.9,,,,,,,,,141.3,-66.0,,,-91.0,-97.0,,,,,-111.7,-85.9,,,6.0,,-72.1,-67.2,,,-103.0,-81.9,,-138.0,-96.1,,,,,,,,,-56.7,,,False,False,,,,,False,False,,,True,,False,False,,,False,False,,False,False,,,,,,,,,True
26115,1498,1840.0,,,1284.0,868.0,,,,,1211.5,1096.5,,966.3,2839.0,,763.0,1557.1,1627.5,,1106.5,1360.9,,1351.0,1466.9,,,,,2105.6,607.0,,,1745.6,342.0,,,-214.0,-630.0,,,,,-286.5,-401.5,,-531.7,1341.0,,-735.0,59.1,129.5,,-391.5,-137.1,,-147.0,-31.1,,,,,607.6,-891.0,,,247.6,,,True,False,,,,,True,False,,False,False,,False,True,True,,False,True,,True,True,,,,,False,False,,,True
26117,487,728.0,,,774.0,935.0,,,,,395.3,405.4,,,1014.0,,821.2,629.0,1056.5,,778.0,799.1,,628.0,539.6,,,,,931.7,,,,1105.0,241.0,,,287.0,448.0,,,,,-91.7,-81.6,,,527.0,,334.2,142.0,569.5,,291.0,312.1,,141.0,52.6,,,,,444.7,,,,618.0,,,False,False,,,,,True,True,,,False,,False,True,False,,False,False,,True,True,,,,,False,,,,False
26119,87,20.0,,,37.0,44.0,,,,,48.1,29.6,,,201.0,,14.5,80.4,,,32.0,66.2,,26.0,67.1,,,,,,,,,139.9,-67.0,,,-50.0,-43.0,,,,,-38.9,-57.4,,,114.0,,-72.5,-6.6,,,-55.0,-20.8,,-61.0,-19.9,,,,,,,,,52.9,,,True,True,,,,,True,True,,,False,,False,True,,,True,True,,True,True,,,,,,,,,True
26121,967,1928.0,,,1504.0,1400.0,,,,,1719.0,1161.2,,,2742.0,,561.9,1494.5,1890.5,,1075.0,1560.0,,1521.0,944.5,,,,,2605.2,611.0,,,2970.4,961.0,,,537.0,433.0,,,,,752.0,194.2,,,1775.0,,-405.1,527.5,923.5,,108.0,593.0,,554.0,-22.5,,,,,1638.2,-356.0,,,2003.4,,,True,True,,,,,True,True,,,False,,True,True,True,,True,True,,True,True,,,,,False,True,,,False
26123,368,496.0,,,403.0,181.0,,,,,332.4,504.4,,,691.0,,141.7,484.6,599.5,,326.0,402.5,,425.0,256.0,,,,,,,,,624.7,128.0,,,35.0,-187.0,,,,,-35.6,136.4,,,323.0,,-226.3,116.6,231.5,,-42.0,34.5,,57.0,-112.0,,,,,,,,,256.7,,,True,False,,,,,True,False,,,False,,False,True,False,,True,True,,True,True,,,,,,,,,False
26125,9609,12804.0,,14237.4,10113.0,12785.0,,,,,10081.4,9230.4,,6898.4,15282.0,,4623.6,14830.9,12727.5,,9031.0,9843.2,,7786.0,6246.4,,,,,20487.1,7192.0,,,17478.1,3195.0,,4628.4,504.0,3176.0,,,,,472.4,-378.6,,-2710.6,5673.0,,-4985.4,5221.9,3118.5,,-578.0,234.2,,-1823.0,-3362.6,,,,,10878.1,-2417.0,,,7869.1,,False,True,True,,,,,True,True,,True,False,,False,False,True,,True,True,,True,False,,,,,False,True,,,False
26127,202,304.0,,,274.0,212.0,,,,,269.7,213.7,,,350.0,,137.1,222.9,,,201.0,258.4,,290.0,590.2,,,,,,,,,356.8,102.0,,,72.0,10.0,,,,,67.7,11.7,,,148.0,,-64.9,20.9,,,-1.0,56.4,,88.0,388.2,,,,,,,,,154.8,,,True,True,,,,,True,True,,,False,,True,True,,,True,True,,True,False,,,,,,,,,False
26129,157,360.0,,,233.0,140.0,,,,,202.4,321.5,,,380.0,,80.8,227.6,,,263.0,269.9,,227.0,165.2,,,,,,,,,507.9,203.0,,,76.0,-17.0,,,,,45.4,164.5,,,223.0,,-76.2,70.6,,,106.0,112.9,,70.0,8.2,,,,,,,,,350.9,,,True,True,,,,,True,True,,,False,,True,True,,,True,True,,True,True,,,,,,,,,False
26131,16,16.0,,,13.0,3.0,,,,,44.3,20.6,,,28.0,,1.8,18.3,,,1.0,28.6,,34.0,31.8,,,,,,,,,29.8,0.0,,,-3.0,-13.0,,,,,28.3,4.6,,,12.0,,-14.2,2.3,,,-15.0,12.6,,18.0,15.8,,,,,,,,,13.8,,,False,False,,,,,False,False,,,False,,False,False,,,False,False,,False,False,,,,,,,,,False
26133,167,304.0,,,215.0,147.0,,,,,159.9,383.4,,,386.0,,138.1,190.0,,,209.0,256.9,,232.0,173.4,,,,,,,,,358.6,137.0,,,48.0,-20.0,,,,,-7.1,216.4,,,219.0,,-28.9,23.0,,,42.0,89.9,,65.0,6.4,,,,,,,,,191.6,,,True,True,,,,,True,False,,,False,,True,True,,,True,True,,True,True,,,,,,,,,False
26135,59,72.0,,,66.0,120.0,,,,,55.5,27.2,,,137.0,,13.0,52.2,,,28.0,65.5,,62.0,69.7,,,,,,,,,88.4,13.0,,,7.0,61.0,,,,,-3.5,-31.8,,,78.0,,-46.0,-6.8,,,-31.0,6.5,,3.0,10.7,,,,,,,,,29.4,,,True,False,,,,,True,False,,,False,,False,True,,,False,True,,True,True,,,,,,,,,False
26137,108,280.0,,,191.0,118.0,,,,,207.1,429.8,,,532.0,,103.4,194.2,,,170.0,221.8,,206.0,146.6,,,,,,,,,309.7,172.0,,,83.0,10.0,,,,,99.1,321.8,,,424.0,,-4.6,86.2,,,62.0,113.8,,98.0,38.6,,,,,,,,,201.7,,,True,True,,,,,True,False,,,False,,True,True,,,True,True,,True,True,,,,,,,,,False
26139,2624,4324.0,,,3223.0,2620.0,,,,,2566.3,2722.0,,,4541.0,,1080.2,2908.7,3802.0,,2598.0,3268.1,,3291.0,2486.5,,,,,4605.4,1567.0,,,3510.8,1700.0,,,599.0,-4.0,,,,,-57.7,98.0,,,1917.0,,-1543.8,284.7,1178.0,,-26.0,644.1,,667.0,-137.5,,,,,1981.4,-1057.0,,,886.8,,,True,True,,,,,True,True,,,False,,True,True,True,,True,True,,True,True,,,,,False,True,,,True
26141,114,228.0,,,157.0,172.0,,,,,125.2,139.9,,,211.0,,181.4,166.2,,,177.0,150.4,,149.0,115.8,,,,,,,,,263.4,114.0,,,43.0,58.0,,,,,11.2,25.9,,,97.0,,67.4,52.2,,,63.0,36.4,,35.0,1.8,,,,,,,,,149.4,,,True,True,,,,,True,True,,,True,,True,True,,,True,True,,True,True,,,,,,,,,False
26143,137,392.0,,,225.0,102.0,,,,,193.6,245.3,,,375.0,,73.3,240.6,,,234.0,316.9,,228.0,138.6,,,,,,,,,338.2,255.0,,,88.0,-35.0,,,,,56.6,108.3,,,238.0,,-63.7,103.6,,,97.0,179.9,,91.0,1.6,,,,,,,,,201.2,,,True,True,,,,,True,True,,,True,,True,True,,,True,True,,True,True,,,,,,,,,True
26145,2067,3008.0,,,2547.0,1807.0,,,,,2112.0,1861.1,,,3602.0,,1038.7,2268.1,2941.0,,2700.0,2574.4,,1987.0,1927.5,,,,,4269.5,1303.0,,,3409.5,941.0,,,480.0,-260.0,,,,,45.0,-205.9,,,1535.0,,-1028.3,201.1,874.0,,633.0,507.4,,-80.0,-139.5,,,,,2202.5,-764.0,,,1342.5,,,True,True,,,,,True,True,,,False,,False,True,True,,True,True,,True,True,,,,,False,True,,,False
26147,1427,1820.0,,,1457.0,789.0,,,,,1239.5,1178.2,,,3324.0,,614.1,1491.1,1820.5,,1311.5,1433.7,,1551.0,,,,,,2466.1,656.0,,,2758.7,393.0,,,30.0,-638.0,,,,,-187.5,-248.8,,,1897.0,,-812.9,64.1,393.5,,-115.5,6.7,,124.0,,,,,,1039.1,-771.0,,,1331.7,,,True,False,,,,,True,True,,,False,,False,True,False,,True,True,,True,,,,,,False,False,,,False
26149,764,1020.0,,,826.0,807.0,,,,,651.1,910.8,,,1027.0,,536.2,650.5,970.0,,889.0,925.5,,785.0,,,,,,769.3,,,,974.9,256.0,,,62.0,43.0,,,,,-112.9,146.8,,,263.0,,-227.8,-113.5,206.0,,125.0,161.5,,21.0,,,,,,5.3,,,,210.9,,,True,True,,,,,True,True,,,False,,True,True,True,,True,True,,True,,,,,,True,,,,True
26151,365,504.0,,,387.0,203.0,,,,,307.7,438.7,,,1277.0,,116.8,461.9,717.5,,375.5,384.8,,415.0,241.5,,,,,,,,,477.9,139.0,,,22.0,-162.0,,,,,-57.3,73.7,,,912.0,,-248.2,96.9,352.5,,10.5,19.8,,50.0,-123.5,,,,,,,,,112.9,,,True,False,,,,,True,True,,,False,,False,True,False,,True,True,,True,True,,,,,,,,,True
26153,37,28.0,,,27.0,2.0,,,,,31.1,24.6,,,101.0,,1.8,35.8,,,24.0,38.2,,28.0,50.1,,,,,,,,,32.2,-9.0,,,-10.0,-35.0,,,,,-5.9,-12.4,,,64.0,,-35.2,-1.2,,,-13.0,1.2,,-9.0,13.1,,,,,,,,,-4.8,,,False,False,,,,,True,False,,,False,,False,True,,,False,True,,False,False,,,,,,,,,True
26155,639,696.0,,,592.0,295.0,,,,,527.3,578.7,,,1244.0,,164.1,660.8,733.5,,453.0,594.0,,544.0,628.7,,,,,1206.5,,,,769.5,57.0,,,-47.0,-344.0,,,,,-111.7,-60.3,,,605.0,,-474.9,21.8,94.5,,-186.0,-45.0,,-95.0,-10.3,,,,,567.5,,,,130.5,,,True,False,,,,,False,False,,,False,,False,True,False,,False,True,,False,True,,,,,False,,,,False
26157,552,840.0,,,697.0,688.0,,,,,507.3,678.7,,,846.0,,466.5,555.1,828.0,,702.0,731.0,,560.0,591.2,,,,,971.9,,,,1230.6,288.0,,,145.0,136.0,,,,,-44.7,126.7,,,294.0,,-85.5,3.1,276.0,,150.0,179.0,,8.0,39.2,,,,,419.9,,,,678.6,,,True,True,,,,,True,True,,,False,,True,True,True,,True,True,,True,True,,,,,False,,,,False
26159,656,1092.0,,,927.0,601.0,,,,,741.1,986.7,,,1082.0,,501.8,704.9,1124.5,,802.0,937.8,,960.0,777.0,,,,,949.1,,,,1155.1,436.0,,,271.0,-55.0,,,,,85.1,330.7,,,426.0,,-154.2,48.9,468.5,,146.0,281.8,,304.0,121.0,,,,,293.1,,,,499.1,,,True,True,,,,,True,True,,,True,,True,True,False,,True,True,,True,True,,,,,True,,,,False
26161,2575,3668.0,,,3220.0,3311.0,,,,,2361.5,2179.2,,3346.6,4727.0,,2430.7,3884.6,3501.5,,2833.0,2841.3,,1961.0,2378.9,,,,,4046.5,3186.0,,,4087.3,1093.0,,,645.0,736.0,,,,,-213.5,-395.8,,771.6,2152.0,,-144.3,1309.6,926.5,,258.0,266.3,,-614.0,-196.1,,,,,1471.5,611.0,,,1512.3,,,True,True,,,,,True,True,,True,False,,True,False,True,,True,True,,True,True,,,,,False,True,,,False
26163,12159,17968.0,,20955.2,13853.0,11411.0,,,,,14407.7,18747.6,,10365.3,22781.0,,7481.3,22559.1,20995.5,,13864.0,14084.0,,12951.0,8114.7,,,,,35102.0,7224.0,,,26136.2,5809.0,,8796.2,1694.0,-748.0,,,,,2248.7,6588.6,,-1793.7,10622.0,,-4677.7,10400.1,8836.5,,1705.0,1925.0,,792.0,-4044.3,,,,,22943.0,-4935.0,,,13977.2,,False,True,True,,,,,True,False,,True,False,,True,False,False,,True,True,,True,True,,,,,False,True,,,False
26165,227,356.0,,,275.0,149.0,,,,,198.6,404.6,,,575.0,,179.8,276.6,419.0,,303.0,323.3,,265.0,226.2,,,,,,,,,351.6,129.0,,,48.0,-78.0,,,,,-28.4,177.6,,,348.0,,-47.2,49.6,192.0,,76.0,96.3,,38.0,-0.8,,,,,,,,,124.6,,,True,True,,,,,True,False,,,False,,True,True,False,,True,True,,True,True,,,,,,,,,True
27001,106,284.0,,,185.0,125.0,,,,,128.0,162.5,,,298.0,,115.9,96.6,,,65.0,184.0,,225.0,261.6,,,,,,,,,372.1,178.0,,,79.0,19.0,,,,,22.0,56.5,,,192.0,,9.9,-9.4,,,-41.0,78.0,,119.0,155.6,,,,,,,,,266.1,,,True,True,,,,,True,True,,,False,,True,True,,,True,True,,True,True,,,,,,,,,False
27003,3157,5160.0,,4889.2,3635.0,2492.0,,,,,4111.4,2311.6,,,6535.0,,1405.8,3100.4,3095.5,,2410.0,3639.8,,4392.0,3839.8,,,,,3109.0,3182.0,,,3489.6,2003.0,,1732.2,478.0,-665.0,,,,,954.4,-845.4,,,3378.0,,-1751.2,-56.6,-61.5,,-747.0,482.8,,1235.0,682.8,,,,,-48.0,25.0,,,332.6,,True,True,True,,,,,True,True,,,False,,True,True,True,,True,True,,True,True,,,,,True,True,,,True
27005,234,432.0,,,323.0,255.0,,,,,369.2,333.4,,,649.0,,99.8,245.3,168.5,,164.0,389.8,,451.0,541.5,,,,,183.3,,,,491.4,198.0,,,89.0,21.0,,,,,135.2,99.4,,,415.0,,-134.2,11.3,-65.5,,-70.0,155.8,,217.0,307.5,,,,,-50.7,,,,257.4,,,True,True,,,,,True,True,,,False,,True,True,True,,True,True,,False,False,,,,,True,,,,False
27007,329,712.0,,,630.0,394.0,,,,,489.1,567.8,,,722.0,,261.2,358.9,753.0,,478.0,597.1,,671.0,813.9,,,,,,,,,553.1,383.0,,,301.0,65.0,,,,,160.1,238.8,,,393.0,,-67.8,29.9,424.0,,149.0,268.1,,342.0,484.9,,,,,,,,,224.1,,,True,True,,,,,True,True,,,False,,True,True,False,,True,True,,True,False,,,,,,,,,True
27009,466,644.0,,,498.0,220.0,,,,,509.9,370.0,,,727.0,,79.6,295.6,255.0,,351.0,473.3,,579.0,587.3,,,,,1174.4,,,,586.8,178.0,,,32.0,-246.0,,,,,43.9,-96.0,,,261.0,,-386.4,-170.4,-211.0,,-115.0,7.3,,113.0,121.3,,,,,708.4,,,,120.8,,,True,False,,,,,True,True,,,False,,False,True,False,,True,True,,True,True,,,,,False,,,,True
27011,36,100.0,,,90.0,100.0,,,,,73.8,29.5,,,101.0,,93.6,47.4,,,27.0,55.7,,81.0,138.2,,,,,,,,,110.6,64.0,,,54.0,64.0,,,,,37.8,-6.5,,,65.0,,57.6,11.4,,,-9.0,19.7,,45.0,102.2,,,,,,,,,74.6,,,True,False,,,,,True,True,,,False,,True,True,,,True,True,,True,False,,,,,,,,,False
27013,563,648.0,,,527.0,284.0,,,,,795.2,484.1,,,1051.0,,183.7,509.8,565.5,,255.0,527.2,,631.0,775.0,,,,,345.3,,,,628.0,85.0,,,-36.0,-279.0,,,,,232.2,-78.9,,,488.0,,-379.3,-53.2,2.5,,-308.0,-35.8,,68.0,212.0,,,,,-217.7,,,,65.0,,,True,False,,,,,False,True,,,False,,False,True,True,,False,True,,True,False,,,,,False,,,,True
27015,235,380.0,,,322.0,169.0,,,,,331.5,272.7,,,453.0,,88.3,247.9,,,159.0,297.8,,354.0,426.2,,,,,,,,,675.4,145.0,,,87.0,-66.0,,,,,96.5,37.7,,,218.0,,-146.7,12.9,,,-76.0,62.8,,119.0,191.2,,,,,,,,,440.4,,,True,True,,,,,True,True,,,False,,False,True,,,True,True,,True,False,,,,,,,,,False
27017,322,548.0,,,399.0,324.0,,,,,426.7,395.6,,,735.0,,165.6,307.5,222.5,,263.0,409.1,,494.0,420.5,,,,,573.3,,,,670.8,226.0,,,77.0,2.0,,,,,104.7,73.6,,,413.0,,-156.4,-14.5,-99.5,,-59.0,87.1,,172.0,98.5,,,,,251.3,,,,348.8,,,True,True,,,,,True,True,,,False,,True,True,True,,True,True,,True,True,,,,,False,,,,False
27019,772,1320.0,,,952.0,777.0,,,,,1080.4,893.6,,,1418.0,,324.9,951.0,1295.0,,558.0,951.3,,1036.0,1072.9,,,,,741.5,,,,1777.1,548.0,,,180.0,5.0,,,,,308.4,121.6,,,646.0,,-447.1,179.0,523.0,,-214.0,179.3,,264.0,300.9,,,,,-30.5,,,,1005.1,,,True,True,,,,,True,True,,,False,,True,True,True,,True,True,,True,True,,,,,True,,,,False
27021,225,432.0,,,340.0,233.0,,,,,288.1,208.1,,,425.0,,159.1,161.6,412.5,,148.0,294.1,,361.0,506.8,,,,,,,,,417.4,207.0,,,115.0,8.0,,,,,63.1,-16.9,,,200.0,,-65.9,-63.4,187.5,,-77.0,69.1,,136.0,281.8,,,,,,,,,192.4,,,True,True,,,,,True,True,,,True,,True,True,True,,True,True,,True,False,,,,,,,,,True
27023,100,420.0,,,230.0,84.0,,,,,250.9,161.6,,,213.0,,117.9,191.2,,,272.0,244.7,,248.0,275.8,,,,,,,,,304.7,320.0,,,130.0,-16.0,,,,,150.9,61.6,,,113.0,,17.9,91.2,,,172.0,144.7,,148.0,175.8,,,,,,,,,204.7,,,True,True,,,,,True,True,,,True,,True,True,,,True,True,,True,True,,,,,,,,,True
27025,561,928.0,,,697.0,536.0,,,,,613.9,494.1,,,1109.0,,352.9,399.4,435.5,,470.0,683.2,,734.0,930.9,,,,,775.9,,,,835.8,367.0,,,136.0,-25.0,,,,,52.9,-66.9,,,548.0,,-208.1,-161.6,-125.5,,-91.0,122.2,,173.0,369.9,,,,,214.9,,,,274.8,,,True,True,,,,,True,True,,,False,,True,True,True,,True,True,,True,False,,,,,True,,,,True
27027,529,900.0,,,613.0,517.0,,,,,853.0,505.8,,,1269.0,,196.6,581.4,406.5,,487.0,693.2,,834.0,738.3,,,,,734.9,,,,1070.0,371.0,,,84.0,-12.0,,,,,324.0,-23.2,,,740.0,,-332.4,52.4,-122.5,,-42.0,164.2,,305.0,209.3,,,,,205.9,,,,541.0,,,True,True,,,,,True,True,,,False,,True,True,True,,True,True,,True,True,,,,,True,,,,False
27029,60,68.0,,,69.0,49.0,,,,,88.4,56.3,,,131.0,,5.3,37.3,,,27.0,65.9,,90.0,115.6,,,,,,,,,105.5,8.0,,,9.0,-11.0,,,,,28.4,-3.7,,,71.0,,-54.7,-22.7,,,-33.0,5.9,,30.0,55.6,,,,,,,,,45.5,,,False,False,,,,,False,True,,,False,,False,False,,,False,True,,False,False,,,,,,,,,False
27031,15,28.0,,,19.0,2.0,,,,,17.5,39.8,,,16.0,,4.7,23.7,,,0.0,21.0,,28.0,30.3,,,,,,,,,27.0,13.0,,,4.0,-13.0,,,,,2.5,24.8,,,1.0,,-10.3,8.7,,,-15.0,6.0,,13.0,15.3,,,,,,,,,12.0,,,True,False,,,,,True,False,,,True,,True,True,,,False,True,,False,False,,,,,,,,,True
27033,82,284.0,,,191.0,210.0,,,,,238.8,87.1,,,199.0,,61.0,135.5,,,75.0,156.4,,222.0,233.1,,,,,,,,,436.1,202.0,,,109.0,128.0,,,,,156.8,5.1,,,117.0,,-21.0,53.5,,,-7.0,74.4,,140.0,151.1,,,,,,,,,354.1,,,True,True,,,,,True,True,,,True,,True,True,,,True,True,,True,True,,,,,,,,,False
27035,438,568.0,,,486.0,226.0,,,,,573.3,306.3,,,1137.0,,155.7,418.8,349.5,,208.0,517.5,,639.0,631.8,,,,,540.5,,,,604.7,130.0,,,48.0,-212.0,,,,,135.3,-131.7,,,699.0,,-282.3,-19.2,-88.5,,-230.0,79.5,,201.0,193.8,,,,,102.5,,,,166.7,,,True,False,,,,,False,False,,,False,,False,True,True,,False,True,,False,False,,,,,True,,,,False
27037,4307,6496.0,,5999.7,4526.0,3351.0,,,,,5071.6,2938.1,,2780.2,6333.0,,1824.5,4526.1,5763.5,,3517.5,4666.7,,4630.0,4632.7,,,,,3985.2,2981.0,,,10027.7,2189.0,,1692.7,219.0,-956.0,,,,,764.6,-1368.9,,-1526.8,2026.0,,-2482.5,219.1,1456.5,,-789.5,359.7,,323.0,325.7,,,,,-321.8,-1326.0,,,5720.7,,True,True,True,,,,,True,True,,True,True,,False,True,True,,True,True,,True,True,,,,,True,True,,,False
27039,224,276.0,,,252.0,215.0,,,,,214.5,281.6,,,278.0,,92.8,128.2,,,225.0,288.4,,239.0,295.1,,,,,,,,,258.6,52.0,,,28.0,-9.0,,,,,-9.5,57.6,,,54.0,,-131.2,-95.8,,,1.0,64.4,,15.0,71.1,,,,,,,,,34.6,,,True,True,,,,,True,False,,,False,,False,False,,,True,False,,True,False,,,,,,,,,True
27041,435,580.0,,,478.0,270.0,,,,,475.5,320.0,,,692.0,,117.8,338.1,251.0,,220.0,430.3,,567.0,669.3,,,,,483.9,,,,992.0,145.0,,,43.0,-165.0,,,,,40.5,-115.0,,,257.0,,-317.2,-96.9,-184.0,,-215.0,-4.7,,132.0,234.3,,,,,48.9,,,,557.0,,,True,False,,,,,True,True,,,False,,False,True,False,,False,True,,True,False,,,,,True,,,,False
27043,221,340.0,,,217.0,262.0,,,,,213.4,147.6,,,212.0,,145.4,189.7,,,173.0,222.1,,214.0,271.2,,,,,,,,,371.8,119.0,,,-4.0,41.0,,,,,-7.6,-73.4,,,-9.0,,-75.6,-31.3,,,-48.0,1.1,,-7.0,50.2,,,,,,,,,150.8,,,True,True,,,,,True,True,,,True,,True,True,,,True,True,,True,True,,,,,,,,,False
27045,232,320.0,,,275.0,224.0,,,,,217.2,437.3,,,283.0,,175.6,163.1,,,220.0,298.8,,280.0,319.9,,,,,,,,,305.5,88.0,,,43.0,-8.0,,,,,-14.8,205.3,,,51.0,,-56.4,-68.9,,,-12.0,66.8,,48.0,87.9,,,,,,,,,73.5,,,True,True,,,,,True,False,,,True,,True,True,,,True,True,,True,True,,,,,,,,,True
27047,562,312.0,,,279.0,127.0,,,,,295.8,142.3,,,520.0,,88.8,229.2,303.0,,165.0,272.4,,291.0,298.2,,,,,,,,,234.4,-250.0,,,-283.0,-435.0,,,,,-266.2,-419.7,,,-42.0,,-473.2,-332.8,-259.0,,-397.0,-289.6,,-271.0,-263.8,,,,,,,,,-327.6,,,False,False,,,,,False,False,,,True,,False,False,False,,False,False,,False,False,,,,,,,,,False
