,actual_cases,COVIDhub-baseline,CU-select,Columbia_UNC-SurvCon,Covid19Sim-Simulator,CovidAnalytics-DELPHI,IBF-TimeSeries,IowaStateLW-STEM,JCB-PRM,JHUAPL-Bucky,JHU_IDD-CovidSP,LANL-GrowthRate,UCF-AEM,UCLA-SuEIR,UMass-MechBayes,USC-SI_kJalpha,error-COVIDhub-baseline,error-CU-select,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-CovidAnalytics-DELPHI,error-IBF-TimeSeries,error-IowaStateLW-STEM,error-JCB-PRM,error-JHUAPL-Bucky,error-JHU_IDD-CovidSP,error-LANL-GrowthRate,error-UCF-AEM,error-UCLA-SuEIR,error-UMass-MechBayes,error-USC-SI_kJalpha,beat_baseline-CU-select,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-IBF-TimeSeries,beat_baseline-IowaStateLW-STEM,beat_baseline-JCB-PRM,beat_baseline-JHUAPL-Bucky,beat_baseline-JHU_IDD-CovidSP,beat_baseline-LANL-GrowthRate,beat_baseline-UCF-AEM,beat_baseline-UCLA-SuEIR,beat_baseline-UMass-MechBayes,beat_baseline-USC-SI_kJalpha
01049,2389,2562.0,2507.0,,,,,2121.0,,1415.4,1145.8,2319.0,,1009.0,,,173.0,118.0,,,,,-268.0,,-973.6,-1243.2,-70.0,,-1380.0,,,True,,,,,False,,False,False,True,,False,,
01051,3337,2268.0,2266.0,,,,,1301.0,,2274.1,1088.9,2276.0,,1863.5,,,-1069.0,-1071.0,,,,,-2036.0,,-1062.9,-2248.1,-1061.0,,-1473.5,,,False,,,,,False,,True,False,True,,False,,
01053,1065,678.0,90.0,,,,,740.0,,923.1,291.6,382.0,,,,,-387.0,-975.0,,,,,-325.0,,-141.9,-773.4,-683.0,,,,,False,,,,,True,,True,False,False,,,,
01055,4519,5352.0,5024.0,,,,,2860.0,,5850.6,2319.7,6353.0,,4386.3,,,833.0,505.0,,,,,-1659.0,,1331.6,-2199.3,1834.0,,-132.7,,,True,,,,,False,,False,False,False,,True,,
01057,626,774.0,390.0,,,,,456.0,,785.9,324.0,892.0,,,,,148.0,-236.0,,,,,-170.0,,159.9,-302.0,266.0,,,,,False,,,,,False,,False,False,False,,,,
01059,967,954.0,251.0,,,,,1132.0,,968.1,424.9,955.0,,690.2,,,-13.0,-716.0,,,,,165.0,,1.1,-542.1,-12.0,,-276.8,,,False,,,,,False,,True,False,True,,False,,
01061,690,504.0,298.0,,,,,489.0,,308.4,228.4,467.0,,,,,-186.0,-392.0,,,,,-201.0,,-381.6,-461.6,-223.0,,,,,False,,,,,False,,False,False,False,,,,
01063,291,240.0,0.0,,,,,131.0,,262.3,63.0,372.0,,,,,-51.0,-291.0,,,,,-160.0,,-28.7,-228.0,81.0,,,,,False,,,,,False,,True,False,False,,,,
01065,735,324.0,42.0,,,,,299.0,,321.4,206.7,264.5,,,,,-411.0,-693.0,,,,,-436.0,,-413.6,-528.3,-470.5,,,,,False,,,,,False,,False,False,False,,,,
01067,606,402.0,30.0,,,,,270.0,,562.7,137.8,246.0,,,,,-204.0,-576.0,,,,,-336.0,,-43.3,-468.2,-360.0,,,,,False,,,,,False,,True,False,False,,,,
01069,2906,2364.0,2667.0,,,,,1656.0,,2090.3,1043.3,2555.5,,1618.5,,,-542.0,-239.0,,,,,-1250.0,,-815.7,-1862.7,-350.5,,-1287.5,,,True,,,,,False,,False,False,True,,False,,
01071,1949,3810.0,1325.0,,,,,1609.0,,8836.3,1277.0,6513.5,,2161.2,,,1861.0,-624.0,,,,,-340.0,,6887.3,-672.0,4564.5,,212.2,,,True,,,,,True,,False,True,False,,True,,
01073,25753,22128.0,44554.0,,,,,14677.0,,20583.2,12564.7,24645.5,,25679.4,35847.0,,-3625.0,18801.0,,,,,-11076.0,,-5169.8,-13188.3,-1107.5,,-73.6,10094.0,,False,,,,,False,,False,False,True,,True,False,
01075,433,390.0,238.0,,,,,354.0,,1069.1,129.9,586.0,,,,,-43.0,-195.0,,,,,-79.0,,636.1,-303.1,153.0,,,,,False,,,,,False,,False,False,False,,,,
01077,2944,3090.0,3133.0,,,,,3213.0,,2155.0,1520.9,2773.5,,1560.6,,,146.0,189.0,,,,,269.0,,-789.0,-1423.1,-170.5,,-1383.4,,,False,,,,,False,,False,False,False,,False,,
01079,1004,852.0,721.0,,,,,1028.0,,565.3,401.8,715.0,,,,,-152.0,-283.0,,,,,24.0,,-438.7,-602.2,-289.0,,,,,False,,,,,True,,False,False,False,,,,
01081,4262,2244.0,3529.0,,,,,2302.0,,1525.2,1321.3,2580.0,,1462.1,3575.0,,-2018.0,-733.0,,,,,-1960.0,,-2736.8,-2940.7,-1682.0,,-2799.9,-687.0,,True,,,,,True,,False,False,True,,False,True,
01083,3265,2676.0,2311.0,,,,,2610.0,,2133.2,1453.8,2727.5,,2048.1,,,-589.0,-954.0,,,,,-655.0,,-1131.8,-1811.2,-537.5,,-1216.9,,,False,,,,,False,,False,False,True,,False,,
01085,263,204.0,0.0,,,,,109.0,,334.6,76.2,214.0,,,,,-59.0,-263.0,,,,,-154.0,,71.6,-186.8,-49.0,,,,,False,,,,,False,,False,False,True,,,,
01087,365,246.0,326.0,,,,,205.0,,177.0,150.5,187.0,,,,,-119.0,-39.0,,,,,-160.0,,-188.0,-214.5,-178.0,,,,,True,,,,,False,,False,False,False,,,,
01089,11998,9786.0,15874.0,,,,,8386.0,,9864.7,5258.0,12148.0,,11610.2,12865.0,,-2212.0,3876.0,,,,,-3612.0,,-2133.3,-6740.0,150.0,,-387.8,867.0,,False,,,,,False,,True,False,True,,True,True,
01091,686,462.0,0.0,,,,,385.0,,721.6,172.1,665.0,,,,,-224.0,-686.0,,,,,-301.0,,35.6,-513.9,-21.0,,,,,False,,,,,False,,True,False,True,,,,
01093,916,768.0,622.0,,,,,838.0,,975.9,306.3,901.5,,,,,-148.0,-294.0,,,,,-78.0,,59.9,-609.7,-14.5,,,,,False,,,,,True,,True,False,True,,,,
01095,3095,4746.0,4194.0,,,,,2851.0,,4599.9,2483.0,4852.5,,2076.4,,,1651.0,1099.0,,,,,-244.0,,1504.9,-612.0,1757.5,,-1018.6,,,True,,,,,True,,True,True,False,,True,,
01097,9294,5430.0,6535.0,,,,,6240.0,,4170.8,4176.9,6492.5,,5121.7,7736.0,,-3864.0,-2759.0,,,,,-3054.0,,-5123.2,-5117.1,-2801.5,,-4172.3,-1558.0,,True,,,,,True,,False,False,True,,False,True,
01099,595,396.0,553.0,,,,,372.0,,702.2,158.1,91.0,,,,,-199.0,-42.0,,,,,-223.0,,107.2,-436.9,-504.0,,,,,True,,,,,False,,True,False,False,,,,
01101,5957,3462.0,4552.0,,,,,3235.0,,2411.4,1926.9,3533.5,,2788.0,5512.0,,-2495.0,-1405.0,,,,,-2722.0,,-3545.6,-4030.1,-2423.5,,-3169.0,-445.0,,True,,,,,False,,False,False,True,,False,True,
01103,4663,5316.0,4580.0,,,,,3624.0,,4995.9,2247.0,5339.0,,5462.7,,,653.0,-83.0,,,,,-1039.0,,332.9,-2416.0,676.0,,799.7,,,True,,,,,False,,True,False,False,,False,,
01105,267,108.0,0.0,,,,,152.0,,68.8,52.9,70.0,,,,,-159.0,-267.0,,,,,-115.0,,-198.2,-214.1,-197.0,,,,,False,,,,,True,,False,False,False,,,,
01107,657,426.0,310.0,,,,,417.0,,400.9,249.1,461.0,,,,,-231.0,-347.0,,,,,-240.0,,-256.1,-407.9,-196.0,,,,,False,,,,,False,,False,False,True,,,,
01109,816,444.0,313.0,,,,,494.0,,295.6,245.1,351.0,,,,,-372.0,-503.0,,,,,-322.0,,-520.4,-570.9,-465.0,,,,,False,,,,,True,,False,False,False,,,,
01111,305,324.0,204.0,,,,,444.0,,226.8,184.6,316.0,,,,,19.0,-101.0,,,,,139.0,,-78.2,-120.4,11.0,,,,,False,,,,,False,,False,False,True,,,,
01113,922,786.0,1264.0,,,,,900.0,,1335.3,517.1,929.5,,561.0,,,-136.0,342.0,,,,,-22.0,,413.3,-404.9,7.5,,-361.0,,,False,,,,,True,,False,False,True,,False,,
01115,2769,3228.0,4928.0,,,,,1815.0,,6341.1,1185.8,3534.0,,2224.6,,,459.0,2159.0,,,,,-954.0,,3572.1,-1583.2,765.0,,-544.4,,,False,,,,,False,,False,False,False,,False,,
01117,6971,6810.0,10997.0,,,,,4067.0,,6071.1,3458.0,7046.5,,6447.8,9656.0,,-161.0,4026.0,,,,,-2904.0,,-899.9,-3513.0,75.5,,-523.2,2685.0,,False,,,,,False,,False,False,True,,False,False,
01119,281,186.0,116.0,,,,,191.0,,82.4,88.1,134.0,,,,,-95.0,-165.0,,,,,-90.0,,-198.6,-192.9,-147.0,,,,,False,,,,,True,,False,False,False,,,,
01121,2234,2382.0,698.0,,,,,1729.0,,3797.8,947.0,2248.0,,2017.7,,,148.0,-1536.0,,,,,-505.0,,1563.8,-1287.0,14.0,,-216.3,,,False,,,,,False,,False,False,True,,False,,
01123,686,990.0,183.0,,,,,635.0,,1088.3,421.0,438.0,,,,,304.0,-503.0,,,,,-51.0,,402.3,-265.0,-248.0,,,,,False,,,,,True,,False,True,True,,,,
01125,6587,6096.0,7446.0,,,,,4799.0,,5697.8,2686.5,7518.0,,3731.6,15357.0,,-491.0,859.0,,,,,-1788.0,,-889.2,-3900.5,931.0,,-2855.4,8770.0,,False,,,,,False,,False,False,False,,False,False,
01127,1930,1758.0,1089.0,,,,,1925.0,,1888.4,745.9,1785.5,,1041.5,,,-172.0,-841.0,,,,,-5.0,,-41.6,-1184.1,-144.5,,-888.5,,,False,,,,,True,,True,False,True,,False,,
01129,426,192.0,6.0,,,,,404.0,,82.2,107.0,159.0,,,,,-234.0,-420.0,,,,,-22.0,,-343.8,-319.0,-267.0,,,,,False,,,,,True,,False,False,False,,,,
01131,364,162.0,0.0,,,,,124.0,,140.6,72.8,122.0,,,,,-202.0,-364.0,,,,,-240.0,,-223.4,-291.2,-242.0,,,,,False,,,,,False,,False,False,False,,,,
01133,786,852.0,421.0,,,,,816.0,,1071.5,378.5,902.0,,,,,66.0,-365.0,,,,,30.0,,285.5,-407.5,116.0,,,,,False,,,,,True,,False,False,False,,,,
02013,3,48.0,0.0,,,,,,,405.5,31.6,29.0,,,,,45.0,-3.0,,,,,,,402.5,28.6,26.0,,,,,True,,,,,,,False,True,True,,,,
02016,133,24.0,0.0,,,,,,,77.0,13.1,20.0,,,,,-109.0,-133.0,,,,,,,-56.0,-119.9,-113.0,,,,,False,,,,,,,True,False,False,,,,
02020,6399,10560.0,9071.0,,,,,,,3721.8,6110.3,10163.5,,10463.9,9229.0,,4161.0,2672.0,,,,,,,-2677.2,-288.7,3764.5,,4064.9,2830.0,,True,,,,,,,True,True,True,,True,True,
02050,1265,1518.0,0.0,,,,,,,841.9,519.2,805.5,,,,,253.0,-1265.0,,,,,,,-423.1,-745.8,-459.5,,,,,False,,,,,,,False,False,False,,,,
02060,0,0.0,0.0,,,,,,,0.0,0.0,,,,,,0.0,0.0,,,,,,,0.0,0.0,,,,,,True,,,,,,,True,True,,,,,
02068,17,24.0,0.0,,,,,,,46.5,11.7,19.0,,,,,7.0,-17.0,,,,,,,29.5,-5.3,2.0,,,,,False,,,,,,,False,True,True,,,,
02070,46,42.0,0.0,,,,,,,7.5,44.9,6.0,,,,,-4.0,-46.0,,,,,,,-38.5,-1.1,-40.0,,,,,False,,,,,,,False,True,False,,,,
02090,1875,1974.0,1355.0,,,,,,,489.0,1168.3,995.0,,1356.4,,,99.0,-520.0,,,,,,,-1386.0,-706.7,-880.0,,-518.6,,,False,,,,,,,False,False,False,,False,,
02100,6,6.0,0.0,,,,,,,6.6,1.9,6.0,,,,,0.0,-6.0,,,,,,,0.6,-4.1,0.0,,,,,False,,,,,,,False,False,True,,,,
02105,0,0.0,0.0,,,,,,,0.0,6.2,,,,,,0.0,0.0,,,,,,,0.0,6.2,,,,,,True,,,,,,,True,False,,,,,
02110,194,378.0,228.0,,,,,,,147.7,153.9,157.0,,,,,184.0,34.0,,,,,,,-46.3,-40.1,-37.0,,,,,True,,,,,,,True,True,True,,,,
02122,883,2448.0,3077.0,,,,,,,1689.5,1326.5,2452.5,,780.6,,,1565.0,2194.0,,,,,,,806.5,443.5,1569.5,,-102.4,,,False,,,,,,,True,True,False,,True,,
02130,56,102.0,2.0,,,,,,,11.2,31.9,196.0,,,,,46.0,-54.0,,,,,,,-44.8,-24.1,140.0,,,,,False,,,,,,,True,True,False,,,,
02150,566,984.0,0.0,,,,,,,3700.8,295.0,2309.0,,,,,418.0,-566.0,,,,,,,3134.8,-271.0,1743.0,,,,,False,,,,,,,False,True,False,,,,
02158,519,270.0,0.0,,,,,,,60.3,,175.0,,,,,-249.0,-519.0,,,,,,,-458.7,,-344.0,,,,,False,,,,,,,False,,False,,,,
02164,21,24.0,0.0,,,,,,,2.8,6.8,7.0,,,,,3.0,-21.0,,,,,,,-18.2,-14.2,-14.0,,,,,False,,,,,,,False,False,False,,,,
02170,2401,8802.0,8820.0,,,,,,,45121.4,3654.7,19560.5,,4738.1,,,6401.0,6419.0,,,,,,,42720.4,1253.7,17159.5,,2337.1,,,False,,,,,,,False,True,False,,True,,
02180,49,126.0,0.0,,,,,,,363.8,87.6,133.0,,,,,77.0,-49.0,,,,,,,314.8,38.6,84.0,,,,,True,,,,,,,False,True,False,,,,
02185,414,558.0,0.0,,,,,,,988.1,169.7,1371.5,,,,,144.0,-414.0,,,,,,,574.1,-244.3,957.5,,,,,False,,,,,,,False,False,False,,,,
02188,146,90.0,0.0,,,,,,,40.9,65.2,43.0,,,,,-56.0,-146.0,,,,,,,-105.1,-80.8,-103.0,,,,,False,,,,,,,False,False,False,,,,
02195,21,12.0,0.0,,,,,,,15.9,0.1,6.0,,,,,-9.0,-21.0,,,,,,,-5.1,-20.9,-15.0,,,,,False,,,,,,,True,False,False,,,,
02198,18,48.0,,,,,,,,75.0,25.4,29.0,,,,,30.0,,,,,,,,57.0,7.4,11.0,,,,,,,,,,,,False,True,True,,,,
02220,68,240.0,0.0,,,,,,,256.4,87.8,210.0,,,,,172.0,-68.0,,,,,,,188.4,19.8,142.0,,,,,True,,,,,,,False,True,True,,,,
02230,6,12.0,0.0,,,,,,,92.0,11.3,6.0,,,,,6.0,-6.0,,,,,,,86.0,5.3,0.0,,,,,False,,,,,,,False,True,True,,,,
02240,89,282.0,0.0,,,,,,,189.0,78.5,170.0,,,,,193.0,-89.0,,,,,,,100.0,-10.5,81.0,,,,,True,,,,,,,True,True,True,,,,
02261,119,156.0,,,,,,,,92.1,77.4,168.0,,,,,37.0,,,,,,,,-26.9,-41.6,49.0,,,,,,,,,,,,True,False,False,,,,
02275,5,12.0,0.0,,,,,,,26.1,0.1,0.0,,,,,7.0,-5.0,,,,,,,21.1,-4.9,-5.0,,,,,True,,,,,,,False,True,True,,,,
02282,12,12.0,0.0,,,,,,,3.8,0.0,17.0,,,,,0.0,-12.0,,,,,,,-8.2,-12.0,5.0,,,,,False,,,,,,,False,False,False,,,,
02290,71,66.0,,,,,,,,122.6,23.0,28.0,,,,,-5.0,,,,,,,,51.6,-48.0,-43.0,,,,,,,,,,,,False,False,False,,,,
04001,2746,2856.0,2367.0,,,,,2890.0,,2218.5,2393.7,2889.0,,2090.7,,,110.0,-379.0,,,,,144.0,,-527.5,-352.3,143.0,,-655.3,,,False,,,,,False,,False,False,False,,False,,
04003,5288,3936.0,4162.0,,,,,1796.0,,6160.6,3208.8,4991.5,,3129.8,,,-1352.0,-1126.0,,,,,-3492.0,,872.6,-2079.2,-296.5,,-2158.2,,,True,,,,,False,,True,False,True,,False,,
04005,5716,3840.0,2905.0,,,,,3005.0,,2108.7,3160.1,5167.0,,2460.5,6716.0,,-1876.0,-2811.0,,,,,-2711.0,,-3607.3,-2555.9,-549.0,,-3255.5,1000.0,,False,,,,,False,,False,False,True,,False,True,
04007,2071,2094.0,1760.0,,,,,1256.0,,2783.4,1188.6,1802.5,,1637.0,,,23.0,-311.0,,,,,-815.0,,712.4,-882.4,-268.5,,-434.0,,,False,,,,,False,,False,False,False,,False,,
04009,1976,1092.0,1149.0,,,,,862.0,,679.3,887.8,936.0,,478.8,,,-884.0,-827.0,,,,,-1114.0,,-1296.7,-1088.2,-1040.0,,-1497.2,,,True,,,,,False,,False,False,False,,False,,
04011,194,408.0,0.0,,,,,185.0,,1064.8,107.6,701.0,,,,,214.0,-194.0,,,,,-9.0,,870.8,-86.4,507.0,,,,,True,,,,,True,,False,True,False,,,,
04012,1026,846.0,1280.0,,,,,548.0,,1401.1,382.5,813.5,,,,,-180.0,254.0,,,,,-478.0,,375.1,-643.5,-212.5,,,,,False,,,,,False,,False,False,False,,,,
04013,187500,132714.0,154931.0,,,,,100762.0,,278864.9,120244.4,139595.0,,145773.7,281585.0,,-54786.0,-32569.0,,,,,-86738.0,,91364.9,-67255.6,-47905.0,,-41726.3,94085.0,,True,,,,,False,,False,False,True,,True,False,
04015,9509,5748.0,5816.0,,,,,4413.0,,11006.8,5633.5,8053.5,,4308.5,11457.0,,-3761.0,-3693.0,,,,,-5096.0,,1497.8,-3875.5,-1455.5,,-5200.5,1948.0,,True,,,,,False,,True,False,True,,False,True,
04017,4486,4032.0,832.0,,,,,3818.0,,3391.7,3135.1,4467.5,,4184.9,,,-454.0,-3654.0,,,,,-668.0,,-1094.3,-1350.9,-18.5,,-301.1,,,False,,,,,False,,False,False,True,,True,,
04019,44948,27792.0,36109.0,,,,,19178.0,,29753.9,27122.4,38813.0,,18329.3,96267.0,,-17156.0,-8839.0,,,,,-25770.0,,-15194.1,-17825.6,-6135.0,,-26618.7,51319.0,,True,,,,,False,,True,False,True,,False,False,
04021,18116,12744.0,10986.0,,,,,9429.0,,14243.0,11726.5,16206.0,,9827.7,19913.0,,-5372.0,-7130.0,,,,,-8687.0,,-3873.0,-6389.5,-1910.0,,-8288.3,1797.0,,False,,,,,False,,True,False,True,,False,True,
04023,2679,2670.0,2.0,,,,,930.0,,3607.3,1775.6,3129.5,,1494.5,,,-9.0,-2677.0,,,,,-1749.0,,928.3,-903.4,450.5,,-1184.5,,,False,,,,,False,,False,False,False,,False,,
04025,8246,7050.0,6399.0,,,,,5354.0,,17213.6,6315.2,8398.5,,4209.3,10216.0,,-1196.0,-1847.0,,,,,-2892.0,,8967.6,-1930.8,152.5,,-4036.7,1970.0,,False,,,,,False,,False,False,True,,False,False,
04027,13808,8934.0,2525.0,,,,,3006.0,,7862.8,7433.1,12104.5,,3659.4,16074.0,,-4874.0,-11283.0,,,,,-10802.0,,-5945.2,-6374.9,-1703.5,,-10148.6,2266.0,,False,,,,,False,,False,False,True,,False,True,
05001,520,432.0,225.0,,,,,418.0,,200.9,211.0,423.0,,,,,-88.0,-295.0,,,,,-102.0,,-319.1,-309.0,-97.0,,,,,False,,,,,False,,False,False,False,,,,
05003,538,558.0,775.0,,,,,465.0,,696.1,259.0,650.0,,,,,20.0,237.0,,,,,-73.0,,158.1,-279.0,112.0,,,,,False,,,,,False,,False,False,False,,,,
05005,928,930.0,493.0,,,,,678.0,,346.1,427.6,644.0,,,,,2.0,-435.0,,,,,-250.0,,-581.9,-500.4,-284.0,,,,,False,,,,,False,,False,False,False,,,,
05007,9800,7392.0,11286.0,,,,,5221.0,,6955.0,6502.9,7130.0,,8924.0,10112.0,,-2408.0,1486.0,,,,,-4579.0,,-2845.0,-3297.1,-2670.0,,-876.0,312.0,,True,,,,,False,,False,False,False,,True,True,
05009,1011,1422.0,1054.0,,,,,671.0,,897.3,754.9,1418.0,,,,,411.0,43.0,,,,,-340.0,,-113.7,-256.1,407.0,,,,,True,,,,,True,,True,True,True,,,,
05011,577,534.0,17.0,,,,,202.0,,2196.4,133.6,462.0,,,,,-43.0,-560.0,,,,,-375.0,,1619.4,-443.4,-115.0,,,,,False,,,,,False,,False,False,False,,,,
05013,128,84.0,44.0,,,,,87.0,,33.6,76.3,60.0,,,,,-44.0,-84.0,,,,,-41.0,,-94.4,-51.7,-68.0,,,,,False,,,,,True,,False,False,False,,,,
05015,808,1092.0,908.0,,,,,377.0,,1408.2,665.3,1199.5,,,,,284.0,100.0,,,,,-431.0,,600.2,-142.7,391.5,,,,,True,,,,,False,,False,True,False,,,,
05017,247,438.0,43.0,,,,,235.0,,368.7,128.0,468.0,,,,,191.0,-204.0,,,,,-12.0,,121.7,-119.0,221.0,,,,,False,,,,,True,,True,True,False,,,,
05019,722,696.0,261.0,,,,,399.0,,435.3,209.3,498.0,,,,,-26.0,-461.0,,,,,-323.0,,-286.7,-512.7,-224.0,,,,,False,,,,,False,,False,False,False,,,,
05021,459,948.0,281.0,,,,,411.0,,617.2,379.9,1106.0,,,,,489.0,-178.0,,,,,-48.0,,158.2,-79.1,647.0,,,,,True,,,,,True,,True,True,False,,,,
05023,791,534.0,625.0,,,,,576.0,,815.1,151.5,673.0,,,,,-257.0,-166.0,,,,,-215.0,,24.1,-639.5,-118.0,,,,,True,,,,,True,,True,False,True,,,,
05025,272,288.0,147.0,,,,,156.0,,433.6,51.2,188.0,,,,,16.0,-125.0,,,,,-116.0,,161.6,-220.8,-84.0,,,,,False,,,,,False,,False,False,False,,,,
05027,599,630.0,606.0,,,,,441.0,,510.7,329.3,484.0,,,,,31.0,7.0,,,,,-158.0,,-88.3,-269.7,-115.0,,,,,True,,,,,False,,False,False,False,,,,
05029,993,660.0,746.0,,,,,595.0,,275.7,286.7,716.0,,,,,-333.0,-247.0,,,,,-398.0,,-717.3,-706.3,-277.0,,,,,True,,,,,False,,False,False,True,,,,
