,actual_cases,COVIDhub-baseline,Columbia_UNC-SurvCon,Covid19Sim-Simulator,IBF-TimeSeries,IowaStateLW-STEM,JCB-PRM,JHUAPL-Bucky,OneQuietNight-ML,UCF-AEM,UCLA-SuEIR,USACE-ERDC_SEIR,USC-SI_kJalpha,error-COVIDhub-baseline,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-IBF-TimeSeries,error-IowaStateLW-STEM,error-JCB-PRM,error-JHUAPL-Bucky,error-OneQuietNight-ML,error-UCF-AEM,error-UCLA-SuEIR,error-USACE-ERDC_SEIR,error-USC-SI_kJalpha,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-IBF-TimeSeries,beat_baseline-IowaStateLW-STEM,beat_baseline-JCB-PRM,beat_baseline-JHUAPL-Bucky,beat_baseline-OneQuietNight-ML,beat_baseline-UCF-AEM,beat_baseline-UCLA-SuEIR,beat_baseline-USACE-ERDC_SEIR,beat_baseline-USC-SI_kJalpha
01125,7603,4851.0,,,,4312.0,,5093.0,7430.0,,3146.1,,,-2752.0,,,,-3291.0,,-2510.0,-173.0,,-4456.9,,,,,,False,,True,True,,False,,
01127,2223,1393.0,,,,1654.0,,1379.5,2349.0,,1529.6,,,-830.0,,,,-569.0,,-843.5,126.0,,-693.4,,,,,,True,,False,True,,True,,
01129,458,112.0,,,,291.0,,19.4,404.0,,,,,-346.0,,,,-167.0,,-438.6,-54.0,,,,,,,,True,,False,True,,,,
01131,391,98.0,,,,109.0,,103.8,318.0,,,,,-293.0,,,,-282.0,,-287.2,-73.0,,,,,,,,True,,True,True,,,,
01133,928,840.0,,,,714.0,,508.3,869.0,,,,,-88.0,,,,-214.0,,-419.7,-59.0,,,,,,,,False,,False,True,,,,
02013,11,91.0,,,,,,7.8,154.0,,,,,80.0,,,,,,-3.2,143.0,,,,,,,,,,True,False,,,,
02016,137,14.0,,,,,,0.6,187.0,,,,,-123.0,,,,,,-136.4,50.0,,,,,,,,,,False,True,,,,
02020,8159,14238.0,,,,,,8924.3,15637.0,,9768.3,,,6079.0,,,,,,765.3,7478.0,,1609.3,,,,,,,,True,False,,True,,
02050,1518,2170.0,,,,,,886.4,1435.0,,,,,652.0,,,,,,-631.6,-83.0,,,,,,,,,,True,True,,,,
02060,0,0.0,,,,,,0.0,38.0,,,,,0.0,,,,,,0.0,38.0,,,,,,,,,,True,False,,,,
02068,21,14.0,,,,,,5.1,71.0,,,,,-7.0,,,,,,-15.9,50.0,,,,,,,,,,False,False,,,,
02070,53,35.0,,,,,,40.0,223.0,,,,,-18.0,,,,,,-13.0,170.0,,,,,,,,,,True,False,,,,
02090,2204,1792.0,,,,,,1280.0,2638.0,,1012.8,,,-412.0,,,,,,-924.0,434.0,,-1191.2,,,,,,,,False,False,,False,,
02100,7,0.0,,,,,,0.0,117.0,,,,,-7.0,,,,,,-7.0,110.0,,,,,,,,,,True,False,,,,
02105,0,0.0,,,,,,0.0,,,,,,0.0,,,,,,0.0,,,,,,,,,,,True,,,,,
02110,257,406.0,,,,,,79.8,457.0,,,,,149.0,,,,,,-177.2,200.0,,,,,,,,,,False,False,,,,
02122,1291,3101.0,,,,,,1190.7,3125.0,,1938.4,,,1810.0,,,,,,-100.3,1834.0,,647.4,,,,,,,,True,False,,True,,
02130,73,77.0,,,,,,1.5,206.0,,,,,4.0,,,,,,-71.5,133.0,,,,,,,,,,False,False,,,,
02150,730,378.0,,,,,,2332.4,521.0,,,,,-352.0,,,,,,1602.4,-209.0,,,,,,,,,,False,True,,,,
02158,564,224.0,,,,,,33.3,,,,,,-340.0,,,,,,-530.7,,,,,,,,,,,False,,,,,
02164,25,21.0,,,,,,11.4,93.0,,,,,-4.0,,,,,,-13.6,68.0,,,,,,,,,,False,False,,,,
02170,3868,5033.0,,,,,,269.7,5270.0,,3578.3,,,1165.0,,,,,,-3598.3,1402.0,,-289.7,,,,,,,,False,False,,True,,
02180,70,294.0,,,,,,1115.4,470.0,,,,,224.0,,,,,,1045.4,400.0,,,,,,,,,,False,False,,,,
02185,507,329.0,,,,,,42.6,376.0,,,,,-178.0,,,,,,-464.4,-131.0,,,,,,,,,,False,True,,,,
02188,161,133.0,,,,,,228.4,381.0,,,,,-28.0,,,,,,67.4,220.0,,,,,,,,,,False,False,,,,
02195,23,0.0,,,,,,0.0,102.0,,,,,-23.0,,,,,,-23.0,79.0,,,,,,,,,,True,False,,,,
02198,26,35.0,,,,,,0.1,,,,,,9.0,,,,,,-25.9,,,,,,,,,,,False,,,,,
02220,108,210.0,,,,,,179.7,374.0,,,,,102.0,,,,,,71.7,266.0,,,,,,,,,,True,False,,,,
02230,8,0.0,,,,,,5.1,,,,,,-8.0,,,,,,-2.9,,,,,,,,,,,True,,,,,
02240,136,413.0,,,,,,1139.3,395.0,,,,,277.0,,,,,,1003.3,259.0,,,,,,,,,,False,True,,,,
02261,145,126.0,,,,,,90.4,353.0,,,,,-19.0,,,,,,-54.6,208.0,,,,,,,,,,False,False,,,,
02275,7,0.0,,,,,,0.0,,,,,,-7.0,,,,,,-7.0,,,,,,,,,,,True,,,,,
02282,14,28.0,,,,,,47.9,33.0,,,,,14.0,,,,,,33.9,19.0,,,,,,,,,,False,False,,,,
02290,82,147.0,,,,,,875.8,305.0,,,,,65.0,,,,,,793.8,223.0,,,,,,,,,,False,False,,,,
04001,3222,3227.0,,,,3560.0,,18109.6,2960.0,,2499.4,,,5.0,,,,338.0,,14887.6,-262.0,,-722.6,,,,,,False,,False,False,,False,,
04003,5944,3619.0,,,,2722.0,,6920.4,4344.0,,2637.0,,,-2325.0,,,,-3222.0,,976.4,-1600.0,,-3307.0,,,,,,False,,True,True,,False,,
04005,6356,4067.0,,,,3050.0,,3136.3,4654.0,,4095.7,,,-2289.0,,,,-3306.0,,-3219.7,-1702.0,,-2260.3,,,,,,False,,False,True,,True,,
04007,2420,2107.0,,,,1600.0,,3546.9,2305.0,,1044.4,,,-313.0,,,,-820.0,,1126.9,-115.0,,-1375.6,,,,,,False,,False,True,,False,,
04009,2158,1995.0,,,,1296.0,,1087.4,2233.0,,,,,-163.0,,,,-862.0,,-1070.6,75.0,,,,,,,,False,,False,True,,,,
04011,262,329.0,,,,279.0,,3609.2,340.0,,,,,67.0,,,,17.0,,3347.2,78.0,,,,,,,,True,,False,False,,,,
04012,1167,588.0,,,,662.0,,1838.8,483.0,,,,,-579.0,,,,-505.0,,671.8,-684.0,,,,,,,,True,,False,False,,,,
04013,209619,112189.0,,,,101862.0,,293207.2,125916.0,,85766.9,,,-97430.0,,,,-107757.0,,83588.2,-83703.0,,-123852.1,,,,,,False,,True,True,,False,,
04015,10467,3941.0,,,,3914.0,,8820.5,5149.0,,3655.9,,,-6526.0,,,,-6553.0,,-1646.5,-5318.0,,-6811.1,,,,,,False,,True,True,,False,,
04017,5158,3486.0,,,,4189.0,,4214.3,4401.0,,3798.1,,,-1672.0,,,,-969.0,,-943.7,-757.0,,-1359.9,,,,,,True,,True,True,,True,,
04019,49580,28427.0,,,,24041.0,,48311.1,34938.0,,21120.5,,,-21153.0,,,,-25539.0,,-1268.9,-14642.0,,-28459.5,,,,,,False,,True,True,,False,,
04021,20240,9121.0,,,,10864.0,,49490.2,11947.0,,8335.0,,,-11119.0,,,,-9376.0,,29250.2,-8293.0,,-11905.0,,,,,,True,,False,True,,False,,
04023,3124,2471.0,,,,1310.0,,8816.8,2793.0,,1507.7,,,-653.0,,,,-1814.0,,5692.8,-331.0,,-1616.3,,,,,,False,,False,True,,False,,
04025,9421,6440.0,,,,5099.0,,46372.2,7842.0,,3766.1,,,-2981.0,,,,-4322.0,,36951.2,-1579.0,,-5654.9,,,,,,False,,False,True,,False,,
04027,15297,10073.0,,,,6493.0,,12704.6,10142.0,,8927.5,,,-5224.0,,,,-8804.0,,-2592.4,-5155.0,,-6369.5,,,,,,False,,True,True,,False,,
05001,592,399.0,,,,506.0,,398.7,622.0,,,,,-193.0,,,,-86.0,,-193.3,30.0,,,,,,,,True,,False,True,,,,
05003,631,840.0,,,,500.0,,640.3,786.0,,,,,209.0,,,,-131.0,,9.3,155.0,,,,,,,,True,,True,True,,,,
05005,1083,980.0,,,,866.0,,692.0,1462.0,,,,,-103.0,,,,-217.0,,-391.0,379.0,,,,,,,,False,,False,False,,,,
05007,11032,6167.0,,,,6474.0,,1941.0,9147.0,,9156.4,,,-4865.0,,,,-4558.0,,-9091.0,-1885.0,,-1875.6,,,,,,True,,False,True,,True,,
05009,1248,1344.0,,,,855.0,,1629.7,1867.0,,,,,96.0,,,,-393.0,,381.7,619.0,,,,,,,,False,,False,False,,,,
05011,666,434.0,,,,265.0,,4525.5,456.0,,,,,-232.0,,,,-401.0,,3859.5,-210.0,,,,,,,,False,,False,True,,,,
05013,142,140.0,,,,120.0,,62.0,210.0,,,,,-2.0,,,,-22.0,,-80.0,68.0,,,,,,,,False,,False,False,,,,
05015,990,889.0,,,,537.0,,2708.9,1055.0,,,,,-101.0,,,,-453.0,,1718.9,65.0,,,,,,,,False,,False,True,,,,
05017,320,392.0,,,,251.0,,846.7,423.0,,,,,72.0,,,,-69.0,,526.7,103.0,,,,,,,,True,,False,False,,,,
05019,838,441.0,,,,573.0,,133.7,638.0,,,,,-397.0,,,,-265.0,,-704.3,-200.0,,,,,,,,True,,False,True,,,,
05021,617,686.0,,,,519.0,,276.4,717.0,,,,,69.0,,,,-98.0,,-340.6,100.0,,,,,,,,False,,False,False,,,,
05023,880,539.0,,,,628.0,,383.6,856.0,,,,,-341.0,,,,-252.0,,-496.4,-24.0,,,,,,,,True,,False,True,,,,
05025,320,231.0,,,,167.0,,397.3,357.0,,,,,-89.0,,,,-153.0,,77.3,37.0,,,,,,,,False,,True,True,,,,
05027,704,728.0,,,,616.0,,2806.4,1012.0,,,,,24.0,,,,-88.0,,2102.4,308.0,,,,,,,,False,,False,False,,,,
05029,1103,455.0,,,,612.0,,702.1,827.0,,,,,-648.0,,,,-491.0,,-400.9,-276.0,,,,,,,,True,,True,True,,,,
05031,4502,3507.0,,,,3709.0,,1401.5,4992.0,,2848.9,,,-995.0,,,,-793.0,,-3100.5,490.0,,-1653.1,,,,,,True,,False,True,,False,,
05033,2491,1344.0,,,,2508.0,,568.0,2298.0,,,,,-1147.0,,,,17.0,,-1923.0,-193.0,,,,,,,,True,,False,True,,,,
05035,1793,1120.0,,,,1248.0,,525.1,1717.0,,1662.0,,,-673.0,,,,-545.0,,-1267.9,-76.0,,-131.0,,,,,,True,,False,True,,True,,
05037,854,630.0,,,,517.0,,5250.3,762.0,,,,,-224.0,,,,-337.0,,4396.3,-92.0,,,,,,,,False,,False,True,,,,
05039,313,231.0,,,,175.0,,239.1,259.0,,,,,-82.0,,,,-138.0,,-73.9,-54.0,,,,,,,,False,,True,True,,,,
05041,532,287.0,,,,227.0,,760.9,456.0,,,,,-245.0,,,,-305.0,,228.9,-76.0,,,,,,,,False,,True,True,,,,
05043,973,1085.0,,,,466.0,,1266.9,887.0,,,,,112.0,,,,-507.0,,293.9,-86.0,,,,,,,,False,,False,True,,,,
05045,4834,2352.0,,,,3050.0,,1090.2,3743.0,,1568.6,,,-2482.0,,,,-1784.0,,-3743.8,-1091.0,,-3265.4,,,,,,True,,False,True,,False,,
05047,540,567.0,,,,608.0,,475.2,695.0,,,,,27.0,,,,68.0,,-64.8,155.0,,,,,,,,False,,False,False,,,,
05049,449,357.0,,,,237.0,,347.2,536.0,,,,,-92.0,,,,-212.0,,-101.8,87.0,,,,,,,,False,,False,True,,,,
05051,3696,2240.0,,,,3214.0,,735.8,3275.0,,1319.1,,,-1456.0,,,,-482.0,,-2960.2,-421.0,,-2376.9,,,,,,True,,False,True,,False,,
05053,668,448.0,,,,437.0,,1510.7,668.0,,,,,-220.0,,,,-231.0,,842.7,0.0,,,,,,,,False,,False,True,,,,
05055,2203,2513.0,,,,1762.0,,2355.9,3084.0,,3512.3,,,310.0,,,,-441.0,,152.9,881.0,,1309.3,,,,,,False,,True,False,,False,,
05057,607,343.0,,,,541.0,,649.2,683.0,,,,,-264.0,,,,-66.0,,42.2,76.0,,,,,,,,True,,True,True,,,,
05059,1169,1099.0,,,,1150.0,,595.6,1474.0,,564.8,,,-70.0,,,,-19.0,,-573.4,305.0,,-604.2,,,,,,True,,False,False,,False,,
05061,445,224.0,,,,317.0,,242.4,469.0,,,,,-221.0,,,,-128.0,,-202.6,24.0,,,,,,,,True,,True,True,,,,
05063,1180,896.0,,,,1260.0,,90.4,1408.0,,,,,-284.0,,,,80.0,,-1089.6,228.0,,,,,,,,True,,False,True,,,,
05065,490,294.0,,,,322.0,,27.6,536.0,,,,,-196.0,,,,-168.0,,-462.4,46.0,,,,,,,,True,,False,True,,,,
05067,1203,1974.0,,,,561.0,,1247.5,1189.0,,,,,771.0,,,,-642.0,,44.5,-14.0,,,,,,,,True,,True,True,,,,
05069,2266,1330.0,,,,1543.0,,526.0,2365.0,,662.8,,,-936.0,,,,-723.0,,-1740.0,99.0,,-1603.2,,,,,,True,,False,True,,False,,
05071,1017,469.0,,,,899.0,,473.9,955.0,,,,,-548.0,,,,-118.0,,-543.1,-62.0,,,,,,,,True,,True,True,,,,
05073,131,77.0,,,,130.0,,285.4,224.0,,,,,-54.0,,,,-1.0,,154.4,93.0,,,,,,,,True,,False,False,,,,
05075,640,567.0,,,,576.0,,227.1,651.0,,,,,-73.0,,,,-64.0,,-412.9,11.0,,,,,,,,True,,False,True,,,,
05077,378,140.0,,,,258.0,,165.8,302.0,,,,,-238.0,,,,-120.0,,-212.2,-76.0,,,,,,,,True,,True,True,,,,
05079,495,469.0,,,,354.0,,348.2,542.0,,274.1,,,-26.0,,,,-141.0,,-146.8,47.0,,-220.9,,,,,,False,,False,False,,False,,
05081,311,245.0,,,,294.0,,162.5,324.0,,,,,-66.0,,,,-17.0,,-148.5,13.0,,,,,,,,True,,False,True,,,,
05083,834,840.0,,,,864.0,,804.3,972.0,,,,,6.0,,,,30.0,,-29.7,138.0,,,,,,,,False,,False,False,,,,
05085,2568,1463.0,,,,1756.0,,688.2,2457.0,,828.8,,,-1105.0,,,,-812.0,,-1879.8,-111.0,,-1739.2,,,,,,True,,False,True,,False,,
05087,581,413.0,,,,387.0,,167.6,588.0,,,,,-168.0,,,,-194.0,,-413.4,7.0,,,,,,,,False,,False,True,,,,
05089,359,392.0,,,,270.0,,625.9,566.0,,,,,33.0,,,,-89.0,,266.9,207.0,,,,,,,,False,,False,False,,,,
05091,991,742.0,,,,1055.0,,566.2,1112.0,,262.7,,,-249.0,,,,64.0,,-424.8,121.0,,-728.3,,,,,,True,,False,True,,False,,
05093,1717,1274.0,,,,1481.0,,314.6,1719.0,,1777.3,,,-443.0,,,,-236.0,,-1402.4,2.0,,60.3,,,,,,True,,False,True,,True,,
05095,293,140.0,,,,150.0,,108.5,214.0,,,,,-153.0,,,,-143.0,,-184.5,-79.0,,,,,,,,True,,False,True,,,,
05097,326,371.0,,,,247.0,,1111.7,391.0,,,,,45.0,,,,-79.0,,785.7,65.0,,,,,,,,False,,False,False,,,,
05099,191,210.0,,,,248.0,,330.1,287.0,,,,,19.0,,,,57.0,,139.1,96.0,,,,,,,,False,,False,False,,,,
05101,167,273.0,,,,187.0,,164.9,383.0,,,,,106.0,,,,20.0,,-2.1,216.0,,,,,,,,True,,True,False,,,,
05103,999,966.0,,,,603.0,,4193.4,1112.0,,,,,-33.0,,,,-396.0,,3194.4,113.0,,,,,,,,False,,False,False,,,,
05105,361,189.0,,,,234.0,,241.2,329.0,,,,,-172.0,,,,-127.0,,-119.8,-32.0,,,,,,,,True,,True,True,,,,
05107,542,399.0,,,,441.0,,1402.9,643.0,,,,,-143.0,,,,-101.0,,860.9,101.0,,,,,,,,True,,False,True,,,,
05109,468,133.0,,,,311.0,,156.3,375.0,,,,,-335.0,,,,-157.0,,-311.7,-93.0,,,,,,,,True,,True,True,,,,
05111,1073,553.0,,,,908.0,,157.1,956.0,,,,,-520.0,,,,-165.0,,-915.9,-117.0,,,,,,,,True,,False,True,,,,
05113,758,616.0,,,,618.0,,497.2,838.0,,,,,-142.0,,,,-140.0,,-260.8,80.0,,,,,,,,True,,False,True,,,,
05115,2919,1722.0,,,,1875.0,,1516.3,2481.0,,860.7,,,-1197.0,,,,-1044.0,,-1402.7,-438.0,,-2058.3,,,,,,True,,False,True,,False,,
05117,304,140.0,,,,190.0,,19.1,271.0,,,,,-164.0,,,,-114.0,,-284.9,-33.0,,,,,,,,True,,False,True,,,,
05119,13592,7728.0,,,,8316.0,,5982.1,12086.0,,3418.7,,,-5864.0,,,,-5276.0,,-7609.9,-1506.0,,-10173.3,,,,,,True,,False,True,,False,,
05121,758,364.0,,,,585.0,,214.4,693.0,,,,,-394.0,,,,-173.0,,-543.6,-65.0,,,,,,,,True,,False,True,,,,
05123,1088,532.0,,,,769.0,,370.2,762.0,,,,,-556.0,,,,-319.0,,-717.8,-326.0,,,,,,,,True,,False,True,,,,
05125,4662,3437.0,,,,3481.0,,2127.2,4572.0,,6235.7,,,-1225.0,,,,-1181.0,,-2534.8,-90.0,,1573.7,,,,,,True,,False,True,,False,,
