,actual_cases,COVIDhub-baseline,BPagano-RtDriven,CEID-Walk,CMU-TimeSeries,COVIDhub-ensemble,CU-select,Columbia_UNC-SurvCon,Covid19Sim-Simulator,CovidAnalytics-DELPHI,DDS-NBDS,FAIR-NRAR,Google_Harvard-CPF,IBF-TimeSeries,IEM_MED-CovidProject,IowaStateLW-STEM,JCB-PRM,JHUAPL-Bucky,JHU_CSSE-DECOM,JHU_IDD-CovidSP,JHU_UNC_GAS-StatMechPool,Karlen-pypm,LANL-GrowthRate,LNQ-ens1,MITCovAlliance-SIR,Microsoft-DeepSTIA,OliverWyman-Navigator,OneQuietNight-ML,PandemicCentral-USCounty,QJHong-Encounter,RobertWalraven-ESG,TTU-squider,UCF-AEM,UCLA-SuEIR,UMass-MechBayes,UMich-RidgeTfReg,USC-SI_kJalpha,UVA-Ensemble,error-COVIDhub-baseline,error-BPagano-RtDriven,error-CEID-Walk,error-CMU-TimeSeries,error-COVIDhub-ensemble,error-CU-select,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-CovidAnalytics-DELPHI,error-DDS-NBDS,error-FAIR-NRAR,error-Google_Harvard-CPF,error-IBF-TimeSeries,error-IEM_MED-CovidProject,error-IowaStateLW-STEM,error-JCB-PRM,error-JHUAPL-Bucky,error-JHU_CSSE-DECOM,error-JHU_IDD-CovidSP,error-JHU_UNC_GAS-StatMechPool,error-Karlen-pypm,error-LANL-GrowthRate,error-LNQ-ens1,error-MITCovAlliance-SIR,error-Microsoft-DeepSTIA,error-OliverWyman-Navigator,error-OneQuietNight-ML,error-PandemicCentral-USCounty,error-QJHong-Encounter,error-RobertWalraven-ESG,error-TTU-squider,error-UCF-AEM,error-UCLA-SuEIR,error-UMass-MechBayes,error-UMich-RidgeTfReg,error-USC-SI_kJalpha,error-UVA-Ensemble,beat_baseline-BPagano-RtDriven,beat_baseline-CEID-Walk,beat_baseline-CMU-TimeSeries,beat_baseline-COVIDhub-ensemble,beat_baseline-CU-select,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-DDS-NBDS,beat_baseline-FAIR-NRAR,beat_baseline-Google_Harvard-CPF,beat_baseline-IBF-TimeSeries,beat_baseline-IEM_MED-CovidProject,beat_baseline-IowaStateLW-STEM,beat_baseline-JCB-PRM,beat_baseline-JHUAPL-Bucky,beat_baseline-JHU_CSSE-DECOM,beat_baseline-JHU_IDD-CovidSP,beat_baseline-JHU_UNC_GAS-StatMechPool,beat_baseline-Karlen-pypm,beat_baseline-LANL-GrowthRate,beat_baseline-LNQ-ens1,beat_baseline-MITCovAlliance-SIR,beat_baseline-Microsoft-DeepSTIA,beat_baseline-OliverWyman-Navigator,beat_baseline-OneQuietNight-ML,beat_baseline-PandemicCentral-USCounty,beat_baseline-QJHong-Encounter,beat_baseline-RobertWalraven-ESG,beat_baseline-TTU-squider,beat_baseline-UCF-AEM,beat_baseline-UCLA-SuEIR,beat_baseline-UMass-MechBayes,beat_baseline-UMich-RidgeTfReg,beat_baseline-USC-SI_kJalpha,beat_baseline-UVA-Ensemble
01021,541,408.0,,415.7,,426.0,283.0,,,,,507.0,335.9,,,739.0,,360.8,,279.5,427.0,,544.0,299.4,,,392.0,524.0,526.2,,,,,273.7,,,,265.2,-133.0,,-125.3,,-115.0,-258.0,,,,,-34.0,-205.1,,,198.0,,-180.2,,-261.5,-114.0,,3.0,-241.6,,,-149.0,-17.0,-14.8,,,,,-267.3,,,,-275.8,,True,,True,False,,,,,True,False,,,False,,False,,False,True,,True,False,,,False,True,True,,,,,False,,,,False
01023,27,39.0,,36.7,,48.0,18.0,,,,,83.6,49.0,,,218.0,,76.6,,45.7,,,60.0,29.6,,,78.0,112.0,61.2,,,,,,,,,41.2,12.0,,9.7,,21.0,-9.0,,,,,56.6,22.0,,,191.0,,49.6,,18.7,,,33.0,2.6,,,51.0,85.0,34.2,,,,,,,,,14.2,,True,,False,True,,,,,False,False,,,False,,False,,False,,,False,True,,,False,False,False,,,,,,,,,False
01025,513,327.0,,316.3,,315.0,264.0,,,,,457.9,263.9,,,353.0,,475.4,,260.5,,,470.0,290.3,,,547.0,376.0,256.1,,,,,244.6,,,,312.8,-186.0,,-196.7,,-198.0,-249.0,,,,,-55.1,-249.1,,,-160.0,,-37.6,,-252.5,,,-43.0,-222.7,,,34.0,-137.0,-256.9,,,,,-268.4,,,,-200.2,,False,,False,False,,,,,True,False,,,True,,True,,False,,,True,False,,,True,True,False,,,,,False,,,,False
01027,160,153.0,,155.1,,154.0,166.0,,,,,196.0,123.3,,,211.0,,131.0,,90.8,,,165.0,140.4,,,158.0,183.0,159.9,,,,,,,,,177.4,-7.0,,-4.9,,-6.0,6.0,,,,,36.0,-36.7,,,51.0,,-29.0,,-69.2,,,5.0,-19.6,,,-2.0,23.0,-0.1,,,,,,,,,17.4,,True,,True,True,,,,,False,False,,,False,,False,,False,,,True,False,,,True,False,True,,,,,,,,,False
01029,180,150.0,,135.9,,159.0,5.0,,,,,184.9,126.5,,,262.0,,184.9,,103.9,,,170.0,114.8,,,191.0,185.0,197.0,,,,,,,,,195.4,-30.0,,-44.1,,-21.0,-175.0,,,,,4.9,-53.5,,,82.0,,4.9,,-76.1,,,-10.0,-65.2,,,11.0,5.0,17.0,,,,,,,,,15.4,,False,,True,False,,,,,True,False,,,False,,True,,False,,,True,False,,,True,True,True,,,,,,,,,True
01031,987,717.0,,732.4,,677.0,675.0,,,,,650.3,507.4,,,673.0,,806.3,,475.8,612.5,,950.5,551.2,,,851.0,813.0,571.6,,,,,618.1,,,,290.6,-270.0,,-254.6,,-310.0,-312.0,,,,,-336.7,-479.6,,,-314.0,,-180.7,,-511.2,-374.5,,-36.5,-435.8,,,-136.0,-174.0,-415.4,,,,,-368.9,,,,-696.4,,True,,False,False,,,,,False,False,,,False,,True,,False,False,,True,False,,,True,True,False,,,,,False,,,,False
01033,897,933.0,,962.4,,845.0,654.0,,,,,809.4,618.7,,,1098.0,,542.6,,633.5,736.5,,1147.0,662.5,,,1025.0,973.0,835.2,,,,,585.5,,,,969.6,36.0,,65.4,,-52.0,-243.0,,,,,-87.6,-278.3,,,201.0,,-354.4,,-263.5,-160.5,,250.0,-234.5,,,128.0,76.0,-61.8,,,,,-311.5,,,,72.6,,False,,False,False,,,,,False,False,,,False,,False,,False,False,,False,False,,,False,False,False,,,,,False,,,,False
01035,118,63.0,,69.8,,64.0,52.0,,,,,138.3,68.6,,,154.0,,30.3,,65.1,,,71.0,45.0,0.0,,81.0,105.0,119.3,,,,,,,,,33.5,-55.0,,-48.2,,-54.0,-66.0,,,,,20.3,-49.4,,,36.0,,-87.7,,-52.9,,,-47.0,-73.0,-118.0,,-37.0,-13.0,1.3,,,,,,,,,-84.5,,True,,True,False,,,,,True,True,,,True,,False,,True,,,True,False,False,,True,True,True,,,,,,,,,False
01037,128,69.0,,62.0,,57.0,18.0,,,,,76.6,69.7,,,122.0,,33.5,,62.0,,,57.0,47.5,0.0,,75.0,109.0,104.4,,,,,,,,,57.9,-59.0,,-66.0,,-71.0,-110.0,,,,,-51.4,-58.3,,,-6.0,,-94.5,,-66.0,,,-71.0,-80.5,-128.0,,-53.0,-19.0,-23.6,,,,,,,,,-70.1,,False,,False,False,,,,,True,True,,,True,,False,,False,,,False,False,False,,True,True,True,,,,,,,,,False
01039,479,279.0,,324.2,,316.0,124.0,,,,,488.5,229.6,,,517.0,,364.4,,216.4,315.5,,461.0,203.6,124.1,,403.0,480.0,490.8,,,,,273.7,,,,213.5,-200.0,,-154.8,,-163.0,-355.0,,,,,9.5,-249.4,,,38.0,,-114.6,,-262.6,-163.5,,-18.0,-275.4,-354.9,,-76.0,1.0,11.8,,,,,-205.3,,,,-265.5,,True,,True,False,,,,,True,False,,,True,,True,,False,True,,True,False,False,,True,True,True,,,,,False,,,,False
01041,287,210.0,,222.3,,202.0,219.0,,,,,176.4,118.6,,,161.0,,382.6,,117.1,,,341.0,155.5,30.3,,245.0,224.0,180.0,,,,,,,,,116.8,-77.0,,-64.7,,-85.0,-68.0,,,,,-110.6,-168.4,,,-126.0,,95.6,,-169.9,,,54.0,-131.5,-256.7,,-42.0,-63.0,-107.0,,,,,,,,,-170.2,,True,,False,True,,,,,False,False,,,False,,False,,False,,,True,False,False,,True,True,False,,,,,,,,,False
01043,1274,1452.0,,1541.5,,1306.0,1118.0,,,,,1259.8,1069.1,,,1858.0,,1238.4,,893.1,1063.0,,1804.0,938.7,510.5,,1735.0,1448.0,1211.4,,,,,1185.4,,,,2136.0,178.0,,267.5,,32.0,-156.0,,,,,-14.2,-204.9,,,584.0,,-35.6,,-380.9,-211.0,,530.0,-335.3,-763.5,,461.0,174.0,-62.6,,,,,-88.6,,,,862.0,,False,,True,True,,,,,True,False,,,False,,True,,False,False,,False,False,False,,False,True,True,,,,,True,,,,False
01045,781,516.0,,529.1,,546.0,550.0,,,,,615.6,418.2,,,669.0,,728.1,,431.8,438.0,,980.0,415.3,209.1,,723.0,637.0,623.9,,,,,311.5,,,,627.0,-265.0,,-251.9,,-235.0,-231.0,,,,,-165.4,-362.8,,,-112.0,,-52.9,,-349.2,-343.0,,199.0,-365.7,-571.9,,-58.0,-144.0,-157.1,,,,,-469.5,,,,-154.0,,True,,True,True,,,,,True,False,,,True,,True,,False,False,,True,False,False,,True,True,True,,,,,False,,,,True
01047,345,273.0,,275.1,,266.0,266.0,,,,,445.1,250.3,,,474.0,,199.9,,252.7,248.0,,398.0,212.8,0.0,,342.0,377.0,423.2,,,,,168.4,,,,261.1,-72.0,,-69.9,,-79.0,-79.0,,,,,100.1,-94.7,,,129.0,,-145.1,,-92.3,-97.0,,53.0,-132.2,-345.0,,-3.0,32.0,78.2,,,,,-176.6,,,,-83.9,,True,,False,False,,,,,False,False,,,False,,False,,False,False,,True,False,False,,True,True,False,,,,,False,,,,False
01049,961,1050.0,,1136.1,,979.0,904.0,,,,,1217.7,758.0,,,1623.0,,1225.5,,736.1,867.5,,1471.5,663.7,382.8,,1322.0,1106.0,974.1,,,,,818.1,,,,821.9,89.0,,175.1,,18.0,-57.0,,,,,256.7,-203.0,,,662.0,,264.5,,-224.9,-93.5,,510.5,-297.3,-578.2,,361.0,145.0,13.1,,,,,-142.9,,,,-139.1,,False,,True,True,,,,,False,False,,,False,,False,,False,False,,False,False,False,,False,False,True,,,,,False,,,,False
01051,1842,1407.0,,1407.3,,1261.0,1271.0,,,,,1297.5,895.7,,,1100.0,,1821.6,,863.6,1099.5,,2280.0,1092.7,243.3,,1932.0,1404.0,1062.4,,,,,1041.8,,,,1219.8,-435.0,,-434.7,,-581.0,-571.0,,,,,-544.5,-946.3,,,-742.0,,-20.4,,-978.4,-742.5,,438.0,-749.3,-1598.7,,90.0,-438.0,-779.6,,,,,-800.2,,,,-622.2,,True,,False,False,,,,,False,False,,,False,,True,,False,False,,False,False,False,,True,False,False,,,,,False,,,,False
01053,642,420.0,,405.6,,396.0,10.0,,,,,489.5,271.1,,,561.0,,431.3,,352.1,389.0,,582.5,244.9,65.8,,569.0,488.0,449.9,,,,,370.7,,,,369.8,-222.0,,-236.4,,-246.0,-632.0,,,,,-152.5,-370.9,,,-81.0,,-210.7,,-289.9,-253.0,,-59.5,-397.1,-576.2,,-73.0,-154.0,-192.1,,,,,-271.3,,,,-272.2,,False,,False,False,,,,,True,False,,,True,,True,,False,False,,True,False,False,,True,True,True,,,,,False,,,,False
01055,2068,2388.0,,2446.9,,2014.0,1914.0,,,,,2053.9,1470.2,,,2137.0,,1995.7,,1452.5,898.5,,2500.0,1443.8,554.7,,2864.0,2193.0,1846.5,,,,,1403.4,,,,3098.5,320.0,,378.9,,-54.0,-154.0,,,,,-14.1,-597.8,,,69.0,,-72.3,,-615.5,-1169.5,,432.0,-624.2,-1513.3,,796.0,125.0,-221.5,,,,,-664.6,,,,1030.5,,False,,True,True,,,,,True,False,,,True,,True,,False,False,,False,False,False,,False,True,True,,,,,False,,,,False
01057,290,261.0,,254.4,,249.0,159.0,,,,,260.6,202.1,,,294.0,,175.5,,193.7,,,292.0,179.3,46.2,,352.0,281.0,252.7,,,,,,,,,278.5,-29.0,,-35.6,,-41.0,-131.0,,,,,-29.4,-87.9,,,4.0,,-114.5,,-96.3,,,2.0,-110.7,-243.8,,62.0,-9.0,-37.3,,,,,,,,,-11.5,,False,,False,False,,,,,False,False,,,True,,False,,False,,,True,False,False,,False,True,False,,,,,,,,,True
01059,517,372.0,,386.1,,320.0,152.0,,,,,546.3,259.2,,,734.0,,279.7,,312.0,305.0,,422.0,302.9,74.5,,468.0,485.0,403.6,,,,,222.4,,,,216.4,-145.0,,-130.9,,-197.0,-365.0,,,,,29.3,-257.8,,,217.0,,-237.3,,-205.0,-212.0,,-95.0,-214.1,-442.5,,-49.0,-32.0,-113.4,,,,,-294.6,,,,-300.6,,True,,False,False,,,,,True,False,,,False,,False,,False,False,,True,False,False,,True,True,True,,,,,False,,,,False
01061,410,306.0,,297.4,,285.0,272.0,,,,,263.3,247.5,,,402.0,,215.3,,181.0,,,315.0,232.2,77.3,,346.0,330.0,312.5,,,,,,,,,184.9,-104.0,,-112.6,,-125.0,-138.0,,,,,-146.7,-162.5,,,-8.0,,-194.7,,-229.0,,,-95.0,-177.8,-332.7,,-64.0,-80.0,-97.5,,,,,,,,,-225.1,,False,,False,False,,,,,False,False,,,True,,False,,False,,,True,False,False,,True,True,True,,,,,,,,,False
01063,132,126.0,,135.9,,102.0,6.0,,,,,131.5,89.8,,,97.0,,89.0,,90.0,,,119.0,105.6,0.0,,183.0,106.0,100.1,,,,,,,,,77.4,-6.0,,3.9,,-30.0,-126.0,,,,,-0.5,-42.2,,,-35.0,,-43.0,,-42.0,,,-13.0,-26.4,-132.0,,51.0,-26.0,-31.9,,,,,,,,,-54.6,,True,,False,False,,,,,True,False,,,False,,False,,False,,,False,False,False,,False,False,False,,,,,,,,,False
01065,381,339.0,,356.2,,298.0,110.0,,,,,296.0,157.2,,,212.0,,550.7,,209.8,,,505.0,271.0,39.2,,502.0,268.0,456.6,,,,,,,,,209.9,-42.0,,-24.8,,-83.0,-271.0,,,,,-85.0,-223.8,,,-169.0,,169.7,,-171.2,,,124.0,-110.0,-341.8,,121.0,-113.0,75.6,,,,,,,,,-171.1,,True,,False,False,,,,,False,False,,,False,,False,,False,,,False,False,False,,False,False,False,,,,,,,,,False
01067,367,237.0,,229.4,,222.0,1.0,,,,,222.2,183.8,,,206.0,,393.2,,167.5,,,484.5,203.2,57.7,,379.0,252.0,261.0,,,,,,,,,114.2,-130.0,,-137.6,,-145.0,-366.0,,,,,-144.8,-183.2,,,-161.0,,26.2,,-199.5,,,117.5,-163.8,-309.3,,12.0,-115.0,-106.0,,,,,,,,,-252.8,,False,,False,False,,,,,False,False,,,False,,True,,False,,,True,False,False,,True,True,True,,,,,,,,,False
01069,1685,1032.0,,1113.2,,1061.0,699.0,,,,,1230.5,922.2,,,1286.0,,1245.7,,813.6,1052.0,,1405.5,753.0,383.4,,1548.0,1329.0,1275.6,,,,,734.1,,,,749.7,-653.0,,-571.8,,-624.0,-986.0,,,,,-454.5,-762.8,,,-399.0,,-439.3,,-871.4,-633.0,,-279.5,-932.0,-1301.6,,-137.0,-356.0,-409.4,,,,,-950.9,,,,-935.3,,True,,True,False,,,,,True,False,,,True,,True,,False,True,,True,False,False,,True,True,True,,,,,False,,,,False
01071,904,729.0,,596.3,,591.0,451.0,,,,,860.7,596.9,,,1091.0,,282.7,,520.1,260.0,,453.0,397.2,0.0,,775.0,797.0,800.8,,,,,522.4,,,,1381.8,-175.0,,-307.7,,-313.0,-453.0,,,,,-43.3,-307.1,,,187.0,,-621.3,,-383.9,-644.0,,-451.0,-506.8,-904.0,,-129.0,-107.0,-103.2,,,,,-381.6,,,,477.8,,False,,False,False,,,,,True,False,,,False,,False,,False,False,,False,False,False,,True,True,True,,,,,False,,,,False
01073,12477,12558.0,,12289.5,12773.6,11098.0,8099.0,,,,,10523.9,9351.6,,14620.3,12908.0,,13653.4,,7804.3,9176.5,,17730.5,9721.5,4499.3,,16158.0,11252.0,9307.6,,,,,8609.7,8491.0,,,6014.6,81.0,,-187.5,296.6,-1379.0,-4378.0,,,,,-1953.1,-3125.4,,2143.3,431.0,,1176.4,,-4672.7,-3300.5,,5253.5,-2755.5,-7977.7,,3681.0,-1225.0,-3169.4,,,,,-3867.3,-3986.0,,,-6462.4,,False,False,False,False,,,,,False,False,,False,False,,False,,False,False,,False,False,False,,False,False,False,,,,,False,False,,,False
01075,168,204.0,,191.9,,198.0,129.0,,,,,206.1,140.7,,,224.0,,252.3,,132.3,,,311.0,135.4,26.9,,272.0,221.0,199.1,,,,,,,,,296.9,36.0,,23.9,,30.0,-39.0,,,,,38.1,-27.3,,,56.0,,84.3,,-35.7,,,143.0,-32.6,-141.1,,104.0,53.0,31.1,,,,,,,,,128.9,,True,,True,False,,,,,False,True,,,False,,False,,True,,,False,True,False,,False,False,True,,,,,,,,,False
01077,1489,1524.0,,1551.6,,1352.0,1316.0,,,,,1183.0,1188.3,,,1865.0,,1194.8,,1033.2,1261.5,,1793.5,1277.0,641.1,,1835.0,1678.0,1597.2,,,,,852.4,,,,1950.0,35.0,,62.6,,-137.0,-173.0,,,,,-306.0,-300.7,,,376.0,,-294.2,,-455.8,-227.5,,304.5,-212.0,-847.9,,346.0,189.0,108.2,,,,,-636.6,,,,461.0,,False,,False,False,,,,,False,False,,,False,,False,,False,False,,False,False,False,,False,False,False,,,,,False,,,,False
01079,501,555.0,,554.3,,553.0,536.0,,,,,405.9,350.8,,,714.0,,625.9,,266.1,445.5,,877.0,415.3,55.6,,666.0,573.0,509.2,,,,,,,,,660.7,54.0,,53.3,,52.0,35.0,,,,,-95.1,-150.2,,,213.0,,124.9,,-234.9,-55.5,,376.0,-85.7,-445.4,,165.0,72.0,8.2,,,,,,,,,159.7,,True,,True,True,,,,,False,False,,,False,,False,,False,False,,False,False,False,,False,False,True,,,,,,,,,False
01081,2593,1551.0,,1491.5,,1551.0,978.0,,,,,1885.5,1016.9,,2083.5,1873.0,,2041.8,,1267.5,1411.0,,2532.0,1363.7,0.9,,2084.0,1874.0,1868.5,,,,,1317.2,1119.0,,,331.8,-1042.0,,-1101.5,,-1042.0,-1615.0,,,,,-707.5,-1576.1,,-509.5,-720.0,,-551.2,,-1325.5,-1182.0,,-61.0,-1229.3,-2592.1,,-509.0,-719.0,-724.5,,,,,-1275.8,-1474.0,,,-2261.2,,False,,False,False,,,,,True,False,,True,True,,True,,False,False,,True,False,False,,True,True,True,,,,,False,False,,,False
01083,1483,1668.0,,1548.7,,1524.0,1514.0,,,,,1373.7,1285.9,,,1655.0,,2027.7,,1074.0,1489.0,,2341.0,1183.7,444.8,,2187.0,1710.0,1377.5,,,,,1520.0,,,,1123.8,185.0,,65.7,,41.0,31.0,,,,,-109.3,-197.1,,,172.0,,544.7,,-409.0,6.0,,858.0,-299.3,-1038.2,,704.0,227.0,-105.5,,,,,37.0,,,,-359.2,,True,,True,True,,,,,True,False,,,True,,False,,False,True,,False,False,False,,False,False,True,,,,,True,,,,False
01085,178,69.0,,60.9,,71.0,,,,,,151.5,48.0,,,81.0,,63.3,,56.0,,,108.0,55.8,0.0,,93.0,102.0,113.9,,,,,,,,,71.9,-109.0,,-117.1,,-107.0,,,,,,-26.5,-130.0,,,-97.0,,-114.7,,-122.0,,,-70.0,-122.2,-178.0,,-85.0,-76.0,-64.1,,,,,,,,,-106.1,,False,,True,,,,,,True,False,,,True,,False,,False,,,True,False,False,,True,True,True,,,,,,,,,True
