,actual_cases,COVIDhub-baseline,BPagano-RtDriven,CEID-Walk,CMU-TimeSeries,COVIDhub-ensemble,CU-select,Columbia_UNC-SurvCon,Covid19Sim-Simulator,CovidAnalytics-DELPHI,DDS-NBDS,FAIR-NRAR,Google_Harvard-CPF,IBF-TimeSeries,IEM_MED-CovidProject,IowaStateLW-STEM,JCB-PRM,JHUAPL-Bucky,JHU_CSSE-DECOM,JHU_IDD-CovidSP,JHU_UNC_GAS-StatMechPool,Karlen-pypm,LANL-GrowthRate,LNQ-ens1,MITCovAlliance-SIR,Microsoft-DeepSTIA,OliverWyman-Navigator,OneQuietNight-ML,PandemicCentral-USCounty,QJHong-Encounter,RobertWalraven-ESG,TTU-squider,UCF-AEM,UCLA-SuEIR,UMass-MechBayes,UMich-RidgeTfReg,USC-SI_kJalpha,UVA-Ensemble,error-COVIDhub-baseline,error-BPagano-RtDriven,error-CEID-Walk,error-CMU-TimeSeries,error-COVIDhub-ensemble,error-CU-select,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-CovidAnalytics-DELPHI,error-DDS-NBDS,error-FAIR-NRAR,error-Google_Harvard-CPF,error-IBF-TimeSeries,error-IEM_MED-CovidProject,error-IowaStateLW-STEM,error-JCB-PRM,error-JHUAPL-Bucky,error-JHU_CSSE-DECOM,error-JHU_IDD-CovidSP,error-JHU_UNC_GAS-StatMechPool,error-Karlen-pypm,error-LANL-GrowthRate,error-LNQ-ens1,error-MITCovAlliance-SIR,error-Microsoft-DeepSTIA,error-OliverWyman-Navigator,error-OneQuietNight-ML,error-PandemicCentral-USCounty,error-QJHong-Encounter,error-RobertWalraven-ESG,error-TTU-squider,error-UCF-AEM,error-UCLA-SuEIR,error-UMass-MechBayes,error-UMich-RidgeTfReg,error-USC-SI_kJalpha,error-UVA-Ensemble,beat_baseline-BPagano-RtDriven,beat_baseline-CEID-Walk,beat_baseline-CMU-TimeSeries,beat_baseline-COVIDhub-ensemble,beat_baseline-CU-select,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-DDS-NBDS,beat_baseline-FAIR-NRAR,beat_baseline-Google_Harvard-CPF,beat_baseline-IBF-TimeSeries,beat_baseline-IEM_MED-CovidProject,beat_baseline-IowaStateLW-STEM,beat_baseline-JCB-PRM,beat_baseline-JHUAPL-Bucky,beat_baseline-JHU_CSSE-DECOM,beat_baseline-JHU_IDD-CovidSP,beat_baseline-JHU_UNC_GAS-StatMechPool,beat_baseline-Karlen-pypm,beat_baseline-LANL-GrowthRate,beat_baseline-LNQ-ens1,beat_baseline-MITCovAlliance-SIR,beat_baseline-Microsoft-DeepSTIA,beat_baseline-OliverWyman-Navigator,beat_baseline-OneQuietNight-ML,beat_baseline-PandemicCentral-USCounty,beat_baseline-QJHong-Encounter,beat_baseline-RobertWalraven-ESG,beat_baseline-TTU-squider,beat_baseline-UCF-AEM,beat_baseline-UCLA-SuEIR,beat_baseline-UMass-MechBayes,beat_baseline-UMich-RidgeTfReg,beat_baseline-USC-SI_kJalpha,beat_baseline-UVA-Ensemble
27097,233,135.0,,153.3,,131.0,47.0,,,,,275.6,184.3,,,311.0,,50.6,,133.4,44.5,,63.0,129.6,0.1,,138.0,191.0,360.8,,,,,428.9,,,,221.4,-98.0,,-79.7,,-102.0,-186.0,,,,,42.6,-48.7,,,78.0,,-182.4,,-99.6,-188.5,,-170.0,-103.4,-232.9,,-95.0,-42.0,127.8,,,,,195.9,,,,-11.6,,True,,False,False,,,,,True,True,,,True,,False,,False,False,,False,False,False,,True,True,False,,,,,False,,,,True
27099,345,219.0,,210.1,,204.0,197.0,,,,,413.4,192.7,,,409.0,,92.7,,270.8,339.0,,173.0,169.4,0.0,,268.0,241.0,630.6,,,,,98.4,,,,163.3,-126.0,,-134.9,,-141.0,-148.0,,,,,68.4,-152.3,,,64.0,,-252.3,,-74.2,-6.0,,-172.0,-175.6,-345.0,,-77.0,-104.0,285.6,,,,,-246.6,,,,-181.7,,False,,False,False,,,,,True,False,,,True,,False,,True,True,,False,False,False,,True,True,False,,,,,False,,,,False
27101,130,42.0,,42.4,,40.0,24.0,,,,,94.1,40.6,,,66.0,,15.5,,59.4,,,21.0,54.7,0.0,,43.0,59.0,39.0,,,,,,,,,36.1,-88.0,,-87.7,,-90.0,-106.0,,,,,-35.9,-89.4,,,-64.0,,-114.5,,-70.6,,,-109.0,-75.3,-130.0,,-87.0,-71.0,-91.0,,,,,,,,,-93.9,,True,,False,False,,,,,True,False,,,True,,False,,True,,,False,True,False,,True,True,False,,,,,,,,,False
27103,206,204.0,,220.5,,189.0,75.0,,,,,240.9,224.0,,,334.0,,56.1,,145.3,202.0,,78.0,194.2,0.1,,184.0,197.0,282.1,,,,,,,,,111.0,-2.0,,14.5,,-17.0,-131.0,,,,,34.9,18.0,,,128.0,,-149.9,,-60.7,-4.0,,-128.0,-11.8,-205.9,,-22.0,-9.0,76.1,,,,,,,,,-95.0,,False,,False,False,,,,,False,False,,,False,,False,,False,False,,False,False,False,,False,False,False,,,,,,,,,False
27105,168,129.0,,136.6,,125.0,,,,,,441.1,90.0,,,244.0,,54.5,,122.8,,,57.0,89.9,0.2,,120.0,180.0,217.8,,,,,92.1,,,,210.3,-39.0,,-31.4,,-43.0,,,,,,273.1,-78.0,,,76.0,,-113.5,,-45.2,,,-111.0,-78.1,-167.8,,-48.0,12.0,49.8,,,,,-75.9,,,,42.3,,True,,False,,,,,,False,False,,,False,,False,,False,,,False,False,False,,False,True,False,,,,,False,,,,False
27107,17,12.0,,12.9,,9.0,4.0,,,,,41.0,35.4,,,45.0,,1.7,,14.2,,,0.0,7.6,0.0,,8.0,22.0,9.1,,,,,,,,,11.0,-5.0,,-4.1,,-8.0,-13.0,,,,,24.0,18.4,,,28.0,,-15.3,,-2.8,,,-17.0,-9.4,-17.0,,-9.0,5.0,-7.9,,,,,,,,,-6.0,,True,,False,False,,,,,False,False,,,False,,False,,True,,,False,False,False,,False,False,False,,,,,,,,,False
27109,1453,1101.0,,1027.9,,1015.0,585.0,,,,,1185.9,788.3,,835.7,1400.0,,627.6,,865.9,1301.5,,1078.0,809.8,0.6,,1162.0,1052.0,2237.8,,,,,1417.5,708.0,,,579.6,-352.0,,-425.1,,-438.0,-868.0,,,,,-267.1,-664.7,,-617.3,-53.0,,-825.4,,-587.1,-151.5,,-375.0,-643.2,-1452.4,,-291.0,-401.0,784.8,,,,,-35.5,-745.0,,,-873.4,,False,,False,False,,,,,True,False,,False,True,,False,,False,True,,False,False,False,,True,False,False,,,,,True,False,,,False
27111,395,315.0,,319.9,,221.0,104.0,,,,,483.3,297.5,,,457.0,,112.0,,356.7,241.5,,148.0,179.1,0.0,,324.0,359.0,253.0,,,,,333.3,,,,352.3,-80.0,,-75.1,,-174.0,-291.0,,,,,88.3,-97.5,,,62.0,,-283.0,,-38.3,-153.5,,-247.0,-215.9,-395.0,,-71.0,-36.0,-142.0,,,,,-61.7,,,,-42.7,,True,,False,False,,,,,False,False,,,True,,False,,True,False,,False,False,False,,True,True,False,,,,,True,,,,True
27113,99,39.0,,49.3,,36.0,16.0,,,,,99.1,76.4,,,95.0,,11.8,,69.7,,,3.0,33.4,0.0,,,57.0,128.6,,,,,,,,,43.3,-60.0,,-49.7,,-63.0,-83.0,,,,,0.1,-22.6,,,-4.0,,-87.2,,-29.3,,,-96.0,-65.6,-99.0,,,-42.0,29.6,,,,,,,,,-55.7,,True,,False,False,,,,,True,True,,,True,,False,,True,,,False,False,False,,,True,True,,,,,,,,,True
27115,307,288.0,,254.4,,223.0,82.0,,,,,368.8,228.6,,,273.0,,421.3,,301.6,,,275.0,182.0,0.0,,561.0,284.0,241.5,,,,,871.0,,,,122.1,-19.0,,-52.6,,-84.0,-225.0,,,,,61.8,-78.4,,,-34.0,,114.3,,-5.4,,,-32.0,-125.0,-307.0,,254.0,-23.0,-65.5,,,,,564.0,,,,-184.9,,False,,False,False,,,,,False,False,,,False,,False,,True,,,False,False,False,,False,False,False,,,,,False,,,,False
27117,76,30.0,,33.2,,27.0,15.0,,,,,101.5,41.8,,,100.0,,9.0,,51.3,,,8.0,23.4,0.0,,27.0,59.0,106.5,,,,,,,,,27.9,-46.0,,-42.8,,-49.0,-61.0,,,,,25.5,-34.2,,,24.0,,-67.0,,-24.7,,,-68.0,-52.6,-76.0,,-49.0,-17.0,30.5,,,,,,,,,-48.1,,True,,False,False,,,,,True,True,,,True,,False,,True,,,False,False,False,,False,True,True,,,,,,,,,False
27119,114,150.0,,188.6,,121.0,38.0,,,,,332.9,168.3,,,246.0,,37.3,,123.4,72.0,,33.0,81.9,0.3,,116.0,191.0,166.0,,,,,119.5,,,,230.6,36.0,,74.6,,7.0,-76.0,,,,,218.9,54.3,,,132.0,,-76.7,,9.4,-42.0,,-81.0,-32.1,-113.7,,2.0,77.0,52.0,,,,,5.5,,,,116.6,,False,,True,False,,,,,False,False,,,False,,False,,True,False,,False,True,False,,True,False,False,,,,,True,,,,False
27121,55,45.0,,49.5,,38.0,19.0,,,,,76.1,73.3,,,107.0,,12.5,,37.5,,,18.0,53.5,0.0,,45.0,64.0,48.2,,,,,,,,,9.8,-10.0,,-5.5,,-17.0,-36.0,,,,,21.1,18.3,,,52.0,,-42.5,,-17.5,,,-37.0,-1.5,-55.0,,-10.0,9.0,-6.8,,,,,,,,,-45.2,,True,,False,False,,,,,False,False,,,False,,False,,False,,,False,True,False,,False,True,True,,,,,,,,,False
27123,3364,3393.0,,3391.4,3412.4,2525.0,1851.0,,,,,4188.3,2484.0,,1697.6,4210.0,,1519.3,,3419.1,1881.0,,2463.0,2471.8,0.7,,2956.0,3173.0,4616.6,,,,,2577.7,1451.0,,,2388.2,29.0,,27.4,48.4,-839.0,-1513.0,,,,,824.3,-880.0,,-1666.4,846.0,,-1844.7,,55.1,-1483.0,,-901.0,-892.2,-3363.3,,-408.0,-191.0,1252.6,,,,,-786.3,-1913.0,,,-975.8,,True,False,False,False,,,,,False,False,,False,False,,False,,False,False,,False,False,False,,False,False,False,,,,,False,False,,,False
27125,14,42.0,,44.2,,20.0,14.0,,,,,37.6,40.2,,,14.0,,10.9,,22.8,,,8.0,24.0,0.0,,51.0,34.0,39.3,,,,,,,,,11.5,28.0,,30.2,,6.0,0.0,,,,,23.6,26.2,,,0.0,,-3.1,,8.8,,,-6.0,10.0,-14.0,,37.0,20.0,25.3,,,,,,,,,-2.5,,False,,True,True,,,,,True,True,,,True,,True,,True,,,True,True,True,,False,True,True,,,,,,,,,True
27127,94,117.0,,116.3,,93.0,33.0,,,,,159.8,139.8,,,155.0,,36.2,,83.2,,,23.0,86.8,0.0,,137.0,113.0,174.9,,,,,,,,,56.4,23.0,,22.3,,-1.0,-61.0,,,,,65.8,45.8,,,61.0,,-57.8,,-10.8,,,-71.0,-7.2,-94.0,,43.0,19.0,80.9,,,,,,,,,-37.6,,True,,True,False,,,,,False,False,,,False,,False,,True,,,False,True,False,,False,True,False,,,,,,,,,False
27129,92,144.0,,118.6,,104.0,32.0,,,,,175.9,113.3,,,152.0,,37.9,,74.4,,,53.0,92.6,0.0,,106.0,125.0,184.9,,,,,,,,,129.8,52.0,,26.6,,12.0,-60.0,,,,,83.9,21.3,,,60.0,,-54.1,,-17.6,,,-39.0,0.6,-92.0,,14.0,33.0,92.9,,,,,,,,,37.8,,True,,True,False,,,,,False,True,,,False,,False,,True,,,True,True,False,,True,True,False,,,,,,,,,True
27131,643,624.0,,623.6,,522.0,363.0,,,,,662.2,470.1,,,615.0,,296.1,,501.3,553.5,,487.0,554.4,0.5,,682.0,541.0,706.3,,,,,437.3,,,,215.8,-19.0,,-19.4,,-121.0,-280.0,,,,,19.2,-172.9,,,-28.0,,-346.9,,-141.7,-89.5,,-156.0,-88.6,-642.5,,39.0,-102.0,63.3,,,,,-205.7,,,,-427.2,,False,,False,False,,,,,False,False,,,False,,False,,False,False,,False,False,False,,False,False,False,,,,,False,,,,False
27133,86,51.0,,49.9,,49.0,17.0,,,,,125.7,41.3,,,83.0,,17.6,,57.7,,,7.0,31.8,0.0,,51.0,74.0,121.4,,,,,,,,,116.0,-35.0,,-36.1,,-37.0,-69.0,,,,,39.7,-44.7,,,-3.0,,-68.4,,-28.3,,,-79.0,-54.2,-86.0,,-35.0,-12.0,35.4,,,,,,,,,30.0,,False,,False,False,,,,,False,False,,,True,,False,,True,,,False,False,False,,False,True,False,,,,,,,,,True
27135,63,90.0,,63.8,,47.0,28.0,,,,,181.1,106.4,,,72.0,,24.4,,85.5,,,2.0,43.8,0.0,,94.0,85.0,192.8,,,,,,,,,24.2,27.0,,0.8,,-16.0,-35.0,,,,,118.1,43.4,,,9.0,,-38.6,,22.5,,,-61.0,-19.2,-63.0,,31.0,22.0,129.8,,,,,,,,,-38.8,,True,,True,False,,,,,False,False,,,True,,False,,True,,,False,True,False,,False,True,False,,,,,,,,,False
27137,1383,1374.0,,1219.7,,997.0,507.0,,,,,1435.4,1285.3,,,1575.0,,462.7,,1483.8,847.0,,794.0,1039.2,0.1,,1304.0,1227.0,,,,,,2231.5,695.0,,,1322.7,-9.0,,-163.3,,-386.0,-876.0,,,,,52.4,-97.7,,,192.0,,-920.3,,100.8,-536.0,,-589.0,-343.8,-1382.9,,-79.0,-156.0,,,,,,848.5,-688.0,,,-60.3,,False,,False,False,,,,,False,False,,,False,,False,,False,False,,False,False,False,,False,False,,,,,,False,False,,,False
27139,1122,927.0,,1005.5,,572.0,498.0,,,,,1228.2,878.5,,,1243.0,,282.1,,979.7,632.0,,486.0,736.4,0.1,,827.0,821.0,525.5,,,,,742.0,439.0,,,203.6,-195.0,,-116.5,,-550.0,-624.0,,,,,106.2,-243.5,,,121.0,,-839.9,,-142.3,-490.0,,-636.0,-385.6,-1121.9,,-295.0,-301.0,-596.5,,,,,-380.0,-683.0,,,-918.4,,True,,False,False,,,,,True,False,,,True,,False,,True,False,,False,False,False,,False,False,False,,,,,False,False,,,False
27141,661,579.0,,558.1,,449.0,302.0,,,,,804.3,470.4,,,834.0,,243.9,,551.3,366.5,,292.0,516.4,0.0,,567.0,602.0,310.1,,,,,613.0,,,,610.3,-82.0,,-102.9,,-212.0,-359.0,,,,,143.3,-190.6,,,173.0,,-417.1,,-109.7,-294.5,,-369.0,-144.6,-661.0,,-94.0,-59.0,-350.9,,,,,-48.0,,,,-50.7,,False,,False,False,,,,,False,False,,,False,,False,,False,False,,False,False,False,,False,True,False,,,,,True,,,,True
27143,85,105.0,,111.3,,86.0,33.0,,,,,113.6,133.5,,,154.0,,21.5,,68.2,,,38.0,73.7,0.0,,95.0,91.0,198.7,,,,,,,,,94.4,20.0,,26.3,,1.0,-52.0,,,,,28.6,48.5,,,69.0,,-63.5,,-16.8,,,-47.0,-11.3,-85.0,,10.0,6.0,113.7,,,,,,,,,9.4,,False,,True,False,,,,,False,False,,,False,,False,,True,,,False,True,False,,True,True,False,,,,,,,,,True
27145,1074,1041.0,,1154.2,,611.0,589.0,,,,,1492.2,854.9,,,1581.0,,269.2,,1054.6,642.0,,431.0,784.7,0.1,,846.0,1237.0,569.7,,,,,1197.1,428.0,,,31.8,-33.0,,80.2,,-463.0,-485.0,,,,,418.2,-219.1,,,507.0,,-804.8,,-19.4,-432.0,,-643.0,-289.3,-1073.9,,-228.0,163.0,-504.3,,,,,123.1,-646.0,,,-1042.2,,False,,False,False,,,,,False,False,,,False,,False,,True,False,,False,False,False,,False,False,False,,,,,False,False,,,False
27147,242,171.0,,161.6,,135.0,62.0,,,,,273.2,206.6,,,383.0,,41.5,,208.4,175.0,,94.0,140.2,0.1,,170.0,162.0,201.4,,,,,271.3,,,,28.3,-71.0,,-80.4,,-107.0,-180.0,,,,,31.2,-35.4,,,141.0,,-200.5,,-33.6,-67.0,,-148.0,-101.8,-241.9,,-72.0,-80.0,-40.6,,,,,29.3,,,,-213.7,,False,,False,False,,,,,True,True,,,False,,False,,True,True,,False,False,False,,False,False,True,,,,,True,,,,False
27149,37,72.0,,71.7,,53.0,24.0,,,,,75.2,63.0,,,90.0,,23.9,,48.8,,,27.0,47.4,0.0,,58.0,69.0,90.1,,,,,,,,,36.4,35.0,,34.7,,16.0,-13.0,,,,,38.2,26.0,,,53.0,,-13.1,,11.8,,,-10.0,10.4,-37.0,,21.0,32.0,53.1,,,,,,,,,-0.6,,True,,True,True,,,,,False,True,,,False,,True,,True,,,True,True,False,,True,True,False,,,,,,,,,True
27151,49,48.0,,43.8,,36.0,27.0,,,,,93.1,44.5,,,95.0,,17.2,,36.7,,,28.0,30.6,0.0,,,59.0,96.8,,,,,,,,,7.8,-1.0,,-5.2,,-13.0,-22.0,,,,,44.1,-4.5,,,46.0,,-31.8,,-12.3,,,-21.0,-18.4,-49.0,,,10.0,47.8,,,,,,,,,-41.2,,False,,False,False,,,,,False,False,,,False,,False,,False,,,False,False,False,,,False,False,,,,,,,,,False
27153,105,87.0,,72.8,,64.0,42.0,,,,,212.9,128.2,,,274.0,,50.7,,126.3,,,50.0,70.7,0.0,,,161.0,172.4,,,,,54.2,,,,18.6,-18.0,,-32.2,,-41.0,-63.0,,,,,107.9,23.2,,,169.0,,-54.3,,21.3,,,-55.0,-34.3,-105.0,,,56.0,67.4,,,,,-50.8,,,,-86.4,,False,,False,False,,,,,False,False,,,False,,False,,False,,,False,False,False,,,False,False,,,,,False,,,,False
27155,46,18.0,,29.8,,19.0,5.0,,,,,25.4,22.2,,,19.0,,24.4,,12.8,,,17.0,15.3,0.0,,,24.0,30.3,,,,,,,,,16.5,-28.0,,-16.2,,-27.0,-41.0,,,,,-20.6,-23.8,,,-27.0,,-21.6,,-33.2,,,-29.0,-30.7,-46.0,,,-22.0,-15.7,,,,,,,,,-29.5,,True,,True,False,,,,,True,True,,,True,,True,,False,,,False,False,False,,,True,True,,,,,,,,,False
27157,236,177.0,,170.9,,150.0,77.0,,,,,200.5,150.5,,,196.0,,84.4,,137.7,,,139.0,126.5,0.0,,164.0,163.0,219.7,,,,,,,,,191.5,-59.0,,-65.1,,-86.0,-159.0,,,,,-35.5,-85.5,,,-40.0,,-151.6,,-98.3,,,-97.0,-109.5,-236.0,,-72.0,-73.0,-16.3,,,,,,,,,-44.5,,False,,False,False,,,,,True,False,,,True,,False,,False,,,False,False,False,,False,False,True,,,,,,,,,True
27159,92,123.0,,121.9,,94.0,48.0,,,,,127.4,107.6,,,120.0,,43.4,,84.9,,,72.0,70.2,0.0,,120.0,106.0,128.3,,,,,,,,,129.2,31.0,,29.9,,2.0,-44.0,,,,,35.4,15.6,,,28.0,,-48.6,,-7.1,,,-20.0,-21.8,-92.0,,28.0,14.0,36.3,,,,,,,,,37.2,,True,,True,False,,,,,False,True,,,True,,False,,True,,,True,True,False,,True,True,False,,,,,,,,,False
27161,189,192.0,,189.7,,182.0,65.0,,,,,240.4,184.4,,,187.0,,116.4,,127.7,,,202.0,165.1,0.2,,229.0,188.0,257.6,,,,,,,,,68.8,3.0,,0.7,,-7.0,-124.0,,,,,51.4,-4.6,,,-2.0,,-72.6,,-61.3,,,13.0,-23.9,-188.8,,40.0,-1.0,68.6,,,,,,,,,-120.2,,True,,False,False,,,,,False,False,,,True,,False,,False,,,False,False,False,,False,True,False,,,,,,,,,False
27163,1918,1554.0,,1714.2,,1090.0,750.0,,,,,2021.5,1522.7,,,1962.0,,639.2,,1682.3,655.5,,1001.0,1185.5,0.2,,1462.0,1490.0,1032.3,,,,,1245.6,758.0,,,2656.9,-364.0,,-203.8,,-828.0,-1168.0,,,,,103.5,-395.3,,,44.0,,-1278.8,,-235.7,-1262.5,,-917.0,-732.5,-1917.8,,-456.0,-428.0,-885.7,,,,,-672.4,-1160.0,,,738.9,,True,,False,False,,,,,True,False,,,True,,False,,True,False,,False,False,False,,False,False,False,,,,,False,False,,,False
27165,42,15.0,,23.8,,18.0,13.0,,,,,136.4,40.9,,,143.0,,11.6,,66.2,,,14.0,17.3,0.0,,,49.0,65.4,,,,,,,,,13.4,-27.0,,-18.2,,-24.0,-29.0,,,,,94.4,-1.1,,,101.0,,-30.4,,24.2,,,-28.0,-24.7,-42.0,,,7.0,23.4,,,,,,,,,-28.6,,True,,True,False,,,,,False,True,,,False,,False,,True,,,False,True,False,,,True,True,,,,,,,,,False
27167,48,45.0,,39.6,,36.0,30.0,,,,,79.3,33.1,,,56.0,,20.6,,47.8,,,41.0,20.3,0.0,,57.0,69.0,76.4,,,,,,,,,16.0,-3.0,,-8.4,,-12.0,-18.0,,,,,31.3,-14.9,,,8.0,,-27.4,,-0.2,,,-7.0,-27.7,-48.0,,9.0,21.0,28.4,,,,,,,,,-32.0,,False,,False,False,,,,,False,False,,,False,,False,,True,,,False,False,False,,False,False,False,,,,,,,,,False
27169,369,276.0,,265.5,,243.0,120.0,,,,,393.3,265.7,,,452.0,,89.7,,283.0,323.5,,173.0,224.7,0.0,,242.0,350.0,285.0,,,,,753.2,,,,440.5,-93.0,,-103.5,,-126.0,-249.0,,,,,24.3,-103.3,,,83.0,,-279.3,,-86.0,-45.5,,-196.0,-144.3,-369.0,,-127.0,-19.0,-84.0,,,,,384.2,,,,71.5,,False,,False,False,,,,,True,False,,,True,,False,,True,True,,False,False,False,,False,True,True,,,,,False,,,,True
27171,934,987.0,,1197.9,,574.0,420.0,,,,,1234.4,720.4,,,1246.0,,309.9,,807.9,407.5,,544.0,646.5,0.3,,904.0,974.0,471.7,,,,,764.9,433.0,,,676.1,53.0,,263.9,,-360.0,-514.0,,,,,300.4,-213.6,,,312.0,,-624.1,,-126.1,-526.5,,-390.0,-287.5,-933.7,,-30.0,40.0,-462.3,,,,,-169.1,-501.0,,,-257.9,,False,,False,False,,,,,False,False,,,False,,False,,False,False,,False,False,False,,True,True,False,,,,,False,False,,,False
27173,86,72.0,,70.5,,62.0,32.0,,,,,110.6,64.6,,,76.0,,24.5,,65.0,,,41.0,51.6,0.0,,73.0,79.0,193.9,,,,,,,,,42.9,-14.0,,-15.5,,-24.0,-54.0,,,,,24.6,-21.4,,,-10.0,,-61.5,,-21.0,,,-45.0,-34.4,-86.0,,-13.0,-7.0,107.9,,,,,,,,,-43.1,,False,,False,False,,,,,False,False,,,True,,False,,False,,,False,False,False,,True,True,False,,,,,,,,,False
28001,287,186.0,,183.7,,201.0,199.0,,,,,305.1,162.3,,,374.0,,201.2,,189.0,259.5,,240.5,132.6,28.4,,204.0,271.0,343.7,,,,,,,,,119.6,-101.0,,-103.3,,-86.0,-88.0,,,,,18.1,-124.7,,,87.0,,-85.8,,-98.0,-27.5,,-46.5,-154.4,-258.6,,-83.0,-16.0,56.7,,,,,,,,,-167.4,,False,,True,True,,,,,True,False,,,True,,True,,True,True,,True,False,False,,True,True,True,,,,,,,,,False
28003,580,348.0,,329.1,,341.0,297.0,,,,,383.6,288.6,,,863.0,,275.1,,271.5,347.5,,340.0,275.7,63.3,,372.0,426.0,452.1,,,,,,,,,310.3,-232.0,,-250.9,,-239.0,-283.0,,,,,-196.4,-291.4,,,283.0,,-304.9,,-308.5,-232.5,,-240.0,-304.3,-516.7,,-208.0,-154.0,-127.9,,,,,,,,,-269.7,,False,,False,False,,,,,True,False,,,False,,False,,False,False,,False,False,False,,True,True,True,,,,,,,,,False
28005,149,108.0,,119.0,,90.0,88.0,,,,,150.5,80.4,,,125.0,,63.3,,91.6,,,90.0,54.7,0.0,,133.0,147.0,106.8,,,,,,,,,105.3,-41.0,,-30.0,,-59.0,-61.0,,,,,1.5,-68.6,,,-24.0,,-85.7,,-57.4,,,-59.0,-94.3,-149.0,,-16.0,-2.0,-42.2,,,,,,,,,-43.7,,True,,False,False,,,,,True,False,,,True,,False,,False,,,False,False,False,,True,True,False,,,,,,,,,False
28007,279,405.0,,401.6,,269.0,193.0,,,,,312.4,231.6,,,264.0,,219.0,,190.3,,,360.0,238.6,24.1,,417.0,322.0,254.8,,,,,,,,,518.2,126.0,,122.6,,-10.0,-86.0,,,,,33.4,-47.4,,,-15.0,,-60.0,,-88.7,,,81.0,-40.4,-254.9,,138.0,43.0,-24.2,,,,,,,,,239.2,,True,,True,True,,,,,True,True,,,True,,True,,True,,,True,True,False,,False,True,True,,,,,,,,,False
28009,168,132.0,,128.4,,122.0,68.0,,,,,115.6,72.9,,,185.0,,191.1,,69.6,,,177.0,98.5,27.0,,138.0,123.0,124.8,,,,,,,,,158.5,-36.0,,-39.6,,-46.0,-100.0,,,,,-52.4,-95.1,,,17.0,,23.1,,-98.4,,,9.0,-69.5,-141.0,,-30.0,-45.0,-43.2,,,,,,,,,-9.5,,False,,False,False,,,,,False,False,,,True,,True,,False,,,True,False,False,,True,False,False,,,,,,,,,True
28011,720,702.0,,691.9,,558.0,512.0,,,,,643.4,351.6,,,404.0,,623.2,,449.8,678.5,,777.0,497.3,55.3,,729.0,632.0,514.2,,,,,480.0,,,,340.6,-18.0,,-28.1,,-162.0,-208.0,,,,,-76.6,-368.4,,,-316.0,,-96.8,,-270.2,-41.5,,57.0,-222.7,-664.7,,9.0,-88.0,-205.8,,,,,-240.0,,,,-379.4,,False,,False,False,,,,,False,False,,,False,,False,,False,False,,False,False,False,,True,False,False,,,,,False,,,,False
28013,255,342.0,,334.2,,263.0,322.0,,,,,240.9,212.4,,,309.0,,169.4,,174.8,,,311.0,225.9,32.0,,478.0,267.0,182.3,,,,,,,,,232.2,87.0,,79.2,,8.0,67.0,,,,,-14.1,-42.6,,,54.0,,-85.6,,-80.2,,,56.0,-29.1,-223.0,,223.0,12.0,-72.7,,,,,,,,,-22.8,,True,,True,True,,,,,True,True,,,True,,True,,True,,,True,True,False,,False,True,True,,,,,,,,,True
28015,131,72.0,,77.9,,61.0,18.0,,,,,129.5,66.5,,,146.0,,33.7,,72.5,,,111.0,50.7,0.0,,93.0,112.0,29.0,,,,,,,,,50.7,-59.0,,-53.1,,-70.0,-113.0,,,,,-1.5,-64.5,,,15.0,,-97.3,,-58.5,,,-20.0,-80.3,-131.0,,-38.0,-19.0,-102.0,,,,,,,,,-80.3,,True,,False,False,,,,,True,False,,,True,,False,,True,,,True,False,False,,True,True,False,,,,,,,,,False
28017,308,318.0,,313.7,,308.0,10.0,,,,,316.0,193.2,,,321.0,,469.6,,229.7,,,591.0,231.1,52.0,,447.0,310.0,206.7,,,,,,,,,257.3,10.0,,5.7,,0.0,-298.0,,,,,8.0,-114.8,,,13.0,,161.6,,-78.3,,,283.0,-76.9,-256.0,,139.0,2.0,-101.3,,,,,,,,,-50.7,,True,,True,False,,,,,True,False,,,False,,False,,False,,,False,False,False,,False,True,False,,,,,,,,,False
28019,121,96.0,,99.3,,75.0,30.0,,,,,81.3,108.1,,,135.0,,27.0,,52.6,,,63.0,79.9,0.0,,111.0,102.0,57.4,,,,,,,,,93.0,-25.0,,-21.7,,-46.0,-91.0,,,,,-39.7,-12.9,,,14.0,,-94.0,,-68.4,,,-58.0,-41.1,-121.0,,-10.0,-19.0,-63.6,,,,,,,,,-28.0,,True,,False,False,,,,,False,True,,,True,,False,,False,,,False,False,False,,True,True,False,,,,,,,,,False
28021,165,144.0,,142.2,,90.0,0.0,,,,,120.9,83.4,,,71.0,,272.3,,81.2,,,94.0,65.3,0.0,,191.0,134.0,91.0,,,,,,,,,96.4,-21.0,,-22.8,,-75.0,-165.0,,,,,-44.1,-81.6,,,-94.0,,107.3,,-83.8,,,-71.0,-99.7,-165.0,,26.0,-31.0,-74.0,,,,,,,,,-68.6,,False,,False,False,,,,,False,False,,,False,,False,,False,,,False,False,False,,False,False,False,,,,,,,,,False
