,actual_cases,COVIDhub-baseline,Columbia_UNC-SurvCon,Covid19Sim-Simulator,IBF-TimeSeries,IowaStateLW-STEM,JCB-PRM,JHUAPL-Bucky,OneQuietNight-ML,UCF-AEM,UCLA-SuEIR,USACE-ERDC_SEIR,USC-SI_kJalpha,error-COVIDhub-baseline,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-IBF-TimeSeries,error-IowaStateLW-STEM,error-JCB-PRM,error-JHUAPL-Bucky,error-OneQuietNight-ML,error-UCF-AEM,error-UCLA-SuEIR,error-USACE-ERDC_SEIR,error-USC-SI_kJalpha,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-IBF-TimeSeries,beat_baseline-IowaStateLW-STEM,beat_baseline-JCB-PRM,beat_baseline-JHUAPL-Bucky,beat_baseline-OneQuietNight-ML,beat_baseline-UCF-AEM,beat_baseline-UCLA-SuEIR,beat_baseline-USACE-ERDC_SEIR,beat_baseline-USC-SI_kJalpha
Ohio,414804,443919.0,,418841.2,,509347.0,774924.4,529073.3,661872.0,,698860.9,233384.5,271228.0,29115.0,,4037.2,,94543.0,360120.4,114269.3,247068.0,,284056.9,-181419.5,-143576.0,,True,,False,False,False,False,,False,False,False
Oklahoma,157841,160300.0,,124060.2,,162251.0,269234.3,173390.1,238636.0,,190192.3,63919.3,110967.0,2459.0,,-33780.8,,4410.0,111393.3,15549.1,80795.0,,32351.3,-93921.7,-46874.0,,False,,False,False,False,False,,False,False,False
Oregon,59906,61866.0,,112538.8,,68822.0,119444.8,94382.5,95039.0,,80713.6,68634.2,47380.0,1960.0,,52632.8,,8916.0,59538.8,34476.5,35133.0,,20807.6,8728.2,-12526.0,,False,,False,False,False,False,,False,False,False
Pennsylvania,409544,342699.0,,296530.0,,368983.0,577247.1,619274.3,523655.0,,156144.5,159861.8,197995.0,-66845.0,,-113014.0,,-40561.0,167703.1,209730.3,114111.0,,-253399.5,-249682.2,-211549.0,,False,,True,False,False,False,,False,False,False
Rhode Island,50489,41671.0,,39115.7,,36282.0,86514.2,47185.7,55139.0,,49425.9,10871.8,14066.0,-8818.0,,-11373.3,,-14207.0,36025.2,-3303.3,4650.0,,-1063.1,-39617.2,-36423.0,,False,,False,False,True,True,,True,False,False
South Carolina,167511,69251.0,,63737.1,,78156.0,117159.6,73088.1,128332.0,,41118.8,33621.8,41001.0,-98260.0,,-103773.9,,-89355.0,-50351.4,-94422.9,-39179.0,,-126392.2,-133889.2,-126510.0,,False,,True,True,True,True,,False,False,False
South Dakota,26179,48195.0,,36927.9,,52444.0,61000.6,17092.9,65322.0,,25881.6,13137.2,27959.0,22016.0,,10748.9,,26265.0,34821.6,-9086.1,39143.0,,-297.4,-13041.8,1780.0,,True,,False,False,True,False,,True,True,True
Tennessee,317381,193053.0,,158117.0,,212193.0,312806.3,99038.9,287918.0,,234216.8,81414.7,100894.0,-124328.0,,-159264.0,,-105188.0,-4574.7,-218342.1,-29463.0,,-83164.2,-235966.3,-216487.0,,False,,True,True,False,True,,True,False,False
Texas,845646,484071.0,,453791.1,,632218.0,697114.8,1359182.4,835044.0,,536316.3,179028.7,240055.0,-361575.0,,-391854.9,,-213428.0,-148531.2,513536.4,-10602.0,,-309329.7,-666617.3,-605591.0,,False,,True,True,False,True,,True,False,False
Utah,130165,126756.0,,121036.0,,177272.0,286495.4,99824.4,158328.0,,70276.1,27362.9,56741.0,-3409.0,,-9129.0,,47107.0,156330.4,-30340.6,28163.0,,-59888.9,-102802.1,-73424.0,,False,,False,False,False,False,,False,False,False
Vermont,5882,3409.0,,0.0,,4694.0,6913.7,9583.6,14421.0,,2783.4,1647.7,1468.0,-2473.0,,-5882.0,,-1188.0,1031.7,3701.6,8539.0,,-3098.6,-4234.3,-4414.0,,False,,True,True,False,False,,False,False,False
Virginia,195774,125566.0,,118231.5,,119564.0,222917.4,291893.9,182946.0,,182340.7,81496.9,82591.0,-70208.0,,-77542.5,,-76210.0,27143.4,96119.9,-12828.0,,-13433.3,-114277.1,-113183.0,,False,,False,True,False,True,,True,False,False
Washington,118739,135618.0,,323417.9,,118938.0,205783.3,181622.1,201972.0,,184037.9,92840.7,93642.0,16879.0,,204678.9,,199.0,87044.3,62883.1,83233.0,,65298.9,-25898.3,-25097.0,,False,,True,False,False,False,,False,False,False
West Virginia,62279,43729.0,,34856.3,,48545.0,92072.0,100559.2,71814.0,,77192.6,25662.0,22965.0,-18550.0,,-27422.7,,-13734.0,29793.0,38280.2,9535.0,,14913.6,-36617.0,-39314.0,,False,,True,False,False,True,,True,False,False
Wisconsin,161276,229460.0,,228208.5,,241749.0,431350.2,144610.1,296338.0,,200218.6,50657.0,88160.0,68184.0,,66932.5,,80473.0,270074.2,-16665.9,135062.0,,38942.6,-110619.0,-73116.0,,True,,False,False,True,False,,True,False,False
Wyoming,17140,31626.0,,29510.5,,37297.0,71690.4,38111.5,40293.0,,31544.2,4453.1,11024.0,14486.0,,12370.5,,20157.0,54550.4,20971.5,23153.0,,14404.2,-12686.9,-6116.0,,True,,False,False,False,False,,True,True,True
US,10429118,7982695.0,4431759.0,7976171.6,7985084.0,8220830.0,13947220.2,11714662.3,11614041.0,8408930.0,6575421.6,3645505.5,4238807.0,-2446423.0,-5997359.0,-2452946.4,-2444034.0,-2208288.0,3518102.2,1285544.3,1184923.0,-2020188.0,-3853696.4,-6783612.5,-6190311.0,False,False,True,True,False,True,True,True,False,False,False
