,actual_cases,COVIDhub-baseline,BPagano-RtDriven,CEID-Walk,CMU-TimeSeries,COVIDhub-ensemble,CU-select,Columbia_UNC-SurvCon,Covid19Sim-Simulator,CovidAnalytics-DELPHI,DDS-NBDS,FAIR-NRAR,Geneva-DetGrowth,Google_Harvard-CPF,IBF-TimeSeries,IEM_MED-CovidProject,IowaStateLW-STEM,JHUAPL-Bucky,JHU_IDD-CovidSP,JHU_UNC_GAS-StatMechPool,Karlen-pypm,LANL-GrowthRate,LNQ-ens1,MOBS-GLEAM_COVID,Microsoft-DeepSTIA,OliverWyman-Navigator,OneQuietNight-ML,PandemicCentral-USCounty,QJHong-Encounter,RobertWalraven-ESG,SigSci-TS,TTU-squider,UCF-AEM,UCLA-SuEIR,UChicagoCHATTOPADHYAY-UnIT,UMass-MechBayes,UMich-RidgeTfReg,USC-SI_kJalpha,UVA-Ensemble,UpstateSU-GRU,error-COVIDhub-baseline,error-BPagano-RtDriven,error-CEID-Walk,error-CMU-TimeSeries,error-COVIDhub-ensemble,error-CU-select,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-CovidAnalytics-DELPHI,error-DDS-NBDS,error-FAIR-NRAR,error-Geneva-DetGrowth,error-Google_Harvard-CPF,error-IBF-TimeSeries,error-IEM_MED-CovidProject,error-IowaStateLW-STEM,error-JHUAPL-Bucky,error-JHU_IDD-CovidSP,error-JHU_UNC_GAS-StatMechPool,error-Karlen-pypm,error-LANL-GrowthRate,error-LNQ-ens1,error-MOBS-GLEAM_COVID,error-Microsoft-DeepSTIA,error-OliverWyman-Navigator,error-OneQuietNight-ML,error-PandemicCentral-USCounty,error-QJHong-Encounter,error-RobertWalraven-ESG,error-SigSci-TS,error-TTU-squider,error-UCF-AEM,error-UCLA-SuEIR,error-UChicagoCHATTOPADHYAY-UnIT,error-UMass-MechBayes,error-UMich-RidgeTfReg,error-USC-SI_kJalpha,error-UVA-Ensemble,error-UpstateSU-GRU,beat_baseline-BPagano-RtDriven,beat_baseline-CEID-Walk,beat_baseline-CMU-TimeSeries,beat_baseline-COVIDhub-ensemble,beat_baseline-CU-select,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-DDS-NBDS,beat_baseline-FAIR-NRAR,beat_baseline-Geneva-DetGrowth,beat_baseline-Google_Harvard-CPF,beat_baseline-IBF-TimeSeries,beat_baseline-IEM_MED-CovidProject,beat_baseline-IowaStateLW-STEM,beat_baseline-JHUAPL-Bucky,beat_baseline-JHU_IDD-CovidSP,beat_baseline-JHU_UNC_GAS-StatMechPool,beat_baseline-Karlen-pypm,beat_baseline-LANL-GrowthRate,beat_baseline-LNQ-ens1,beat_baseline-MOBS-GLEAM_COVID,beat_baseline-Microsoft-DeepSTIA,beat_baseline-OliverWyman-Navigator,beat_baseline-OneQuietNight-ML,beat_baseline-PandemicCentral-USCounty,beat_baseline-QJHong-Encounter,beat_baseline-RobertWalraven-ESG,beat_baseline-SigSci-TS,beat_baseline-TTU-squider,beat_baseline-UCF-AEM,beat_baseline-UCLA-SuEIR,beat_baseline-UChicagoCHATTOPADHYAY-UnIT,beat_baseline-UMass-MechBayes,beat_baseline-UMich-RidgeTfReg,beat_baseline-USC-SI_kJalpha,beat_baseline-UVA-Ensemble,beat_baseline-UpstateSU-GRU
36049,228,227.0,,229.0,,204.0,283.0,,,,,108.7,,229.5,,,168.0,245.5,106.3,,,215.0,204.5,,,263.0,191.0,117.1,,,,,,,214.6,,,,435.0,140.1,-1.0,,1.0,,-24.0,55.0,,,,,-119.3,,1.5,,,-60.0,17.5,-121.7,,,-13.0,-23.5,,,35.0,-37.0,-110.9,,,,,,,-13.4,,,,207.0,-87.9,,False,,False,False,,,,,False,,False,,,False,False,False,,,False,False,,,False,False,False,,,,,,,False,,,,False,False
36051,311,322.0,,318.2,,320.0,381.0,,,,,189.4,,298.4,,,359.0,303.9,237.7,355.5,,339.0,396.1,,,399.0,331.0,171.3,,,,,,,282.9,,,,269.6,189.0,11.0,,7.2,,9.0,70.0,,,,,-121.6,,-12.6,,,48.0,-7.1,-73.3,44.5,,28.0,85.1,,,88.0,20.0,-139.7,,,,,,,-28.1,,,,-41.4,-122.0,,True,,True,False,,,,,False,,False,,,False,True,False,False,,False,False,,,False,False,False,,,,,,,False,,,,False,False
36053,301,369.0,,368.6,,363.0,438.0,,,,,210.3,,379.2,,,499.0,365.2,294.1,339.5,,474.0,424.8,,,409.0,365.0,278.5,,,,,,341.8,306.1,,,,293.4,203.4,68.0,,67.6,,62.0,137.0,,,,,-90.7,,78.2,,,198.0,64.2,-6.9,38.5,,173.0,123.8,,,108.0,64.0,-22.5,,,,,,40.8,5.1,,,,-7.6,-97.6,,True,,True,False,,,,,False,,False,,,False,True,True,True,,False,False,,,False,True,True,,,,,,True,True,,,,True,False
36055,3671,4341.0,,4320.3,3570.5,4331.0,5014.0,,,,,2946.4,,4811.2,,4794.1,4077.0,5553.1,3108.1,4447.5,,4289.0,4946.9,,,4712.0,4385.0,3776.8,,,,,,4143.3,3710.2,4538.0,,,4928.2,2130.9,670.0,,649.3,-100.5,660.0,1343.0,,,,,-724.6,,1140.2,,1123.1,406.0,1882.1,-562.9,776.5,,618.0,1275.9,,,1041.0,714.0,105.8,,,,,,472.3,39.2,867.0,,,1257.2,-1540.1,,True,True,True,False,,,,,False,,False,,False,True,False,True,False,,True,False,,,False,False,True,,,,,,True,True,False,,,False,False
36057,302,372.0,,356.4,,362.0,436.0,,,,,165.6,,392.7,,,313.0,368.3,273.0,365.5,,414.0,391.2,,,400.0,340.0,226.0,,,,,,,286.8,,,,425.3,242.4,70.0,,54.4,,60.0,134.0,,,,,-136.4,,90.7,,,11.0,66.3,-29.0,63.5,,112.0,89.2,,,98.0,38.0,-76.0,,,,,,,-15.2,,,,123.3,-59.6,,True,,True,False,,,,,False,,False,,,True,True,True,True,,False,False,,,False,True,False,,,,,,,True,,,,False,True
36059,10212,10312.0,,10467.8,7847.0,10312.0,11824.0,,,,,7818.4,,12373.2,,12989.4,8208.0,12738.9,8271.4,9647.0,,10922.5,11283.6,,,11681.0,9335.0,7050.9,,,,,,10078.5,8692.9,,,,8049.0,7330.8,100.0,,255.8,-2365.0,100.0,1612.0,,,,,-2393.6,,2161.2,,2777.4,-2004.0,2526.9,-1940.6,-565.0,,710.5,1071.6,,,1469.0,-877.0,-3161.1,,,,,,-133.5,-1519.1,,,,-2163.0,-2881.2,,False,False,False,False,,,,,False,,False,,False,False,False,False,False,,False,False,,,False,False,False,,,,,,False,False,,,,False,False
36061,5942,5198.0,,5364.2,5460.6,5198.0,4598.0,,,,,4227.7,,5778.1,,6166.3,3935.0,5530.6,5903.8,3627.5,,,6553.6,,,5446.0,6070.0,4982.1,,,,,,5396.1,4920.8,5626.0,,,1614.7,3392.6,-744.0,,-577.8,-481.4,-744.0,-1344.0,,,,,-1714.3,,-163.9,,224.3,-2007.0,-411.4,-38.2,-2314.5,,,611.6,,,-496.0,128.0,-959.9,,,,,,-545.9,-1021.2,-316.0,,,-4327.3,-2549.4,,True,True,False,False,,,,,False,,True,,True,False,True,True,False,,,True,,,True,True,False,,,,,,True,False,True,,,False,False
36063,1300,1463.0,,1471.9,,1463.0,1917.0,,,,,800.2,,1520.2,,1755.9,1216.0,1881.2,957.4,1326.0,,1531.0,1626.1,,,1640.0,1355.0,954.4,,,,,,1425.3,1301.1,1579.0,,,1790.1,811.0,163.0,,171.9,,163.0,617.0,,,,,-499.8,,220.2,,455.9,-84.0,581.2,-342.6,26.0,,231.0,326.1,,,340.0,55.0,-345.6,,,,,,125.3,1.1,279.0,,,490.1,-489.0,,False,,False,False,,,,,False,,False,,False,True,False,False,True,,False,False,,,False,True,False,,,,,,True,True,False,,,False,False
36065,1720,1897.0,,1871.9,,1876.0,2600.0,,,,,1189.9,,1803.4,,,1628.0,3313.3,1262.3,1932.0,,1906.0,1892.4,,,2254.0,1881.0,1460.2,,,,,,1846.7,1566.7,1858.0,,,6665.6,1225.3,177.0,,151.9,,156.0,880.0,,,,,-530.1,,83.4,,,-92.0,1593.3,-457.7,212.0,,186.0,172.4,,,534.0,161.0,-259.8,,,,,,126.7,-153.3,138.0,,,4945.6,-494.7,,True,,True,False,,,,,False,,True,,,True,False,False,False,,False,True,,,False,True,False,,,,,,True,True,True,,,False,False
36067,2286,2742.0,,2744.5,2435.9,2652.0,3436.0,,,,,1724.6,,2873.9,,2974.2,2814.0,3633.3,1801.9,2685.5,,2573.5,2947.1,,,2821.0,2655.0,2076.4,,,,,,2502.0,2786.4,2341.0,,,13152.3,1611.7,456.0,,458.5,149.9,366.0,1150.0,,,,,-561.4,,587.9,,688.2,528.0,1347.3,-484.1,399.5,,287.5,661.1,,,535.0,369.0,-209.6,,,,,,216.0,500.4,55.0,,,10866.3,-674.3,,False,True,True,False,,,,,False,,False,,False,False,False,False,True,,True,False,,,False,True,True,,,,,,True,False,True,,,False,False
36069,467,668.0,,673.9,,635.0,786.0,,,,,321.6,,620.4,,,631.0,944.8,558.0,696.0,,562.0,648.8,,,796.0,634.0,386.2,,,,,,555.9,513.2,,,,725.8,425.9,201.0,,206.9,,168.0,319.0,,,,,-145.4,,153.4,,,164.0,477.8,91.0,229.0,,95.0,181.8,,,329.0,167.0,-80.8,,,,,,88.9,46.2,,,,258.8,-41.1,,False,,True,False,,,,,True,,True,,,True,False,True,False,,True,True,,,False,True,True,,,,,,True,True,,,,False,True
36071,2230,1905.0,,1915.6,1804.4,1964.0,2838.0,,,,,1657.2,,2104.6,,2466.2,1969.0,2718.1,1797.6,1872.0,,1958.0,2269.8,,,2185.0,1999.0,1844.9,,,,,,1971.6,1656.6,2103.0,,,3943.9,1387.7,-325.0,,-314.4,-425.6,-266.0,608.0,,,,,-572.8,,-125.4,,236.2,-261.0,488.1,-432.4,-358.0,,-272.0,39.8,,,-45.0,-231.0,-385.1,,,,,,-258.4,-573.4,-127.0,,,1713.9,-842.3,,True,False,True,False,,,,,False,,True,,True,True,False,False,False,,True,True,,,True,True,False,,,,,,True,False,True,,,False,False
36073,221,239.0,,235.2,,235.0,264.0,,,,,127.3,,232.4,,,205.0,260.8,182.7,236.0,,269.0,251.4,,,271.0,232.0,154.0,,,,,,,193.8,,,,511.3,141.2,18.0,,14.2,,14.0,43.0,,,,,-93.7,,11.4,,,-16.0,39.8,-38.3,15.0,,48.0,30.4,,,50.0,11.0,-67.0,,,,,,,-27.2,,,,290.3,-79.8,,True,,True,False,,,,,False,,True,,,True,False,False,True,,False,False,,,False,True,False,,,,,,,False,,,,False,False
36075,563,613.0,,625.2,,596.0,840.0,,,,,309.6,,625.2,,,762.0,827.7,334.1,573.5,,658.0,633.6,,,700.0,594.0,536.5,,,,,,774.0,516.5,,,,435.0,340.4,50.0,,62.2,,33.0,277.0,,,,,-253.4,,62.2,,,199.0,264.7,-228.9,10.5,,95.0,70.6,,,137.0,31.0,-26.5,,,,,,211.0,-46.5,,,,-128.0,-222.6,,False,,True,False,,,,,False,,False,,,False,False,False,True,,False,False,,,False,True,True,,,,,,False,True,,,,False,False
36077,210,139.0,,137.5,,146.0,147.0,,,,,97.6,,165.5,,,311.0,173.8,164.5,147.5,,154.0,160.7,,,178.0,176.0,162.6,,,,,,,141.4,,,,142.4,81.1,-71.0,,-72.5,,-64.0,-63.0,,,,,-112.4,,-44.5,,,101.0,-36.2,-45.5,-62.5,,-56.0,-49.3,,,-32.0,-34.0,-47.4,,,,,,,-68.6,,,,-67.6,-128.9,,False,,True,True,,,,,False,,True,,,False,True,True,True,,True,True,,,True,True,True,,,,,,,True,,,,True,False
36079,649,620.0,,609.6,,600.0,624.0,,,,,404.5,,622.5,,810.6,513.0,907.5,296.4,583.5,,751.0,712.7,,,750.0,587.0,313.0,,,,,,645.6,689.9,,,,529.5,316.2,-29.0,,-39.4,,-49.0,-25.0,,,,,-244.5,,-26.5,,161.6,-136.0,258.5,-352.6,-65.5,,102.0,63.7,,,101.0,-62.0,-336.0,,,,,,-3.4,40.9,,,,-119.5,-332.8,,False,,False,True,,,,,False,,True,,False,False,False,False,False,,False,False,,,False,False,False,,,,,,True,False,,,,False,False
36081,12680,11827.0,,11861.6,9749.1,11844.0,12964.0,,,,,8614.5,,15942.8,,15167.5,,13919.5,8655.3,8452.5,,13939.5,14109.5,,,11962.0,11967.0,8784.0,,,,,,10329.1,10010.9,15826.0,,,8784.9,,-853.0,,-818.4,-2930.9,-836.0,284.0,,,,,-4065.5,,3262.8,,2487.5,,1239.5,-4024.7,-4227.5,,1259.5,1429.5,,,-718.0,-713.0,-3896.0,,,,,,-2350.9,-2669.1,3146.0,,,-3895.1,,,True,False,True,True,,,,,False,,False,,False,,False,False,False,,False,False,,,True,True,False,,,,,,False,False,False,,,False,
36083,1030,991.0,,996.6,,997.0,1058.0,,,,,476.0,,897.1,,1244.1,786.0,1355.0,853.3,1088.5,,1026.0,1064.7,,,1216.0,953.0,778.5,,,,,,1075.0,933.5,1063.0,,,1111.7,609.4,-39.0,,-33.4,,-33.0,28.0,,,,,-554.0,,-132.9,,214.1,-244.0,325.0,-176.7,58.5,,-4.0,34.7,,,186.0,-77.0,-251.5,,,,,,45.0,-96.5,33.0,,,81.7,-420.6,,True,,True,True,,,,,False,,False,,False,False,False,False,False,,True,True,,,False,False,False,,,,,,False,False,True,,,False,False
36085,3676,3888.0,,3936.7,2718.5,3701.0,3317.0,,,,,2866.2,,4563.7,,4793.4,,4671.4,2297.5,2537.0,,4345.0,4249.5,,,4141.0,3387.0,3261.0,,,,,,3930.6,4266.9,5100.0,,,2617.1,,212.0,,260.7,-957.5,25.0,-359.0,,,,,-809.8,,887.7,,1117.4,,995.4,-1378.5,-1139.0,,669.0,573.5,,,465.0,-289.0,-415.0,,,,,,254.6,590.9,1424.0,,,-1058.9,,,False,False,True,False,,,,,False,,False,,False,,False,False,False,,False,False,,,False,False,False,,,,,,False,False,False,,,False,
36087,1686,1649.0,,1654.3,1275.2,1654.0,1509.0,,,,,1554.1,,2076.5,,1830.7,1880.0,2138.4,1066.3,1631.5,,1603.0,1674.4,,,1762.0,1762.0,1413.6,,,,,,1543.1,1762.0,,,,1596.0,1787.0,-37.0,,-31.7,-410.8,-32.0,-177.0,,,,,-131.9,,390.5,,144.7,194.0,452.4,-619.7,-54.5,,-83.0,-11.6,,,76.0,76.0,-272.4,,,,,,-142.9,76.0,,,,-90.0,101.0,,True,False,True,False,,,,,False,,False,,False,False,False,False,False,,False,True,,,False,False,False,,,,,,False,False,,,,False,False
36089,552,632.0,,630.7,,618.0,767.0,,,,,251.2,,546.9,,,502.0,968.6,521.3,603.0,,637.0,567.4,,,725.0,617.0,489.3,,,,,,593.4,499.9,,,,960.8,427.9,80.0,,78.7,,66.0,215.0,,,,,-300.8,,-5.1,,,-50.0,416.6,-30.7,51.0,,85.0,15.4,,,173.0,65.0,-62.7,,,,,,41.4,-52.1,,,,408.8,-124.1,,True,,True,False,,,,,False,,True,,,True,False,True,True,,False,True,,,False,True,True,,,,,,True,True,,,,False,False
36091,1328,1451.0,,1454.7,,1414.0,1372.0,,,,,664.1,,1376.7,,1987.3,1093.0,2085.9,1150.9,1548.0,,1894.0,1661.7,,,1815.0,1395.0,1115.5,,,,,,1538.2,1282.2,1669.0,,,1338.3,966.9,123.0,,126.7,,86.0,44.0,,,,,-663.9,,48.7,,659.3,-235.0,757.9,-177.1,220.0,,566.0,333.7,,,487.0,67.0,-212.5,,,,,,210.2,-45.8,341.0,,,10.3,-361.1,,False,,True,True,,,,,False,,True,,False,False,False,False,False,,False,False,,,False,True,False,,,,,,False,True,False,,,True,False
36093,1063,1055.0,,1059.3,,1055.0,1022.0,,,,,597.4,,1021.3,,1220.8,821.0,1362.3,890.6,1141.5,,1159.0,1106.2,,,1283.0,1004.0,733.4,,,,,,944.6,961.2,1208.0,,,1686.8,676.0,-8.0,,-3.7,,-8.0,-41.0,,,,,-465.6,,-41.7,,157.8,-242.0,299.3,-172.4,78.5,,96.0,43.2,,,220.0,-59.0,-329.6,,,,,,-118.4,-101.8,145.0,,,623.8,-387.0,,True,,False,False,,,,,False,,False,,False,False,False,False,False,,False,False,,,False,False,False,,,,,,False,False,False,,,False,False
36095,145,139.0,,141.5,,140.0,172.0,,,,,67.8,,139.0,,,161.0,144.5,138.7,137.0,,140.0,125.4,,,155.0,148.0,110.8,,,,,,,131.5,,,,279.6,78.6,-6.0,,-3.5,,-5.0,27.0,,,,,-77.2,,-6.0,,,16.0,-0.5,-6.3,-8.0,,-5.0,-19.6,,,10.0,3.0,-34.2,,,,,,,-13.5,,,,134.6,-66.4,,True,,True,False,,,,,False,,True,,,False,True,False,False,,True,False,,,False,True,False,,,,,,,False,,,,False,False
36097,64,78.0,,78.2,,78.0,87.0,,,,,41.2,,86.1,,,105.0,98.1,45.9,,,94.0,78.1,,,97.0,83.0,74.3,,,,,,,89.0,,,,81.2,50.3,14.0,,14.2,,14.0,23.0,,,,,-22.8,,22.1,,,41.0,34.1,-18.1,,,30.0,14.1,,,33.0,19.0,10.3,,,,,,,25.0,,,,17.2,-13.7,,False,,False,False,,,,,False,,False,,,False,False,False,,,False,False,,,False,False,True,,,,,,,False,,,,False,True
36099,183,143.0,,141.4,,146.0,140.0,,,,,96.7,,121.4,,,214.0,258.5,120.1,163.5,,199.0,151.5,,,176.0,151.0,111.7,,,,,,,130.4,,,,202.4,115.8,-40.0,,-41.6,,-37.0,-43.0,,,,,-86.3,,-61.6,,,31.0,75.5,-62.9,-19.5,,16.0,-31.5,,,-7.0,-32.0,-71.3,,,,,,,-52.6,,,,19.4,-67.2,,False,,True,False,,,,,False,,False,,,True,False,False,True,,True,True,,,True,True,False,,,,,,,False,,,,True,False
36101,417,552.0,,554.6,,539.0,652.0,,,,,283.2,,581.2,,,581.0,536.4,260.2,521.5,,534.5,567.6,,,581.0,543.0,415.0,,,,,,639.1,466.7,,,,1454.2,366.2,135.0,,137.6,,122.0,235.0,,,,,-133.8,,164.2,,,164.0,119.4,-156.8,104.5,,117.5,150.6,,,164.0,126.0,-2.0,,,,,,222.1,49.7,,,,1037.2,-50.8,,False,,True,False,,,,,True,,False,,,False,True,False,True,,True,False,,,False,True,True,,,,,,False,True,,,,False,True
36103,12173,12494.0,,12325.8,9428.2,12626.0,16199.0,,,,,9340.3,,14844.2,,15658.6,11458.0,15925.8,10337.6,11693.5,,13270.0,13585.4,,,13889.0,10948.0,7511.0,,,,,,12042.0,9580.8,12758.0,,,27609.7,8648.7,321.0,,152.8,-2744.8,453.0,4026.0,,,,,-2832.7,,2671.2,,3485.6,-715.0,3752.8,-1835.4,-479.5,,1097.0,1412.4,,,1716.0,-1225.0,-4662.0,,,,,,-131.0,-2592.2,585.0,,,15436.7,-3524.3,,True,False,False,False,,,,,False,,False,,False,False,False,False,False,,False,False,,,False,False,False,,,,,,True,False,False,,,False,False
36105,297,236.0,,246.5,,278.0,349.0,,,,,231.3,,259.1,,278.6,364.0,315.9,310.8,279.0,,277.0,274.2,,,333.0,302.0,252.1,,,,,,229.9,194.2,,,,297.0,188.7,-61.0,,-50.5,,-19.0,52.0,,,,,-65.7,,-37.9,,-18.4,67.0,18.9,13.8,-18.0,,-20.0,-22.8,,,36.0,5.0,-44.9,,,,,,-67.1,-102.8,,,,0.0,-108.3,,True,,True,True,,,,,False,,True,,True,False,True,True,True,,True,True,,,True,True,True,,,,,,False,False,,,,True,False
36107,174,231.0,,238.4,,228.0,284.0,,,,,120.7,,230.2,,,320.0,244.7,95.9,192.0,,238.0,224.5,,,251.0,240.0,193.6,,,,,,,265.1,,,,154.4,152.6,57.0,,64.4,,54.0,110.0,,,,,-53.3,,56.2,,,146.0,70.7,-78.1,18.0,,64.0,50.5,,,77.0,66.0,19.6,,,,,,,91.1,,,,-19.6,-21.4,,False,,True,False,,,,,True,,True,,,False,False,False,True,,False,True,,,False,False,True,,,,,,,False,,,,True,True
36109,198,241.0,,247.5,,221.0,299.0,,,,,145.9,,304.3,,226.6,413.0,183.2,220.7,214.0,,161.5,249.6,,,270.0,290.0,246.8,,,,,,283.9,329.7,,,,225.4,147.7,43.0,,49.5,,23.0,101.0,,,,,-52.1,,106.3,,28.6,215.0,-14.8,22.7,16.0,,-36.5,51.6,,,72.0,92.0,48.8,,,,,,85.9,131.7,,,,27.4,-50.3,,False,,True,False,,,,,False,,False,,True,False,True,True,True,,True,False,,,False,False,False,,,,,,False,False,,,,True,False
36111,771,742.0,,740.5,,742.0,1036.0,,,,,502.8,,739.9,,1019.3,734.0,951.7,637.3,737.0,,901.5,929.7,,,868.0,775.0,600.7,,,,,,692.1,376.6,984.0,,,1397.3,472.8,-29.0,,-30.5,,-29.0,265.0,,,,,-268.2,,-31.1,,248.3,-37.0,180.7,-133.7,-34.0,,130.5,158.7,,,97.0,4.0,-170.3,,,,,,-78.9,-394.4,213.0,,,626.3,-298.2,,False,,False,False,,,,,False,,False,,False,False,False,False,False,,False,False,,,False,True,False,,,,,,False,False,False,,,False,False
36113,357,353.0,,356.4,,348.0,347.0,,,,,136.1,,331.8,,,279.0,460.0,316.4,321.5,,482.0,368.7,,,409.0,336.0,250.8,,,,,,,314.7,,,,424.3,231.5,-4.0,,-0.6,,-9.0,-10.0,,,,,-220.9,,-25.2,,,-78.0,103.0,-40.6,-35.5,,125.0,11.7,,,52.0,-21.0,-106.2,,,,,,,-42.3,,,,67.3,-125.5,,True,,False,False,,,,,False,,False,,,False,False,False,False,,False,False,,,False,False,False,,,,,,,False,,,,False,False
36115,257,278.0,,273.8,,275.0,380.0,,,,,94.7,,268.7,,,271.0,375.9,300.4,232.5,,372.0,277.0,,,307.0,279.0,99.3,,,,,,,241.5,,,,339.8,184.0,21.0,,16.8,,18.0,123.0,,,,,-162.3,,11.7,,,14.0,118.9,43.4,-24.5,,115.0,20.0,,,50.0,22.0,-157.7,,,,,,,-15.5,,,,82.8,-73.0,,True,,True,False,,,,,False,,True,,,True,False,False,False,,False,True,,,False,False,False,,,,,,,True,,,,False,False
36117,376,492.0,,484.7,,492.0,527.0,,,,,265.9,,466.2,,,493.0,756.1,359.0,515.5,,578.0,551.0,,,602.0,493.0,293.7,,,,,,436.4,456.9,,,,412.0,323.0,116.0,,108.7,,116.0,151.0,,,,,-110.1,,90.2,,,117.0,380.1,-17.0,139.5,,202.0,175.0,,,226.0,117.0,-82.3,,,,,,60.4,80.9,,,,36.0,-53.0,,True,,False,False,,,,,True,,True,,,False,False,True,False,,False,False,,,False,False,True,,,,,,True,True,,,,True,True
36119,5991,5315.0,,5315.2,4777.7,5422.0,6283.0,,,,,4407.8,,6383.7,,6627.9,4944.0,7174.3,4212.5,5183.0,,5450.0,5963.5,,,6269.0,5430.0,4135.1,,,,,,5291.8,4787.4,6293.0,,,5606.9,3664.4,-676.0,,-675.8,-1213.3,-569.0,292.0,,,,,-1583.2,,392.7,,636.9,-1047.0,1183.3,-1778.5,-808.0,,-541.0,-27.5,,,278.0,-561.0,-1855.9,,,,,,-699.2,-1203.6,302.0,,,-384.1,-2326.6,,True,False,True,True,,,,,False,,True,,True,False,False,False,False,,True,True,,,True,True,False,,,,,,False,False,True,,,True,False
36121,294,310.0,,316.3,,295.0,449.0,,,,,163.7,,283.2,,,238.0,465.5,173.7,303.0,,406.0,326.5,,,380.0,279.0,164.3,,,,,,,263.2,,,,272.9,201.5,16.0,,22.3,,1.0,155.0,,,,,-130.3,,-10.8,,,-56.0,171.5,-120.3,9.0,,112.0,32.5,,,86.0,-15.0,-129.7,,,,,,,-30.8,,,,-21.1,-92.5,,False,,True,False,,,,,False,,True,,,False,False,False,True,,False,False,,,False,True,False,,,,,,,False,,,,False,False
36123,110,134.0,,139.0,,134.0,177.0,,,,,60.4,,131.6,,,141.0,241.7,71.0,,,166.0,130.4,,,158.0,126.0,92.2,,,,,,,105.2,,,,179.1,87.7,24.0,,29.0,,24.0,67.0,,,,,-49.6,,21.6,,,31.0,131.7,-39.0,,,56.0,20.4,,,48.0,16.0,-17.8,,,,,,,-4.8,,,,69.1,-22.3,,False,,False,False,,,,,False,,True,,,False,False,False,,,False,True,,,False,True,True,,,,,,,True,,,,False,True
37001,815,878.0,,882.9,,883.0,939.0,,,,,704.9,,1028.4,,,810.0,951.0,590.8,870.0,,751.0,947.9,,,1028.0,937.0,831.7,,,,,,767.3,864.9,,,,755.2,718.3,63.0,,67.9,,68.0,124.0,,,,,-110.1,,213.4,,,-5.0,136.0,-224.2,55.0,,-64.0,132.9,,,213.0,122.0,16.7,,,,,,-47.7,49.9,,,,-59.8,-96.7,,False,,False,False,,,,,False,,False,,,True,False,False,True,,False,False,,,False,False,True,,,,,,True,True,,,,True,False
37003,309,171.0,,163.0,,195.0,136.0,,,,,184.3,,222.1,,,257.0,272.8,145.7,212.5,,200.0,340.4,,,230.0,203.0,180.7,,,,,,164.8,200.3,,,,195.3,170.8,-138.0,,-146.0,,-114.0,-173.0,,,,,-124.7,,-86.9,,,-52.0,-36.2,-163.3,-96.5,,-109.0,31.4,,,-79.0,-106.0,-128.3,,,,,,-144.2,-108.7,,,,-113.7,-138.2,,False,,True,False,,,,,True,,True,,,True,True,False,True,,True,True,,,True,True,True,,,,,,False,True,,,,True,False
37005,28,63.0,,63.0,,62.0,63.0,,,,,51.3,,73.0,,,53.0,67.3,42.0,,,24.0,60.3,,,88.0,62.0,43.9,,,,,,,70.1,,,,98.0,52.8,35.0,,35.0,,34.0,35.0,,,,,23.3,,45.0,,,25.0,39.3,14.0,,,-4.0,32.3,,,60.0,34.0,15.9,,,,,,,42.1,,,,70.0,24.8,,False,,True,False,,,,,True,,False,,,True,False,True,,,True,True,,,False,True,True,,,,,,,False,,,,False,True
37007,139,156.0,,163.8,,137.0,198.0,,,,,110.9,,154.5,,,137.0,136.5,71.3,,,91.5,130.1,,,170.0,153.0,115.2,,,,,,,146.9,,,,141.0,122.4,17.0,,24.8,,-2.0,59.0,,,,,-28.1,,15.5,,,-2.0,-2.5,-67.7,,,-47.5,-8.9,,,31.0,14.0,-23.8,,,,,,,7.9,,,,2.0,-16.6,,False,,True,False,,,,,False,,True,,,True,True,False,,,False,True,,,False,True,False,,,,,,,True,,,,True,True
37009,94,154.0,,151.7,,145.0,201.0,,,,,92.3,,174.7,,,121.0,182.1,87.7,,,57.0,149.7,,,197.0,145.0,111.6,,,,,,,153.0,,,,251.7,130.5,60.0,,57.7,,51.0,107.0,,,,,-1.7,,80.7,,,27.0,88.1,-6.3,,,-37.0,55.7,,,103.0,51.0,17.6,,,,,,,59.0,,,,157.7,36.5,,True,,True,False,,,,,True,,False,,,True,False,True,,,True,True,,,False,True,True,,,,,,,True,,,,False,True
37011,78,141.0,,137.6,,113.0,163.0,,,,,81.6,,211.4,,,96.0,42.8,36.8,,,203.0,169.3,,,139.0,113.0,85.0,,,,,,,123.8,,,,139.0,65.6,63.0,,59.6,,35.0,85.0,,,,,3.6,,133.4,,,18.0,-35.2,-41.2,,,125.0,91.3,,,61.0,35.0,7.0,,,,,,,45.8,,,,61.0,-12.4,,True,,True,False,,,,,True,,False,,,True,True,True,,,False,False,,,True,True,True,,,,,,,True,,,,True,True
37013,257,449.0,,443.3,,401.0,605.0,,,,,221.2,,431.7,,,287.0,729.7,203.4,376.5,,268.0,412.8,,,538.0,402.0,235.6,,,,,,410.2,381.4,,,,1062.7,337.5,192.0,,186.3,,144.0,348.0,,,,,-35.8,,174.7,,,30.0,472.7,-53.6,119.5,,11.0,155.8,,,281.0,145.0,-21.4,,,,,,153.2,124.4,,,,805.7,80.5,,True,,True,False,,,,,True,,True,,,True,False,True,True,,True,True,,,False,True,True,,,,,,True,True,,,,False,True
