,actual_cases,COVIDhub-baseline,BPagano-RtDriven,CEID-Walk,CMU-TimeSeries,COVIDhub-ensemble,CU-select,Columbia_UNC-SurvCon,Covid19Sim-Simulator,CovidAnalytics-DELPHI,DDS-NBDS,FAIR-NRAR,Geneva-DetGrowth,Google_Harvard-CPF,IBF-TimeSeries,IEM_MED-CovidProject,IowaStateLW-STEM,JHUAPL-Bucky,JHU_IDD-CovidSP,JHU_UNC_GAS-StatMechPool,Karlen-pypm,LANL-GrowthRate,LNQ-ens1,MOBS-GLEAM_COVID,Microsoft-DeepSTIA,OliverWyman-Navigator,OneQuietNight-ML,PandemicCentral-USCounty,QJHong-Encounter,RobertWalraven-ESG,SigSci-TS,TTU-squider,UCF-AEM,UCLA-SuEIR,UChicagoCHATTOPADHYAY-UnIT,UMass-MechBayes,UMich-RidgeTfReg,USC-SI_kJalpha,UVA-Ensemble,UpstateSU-GRU,error-COVIDhub-baseline,error-BPagano-RtDriven,error-CEID-Walk,error-CMU-TimeSeries,error-COVIDhub-ensemble,error-CU-select,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-CovidAnalytics-DELPHI,error-DDS-NBDS,error-FAIR-NRAR,error-Geneva-DetGrowth,error-Google_Harvard-CPF,error-IBF-TimeSeries,error-IEM_MED-CovidProject,error-IowaStateLW-STEM,error-JHUAPL-Bucky,error-JHU_IDD-CovidSP,error-JHU_UNC_GAS-StatMechPool,error-Karlen-pypm,error-LANL-GrowthRate,error-LNQ-ens1,error-MOBS-GLEAM_COVID,error-Microsoft-DeepSTIA,error-OliverWyman-Navigator,error-OneQuietNight-ML,error-PandemicCentral-USCounty,error-QJHong-Encounter,error-RobertWalraven-ESG,error-SigSci-TS,error-TTU-squider,error-UCF-AEM,error-UCLA-SuEIR,error-UChicagoCHATTOPADHYAY-UnIT,error-UMass-MechBayes,error-UMich-RidgeTfReg,error-USC-SI_kJalpha,error-UVA-Ensemble,error-UpstateSU-GRU,beat_baseline-BPagano-RtDriven,beat_baseline-CEID-Walk,beat_baseline-CMU-TimeSeries,beat_baseline-COVIDhub-ensemble,beat_baseline-CU-select,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-DDS-NBDS,beat_baseline-FAIR-NRAR,beat_baseline-Geneva-DetGrowth,beat_baseline-Google_Harvard-CPF,beat_baseline-IBF-TimeSeries,beat_baseline-IEM_MED-CovidProject,beat_baseline-IowaStateLW-STEM,beat_baseline-JHUAPL-Bucky,beat_baseline-JHU_IDD-CovidSP,beat_baseline-JHU_UNC_GAS-StatMechPool,beat_baseline-Karlen-pypm,beat_baseline-LANL-GrowthRate,beat_baseline-LNQ-ens1,beat_baseline-MOBS-GLEAM_COVID,beat_baseline-Microsoft-DeepSTIA,beat_baseline-OliverWyman-Navigator,beat_baseline-OneQuietNight-ML,beat_baseline-PandemicCentral-USCounty,beat_baseline-QJHong-Encounter,beat_baseline-RobertWalraven-ESG,beat_baseline-SigSci-TS,beat_baseline-TTU-squider,beat_baseline-UCF-AEM,beat_baseline-UCLA-SuEIR,beat_baseline-UChicagoCHATTOPADHYAY-UnIT,beat_baseline-UMass-MechBayes,beat_baseline-UMich-RidgeTfReg,beat_baseline-USC-SI_kJalpha,beat_baseline-UVA-Ensemble,beat_baseline-UpstateSU-GRU
37015,81,92.0,,88.6,,90.0,121.0,,,,,76.2,,103.2,,,73.0,151.9,47.5,,,85.0,103.6,,,113.0,95.0,84.9,,,,,,,82.7,,,,75.7,71.6,11.0,,7.6,,9.0,40.0,,,,,-4.8,,22.2,,,-8.0,70.9,-33.5,,,4.0,22.6,,,32.0,14.0,3.9,,,,,,,1.7,,,,-5.3,-9.4,,True,,True,False,,,,,True,,False,,,True,False,False,,,True,False,,,False,False,True,,,,,,,True,,,,True,True
37017,172,189.0,,189.2,,187.0,227.0,,,,,137.0,,229.5,,,156.0,235.8,123.6,165.5,,144.0,213.7,,,242.0,187.0,187.9,,,,,,,165.2,,,,180.9,151.8,17.0,,17.2,,15.0,55.0,,,,,-35.0,,57.5,,,-16.0,63.8,-48.4,-6.5,,-28.0,41.7,,,70.0,15.0,15.9,,,,,,,-6.8,,,,8.9,-20.2,,False,,True,False,,,,,False,,False,,,True,False,False,True,,False,False,,,False,True,True,,,,,,,True,,,,True,False
37019,514,530.0,,532.7,,529.0,655.0,,,,,335.4,,551.3,,,444.0,657.5,287.5,479.5,,446.0,577.5,,,623.0,603.0,547.1,,,,,,515.0,556.7,841.0,,,727.1,409.5,16.0,,18.7,,15.0,141.0,,,,,-178.6,,37.3,,,-70.0,143.5,-226.5,-34.5,,-68.0,63.5,,,109.0,89.0,33.1,,,,,,1.0,42.7,327.0,,,213.1,-104.5,,False,,True,False,,,,,False,,False,,,False,False,False,False,,False,False,,,False,False,False,,,,,,True,False,False,,,False,False
37021,1080,966.0,,989.0,,1068.0,1254.0,,,,,716.5,,1074.4,,,1446.0,1155.1,890.5,1062.0,,983.0,1121.8,,,1221.0,1167.0,1085.4,,,,,,775.9,887.2,1984.0,,,1378.4,751.7,-114.0,,-91.0,,-12.0,174.0,,,,,-363.5,,-5.6,,,366.0,75.1,-189.5,-18.0,,-97.0,41.8,,,141.0,87.0,5.4,,,,,,-304.1,-192.8,904.0,,,298.4,-328.3,,True,,True,False,,,,,False,,True,,,False,True,False,True,,True,True,,,False,True,True,,,,,,False,False,False,,,False,False
37023,670,468.0,,482.0,,473.0,643.0,,,,,414.2,,526.1,,,640.0,433.8,337.3,471.5,,387.0,534.3,,,533.0,493.0,492.6,,,,,,437.8,430.1,,,,420.7,336.1,-202.0,,-188.0,,-197.0,-27.0,,,,,-255.8,,-143.9,,,-30.0,-236.2,-332.7,-198.5,,-283.0,-135.7,,,-137.0,-177.0,-177.4,,,,,,-232.2,-239.9,,,,-249.3,-333.9,,True,,True,True,,,,,False,,True,,,True,False,False,True,,False,True,,,True,True,True,,,,,,False,False,,,,False,False
37025,1246,1235.0,,1214.2,,1246.0,1535.0,,,,,849.9,,1248.8,,,1283.0,1274.5,704.1,1186.5,,1171.0,1446.6,,,1368.0,1311.0,1129.9,,,,,,1178.5,1172.1,1356.0,,,1549.6,1006.9,-11.0,,-31.8,,0.0,289.0,,,,,-396.1,,2.8,,,37.0,28.5,-541.9,-59.5,,-75.0,200.6,,,122.0,65.0,-116.1,,,,,,-67.5,-73.9,110.0,,,303.6,-239.1,,False,,True,False,,,,,False,,True,,,False,False,False,False,,False,False,,,False,False,False,,,,,,False,False,False,,,False,False
37027,501,551.0,,547.6,,548.0,525.0,,,,,448.2,,619.1,,,557.0,613.8,383.8,602.0,,432.0,615.5,,,681.0,538.0,479.1,,,,,,438.5,463.1,,,,786.3,470.3,50.0,,46.6,,47.0,24.0,,,,,-52.8,,118.1,,,56.0,112.8,-117.2,101.0,,-69.0,114.5,,,180.0,37.0,-21.9,,,,,,-62.5,-37.9,,,,285.3,-30.7,,True,,True,True,,,,,False,,False,,,False,False,False,False,,False,False,,,False,True,True,,,,,,False,True,,,,False,True
37029,56,53.0,,53.5,,46.0,64.0,,,,,28.7,,43.3,,,29.0,81.2,23.8,,,35.0,46.0,,,64.0,54.0,41.1,,,,,,,60.8,,,,57.8,40.3,-3.0,,-2.5,,-10.0,8.0,,,,,-27.3,,-12.7,,,-27.0,25.2,-32.2,,,-21.0,-10.0,,,8.0,-2.0,-14.9,,,,,,,4.8,,,,1.8,-15.7,,True,,False,False,,,,,False,,False,,,False,False,False,,,False,False,,,False,True,False,,,,,,,False,,,,True,False
37031,273,272.0,,296.9,,272.0,297.0,,,,,188.0,,257.3,,,476.0,254.1,220.9,256.0,,295.0,312.5,,,301.0,293.0,270.7,,,,,,270.8,251.4,,,,261.8,216.0,-1.0,,23.9,,-1.0,24.0,,,,,-85.0,,-15.7,,,203.0,-18.9,-52.1,-17.0,,22.0,39.5,,,28.0,20.0,-2.3,,,,,,-2.2,-21.6,,,,-11.2,-57.0,,False,,False,False,,,,,False,,False,,,False,False,False,False,,False,False,,,False,False,False,,,,,,False,False,,,,False,False
37033,159,135.0,,128.3,,126.0,154.0,,,,,80.7,,151.0,,,104.0,103.0,72.0,,,104.0,132.6,,,146.0,124.0,164.0,,,,,,,115.1,,,,312.7,97.1,-24.0,,-30.7,,-33.0,-5.0,,,,,-78.3,,-8.0,,,-55.0,-56.0,-87.0,,,-55.0,-26.4,,,-13.0,-35.0,5.0,,,,,,,-43.9,,,,153.7,-61.9,,False,,False,True,,,,,False,,True,,,False,False,False,,,False,False,,,True,False,True,,,,,,,False,,,,False,False
37035,1195,1026.0,,1017.3,,1017.0,1182.0,,,,,780.8,,1177.7,,,1017.0,921.9,608.9,965.5,,1015.0,1404.1,,,1066.0,1003.0,1043.0,,,,,,957.9,927.5,1544.0,,,1125.7,701.6,-169.0,,-177.7,,-178.0,-13.0,,,,,-414.2,,-17.3,,,-178.0,-273.1,-586.1,-229.5,,-180.0,209.1,,,-129.0,-192.0,-152.0,,,,,,-237.1,-267.5,349.0,,,-69.3,-493.4,,False,,False,True,,,,,False,,True,,,False,False,False,False,,False,False,,,True,False,True,,,,,,False,False,False,,,True,False
37037,211,147.0,,145.9,,160.0,155.0,,,,,168.1,,179.5,,188.0,275.0,183.3,139.9,166.5,,147.0,197.6,,,179.0,221.0,413.6,,,,,,124.8,150.9,,,,147.4,124.8,-64.0,,-65.1,,-51.0,-56.0,,,,,-42.9,,-31.5,,-23.0,64.0,-27.7,-71.1,-44.5,,-64.0,-13.4,,,-32.0,10.0,202.6,,,,,,-86.2,-60.1,,,,-63.6,-86.2,,False,,True,True,,,,,True,,True,,True,False,True,False,True,,False,True,,,True,True,False,,,,,,False,True,,,,True,False
37039,145,183.0,,180.6,,164.0,244.0,,,,,96.2,,213.8,,,148.0,189.4,98.7,,,143.0,168.9,,,213.0,166.0,139.4,,,,,,,177.7,,,,268.2,129.6,38.0,,35.6,,19.0,99.0,,,,,-48.8,,68.8,,,3.0,44.4,-46.3,,,-2.0,23.9,,,68.0,21.0,-5.6,,,,,,,32.7,,,,123.2,-15.4,,True,,True,False,,,,,False,,False,,,True,False,False,,,True,True,,,False,True,True,,,,,,,True,,,,False,True
37041,86,90.0,,91.2,,86.0,125.0,,,,,64.0,,89.8,,,58.0,90.4,36.1,,,80.0,88.6,,,101.0,82.0,55.3,,,,,,,81.3,,,,123.1,63.0,4.0,,5.2,,0.0,39.0,,,,,-22.0,,3.8,,,-28.0,4.4,-49.9,,,-6.0,2.6,,,15.0,-4.0,-30.7,,,,,,,-4.7,,,,37.1,-23.0,,False,,True,False,,,,,False,,True,,,False,False,False,,,False,True,,,False,False,False,,,,,,,False,,,,False,False
37043,48,78.0,,78.1,,64.0,119.0,,,,,32.4,,80.9,,,51.0,125.4,26.7,,,61.0,64.2,,,95.0,67.0,53.4,,,,,,,79.0,,,,111.8,60.8,30.0,,30.1,,16.0,71.0,,,,,-15.6,,32.9,,,3.0,77.4,-21.3,,,13.0,16.2,,,47.0,19.0,5.4,,,,,,,31.0,,,,63.8,12.8,,False,,True,False,,,,,True,,False,,,True,False,True,,,True,True,,,False,True,True,,,,,,,False,,,,False,True
37045,642,788.0,,785.6,,762.0,1100.0,,,,,507.2,,804.6,,,616.0,839.8,364.7,694.5,,773.5,851.2,,,855.0,740.0,619.2,,,,,,763.8,770.5,,,,1634.9,661.4,146.0,,143.6,,120.0,458.0,,,,,-134.8,,162.6,,,-26.0,197.8,-277.3,52.5,,131.5,209.2,,,213.0,98.0,-22.8,,,,,,121.8,128.5,,,,992.9,19.4,,True,,True,False,,,,,True,,False,,,True,False,False,True,,True,False,,,False,True,True,,,,,,True,True,,,,False,True
37047,316,426.0,,431.3,,374.0,587.0,,,,,245.8,,452.3,,,280.0,387.0,175.6,352.0,,374.0,396.2,,,484.0,382.0,359.7,,,,,,396.6,397.1,,,,244.9,334.4,110.0,,115.3,,58.0,271.0,,,,,-70.2,,136.3,,,-36.0,71.0,-140.4,36.0,,58.0,80.2,,,168.0,66.0,43.7,,,,,,80.6,81.1,,,,-71.1,18.4,,False,,True,False,,,,,True,,False,,,True,True,False,True,,True,True,,,False,True,True,,,,,,True,True,,,,True,True
37049,488,553.0,,556.9,,523.0,711.0,,,,,381.7,,644.7,,,544.0,454.1,294.0,493.0,,480.5,604.3,,,627.0,530.0,490.1,,,,,,473.2,463.9,,,,859.9,406.8,65.0,,68.9,,35.0,223.0,,,,,-106.3,,156.7,,,56.0,-33.9,-194.0,5.0,,-7.5,116.3,,,139.0,42.0,2.1,,,,,,-14.8,-24.1,,,,371.9,-81.2,,False,,True,False,,,,,False,,False,,,True,True,False,True,,True,False,,,False,True,True,,,,,,True,True,,,,False,False
37051,1555,1497.0,,1475.3,,1475.0,1766.0,,,,,990.1,,1547.6,,1894.6,1542.0,1321.6,1023.9,1335.0,,1406.0,1725.6,,,1636.0,1518.0,1274.9,,,,,,1328.2,1441.1,1810.0,,,2108.1,1044.6,-58.0,,-79.7,,-80.0,211.0,,,,,-564.9,,-7.4,,339.6,-13.0,-233.4,-531.1,-220.0,,-149.0,170.6,,,81.0,-37.0,-280.1,,,,,,-226.8,-113.9,255.0,,,553.1,-510.4,,False,,False,False,,,,,False,,True,,False,True,False,False,False,,False,False,,,False,True,False,,,,,,False,False,False,,,False,False
37053,120,112.0,,111.5,,112.0,156.0,,,,,63.6,,114.0,,,75.0,128.4,55.7,,,86.0,112.8,,,131.0,119.0,89.2,,,,,,,119.4,,,,141.8,74.5,-8.0,,-8.5,,-8.0,36.0,,,,,-56.4,,-6.0,,,-45.0,8.4,-64.3,,,-34.0,-7.2,,,11.0,-1.0,-30.8,,,,,,,-0.6,,,,21.8,-45.5,,False,,False,False,,,,,False,,True,,,False,False,False,,,False,True,,,False,True,False,,,,,,,True,,,,False,False
37055,175,181.0,,181.8,,175.0,216.0,,,,,93.9,,165.8,,,177.0,281.4,101.1,158.0,,126.0,155.4,,,225.0,176.0,173.3,,,,,,,189.8,,,,201.9,129.5,6.0,,6.8,,0.0,41.0,,,,,-81.1,,-9.2,,,2.0,106.4,-73.9,-17.0,,-49.0,-19.6,,,50.0,1.0,-1.7,,,,,,,14.8,,,,26.9,-45.5,,False,,True,False,,,,,False,,False,,,True,False,False,False,,False,False,,,False,True,True,,,,,,,False,,,,False,False
37057,1074,1110.0,,1099.4,,1035.0,1081.0,,,,,685.3,,1230.2,,,1002.0,1172.6,636.4,1003.5,,1002.0,1155.4,,,1249.0,1065.0,965.1,,,,,,1119.3,999.4,1425.0,,,938.3,831.5,36.0,,25.4,,-39.0,7.0,,,,,-388.7,,156.2,,,-72.0,98.6,-437.6,-70.5,,-72.0,81.4,,,175.0,-9.0,-108.9,,,,,,45.3,-74.6,351.0,,,-135.7,-242.5,,True,,False,True,,,,,False,,False,,,False,False,False,False,,False,False,,,False,True,False,,,,,,False,False,False,,,False,False
37059,216,233.0,,234.7,,233.0,250.0,,,,,156.0,,248.1,,,220.0,309.0,151.8,231.0,,226.0,240.7,,,284.0,244.0,193.1,,,,,,223.8,219.1,,,,269.6,185.1,17.0,,18.7,,17.0,34.0,,,,,-60.0,,32.1,,,4.0,93.0,-64.2,15.0,,10.0,24.7,,,68.0,28.0,-22.9,,,,,,7.8,3.1,,,,53.6,-30.9,,False,,False,False,,,,,False,,False,,,True,False,False,True,,True,False,,,False,False,False,,,,,,True,True,,,,False,False
37061,267,267.0,,259.5,,267.0,302.0,,,,,254.8,,322.7,,,328.0,278.0,157.2,277.5,,191.0,264.2,,,310.0,282.0,263.0,,,,,,232.8,216.6,,,,259.7,196.8,0.0,,-7.5,,0.0,35.0,,,,,-12.2,,55.7,,,61.0,11.0,-109.8,10.5,,-76.0,-2.8,,,43.0,15.0,-4.0,,,,,,-34.2,-50.4,,,,-7.3,-70.2,,False,,True,False,,,,,False,,False,,,False,False,False,False,,False,False,,,False,False,False,,,,,,False,False,,,,False,False
37063,1102,1182.0,,1179.4,,1246.0,1263.0,,,,,925.1,,1425.6,,1691.6,1177.0,1268.7,760.0,1124.0,,1189.5,1469.1,,,1331.0,1320.0,1163.8,,,,,,1057.1,1229.2,1423.0,,,1271.7,796.6,80.0,,77.4,,144.0,161.0,,,,,-176.9,,323.6,,589.6,75.0,166.7,-342.0,22.0,,87.5,367.1,,,229.0,218.0,61.8,,,,,,-44.9,127.2,321.0,,,169.7,-305.4,,True,,False,False,,,,,False,,False,,False,True,False,False,True,,False,False,,,False,False,True,,,,,,True,False,False,,,False,False
37065,188,218.0,,219.6,,235.0,298.0,,,,,187.1,,266.1,,,249.0,211.9,143.3,182.5,,275.0,247.7,,,227.0,240.0,253.4,,,,,,203.8,235.2,,,,268.5,147.6,30.0,,31.6,,47.0,110.0,,,,,-0.9,,78.1,,,61.0,23.9,-44.7,-5.5,,87.0,59.7,,,39.0,52.0,65.4,,,,,,15.8,47.2,,,,80.5,-40.4,,False,,False,False,,,,,True,,False,,,False,True,False,True,,False,False,,,False,False,False,,,,,,True,False,,,,False,False
37067,1742,1749.0,,1765.6,,1744.0,1867.0,,,,,1374.9,,2029.2,,,1748.0,1635.6,1145.2,1689.0,,1442.0,1979.0,,,1978.0,1928.0,1689.2,,,,,,1496.0,1735.9,1671.0,,,1943.6,1141.4,7.0,,23.6,,2.0,125.0,,,,,-367.1,,287.2,,,6.0,-106.4,-596.8,-53.0,,-300.0,237.0,,,236.0,186.0,-52.8,,,,,,-246.0,-6.1,-71.0,,,201.6,-600.6,,False,,True,False,,,,,False,,False,,,True,False,False,False,,False,False,,,False,False,False,,,,,,False,True,False,,,False,False
37069,341,417.0,,421.5,,377.0,499.0,,,,,247.7,,481.8,,,299.0,593.4,239.6,361.0,,315.0,376.8,,,483.0,395.0,367.7,,,,,,366.9,385.2,,,,421.0,275.4,76.0,,80.5,,36.0,158.0,,,,,-93.3,,140.8,,,-42.0,252.4,-101.4,20.0,,-26.0,35.8,,,142.0,54.0,26.7,,,,,,25.9,44.2,,,,80.0,-65.6,,False,,True,False,,,,,False,,False,,,True,False,False,True,,True,True,,,False,True,True,,,,,,True,True,,,,False,True
37071,1559,1612.0,,1617.4,,1602.0,2576.0,,,,,1155.4,,1642.8,,,1464.0,1968.7,933.4,1524.0,,1591.0,1773.4,,,1835.0,1575.0,1449.1,,,,,,1486.1,1438.6,1846.0,,,1775.2,1263.2,53.0,,58.4,,43.0,1017.0,,,,,-403.6,,83.8,,,-95.0,409.7,-625.6,-35.0,,32.0,214.4,,,276.0,16.0,-109.9,,,,,,-72.9,-120.4,287.0,,,216.2,-295.8,,False,,True,False,,,,,False,,False,,,False,False,False,True,,True,False,,,False,True,False,,,,,,False,False,False,,,False,False
37073,48,46.0,,45.9,,42.0,47.0,,,,,28.3,,40.9,,,40.0,45.4,23.4,,,25.0,39.8,,,55.0,48.0,36.5,,,,,,,49.1,,,,41.5,31.6,-2.0,,-2.1,,-6.0,-1.0,,,,,-19.7,,-7.1,,,-8.0,-2.6,-24.6,,,-23.0,-8.2,,,7.0,0.0,-11.5,,,,,,,1.1,,,,-6.5,-16.4,,False,,False,True,,,,,False,,False,,,False,False,False,,,False,False,,,False,True,False,,,,,,,True,,,,False,False
37075,25,46.0,,46.2,,46.0,68.0,,,,,31.4,,59.1,,,42.0,99.2,32.9,,,90.5,46.9,,,69.0,46.0,43.6,,,,,,,48.7,,,,42.1,28.1,21.0,,21.2,,21.0,43.0,,,,,6.4,,34.1,,,17.0,74.2,7.9,,,65.5,21.9,,,44.0,21.0,18.6,,,,,,,23.7,,,,17.1,3.1,,False,,False,False,,,,,True,,False,,,True,False,True,,,False,False,,,False,False,True,,,,,,,False,,,,True,True
37077,201,410.0,,421.3,,364.0,655.0,,,,,256.5,,480.4,,,274.0,406.5,176.0,329.5,,410.0,336.2,,,466.0,366.0,440.9,,,,,,365.0,412.5,,,,431.1,281.1,209.0,,220.3,,163.0,454.0,,,,,55.5,,279.4,,,73.0,205.5,-25.0,128.5,,209.0,135.2,,,265.0,165.0,239.9,,,,,,164.0,211.5,,,,230.1,80.1,,False,,True,False,,,,,True,,False,,,True,True,True,True,,False,True,,,False,True,False,,,,,,True,False,,,,False,True
37079,93,98.0,,99.3,,99.0,118.0,,,,,86.1,,118.7,,,101.0,87.1,50.2,,,94.0,101.4,,,101.0,103.0,95.7,,,,,,,123.2,,,,263.0,66.4,5.0,,6.3,,6.0,25.0,,,,,-6.9,,25.7,,,8.0,-5.9,-42.8,,,1.0,8.4,,,8.0,10.0,2.7,,,,,,,30.2,,,,170.0,-26.6,,False,,False,False,,,,,False,,False,,,False,False,False,,,True,False,,,False,False,True,,,,,,,False,,,,False,False
37081,2518,2631.0,,2647.8,2474.0,2608.0,3409.0,,,,,1708.4,,3061.7,,3092.5,2281.0,2981.3,1550.6,2357.5,,2738.0,2935.4,,,2417.0,2836.0,2046.2,,,,,,2623.9,2553.5,3794.0,,,2314.9,1685.6,113.0,,129.8,-44.0,90.0,891.0,,,,,-809.6,,543.7,,574.5,-237.0,463.3,-967.4,-160.5,,220.0,417.4,,,-101.0,318.0,-471.8,,,,,,105.9,35.5,1276.0,,,-203.1,-832.4,,False,True,True,False,,,,,False,,False,,False,False,False,False,False,,False,False,,,True,False,False,,,,,,True,True,False,,,False,False
37083,413,331.0,,335.3,,307.0,388.0,,,,,212.7,,375.8,,,210.0,390.8,167.7,300.0,,245.0,391.8,,,383.0,308.0,290.7,,,,,,314.5,286.8,,,,348.1,238.3,-82.0,,-77.7,,-106.0,-25.0,,,,,-200.3,,-37.2,,,-203.0,-22.2,-245.3,-113.0,,-168.0,-21.2,,,-30.0,-105.0,-122.3,,,,,,-98.5,-126.2,,,,-64.9,-174.7,,True,,False,True,,,,,False,,True,,,False,True,False,False,,False,True,,,True,False,False,,,,,,False,False,,,,True,False
37085,642,551.0,,539.6,,564.0,739.0,,,,,410.5,,631.9,,,646.0,641.3,431.7,493.0,,555.0,613.1,,,612.0,592.0,545.7,,,,,,493.2,447.1,609.0,,,666.3,385.9,-91.0,,-102.4,,-78.0,97.0,,,,,-231.5,,-10.1,,,4.0,-0.7,-210.3,-149.0,,-87.0,-28.9,,,-30.0,-50.0,-96.3,,,,,,-148.8,-194.9,-33.0,,,24.3,-256.1,,False,,True,False,,,,,False,,True,,,True,True,False,False,,True,True,,,True,True,False,,,,,,False,False,True,,,True,False
37087,256,355.0,,355.4,,342.0,474.0,,,,,193.5,,376.4,,,437.0,556.5,201.7,316.5,,286.0,332.0,,,436.0,347.0,264.9,,,,,,320.5,305.2,,,,343.0,270.1,99.0,,99.4,,86.0,218.0,,,,,-62.5,,120.4,,,181.0,300.5,-54.3,60.5,,30.0,76.0,,,180.0,91.0,8.9,,,,,,64.5,49.2,,,,87.0,14.1,,False,,True,False,,,,,True,,False,,,False,False,True,True,,True,True,,,False,True,True,,,,,,True,True,,,,True,True
37089,635,614.0,,578.8,,614.0,742.0,,,,,431.9,,687.0,,,707.0,399.8,337.9,616.0,,601.0,699.6,,,714.0,620.0,704.2,,,,,,568.2,599.8,,,,630.4,424.0,-21.0,,-56.2,,-21.0,107.0,,,,,-203.1,,52.0,,,72.0,-235.2,-297.1,-19.0,,-34.0,64.6,,,79.0,-15.0,69.2,,,,,,-66.8,-35.2,,,,-4.6,-211.0,,False,,False,False,,,,,False,,False,,,False,False,False,True,,False,False,,,False,True,False,,,,,,False,False,,,,True,False
37091,101,107.0,,106.8,,108.0,108.0,,,,,96.4,,121.5,,,92.0,204.4,71.2,,,88.0,125.6,,,150.0,119.0,106.6,,,,,,,104.4,,,,135.3,95.2,6.0,,5.8,,7.0,7.0,,,,,-4.6,,20.5,,,-9.0,103.4,-29.8,,,-13.0,24.6,,,49.0,18.0,5.6,,,,,,,3.4,,,,34.3,-5.8,,True,,False,False,,,,,True,,False,,,False,False,False,,,False,False,,,False,False,True,,,,,,,True,,,,False,True
37093,243,208.0,,207.7,,216.0,239.0,,,,,184.6,,247.5,,,262.0,223.1,169.0,200.0,,185.0,255.5,,,246.0,230.0,218.9,,,,,,182.9,214.4,,,,242.5,167.3,-35.0,,-35.3,,-27.0,-4.0,,,,,-58.4,,4.5,,,19.0,-19.9,-74.0,-43.0,,-58.0,12.5,,,3.0,-13.0,-24.1,,,,,,-60.1,-28.6,,,,-0.5,-75.7,,False,,True,True,,,,,False,,True,,,True,True,False,False,,False,True,,,True,True,True,,,,,,False,True,,,,True,False
37095,100,95.0,,96.0,,75.0,78.0,,,,,37.4,,92.6,,,44.0,101.7,39.3,,,112.0,82.6,,,99.0,52.0,18.8,,,,,,,73.8,,,,74.7,65.0,-5.0,,-4.0,,-25.0,-22.0,,,,,-62.6,,-7.4,,,-56.0,1.7,-60.7,,,12.0,-17.4,,,-1.0,-48.0,-81.2,,,,,,,-26.2,,,,-25.3,-35.0,,True,,False,False,,,,,False,,False,,,False,True,False,,,False,False,,,True,False,False,,,,,,,False,,,,False,False
37097,1154,1053.0,,991.2,,1041.0,1108.0,,,,,715.8,,1093.7,,,980.0,986.4,549.7,971.5,,1246.0,1345.6,,,1166.0,1075.0,1068.0,,,,,,962.0,881.9,1104.0,,,1136.2,802.6,-101.0,,-162.8,,-113.0,-46.0,,,,,-438.2,,-60.3,,,-174.0,-167.6,-604.3,-182.5,,92.0,191.6,,,12.0,-79.0,-86.0,,,,,,-192.0,-272.1,-50.0,,,-17.8,-351.4,,False,,False,True,,,,,False,,True,,,False,False,False,False,,True,False,,,True,True,True,,,,,,False,False,True,,,True,False
37099,157,204.0,,208.6,,210.0,239.0,,,,,172.8,,224.6,,,277.0,196.4,170.0,210.5,,393.0,219.1,,,241.0,213.0,192.9,,,,,,177.2,166.9,,,,209.5,124.7,47.0,,51.6,,53.0,82.0,,,,,15.8,,67.6,,,120.0,39.4,13.0,53.5,,236.0,62.1,,,84.0,56.0,35.9,,,,,,20.2,9.9,,,,52.5,-32.3,,False,,False,False,,,,,True,,False,,,False,True,True,False,,False,False,,,False,False,True,,,,,,True,True,,,,False,True
37101,996,1025.0,,1037.2,,1037.0,1069.0,,,,,822.2,,1179.8,,1078.7,954.0,1151.6,601.9,1035.5,,872.0,1057.4,,,1170.0,1062.0,1021.2,,,,,,910.3,976.1,984.0,,,1440.0,734.2,29.0,,41.2,,41.0,73.0,,,,,-173.8,,183.8,,82.7,-42.0,155.6,-394.1,39.5,,-124.0,61.4,,,174.0,66.0,25.2,,,,,,-85.7,-19.9,-12.0,,,444.0,-261.8,,False,,False,False,,,,,False,,False,,False,False,False,False,False,,False,False,,,False,False,True,,,,,,False,True,True,,,False,False
37103,52,30.0,,31.1,,34.0,33.0,,,,,29.6,,38.1,,,44.0,52.3,26.7,,,30.0,40.5,,,48.0,39.0,36.3,,,,,,,40.6,,,,35.4,22.0,-22.0,,-20.9,,-18.0,-19.0,,,,,-22.4,,-13.9,,,-8.0,0.3,-25.3,,,-22.0,-11.5,,,-4.0,-13.0,-15.7,,,,,,,-11.4,,,,-16.6,-30.0,,True,,True,True,,,,,False,,True,,,True,True,False,,,False,True,,,True,True,True,,,,,,,True,,,,True,False
37105,323,369.0,,371.6,,360.0,427.0,,,,,266.2,,387.1,,472.6,289.0,330.5,199.2,338.5,,344.0,434.4,,,415.0,363.0,307.1,,,,,,343.9,368.0,,,,719.0,288.5,46.0,,48.6,,37.0,104.0,,,,,-56.8,,64.1,,149.6,-34.0,7.5,-123.8,15.5,,21.0,111.4,,,92.0,40.0,-15.9,,,,,,20.9,45.0,,,,396.0,-34.5,,False,,True,False,,,,,False,,False,,False,True,True,False,True,,True,False,,,False,True,True,,,,,,True,True,,,,False,True
