,actual_cases,COVIDhub-baseline,CU-select,Columbia_UNC-SurvCon,Covid19Sim-Simulator,CovidAnalytics-DELPHI,IBF-TimeSeries,IowaStateLW-STEM,JCB-PRM,JHUAPL-Bucky,JHU_IDD-CovidSP,Karlen-pypm,LANL-GrowthRate,QJHong-Encounter,UCF-AEM,UCLA-SuEIR,UMass-MechBayes,USC-SI_kJalpha,error-COVIDhub-baseline,error-CU-select,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-CovidAnalytics-DELPHI,error-IBF-TimeSeries,error-IowaStateLW-STEM,error-JCB-PRM,error-JHUAPL-Bucky,error-JHU_IDD-CovidSP,error-Karlen-pypm,error-LANL-GrowthRate,error-QJHong-Encounter,error-UCF-AEM,error-UCLA-SuEIR,error-UMass-MechBayes,error-USC-SI_kJalpha,beat_baseline-CU-select,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-IBF-TimeSeries,beat_baseline-IowaStateLW-STEM,beat_baseline-JCB-PRM,beat_baseline-JHUAPL-Bucky,beat_baseline-JHU_IDD-CovidSP,beat_baseline-Karlen-pypm,beat_baseline-LANL-GrowthRate,beat_baseline-QJHong-Encounter,beat_baseline-UCF-AEM,beat_baseline-UCLA-SuEIR,beat_baseline-UMass-MechBayes,beat_baseline-USC-SI_kJalpha
01069,2532,1870.0,1900.0,,,,,1773.0,,1625.5,1126.3,,1958.0,,,1628.7,,,-662.0,-632.0,,,,,-759.0,,-906.5,-1405.7,,-574.0,,,-903.3,,,True,,,,,False,,False,False,,True,,,False,,
01071,1482,2335.0,972.0,,,,,1866.0,,4679.6,957.0,,2885.5,,,2172.7,,,853.0,-510.0,,,,,384.0,,3197.6,-525.0,,1403.5,,,690.7,,,True,,,,,True,,False,True,,False,,,True,,
01073,21523,21150.0,27278.0,,,,,19295.0,,24687.9,10734.2,,24527.5,,,15316.4,39824.0,,-373.0,5755.0,,,,,-2228.0,,3164.9,-10788.8,,3004.5,,,-6206.6,18301.0,,False,,,,,False,,False,False,,False,,,False,False,
01075,336,485.0,315.0,,,,,375.0,,475.0,161.9,,582.0,,,,,,149.0,-21.0,,,,,39.0,,139.0,-174.1,,246.0,,,,,,True,,,,,True,,True,False,,False,,,,,
01077,2532,2060.0,1829.0,,,,,2825.0,,1615.6,1465.7,,2223.5,,,1056.9,,,-472.0,-703.0,,,,,293.0,,-916.4,-1066.3,,-308.5,,,-1475.1,,,False,,,,,True,,False,False,,True,,,False,,
01079,856,740.0,695.0,,,,,1156.0,,528.5,317.2,,750.0,,,,,,-116.0,-161.0,,,,,300.0,,-327.5,-538.8,,-106.0,,,,,,False,,,,,False,,False,False,,True,,,,,
01081,3718,2720.0,5136.0,,,,,2510.0,,2649.3,2057.9,,4507.0,,,1513.3,4158.0,,-998.0,1418.0,,,,,-1208.0,,-1068.7,-1660.1,,789.0,,,-2204.7,440.0,,False,,,,,False,,False,False,,True,,,False,True,
01083,2718,2735.0,2493.0,,,,,2604.0,,2834.0,1306.0,,3297.5,,,1738.3,,,17.0,-225.0,,,,,-114.0,,116.0,-1412.0,,579.5,,,-979.7,,,False,,,,,False,,False,False,,False,,,False,,
01085,240,115.0,0.0,,,,,129.0,,127.9,73.4,,96.0,,,,,,-125.0,-240.0,,,,,-111.0,,-112.1,-166.6,,-144.0,,,,,,False,,,,,True,,True,False,,False,,,,,
01087,305,300.0,336.0,,,,,249.0,,177.5,129.3,,267.0,,,,,,-5.0,31.0,,,,,-56.0,,-127.5,-175.7,,-38.0,,,,,,False,,,,,False,,False,False,,False,,,,,
01089,10092,9530.0,9962.0,,,,,9236.0,,14768.3,6629.1,,12049.0,,,9846.0,10210.0,,-562.0,-130.0,,,,,-856.0,,4676.3,-3462.9,,1957.0,,,-246.0,118.0,,True,,,,,False,,False,False,,False,,,True,True,
01091,519,835.0,5.0,,,,,480.0,,1393.4,230.7,,1169.0,,,,,,316.0,-514.0,,,,,-39.0,,874.4,-288.3,,650.0,,,,,,False,,,,,True,,False,True,,False,,,,,
01093,777,695.0,689.0,,,,,874.0,,1579.7,352.9,,838.0,,,,,,-82.0,-88.0,,,,,97.0,,802.7,-424.1,,61.0,,,,,,False,,,,,False,,False,False,,True,,,,,
01095,2422,3365.0,3050.0,,,,,3289.0,,3534.7,2172.3,,3740.5,,,1620.4,,,943.0,628.0,,,,,867.0,,1112.7,-249.7,,1318.5,,,-801.6,,,True,,,,,True,,False,True,,False,,,True,,
01097,8024,6350.0,9571.0,,,,,7834.0,,9087.5,4102.0,,6744.5,,,4080.3,6445.0,,-1674.0,1547.0,,,,,-190.0,,1063.5,-3922.0,,-1279.5,,,-3943.7,-1579.0,,True,,,,,True,,True,False,,True,,,False,True,
01099,529,330.0,498.0,,,,,422.0,,386.5,166.1,,135.5,,,,,,-199.0,-31.0,,,,,-107.0,,-142.5,-362.9,,-393.5,,,,,,True,,,,,True,,True,False,,False,,,,,
01101,5205,3760.0,6058.0,,,,,3791.0,,4612.2,2375.6,,5172.0,,,3408.0,7080.0,,-1445.0,853.0,,,,,-1414.0,,-592.8,-2829.4,,-33.0,,,-1797.0,1875.0,,True,,,,,True,,True,False,,True,,,False,False,
01103,3782,4405.0,3602.0,,,,,3854.0,,3686.6,2145.8,,4400.0,,,3946.3,,,623.0,-180.0,,,,,72.0,,-95.4,-1636.2,,618.0,,,164.3,,,True,,,,,True,,True,False,,True,,,True,,
01105,235,160.0,0.0,,,,,176.0,,72.4,58.0,,125.0,,,,,,-75.0,-235.0,,,,,-59.0,,-162.6,-177.0,,-110.0,,,,,,False,,,,,True,,False,False,,False,,,,,
01107,564,465.0,269.0,,,,,518.0,,186.5,223.2,,453.5,,,,,,-99.0,-295.0,,,,,-46.0,,-377.5,-340.8,,-110.5,,,,,,False,,,,,True,,False,False,,False,,,,,
01109,745,355.0,291.0,,,,,573.0,,320.0,269.7,,468.0,,,,,,-390.0,-454.0,,,,,-172.0,,-425.0,-475.3,,-277.0,,,,,,False,,,,,True,,False,False,,True,,,,,
01111,267,190.0,183.0,,,,,483.0,,148.0,171.3,,210.0,,,,,,-77.0,-84.0,,,,,216.0,,-119.0,-95.7,,-57.0,,,,,,False,,,,,False,,False,False,,True,,,,,
01113,814,540.0,884.0,,,,,1056.0,,554.4,410.8,,579.0,,,252.1,,,-274.0,70.0,,,,,242.0,,-259.6,-403.2,,-235.0,,,-561.9,,,True,,,,,True,,True,False,,True,,,False,,
01115,2292,2385.0,2932.0,,,,,2141.0,,4082.8,1145.1,,2722.0,,,1495.0,,,93.0,640.0,,,,,-151.0,,1790.8,-1146.9,,430.0,,,-797.0,,,False,,,,,False,,False,False,,False,,,False,,
01117,5870,5505.0,5128.0,,,,,4694.0,,6936.3,3464.3,,6148.5,,,5242.4,6911.0,,-365.0,-742.0,,,,,-1176.0,,1066.3,-2405.7,,278.5,,,-627.6,1041.0,,False,,,,,False,,False,False,,True,,,False,False,
01119,233,235.0,215.0,,,,,266.0,,167.6,109.5,,191.0,,,,,,2.0,-18.0,,,,,33.0,,-65.4,-123.5,,-42.0,,,,,,False,,,,,False,,False,False,,False,,,,,
01121,1847,1935.0,456.0,,,,,2069.0,,3463.2,1100.7,,1970.0,,,1445.2,,,88.0,-1391.0,,,,,222.0,,1616.2,-746.3,,123.0,,,-401.8,,,False,,,,,False,,False,False,,False,,,False,,
01123,568,590.0,100.0,,,,,750.0,,579.1,509.5,,532.0,,,,,,22.0,-468.0,,,,,182.0,,11.1,-58.5,,-36.0,,,,,,False,,,,,False,,True,False,,False,,,,,
01125,5279,6540.0,8646.0,,,,,5354.0,,7247.1,3359.3,,8437.0,,,4460.9,6687.0,,1261.0,3367.0,,,,,75.0,,1968.1,-1919.7,,3158.0,,,-818.1,1408.0,,False,,,,,True,,False,False,,False,,,True,False,
01127,1484,2230.0,1315.0,,,,,1969.0,,3524.2,1127.6,,2015.0,,,1841.8,,,746.0,-169.0,,,,,485.0,,2040.2,-356.4,,531.0,,,357.8,,,True,,,,,True,,False,True,,True,,,True,,
01129,350,380.0,7.0,,,,,440.0,,484.1,119.3,,494.5,,,,,,30.0,-343.0,,,,,90.0,,134.1,-230.7,,144.5,,,,,,False,,,,,False,,False,False,,False,,,,,
01131,249,575.0,31.0,,,,,155.0,,395.1,114.6,,221.5,,,,,,326.0,-218.0,,,,,-94.0,,146.1,-134.4,,-27.5,,,,,,True,,,,,True,,True,True,,True,,,,,
01133,625,805.0,376.0,,,,,806.0,,869.2,316.7,,569.0,,,,,,180.0,-249.0,,,,,181.0,,244.2,-308.3,,-56.0,,,,,,False,,,,,False,,False,False,,True,,,,,
02013,1,0.0,0.0,,,,,,,6.4,11.3,,20.0,,,,,,-1.0,-1.0,,,,,,,5.4,10.3,,19.0,,,,,,False,,,,,,,False,False,,False,,,,,
02016,87,230.0,,,,,,,,3198.9,69.8,,42.0,,,,,,143.0,,,,,,,,3111.9,-17.2,,-45.0,,,,,,,,,,,,,False,True,,True,,,,,
02020,4539,9300.0,12170.0,,,,,,,4134.8,4659.8,,7938.0,,,6746.2,7981.0,,4761.0,7631.0,,,,,,,-404.2,120.8,,3399.0,,,2207.2,3442.0,,False,,,,,,,True,True,,True,,,True,True,
02050,1022,1215.0,0.0,,,,,,,482.8,373.2,,821.0,,,,,,193.0,-1022.0,,,,,,,-539.2,-648.8,,-201.0,,,,,,False,,,,,,,False,False,,False,,,,,
02060,0,0.0,0.0,,,,,,,0.0,0.0,,,,,,,,0.0,0.0,,,,,,,0.0,0.0,,,,,,,,True,,,,,,,True,True,,,,,,,
02068,9,40.0,1.0,,,,,,,109.0,11.4,,14.0,,,,,,31.0,-8.0,,,,,,,100.0,2.4,,5.0,,,,,,True,,,,,,,False,True,,True,,,,,
02070,44,10.0,0.0,,,,,,,3.5,7.1,,1.0,,,,,,-34.0,-44.0,,,,,,,-40.5,-36.9,,-43.0,,,,,,False,,,,,,,False,False,,False,,,,,
02090,1358,2585.0,2932.0,,,,,,,2635.0,1019.8,,1823.0,,,1560.2,,,1227.0,1574.0,,,,,,,1277.0,-338.2,,465.0,,,202.2,,,False,,,,,,,False,True,,True,,,True,,
02100,4,10.0,0.0,,,,,,,147.9,0.9,,6.0,,,,,,6.0,-4.0,,,,,,,143.9,-3.1,,2.0,,,,,,True,,,,,,,False,True,,True,,,,,
02105,0,0.0,0.0,,,,,,,0.0,0.0,,,,,,,,0.0,0.0,,,,,,,0.0,0.0,,,,,,,,True,,,,,,,True,True,,,,,,,
02110,147,235.0,181.0,,,,,,,148.7,122.0,,159.0,,,,,,88.0,34.0,,,,,,,1.7,-25.0,,12.0,,,,,,True,,,,,,,True,True,,True,,,,,
02122,622,1305.0,1628.0,,,,,,,806.1,938.1,,967.5,,,570.3,,,683.0,1006.0,,,,,,,184.1,316.1,,345.5,,,-51.7,,,False,,,,,,,True,True,,True,,,True,,
02130,47,45.0,0.0,,,,,,,37.3,19.3,,27.0,,,,,,-2.0,-47.0,,,,,,,-9.7,-27.7,,-20.0,,,,,,False,,,,,,,False,False,,False,,,,,
02150,337,1145.0,,,,,,,,4705.8,382.6,,2668.0,,,,,,808.0,,,,,,,,4368.8,45.6,,2331.0,,,,,,,,,,,,,False,True,,False,,,,,
02158,373,730.0,0.0,,,,,,,2083.9,230.5,,1055.0,,,,,,357.0,-373.0,,,,,,,1710.9,-142.5,,682.0,,,,,,False,,,,,,,False,True,,False,,,,,
02164,16,25.0,0.0,,,,,,,9.3,9.3,,34.0,,,,,,9.0,-16.0,,,,,,,-6.7,-6.7,,18.0,,,,,,False,,,,,,,True,True,,False,,,,,
02170,1772,3145.0,4834.0,,,,,,,15293.2,2019.8,,1295.0,,,2514.7,,,1373.0,3062.0,,,,,,,13521.2,247.8,,-477.0,,,742.7,,,False,,,,,,,False,True,,True,,,True,,
02180,43,30.0,0.0,,,,,,,8.8,49.9,,5.0,,,,,,-13.0,-43.0,,,,,,,-34.2,6.9,,-38.0,,,,,,False,,,,,,,False,True,,False,,,,,
02185,315,495.0,0.0,,,,,,,1245.0,235.5,,707.0,,,,,,180.0,-315.0,,,,,,,930.0,-79.5,,392.0,,,,,,False,,,,,,,False,True,,False,,,,,
02188,133,65.0,0.0,,,,,,,16.2,56.3,,35.0,,,,,,-68.0,-133.0,,,,,,,-116.8,-76.7,,-98.0,,,,,,False,,,,,,,False,False,,False,,,,,
02195,18,15.0,0.0,,,,,,,493.2,0.3,,4.0,,,,,,-3.0,-18.0,,,,,,,475.2,-17.7,,-14.0,,,,,,False,,,,,,,False,False,,False,,,,,
02198,12,30.0,,,,,,,,213.4,18.9,,24.0,,,,,,18.0,,,,,,,,201.4,6.9,,12.0,,,,,,,,,,,,,False,True,,True,,,,,
02220,59,45.0,0.0,,,,,,,28.8,58.4,,42.0,,,,,,-14.0,-59.0,,,,,,,-30.2,-0.6,,-17.0,,,,,,False,,,,,,,False,True,,False,,,,,
02230,6,0.0,0.0,,,,,,,0.1,8.1,,8.0,,,,,,-6.0,-6.0,,,,,,,-5.9,2.1,,2.0,,,,,,False,,,,,,,True,True,,True,,,,,
02240,59,150.0,0.0,,,,,,,73.4,39.1,,71.0,,,,,,91.0,-59.0,,,,,,,14.4,-19.9,,12.0,,,,,,True,,,,,,,True,True,,True,,,,,
02261,99,100.0,,,,,,,,70.1,83.7,,103.0,,,,,,1.0,,,,,,,,-28.9,-15.3,,4.0,,,,,,,,,,,,,False,False,,False,,,,,
02275,3,5.0,0.0,,,,,,,449.9,1.0,,5.0,,,,,,2.0,-3.0,,,,,,,446.9,-2.0,,2.0,,,,,,False,,,,,,,False,True,,False,,,,,
02282,10,10.0,0.0,,,,,,,0.1,0.3,,14.0,,,,,,0.0,-10.0,,,,,,,-9.9,-9.7,,4.0,,,,,,False,,,,,,,False,False,,False,,,,,
02290,64,35.0,,,,,,,,25.6,34.0,,7.0,,,,,,-29.0,,,,,,,,-38.4,-30.0,,-57.0,,,,,,,,,,,,,False,False,,False,,,,,
04001,2157,2945.0,2585.0,,,,,3666.0,,1399.2,2029.6,,3120.0,,,1493.0,,,788.0,428.0,,,,,1509.0,,-757.8,-127.4,,963.0,,,-664.0,,,True,,,,,False,,True,True,,False,,,True,,
04003,4485,4015.0,4195.0,,,,,2256.0,,7097.9,3426.0,,4637.5,,,3154.9,,,-470.0,-290.0,,,,,-2229.0,,2612.9,-1059.0,,152.5,,,-1330.1,,,True,,,,,False,,False,False,,True,,,False,,
04005,4833,4415.0,3153.0,,,,,2899.0,,4487.2,2836.6,,4885.0,,,2013.8,5341.0,,-418.0,-1680.0,,,,,-1934.0,,-345.8,-1996.4,,52.0,,,-2819.2,508.0,,False,,,,,False,,True,False,,True,,,False,False,
04007,1742,1645.0,1538.0,,,,,1554.0,,913.4,950.0,,1915.5,,,1241.0,,,-97.0,-204.0,,,,,-188.0,,-828.6,-792.0,,173.5,,,-501.0,,,False,,,,,False,,False,False,,False,,,False,,
04009,1773,1015.0,837.0,,,,,1116.0,,336.1,630.0,,941.0,,,537.6,,,-758.0,-936.0,,,,,-657.0,,-1436.9,-1143.0,,-832.0,,,-1235.4,,,False,,,,,True,,False,False,,False,,,False,,
04011,160,170.0,0.0,,,,,213.0,,149.8,60.2,,148.5,,,,,,10.0,-160.0,,,,,53.0,,-10.2,-99.8,,-11.5,,,,,,False,,,,,False,,False,False,,False,,,,,
04012,924,510.0,851.0,,,,,817.0,,1268.8,339.2,,451.0,,,,,,-414.0,-73.0,,,,,-107.0,,344.8,-584.8,,-473.0,,,,,,True,,,,,True,,True,False,,False,,,,,
04013,162963,122685.0,132788.0,,,,,116810.0,,185841.9,114257.2,,181918.0,,,98985.6,214960.0,,-40278.0,-30175.0,,,,,-46153.0,,22878.9,-48705.8,,18955.0,,,-63977.4,51997.0,,True,,,,,False,,True,False,,True,,,False,False,
04015,8292,6085.0,7448.0,,,,,4863.0,,12768.7,4892.3,,7261.5,,,5086.3,9172.0,,-2207.0,-844.0,,,,,-3429.0,,4476.7,-3399.7,,-1030.5,,,-3205.7,880.0,,True,,,,,False,,False,False,,True,,,False,True,
04017,3622,4320.0,654.0,,,,,4940.0,,5536.7,2554.5,,5392.0,,,4177.2,,,698.0,-2968.0,,,,,1318.0,,1914.7,-1067.5,,1770.0,,,555.2,,,False,,,,,False,,False,False,,False,,,True,,
04019,38026,34610.0,48874.0,,,,,28823.0,,51937.0,29542.5,,43099.5,,,23699.7,81093.0,,-3416.0,10848.0,,,,,-9203.0,,13911.0,-8483.5,,5073.5,,,-14326.3,43067.0,,False,,,,,False,,False,False,,False,,,False,False,
04021,15461,13275.0,11290.0,,,,,14029.0,,14910.0,10175.1,,15855.0,,,9660.2,24517.0,,-2186.0,-4171.0,,,,,-1432.0,,-551.0,-5285.9,,394.0,,,-5800.8,9056.0,,False,,,,,True,,True,False,,True,,,False,False,
04023,2162,2585.0,0.0,,,,,1502.0,,2706.0,1239.1,,2654.0,,,1825.0,,,423.0,-2162.0,,,,,-660.0,,544.0,-922.9,,492.0,,,-337.0,,,False,,,,,False,,False,False,,False,,,True,,
04025,6859,6935.0,6352.0,,,,,4954.0,,8341.8,5045.0,,7982.5,,,3960.4,13412.0,,76.0,-507.0,,,,,-1905.0,,1482.8,-1814.0,,1123.5,,,-2898.6,6553.0,,False,,,,,False,,False,False,,False,,,False,False,
04027,11162,13230.0,2927.0,,,,,7638.0,,16600.5,7056.7,,14992.5,,,7269.4,12584.0,,2068.0,-8235.0,,,,,-3524.0,,5438.5,-4105.3,,3830.5,,,-3892.6,1422.0,,False,,,,,False,,False,False,,False,,,False,True,
05001,456,320.0,201.0,,,,,484.0,,113.4,199.5,,261.0,,,,,,-136.0,-255.0,,,,,28.0,,-342.6,-256.5,,-195.0,,,,,,False,,,,,True,,False,False,,False,,,,,
05003,428,550.0,1281.0,,,,,502.0,,278.5,265.5,,527.0,,,,,,122.0,853.0,,,,,74.0,,-149.5,-162.5,,99.0,,,,,,False,,,,,True,,False,False,,True,,,,,
05005,810,590.0,430.0,,,,,676.0,,242.8,408.6,,408.0,,,,,,-220.0,-380.0,,,,,-134.0,,-567.2,-401.4,,-402.0,,,,,,False,,,,,True,,False,False,,False,,,,,
05007,8722,5390.0,4529.0,,,,,5626.0,,4368.9,4846.0,,5684.0,,,5843.9,4924.0,,-3332.0,-4193.0,,,,,-3096.0,,-4353.1,-3876.0,,-3038.0,,,-2878.1,-3798.0,,False,,,,,True,,False,False,,True,,,True,False,
05009,842,845.0,770.0,,,,,676.0,,394.6,462.0,,644.5,,,,,,3.0,-72.0,,,,,-166.0,,-447.4,-380.0,,-197.5,,,,,,False,,,,,False,,False,False,,False,,,,,
05011,482,475.0,94.0,,,,,247.0,,812.6,125.5,,665.5,,,,,,-7.0,-388.0,,,,,-235.0,,330.6,-356.5,,183.5,,,,,,False,,,,,False,,False,False,,False,,,,,
05013,114,70.0,36.0,,,,,102.0,,25.8,41.8,,56.0,,,,,,-44.0,-78.0,,,,,-12.0,,-88.2,-72.2,,-58.0,,,,,,False,,,,,True,,False,False,,False,,,,,
