,actual_cases,COVIDhub-baseline,Columbia_UNC-SurvCon,Covid19Sim-Simulator,IBF-TimeSeries,IowaStateLW-STEM,JCB-PRM,JHUAPL-Bucky,OneQuietNight-ML,UCF-AEM,UCLA-SuEIR,USACE-ERDC_SEIR,USC-SI_kJalpha,error-COVIDhub-baseline,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-IBF-TimeSeries,error-IowaStateLW-STEM,error-JCB-PRM,error-JHUAPL-Bucky,error-OneQuietNight-ML,error-UCF-AEM,error-UCLA-SuEIR,error-USACE-ERDC_SEIR,error-USC-SI_kJalpha,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-IBF-TimeSeries,beat_baseline-IowaStateLW-STEM,beat_baseline-JCB-PRM,beat_baseline-JHUAPL-Bucky,beat_baseline-OneQuietNight-ML,beat_baseline-UCF-AEM,beat_baseline-UCLA-SuEIR,beat_baseline-USACE-ERDC_SEIR,beat_baseline-USC-SI_kJalpha
Iowa,95545,205184.0,,155181.2,,233677.0,446180.6,136391.7,263960.0,,175851.0,28740.5,83161.0,109639.0,,59636.2,,138132.0,350635.6,40846.7,168415.0,,80306.0,-66804.5,-12384.0,,True,,False,False,True,False,,True,True,True
Kansas,121586,156344.0,,141078.6,,137194.0,246462.4,289855.0,246015.0,,139318.3,31424.3,84097.0,34758.0,,19492.6,,15608.0,124876.4,168269.0,124429.0,,17732.3,-90161.7,-37489.0,,True,,True,False,False,False,,True,False,False
Kentucky,168416,158168.0,,152128.9,,182625.0,302422.9,277256.8,241830.0,,150550.7,71034.4,106309.0,-10248.0,,-16287.1,,14209.0,134006.9,108840.8,73414.0,,-17865.3,-97381.6,-62107.0,,False,,False,False,False,False,,False,False,False
Louisiana,148144,117824.0,,145198.9,,158231.0,119829.7,1360527.8,213089.0,,78252.5,83593.5,120159.0,-30320.0,,-2945.1,,10087.0,-28314.3,1212383.8,64945.0,,-69891.5,-64550.5,-27985.0,,True,,True,True,False,False,,False,False,True
Maine,23096,10656.0,,12054.6,,14991.0,17776.3,32511.4,37898.0,,15140.3,13675.2,5019.0,-12440.0,,-11041.4,,-8105.0,-5319.7,9415.4,14802.0,,-7955.7,-9420.8,-18077.0,,True,,True,True,True,False,,True,True,False
Maryland,144060,127048.0,,122568.6,,103482.0,183147.4,374779.5,160221.0,,111249.8,97404.4,104659.0,-17012.0,,-21491.4,,-40578.0,39087.4,230719.5,16161.0,,-32810.2,-46655.6,-39401.0,,False,,False,False,False,True,,False,False,False
Massachusetts,261571,144104.0,,147343.4,,160049.0,259049.8,340521.7,218506.0,,276315.1,97638.9,71071.0,-117467.0,,-114227.6,,-101522.0,-2521.2,78950.7,-43065.0,,14744.1,-163932.1,-190500.0,,True,,True,True,True,True,,True,False,False
Michigan,252764,425832.0,,419488.2,,524645.0,707557.5,785809.4,588653.0,,286700.8,125502.6,294568.0,173068.0,,166724.2,,271881.0,454793.5,533045.4,335889.0,,33936.8,-127261.4,41804.0,,True,,False,False,False,False,,True,True,True
Minnesota,182095,375392.0,,315236.0,,542245.0,635778.1,797086.6,568629.0,,332267.6,123296.4,204911.0,193297.0,,133141.0,,360150.0,453683.1,614991.6,386534.0,,150172.6,-58798.6,22816.0,,True,,False,False,False,False,,True,True,True
Mississippi,108468,72488.0,,48728.4,,93530.0,123011.0,138007.0,129121.0,,78360.0,40332.2,45618.0,-35980.0,,-59739.6,,-14938.0,14543.0,29539.0,20653.0,,-30108.0,-68135.8,-62850.0,,False,,True,True,True,True,,True,False,False
Missouri,176124,232472.0,,269207.0,,221393.0,515507.8,369019.6,326460.0,,323591.9,94685.0,149637.0,56348.0,,93083.0,,45269.0,339383.8,192895.6,150336.0,,147467.9,-81439.0,-26487.0,,False,,True,False,False,False,,False,False,True
Montana,34514,69248.0,,60359.8,,79382.0,135323.2,120850.6,107420.0,,37767.2,17904.4,47749.0,34734.0,,25845.8,,44868.0,100809.2,86336.6,72906.0,,3253.2,-16609.6,13235.0,,True,,False,False,False,False,,True,True,True
Nebraska,67881,129560.0,,110626.3,,149783.0,242696.0,178393.4,192491.0,,138171.5,24129.2,65197.0,61679.0,,42745.3,,81902.0,174815.0,110512.4,124610.0,,70290.5,-43751.8,-2684.0,,True,,False,False,False,False,,False,True,True
Nevada,128357,101816.0,,106487.6,,96201.0,166172.8,175051.0,128454.0,,52382.2,53724.9,76084.0,-26541.0,,-21869.4,,-32156.0,37815.8,46694.0,97.0,,-75974.8,-74632.1,-52273.0,,True,,False,False,False,True,,False,False,False
New Hampshire,38630,23952.0,,32900.4,,35121.0,29685.4,190155.2,50442.0,,34337.9,27282.2,20183.0,-14678.0,,-5729.6,,-3509.0,-8944.6,151525.2,11812.0,,-4292.1,-11347.8,-18447.0,,True,,True,True,False,True,,True,True,False
New Jersey,295125,218424.0,,383086.2,,180688.0,336775.6,851821.5,287492.0,,468636.4,107666.5,104658.0,-76701.0,,87961.2,,-114437.0,41650.6,556696.5,-7633.0,,173511.4,-187458.5,-190467.0,,False,,False,True,False,True,,False,False,False
New Mexico,83453,130152.0,,135870.9,,151702.0,162986.3,209745.6,182330.0,,132187.0,56678.9,76226.0,46699.0,,52417.9,,68249.0,79533.3,126292.6,98877.0,,48734.0,-26774.1,-7227.0,,False,,False,False,False,False,,False,True,True
New York,631187,274176.0,,477140.7,,229165.0,475179.4,1924706.9,435511.0,,456292.7,245075.1,108107.0,-357011.0,,-154046.3,,-402022.0,-156007.6,1293519.9,-195676.0,,-174894.3,-386111.9,-523080.0,,True,,False,True,False,True,,True,False,False
North Carolina,335565,185144.0,,180051.2,,208703.0,252770.3,210866.9,320744.0,,134728.3,176354.5,119856.0,-150421.0,,-155513.8,,-126862.0,-82794.7,-124698.1,-14821.0,,-200836.7,-159210.5,-215709.0,,False,,True,True,True,True,,False,False,False
North Dakota,24174,69344.0,,55495.5,,92922.0,120837.3,32290.4,103118.0,,39429.1,15841.9,37709.0,45170.0,,31321.5,,68748.0,96663.3,8116.4,78944.0,,15255.1,-8332.1,13535.0,,True,,False,False,True,False,,True,True,True
Ohio,478221,424344.0,,416851.2,,534792.0,717333.2,1207927.6,680510.0,,707776.6,199999.7,222731.0,-53877.0,,-61369.8,,56571.0,239112.2,729706.6,202289.0,,229555.6,-278221.3,-255490.0,,False,,False,False,False,False,,False,False,False
Oklahoma,180741,165752.0,,156466.4,,188743.0,275793.8,341635.0,258431.0,,160560.1,93047.2,99931.0,-14989.0,,-24274.6,,8002.0,95052.8,160894.0,77690.0,,-20180.9,-87693.8,-80810.0,,False,,True,False,False,False,,False,False,False
Oregon,68744,61200.0,,63074.7,,61785.0,120348.7,107733.5,106393.0,,81292.0,90806.8,35253.0,-7544.0,,-5669.3,,-6959.0,51604.7,38989.5,37649.0,,12548.0,22062.8,-33491.0,,True,,True,False,False,False,,False,False,False
Pennsylvania,458501,342128.0,,377285.5,,403407.0,505693.3,1839786.6,549105.0,,296876.5,236513.3,289756.0,-116373.0,,-81215.5,,-55094.0,47192.3,1381285.6,90604.0,,-161624.5,-221987.7,-168745.0,,True,,True,True,False,True,,False,False,False
Rhode Island,56442,51776.0,,55529.1,,45617.0,90281.9,105540.4,68763.0,,62602.0,11637.3,29349.0,-4666.0,,-912.9,,-10825.0,33839.9,49098.4,12321.0,,6160.0,-44804.7,-27093.0,,True,,False,False,False,False,,False,False,False
South Carolina,177404,88032.0,,79028.0,,101281.0,152549.6,129367.5,157123.0,,62883.6,57832.1,62294.0,-89372.0,,-98376.0,,-76123.0,-24854.4,-48036.5,-20281.0,,-114520.4,-119571.9,-115110.0,,False,,True,True,True,True,,False,False,False
South Dakota,33064,64256.0,,51649.9,,83605.0,114001.3,46665.8,89370.0,,25740.3,10713.6,39262.0,31192.0,,18585.9,,50541.0,80937.3,13601.8,56306.0,,-7323.7,-22350.4,6198.0,,True,,False,False,True,False,,True,True,True
Tennessee,344960,246136.0,,263633.6,,241525.0,380257.5,545112.3,377073.0,,256031.8,94086.0,124350.0,-98824.0,,-81326.4,,-103435.0,35297.5,200152.3,32113.0,,-88928.2,-250874.0,-220610.0,,True,,False,True,False,True,,True,False,False
Texas,919689,612584.0,,551913.1,,703028.0,992441.5,1456062.3,848559.0,,527469.2,284454.3,333659.0,-307105.0,,-367775.9,,-216661.0,72752.5,536373.3,-71130.0,,-392219.8,-635234.7,-586030.0,,False,,True,True,False,True,,False,False,False
Utah,148273,182704.0,,157884.5,,269437.0,336737.6,194873.9,276176.0,,260052.7,56027.9,98285.0,34431.0,,9611.5,,121164.0,188464.6,46600.9,127903.0,,111779.7,-92245.1,-49988.0,,True,,False,False,False,False,,False,False,False
Vermont,6369,5624.0,,0.0,,7824.0,4642.4,63337.5,17587.0,,4160.1,13339.8,5403.0,-745.0,,-6369.0,,1455.0,-1726.6,56968.5,11218.0,,-2208.9,6970.8,-966.0,,False,,False,False,False,False,,False,False,False
Virginia,213712,119040.0,,108582.2,,107492.0,162972.4,252403.3,167738.0,,147861.5,134199.2,75028.0,-94672.0,,-105129.8,,-106220.0,-50739.6,38691.3,-45974.0,,-65850.5,-79512.8,-138684.0,,False,,False,True,True,True,,True,True,False
Washington,138041,108232.0,,319171.4,,100841.0,184951.9,755883.5,180816.0,,110554.6,29733.0,63950.0,-29809.0,,181130.4,,-37200.0,46910.9,617842.5,42775.0,,-27486.4,-108308.0,-74091.0,,False,,False,False,False,False,,True,False,False
West Virginia,68526,54448.0,,45546.9,,60950.0,82239.0,182019.9,103310.0,,57028.7,35842.2,48093.0,-14078.0,,-22979.1,,-7576.0,13713.0,113493.9,34784.0,,-11497.3,-32683.8,-20433.0,,False,,True,True,False,False,,True,False,False
Wisconsin,194056,388920.0,,358296.7,,445872.0,744431.3,351516.5,576592.0,,318801.0,84550.7,173064.0,194864.0,,164240.7,,251816.0,550375.3,157460.5,382536.0,,124745.0,-109505.3,-20992.0,,True,,False,False,True,False,,True,True,True
Wyoming,21658,44232.0,,36863.9,,50487.0,81005.1,87099.5,68868.0,,45122.8,9061.7,30752.0,22574.0,,15205.9,,28829.0,59347.1,65441.5,47210.0,,23464.8,-12596.3,9094.0,,True,,False,False,False,False,,False,True,True
US,11582532,9476160.0,27702302.0,11653097.9,9590125.0,10202051.0,15659930.3,23103152.5,15764191.0,10880123.0,15328951.9,4681312.4,5718644.0,-2106372.0,16119770.0,70565.9,-1992407.0,-1380481.0,4077398.3,11520620.5,4181659.0,-702409.0,3746419.9,-6901219.6,-5863888.0,False,True,True,True,False,False,False,True,False,False,False
