,actual_cases,COVIDhub-baseline,BPagano-RtDriven,CEID-Walk,CMU-TimeSeries,COVIDhub-ensemble,CU-select,Columbia_UNC-SurvCon,Covid19Sim-Simulator,CovidAnalytics-DELPHI,DDS-NBDS,FAIR-NRAR,Google_Harvard-CPF,IBF-TimeSeries,IEM_MED-CovidProject,IowaStateLW-STEM,JHUAPL-Bucky,JHU_IDD-CovidSP,JHU_UNC_GAS-StatMechPool,Karlen-pypm,LANL-GrowthRate,LNQ-ens1,MITCovAlliance-SIR,Microsoft-DeepSTIA,OliverWyman-Navigator,OneQuietNight-ML,PandemicCentral-USCounty,QJHong-Encounter,RobertWalraven-ESG,TTU-squider,UCF-AEM,UCLA-SuEIR,UChicagoCHATTOPADHYAY-UnIT,UMass-MechBayes,UMich-RidgeTfReg,USC-SI_kJalpha,UVA-Ensemble,UpstateSU-GRU,error-COVIDhub-baseline,error-BPagano-RtDriven,error-CEID-Walk,error-CMU-TimeSeries,error-COVIDhub-ensemble,error-CU-select,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-CovidAnalytics-DELPHI,error-DDS-NBDS,error-FAIR-NRAR,error-Google_Harvard-CPF,error-IBF-TimeSeries,error-IEM_MED-CovidProject,error-IowaStateLW-STEM,error-JHUAPL-Bucky,error-JHU_IDD-CovidSP,error-JHU_UNC_GAS-StatMechPool,error-Karlen-pypm,error-LANL-GrowthRate,error-LNQ-ens1,error-MITCovAlliance-SIR,error-Microsoft-DeepSTIA,error-OliverWyman-Navigator,error-OneQuietNight-ML,error-PandemicCentral-USCounty,error-QJHong-Encounter,error-RobertWalraven-ESG,error-TTU-squider,error-UCF-AEM,error-UCLA-SuEIR,error-UChicagoCHATTOPADHYAY-UnIT,error-UMass-MechBayes,error-UMich-RidgeTfReg,error-USC-SI_kJalpha,error-UVA-Ensemble,error-UpstateSU-GRU,beat_baseline-BPagano-RtDriven,beat_baseline-CEID-Walk,beat_baseline-CMU-TimeSeries,beat_baseline-COVIDhub-ensemble,beat_baseline-CU-select,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-DDS-NBDS,beat_baseline-FAIR-NRAR,beat_baseline-Google_Harvard-CPF,beat_baseline-IBF-TimeSeries,beat_baseline-IEM_MED-CovidProject,beat_baseline-IowaStateLW-STEM,beat_baseline-JHUAPL-Bucky,beat_baseline-JHU_IDD-CovidSP,beat_baseline-JHU_UNC_GAS-StatMechPool,beat_baseline-Karlen-pypm,beat_baseline-LANL-GrowthRate,beat_baseline-LNQ-ens1,beat_baseline-MITCovAlliance-SIR,beat_baseline-Microsoft-DeepSTIA,beat_baseline-OliverWyman-Navigator,beat_baseline-OneQuietNight-ML,beat_baseline-PandemicCentral-USCounty,beat_baseline-QJHong-Encounter,beat_baseline-RobertWalraven-ESG,beat_baseline-TTU-squider,beat_baseline-UCF-AEM,beat_baseline-UCLA-SuEIR,beat_baseline-UChicagoCHATTOPADHYAY-UnIT,beat_baseline-UMass-MechBayes,beat_baseline-UMich-RidgeTfReg,beat_baseline-USC-SI_kJalpha,beat_baseline-UVA-Ensemble,beat_baseline-UpstateSU-GRU
20173,5838,7266.0,,7374.7,3842.1,6060.0,14418.0,,,,,3469.5,1884.7,,6811.3,3804.0,11852.1,3043.1,5543.5,,4898.0,6060.1,2169.1,,6576.0,5851.0,3839.4,,,,,7556.3,5663.1,,,,7596.4,3110.0,1428.0,,1536.7,-1995.9,222.0,8580.0,,,,,-2368.5,-3953.3,,973.3,-2034.0,6014.1,-2794.9,-294.5,,-940.0,222.1,-3668.9,,738.0,13.0,-1998.6,,,,,1718.3,-174.9,,,,1758.4,-2728.0,,False,False,True,False,,,,,False,False,,True,False,False,False,True,,True,True,False,,True,True,False,,,,,False,True,,,,False,False
20175,87,84.0,,73.2,,83.0,57.0,,,,,188.6,125.1,,,254.0,68.8,140.3,,,199.0,70.7,0.0,,90.0,90.0,156.5,,,,,82.7,167.1,,,,80.4,101.0,-3.0,,-13.8,,-4.0,-30.0,,,,,101.6,38.1,,,167.0,-18.2,53.3,,,112.0,-16.3,-87.0,,3.0,3.0,69.5,,,,,-4.3,80.1,,,,-6.6,14.0,,False,,False,False,,,,,False,False,,,False,False,False,,,False,False,False,,False,False,False,,,,,False,False,,,,False,False
20177,1984,2102.0,,2138.4,,1655.0,4646.0,,,,,1034.6,549.8,,,1699.0,2946.7,1053.6,1384.5,,1599.0,1601.2,371.9,,1775.0,1678.0,1334.2,,,,,2008.2,1717.4,888.0,,,1628.0,1037.0,118.0,,154.4,,-329.0,2662.0,,,,,-949.4,-1434.2,,,-285.0,962.7,-930.4,-599.5,,-385.0,-382.8,-1612.1,,-209.0,-306.0,-649.8,,,,,24.2,-266.6,-1096.0,,,-356.0,-947.0,,False,,False,False,,,,,False,False,,,False,False,False,False,,False,False,False,,False,False,False,,,,,True,False,False,,,False,False
20179,18,36.0,,36.7,,26.0,0.0,,,,,19.8,15.7,,,15.0,39.2,16.2,,,26.0,18.6,0.0,,23.0,30.0,48.0,,,,,,83.5,,,,37.7,13.0,18.0,,18.7,,8.0,-18.0,,,,,1.8,-2.3,,,-3.0,21.2,-1.8,,,8.0,0.6,-18.0,,5.0,12.0,30.0,,,,,,65.5,,,,19.7,-5.0,,False,,True,False,,,,,True,True,,,True,False,True,,,True,True,True,,True,True,False,,,,,,False,,,,False,True
20181,16,16.0,,17.9,,17.0,6.0,,,,,23.4,35.8,,,50.0,8.7,17.8,,,35.0,11.8,0.0,,15.0,31.0,64.4,,,,,,67.1,,,,14.1,19.0,0.0,,1.9,,1.0,-10.0,,,,,7.4,19.8,,,34.0,-7.3,1.8,,,19.0,-4.2,-16.0,,-1.0,15.0,48.4,,,,,,51.1,,,,-1.9,3.0,,False,,False,False,,,,,False,False,,,False,False,False,,,False,False,False,,False,False,False,,,,,,False,,,,False,False
20183,22,36.0,,36.3,,23.0,4.0,,,,,12.2,8.1,,,27.0,62.5,12.6,,,26.0,18.2,0.0,,21.0,31.0,22.0,,,,,,60.2,,,,23.2,13.0,14.0,,14.3,,1.0,-18.0,,,,,-9.8,-13.9,,,5.0,40.5,-9.4,,,4.0,-3.8,-22.0,,-1.0,9.0,-0.0,,,,,,38.2,,,,1.2,-9.0,,False,,True,False,,,,,True,True,,,True,False,True,,,True,True,False,,True,True,True,,,,,,False,,,,True,True
20185,29,30.0,,28.9,,24.0,5.0,,,,,19.0,17.3,,,25.0,35.2,14.9,,,26.0,13.0,0.0,,20.0,30.0,37.3,,,,,,62.9,,,,23.5,14.0,1.0,,-0.1,,-5.0,-24.0,,,,,-10.0,-11.7,,,-4.0,6.2,-14.1,,,-3.0,-16.0,-29.0,,-9.0,1.0,8.3,,,,,,33.9,,,,-5.5,-15.0,,True,,False,False,,,,,False,False,,,False,False,False,,,False,False,False,,False,False,False,,,,,,False,,,,False,False
20187,5,4.0,,3.1,,4.0,0.0,,,,,9.3,4.5,,,14.0,2.5,4.6,,,5.0,2.2,0.0,,,9.0,16.9,,,,,,37.8,,,,4.7,,-1.0,,-1.9,,-1.0,-5.0,,,,,4.3,-0.5,,,9.0,-2.5,-0.4,,,0.0,-2.8,-5.0,,,4.0,11.9,,,,,,32.8,,,,-0.3,,,False,,False,False,,,,,False,True,,,False,False,True,,,True,False,False,,,False,False,,,,,,False,,,,True,
20189,24,42.0,,40.1,,33.0,7.0,,,,,31.8,40.8,,,72.0,54.0,22.4,,,32.0,23.8,0.0,,42.0,42.0,33.0,,,,,,95.3,,,,43.4,23.0,18.0,,16.1,,9.0,-17.0,,,,,7.8,16.8,,,48.0,30.0,-1.6,,,8.0,-0.2,-24.0,,18.0,18.0,9.0,,,,,,71.3,,,,19.4,-1.0,,True,,True,True,,,,,True,True,,,False,False,True,,,True,True,False,,False,False,True,,,,,,False,,,,False,True
20191,272,268.0,,261.2,,205.0,191.0,,,,,119.1,59.3,,,206.0,262.5,134.6,,,226.0,162.8,22.0,,244.0,225.0,203.6,,,,,,205.2,,,,214.6,179.0,-4.0,,-10.8,,-67.0,-81.0,,,,,-152.9,-212.7,,,-66.0,-9.5,-137.4,,,-46.0,-109.2,-250.0,,-28.0,-47.0,-68.4,,,,,,-66.8,,,,-57.4,-93.0,,False,,False,False,,,,,False,False,,,False,False,False,,,False,False,False,,False,False,False,,,,,,False,,,,False,False
20193,61,88.0,,87.3,,54.0,26.0,,,,,58.4,63.5,,,55.0,136.7,46.4,,,39.0,42.6,0.0,,59.0,68.0,98.8,,,,,,104.1,,,,20.1,,27.0,,26.3,,-7.0,-35.0,,,,,-2.6,2.5,,,-6.0,75.7,-14.6,,,-22.0,-18.4,-61.0,,-2.0,7.0,37.8,,,,,,43.1,,,,-40.9,,,True,,True,False,,,,,True,True,,,True,False,True,,,True,True,False,,True,True,False,,,,,,False,,,,False,
20195,55,16.0,,15.5,,16.0,,,,,,17.1,15.8,,,18.0,7.8,10.5,,,28.5,12.7,0.0,,16.0,22.0,24.4,,,,,,41.5,,,,23.0,7.0,-39.0,,-39.5,,-39.0,,,,,,-37.9,-39.2,,,-37.0,-47.2,-44.5,,,-26.5,-42.3,-55.0,,-39.0,-33.0,-30.6,,,,,,-13.5,,,,-32.0,-48.0,,False,,False,,,,,,True,False,,,True,False,False,,,True,False,False,,False,True,True,,,,,,True,,,,True,False
20197,93,130.0,,137.2,,61.0,53.0,,,,,37.6,13.1,,,56.0,513.8,41.3,,,46.0,65.6,0.0,,135.0,86.0,69.7,,,,,,131.3,,,,123.5,89.0,37.0,,44.2,,-32.0,-40.0,,,,,-55.4,-79.9,,,-37.0,420.8,-51.7,,,-47.0,-27.4,-93.0,,42.0,-7.0,-23.3,,,,,,38.3,,,,30.5,-4.0,,False,,True,False,,,,,False,False,,,False,False,False,,,False,True,False,,False,True,True,,,,,,False,,,,True,True
20199,5,4.0,,4.3,,4.0,0.0,,,,,6.0,4.1,,,15.0,1.4,3.7,,,7.0,2.4,0.0,,2.0,7.0,13.1,,,,,,33.7,,,,4.7,,-1.0,,-0.7,,-1.0,-5.0,,,,,1.0,-0.9,,,10.0,-3.6,-1.3,,,2.0,-2.6,-5.0,,-3.0,2.0,8.1,,,,,,28.7,,,,-0.3,,,True,,False,False,,,,,False,True,,,False,False,False,,,False,False,False,,False,False,False,,,,,,False,,,,True,
20201,29,90.0,,94.4,,38.0,10.0,,,,,24.2,14.1,,,54.0,332.7,30.5,,,38.0,36.0,0.0,,92.0,65.0,34.5,,,,,,95.0,,,,68.4,94.0,61.0,,65.4,,9.0,-19.0,,,,,-4.8,-14.9,,,25.0,303.7,1.5,,,9.0,7.0,-29.0,,63.0,36.0,5.5,,,,,,66.0,,,,39.4,65.0,,False,,True,True,,,,,True,True,,,True,False,True,,,True,True,True,,False,True,True,,,,,,False,,,,True,False
20203,27,6.0,,3.8,,4.0,0.0,,,,,7.0,6.0,,,17.0,2.9,3.2,,,13.0,3.1,0.0,,,10.0,15.2,,,,,,36.8,,,,0.6,,-21.0,,-23.2,,-23.0,-27.0,,,,,-20.0,-21.0,,,-10.0,-24.1,-23.8,,,-14.0,-23.9,-27.0,,,-17.0,-11.8,,,,,,9.8,,,,-26.4,,,False,,False,False,,,,,True,True,,,True,False,False,,,True,False,False,,,True,True,,,,,,True,,,,False,
20205,101,176.0,,181.6,,122.0,123.0,,,,,69.4,35.3,,,99.0,158.8,79.1,,,145.0,106.2,17.6,,162.0,128.0,82.2,,,,,,172.5,,,,177.9,108.0,75.0,,80.6,,21.0,22.0,,,,,-31.6,-65.7,,,-2.0,57.8,-21.9,,,44.0,5.2,-83.4,,61.0,27.0,-18.8,,,,,,71.5,,,,76.9,7.0,,False,,True,True,,,,,True,True,,,True,True,True,,,True,True,False,,True,True,True,,,,,,True,,,,False,True
20207,47,40.0,,40.8,,20.0,0.0,,,,,9.4,5.5,,,23.0,217.7,14.1,,,19.0,19.9,3.1,,19.0,32.0,18.7,,,,,,49.6,,,,39.8,13.0,-7.0,,-6.2,,-27.0,-47.0,,,,,-37.6,-41.5,,,-24.0,170.7,-32.9,,,-28.0,-27.1,-43.9,,-28.0,-15.0,-28.3,,,,,,2.6,,,,-7.2,-34.0,,True,,False,False,,,,,False,False,,,False,False,False,,,False,False,False,,False,False,False,,,,,,True,,,,False,False
20209,1325,2070.0,,2093.8,,1741.0,3675.0,,,,,1457.4,668.6,,2027.1,1431.0,2137.3,1216.5,1687.5,,1598.0,1693.0,226.5,,2095.0,1698.0,1638.3,,,,,1725.2,1703.1,,,,2477.7,1364.0,745.0,,768.8,,416.0,2350.0,,,,,132.4,-656.4,,702.1,106.0,812.3,-108.5,362.5,,273.0,368.0,-1098.5,,770.0,373.0,313.3,,,,,400.2,378.1,,,,1152.7,39.0,,False,,True,False,,,,,True,True,,True,True,False,True,True,,True,True,False,,False,True,True,,,,,True,True,,,,False,True
21001,127,72.0,,117.8,,58.0,22.0,,,,,103.3,138.9,,,185.0,32.1,78.0,,,40.0,54.2,0.0,,56.0,101.0,65.6,,,,,,106.0,,,,105.2,113.0,-55.0,,-9.2,,-69.0,-105.0,,,,,-23.7,11.9,,,58.0,-94.9,-49.0,,,-87.0,-72.8,-127.0,,-71.0,-26.0,-61.4,,,,,,-21.0,,,,-21.8,-14.0,,True,,False,False,,,,,True,True,,,False,False,True,,,False,False,False,,False,True,False,,,,,,True,,,,True,True
21003,217,200.0,,190.4,,182.0,211.0,,,,,141.5,283.9,,,223.0,254.8,130.5,,,229.0,157.2,19.6,,227.0,180.0,122.9,,,,,,228.1,,,,170.0,150.0,-17.0,,-26.6,,-35.0,-6.0,,,,,-75.5,66.9,,,6.0,37.8,-86.5,,,12.0,-59.8,-197.4,,10.0,-37.0,-94.1,,,,,,11.1,,,,-47.0,-67.0,,False,,False,True,,,,,False,False,,,True,False,False,,,True,False,False,,True,False,False,,,,,,True,,,,False,False
21005,246,160.0,,174.7,,138.0,123.0,,,,,124.6,263.9,,,168.0,222.1,119.7,,,73.0,158.7,24.3,,234.0,135.0,102.0,,,,,,245.4,,,,210.5,157.0,-86.0,,-71.3,,-108.0,-123.0,,,,,-121.4,17.9,,,-78.0,-23.9,-126.3,,,-173.0,-87.3,-221.7,,-12.0,-111.0,-144.0,,,,,,-0.6,,,,-35.5,-89.0,,True,,False,False,,,,,False,True,,,True,True,False,,,False,False,False,,True,False,False,,,,,,True,,,,True,False
21007,37,34.0,,35.8,,21.0,10.0,,,,,20.6,69.4,,,59.0,35.7,22.8,,,5.0,21.5,0.0,,35.0,36.0,16.4,,,,,,63.4,,,,25.0,21.0,-3.0,,-1.2,,-16.0,-27.0,,,,,-16.4,32.4,,,22.0,-1.3,-14.2,,,-32.0,-15.5,-37.0,,-2.0,-1.0,-20.6,,,,,,26.4,,,,-12.0,-16.0,,True,,False,False,,,,,False,False,,,False,True,False,,,False,False,False,,True,True,False,,,,,,False,,,,False,False
21009,428,184.0,,182.5,,175.0,191.0,,,,,208.7,393.8,,,412.0,175.1,181.1,161.5,,83.0,174.3,0.0,,180.0,245.0,171.8,,,,,160.4,231.2,,,,155.4,179.0,-244.0,,-245.5,,-253.0,-237.0,,,,,-219.3,-34.2,,,-16.0,-252.9,-246.9,-266.5,,-345.0,-253.7,-428.0,,-248.0,-183.0,-256.2,,,,,-267.6,-196.8,,,,-272.6,-249.0,,False,,False,True,,,,,True,True,,,True,False,False,False,,False,False,False,,False,True,False,,,,,False,True,,,,False,False
21011,113,50.0,,43.2,,44.0,30.0,,,,,54.3,87.6,,,100.0,23.9,51.6,,,0.0,43.7,0.0,,73.0,69.0,55.3,,,,,,85.0,,,,65.9,52.0,-63.0,,-69.8,,-69.0,-83.0,,,,,-58.7,-25.4,,,-13.0,-89.1,-61.4,,,-113.0,-69.3,-113.0,,-40.0,-44.0,-57.7,,,,,,-28.0,,,,-47.1,-61.0,,False,,False,False,,,,,True,True,,,True,False,True,,,False,False,False,,True,True,True,,,,,,True,,,,True,True
21013,323,336.0,,349.9,,259.0,493.0,,,,,195.8,700.5,,,262.0,362.8,180.7,,,72.0,209.0,0.1,,318.0,290.0,91.2,,,,,,279.4,,,,273.4,182.0,13.0,,26.9,,-64.0,170.0,,,,,-127.2,377.5,,,-61.0,39.8,-142.3,,,-251.0,-114.0,-322.9,,-5.0,-33.0,-231.8,,,,,,-43.6,,,,-49.6,-141.0,,False,,False,False,,,,,False,False,,,False,False,False,,,False,False,False,,True,False,False,,,,,,False,,,,False,False
21015,1723,1076.0,,1128.8,,944.0,1839.0,,,,,692.3,1937.9,,,1157.0,975.7,808.6,834.0,,1051.0,916.0,0.0,,1036.0,917.0,715.0,,,,,1176.2,1292.4,2164.0,,,843.1,650.0,-647.0,,-594.2,,-779.0,116.0,,,,,-1030.7,214.9,,,-566.0,-747.3,-914.4,-889.0,,-672.0,-807.0,-1723.0,,-687.0,-806.0,-1008.0,,,,,-546.8,-430.6,441.0,,,-879.9,-1073.0,,True,,False,True,,,,,False,True,,,True,False,False,False,,False,False,False,,False,False,False,,,,,True,True,True,,,False,False
21017,234,266.0,,275.8,,200.0,430.0,,,,,134.0,412.5,,,200.0,401.6,110.9,,,192.0,172.5,19.7,,298.0,201.0,79.9,,,,,,298.4,,,,331.0,187.0,32.0,,41.8,,-34.0,196.0,,,,,-100.0,178.5,,,-34.0,167.6,-123.1,,,-42.0,-61.5,-214.3,,64.0,-33.0,-154.1,,,,,,64.4,,,,97.0,-47.0,,False,,False,False,,,,,False,False,,,False,False,False,,,False,False,False,,False,False,False,,,,,,False,,,,False,False
21019,732,520.0,,504.6,,380.0,1534.0,,,,,299.1,899.2,,,374.0,942.0,289.5,327.5,,188.0,396.8,0.0,,541.0,426.0,201.0,,,,,654.2,757.7,,,,621.3,306.0,-212.0,,-227.4,,-352.0,802.0,,,,,-432.9,167.2,,,-358.0,210.0,-442.5,-404.5,,-544.0,-335.2,-732.0,,-191.0,-306.0,-531.0,,,,,-77.8,25.7,,,,-110.7,-426.0,,False,,False,False,,,,,False,True,,,False,True,False,False,,False,False,False,,True,False,False,,,,,True,True,,,,True,False
21021,536,778.0,,750.3,,574.0,1298.0,,,,,326.8,1003.7,,,257.0,2031.5,343.4,398.0,,582.0,629.9,121.7,,989.0,569.0,312.8,,,,,,613.0,,,,795.0,451.0,242.0,,214.3,,38.0,762.0,,,,,-209.2,467.7,,,-279.0,1495.5,-192.6,-138.0,,46.0,93.9,-414.3,,453.0,33.0,-223.2,,,,,,77.0,,,,259.0,-85.0,,True,,True,False,,,,,True,False,,,False,False,True,True,,True,True,False,,False,True,True,,,,,,True,,,,False,True
21023,93,30.0,,22.8,,23.0,16.0,,,,,28.2,98.0,,,56.0,16.8,27.6,,,5.0,26.0,0.0,,48.0,37.0,18.4,,,,,,79.0,,,,36.5,19.0,-63.0,,-70.2,,-70.0,-77.0,,,,,-64.8,5.0,,,-37.0,-76.2,-65.4,,,-88.0,-67.0,-93.0,,-45.0,-56.0,-74.6,,,,,,-14.0,,,,-56.5,-74.0,,False,,False,False,,,,,False,True,,,True,False,False,,,False,False,False,,True,True,False,,,,,,True,,,,True,False
21025,110,192.0,,189.3,,108.0,261.0,,,,,70.5,393.2,,,102.0,222.5,98.3,,,76.0,107.4,0.6,,201.0,137.0,52.3,,,,,,212.9,,,,198.1,99.0,82.0,,79.3,,-2.0,151.0,,,,,-39.5,283.2,,,-8.0,112.5,-11.7,,,-34.0,-2.6,-109.4,,91.0,27.0,-57.7,,,,,,102.9,,,,88.1,-11.0,,True,,True,False,,,,,True,False,,,True,False,True,,,True,True,False,,False,True,True,,,,,,False,,,,False,True
21027,192,106.0,,110.9,,95.0,99.0,,,,,66.7,157.2,,,120.0,122.1,83.5,,,55.0,95.1,0.0,,131.0,110.0,70.7,,,,,,131.1,,,,87.6,81.0,-86.0,,-81.1,,-97.0,-93.0,,,,,-125.3,-34.8,,,-72.0,-69.9,-108.5,,,-137.0,-96.9,-192.0,,-61.0,-82.0,-121.3,,,,,,-60.9,,,,-104.4,-111.0,,True,,False,False,,,,,False,True,,,True,True,False,,,False,False,False,,True,True,False,,,,,,True,,,,False,False
21029,707,566.0,,606.4,,500.0,977.0,,,,,379.9,909.7,,,592.0,771.7,269.6,375.0,,744.0,416.3,41.2,,501.0,569.0,418.3,,,,,508.0,700.9,,,,661.8,325.0,-141.0,,-100.6,,-207.0,270.0,,,,,-327.1,202.7,,,-115.0,64.7,-437.4,-332.0,,37.0,-290.7,-665.8,,-206.0,-138.0,-288.7,,,,,-199.0,-6.1,,,,-45.2,-382.0,,True,,False,False,,,,,False,False,,,True,True,False,False,,True,False,False,,False,True,False,,,,,False,True,,,,True,False
21031,175,134.0,,125.0,,99.0,99.0,,,,,75.4,225.5,,,106.0,158.0,76.8,,,99.0,88.2,10.9,,145.0,107.0,53.0,,,,,,160.1,,,,236.1,60.0,-41.0,,-50.0,,-76.0,-76.0,,,,,-99.6,50.5,,,-69.0,-17.0,-98.2,,,-76.0,-86.8,-164.1,,-30.0,-68.0,-122.0,,,,,,-14.9,,,,61.1,-115.0,,False,,False,False,,,,,False,False,,,False,True,False,,,False,False,False,,True,False,False,,,,,,True,,,,False,False
21033,154,56.0,,70.5,,56.0,5.0,,,,,63.3,187.8,,,117.0,53.4,47.0,,,55.0,49.8,0.0,,58.0,75.0,57.3,,,,,,98.2,,,,77.5,61.0,-98.0,,-83.5,,-98.0,-149.0,,,,,-90.7,33.8,,,-37.0,-100.6,-107.0,,,-99.0,-104.2,-154.0,,-96.0,-79.0,-96.7,,,,,,-55.8,,,,-76.5,-93.0,,True,,False,False,,,,,True,True,,,True,False,False,,,False,False,False,,True,True,True,,,,,,True,,,,True,True
21035,416,286.0,,302.6,,282.0,420.0,,,,,216.9,473.5,,,347.0,406.3,182.4,181.0,,285.0,244.1,0.0,,277.0,275.0,333.1,,,,,283.7,271.3,,,,318.3,217.0,-130.0,,-113.4,,-134.0,4.0,,,,,-199.1,57.5,,,-69.0,-9.7,-233.6,-235.0,,-131.0,-171.9,-416.0,,-139.0,-141.0,-82.9,,,,,-132.3,-144.7,,,,-97.7,-199.0,,True,,False,True,,,,,False,True,,,True,True,False,False,,False,False,False,,False,False,True,,,,,False,False,,,,True,False
21037,1024,640.0,,642.5,,612.0,969.0,,,,,438.7,1172.3,,,853.0,567.0,480.4,541.0,,647.5,519.0,0.1,,629.0,624.0,441.4,,,,,690.3,699.6,,,,617.6,372.0,-384.0,,-381.5,,-412.0,-55.0,,,,,-585.3,148.3,,,-171.0,-457.0,-543.6,-483.0,,-376.5,-505.0,-1023.9,,-395.0,-400.0,-582.6,,,,,-333.7,-324.4,,,,-406.4,-652.0,,True,,False,True,,,,,False,True,,,True,False,False,False,,True,False,False,,False,False,False,,,,,True,True,,,,False,False
21039,46,58.0,,63.3,,49.0,43.0,,,,,39.2,91.0,,,49.0,140.8,38.0,,,43.0,48.8,0.9,,93.0,52.0,36.9,,,,,,89.9,,,,63.4,44.0,12.0,,17.3,,3.0,-3.0,,,,,-6.8,45.0,,,3.0,94.8,-8.0,,,-3.0,2.8,-45.1,,47.0,6.0,-9.1,,,,,,43.9,,,,17.4,-2.0,,False,,True,True,,,,,True,False,,,True,False,True,,,True,True,False,,False,True,True,,,,,,False,,,,False,True
21041,192,72.0,,63.2,,60.0,24.0,,,,,52.8,104.9,,,114.0,217.7,44.4,,,32.0,48.2,0.0,,64.0,61.0,74.8,,,,,,120.1,,,,62.1,58.0,-120.0,,-128.8,,-132.0,-168.0,,,,,-139.2,-87.1,,,-78.0,25.7,-147.6,,,-160.0,-143.8,-192.0,,-128.0,-131.0,-117.2,,,,,,-71.9,,,,-129.9,-134.0,,False,,False,False,,,,,False,True,,,True,True,False,,,False,False,False,,False,False,True,,,,,,True,,,,False,False
21043,205,256.0,,271.9,,176.0,136.0,,,,,178.4,550.9,,,199.0,148.0,178.1,,,76.0,184.5,0.0,,295.0,225.0,104.1,,,,,,197.3,,,,427.1,190.0,51.0,,66.9,,-29.0,-69.0,,,,,-26.6,345.9,,,-6.0,-57.0,-26.9,,,-129.0,-20.5,-205.0,,90.0,20.0,-100.9,,,,,,-7.7,,,,222.1,-15.0,,False,,True,False,,,,,True,False,,,True,False,True,,,False,True,False,,False,True,False,,,,,,True,,,,False,True
21045,104,56.0,,83.2,,52.0,19.0,,,,,78.4,55.9,,,116.0,25.4,77.1,,,8.0,41.5,0.0,,54.0,82.0,82.4,,,,,,63.9,,,,83.2,78.0,-48.0,,-20.8,,-52.0,-85.0,,,,,-25.6,-48.1,,,12.0,-78.6,-26.9,,,-96.0,-62.5,-104.0,,-50.0,-22.0,-21.6,,,,,,-40.1,,,,-20.8,-26.0,,True,,False,False,,,,,True,False,,,True,False,True,,,False,False,False,,False,True,True,,,,,,True,,,,True,True
21047,740,780.0,,787.6,,632.0,903.0,,,,,476.2,1432.5,,,613.0,809.9,426.6,472.0,,939.5,631.6,104.6,,844.0,655.0,521.1,,,,,733.3,633.1,,,,1047.7,542.0,40.0,,47.6,,-108.0,163.0,,,,,-263.8,692.5,,,-127.0,69.9,-313.4,-268.0,,199.5,-108.4,-635.4,,104.0,-85.0,-218.9,,,,,-6.7,-106.9,,,,307.7,-198.0,,False,,False,False,,,,,False,False,,,False,False,False,False,,False,False,False,,False,False,False,,,,,True,False,,,,False,False
21049,454,132.0,,134.7,,128.0,81.0,,,,,134.5,188.3,,,276.0,131.5,128.7,156.5,,56.0,113.3,0.0,,144.0,185.0,149.9,,,,,,287.1,,,,230.8,147.0,-322.0,,-319.3,,-326.0,-373.0,,,,,-319.5,-265.7,,,-178.0,-322.5,-325.3,-297.5,,-398.0,-340.7,-454.0,,-310.0,-269.0,-304.1,,,,,,-166.9,,,,-223.2,-307.0,,True,,False,False,,,,,True,True,,,True,False,False,True,,False,False,False,,True,True,True,,,,,,True,,,,True,True
21051,343,336.0,,368.7,,262.0,428.0,,,,,196.6,538.8,,,188.0,341.6,205.1,,,212.0,272.1,0.4,,427.0,263.0,201.5,,,,,,282.8,,,,489.8,162.0,-7.0,,25.7,,-81.0,85.0,,,,,-146.4,195.8,,,-155.0,-1.4,-137.9,,,-131.0,-70.9,-342.6,,84.0,-80.0,-141.5,,,,,,-60.2,,,,146.8,-181.0,,False,,False,False,,,,,False,False,,,False,True,False,,,False,False,False,,False,False,False,,,,,,False,,,,False,False
21053,247,174.0,,172.3,,133.0,80.0,,,,,116.0,156.1,,,142.0,137.5,108.2,,,158.0,133.3,0.0,,151.0,129.0,71.3,,,,,,192.4,,,,192.6,164.0,-73.0,,-74.7,,-114.0,-167.0,,,,,-131.0,-90.9,,,-105.0,-109.5,-138.8,,,-89.0,-113.7,-247.0,,-96.0,-118.0,-175.7,,,,,,-54.6,,,,-54.4,-83.0,,False,,False,False,,,,,False,False,,,False,False,False,,,False,False,False,,False,False,False,,,,,,True,,,,True,False
21055,101,62.0,,53.1,,47.0,19.0,,,,,32.1,204.8,,,67.0,68.9,33.6,,,23.0,46.2,6.8,,78.0,60.0,49.8,,,,,,96.1,,,,60.8,21.0,-39.0,,-47.9,,-54.0,-82.0,,,,,-68.9,103.8,,,-34.0,-32.1,-67.4,,,-78.0,-54.8,-94.2,,-23.0,-41.0,-51.2,,,,,,-4.9,,,,-40.2,-80.0,,False,,False,False,,,,,False,False,,,True,True,False,,,False,False,False,,True,False,False,,,,,,True,,,,False,False
