,actual_cases,COVIDhub-baseline,BPagano-RtDriven,CEID-Walk,CMU-TimeSeries,COVIDhub-ensemble,CU-select,Columbia_UNC-SurvCon,Covid19Sim-Simulator,CovidAnalytics-DELPHI,DDS-NBDS,FAIR-NRAR,Google_Harvard-CPF,IBF-TimeSeries,IEM_MED-CovidProject,IowaStateLW-STEM,JHUAPL-Bucky,JHU_IDD-CovidSP,JHU_UNC_GAS-StatMechPool,Karlen-pypm,LANL-GrowthRate,LNQ-ens1,MITCovAlliance-SIR,Microsoft-DeepSTIA,OliverWyman-Navigator,OneQuietNight-ML,PandemicCentral-USCounty,QJHong-Encounter,RobertWalraven-ESG,TTU-squider,UCF-AEM,UCLA-SuEIR,UChicagoCHATTOPADHYAY-UnIT,UMass-MechBayes,UMich-RidgeTfReg,USC-SI_kJalpha,UVA-Ensemble,UpstateSU-GRU,error-COVIDhub-baseline,error-BPagano-RtDriven,error-CEID-Walk,error-CMU-TimeSeries,error-COVIDhub-ensemble,error-CU-select,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-CovidAnalytics-DELPHI,error-DDS-NBDS,error-FAIR-NRAR,error-Google_Harvard-CPF,error-IBF-TimeSeries,error-IEM_MED-CovidProject,error-IowaStateLW-STEM,error-JHUAPL-Bucky,error-JHU_IDD-CovidSP,error-JHU_UNC_GAS-StatMechPool,error-Karlen-pypm,error-LANL-GrowthRate,error-LNQ-ens1,error-MITCovAlliance-SIR,error-Microsoft-DeepSTIA,error-OliverWyman-Navigator,error-OneQuietNight-ML,error-PandemicCentral-USCounty,error-QJHong-Encounter,error-RobertWalraven-ESG,error-TTU-squider,error-UCF-AEM,error-UCLA-SuEIR,error-UChicagoCHATTOPADHYAY-UnIT,error-UMass-MechBayes,error-UMich-RidgeTfReg,error-USC-SI_kJalpha,error-UVA-Ensemble,error-UpstateSU-GRU,beat_baseline-BPagano-RtDriven,beat_baseline-CEID-Walk,beat_baseline-CMU-TimeSeries,beat_baseline-COVIDhub-ensemble,beat_baseline-CU-select,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-DDS-NBDS,beat_baseline-FAIR-NRAR,beat_baseline-Google_Harvard-CPF,beat_baseline-IBF-TimeSeries,beat_baseline-IEM_MED-CovidProject,beat_baseline-IowaStateLW-STEM,beat_baseline-JHUAPL-Bucky,beat_baseline-JHU_IDD-CovidSP,beat_baseline-JHU_UNC_GAS-StatMechPool,beat_baseline-Karlen-pypm,beat_baseline-LANL-GrowthRate,beat_baseline-LNQ-ens1,beat_baseline-MITCovAlliance-SIR,beat_baseline-Microsoft-DeepSTIA,beat_baseline-OliverWyman-Navigator,beat_baseline-OneQuietNight-ML,beat_baseline-PandemicCentral-USCounty,beat_baseline-QJHong-Encounter,beat_baseline-RobertWalraven-ESG,beat_baseline-TTU-squider,beat_baseline-UCF-AEM,beat_baseline-UCLA-SuEIR,beat_baseline-UChicagoCHATTOPADHYAY-UnIT,beat_baseline-UMass-MechBayes,beat_baseline-UMich-RidgeTfReg,beat_baseline-USC-SI_kJalpha,beat_baseline-UVA-Ensemble,beat_baseline-UpstateSU-GRU
36043,1158,1034.0,,1052.6,,953.0,1253.0,,,,,505.0,1131.3,,,477.0,1774.7,740.8,911.0,,1274.0,1074.5,31.9,,1359.0,913.0,493.7,,,,,,765.2,,,,1183.0,727.0,-124.0,,-105.4,,-205.0,95.0,,,,,-653.0,-26.7,,,-681.0,616.7,-417.2,-247.0,,116.0,-83.5,-1126.1,,201.0,-245.0,-664.3,,,,,,-392.8,,,,25.0,-431.0,,True,,False,True,,,,,False,True,,,False,False,False,False,,True,True,False,,False,False,False,,,,,,False,,,,True,False
36045,1137,692.0,,697.6,,718.0,839.0,,,,,362.8,743.4,,,878.0,1027.1,783.6,776.0,,738.0,655.4,15.0,,937.0,861.0,510.4,,,,,,654.7,,,,1955.8,426.0,-445.0,,-439.4,,-419.0,-298.0,,,,,-774.2,-393.6,,,-259.0,-109.9,-353.4,-361.0,,-399.0,-481.6,-1122.0,,-200.0,-276.0,-626.6,,,,,,-482.3,,,,818.8,-711.0,,True,,True,True,,,,,False,True,,,True,True,True,True,,True,False,False,,True,True,False,,,,,,False,,,,False,False
36047,23309,16482.0,,16694.8,29153.3,16945.0,19245.0,,,,,17279.4,23399.8,,20007.4,,29069.5,20390.4,26309.5,,18268.0,16656.3,,,17927.0,19058.0,13836.6,,,,,15240.7,15065.5,8788.0,,,0.1,,-6827.0,,-6614.2,5844.3,-6364.0,-4064.0,,,,,-6029.6,90.8,,-3301.6,,5760.5,-2918.6,3000.5,,-5041.0,-6652.7,,,-5382.0,-4251.0,-9472.4,,,,,-8068.3,-8243.5,-14521.0,,,-23308.9,,,True,True,True,True,,,,,True,True,,True,,True,True,True,,True,True,,,True,True,False,,,,,False,False,False,,,False,
36049,455,330.0,,349.8,,292.0,427.0,,,,,138.1,544.2,,,240.0,546.2,191.2,,,288.0,287.1,14.3,,401.0,300.0,203.3,,,,,,278.1,,,,383.5,190.0,-125.0,,-105.2,,-163.0,-28.0,,,,,-316.9,89.2,,,-215.0,91.2,-263.8,,,-167.0,-167.9,-440.7,,-54.0,-155.0,-251.7,,,,,,-176.9,,,,-71.5,-265.0,,True,,False,True,,,,,False,True,,,False,True,False,,,False,False,False,,True,False,False,,,,,,False,,,,True,False
36051,633,562.0,,569.5,,566.0,449.0,,,,,344.3,909.9,,,589.0,656.9,519.4,651.5,,588.0,529.2,102.2,,840.0,656.0,390.7,,,,,,398.6,,,,702.9,381.0,-71.0,,-63.5,,-67.0,-184.0,,,,,-288.7,276.9,,,-44.0,23.9,-113.6,18.5,,-45.0,-103.8,-530.8,,207.0,23.0,-242.3,,,,,,-234.4,,,,69.9,-252.0,,True,,True,False,,,,,False,False,,,True,True,False,True,,True,False,False,,False,True,False,,,,,,False,,,,True,False
36053,670,588.0,,604.1,,588.0,798.0,,,,,372.2,606.3,,,737.0,750.1,573.9,568.5,,881.5,510.0,59.4,,706.0,645.0,490.7,,,,,487.2,430.8,,,,739.8,433.0,-82.0,,-65.9,,-82.0,128.0,,,,,-297.8,-63.7,,,67.0,80.1,-96.1,-101.5,,211.5,-160.0,-610.6,,36.0,-25.0,-179.3,,,,,-182.8,-239.2,,,,69.8,-237.0,,True,,False,False,,,,,False,True,,,True,True,False,False,,False,False,False,,True,True,False,,,,,False,False,,,,True,False
36055,8012,8274.0,,8130.8,7339.8,7229.0,11354.0,,,,,5451.5,7898.4,,8417.4,6267.0,10824.8,6240.1,6726.0,,7132.5,8053.7,1908.4,,9010.0,8439.0,6773.8,,,,,5631.8,6502.7,7057.0,,,6817.4,4463.0,262.0,,118.8,-672.2,-783.0,3342.0,,,,,-2560.5,-113.6,,405.4,-1745.0,2812.8,-1771.9,-1286.0,,-879.5,41.7,-6103.6,,998.0,427.0,-1238.2,,,,,-2380.2,-1509.3,-955.0,,,-1194.6,-3549.0,,True,False,False,False,,,,,False,True,,False,False,False,False,False,,False,True,False,,False,False,False,,,,,False,False,False,,,False,False
36057,674,510.0,,504.8,,496.0,498.0,,,,,296.6,655.2,,,445.0,756.6,400.2,553.0,,660.0,494.5,77.0,,661.0,505.0,371.3,,,,,,398.4,,,,650.2,381.0,-164.0,,-169.2,,-178.0,-176.0,,,,,-377.4,-18.8,,,-229.0,82.6,-273.8,-121.0,,-14.0,-179.5,-597.0,,-13.0,-169.0,-302.7,,,,,,-275.6,,,,-23.8,-293.0,,False,,False,False,,,,,False,True,,,False,True,False,True,,True,False,False,,True,False,False,,,,,,False,,,,True,False
36059,20524,17272.0,,17442.9,19734.3,16301.0,24441.0,,,,,15378.9,20158.5,,21545.9,12599.0,21118.4,16522.9,12725.5,,19220.0,18137.5,2740.5,,20274.0,15045.0,10681.6,,,,,16702.4,13854.2,8064.0,,,16631.3,13942.0,-3252.0,,-3081.1,-789.7,-4223.0,3917.0,,,,,-5145.1,-365.5,,1021.9,-7925.0,594.4,-4001.1,-7798.5,,-1304.0,-2386.5,-17783.5,,-250.0,-5479.0,-9842.4,,,,,-3821.6,-6669.8,-12460.0,,,-3892.7,-6582.0,,True,True,False,False,,,,,False,True,,True,False,True,False,False,,True,True,False,,True,False,False,,,,,False,False,False,,,False,False
36061,11140,7560.0,,7585.2,12268.7,7593.0,9871.0,,,,,7485.2,8118.2,,8255.6,5926.0,9257.4,10105.3,16609.0,,,7276.4,4816.6,,8504.0,9342.0,8040.7,,,,,8321.4,7454.8,4636.0,,,6689.6,6837.0,-3580.0,,-3554.8,1128.7,-3547.0,-1269.0,,,,,-3654.8,-3021.8,,-2884.4,-5214.0,-1882.6,-1034.7,5469.0,,,-3863.6,-6323.4,,-2636.0,-1798.0,-3099.3,,,,,-2818.6,-3685.2,-6504.0,,,-4450.4,-4303.0,,True,True,True,True,,,,,False,True,,True,False,True,True,False,,,False,False,,True,True,True,,,,,True,False,False,,,False,False
36063,2763,2364.0,,2320.0,,2219.0,3644.0,,,,,1252.3,2161.3,,2578.7,1839.0,3135.4,1688.1,1820.5,,2688.5,2412.1,377.4,,2850.0,2180.0,1898.6,,,,,2511.6,1576.0,2454.0,,,1447.0,1199.0,-399.0,,-443.0,,-544.0,881.0,,,,,-1510.7,-601.7,,-184.3,-924.0,372.4,-1074.9,-942.5,,-74.5,-350.9,-2385.6,,87.0,-583.0,-864.4,,,,,-251.4,-1187.0,-309.0,,,-1316.0,-1564.0,,False,,False,False,,,,,False,False,,True,False,True,False,False,,True,True,False,,True,False,False,,,,,True,False,True,,,False,False
36065,3617,3940.0,,3928.4,,3531.0,5551.0,,,,,2096.9,3709.7,,,2395.0,6586.4,2833.1,2385.0,,4829.5,3707.5,576.6,,4627.0,3357.0,2926.7,,,,,2922.6,2713.1,3903.0,,,4470.9,2560.0,323.0,,311.4,,-86.0,1934.0,,,,,-1520.1,92.7,,,-1222.0,2969.4,-783.9,-1232.0,,1212.5,90.5,-3040.4,,1010.0,-260.0,-690.3,,,,,-694.4,-903.9,286.0,,,853.9,-1057.0,,True,,True,False,,,,,False,True,,,False,False,False,False,,False,True,False,,False,True,False,,,,,False,False,True,,,False,False
36067,5028,4948.0,,5069.9,3721.8,4387.0,7035.0,,,,,2855.3,5210.2,,4777.6,4303.0,8049.3,3531.6,3936.5,,4516.5,4682.4,1192.7,,5518.0,4699.0,4072.8,,,,,3814.9,3996.8,0.0,,,5160.8,2810.0,-80.0,,41.9,-1306.2,-641.0,2007.0,,,,,-2172.7,182.2,,-250.4,-725.0,3021.3,-1496.4,-1091.5,,-511.5,-345.6,-3835.3,,490.0,-329.0,-955.2,,,,,-1213.1,-1031.2,-5028.0,,,132.8,-2218.0,,True,False,False,False,,,,,False,False,,False,False,False,False,False,,False,False,False,,False,False,False,,,,,False,False,False,,,False,False
36069,1135,1116.0,,1076.5,,1067.0,1778.0,,,,,627.9,1370.6,,,1007.0,1600.1,984.5,1076.5,,1658.5,1140.6,167.7,,1427.0,1102.0,592.3,,,,,885.1,766.5,,,,1050.5,681.0,-19.0,,-58.5,,-68.0,643.0,,,,,-507.1,235.6,,,-128.0,465.1,-150.5,-58.5,,523.5,5.6,-967.3,,292.0,-33.0,-542.7,,,,,-249.9,-368.5,,,,-84.5,-454.0,,False,,False,False,,,,,False,False,,,False,False,False,False,,False,True,False,,False,False,False,,,,,False,False,,,,False,False
36071,4135,3640.0,,3391.5,2799.4,3269.0,4366.0,,,,,3085.5,4086.4,,3664.3,3233.0,4789.8,3040.8,2592.0,,3268.0,3606.9,409.7,,4000.0,3607.0,2821.3,,,,,4218.2,2837.1,1602.0,,,6294.8,2922.0,-495.0,,-743.5,-1335.6,-866.0,231.0,,,,,-1049.5,-48.6,,-470.7,-902.0,654.8,-1094.2,-1543.0,,-867.0,-528.1,-3725.3,,-135.0,-528.0,-1313.7,,,,,83.2,-1297.9,-2533.0,,,2159.8,-1213.0,,False,False,False,True,,,,,False,True,,True,False,False,False,False,,False,False,False,,True,False,False,,,,,True,False,False,,,False,False
36073,460,406.0,,391.6,,397.0,416.0,,,,,198.4,325.8,,,314.0,489.3,394.8,429.5,,419.0,323.0,28.7,,495.0,430.0,267.0,,,,,,321.5,,,,537.8,288.0,-54.0,,-68.4,,-63.0,-44.0,,,,,-261.6,-134.2,,,-146.0,29.3,-65.2,-30.5,,-41.0,-137.0,-431.3,,35.0,-30.0,-193.0,,,,,,-138.5,,,,77.8,-172.0,,False,,False,True,,,,,False,False,,,False,True,False,True,,True,False,False,,True,True,False,,,,,,False,,,,False,False
36075,1176,986.0,,990.1,,986.0,1426.0,,,,,515.3,1306.5,,,1133.0,1573.2,667.4,780.5,,1687.5,929.2,152.8,,1155.0,1028.0,568.9,,,,,1382.7,717.2,,,,1189.6,490.0,-190.0,,-185.9,,-190.0,250.0,,,,,-660.7,130.5,,,-43.0,397.2,-508.6,-395.5,,511.5,-246.8,-1023.2,,-21.0,-148.0,-607.1,,,,,206.7,-458.8,,,,13.6,-686.0,,True,,False,False,,,,,False,True,,,True,False,False,False,,False,False,False,,True,True,False,,,,,False,False,,,,True,False
36077,349,270.0,,266.6,,268.0,330.0,,,,,201.4,412.6,,,457.0,370.7,377.0,283.5,,236.0,235.8,0.7,,389.0,346.0,242.2,,,,,,251.5,,,,334.5,175.0,-79.0,,-82.4,,-81.0,-19.0,,,,,-147.6,63.6,,,108.0,21.7,28.0,-65.5,,-113.0,-113.2,-348.3,,40.0,-3.0,-106.8,,,,,,-97.5,,,,-14.5,-174.0,,False,,False,True,,,,,False,True,,,False,True,True,True,,False,False,False,,True,True,False,,,,,,False,,,,True,False
36079,1269,1094.0,,1105.4,,946.0,1425.0,,,,,680.5,1166.3,,1132.2,769.0,1796.7,783.5,774.0,,1061.0,1043.3,145.0,,1335.0,959.0,635.7,,,,,801.2,954.6,,,,1062.4,631.0,-175.0,,-163.6,,-323.0,156.0,,,,,-588.5,-102.7,,-136.8,-500.0,527.7,-485.5,-495.0,,-208.0,-225.7,-1124.0,,66.0,-310.0,-633.3,,,,,-467.8,-314.4,,,,-206.6,-638.0,,True,,False,True,,,,,False,True,,True,False,False,False,False,,False,False,False,,True,False,False,,,,,False,False,,,,False,False
36081,24507,17146.0,,17062.2,27337.3,18292.0,21465.0,,,,,18176.7,26199.9,,21207.2,,23992.9,17873.1,24999.0,,21921.0,18759.0,,,18619.0,19323.0,17669.0,,,,,18220.9,17907.8,7964.0,,,16970.7,,-7361.0,,-7444.8,2830.3,-6215.0,-3042.0,,,,,-6330.3,1692.9,,-3299.8,,-514.1,-6633.9,492.0,,-2586.0,-5748.0,,,-5888.0,-5184.0,-6838.0,,,,,-6286.1,-6599.2,-16543.0,,,-7536.3,,,False,True,True,True,,,,,True,True,,True,,True,True,True,,True,True,,,True,True,True,,,,,True,True,False,,,False,
36083,2021,1648.0,,1644.6,,1653.0,1901.0,,,,,881.1,1970.6,,2389.4,1144.0,2736.5,1376.8,1591.5,,2013.0,1846.6,364.2,,2178.0,1600.0,1068.6,,,,,1362.6,1205.1,1987.0,,,1690.7,1069.0,-373.0,,-376.4,,-368.0,-120.0,,,,,-1139.9,-50.4,,368.4,-877.0,715.5,-644.2,-429.5,,-8.0,-174.4,-1656.8,,157.0,-421.0,-952.4,,,,,-658.4,-815.9,-34.0,,,-330.3,-952.0,,False,,True,True,,,,,False,True,,True,False,False,False,False,,True,True,False,,True,False,False,,,,,False,False,True,,,True,False
36085,7564,5714.0,,5626.8,4625.3,5481.0,5565.0,,,,,5234.2,7659.2,,6463.4,,7890.0,4326.8,6452.5,,7603.0,6389.1,,,6495.0,4996.0,4226.9,,,,,5295.5,6258.9,3382.0,,,4565.3,,-1850.0,,-1937.2,-2938.7,-2083.0,-1999.0,,,,,-2329.8,95.2,,-1100.6,,326.0,-3237.2,-1111.5,,39.0,-1174.9,,,-1069.0,-2568.0,-3337.1,,,,,-2268.5,-1305.1,-4182.0,,,-2998.7,,,False,False,False,False,,,,,False,True,,True,,True,False,True,,True,True,,,True,False,False,,,,,False,True,False,,,False,
36087,3335,3156.0,,3155.2,2296.9,2752.0,2647.0,,,,,3108.0,3008.0,,3224.9,2867.0,4244.9,1997.6,2153.0,,2668.5,3061.2,15.0,,3297.0,3109.0,2435.9,,,,,2227.8,2846.4,1566.0,,,5285.6,4073.0,-179.0,,-179.8,-1038.1,-583.0,-688.0,,,,,-227.0,-327.0,,-110.1,-468.0,909.9,-1337.4,-1182.0,,-666.5,-273.8,-3320.0,,-38.0,-226.0,-899.1,,,,,-1107.2,-488.6,-1769.0,,,1950.6,738.0,,False,False,False,False,,,,,False,False,,True,False,False,False,False,,False,False,False,,True,False,False,,,,,False,False,False,,,False,False
36089,1184,804.0,,784.3,,794.0,1074.0,,,,,356.6,1107.0,,,626.0,1327.6,777.1,728.5,,1140.0,894.5,131.0,,1048.0,994.0,487.0,,,,,,660.6,,,,1410.1,478.0,-380.0,,-399.7,,-390.0,-110.0,,,,,-827.4,-77.0,,,-558.0,143.6,-406.9,-455.5,,-44.0,-289.5,-1053.0,,-136.0,-190.0,-697.0,,,,,,-523.4,,,,226.1,-706.0,,False,,False,True,,,,,False,True,,,False,True,False,False,,True,True,False,,True,True,False,,,,,,False,,,,True,False
36091,2779,2384.0,,2414.1,,2381.0,3197.0,,,,,1139.2,3486.4,,3240.7,1560.0,4425.6,2016.5,2168.5,,4196.0,2560.9,291.1,,3185.0,2363.0,1268.6,,,,,2124.4,2026.1,3787.0,,,3045.8,1543.0,-395.0,,-364.9,,-398.0,418.0,,,,,-1639.8,707.4,,461.7,-1219.0,1646.6,-762.5,-610.5,,1417.0,-218.1,-2487.9,,406.0,-416.0,-1510.4,,,,,-654.6,-752.9,1008.0,,,266.8,-1236.0,,True,,False,False,,,,,False,False,,False,False,False,False,False,,False,True,False,,False,False,False,,,,,False,False,False,,,True,False
36093,2118,1962.0,,1974.9,,1939.0,1916.0,,,,,1249.2,1990.5,,2418.9,1145.0,3057.6,1550.0,1883.0,,2138.0,1966.9,390.7,,2624.0,1756.0,1381.8,,,,,1787.9,1686.3,2074.0,,,2301.6,1352.0,-156.0,,-143.1,,-179.0,-202.0,,,,,-868.8,-127.5,,300.9,-973.0,939.6,-568.0,-235.0,,20.0,-151.1,-1727.3,,506.0,-362.0,-736.2,,,,,-330.1,-431.7,-44.0,,,183.6,-766.0,,True,,False,False,,,,,False,True,,False,False,False,False,False,,True,True,False,,False,False,False,,,,,False,False,True,,,False,False
36095,284,192.0,,184.5,,197.0,247.0,,,,,104.2,259.4,,,240.0,319.7,228.9,220.0,,212.0,193.1,19.9,,233.0,262.0,165.6,,,,,,169.1,,,,187.3,135.0,-92.0,,-99.5,,-87.0,-37.0,,,,,-179.8,-24.6,,,-44.0,35.7,-55.1,-64.0,,-72.0,-90.9,-264.1,,-51.0,-22.0,-118.4,,,,,,-114.9,,,,-96.7,-149.0,,False,,True,True,,,,,False,True,,,True,True,True,True,,True,True,False,,True,True,False,,,,,,False,,,,False,False
36097,142,134.0,,133.2,,120.0,158.0,,,,,62.1,416.3,,,175.0,163.6,89.6,,,116.0,112.3,8.2,,174.0,143.0,99.5,,,,,,168.4,,,,143.4,69.0,-8.0,,-8.8,,-22.0,16.0,,,,,-79.9,274.3,,,33.0,21.6,-52.4,,,-26.0,-29.7,-133.8,,32.0,1.0,-42.5,,,,,,26.4,,,,1.4,-73.0,,False,,False,False,,,,,False,False,,,False,False,False,,,False,False,False,,False,True,False,,,,,,False,,,,True,False
36099,326,300.0,,299.6,,300.0,356.0,,,,,154.3,453.6,,,346.0,463.1,258.0,298.5,,401.0,287.3,9.4,,363.0,311.0,209.9,,,,,,296.8,,,,647.9,187.0,-26.0,,-26.4,,-26.0,30.0,,,,,-171.7,127.6,,,20.0,137.1,-68.0,-27.5,,75.0,-38.7,-316.6,,37.0,-15.0,-116.1,,,,,,-29.2,,,,321.9,-139.0,,False,,False,False,,,,,False,False,,,True,False,False,False,,False,False,False,,False,True,False,,,,,,False,,,,False,False
36101,969,776.0,,790.1,,779.0,578.0,,,,,517.5,1168.9,,,963.0,979.0,553.0,764.0,,878.0,787.8,106.4,,950.0,867.0,680.5,,,,,594.6,560.7,,,,899.9,521.0,-193.0,,-178.9,,-190.0,-391.0,,,,,-451.5,199.9,,,-6.0,10.0,-416.0,-205.0,,-91.0,-181.2,-862.6,,-19.0,-102.0,-288.5,,,,,-374.4,-408.3,,,,-69.1,-448.0,,True,,True,False,,,,,False,False,,,True,True,False,False,,True,True,False,,True,True,False,,,,,False,False,,,,True,False
36103,24667,20920.0,,21065.8,20649.3,19466.0,28092.0,,,,,17993.0,25946.5,,24071.5,17193.0,31859.6,17707.9,15588.0,,27391.0,22966.5,2591.2,,23238.0,17339.0,12284.4,,,,,19793.1,15106.9,10488.0,,,29827.0,14397.0,-3747.0,,-3601.2,-4017.7,-5201.0,3425.0,,,,,-6674.0,1279.5,,-595.5,-7474.0,7192.6,-6959.1,-9079.0,,2724.0,-1700.5,-22075.8,,-1429.0,-7328.0,-12382.6,,,,,-4873.9,-9560.1,-14179.0,,,5160.0,-10270.0,,True,False,False,True,,,,,False,True,,True,False,False,False,False,,True,True,False,,True,False,False,,,,,False,False,False,,,False,False
36105,533,614.0,,612.1,,568.0,729.0,,,,,466.2,582.7,,722.2,621.0,764.9,628.8,539.5,,515.0,501.1,21.1,,842.0,635.0,506.1,,,,,468.8,444.3,,,,786.1,426.0,81.0,,79.1,,35.0,196.0,,,,,-66.8,49.7,,189.2,88.0,231.9,95.8,6.5,,-18.0,-31.9,-511.9,,309.0,102.0,-26.9,,,,,-64.2,-88.7,,,,253.1,-107.0,,True,,True,False,,,,,True,True,,False,False,False,False,True,,True,True,False,,False,False,True,,,,,True,False,,,,False,False
36107,405,288.0,,279.1,,285.0,343.0,,,,,199.3,624.6,,,536.0,475.7,202.9,262.0,,381.0,312.6,47.5,,369.0,345.0,274.3,,,,,,300.3,,,,270.4,167.0,-117.0,,-125.9,,-120.0,-62.0,,,,,-205.7,219.6,,,131.0,70.7,-202.1,-143.0,,-24.0,-92.4,-357.5,,-36.0,-60.0,-130.7,,,,,,-104.7,,,,-134.6,-238.0,,False,,False,True,,,,,False,False,,,False,True,False,False,,True,True,False,,True,True,False,,,,,,True,,,,False,False
36109,439,360.0,,343.6,,342.0,352.0,,,,,286.9,521.7,,284.8,649.0,411.5,448.1,391.0,,203.0,279.8,116.5,,494.0,493.0,430.2,,,,,,507.9,,,,291.0,274.0,-79.0,,-95.4,,-97.0,-87.0,,,,,-152.1,82.7,,-154.2,210.0,-27.5,9.1,-48.0,,-236.0,-159.2,-322.5,,55.0,54.0,-8.8,,,,,,68.9,,,,-148.0,-165.0,,False,,False,False,,,,,False,False,,False,False,True,True,True,,False,False,False,,True,True,True,,,,,,True,,,,False,False
36111,1513,1214.0,,1192.9,,1126.0,1700.0,,,,,900.5,1360.7,,1513.5,1119.0,1582.8,1219.4,1093.5,,1380.0,1251.4,64.0,,1556.0,1338.0,948.0,,,,,1096.5,898.6,955.0,,,1087.1,641.0,-299.0,,-320.1,,-387.0,187.0,,,,,-612.5,-152.3,,0.5,-394.0,69.8,-293.6,-419.5,,-133.0,-261.6,-1449.0,,43.0,-175.0,-565.0,,,,,-416.5,-614.4,-558.0,,,-425.9,-872.0,,False,,False,True,,,,,False,True,,True,False,True,True,False,,True,True,False,,True,True,False,,,,,False,False,False,,,False,False
36113,710,464.0,,457.2,,466.0,506.0,,,,,232.8,268.2,,,384.0,1333.1,636.2,479.0,,595.0,481.6,10.7,,673.0,489.0,284.0,,,,,,406.8,,,,418.8,373.0,-246.0,,-252.8,,-244.0,-204.0,,,,,-477.2,-441.8,,,-326.0,623.1,-73.8,-231.0,,-115.0,-228.4,-699.3,,-37.0,-221.0,-426.0,,,,,,-303.2,,,,-291.2,-337.0,,False,,True,True,,,,,False,False,,,False,False,True,True,,True,True,False,,True,True,False,,,,,,False,,,,False,False
36115,535,298.0,,296.9,,315.0,456.0,,,,,140.6,225.5,,,404.0,726.2,599.5,317.0,,519.0,308.5,16.9,,406.0,398.0,198.7,,,,,,252.2,,,,562.7,239.0,-237.0,,-238.1,,-220.0,-79.0,,,,,-394.4,-309.5,,,-131.0,191.2,64.5,-218.0,,-16.0,-226.5,-518.1,,-129.0,-137.0,-336.3,,,,,,-282.8,,,,27.7,-296.0,,False,,True,True,,,,,False,False,,,True,True,True,True,,True,True,False,,True,True,False,,,,,,False,,,,True,False
36117,868,876.0,,845.1,,836.0,1154.0,,,,,467.2,1323.4,,,731.0,1511.6,830.5,832.5,,1050.0,851.9,57.9,,1066.0,946.0,424.7,,,,,760.2,855.7,,,,994.0,606.0,8.0,,-22.9,,-32.0,286.0,,,,,-400.8,455.4,,,-137.0,643.6,-37.5,-35.5,,182.0,-16.1,-810.1,,198.0,78.0,-443.3,,,,,-107.8,-12.3,,,,126.0,-262.0,,False,,False,False,,,,,False,False,,,False,False,False,False,,False,False,False,,False,False,False,,,,,False,False,,,,False,False
36119,11306,10444.0,,10531.3,11589.6,9222.0,11830.0,,,,,8707.2,11973.9,,11066.8,7640.0,13479.9,8224.8,7957.5,,10164.5,11203.5,1027.1,,11781.0,9443.0,7106.8,,,,,9715.4,7884.0,5914.0,,,8727.4,9344.0,-862.0,,-774.7,283.6,-2084.0,524.0,,,,,-2598.8,667.9,,-239.2,-3666.0,2173.9,-3081.2,-3348.5,,-1141.5,-102.5,-10278.9,,475.0,-1863.0,-4199.2,,,,,-1590.6,-3422.0,-5392.0,,,-2578.6,-1962.0,,True,True,False,True,,,,,False,True,,True,False,False,False,False,,False,True,False,,True,False,False,,,,,False,False,False,,,False,False
36121,604,500.0,,493.3,,466.0,735.0,,,,,223.2,761.7,,,399.0,661.7,331.5,453.0,,609.0,465.2,19.1,,619.0,465.0,265.8,,,,,,237.3,,,,806.6,291.0,-104.0,,-110.7,,-138.0,131.0,,,,,-380.8,157.7,,,-205.0,57.7,-272.5,-151.0,,5.0,-138.8,-584.9,,15.0,-139.0,-338.2,,,,,,-366.7,,,,202.6,-313.0,,False,,False,False,,,,,False,False,,,False,True,False,False,,True,False,False,,True,False,False,,,,,,False,,,,False,False
36123,244,184.0,,177.3,,182.0,367.0,,,,,80.8,319.1,,,219.0,506.1,131.2,,,236.0,178.4,3.4,,227.0,204.0,110.7,,,,,,231.0,,,,163.8,113.0,-60.0,,-66.7,,-62.0,123.0,,,,,-163.2,75.1,,,-25.0,262.1,-112.8,,,-8.0,-65.6,-240.6,,-17.0,-40.0,-133.3,,,,,,-13.0,,,,-80.2,-131.0,,False,,False,False,,,,,False,False,,,True,False,False,,,True,False,False,,True,True,False,,,,,,True,,,,False,False
37001,1693,1572.0,,1568.9,,1487.0,1818.0,,,,,1469.0,3232.2,,,1294.0,1829.0,1128.3,1354.0,,1302.0,1462.0,334.3,,1967.0,1634.0,1514.7,,,,,1302.5,1527.0,1500.0,,,3211.2,1082.0,-121.0,,-124.1,,-206.0,125.0,,,,,-224.0,1539.2,,,-399.0,136.0,-564.7,-339.0,,-391.0,-231.0,-1358.7,,274.0,-59.0,-178.3,,,,,-390.5,-166.0,-193.0,,,1518.2,-611.0,,False,,False,False,,,,,False,False,,,False,False,False,False,,False,False,False,,False,True,False,,,,,False,False,False,,,False,False
