,actual_deaths,Baseline,Covid19Sim-Simulator,IHME-CurveFit,IowaStateLW-STEM,STH-3PU,UCLA-SuEIR,error-Baseline,error-Covid19Sim-Simulator,error-IHME-CurveFit,error-IowaStateLW-STEM,error-STH-3PU,error-UCLA-SuEIR,beat_baseline-Covid19Sim-Simulator,beat_baseline-IHME-CurveFit,beat_baseline-IowaStateLW-STEM,beat_baseline-STH-3PU,beat_baseline-UCLA-SuEIR
Minnesota,2679,2475.3,2390.1,3643.3,2229.0,,2584.3,-203.7,-288.9,964.3,-450.0,,-94.7,False,False,False,,True
Mississippi,3433,3933.7,2455.4,3148.7,3884.0,,3660.6,500.7,-977.6,-284.3,451.0,,227.6,False,True,True,,True
Missouri,3162,2213.0,2411.3,2255.4,1960.0,,1954.6,-949.0,-750.7,-906.6,-1202.0,,-1207.4,True,True,False,,False
Montana,445,176.9,208.3,150.6,211.0,,157.4,-268.1,-236.7,-294.4,-234.0,,-287.6,True,False,True,,False
Nebraska,703,562.6,588.9,682.7,535.0,,471.2,-140.4,-114.1,-20.3,-168.0,,-231.8,True,True,False,,False
Nevada,1850,2554.1,1564.0,2933.8,2226.0,,2313.9,704.1,-286.0,1083.8,376.0,,463.9,True,False,True,,True
New Hampshire,489,494.1,432.2,442.1,489.0,,488.8,5.1,-56.8,-46.9,0.0,,-0.2,False,False,True,,True
New Jersey,16425,16315.1,16083.9,16193.3,16336.0,,16172.5,-109.9,-341.1,-231.7,-89.0,,-252.5,False,False,True,,False
New Mexico,1104,1081.6,794.4,1028.5,1057.0,,920.2,-22.4,-309.6,-75.5,-47.0,,-183.8,False,False,False,,False
New York,33884,33349.9,33195.1,32710.6,33371.0,,33148.6,-566.1,-720.9,-1205.4,-545.0,,-767.4,False,False,True,,False
North Carolina,4605,4528.7,3628.2,5474.9,3902.0,,3851.7,-76.3,-976.8,869.9,-703.0,,-753.3,False,False,False,,False
North Dakota,628,255.4,317.8,287.4,233.0,,212.3,-372.6,-310.2,-340.6,-395.0,,-415.7,True,True,False,,False
Ohio,5506,5628.3,4511.7,5199.6,5428.0,,5387.6,122.3,-994.3,-306.4,-78.0,,-118.4,False,False,True,,True
Oklahoma,1429,1431.7,1207.7,1373.4,1140.0,,1238.8,2.7,-221.3,-55.6,-289.0,,-190.2,False,False,False,,False
Oregon,729,731.9,631.1,1268.5,642.0,,712.2,2.9,-97.9,539.5,-87.0,,-16.8,False,False,False,,False
Pennsylvania,9001,8686.1,7992.8,11782.8,8148.0,,8156.3,-314.9,-1008.2,2781.8,-853.0,,-844.7,False,False,False,,False
Rhode Island,1224,1127.7,1088.0,1121.2,1218.0,,1103.6,-88.3,-128.0,-94.8,2.0,,-112.4,False,False,True,,False
South Carolina,4015,5055.4,2563.7,4036.9,3582.0,,4082.7,1040.4,-1451.3,21.9,-433.0,,67.7,False,True,True,,True
South Dakota,523,247.9,328.2,237.3,271.0,,275.7,-275.1,-194.8,-285.7,-252.0,,-247.3,True,False,True,,True
Tennessee,3590,3749.3,2388.4,3797.7,2918.0,,3257.9,159.3,-1201.6,207.7,-672.0,,-332.1,False,False,False,,False
Texas,19252,25845.9,14135.3,23027.1,26054.0,18015.0,20408.3,6743.9,-4966.7,3925.1,6952.0,-1087.0,1306.3,True,True,False,True,True
Utah,658,623.9,643.0,660.8,679.0,,626.3,-34.1,-15.0,2.8,21.0,,-31.7,True,True,True,,True
Vermont,59,58.0,65.4,62.0,59.0,,59.8,-1.0,6.4,3.0,0.0,,0.8,False,False,True,,True
Virginia,3704,3400.7,3146.5,2623.9,2838.0,,2849.4,-303.3,-557.5,-1080.1,-866.0,,-854.6,False,False,False,,False
Washington,2411,2753.3,2373.8,3592.4,2375.0,,2623.4,328.3,-51.2,1167.4,-50.0,,198.4,True,False,True,,True
West Virginia,503,385.3,231.3,502.4,298.0,,269.6,-117.7,-271.7,-0.6,-205.0,,-233.4,False,True,False,,False
Wisconsin,2548,1537.0,1777.3,1451.8,1443.0,,1405.6,-957.0,-716.7,-1042.2,-1051.0,,-1088.4,True,False,False,,False
Wyoming,114,113.0,62.8,34.0,42.0,,62.2,-1.0,-51.2,-80.0,-72.0,,-51.8,False,False,False,,False
US,238165,250087.7,200756.6,264109.2,231733.0,234267.0,223005.1,12090.7,-37240.4,26112.2,-6264.0,-3730.0,-14991.9,False,False,True,True,False
