,actual_deaths,Baseline,Covid19Sim-Simulator,IHME-CurveFit,IowaStateLW-STEM,STH-3PU,UCLA-SuEIR,error-Baseline,error-Covid19Sim-Simulator,error-IHME-CurveFit,error-IowaStateLW-STEM,error-STH-3PU,error-UCLA-SuEIR,beat_baseline-Covid19Sim-Simulator,beat_baseline-IHME-CurveFit,beat_baseline-IowaStateLW-STEM,beat_baseline-STH-3PU,beat_baseline-UCLA-SuEIR
Montana,445,232.1,267.5,172.9,286.0,,179.7,-212.9,-177.5,-272.1,-159.0,,-265.3,True,False,True,,False
Nebraska,703,510.3,588.8,593.1,548.0,,474.5,-192.7,-114.2,-109.9,-155.0,,-228.5,True,True,True,,False
Nevada,1850,2159.6,1819.3,2585.5,1954.0,,2043.4,309.6,-30.7,735.5,104.0,,193.4,True,False,True,,True
New Hampshire,489,441.9,456.8,486.3,455.0,,459.6,-47.1,-32.2,-2.7,-34.0,,-29.4,True,True,True,,True
New Jersey,16425,16449.6,16155.5,16275.6,16363.0,,16419.1,24.6,-269.5,-149.4,-62.0,,-5.9,False,False,False,,True
New Mexico,1104,1095.3,999.7,1190.4,1038.0,,985.0,-8.7,-104.3,86.4,-66.0,,-119.0,False,False,False,,False
New York,33884,33677.9,33536.9,34153.7,33361.0,,33429.1,-206.1,-347.1,269.7,-523.0,,-454.9,False,False,False,,False
North Carolina,4605,4643.7,4793.4,5288.2,4302.0,,4398.7,38.7,188.4,683.2,-303.0,,-206.3,False,False,False,,False
North Dakota,628,280.0,363.9,301.7,238.0,,278.3,-348.0,-264.1,-326.3,-390.0,,-349.7,True,True,False,,False
Ohio,5506,5410.4,5526.9,6297.8,5576.0,,4955.5,-95.6,20.9,791.8,70.0,,-550.5,True,False,True,,False
Oklahoma,1429,1331.3,1459.8,2478.3,1435.0,,1156.1,-97.7,30.8,1049.3,6.0,,-272.9,True,False,True,,False
Oregon,729,684.7,684.4,1033.6,629.0,,639.6,-44.3,-44.6,304.6,-100.0,,-89.4,False,False,False,,False
Pennsylvania,9001,8564.9,8562.2,9241.7,8247.0,,8237.9,-436.1,-438.8,240.7,-754.0,,-763.1,False,True,False,,False
Rhode Island,1224,1134.7,1148.6,1574.1,1108.0,,1110.2,-75.3,-61.4,364.1,-102.0,,-99.8,True,False,False,,False
South Carolina,4015,4463.6,4445.2,4691.4,3871.0,,4001.1,448.6,430.2,676.4,-144.0,,-13.9,True,False,True,,True
South Dakota,523,226.1,363.7,246.0,268.0,,276.9,-296.9,-159.3,-277.0,-255.0,,-246.1,True,True,True,,True
Tennessee,3590,2910.1,2968.0,4715.4,2983.0,,2968.9,-679.9,-622.0,1125.4,-607.0,,-621.1,True,False,True,,True
Texas,19252,22254.3,18262.4,24322.1,20954.0,18536.0,19385.0,3104.3,-887.6,5172.1,1804.0,-614.0,235.0,True,False,True,True,True
Utah,658,554.9,685.7,890.7,662.0,,572.7,-103.1,27.7,232.7,4.0,,-85.3,True,False,True,,True
Vermont,59,58.0,60.8,58.6,58.0,,59.3,-1.0,1.8,-0.4,-1.0,,0.3,False,True,False,,True
Virginia,3704,3643.4,3730.3,6071.8,3247.0,,3087.5,-60.6,26.3,2367.8,-457.0,,-616.5,True,False,False,,False
Washington,2411,2378.1,2190.1,2548.6,2267.0,,2441.9,-37.9,-225.9,132.6,-149.0,,25.9,False,False,False,,True
West Virginia,503,559.0,849.9,779.7,366.0,,346.4,56.0,346.9,276.7,-137.0,,-156.6,False,False,False,,False
Wisconsin,2548,1575.4,1698.4,1895.9,1492.0,,1554.5,-916.6,-793.6,-596.1,-1000.0,,-937.5,True,True,False,,False
Wyoming,114,86.3,59.1,57.9,68.0,,60.0,-27.7,-54.9,-56.1,-46.0,,-54.0,False,False,False,,False
US,238165,241348.7,223618.1,266768.3,229994.0,204544.0,224221.3,3351.7,-14378.9,28771.3,-8003.0,-33453.0,-13775.7,False,False,False,False,False
