,actual_cases,COVIDhub-baseline,CEID-Walk,CMU-TimeSeries,COVIDhub-ensemble,CU-select,Columbia_UNC-SurvCon,Covid19Sim-Simulator,CovidAnalytics-DELPHI,DDS-NBDS,Geneva-DetGrowth,IQVIA_ACOE-STAN,IowaStateLW-STEM,JHUAPL-Bucky,JHU_IDD-CovidSP,Karlen-pypm,LANL-GrowthRate,LNQ-ens1,MITCovAlliance-SIR,OliverWyman-Navigator,PandemicCentral-USCounty,QJHong-Encounter,RobertWalraven-ESG,UCLA-SuEIR,UMass-MechBayes,UMich-RidgeTfReg,USACE-ERDC_SEIR,USC-SI_kJalpha,UVA-Ensemble,Yu_Group-CLEP,error-COVIDhub-baseline,error-CEID-Walk,error-CMU-TimeSeries,error-COVIDhub-ensemble,error-CU-select,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-CovidAnalytics-DELPHI,error-DDS-NBDS,error-Geneva-DetGrowth,error-IQVIA_ACOE-STAN,error-IowaStateLW-STEM,error-JHUAPL-Bucky,error-JHU_IDD-CovidSP,error-Karlen-pypm,error-LANL-GrowthRate,error-LNQ-ens1,error-MITCovAlliance-SIR,error-OliverWyman-Navigator,error-PandemicCentral-USCounty,error-QJHong-Encounter,error-RobertWalraven-ESG,error-UCLA-SuEIR,error-UMass-MechBayes,error-UMich-RidgeTfReg,error-USACE-ERDC_SEIR,error-USC-SI_kJalpha,error-UVA-Ensemble,error-Yu_Group-CLEP,beat_baseline-CEID-Walk,beat_baseline-CMU-TimeSeries,beat_baseline-COVIDhub-ensemble,beat_baseline-CU-select,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-DDS-NBDS,beat_baseline-Geneva-DetGrowth,beat_baseline-IQVIA_ACOE-STAN,beat_baseline-IowaStateLW-STEM,beat_baseline-JHUAPL-Bucky,beat_baseline-JHU_IDD-CovidSP,beat_baseline-Karlen-pypm,beat_baseline-LANL-GrowthRate,beat_baseline-LNQ-ens1,beat_baseline-MITCovAlliance-SIR,beat_baseline-OliverWyman-Navigator,beat_baseline-PandemicCentral-USCounty,beat_baseline-QJHong-Encounter,beat_baseline-RobertWalraven-ESG,beat_baseline-UCLA-SuEIR,beat_baseline-UMass-MechBayes,beat_baseline-UMich-RidgeTfReg,beat_baseline-USACE-ERDC_SEIR,beat_baseline-USC-SI_kJalpha,beat_baseline-UVA-Ensemble,beat_baseline-Yu_Group-CLEP
26109,18,21.0,19.0,,20.0,24.0,,,,,,,9.0,21.3,42.2,,7.7,20.0,45.3,17.0,0.0,,0.2,31.7,,,,25.0,34.9,28.5,3.0,1.0,,2.0,6.0,,,,,,,-9.0,3.3,24.2,,-10.3,2.0,27.3,-1.0,-18.0,,-17.8,13.7,,,,7.0,16.9,10.5,True,,True,False,,,,,,,False,False,False,,False,True,False,True,False,,False,False,,,,False,False,False
26111,56,27.0,26.0,,27.0,30.0,,,,,,,61.0,34.2,65.5,,20.3,29.5,30.8,28.0,0.0,,3.0,25.9,,,,36.0,43.2,16.3,-29.0,-30.0,,-29.0,-26.0,,,,,,,5.0,-21.8,9.5,,-35.7,-26.5,-25.2,-28.0,-56.0,,-53.0,-30.1,,,,-20.0,-12.8,-39.7,False,,False,True,,,,,,,True,True,True,,False,True,True,True,False,,False,False,,,,True,True,False
26113,7,3.0,3.1,,2.0,0.0,,,,,,,4.0,3.5,4.2,,0.7,0.0,,0.0,9.0,,1.3,3.0,,,,4.0,2.6,8.7,-4.0,-3.9,,-5.0,-7.0,,,,,,,-3.0,-3.5,-2.8,,-6.3,-7.0,,-7.0,2.0,,-5.7,-4.0,,,,-3.0,-4.4,1.7,True,,False,False,,,,,,,True,True,True,,False,False,,False,True,,False,False,,,,True,False,True
26115,108,99.0,98.0,,100.0,102.0,,,,,,,62.0,109.5,197.3,,100.2,132.6,108.1,87.0,0.0,,22.7,93.3,121.0,,,117.0,147.0,40.3,-9.0,-10.0,,-8.0,-6.0,,,,,,,-46.0,1.5,89.3,,-7.8,24.6,0.1,-21.0,-108.0,,-85.3,-14.7,13.0,,,9.0,39.0,-67.7,False,,True,True,,,,,,,False,True,False,,True,False,True,False,False,,False,False,False,,,False,False,False
26117,24,10.0,10.6,,10.0,7.0,,,,,,,38.0,16.9,37.8,,8.7,13.3,9.9,14.0,0.0,,0.8,8.8,,,,12.0,13.5,21.2,-14.0,-13.4,,-14.0,-17.0,,,,,,,14.0,-7.1,13.8,,-15.3,-10.7,-14.1,-10.0,-24.0,,-23.2,-15.2,,,,-12.0,-10.5,-2.8,True,,False,False,,,,,,,False,True,True,,False,True,False,True,False,,False,False,,,,True,True,True
26119,0,0.0,0.0,,0.0,0.0,,,,,,,0.0,1.2,0.8,,0.1,0.0,,0.0,0.0,,0.4,,,,,1.0,1.4,3.1,0.0,0.0,,0.0,0.0,,,,,,,0.0,1.2,0.8,,0.1,0.0,,0.0,0.0,,0.4,,,,,1.0,1.4,3.1,False,,True,True,,,,,,,True,False,False,,False,False,,True,True,,False,,,,,False,False,False
26121,99,47.0,36.4,,44.0,28.0,,,,,,,98.0,47.2,80.3,,40.8,54.9,27.3,,38.0,,24.8,49.7,60.0,,,37.0,44.3,75.8,-52.0,-62.6,,-55.0,-71.0,,,,,,,-1.0,-51.8,-18.7,,-58.2,-44.1,-71.7,,-61.0,,-74.2,-49.3,-39.0,,,-62.0,-54.7,-23.2,False,,False,False,,,,,,,True,True,True,,False,True,False,,False,,False,True,True,,,False,False,True
26123,12,14.0,13.6,,13.0,13.0,,,,,,,34.0,16.4,22.9,,7.9,15.3,8.9,12.0,0.0,,7.2,11.7,,,,16.0,15.0,19.6,2.0,1.6,,1.0,1.0,,,,,,,22.0,4.4,10.9,,-4.1,3.3,-3.1,0.0,-12.0,,-4.8,-0.3,,,,4.0,3.0,7.6,True,,True,True,,,,,,,False,False,False,,False,False,False,True,False,,False,True,,,,False,False,False
26125,719,688.0,643.6,729.6,688.0,601.0,,,,,,,852.0,535.5,1160.1,,699.5,807.6,420.6,662.0,569.0,,0.0,730.9,787.0,,,688.0,1010.5,285.1,-31.0,-75.4,10.6,-31.0,-118.0,,,,,,,133.0,-183.5,441.1,,-19.5,88.6,-298.4,-57.0,-150.0,,-719.0,11.9,68.0,,,-31.0,291.5,-433.9,False,True,False,False,,,,,,,False,False,False,,True,False,False,False,False,,False,True,False,,,False,False,False
26127,2,4.0,4.6,,5.0,1.0,,,,,,,17.0,4.9,10.0,,1.5,4.7,10.8,,0.0,,0.6,4.9,,,,6.0,10.3,12.6,2.0,2.6,,3.0,-1.0,,,,,,,15.0,2.9,8.0,,-0.5,2.7,8.8,,-2.0,,-1.4,2.9,,,,4.0,8.3,10.6,False,,False,True,,,,,,,False,False,False,,True,False,False,,False,,True,False,,,,False,False,False
26129,1,3.0,2.6,,2.0,0.0,,,,,,,3.0,6.1,4.3,,0.9,0.2,,0.0,6.0,,1.2,2.9,,,,4.0,2.0,3.8,2.0,1.6,,1.0,-1.0,,,,,,,2.0,5.1,3.3,,-0.1,-0.8,,-1.0,5.0,,0.2,1.9,,,,3.0,1.0,2.8,True,,True,True,,,,,,,False,False,False,,True,True,,True,False,,True,True,,,,False,True,False
26131,3,2.0,1.5,,2.0,0.0,,,,,,,0.0,3.1,7.0,,,0.9,,0.0,0.0,,6.3,,,,,2.0,1.7,6.8,-1.0,-1.5,,-1.0,-3.0,,,,,,,-3.0,0.1,4.0,,,-2.1,,-3.0,-3.0,,3.3,,,,,-1.0,-1.3,3.8,False,,False,False,,,,,,,False,True,False,,,False,,False,False,,False,,,,,False,False,False
26133,5,3.0,3.2,,3.0,0.0,,,,,,,10.0,7.7,5.0,,2.9,1.6,,0.0,5.0,,0.1,2.7,,,,4.0,2.9,8.6,-2.0,-1.8,,-2.0,-5.0,,,,,,,5.0,2.7,-0.0,,-2.1,-3.4,,-5.0,0.0,,-4.9,-2.3,,,,-1.0,-2.1,3.6,True,,False,False,,,,,,,False,False,True,,False,False,,False,True,,False,False,,,,True,False,False
26135,3,0.0,0.0,,0.0,0.0,,,,,,,0.0,0.5,1.0,,0.4,0.0,,0.0,1.0,,0.0,0.3,,,,0.0,1.5,2.6,-3.0,-3.0,,-3.0,-3.0,,,,,,,-3.0,-2.5,-2.0,,-2.6,-3.0,,-3.0,-2.0,,-3.0,-2.7,,,,-3.0,-1.5,-0.4,False,,False,False,,,,,,,False,True,True,,True,True,,False,True,,False,True,,,,False,True,True
26137,11,6.0,6.5,,4.0,,,,,,,,7.0,8.6,10.8,,1.8,2.4,1.4,7.0,0.0,,2.0,5.8,,,,9.0,6.6,3.1,-5.0,-4.5,,-7.0,,,,,,,,-4.0,-2.4,-0.2,,-9.2,-8.6,-9.6,-4.0,-11.0,,-9.0,-5.2,,,,-2.0,-4.4,-7.9,True,,False,,,,,,,,True,True,True,,False,False,False,True,False,,False,False,,,,True,True,False
26139,436,91.0,92.4,,93.0,93.0,,,,,,,153.0,86.3,111.3,,121.6,137.6,42.5,92.0,67.0,,32.6,94.2,98.0,,,88.0,110.0,165.9,-345.0,-343.6,,-343.0,-343.0,,,,,,,-283.0,-349.7,-324.7,,-314.4,-298.4,-393.5,-344.0,-369.0,,-403.4,-341.8,-338.0,,,-348.0,-326.0,-270.1,True,,True,True,,,,,,,True,False,True,,True,True,False,True,False,,False,True,True,,,False,True,True
26141,1,0.0,0.1,,0.0,0.0,,,,,,,0.0,0.6,1.5,,0.2,0.0,,0.0,1.0,,0.1,0.1,,,,0.0,1.3,2.8,-1.0,-0.9,,-1.0,-1.0,,,,,,,-1.0,-0.4,0.5,,-0.8,-1.0,,-1.0,0.0,,-0.9,-0.9,,,,-1.0,0.3,1.8,True,,False,False,,,,,,,False,True,True,,True,True,,False,True,,True,True,,,,False,True,False
26143,3,11.0,10.6,,8.0,19.0,,,,,,,4.0,14.0,14.0,,2.4,3.3,,,3.0,,5.9,9.2,,,,16.0,15.1,6.2,8.0,7.6,,5.0,16.0,,,,,,,1.0,11.0,11.0,,-0.6,0.3,,,0.0,,2.9,6.2,,,,13.0,12.1,3.2,True,,True,False,,,,,,,True,False,False,,True,True,,,True,,True,True,,,,False,False,True
26145,159,138.0,136.9,,134.0,139.0,,,,,,,145.0,129.9,185.3,,100.0,136.6,102.2,123.0,19.0,,28.0,132.2,166.0,,,173.0,224.0,66.2,-21.0,-22.1,,-25.0,-20.0,,,,,,,-14.0,-29.1,26.3,,-59.0,-22.4,-56.8,-36.0,-140.0,,-131.0,-26.8,7.0,,,14.0,65.0,-92.8,False,,False,True,,,,,,,True,False,False,,False,False,False,False,False,,False,False,True,,,True,False,False
26147,35,35.0,40.5,,35.0,44.0,,,,,,,53.0,46.4,94.3,,34.1,44.8,26.0,36.0,,,12.5,34.0,33.0,,,44.0,51.2,18.0,0.0,5.5,,0.0,9.0,,,,,,,18.0,11.4,59.3,,-0.9,9.8,-9.0,1.0,,,-22.5,-1.0,-2.0,,,9.0,16.2,-17.0,False,,True,False,,,,,,,False,False,False,,False,False,False,False,,,False,False,False,,,False,False,False
26149,22,19.0,18.4,,19.0,21.0,,,,,,,40.0,22.0,27.2,,7.3,21.6,23.4,18.0,,,16.4,18.5,,,,23.0,34.1,32.7,-3.0,-3.6,,-3.0,-1.0,,,,,,,18.0,-0.0,5.2,,-14.7,-0.4,1.4,-4.0,,,-5.6,-3.5,,,,1.0,12.1,10.7,False,,False,True,,,,,,,False,True,False,,False,True,True,False,,,False,False,,,,True,False,False
26151,6,7.0,7.8,,5.0,3.0,,,,,,,0.0,10.1,20.9,,3.8,5.4,9.9,7.0,10.0,,1.8,6.2,,,,6.0,7.4,4.8,1.0,1.8,,-1.0,-3.0,,,,,,,-6.0,4.1,14.9,,-2.2,-0.6,3.9,1.0,4.0,,-4.2,0.2,,,,0.0,1.4,-1.2,False,,False,False,,,,,,,False,False,False,,False,True,False,False,False,,False,True,,,,True,False,False
26153,1,0.0,0.1,,0.0,0.0,,,,,,,2.0,1.2,1.1,,0.1,0.0,,0.0,0.0,,0.4,,,,,1.0,1.4,3.8,-1.0,-0.9,,-1.0,-1.0,,,,,,,1.0,0.2,0.1,,-0.9,-1.0,,-1.0,-1.0,,-0.6,,,,,0.0,0.4,2.8,True,,False,False,,,,,,,False,True,True,,True,True,,False,False,,True,,,,,True,True,False
26155,50,40.0,40.4,,32.0,59.0,,,,,,,31.0,43.4,57.1,,8.9,24.3,25.7,37.0,0.0,,15.9,38.6,,,,58.0,42.4,29.4,-10.0,-9.6,,-18.0,9.0,,,,,,,-19.0,-6.6,7.1,,-41.1,-25.7,-24.3,-13.0,-50.0,,-34.1,-11.4,,,,8.0,-7.6,-20.6,True,,False,True,,,,,,,False,True,True,,False,False,False,False,False,,False,False,,,,True,True,False
26157,25,27.0,27.0,,27.0,27.0,,,,,,,13.0,31.9,60.5,,18.1,32.8,40.4,26.0,0.0,,6.7,33.4,,,,46.0,78.3,16.9,2.0,2.0,,2.0,2.0,,,,,,,-12.0,6.9,35.5,,-6.9,7.8,15.4,1.0,-25.0,,-18.3,8.4,,,,21.0,53.3,-8.1,True,,False,False,,,,,,,False,False,False,,False,False,False,True,False,,False,False,,,,False,False,False
26159,77,34.0,33.2,,43.0,43.0,,,,,,,44.0,48.4,70.4,,49.2,61.1,60.3,27.0,0.0,,21.3,34.2,,,,51.0,53.1,37.7,-43.0,-43.8,,-34.0,-34.0,,,,,,,-33.0,-28.6,-6.6,,-27.8,-15.9,-16.7,-50.0,-77.0,,-55.7,-42.8,,,,-26.0,-23.9,-39.3,False,,True,True,,,,,,,True,True,True,,True,True,True,False,False,,False,True,,,,True,True,True
26161,150,104.0,101.3,,104.0,108.0,,,,,,,220.0,143.6,203.5,,82.5,124.1,110.7,107.0,99.0,,16.0,104.7,102.0,,,122.0,159.6,41.0,-46.0,-48.7,,-46.0,-42.0,,,,,,,70.0,-6.4,53.5,,-67.5,-25.9,-39.3,-43.0,-51.0,,-134.0,-45.3,-48.0,,,-28.0,9.6,-109.0,False,,False,True,,,,,,,False,True,False,,False,True,True,True,False,,False,True,False,,,True,True,False
26163,1003,1101.0,1083.1,1208.0,1101.0,1254.0,,,,,,,1115.0,492.8,1442.4,,967.6,1042.6,241.3,1183.0,1191.0,,1591.3,1321.9,1132.0,,,1156.0,1271.7,445.4,98.0,80.1,205.0,98.0,251.0,,,,,,,112.0,-510.2,439.4,,-35.4,39.6,-761.7,180.0,188.0,,588.3,318.9,129.0,,,153.0,268.7,-557.6,True,False,False,False,,,,,,,False,False,False,,True,True,False,False,False,,False,False,False,,,False,False,False
26165,19,10.0,9.2,,10.0,14.0,,,,,,,17.0,16.2,15.1,,8.5,14.3,,,0.0,,2.0,9.3,,,,19.0,10.3,8.5,-9.0,-9.8,,-9.0,-5.0,,,,,,,-2.0,-2.8,-3.9,,-10.5,-4.7,,,-19.0,,-17.0,-9.7,,,,0.0,-8.7,-10.5,False,,False,True,,,,,,,True,True,True,,False,True,,,False,,False,False,,,,True,True,False
27001,10,3.0,3.5,,2.0,0.0,,,,,,,2.0,5.0,8.0,,1.3,0.5,,7.0,13.0,,1.2,4.2,,,,4.0,3.1,7.8,-7.0,-6.5,,-8.0,-10.0,,,,,,,-8.0,-5.0,-2.0,,-8.7,-9.5,,-3.0,3.0,,-8.8,-5.8,,,,-6.0,-6.9,-2.2,True,,False,False,,,,,,,False,True,True,,False,False,,True,True,,False,True,,,,True,True,True
27003,346,354.0,352.9,,353.0,378.0,,,,,,,289.0,285.8,330.1,,320.4,335.3,296.2,354.0,142.0,,446.9,363.4,354.0,,,356.0,456.1,404.2,8.0,6.9,,7.0,32.0,,,,,,,-57.0,-60.2,-15.9,,-25.6,-10.7,-49.8,8.0,-204.0,,100.9,17.4,8.0,,,10.0,110.1,58.2,True,,True,False,,,,,,,False,False,False,,False,False,False,False,False,,False,False,False,,,False,False,False
27005,15,17.0,17.0,,15.0,7.0,,,,,,,27.0,17.3,36.1,,13.0,18.8,14.0,21.0,23.0,,2.4,15.4,,,,22.0,19.8,20.8,2.0,2.0,,0.0,-8.0,,,,,,,12.0,2.3,21.1,,-2.0,3.8,-1.0,6.0,8.0,,-12.6,0.4,,,,7.0,4.8,5.8,True,,True,False,,,,,,,False,False,False,,True,False,True,False,False,,False,True,,,,False,False,False
27007,15,27.0,27.9,,21.0,17.0,,,,,,,21.0,23.5,46.0,,10.1,20.9,10.9,28.0,13.0,,2.3,31.2,,,,28.0,41.5,26.9,12.0,12.9,,6.0,2.0,,,,,,,6.0,8.5,31.0,,-4.9,5.9,-4.1,13.0,-2.0,,-12.7,16.2,,,,13.0,26.5,11.9,False,,True,True,,,,,,,True,True,False,,True,True,True,False,True,,False,False,,,,False,False,True
27009,37,44.0,44.5,,34.0,44.0,,,,,,,35.0,34.4,36.5,,26.0,33.1,24.0,52.0,46.0,,25.9,36.9,,,,51.0,43.3,82.5,7.0,7.5,,-3.0,7.0,,,,,,,-2.0,-2.6,-0.5,,-11.0,-3.9,-13.0,15.0,9.0,,-11.1,-0.1,,,,14.0,6.3,45.5,False,,True,False,,,,,,,True,True,True,,False,True,False,False,False,,False,True,,,,False,True,False
27011,7,3.0,3.1,,2.0,0.0,,,,,,,3.0,2.2,2.6,,1.9,1.9,,0.0,6.0,,2.5,2.6,,,,2.0,2.9,6.5,-4.0,-3.9,,-5.0,-7.0,,,,,,,-4.0,-4.8,-4.4,,-5.1,-5.1,,-7.0,-1.0,,-4.5,-4.4,,,,-5.0,-4.1,-0.5,True,,False,False,,,,,,,False,False,False,,False,False,,False,True,,False,False,,,,False,False,True
27013,200,155.0,156.7,,140.0,183.0,,,,,,,118.0,91.5,77.5,,178.6,151.0,34.3,186.0,170.0,,122.5,139.7,,,,169.0,163.2,229.1,-45.0,-43.3,,-60.0,-17.0,,,,,,,-82.0,-108.5,-122.5,,-21.4,-49.0,-165.7,-14.0,-30.0,,-77.5,-60.3,,,,-31.0,-36.8,29.1,True,,False,True,,,,,,,False,False,False,,True,False,False,True,True,,False,False,,,,True,True,True
27015,15,18.0,17.6,,17.0,14.0,,,,,,,18.0,14.7,21.7,,16.6,20.4,9.6,19.0,38.0,,12.4,17.5,,,,23.0,16.2,28.1,3.0,2.6,,2.0,-1.0,,,,,,,3.0,-0.3,6.7,,1.6,5.4,-5.4,4.0,23.0,,-2.6,2.5,,,,8.0,1.2,13.1,True,,True,True,,,,,,,False,True,False,,True,False,False,False,False,,True,True,,,,False,True,False
27017,21,21.0,20.6,,21.0,25.0,,,,,,,14.0,21.4,39.5,,4.8,13.4,17.9,21.0,19.0,,36.8,20.0,,,,21.0,27.3,22.0,0.0,-0.4,,0.0,4.0,,,,,,,-7.0,0.4,18.5,,-16.2,-7.6,-3.1,0.0,-2.0,,15.8,-1.0,,,,0.0,6.3,1.0,False,,True,False,,,,,,,False,False,False,,False,False,False,True,False,,False,False,,,,True,False,False
27019,79,88.0,87.9,,83.0,83.0,,,,,,,113.0,97.2,99.4,,57.5,74.7,95.2,88.0,20.0,,39.6,82.8,,,,89.0,111.6,99.8,9.0,8.9,,4.0,4.0,,,,,,,34.0,18.2,20.4,,-21.5,-4.3,16.2,9.0,-59.0,,-39.4,3.8,,,,10.0,32.6,20.8,True,,True,True,,,,,,,False,False,False,,False,True,False,False,False,,False,True,,,,False,False,False
27021,2,14.0,14.1,,7.0,7.0,,,,,,,7.0,16.7,29.8,,5.0,7.2,15.9,14.0,22.0,,3.5,15.7,,,,15.0,20.0,14.1,12.0,12.1,,5.0,5.0,,,,,,,5.0,14.7,27.8,,3.0,5.2,13.9,12.0,20.0,,1.5,13.7,,,,13.0,18.0,12.1,False,,True,True,,,,,,,True,False,False,,True,True,False,False,False,,True,False,,,,False,False,False
27023,20,7.0,5.3,,4.0,7.0,,,,,,,7.0,2.7,10.2,,1.9,4.2,3.9,7.0,15.0,,2.8,6.2,,,,7.0,7.4,19.1,-13.0,-14.7,,-16.0,-13.0,,,,,,,-13.0,-17.3,-9.8,,-18.1,-15.8,-16.1,-13.0,-5.0,,-17.2,-13.8,,,,-13.0,-12.6,-0.9,False,,False,False,,,,,,,False,False,True,,False,False,False,False,True,,False,False,,,,False,True,True
27025,46,40.0,43.4,,40.0,56.0,,,,,,,33.0,53.7,51.9,,37.8,47.5,57.4,28.0,4.0,,36.5,37.6,,,,44.0,64.2,38.6,-6.0,-2.6,,-6.0,10.0,,,,,,,-13.0,7.7,5.9,,-8.2,1.5,11.4,-18.0,-42.0,,-9.5,-8.4,,,,-2.0,18.2,-7.4,True,,False,False,,,,,,,False,False,True,,False,True,False,False,False,,False,False,,,,True,False,False
27027,120,45.0,49.8,,39.0,39.0,,,,,,,69.0,35.3,21.8,,30.4,42.3,21.6,54.0,24.0,,8.7,42.3,,,,56.0,47.8,61.0,-75.0,-70.2,,-81.0,-81.0,,,,,,,-51.0,-84.7,-98.2,,-89.6,-77.7,-98.4,-66.0,-96.0,,-111.3,-77.7,,,,-64.0,-72.2,-59.0,True,,False,False,,,,,,,True,False,False,,False,False,False,True,False,,False,False,,,,True,True,True
27029,2,2.0,1.8,,1.0,0.0,,,,,,,0.0,2.8,0.5,,0.4,0.0,,0.0,0.0,,6.3,1.5,,,,4.0,1.8,6.3,0.0,-0.2,,-1.0,-2.0,,,,,,,-2.0,0.8,-1.5,,-1.6,-2.0,,-2.0,-2.0,,4.3,-0.5,,,,2.0,-0.2,4.3,False,,False,False,,,,,,,False,False,False,,False,False,,False,False,,False,False,,,,False,False,False
27031,0,0.0,0.0,,0.0,0.0,,,,,,,0.0,0.1,1.1,,,0.0,,0.0,1.0,,0.2,0.1,,,,0.0,1.5,3.3,0.0,0.0,,0.0,0.0,,,,,,,0.0,0.1,1.1,,,0.0,,0.0,1.0,,0.2,0.1,,,,0.0,1.5,3.3,False,,True,True,,,,,,,True,False,False,,,False,,True,False,,False,False,,,,True,False,False
27033,8,3.0,2.9,,3.0,6.0,,,,,,,10.0,3.2,5.6,,4.0,7.3,0.0,8.0,3.0,,2.0,4.9,,,,2.0,4.2,19.2,-5.0,-5.1,,-5.0,-2.0,,,,,,,2.0,-4.8,-2.4,,-4.0,-0.7,-8.0,0.0,-5.0,,-6.0,-3.1,,,,-6.0,-3.8,11.2,False,,False,True,,,,,,,True,True,True,,True,True,False,True,False,,False,True,,,,False,True,False
27035,32,16.0,16.4,,16.0,10.0,,,,,,,43.0,20.4,55.8,,6.6,14.9,23.3,18.0,18.0,,10.4,14.3,,,,19.0,23.0,15.3,-16.0,-15.6,,-16.0,-22.0,,,,,,,11.0,-11.6,23.8,,-25.4,-17.1,-8.7,-14.0,-14.0,,-21.6,-17.7,,,,-13.0,-9.0,-16.7,True,,False,False,,,,,,,True,True,False,,False,False,True,True,True,,False,False,,,,True,True,False
27037,626,571.0,569.9,,563.0,640.0,,,,,,,452.0,498.7,401.3,,672.3,583.6,360.5,570.0,296.0,,510.4,558.3,623.0,,,584.0,741.8,679.0,-55.0,-56.1,,-63.0,14.0,,,,,,,-174.0,-127.3,-224.7,,46.3,-42.4,-265.5,-56.0,-330.0,,-115.6,-67.7,-3.0,,,-42.0,115.8,53.0,False,,False,True,,,,,,,False,False,False,,True,True,False,False,False,,False,False,True,,,True,False,True
27039,8,9.0,8.1,,8.0,8.0,,,,,,,14.0,11.1,11.9,,5.7,10.9,9.5,9.0,4.0,,5.9,7.6,,,,8.0,23.2,27.3,1.0,0.1,,0.0,0.0,,,,,,,6.0,3.1,3.9,,-2.3,2.9,1.5,1.0,-4.0,,-2.1,-0.4,,,,0.0,15.2,19.3,True,,True,True,,,,,,,False,False,False,,False,False,False,False,False,,False,True,,,,True,False,False
27041,22,14.0,14.3,,12.0,7.0,,,,,,,40.0,12.2,14.7,,7.4,16.8,8.5,15.0,31.0,,3.0,12.3,,,,14.0,10.8,36.0,-8.0,-7.7,,-10.0,-15.0,,,,,,,18.0,-9.8,-7.3,,-14.6,-5.2,-13.5,-7.0,9.0,,-18.9,-9.7,,,,-8.0,-11.2,14.0,True,,False,False,,,,,,,False,False,True,,False,True,False,True,False,,False,False,,,,False,False,False
27043,7,11.0,11.0,,9.0,13.0,,,,,,,12.0,11.2,9.4,,4.9,9.2,7.5,7.0,0.0,,4.4,9.3,,,,14.0,11.9,16.8,4.0,4.0,,2.0,6.0,,,,,,,5.0,4.2,2.4,,-2.1,2.2,0.5,0.0,-7.0,,-2.6,2.3,,,,7.0,4.9,9.8,True,,True,False,,,,,,,False,False,True,,True,True,True,True,False,,True,True,,,,False,False,False
27045,6,5.0,6.2,,6.0,4.0,,,,,,,12.0,9.2,7.4,,6.9,6.4,,7.0,1.0,,3.6,4.5,,,,4.0,7.5,8.8,-1.0,0.2,,0.0,-2.0,,,,,,,6.0,3.2,1.4,,0.9,0.4,,1.0,-5.0,,-2.4,-1.5,,,,-2.0,1.5,2.8,True,,True,False,,,,,,,False,False,False,,True,True,,False,False,,False,False,,,,False,False,False
27047,22,13.0,14.8,,12.0,10.0,,,,,,,48.0,12.8,14.7,,4.2,11.7,12.4,19.0,27.0,,8.1,9.8,,,,14.0,16.6,42.6,-9.0,-7.2,,-10.0,-12.0,,,,,,,26.0,-9.2,-7.3,,-17.8,-10.3,-9.6,-3.0,5.0,,-13.9,-12.2,,,,-8.0,-5.4,20.6,True,,False,False,,,,,,,False,False,True,,False,False,False,True,True,,False,False,,,,True,True,False
27049,15,22.0,21.4,,22.0,24.0,,,,,,,38.0,26.4,30.6,,11.7,22.6,25.3,28.0,29.0,,21.6,21.0,,,,23.0,27.0,41.5,7.0,6.4,,7.0,9.0,,,,,,,23.0,11.4,15.6,,-3.3,7.6,10.3,13.0,14.0,,6.6,6.0,,,,8.0,12.0,26.5,True,,False,False,,,,,,,False,False,False,,True,False,False,False,False,,True,True,,,,False,False,False
27051,1,0.0,0.8,,1.0,0.0,,,,,,,3.0,0.5,2.0,,1.9,0.1,,0.0,1.0,,1.8,0.6,,,,0.0,2.5,4.1,-1.0,-0.2,,0.0,-1.0,,,,,,,2.0,-0.5,1.0,,0.9,-0.9,,-1.0,0.0,,0.8,-0.4,,,,-1.0,1.5,3.1,True,,True,False,,,,,,,False,True,False,,True,True,,False,True,,True,True,,,,False,False,False
27053,1290,1270.0,1273.7,1059.5,1270.0,1314.0,,,,,,,1475.0,838.0,956.6,,1335.5,1322.5,421.7,1396.0,780.0,,768.8,1278.2,1084.0,,,1298.0,1632.8,1672.9,-20.0,-16.3,-230.5,-20.0,24.0,,,,,,,185.0,-452.0,-333.4,,45.5,32.5,-868.3,106.0,-510.0,,-521.2,-11.8,-206.0,,,8.0,342.8,382.9,True,False,False,False,,,,,,,False,False,False,,False,False,False,False,False,,False,True,False,,,True,False,False
27055,10,9.0,10.1,,8.0,12.0,,,,,,,8.0,8.9,11.4,,5.3,9.4,,13.0,25.0,,7.0,8.1,,,,7.0,8.9,20.4,-1.0,0.1,,-2.0,2.0,,,,,,,-2.0,-1.1,1.4,,-4.7,-0.6,,3.0,15.0,,-3.0,-1.9,,,,-3.0,-1.1,10.4,True,,False,False,,,,,,,False,False,False,,False,True,,False,False,,False,False,,,,False,False,False
27057,3,2.0,2.0,,2.0,0.0,,,,,,,4.0,4.7,10.1,,2.4,2.4,,0.0,1.0,,1.9,1.6,,,,3.0,2.8,9.0,-1.0,-1.0,,-1.0,-3.0,,,,,,,1.0,1.7,7.1,,-0.6,-0.6,,-3.0,-2.0,,-1.1,-1.4,,,,0.0,-0.2,6.0,False,,False,False,,,,,,,False,False,False,,True,True,,False,False,,False,False,,,,True,True,False
