,actual_cases,COVIDhub-baseline,CDDEP-SEIR_MCMC,Columbia_UNC-SurvCon,Covid19Sim-Simulator,CovidAnalytics-DELPHI,IowaStateLW-STEM,MITCovAlliance-SIR,UCLA-SuEIR,USACE-ERDC_SEIR,USC-SI_kJalpha,error-COVIDhub-baseline,error-CDDEP-SEIR_MCMC,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-CovidAnalytics-DELPHI,error-IowaStateLW-STEM,error-MITCovAlliance-SIR,error-UCLA-SuEIR,error-USACE-ERDC_SEIR,error-USC-SI_kJalpha,beat_baseline-CDDEP-SEIR_MCMC,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-IowaStateLW-STEM,beat_baseline-MITCovAlliance-SIR,beat_baseline-UCLA-SuEIR,beat_baseline-USACE-ERDC_SEIR,beat_baseline-USC-SI_kJalpha
42107,238,152.0,194.9,,,,417.0,62.2,174.2,,427.8,-86.0,-43.1,,,,179.0,-175.8,-63.8,,189.8,True,,,,False,False,True,,False
42109,105,32.0,,,,,106.0,,,,169.6,-73.0,,,,,1.0,,,,64.6,,,,,True,,,,True
42111,106,104.0,0.2,,,,223.0,,,,2385.3,-2.0,-105.8,,,,117.0,,,,2279.3,False,,,,False,,,,False
42113,0,0.0,,,,,0.0,,,,0.2,0.0,,,,,0.0,,,,0.2,,,,,True,,,,False
42115,88,64.0,,,,,29.0,33.8,,,115.7,-24.0,,,,,-59.0,-54.2,,,27.7,,,,,False,False,,,False
42117,21,24.0,,,,,57.0,,,,97.0,3.0,,,,,36.0,,,,76.0,,,,,False,,,,False
42119,321,24.0,,,,,79.0,,,,23.9,-297.0,,,,,-242.0,,,,-297.1,,,,,True,,,,False
42121,39,96.0,0.0,,,,300.0,,,,510.3,57.0,-39.0,,,,261.0,,,,471.3,True,,,,False,,,,False
42123,29,16.0,,,,,215.0,,,,792.4,-13.0,,,,,186.0,,,,763.4,,,,,False,,,,False
42125,698,1208.0,235.6,,,,1329.0,1001.2,1164.7,,4836.7,510.0,-462.4,,,,631.0,303.2,466.7,,4138.7,True,,,,False,True,True,,False
42127,51,0.0,32.6,,,,71.0,37.3,,,0.0,-51.0,-18.4,,,,20.0,-13.7,,,-51.0,True,,,,True,True,,,True
42129,893,1608.0,270.8,,,,2178.0,1046.3,2165.9,,2520.1,715.0,-622.2,,,,1285.0,153.3,1272.9,,1627.1,True,,,,False,True,False,,False
42131,26,40.0,,,,,16.0,,,,1146.3,14.0,,,,,-10.0,,,,1120.3,,,,,True,,,,False
42133,1909,1880.0,891.5,,,,2038.0,1352.0,1950.1,,11900.9,-29.0,-1017.5,,,,129.0,-557.0,41.1,,9991.9,False,,,,False,False,False,,False
44001,102,0.0,,,,,285.0,56.9,,,0.0,-102.0,,,,,183.0,-45.1,,,-102.0,,,,,False,True,,,False
44003,472,0.0,85.6,,,,592.0,92.2,,,0.0,-472.0,-386.4,,,,120.0,-379.8,,,-472.0,True,,,,True,True,,,False
44005,126,0.0,124.1,,,,169.0,120.3,,,0.0,-126.0,-1.9,,,,43.0,-5.7,,,-126.0,True,,,,True,True,,,True
44007,3963,0.1,665.8,,,,3701.0,483.1,,,0.0,-3962.9,-3297.2,,,,-262.0,-3479.9,,,-3963.0,True,,,,True,True,,,False
44009,184,0.0,33.1,,,,226.0,37.7,,,0.0,-184.0,-150.9,,,,42.0,-146.3,,,-184.0,True,,,,True,True,,,False
45001,325,248.0,,,,,149.0,183.4,,,277.6,-77.0,,,,,-176.0,-141.6,,,-47.4,,,,,False,False,,,True
45003,1796,1184.0,1099.5,,,,803.0,1473.8,1563.3,,2465.7,-612.0,-696.5,,,,-993.0,-322.2,-232.7,,669.7,False,,,,False,True,True,,False
45005,224,200.0,,,,,21.0,,,,331.7,-24.0,,,,,-203.0,,,,107.7,,,,,False,,,,False
45007,2345,1872.0,2877.8,,,,1650.0,1922.2,2880.5,,4766.9,-473.0,532.8,,,,-695.0,-422.8,535.5,,2421.9,False,,,,False,True,False,,False
45009,387,216.0,,,,,57.0,98.7,,,80.9,-171.0,,,,,-330.0,-288.3,,,-306.1,,,,,False,False,,,False
45011,419,312.0,,,,,25.0,157.3,,,645.0,-107.0,,,,,-394.0,-261.7,,,226.0,,,,,False,False,,,False
45013,3009,4048.0,3659.2,,,,5287.0,1342.4,5990.0,,4905.0,1039.0,650.2,,,,2278.0,-1666.6,2981.0,,1896.0,True,,,,False,False,False,,False
45015,2833,5112.0,7137.2,,,,7176.0,1563.2,2975.3,,4925.7,2279.0,4304.2,,,,4343.0,-1269.8,142.3,,2092.7,False,,,,False,True,True,,True
45017,307,344.0,,,,,32.0,135.0,,,469.7,37.0,,,,,-275.0,-172.0,,,162.7,,,,,False,False,,,False
45019,7119,15168.0,12428.8,,,,6055.0,5547.4,10935.8,,6426.4,8049.0,5309.8,,,,-1064.0,-1571.6,3816.8,,-692.6,True,,,,True,True,True,,True
45021,661,480.0,773.0,,,,1250.0,521.6,,,1110.6,-181.0,112.0,,,,589.0,-139.4,,,449.6,True,,,,False,True,,,False
45023,655,408.0,,,,,356.0,240.2,,,552.3,-247.0,,,,,-299.0,-414.8,,,-102.7,,,,,False,False,,,True
45025,617,392.0,,,,,311.0,215.6,,,571.8,-225.0,,,,,-306.0,-401.4,,,-45.2,,,,,False,False,,,True
45027,519,312.0,,,,,340.0,91.6,,,426.0,-207.0,,,,,-179.0,-427.4,,,-93.0,,,,,True,False,,,True
45029,458,752.0,,,,,839.0,296.8,,,730.6,294.0,,,,,381.0,-161.2,,,272.6,,,,,False,True,,,True
45031,1179,512.0,639.3,,,,791.0,283.2,744.3,,655.1,-667.0,-539.7,,,,-388.0,-895.8,-434.7,,-523.9,True,,,,True,False,True,,True
45033,432,368.0,,,,,675.0,241.7,,,166.7,-64.0,,,,,243.0,-190.3,,,-265.3,,,,,False,False,,,False
45035,2287,3504.0,3831.1,,,,5360.0,1231.2,,,3119.4,1217.0,1544.1,,,,3073.0,-1055.8,,,832.4,False,,,,False,True,,,True
45037,384,208.0,,,,,75.0,159.1,,,863.2,-176.0,,,,,-309.0,-224.9,,,479.2,,,,,False,False,,,False
45039,324,392.0,,,,,168.0,98.1,,,592.6,68.0,,,,,-156.0,-225.9,,,268.6,,,,,False,False,,,False
45041,2894,1720.0,1316.5,,,,5755.0,769.1,4533.2,,1429.4,-1174.0,-1577.5,,,,2861.0,-2124.9,1639.2,,-1464.6,False,,,,False,False,False,,False
45043,1015,1160.0,1163.9,,,,3781.0,500.7,,,1030.2,145.0,148.9,,,,2766.0,-514.3,,,15.2,False,,,,False,False,,,True
45045,5595,9864.0,12957.7,,,,9211.0,4006.8,8621.5,,8544.9,4269.0,7362.7,,,,3616.0,-1588.2,3026.5,,2949.9,False,,,,True,True,True,,True
45047,1179,1864.0,2277.9,,,,974.0,667.4,,,1875.8,685.0,1098.9,,,,-205.0,-511.6,,,696.8,False,,,,True,True,,,False
45049,459,160.0,,,,,69.0,107.0,,,294.9,-299.0,,,,,-390.0,-352.0,,,-164.1,,,,,False,False,,,True
45051,3977,10088.0,15861.5,,,,11485.0,4445.3,4960.8,,4501.8,6111.0,11884.5,,,,7508.0,468.3,983.8,,524.8,False,,,,False,True,True,,True
45053,450,704.0,,,,,343.0,204.8,,,379.1,254.0,,,,,-107.0,-245.2,,,-70.9,,,,,True,True,,,True
45055,855,816.0,858.4,,,,992.0,341.1,1539.3,,243.4,-39.0,3.4,,,,137.0,-513.9,684.3,,-611.6,True,,,,False,False,False,,False
45057,1113,696.0,1994.9,,,,990.0,888.0,3068.6,,353.6,-417.0,881.9,,,,-123.0,-225.0,1955.6,,-759.4,False,,,,True,True,False,,False
45059,798,1344.0,1658.7,,,,901.0,622.5,,,716.1,546.0,860.7,,,,103.0,-175.5,,,-81.9,False,,,,True,True,,,True
45061,347,240.0,,,,,127.0,51.2,,,70.3,-107.0,,,,,-220.0,-295.8,,,-276.7,,,,,False,False,,,False
45063,3218,4096.0,7968.4,,,,4841.0,2028.9,3471.1,,3132.7,878.0,4750.4,,,,1623.0,-1189.1,253.1,,-85.3,False,,,,False,False,True,,True
45065,130,176.0,,,,,7.0,,,,382.7,46.0,,,,,-123.0,,,,252.7,,,,,False,,,,False
45067,433,336.0,,,,,306.0,314.6,,,107.6,-97.0,,,,,-127.0,-118.4,,,-325.4,,,,,False,False,,,False
45069,464,128.0,,,,,239.0,77.0,,,40.0,-336.0,,,,,-225.0,-387.0,,,-424.0,,,,,True,False,,,False
45071,628,816.0,,,,,403.0,404.0,,,572.8,188.0,,,,,-225.0,-224.0,,,-55.2,,,,,False,False,,,True
45073,731,880.0,1265.5,,,,611.0,635.9,,,1653.2,149.0,534.5,,,,-120.0,-95.1,,,922.2,False,,,,True,True,,,False
45075,1741,2064.0,3237.2,,,,948.0,689.3,1701.4,,1886.0,323.0,1496.2,,,,-793.0,-1051.7,-39.6,,145.0,False,,,,False,False,True,,True
45077,1209,1664.0,3192.0,,,,1831.0,1270.9,,,2120.0,455.0,1983.0,,,,622.0,61.9,,,911.0,False,,,,False,True,,,False
45079,7430,5672.0,10426.8,,,,13711.0,2407.1,3790.7,,3789.0,-1758.0,2996.8,,,,6281.0,-5022.9,-3639.3,,-3641.0,False,,,,False,False,False,,False
45081,334,368.0,,,,,133.0,92.6,,,596.3,34.0,,,,,-201.0,-241.4,,,262.3,,,,,False,False,,,False
45083,3177,4224.0,8763.9,,,,5272.0,2596.1,10870.1,,6796.1,1047.0,5586.9,,,,2095.0,-580.9,7693.1,,3619.1,False,,,,False,True,False,,False
45085,1551,1504.0,2972.2,,,,2864.0,624.3,1261.1,,1276.5,-47.0,1421.2,,,,1313.0,-926.7,-289.9,,-274.5,False,,,,False,False,False,,False
45087,334,416.0,,,,,433.0,294.8,,,972.6,82.0,,,,,99.0,-39.2,,,638.6,,,,,False,True,,,False
45089,749,408.0,,,,,700.0,134.4,,,410.8,-341.0,,,,,-49.0,-614.6,,,-338.2,,,,,True,False,,,True
45091,2631,3064.0,5395.0,,,,4168.0,2287.1,2299.0,,3818.1,433.0,2764.0,,,,1537.0,-343.9,-332.0,,1187.1,False,,,,False,True,True,,False
46003,9,0.0,,,,,8.0,,,,0.0,-9.0,,,,,-1.0,,,,-9.0,,,,,True,,,,False
46005,94,96.0,,,,,74.0,14.0,,,22.2,2.0,,,,,-20.0,-80.0,,,-71.8,,,,,False,False,,,False
46007,28,0.0,,,,,0.0,,,,0.0,-28.0,,,,,-28.0,,,,-28.0,,,,,False,,,,False
46009,45,16.0,,,,,52.0,,,,200.9,-29.0,,,,,7.0,,,,155.9,,,,,True,,,,False
46011,374,168.0,,,,,189.0,,,,196.2,-206.0,,,,,-185.0,,,,-177.8,,,,,True,,,,True
46013,418,104.0,,,,,106.0,31.0,,,110.5,-314.0,,,,,-312.0,-387.0,,,-307.5,,,,,True,False,,,True
46015,41,32.0,,,,,8.0,,,,18.4,-9.0,,,,,-33.0,,,,-22.6,,,,,False,,,,False
46017,26,72.0,,,,,4.0,,,,10.0,46.0,,,,,-22.0,,,,-16.0,,,,,True,,,,True
46019,50,24.0,,,,,26.0,,,,517.2,-26.0,,,,,-24.0,,,,467.2,,,,,True,,,,False
46021,4,0.0,,,,,0.0,,,,0.0,-4.0,,,,,-4.0,,,,-4.0,,,,,False,,,,False
46023,30,40.0,,,,,18.0,,,,8.2,10.0,,,,,-12.0,,,,-21.8,,,,,False,,,,False
46025,7,0.0,,,,,21.0,,,,0.0,-7.0,,,,,14.0,,,,-7.0,,,,,False,,,,True
46027,354,48.0,,,,,169.0,,,,12.2,-306.0,,,,,-185.0,,,,-341.8,,,,,True,,,,False
46029,322,72.0,,,,,95.0,,,,27.7,-250.0,,,,,-227.0,,,,-294.3,,,,,True,,,,False
46031,47,8.0,,,,,8.0,,,,7.5,-39.0,,,,,-39.0,,,,-39.5,,,,,False,,,,False
46033,126,0.0,,,,,15.0,,,,0.0,-126.0,,,,,-111.0,,,,-126.0,,,,,True,,,,True
46035,100,80.0,,,,,126.0,,,,310.7,-20.0,,,,,26.0,,,,210.7,,,,,False,,,,False
46037,24,16.0,,,,,16.0,,,,0.2,-8.0,,,,,-8.0,,,,-23.8,,,,,False,,,,False
46039,49,8.0,,,,,21.0,,,,115.7,-41.0,,,,,-28.0,,,,66.7,,,,,True,,,,False
46041,76,200.0,,,,,0.0,,,,214.2,124.0,,,,,-76.0,,,,138.2,,,,,True,,,,False
46043,22,24.0,,,,,22.0,,,,0.1,2.0,,,,,0.0,,,,-21.9,,,,,True,,,,False
46045,26,0.0,,,,,10.0,,,,0.0,-26.0,,,,,-16.0,,,,-26.0,,,,,True,,,,True
46047,50,8.0,,,,,24.0,,,,237.0,-42.0,,,,,-26.0,,,,187.0,,,,,True,,,,False
46049,14,8.0,,,,,8.0,,,,87.8,-6.0,,,,,-6.0,,,,73.8,,,,,False,,,,False
46051,35,24.0,,,,,54.0,,,,334.1,-11.0,,,,,19.0,,,,299.1,,,,,False,,,,False
46053,30,8.0,,,,,8.0,,,,4.0,-22.0,,,,,-22.0,,,,-26.0,,,,,False,,,,False
46055,5,8.0,,,,,0.0,,,,0.0,3.0,,,,,-5.0,,,,-5.0,,,,,False,,,,False
46057,52,0.0,,,,,40.0,,,,0.0,-52.0,,,,,-12.0,,,,-52.0,,,,,True,,,,True
46059,9,0.0,,,,,0.0,,,,0.0,-9.0,,,,,-9.0,,,,-9.0,,,,,False,,,,False
46061,13,32.0,,,,,38.0,,,,2.4,19.0,,,,,25.0,,,,-10.6,,,,,False,,,,True
46063,2,0.0,,,,,6.0,,,,,-2.0,,,,,4.0,,,,,,,,,False,,,,
46065,73,40.0,,,,,24.0,,,,7.0,-33.0,,,,,-49.0,,,,-66.0,,,,,False,,,,False
46067,41,8.0,,,,,73.0,,,,0.0,-33.0,,,,,32.0,,,,-41.0,,,,,True,,,,False
46069,5,0.0,,,,,0.0,,,,0.0,-5.0,,,,,-5.0,,,,-5.0,,,,,False,,,,False
46071,6,0.0,,,,,0.0,,,,0.0,-6.0,,,,,-6.0,,,,-6.0,,,,,False,,,,False
46073,6,0.0,,,,,28.0,,,,0.0,-6.0,,,,,22.0,,,,-6.0,,,,,False,,,,False
46075,4,8.0,,,,,0.0,,,,43.5,4.0,,,,,-4.0,,,,39.5,,,,,False,,,,False
46077,19,0.0,,,,,28.0,,,,0.0,-19.0,,,,,9.0,,,,-19.0,,,,,True,,,,False
46079,102,56.0,,,,,77.0,,,,579.8,-46.0,,,,,-25.0,,,,477.8,,,,,True,,,,False
46081,239,8.0,,,,,131.0,,,,1212.1,-231.0,,,,,-108.0,,,,973.1,,,,,True,,,,False
46083,582,200.0,151.1,,,,334.0,259.7,,,525.6,-382.0,-430.9,,,,-248.0,-322.3,,,-56.4,False,,,,True,True,,,True
46085,23,96.0,,,,,0.0,,,,59.4,73.0,,,,,-23.0,,,,36.4,,,,,True,,,,True
46087,42,24.0,,,,,56.0,,,,19.0,-18.0,,,,,14.0,,,,-23.0,,,,,True,,,,False
46089,8,0.0,,,,,8.0,,,,0.1,-8.0,,,,,0.0,,,,-7.9,,,,,True,,,,True
46091,14,0.0,,,,,17.0,,,,0.0,-14.0,,,,,3.0,,,,-14.0,,,,,True,,,,False
46093,287,24.0,,,,,69.0,,,,2.2,-263.0,,,,,-218.0,,,,-284.8,,,,,True,,,,False
46095,16,16.0,,,,,0.0,,,,63.6,0.0,,,,,-16.0,,,,47.6,,,,,False,,,,False
46097,7,8.0,,,,,22.0,,,,0.0,1.0,,,,,15.0,,,,-7.0,,,,,False,,,,False
46099,1797,736.0,275.3,,,,752.0,46.0,459.1,,2280.9,-1061.0,-1521.7,,,,-1045.0,-1751.0,-1337.9,,483.9,False,,,,True,False,False,,True
46101,28,0.0,,,,,49.0,,,,0.0,-28.0,,,,,21.0,,,,-28.0,,,,,True,,,,True
46102,86,120.0,,,,,0.0,,,,57.4,34.0,,,,,-86.0,,,,-28.6,,,,,False,,,,True
46103,968,592.0,1116.1,,,,171.0,443.6,,,1115.7,-376.0,148.1,,,,-797.0,-524.4,,,147.7,True,,,,False,False,,,True
46105,23,8.0,,,,,0.0,,,,0.0,-15.0,,,,,-23.0,,,,-23.0,,,,,False,,,,False
46107,24,0.0,,,,,0.0,,,,,-24.0,,,,,-24.0,,,,,,,,,False,,,,
46109,50,56.0,,,,,32.0,,,,30.4,6.0,,,,,-18.0,,,,-19.6,,,,,False,,,,False
46111,5,0.0,,,,,15.0,,,,0.0,-5.0,,,,,10.0,,,,-5.0,,,,,False,,,,False
46115,48,0.0,,,,,28.0,,,,0.0,-48.0,,,,,-20.0,,,,-48.0,,,,,True,,,,True
46117,8,8.0,,,,,0.0,,,,0.0,0.0,,,,,-8.0,,,,-8.0,,,,,False,,,,False
46119,7,0.0,,,,,0.0,,,,0.0,-7.0,,,,,-7.0,,,,-7.0,,,,,False,,,,False
46121,24,64.0,,,,,2.0,,,,402.0,40.0,,,,,-22.0,,,,378.0,,,,,True,,,,False
46123,6,8.0,,,,,0.0,,,,2.5,2.0,,,,,-6.0,,,,-3.5,,,,,False,,,,False
46125,64,32.0,,,,,56.0,,,,40.6,-32.0,,,,,-8.0,,,,-23.4,,,,,True,,,,True
46127,140,136.0,,,,,239.0,59.7,,,451.6,-4.0,,,,,99.0,-80.3,,,311.6,,,,,False,False,,,False
46129,36,8.0,,,,,12.0,,,,1.8,-28.0,,,,,-24.0,,,,-34.2,,,,,True,,,,False
46135,169,40.0,,,,,65.0,,,,7.7,-129.0,,,,,-104.0,,,,-161.3,,,,,True,,,,False
46137,52,16.0,,,,,0.0,,,,128.3,-36.0,,,,,-52.0,,,,76.3,,,,,False,,,,False
47001,741,488.0,209.6,,,,617.0,624.1,,,1764.8,-253.0,-531.4,,,,-124.0,-116.9,,,1023.8,False,,,,True,True,,,False
47003,526,512.0,,,,,1367.0,250.7,,,342.3,-14.0,,,,,841.0,-275.3,,,-183.7,,,,,False,False,,,False
47005,265,16.0,,,,,8.0,,,,540.0,-249.0,,,,,-257.0,,,,275.0,,,,,False,,,,False
47007,170,80.0,,,,,216.0,0.1,,,49.3,-90.0,,,,,46.0,-169.9,,,-120.7,,,,,True,False,,,False
47009,1789,976.0,463.7,,,,1098.0,1221.5,,,2830.8,-813.0,-1325.3,,,,-691.0,-567.5,,,1041.8,False,,,,True,True,,,False
47011,1610,2280.0,4099.8,,,,2728.0,1262.8,,,1606.1,670.0,2489.8,,,,1118.0,-347.2,,,-3.9,False,,,,False,True,,,True
47013,288,168.0,,,,,155.0,,,,373.0,-120.0,,,,,-133.0,,,,85.0,,,,,False,,,,True
47015,179,104.0,,,,,56.0,,,,472.4,-75.0,,,,,-123.0,,,,293.4,,,,,False,,,,False
47017,637,32.0,,,,,83.0,,,,6.4,-605.0,,,,,-554.0,,,,-630.6,,,,,True,,,,False
47019,877,368.0,42.2,,,,847.0,330.5,,,1972.0,-509.0,-834.8,,,,-30.0,-546.5,,,1095.0,False,,,,True,False,,,False
47021,462,352.0,,,,,151.0,210.1,,,981.8,-110.0,,,,,-311.0,-251.9,,,519.8,,,,,False,False,,,False
47023,390,232.0,,,,,160.0,,,,537.9,-158.0,,,,,-230.0,,,,147.9,,,,,False,,,,True
47025,315,192.0,,,,,203.0,,,,125.7,-123.0,,,,,-112.0,,,,-189.3,,,,,True,,,,False
47027,111,32.0,,,,,5.0,,,,3.9,-79.0,,,,,-106.0,,,,-107.1,,,,,False,,,,False
47029,529,360.0,,,,,417.0,237.9,,,471.6,-169.0,,,,,-112.0,-291.1,,,-57.4,,,,,True,False,,,True
47031,674,192.0,189.0,,,,624.0,156.3,,,813.8,-482.0,-485.0,,,,-50.0,-517.7,,,139.8,False,,,,True,False,,,True
47033,381,136.0,,,,,100.0,,,,334.1,-245.0,,,,,-281.0,,,,-46.9,,,,,False,,,,True
47035,773,264.0,113.9,,,,184.0,199.8,,,1791.6,-509.0,-659.1,,,,-589.0,-573.2,,,1018.6,False,,,,False,False,,,False
47037,10839,19488.0,18753.4,,,,25611.0,7532.4,14455.2,,8109.9,8649.0,7914.4,,,,14772.0,-3306.6,3616.2,,-2729.1,True,,,,False,True,True,,True
47039,314,40.0,,,,,34.0,,,,393.3,-274.0,,,,,-280.0,,,,79.3,,,,,False,,,,True
47041,418,152.0,,,,,265.0,,,,391.1,-266.0,,,,,-153.0,,,,-26.9,,,,,True,,,,True
47043,732,416.0,205.9,,,,251.0,311.3,,,999.9,-316.0,-526.1,,,,-481.0,-420.7,,,267.9,False,,,,False,False,,,True
47045,743,344.0,,,,,892.0,283.4,,,439.0,-399.0,,,,,149.0,-459.6,,,-304.0,,,,,True,False,,,True
47047,615,448.0,,,,,479.0,301.2,,,681.6,-167.0,,,,,-136.0,-313.8,,,66.6,,,,,True,False,,,True
47049,265,32.0,,,,,24.0,,,,4.7,-233.0,,,,,-241.0,,,,-260.3,,,,,False,,,,False
47051,498,256.0,,,,,313.0,190.7,,,1368.4,-242.0,,,,,-185.0,-307.3,,,870.4,,,,,True,False,,,False
47053,1018,392.0,,,,,433.0,419.7,,,1461.5,-626.0,,,,,-585.0,-598.3,,,443.5,,,,,True,True,,,True
47055,370,360.0,,,,,113.0,161.6,,,930.0,-10.0,,,,,-257.0,-208.4,,,560.0,,,,,False,False,,,False
47057,235,112.0,,,,,106.0,,,,279.5,-123.0,,,,,-129.0,,,,44.5,,,,,False,,,,True
47059,768,400.0,7.6,,,,428.0,374.1,,,1442.4,-368.0,-760.4,,,,-340.0,-393.9,,,674.4,False,,,,True,False,,,False
47061,92,48.0,,,,,72.0,,,,5.8,-44.0,,,,,-20.0,,,,-86.2,,,,,True,,,,False
47063,1213,1240.0,965.2,,,,2434.0,694.9,,,1008.3,27.0,-247.8,,,,1221.0,-518.1,,,-204.7,False,,,,False,False,,,False
47065,5122,4712.0,1626.1,,,,10702.0,1591.6,3058.1,,8144.4,-410.0,-3495.9,,,,5580.0,-3530.4,-2063.9,,3022.4,False,,,,False,False,False,,False
47067,88,56.0,,,,,9.0,,,,18.0,-32.0,,,,,-79.0,,,,-70.0,,,,,False,,,,False
47069,867,656.0,,,,,504.0,26.3,,,403.2,-211.0,,,,,-363.0,-840.7,,,-463.8,,,,,False,False,,,False
47071,666,128.0,,,,,200.0,205.3,,,81.9,-538.0,,,,,-466.0,-460.7,,,-584.1,,,,,True,True,,,False
47073,606,240.0,10.5,,,,327.0,,,,1664.7,-366.0,-595.5,,,,-279.0,,,,1058.7,False,,,,True,,,,False
47075,680,216.0,,,,,141.0,155.5,,,343.8,-464.0,,,,,-539.0,-524.5,,,-336.2,,,,,False,False,,,True
47077,880,208.0,,,,,100.0,,,,897.4,-672.0,,,,,-780.0,,,,17.4,,,,,False,,,,True
47079,472,56.0,,,,,46.0,,,,1082.4,-416.0,,,,,-426.0,,,,610.4,,,,,False,,,,False
47081,300,184.0,,,,,32.0,75.7,,,311.8,-116.0,,,,,-268.0,-224.3,,,11.8,,,,,False,False,,,True
47083,97,40.0,,,,,11.0,,,,257.2,-57.0,,,,,-86.0,,,,160.2,,,,,False,,,,False
47085,141,96.0,,,,,13.0,,,,13.1,-45.0,,,,,-128.0,,,,-127.9,,,,,False,,,,False
47087,216,168.0,,,,,14.0,,,,411.0,-48.0,,,,,-202.0,,,,195.0,,,,,False,,,,False
47089,705,440.0,328.2,,,,464.0,461.3,,,1074.3,-265.0,-376.8,,,,-241.0,-243.7,,,369.3,False,,,,True,True,,,False
47091,390,16.0,,,,,25.0,,,,0.8,-374.0,,,,,-365.0,,,,-389.2,,,,,True,,,,False
47093,5462,3592.0,3994.4,,,,5836.0,4737.9,4783.8,,5609.9,-1870.0,-1467.6,,,,374.0,-724.1,-678.2,,147.9,True,,,,True,True,True,,True
47095,155,48.0,,,,,181.0,5.3,,,0.0,-107.0,,,,,26.0,-149.7,,,-155.0,,,,,True,False,,,False
47097,571,296.0,,,,,477.0,246.1,,,325.0,-275.0,,,,,-94.0,-324.9,,,-246.0,,,,,True,False,,,True
47099,564,600.0,,,,,338.0,550.4,,,1190.6,36.0,,,,,-226.0,-13.6,,,626.6,,,,,False,True,,,False
47101,140,40.0,,,,,3.0,,,,546.5,-100.0,,,,,-137.0,,,,406.5,,,,,False,,,,False
47103,359,184.0,,,,,185.0,,,,875.9,-175.0,,,,,-174.0,,,,516.9,,,,,True,,,,False
47105,672,416.0,993.2,,,,663.0,207.7,,,1416.9,-256.0,321.2,,,,-9.0,-464.3,,,744.9,False,,,,True,False,,,False
47107,580,352.0,172.7,,,,844.0,210.0,338.4,,1124.9,-228.0,-407.3,,,,264.0,-370.0,-241.6,,544.9,False,,,,False,False,False,,False
47109,524,256.0,,,,,221.0,302.7,,,707.3,-268.0,,,,,-303.0,-221.3,,,183.3,,,,,False,True,,,True
47111,365,1160.0,,,,,275.0,289.3,,,352.0,795.0,,,,,-90.0,-75.7,,,-13.0,,,,,True,True,,,True
47113,1691,488.0,64.4,,,,2861.0,491.3,,,181.5,-1203.0,-1626.6,,,,1170.0,-1199.7,,,-1509.5,False,,,,True,True,,,False
47115,286,192.0,,,,,299.0,,,,428.3,-94.0,,,,,13.0,,,,142.3,,,,,True,,,,False
47117,471,208.0,,,,,120.0,253.3,,,241.8,-263.0,,,,,-351.0,-217.7,,,-229.2,,,,,False,True,,,True
47119,1402,896.0,1019.9,,,,738.0,830.5,,,1433.5,-506.0,-382.1,,,,-664.0,-571.5,,,31.5,True,,,,False,False,,,True
47121,138,48.0,,,,,87.0,,,,526.4,-90.0,,,,,-51.0,,,,388.4,,,,,True,,,,False
47123,705,136.0,,,,,206.0,176.0,,,1621.0,-569.0,,,,,-499.0,-529.0,,,916.0,,,,,True,True,,,False
47125,1844,1464.0,981.3,,,,802.0,1527.6,1976.1,,5816.8,-380.0,-862.7,,,,-1042.0,-316.4,132.1,,3972.8,False,,,,False,True,True,,False
47127,104,72.0,,,,,25.0,,,,123.6,-32.0,,,,,-79.0,,,,19.6,,,,,False,,,,True
47129,230,48.0,,,,,43.0,,,,59.3,-182.0,,,,,-187.0,,,,-170.7,,,,,False,,,,True
47131,798,56.0,,,,,243.0,236.5,,,2.1,-742.0,,,,,-555.0,-561.5,,,-795.9,,,,,True,True,,,False
47133,456,88.0,,,,,55.0,,,,191.7,-368.0,,,,,-401.0,,,,-264.3,,,,,False,,,,True
47135,83,24.0,,,,,18.0,,,,21.2,-59.0,,,,,-65.0,,,,-61.8,,,,,False,,,,False
47137,77,8.0,,,,,0.0,,,,212.3,-69.0,,,,,-77.0,,,,135.3,,,,,False,,,,False
47139,296,80.0,,,,,81.0,,,,513.7,-216.0,,,,,-215.0,,,,217.7,,,,,True,,,,False
47141,1496,1032.0,1092.6,,,,1437.0,477.6,1054.5,,838.1,-464.0,-403.4,,,,-59.0,-1018.4,-441.5,,-657.9,True,,,,True,False,True,,False
47143,365,296.0,,,,,479.0,75.6,,,879.8,-69.0,,,,,114.0,-289.4,,,514.8,,,,,False,False,,,False
47145,602,160.0,0.3,,,,240.0,,,,780.8,-442.0,-601.7,,,,-362.0,,,,178.8,False,,,,True,,,,True
47147,1055,784.0,1500.5,,,,428.0,283.5,803.3,,1233.9,-271.0,445.5,,,,-627.0,-771.5,-251.7,,178.9,False,,,,False,False,True,,True
47149,4585,4848.0,4004.2,,,,5994.0,2080.1,5908.0,,4610.0,263.0,-580.8,,,,1409.0,-2504.9,1323.0,,25.0,False,,,,False,False,False,,True
47151,143,72.0,,,,,18.0,,,,774.0,-71.0,,,,,-125.0,,,,631.0,,,,,False,,,,False
47153,124,88.0,,,,,50.0,,,,39.2,-36.0,,,,,-74.0,,,,-84.8,,,,,False,,,,False
