,actual_cases,COVIDhub-baseline,CDDEP-SEIR_MCMC,CU-select,Columbia_UNC-SurvCon,Covid19Sim-Simulator,CovidAnalytics-DELPHI,IHME-CurveFit,IowaStateLW-STEM,LANL-GrowthRate,MITCovAlliance-SIR,UCLA-SuEIR,USACE-ERDC_SEIR,USC-SI_kJalpha,error-COVIDhub-baseline,error-CDDEP-SEIR_MCMC,error-CU-select,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-CovidAnalytics-DELPHI,error-IHME-CurveFit,error-IowaStateLW-STEM,error-LANL-GrowthRate,error-MITCovAlliance-SIR,error-UCLA-SuEIR,error-USACE-ERDC_SEIR,error-USC-SI_kJalpha,beat_baseline-CDDEP-SEIR_MCMC,beat_baseline-CU-select,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-IHME-CurveFit,beat_baseline-IowaStateLW-STEM,beat_baseline-LANL-GrowthRate,beat_baseline-MITCovAlliance-SIR,beat_baseline-UCLA-SuEIR,beat_baseline-USACE-ERDC_SEIR,beat_baseline-USC-SI_kJalpha
01081,2710,1560.0,3160.9,774.0,,,,,2350.0,1124.5,1266.7,684.9,,,-1150.0,450.9,-1936.0,,,,,-360.0,-1585.5,-1443.3,-2025.1,,,True,False,,,,,True,False,False,False,,
01083,731,1122.0,1542.9,817.0,,,,,1426.0,735.0,939.2,1110.6,,,391.0,811.9,86.0,,,,,695.0,4.0,208.2,379.6,,,False,True,,,,,False,True,True,True,,
01085,85,114.0,,41.0,,,,,151.0,10.6,2.6,45.1,,,29.0,,-44.0,,,,,66.0,-74.4,-82.4,-39.9,,,,False,,,,,False,False,False,False,,
01087,156,216.0,,245.0,,,,,170.0,34.6,76.0,303.2,,,60.0,,89.0,,,,,14.0,-121.4,-80.0,147.2,,,,False,,,,,True,False,False,False,,
01089,2540,4914.0,6417.4,2915.0,,,,,5194.0,6338.1,3335.4,33646.6,,,2374.0,3877.4,375.0,,,,,2654.0,3798.1,795.4,31106.6,,,False,True,,,,,False,False,True,False,,
01091,190,360.0,,446.0,,,,,517.0,181.1,133.6,457.6,,,170.0,,256.0,,,,,327.0,-8.9,-56.4,267.6,,,,False,,,,,False,True,True,False,,
01093,314,324.0,,192.0,,,,,496.0,232.3,212.9,1703.2,,,10.0,,-122.0,,,,,182.0,-81.7,-101.1,1389.2,,,,False,,,,,False,False,False,False,,
01095,997,2022.0,2504.7,1989.0,,,,,2392.0,1803.9,844.8,1111.9,,,1025.0,1507.7,992.0,,,,,1395.0,806.9,-152.2,114.9,,,False,True,,,,,False,True,True,True,,
01097,5300,7182.0,4495.6,6797.0,,,,,8944.0,9420.9,2762.7,16016.2,,,1882.0,-804.4,1497.0,,,,,3644.0,4120.9,-2537.3,10716.2,,,True,True,,,,,False,False,False,False,,
01099,153,228.0,,351.0,,,,,485.0,86.5,139.9,68.8,,,75.0,,198.0,,,,,332.0,-66.5,-13.1,-84.2,,,,False,,,,,False,True,True,False,,
01101,2398,3714.0,4234.1,4652.0,,,,,5046.0,1814.8,1523.5,3380.2,,,1316.0,1836.1,2254.0,,,,,2648.0,-583.2,-874.5,982.2,,,False,False,,,,,False,True,True,True,,
01103,1018,1752.0,1692.0,1063.0,,,,,2341.0,892.7,829.9,1343.7,,,734.0,674.0,45.0,,,,,1323.0,-125.3,-188.1,325.7,,,True,True,,,,,False,True,True,True,,
01105,120,390.0,,371.0,,,,,109.0,298.1,53.7,306.0,,,270.0,,251.0,,,,,-11.0,178.1,-66.3,186.0,,,,True,,,,,True,True,True,True,,
01107,246,186.0,,150.0,,,,,323.0,88.9,111.0,108.8,,,-60.0,,-96.0,,,,,77.0,-157.1,-135.0,-137.2,,,,False,,,,,False,False,False,False,,
01109,433,306.0,,435.0,,,,,723.0,95.1,120.8,161.7,,,-127.0,,2.0,,,,,290.0,-337.9,-312.2,-271.3,,,,True,,,,,False,False,False,False,,
01111,176,342.0,,693.0,,,,,244.0,59.8,138.7,256.2,,,166.0,,517.0,,,,,68.0,-116.2,-37.3,80.2,,,,False,,,,,True,True,True,True,,
01113,573,876.0,1067.4,644.0,,,,,750.0,523.5,395.3,899.8,,,303.0,494.4,71.0,,,,,177.0,-49.5,-177.7,326.8,,,False,True,,,,,True,True,True,False,,
01115,916,1170.0,973.7,672.0,,,,,1015.0,1038.5,942.3,3132.5,,,254.0,57.7,-244.0,,,,,99.0,122.5,26.3,2216.5,,,True,True,,,,,True,True,True,False,,
01117,2139,2682.0,3116.0,1666.0,,,,,3273.0,2646.4,1716.9,3008.6,,,543.0,977.0,-473.0,,,,,1134.0,507.4,-422.1,869.6,,,False,True,,,,,False,True,True,False,,
01119,71,138.0,,108.0,,,,,232.0,13.5,1.7,58.6,,,67.0,,37.0,,,,,161.0,-57.5,-69.3,-12.4,,,,True,,,,,False,True,False,True,,
01121,1019,810.0,2021.8,872.0,,,,,1136.0,720.9,781.2,3001.2,,,-209.0,1002.8,-147.0,,,,,117.0,-298.1,-237.8,1982.2,,,False,True,,,,,True,False,False,False,,
01123,288,384.0,,621.0,,,,,575.0,245.2,126.4,263.2,,,96.0,,333.0,,,,,287.0,-42.8,-161.6,-24.8,,,,False,,,,,False,True,False,True,,
01125,2731,2628.0,5322.4,2539.0,,,,,4167.0,2043.2,1289.0,2016.4,,,-103.0,2591.4,-192.0,,,,,1436.0,-687.8,-1442.0,-714.6,,,False,False,,,,,False,False,False,False,,
01127,631,780.0,2219.5,624.0,,,,,1339.0,303.0,359.3,411.9,,,149.0,1588.5,-7.0,,,,,708.0,-328.0,-271.7,-219.1,,,False,True,,,,,False,False,False,False,,
01129,250,426.0,,1136.0,,,,,441.0,126.0,84.5,513.7,,,176.0,,886.0,,,,,191.0,-124.0,-165.5,263.7,,,,False,,,,,False,True,True,False,,
01131,129,234.0,,111.0,,,,,129.0,64.7,53.6,124.7,,,105.0,,-18.0,,,,,0.0,-64.3,-75.4,-4.3,,,,True,,,,,True,True,True,True,,
01133,226,222.0,,189.0,,,,,367.0,112.7,173.7,165.3,,,-4.0,,-37.0,,,,,141.0,-113.3,-52.3,-60.7,,,,False,,,,,False,False,False,False,,
02013,7,6.0,,0.0,,,,,,,,,,,-1.0,,-7.0,,,,,,,,,,,,False,,,,,,,,,,
02016,8,6.0,,0.0,,,,,,,,3.7,,,-2.0,,-8.0,,,,,,,,-4.3,,,,False,,,,,,,,False,,
02020,2109,1860.0,2452.8,3168.0,,,,,,2660.0,1933.0,1930.5,,,-249.0,343.8,1059.0,,,,,,551.0,-176.0,-178.5,,,False,False,,,,,,False,True,True,,
02050,43,12.0,,0.0,,,,,,6.9,,,,,-31.0,,-43.0,,,,,,-36.1,,,,,,False,,,,,,False,,,,
02060,0,6.0,,0.0,,,,,,2.0,,6.6,,,6.0,,0.0,,,,,,2.0,,6.6,,,,True,,,,,,True,,False,,
02068,2,6.0,,0.0,,,,,,,,,,,4.0,,-2.0,,,,,,,,,,,,True,,,,,,,,,,
02070,5,0.0,,0.0,,,,,,0.2,,0.0,,,-5.0,,-5.0,,,,,,-4.8,,-5.0,,,,False,,,,,,True,,False,,
02090,392,348.0,547.8,,,,,,,392.7,486.0,1340.2,,,-44.0,155.8,,,,,,,0.7,94.0,948.2,,,False,,,,,,,True,False,False,,
02100,0,6.0,,0.0,,,,,,,,5.0,,,6.0,,0.0,,,,,,,,5.0,,,,True,,,,,,,,True,,
02105,0,0.0,,0.0,,,,,,,,,,,0.0,,0.0,,,,,,,,,,,,True,,,,,,,,,,
02110,161,90.0,,101.0,,,,,,54.7,,49.3,,,-71.0,,-60.0,,,,,,-106.3,,-111.7,,,,True,,,,,,False,,False,,
02122,246,222.0,615.5,93.0,,,,,,27.4,340.8,197.3,,,-24.0,369.5,-153.0,,,,,,-218.6,94.8,-48.7,,,False,False,,,,,,False,False,False,,
02130,22,48.0,,,,,,,,12.0,,26.2,,,26.0,,,,,,,,-10.0,,4.2,,,,,,,,,,True,,True,,
02150,47,0.0,,0.0,,,,,,0.7,,0.8,,,-47.0,,-47.0,,,,,,-46.3,,-46.2,,,,False,,,,,,True,,True,,
02158,5,0.0,,0.0,,,,,,,,0.8,,,-5.0,,-5.0,,,,,,,,-4.2,,,,False,,,,,,,,True,,
02164,12,0.0,,0.0,,,,,,,,,,,-12.0,,-12.0,,,,,,,,,,,,False,,,,,,,,,,
02170,289,294.0,359.2,153.0,,,,,,171.9,489.2,288.4,,,5.0,70.2,-136.0,,,,,,-117.1,200.2,-0.6,,,False,False,,,,,,False,False,True,,
02180,28,12.0,,0.0,,,,,,3.3,,,,,-16.0,,-28.0,,,,,,-24.7,,,,,,False,,,,,,False,,,,
02185,47,12.0,,0.0,,,,,,1.1,,13.8,,,-35.0,,-47.0,,,,,,-45.9,,-33.2,,,,False,,,,,,False,,True,,
02188,57,36.0,,,,,,,,3.3,,28.5,,,-21.0,,,,,,,,-53.7,,-28.5,,,,,,,,,,False,,False,,
02195,2,0.0,,0.0,,,,,,1.1,,0.0,,,-2.0,,-2.0,,,,,,-0.9,,-2.0,,,,False,,,,,,True,,True,,
02198,25,0.0,,0.0,,,,,,1.5,,0.0,,,-25.0,,-25.0,,,,,,-23.5,,-25.0,,,,False,,,,,,True,,True,,
02220,27,18.0,,0.0,,,,,,6.1,,14.9,,,-9.0,,-27.0,,,,,,-20.9,,-12.1,,,,False,,,,,,False,,False,,
02230,0,0.0,,0.0,,,,,,,,,,,0.0,,0.0,,,,,,,,,,,,True,,,,,,,,,,
02240,8,18.0,,0.0,,,,,,2.2,,12.4,,,10.0,,-8.0,,,,,,-5.8,,4.4,,,,True,,,,,,True,,True,,
02261,45,120.0,,49.0,,,,,,12.3,,,,,75.0,,4.0,,,,,,-32.7,,,,,,True,,,,,,True,,,,
02275,9,0.0,,0.0,,,,,,,,0.1,,,-9.0,,-9.0,,,,,,,,-8.9,,,,False,,,,,,,,True,,
02282,21,6.0,,0.0,,,,,,,,,,,-15.0,,-21.0,,,,,,,,,,,,False,,,,,,,,,,
02290,32,132.0,,0.0,,,,,,30.2,,,,,100.0,,-32.0,,,,,,-1.8,,,,,,True,,,,,,True,,,,
04001,455,1038.0,889.5,1083.0,,,,,718.0,359.5,52.0,517.2,,,583.0,434.5,628.0,,,,,263.0,-95.5,-403.0,62.2,,,True,False,,,,,True,True,True,True,,
04003,485,876.0,4373.1,491.0,,,,,1170.0,229.5,736.3,477.1,,,391.0,3888.1,6.0,,,,,685.0,-255.5,251.3,-7.9,,,False,True,,,,,False,True,True,True,,
04005,543,1212.0,1450.9,984.0,,,,,1449.0,544.3,549.4,1918.5,,,669.0,907.9,441.0,,,,,906.0,1.3,6.4,1375.5,,,False,True,,,,,False,True,True,False,,
04007,456,810.0,716.1,1045.0,,,,,625.0,854.3,323.1,419.9,,,354.0,260.1,589.0,,,,,169.0,398.3,-132.9,-36.1,,,True,False,,,,,True,False,True,True,,
04009,401,504.0,,911.0,,,,,277.0,307.1,257.0,1339.7,,,103.0,,510.0,,,,,-124.0,-93.9,-144.0,938.7,,,,False,,,,,False,True,False,False,,
04011,21,6.0,,0.0,,,,,132.0,14.1,,0.2,,,-15.0,,-21.0,,,,,111.0,-6.9,,-20.8,,,,False,,,,,False,True,,False,,
04012,58,168.0,,172.0,,,,,176.0,16.2,35.6,85.2,,,110.0,,114.0,,,,,118.0,-41.8,-22.4,27.2,,,,False,,,,,False,True,True,True,,
04013,28565,80526.0,136467.3,53469.0,,,,,71481.0,72298.9,43024.1,43644.8,,,51961.0,107902.3,24904.0,,,,,42916.0,43733.9,14459.1,15079.8,,,False,True,,,,,True,True,True,True,,
04015,1066,2712.0,5624.7,2531.0,,,,,2625.0,1294.5,1515.9,2235.6,,,1646.0,4558.7,1465.0,,,,,1559.0,228.5,449.9,1169.6,,,False,True,,,,,True,True,True,True,,
04017,605,1686.0,2952.8,1198.0,,,,,1368.0,991.3,176.8,789.8,,,1081.0,2347.8,593.0,,,,,763.0,386.3,-428.2,184.8,,,False,True,,,,,True,True,True,True,,
04019,7042,9180.0,20272.1,7387.0,,,,,9869.0,7142.7,5584.2,5703.8,,,2138.0,13230.1,345.0,,,,,2827.0,100.7,-1457.8,-1338.2,,,False,True,,,,,False,True,True,True,,
04021,2568,5052.0,11162.3,4128.0,,,,,3312.0,4233.9,2298.6,2120.1,,,2484.0,8594.3,1560.0,,,,,744.0,1665.9,-269.4,-447.9,,,False,True,,,,,True,True,True,True,,
04023,311,1350.0,,789.0,,,,,1167.0,387.1,53.5,673.0,,,1039.0,,478.0,,,,,856.0,76.1,-257.5,362.0,,,,True,,,,,True,True,True,True,,
04025,815,1224.0,2298.6,1359.0,,,,,2054.0,862.7,1266.6,569.2,,,409.0,1483.6,544.0,,,,,1239.0,47.7,451.6,-245.8,,,False,False,,,,,False,True,False,True,,
04027,2175,6312.0,3135.1,4387.0,,,,,4302.0,1584.0,456.0,5906.9,,,4137.0,960.1,2212.0,,,,,2127.0,-591.0,-1719.0,3731.9,,,True,True,,,,,True,True,True,True,,
05001,127,360.0,,778.0,,,,,246.0,81.3,95.9,173.8,,,233.0,,651.0,,,,,119.0,-45.7,-31.1,46.8,,,,False,,,,,True,True,True,True,,
05003,218,282.0,,477.0,,,,,295.0,414.5,191.8,331.5,,,64.0,,259.0,,,,,77.0,196.5,-26.2,113.5,,,,False,,,,,False,False,True,False,,
05005,94,90.0,,339.0,,,,,230.0,27.6,,60.3,,,-4.0,,245.0,,,,,136.0,-66.4,,-33.7,,,,False,,,,,False,False,,False,,
05007,1443,2202.0,6598.8,2059.0,,,,,3067.0,931.9,788.5,1485.0,,,759.0,5155.8,616.0,,,,,1624.0,-511.1,-654.5,42.0,,,False,True,,,,,False,True,True,True,,
05009,287,192.0,,426.0,,,,,264.0,208.9,226.5,243.7,,,-95.0,,139.0,,,,,-23.0,-78.1,-60.5,-43.3,,,,False,,,,,True,True,True,True,,
05011,189,138.0,,180.0,,,,,136.0,21.7,83.9,80.3,,,-51.0,,-9.0,,,,,-53.0,-167.3,-105.1,-108.7,,,,True,,,,,False,False,False,False,,
05013,16,30.0,,0.0,,,,,16.0,,,20.7,,,14.0,,-16.0,,,,,0.0,,,4.7,,,,False,,,,,True,,,True,,
05015,172,312.0,,496.0,,,,,149.0,110.9,214.8,470.4,,,140.0,,324.0,,,,,-23.0,-61.1,42.8,298.4,,,,False,,,,,True,True,True,False,,
05017,680,240.0,,153.0,,,,,253.0,86.6,13.1,256.0,,,-440.0,,-527.0,,,,,-427.0,-593.4,-666.9,-424.0,,,,False,,,,,True,False,False,True,,
05019,127,210.0,,462.0,,,,,217.0,81.7,116.5,387.6,,,83.0,,335.0,,,,,90.0,-45.3,-10.5,260.6,,,,False,,,,,False,True,True,False,,
05021,104,84.0,,75.0,,,,,110.0,52.7,73.6,60.2,,,-20.0,,-29.0,,,,,6.0,-51.3,-30.4,-43.8,,,,False,,,,,True,False,False,False,,
05023,93,120.0,,0.0,,,,,273.0,42.8,129.7,54.2,,,27.0,,-93.0,,,,,180.0,-50.2,36.7,-38.8,,,,False,,,,,False,False,False,False,,
05025,86,84.0,,49.0,,,,,60.0,23.7,,108.6,,,-2.0,,-37.0,,,,,-26.0,-62.3,,22.6,,,,False,,,,,False,False,,False,,
05027,153,180.0,,283.0,,,,,324.0,155.1,179.9,136.1,,,27.0,,130.0,,,,,171.0,2.1,26.9,-16.9,,,,False,,,,,False,True,True,True,,
05029,95,60.0,,41.0,,,,,356.0,17.2,135.3,130.5,,,-35.0,,-54.0,,,,,261.0,-77.8,40.3,35.5,,,,False,,,,,False,False,False,False,,
05031,1091,1380.0,1485.6,2716.0,,,,,1799.0,471.3,899.6,1773.7,,,289.0,394.6,1625.0,,,,,708.0,-619.7,-191.4,682.7,,,False,False,,,,,False,False,True,False,,
05033,533,546.0,506.5,797.0,,,,,1069.0,377.4,587.8,597.0,,,13.0,-26.5,264.0,,,,,536.0,-155.6,54.8,64.0,,,False,False,,,,,False,False,False,False,,
05035,631,858.0,,1790.0,,,,,922.0,493.6,236.7,441.4,,,227.0,,1159.0,,,,,291.0,-137.4,-394.3,-189.6,,,,False,,,,,False,True,False,True,,
05037,156,204.0,,274.0,,,,,308.0,87.9,80.2,186.7,,,48.0,,118.0,,,,,152.0,-68.1,-75.8,30.7,,,,False,,,,,False,False,False,True,,
05039,107,54.0,,47.0,,,,,51.0,42.1,,,,,-53.0,,-60.0,,,,,-56.0,-64.9,,,,,,False,,,,,False,False,,,,
05041,127,162.0,,394.0,,,,,175.0,34.1,104.4,256.9,,,35.0,,267.0,,,,,48.0,-92.9,-22.6,129.9,,,,False,,,,,False,False,True,False,,
05043,182,108.0,,128.0,,,,,267.0,146.5,130.0,107.5,,,-74.0,,-54.0,,,,,85.0,-35.5,-52.0,-74.5,,,,True,,,,,False,True,True,False,,
05045,724,948.0,2746.7,1032.0,,,,,1537.0,1007.1,872.9,4492.8,,,224.0,2022.7,308.0,,,,,813.0,283.1,148.9,3768.8,,,False,False,,,,,False,False,True,False,,
05047,116,174.0,,459.0,,,,,182.0,214.8,,137.7,,,58.0,,343.0,,,,,66.0,98.8,,21.7,,,,False,,,,,False,False,,True,,
05049,61,18.0,,10.0,,,,,62.0,17.5,,28.7,,,-43.0,,-51.0,,,,,1.0,-43.5,,-32.3,,,,False,,,,,True,False,,True,,
05051,859,1200.0,451.5,2915.0,,,,,1421.0,1919.3,1263.9,1374.7,,,341.0,-407.5,2056.0,,,,,562.0,1060.3,404.9,515.7,,,False,False,,,,,False,False,False,False,,
05053,92,204.0,,414.0,,,,,154.0,243.4,134.9,175.1,,,112.0,,322.0,,,,,62.0,151.4,42.9,83.1,,,,False,,,,,True,False,True,True,,
05055,444,288.0,,688.0,,,,,584.0,429.0,299.3,172.3,,,-156.0,,244.0,,,,,140.0,-15.0,-144.7,-271.7,,,,False,,,,,True,True,True,False,,
05057,172,306.0,,644.0,,,,,255.0,317.2,157.2,292.0,,,134.0,,472.0,,,,,83.0,145.2,-14.8,120.0,,,,False,,,,,True,False,True,True,,
05059,349,288.0,,131.0,,,,,697.0,122.0,17.3,165.5,,,-61.0,,-218.0,,,,,348.0,-227.0,-331.7,-183.5,,,,False,,,,,False,False,False,False,,
05061,207,366.0,,500.0,,,,,185.0,139.5,117.8,411.4,,,159.0,,293.0,,,,,-22.0,-67.5,-89.2,204.4,,,,False,,,,,True,True,True,False,,
05063,619,480.0,,1723.0,,,,,763.0,1144.3,341.5,437.5,,,-139.0,,1104.0,,,,,144.0,525.3,-277.5,-181.5,,,,False,,,,,False,False,False,False,,
05065,79,36.0,,0.0,,,,,51.0,15.4,,25.3,,,-43.0,,-79.0,,,,,-28.0,-63.6,,-53.7,,,,False,,,,,True,False,,False,,
05067,143,48.0,,48.0,,,,,339.0,153.4,,67.6,,,-95.0,,-95.0,,,,,196.0,10.4,,-75.4,,,,False,,,,,False,True,,True,,
05069,1095,1062.0,458.7,1399.0,,,,,1090.0,703.2,251.0,1005.6,,,-33.0,-636.3,304.0,,,,,-5.0,-391.8,-844.0,-89.4,,,False,False,,,,,True,False,False,False,,
05071,217,504.0,,406.0,,,,,532.0,233.3,99.2,256.6,,,287.0,,189.0,,,,,315.0,16.3,-117.8,39.6,,,,True,,,,,False,True,True,True,,
05073,30,54.0,,60.0,,,,,34.0,30.0,,37.0,,,24.0,,30.0,,,,,4.0,-0.0,,7.0,,,,False,,,,,True,True,,True,,
05075,109,132.0,,391.0,,,,,235.0,17.1,69.2,99.4,,,23.0,,282.0,,,,,126.0,-91.9,-39.8,-9.6,,,,False,,,,,False,False,False,True,,
