,actual_cases,COVIDhub-baseline,CDDEP-SEIR_MCMC,CEID-Walk,CMU-TimeSeries,COVIDhub-ensemble,CU-select,Columbia_UNC-SurvCon,CovidAnalytics-DELPHI,DDS-NBDS,IHME-CurveFit,JHU_IDD-CovidSP,Karlen-pypm,LANL-GrowthRate,LNQ-ens1,QJHong-Encounter,RobertWalraven-ESG,UCLA-SuEIR,UMass-MechBayes,UMich-RidgeTfReg,USACE-ERDC_SEIR,USC-SI_kJalpha,UVA-Ensemble,error-COVIDhub-baseline,error-CDDEP-SEIR_MCMC,error-CEID-Walk,error-CMU-TimeSeries,error-COVIDhub-ensemble,error-CU-select,error-Columbia_UNC-SurvCon,error-CovidAnalytics-DELPHI,error-DDS-NBDS,error-IHME-CurveFit,error-JHU_IDD-CovidSP,error-Karlen-pypm,error-LANL-GrowthRate,error-LNQ-ens1,error-QJHong-Encounter,error-RobertWalraven-ESG,error-UCLA-SuEIR,error-UMass-MechBayes,error-UMich-RidgeTfReg,error-USACE-ERDC_SEIR,error-USC-SI_kJalpha,error-UVA-Ensemble,beat_baseline-CDDEP-SEIR_MCMC,beat_baseline-CEID-Walk,beat_baseline-CMU-TimeSeries,beat_baseline-COVIDhub-ensemble,beat_baseline-CU-select,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-DDS-NBDS,beat_baseline-IHME-CurveFit,beat_baseline-JHU_IDD-CovidSP,beat_baseline-Karlen-pypm,beat_baseline-LANL-GrowthRate,beat_baseline-LNQ-ens1,beat_baseline-QJHong-Encounter,beat_baseline-RobertWalraven-ESG,beat_baseline-UCLA-SuEIR,beat_baseline-UMass-MechBayes,beat_baseline-UMich-RidgeTfReg,beat_baseline-USACE-ERDC_SEIR,beat_baseline-USC-SI_kJalpha,beat_baseline-UVA-Ensemble
37187,57,56.0,,59.0,,42.0,24.0,,,,,82.1,,9.8,43.0,,32.6,112.9,,,,30.0,,-1.0,,2.0,,-15.0,-33.0,,,,,25.1,,-47.2,-14.0,,-24.4,55.9,,,,-27.0,,,False,,False,False,,,,,False,,False,False,,False,False,,,,False,
37189,243,144.0,259.0,145.5,,106.0,106.0,,,,,297.8,,9.5,79.7,,3.1,229.2,,,,71.0,,-99.0,16.0,-97.5,,-137.0,-137.0,,,,,54.8,,-233.5,-163.3,,-239.9,-13.8,,,,-172.0,,True,True,,False,False,,,,,True,,False,False,,False,True,,,,False,
37191,536,408.0,630.2,423.2,,417.0,541.0,,,,,347.6,,199.0,314.4,,463.6,430.5,,,,284.0,,-128.0,94.2,-112.8,,-119.0,5.0,,,,,-188.4,,-337.0,-221.6,,-72.4,-105.5,,,,-252.0,,True,True,,True,True,,,,,False,,False,False,,True,True,,,,False,
37193,228,252.0,130.3,253.1,,255.0,368.0,,,,,333.5,,508.0,480.8,,3040.7,205.3,,,,315.0,,24.0,-97.7,25.1,,27.0,140.0,,,,,105.5,,280.0,252.8,,2812.7,-22.7,,,,87.0,,False,False,,False,False,,,,,False,,False,False,,False,True,,,,False,
37195,376,376.0,663.2,377.9,,293.0,268.0,,,,,410.8,,87.3,232.4,,225.4,636.8,,,,188.0,,0.0,287.2,1.9,,-83.0,-108.0,,,,,34.8,,-288.7,-143.6,,-150.6,260.8,,,,-188.0,,False,False,,False,False,,,,,False,,False,False,,False,False,,,,False,
37197,127,184.0,,184.9,,176.0,247.0,,,,,175.1,,47.9,171.4,,122.0,178.0,,,,161.0,,57.0,,57.9,,49.0,120.0,,,,,48.1,,-79.1,44.4,,-5.0,51.0,,,,34.0,,,False,,True,False,,,,,True,,False,True,,True,True,,,,True,
37199,41,28.0,,28.8,,11.0,5.0,,,,,28.8,,0.4,8.1,,12.2,60.0,,,,8.0,,-13.0,,-12.2,,-30.0,-36.0,,,,,-12.2,,-40.6,-32.9,,-28.8,19.0,,,,-33.0,,,True,,False,False,,,,,True,,False,False,,False,False,,,,False,
38001,7,0.0,,0.1,,0.0,0.0,,,,,16.9,,,0.2,,2.1,,,,,0.0,,-7.0,,-6.9,,-7.0,-7.0,,,,,9.9,,,-6.8,,-4.9,,,,,-7.0,,,True,,False,False,,,,,False,,,True,,True,,,,,False,
38003,104,20.0,,21.4,,8.0,0.0,,,,,24.3,,11.5,5.2,,5.9,25.0,,,,27.0,,-84.0,,-82.6,,-96.0,-104.0,,,,,-79.7,,-92.5,-98.8,,-98.1,-79.0,,,,-77.0,,,True,,False,False,,,,,True,,False,False,,False,True,,,,True,
38005,115,164.0,,159.7,,86.0,92.0,,,,,99.6,,8.2,76.8,,18.2,,,,,104.0,,49.0,,44.7,,-29.0,-23.0,,,,,-15.4,,-106.8,-38.2,,-96.8,,,,,-11.0,,,True,,True,True,,,,,True,,False,True,,False,,,,,True,
38007,5,0.0,,0.1,,0.0,0.0,,,,,3.3,,,0.0,,0.0,,,,,2.0,,-5.0,,-4.9,,-5.0,-5.0,,,,,-1.7,,,-5.0,,-5.0,,,,,-3.0,,,True,,False,False,,,,,True,,,True,,False,,,,,True,
38009,13,4.0,,0.1,,0.0,0.0,,,,,6.0,,3.6,3.6,,0.9,,,,,41.0,,-9.0,,-12.9,,-13.0,-13.0,,,,,-7.0,,-9.4,-9.4,,-12.1,,,,,28.0,,,False,,False,False,,,,,True,,False,False,,False,,,,,False,
38011,15,0.0,,0.3,,0.0,0.0,,,,,9.1,,0.3,0.1,,0.7,0.8,,,,0.0,,-15.0,,-14.7,,-15.0,-15.0,,,,,-5.9,,-14.7,-14.9,,-14.3,-14.2,,,,-15.0,,,True,,False,False,,,,,True,,True,True,,True,True,,,,False,
38013,3,16.0,,13.6,,2.0,0.0,,,,,7.1,,2.3,4.6,,2.0,,,,,21.0,,13.0,,10.6,,-1.0,-3.0,,,,,4.1,,-0.7,1.6,,-1.0,,,,,18.0,,,True,,True,True,,,,,True,,True,True,,True,,,,,False,
38015,1070,792.0,975.3,785.2,,778.0,641.0,,,,,935.2,,988.9,736.6,,821.4,397.0,,,,668.0,,-278.0,-94.7,-284.8,,-292.0,-429.0,,,,,-134.8,,-81.1,-333.4,,-248.6,-673.0,,,,-402.0,,True,False,,False,False,,,,,True,,True,False,,True,False,,,,False,
38017,785,444.0,77.9,419.1,,360.0,310.0,,,,,350.6,,276.2,428.8,,461.0,397.0,298.0,,,332.0,,-341.0,-707.1,-365.9,,-425.0,-475.0,,,,,-434.4,,-508.8,-356.2,,-324.0,-388.0,-487.0,,,-453.0,,False,False,,False,False,,,,,False,,False,False,,True,False,False,,,False,
38019,3,0.0,,0.0,,0.0,0.0,,,,,7.5,,,0.3,,7.4,,,,,1.0,,-3.0,,-3.0,,-3.0,-3.0,,,,,4.5,,,-2.7,,4.4,,,,,-2.0,,,False,,False,False,,,,,False,,,True,,False,,,,,True,
38021,17,4.0,,1.0,,1.0,0.0,,,,,4.4,,3.6,2.0,,2.0,,,,,4.0,,-13.0,,-16.0,,-16.0,-17.0,,,,,-12.6,,-13.4,-15.0,,-15.0,,,,,-13.0,,,False,,False,False,,,,,True,,False,False,,False,,,,,False,
38023,3,4.0,,3.8,,0.0,0.0,,,,,5.8,,0.1,0.3,,2.8,,,,,76.0,,1.0,,0.8,,-3.0,-3.0,,,,,2.8,,-2.9,-2.7,,-0.2,,,,,73.0,,,True,,False,False,,,,,False,,False,False,,True,,,,,False,
38025,23,4.0,,3.3,,3.0,0.0,,,,,6.1,,4.5,0.7,,8.0,2.4,,,,8.0,,-19.0,,-19.7,,-20.0,-23.0,,,,,-16.9,,-18.5,-22.3,,-15.0,-20.6,,,,-15.0,,,False,,False,False,,,,,True,,True,False,,True,False,,,,True,
38027,36,20.0,,18.7,,8.0,,,,,,3.4,,1.9,14.2,,1.6,,,,,14.0,,-16.0,,-17.3,,-28.0,,,,,,-32.6,,-34.1,-21.8,,-34.4,,,,,-22.0,,,False,,False,,,,,,False,,False,False,,False,,,,,False,
38029,15,8.0,,6.6,,0.0,0.0,,,,,4.2,,1.7,0.5,,0.4,,,,,4.0,,-7.0,,-8.4,,-15.0,-15.0,,,,,-10.8,,-13.3,-14.5,,-14.6,,,,,-11.0,,,False,,False,False,,,,,False,,False,False,,False,,,,,False,
38031,20,32.0,,31.0,,28.0,22.0,,,,,21.5,,3.9,28.3,,859.7,,,,,51.0,,12.0,,11.0,,8.0,2.0,,,,,1.5,,-16.1,8.3,,839.7,,,,,31.0,,,True,,True,True,,,,,True,,False,True,,False,,,,,False,
38033,35,0.0,,0.3,,0.0,0.0,,,,,5.8,,,0.0,,0.0,,,,,0.0,,-35.0,,-34.7,,-35.0,-35.0,,,,,-29.2,,,-35.0,,-35.0,,,,,-35.0,,,True,,False,False,,,,,True,,,True,,True,,,,,False,
38035,1057,192.0,139.3,172.7,,163.0,106.0,,,,,470.2,,101.2,164.9,,139.1,205.9,,,,111.0,,-865.0,-917.7,-884.3,,-894.0,-951.0,,,,,-586.8,,-955.8,-892.1,,-917.9,-851.1,,,,-946.0,,False,False,,False,False,,,,,True,,False,False,,False,True,,,,False,
38037,5,0.0,,0.0,,0.0,0.0,,,,,1.1,,0.2,0.0,,0.0,,,,,0.0,,-5.0,,-5.0,,-5.0,-5.0,,,,,-3.9,,-4.8,-5.0,,-5.0,,,,,-5.0,,,False,,False,False,,,,,True,,True,True,,False,,,,,False,
38039,7,20.0,,20.4,,10.0,4.0,,,,,15.6,,7.4,22.0,,3.5,,,,,24.0,,13.0,,13.4,,3.0,-3.0,,,,,8.6,,0.4,15.0,,-3.5,,,,,17.0,,,False,,True,True,,,,,True,,True,False,,True,,,,,False,
38041,24,0.0,,0.0,,0.0,0.0,,,,,6.7,,,0.1,,1.5,0.8,,,,0.0,,-24.0,,-24.0,,-24.0,-24.0,,,,,-17.3,,,-23.9,,-22.5,-23.2,,,,-24.0,,,False,,False,False,,,,,True,,,True,,True,True,,,,False,
38043,25,8.0,,8.0,,3.0,0.0,,,,,8.1,,,2.6,,2.8,,,,,5.0,,-17.0,,-17.0,,-22.0,-25.0,,,,,-16.9,,,-22.4,,-22.2,,,,,-20.0,,,False,,False,False,,,,,True,,,False,,False,,,,,False,
38045,8,8.0,,9.1,,4.0,0.0,,,,,0.4,,,0.6,,9.2,3.6,,,,64.0,,0.0,,1.1,,-4.0,-8.0,,,,,-7.6,,,-7.4,,1.2,-4.4,,,,56.0,,,False,,False,False,,,,,False,,,False,,False,False,,,,False,
38047,6,12.0,,12.8,,8.0,0.0,,,,,27.7,,,1.5,,1.0,,,,,19.0,,6.0,,6.8,,2.0,-6.0,,,,,21.7,,,-4.5,,-5.0,,,,,13.0,,,False,,True,False,,,,,False,,,True,,True,,,,,False,
38049,29,8.0,,8.3,,1.0,0.0,,,,,8.0,,1.8,0.8,,1.7,,,,,6.0,,-21.0,,-20.7,,-28.0,-29.0,,,,,-21.0,,-27.2,-28.2,,-27.3,,,,,-23.0,,,True,,False,False,,,,,True,,False,False,,False,,,,,False,
38051,15,44.0,,43.4,,14.0,0.0,,,,,18.6,,5.6,18.2,,16.8,,,,,43.0,,29.0,,28.4,,-1.0,-15.0,,,,,3.6,,-9.4,3.2,,1.8,,,,,28.0,,,True,,True,True,,,,,True,,True,True,,True,,,,,True,
38053,46,44.0,,45.7,,31.0,0.0,,,,,38.4,,23.2,32.6,,42.2,29.2,,,,47.0,,-2.0,,-0.3,,-15.0,-46.0,,,,,-7.6,,-22.8,-13.4,,-3.8,-16.8,,,,1.0,,,True,,False,False,,,,,False,,False,False,,False,False,,,,True,
38055,115,88.0,,87.3,,67.0,28.0,,,,,28.3,,19.0,76.0,,72.5,73.6,,,,140.0,,-27.0,,-27.7,,-48.0,-87.0,,,,,-86.7,,-96.0,-39.0,,-42.5,-41.4,,,,25.0,,,False,,False,False,,,,,False,,False,False,,False,False,,,,True,
38057,21,20.0,,18.7,,15.0,0.0,,,,,20.7,,5.9,16.9,,15.7,,,,,20.0,,-1.0,,-2.3,,-6.0,-21.0,,,,,-0.3,,-15.1,-4.1,,-5.3,,,,,-1.0,,,False,,False,False,,,,,True,,False,False,,False,,,,,False,
38059,389,356.0,,337.5,,353.0,609.0,,,,,235.6,,537.9,334.5,,369.9,341.4,,,,337.0,,-33.0,,-51.5,,-36.0,220.0,,,,,-153.4,,148.9,-54.5,,-19.1,-47.6,,,,-52.0,,,False,,False,False,,,,,False,,False,False,,True,False,,,,False,
38061,52,64.0,,63.7,,37.0,4.0,,,,,52.5,,5.8,45.7,,34.1,49.0,,,,62.0,,12.0,,11.7,,-15.0,-48.0,,,,,0.5,,-46.2,-6.3,,-17.9,-3.0,,,,10.0,,,True,,False,False,,,,,True,,False,True,,False,True,,,,True,
38063,10,32.0,,32.7,,20.0,,,,,,27.6,,3.8,22.7,,16.7,,,,,51.0,,22.0,,22.7,,10.0,,,,,,17.6,,-6.2,12.7,,6.7,,,,,41.0,,,False,,True,,,,,,True,,True,True,,True,,,,,False,
38065,3,4.0,,3.7,,1.0,0.0,,,,,5.3,,0.6,0.0,,0.0,6.2,,,,1.0,,1.0,,0.7,,-2.0,-3.0,,,,,2.3,,-2.4,-3.0,,-3.0,3.2,,,,-2.0,,,True,,False,False,,,,,False,,False,False,,False,False,,,,False,
38067,12,0.0,,0.1,,0.0,0.0,,,,,13.3,,4.5,0.9,,0.4,,,,,0.0,,-12.0,,-11.9,,-12.0,-12.0,,,,,1.3,,-7.5,-11.1,,-11.6,,,,,-12.0,,,True,,False,False,,,,,True,,True,True,,True,,,,,False,
38069,17,0.0,,1.2,,0.0,0.0,,,,,1.3,,2.5,2.5,,2.2,,,,,7.0,,-17.0,,-15.8,,-17.0,-17.0,,,,,-15.7,,-14.5,-14.5,,-14.8,,,,,-10.0,,,True,,False,False,,,,,True,,True,True,,True,,,,,True,
38071,81,116.0,,108.6,,64.0,100.0,,,,,44.0,,20.1,56.7,,51.1,66.7,,,,231.0,,35.0,,27.6,,-17.0,19.0,,,,,-37.0,,-60.9,-24.3,,-29.9,-14.3,,,,150.0,,,True,,True,True,,,,,False,,False,True,,True,True,,,,False,
38073,19,8.0,,7.7,,5.0,0.0,,,,,13.9,,4.4,1.4,,7.0,6.6,,,,6.0,,-11.0,,-11.3,,-14.0,-19.0,,,,,-5.1,,-14.6,-17.6,,-12.0,-12.4,,,,-13.0,,,False,,False,False,,,,,True,,False,False,,False,False,,,,False,
38075,2,0.0,,0.6,,0.0,0.0,,,,,1.4,,0.6,0.1,,1.6,0.6,,,,0.0,,-2.0,,-1.4,,-2.0,-2.0,,,,,-0.6,,-1.4,-1.9,,-0.4,-1.4,,,,-2.0,,,True,,False,False,,,,,True,,True,True,,True,True,,,,False,
38077,46,56.0,,45.2,,51.0,63.0,,,,,69.6,,27.4,60.1,,39.8,71.7,,,,64.0,,10.0,,-0.8,,5.0,17.0,,,,,23.6,,-18.6,14.1,,-6.2,25.7,,,,18.0,,,True,,True,False,,,,,False,,False,False,,True,False,,,,False,
38079,68,116.0,,119.7,,100.0,157.0,,,,,49.9,,37.9,126.0,,74.9,80.3,,,,313.0,,48.0,,51.7,,32.0,89.0,,,,,-18.1,,-30.1,58.0,,6.9,12.3,,,,245.0,,,False,,True,False,,,,,True,,True,False,,True,True,,,,False,
38081,10,12.0,,10.6,,5.0,0.0,,,,,1.5,,1.0,1.5,,14.9,9.8,,,,67.0,,2.0,,0.6,,-5.0,-10.0,,,,,-8.5,,-9.0,-8.5,,4.9,-0.2,,,,57.0,,,True,,False,False,,,,,False,,False,False,,False,True,,,,False,
38083,1,12.0,,12.7,,8.0,0.0,,,,,7.0,,,0.7,,459.8,,,,,18.0,,11.0,,11.7,,7.0,-1.0,,,,,6.0,,,-0.3,,458.8,,,,,17.0,,,False,,True,True,,,,,True,,,True,,False,,,,,False,
38085,48,84.0,,86.8,,52.0,33.0,,,,,19.5,,46.8,57.5,,30.0,73.2,,,,76.0,,36.0,,38.8,,4.0,-15.0,,,,,-28.5,,-1.2,9.5,,-18.0,25.2,,,,28.0,,,False,,True,True,,,,,True,,True,True,,True,True,,,,True,
38087,4,0.0,,0.0,,0.0,0.0,,,,,0.3,,0.1,0.0,,0.0,,,,,0.0,,-4.0,,-4.0,,-4.0,-4.0,,,,,-3.7,,-3.9,-4.0,,-4.0,,,,,-4.0,,,False,,False,False,,,,,True,,True,True,,False,,,,,False,
38089,621,288.0,,297.5,,287.0,528.0,,,,,242.2,,78.8,190.0,,1134.8,374.9,,,,405.0,,-333.0,,-323.5,,-334.0,-93.0,,,,,-378.8,,-542.2,-431.0,,513.8,-246.1,,,,-216.0,,,True,,False,True,,,,,False,,False,False,,False,True,,,,True,
38091,11,16.0,,15.9,,2.0,0.0,,,,,6.8,,1.1,1.4,,6.3,,,,,11.0,,5.0,,4.9,,-9.0,-11.0,,,,,-4.2,,-9.9,-9.6,,-4.7,,,,,0.0,,,True,,False,False,,,,,True,,False,False,,True,,,,,True,
38093,162,72.0,,68.0,,35.0,19.0,,,,,85.8,,7.4,46.7,,10.9,78.0,,,,67.0,,-90.0,,-94.0,,-127.0,-143.0,,,,,-76.2,,-154.6,-115.3,,-151.1,-84.0,,,,-95.0,,,False,,False,False,,,,,True,,False,False,,False,True,,,,False,
38095,5,0.0,,0.0,,0.0,0.0,,,,,3.8,,,0.0,,0.7,0.3,,,,0.0,,-5.0,,-5.0,,-5.0,-5.0,,,,,-1.2,,,-5.0,,-4.3,-4.7,,,,-5.0,,,False,,False,False,,,,,True,,,True,,True,True,,,,False,
38097,25,48.0,,44.6,,26.0,0.0,,,,,33.1,,14.4,37.9,,12.7,41.2,,,,59.0,,23.0,,19.6,,1.0,-25.0,,,,,8.1,,-10.6,12.9,,-12.3,16.2,,,,34.0,,,True,,True,False,,,,,True,,True,True,,True,True,,,,False,
38099,52,24.0,,25.9,,15.0,5.0,,,,,48.4,,1.7,12.8,,1.0,59.4,,,,9.0,,-28.0,,-26.1,,-37.0,-47.0,,,,,-3.6,,-50.3,-39.2,,-51.0,7.4,,,,-43.0,,,True,,False,False,,,,,True,,False,False,,False,True,,,,False,
38101,347,180.0,67.7,182.1,,149.0,200.0,,,,,326.9,,37.8,143.6,,142.2,232.8,,,,170.0,,-167.0,-279.3,-164.9,,-198.0,-147.0,,,,,-20.1,,-309.2,-203.4,,-204.8,-114.2,,,,-177.0,,False,True,,False,True,,,,,True,,False,False,,False,True,,,,False,
38103,10,24.0,,23.2,,6.0,,,,,,7.2,,5.1,5.1,,4.8,,,,,43.0,,14.0,,13.2,,-4.0,,,,,,-2.8,,-4.9,-4.9,,-5.2,,,,,33.0,,,True,,True,,,,,,True,,True,True,,True,,,,,False,
38105,246,160.0,,145.4,,122.0,114.0,,,,,218.1,,42.7,129.7,,139.8,97.3,,,,97.0,,-86.0,,-100.6,,-124.0,-132.0,,,,,-27.9,,-203.3,-116.3,,-106.2,-148.7,,,,-149.0,,,False,,False,False,,,,,True,,False,False,,False,False,,,,False,
39001,36,24.0,,21.8,,24.0,29.0,,,,,94.3,,10.1,27.9,,9.7,47.3,,,,7.0,,-12.0,,-14.2,,-12.0,-7.0,,,,,58.3,,-25.9,-8.1,,-26.3,11.3,,,,-29.0,,,False,,False,True,,,,,False,,False,True,,False,True,,,,False,
39003,474,388.0,400.6,379.6,,394.0,401.0,,,,,899.8,,298.4,339.5,,427.2,436.0,,,,274.0,,-86.0,-73.4,-94.4,,-80.0,-73.0,,,,,425.8,,-175.6,-134.5,,-46.8,-38.0,,,,-200.0,,True,False,,True,True,,,,,False,,False,False,,True,True,,,,False,
39005,35,64.0,70.7,64.7,,61.0,86.0,,,,,205.7,,25.6,50.8,,44.2,68.0,,,,59.0,,29.0,35.7,29.7,,26.0,51.0,,,,,170.7,,-9.4,15.8,,9.2,33.0,,,,24.0,,False,False,,True,False,,,,,False,,True,True,,True,False,,,,True,
39007,58,100.0,95.5,98.9,,100.0,67.0,,,,,325.8,,35.7,135.1,,185.0,66.0,,,,70.0,,42.0,37.5,40.9,,42.0,9.0,,,,,267.8,,-22.3,77.1,,127.0,8.0,,,,12.0,,True,True,,False,True,,,,,False,,True,False,,False,True,,,,True,
39009,63,56.0,428.8,65.9,,44.0,30.0,,,,,278.7,,10.4,39.6,,40.3,44.1,,,,26.0,,-7.0,365.8,2.9,,-19.0,-33.0,,,,,215.7,,-52.6,-23.4,,-22.7,-18.9,,,,-37.0,,False,True,,False,False,,,,,False,,False,False,,False,False,,,,False,
39011,211,168.0,,167.3,,156.0,214.0,,,,,333.4,,58.8,144.6,,120.9,271.8,,,,166.0,,-43.0,,-43.7,,-55.0,3.0,,,,,122.4,,-152.2,-66.4,,-90.1,60.8,,,,-45.0,,,False,,False,True,,,,,False,,False,False,,False,False,,,,False,
39013,70,128.0,117.1,140.4,,90.0,107.0,,,,,73.4,,64.2,88.4,,2.6,91.1,,,,630.0,,58.0,47.1,70.4,,20.0,37.0,,,,,3.4,,-5.8,18.4,,-67.4,21.1,,,,560.0,,True,False,,True,True,,,,,True,,True,True,,False,True,,,,False,
39015,107,56.0,,61.8,,59.0,121.0,,,,,207.0,,24.4,68.6,,37.7,66.3,,,,46.0,,-51.0,,-45.2,,-48.0,14.0,,,,,100.0,,-82.6,-38.4,,-69.3,-40.7,,,,-61.0,,,True,,True,True,,,,,False,,False,True,,False,True,,,,False,
39017,1811,956.0,1195.5,957.9,,888.0,815.0,,,,,1516.2,,694.3,937.8,,1009.9,731.4,714.0,,,683.0,,-855.0,-615.5,-853.1,,-923.0,-996.0,,,,,-294.8,,-1116.7,-873.2,,-801.1,-1079.6,-1097.0,,,-1128.0,,True,True,,False,False,,,,,True,,False,False,,True,False,False,,,False,
39019,22,16.0,,23.8,,13.0,5.0,,,,,100.2,,0.3,13.5,,5.9,13.9,,,,5.0,,-6.0,,1.8,,-9.0,-17.0,,,,,78.2,,-21.7,-8.5,,-16.1,-8.1,,,,-17.0,,,True,,False,False,,,,,False,,False,False,,False,False,,,,False,
39021,84,284.0,,283.9,,212.0,994.0,,,,,371.9,,61.1,145.9,,202.9,227.7,,,,399.0,,200.0,,199.9,,128.0,910.0,,,,,287.9,,-22.9,61.9,,118.9,143.7,,,,315.0,,,True,,True,False,,,,,False,,True,True,,True,True,,,,False,
39023,372,300.0,141.5,313.6,,265.0,468.0,,,,,587.4,,119.9,274.7,,278.0,262.9,190.0,,,226.0,,-72.0,-230.5,-58.4,,-107.0,96.0,,,,,215.4,,-252.1,-97.3,,-94.0,-109.1,-182.0,,,-146.0,,False,True,,False,False,,,,,False,,False,False,,False,False,False,,,False,
39025,445,400.0,613.6,408.7,,379.0,420.0,,,,,1213.3,,287.1,350.5,,356.4,302.3,254.0,,,401.0,,-45.0,168.6,-36.3,,-66.0,-25.0,,,,,768.3,,-157.9,-94.5,,-88.6,-142.7,-191.0,,,-44.0,,False,True,,False,True,,,,,False,,False,False,,False,False,False,,,True,
39027,95,72.0,,71.4,,59.0,78.0,,,,,211.6,,17.9,69.3,,21.9,54.9,,,,49.0,,-23.0,,-23.6,,-36.0,-17.0,,,,,116.6,,-77.1,-25.7,,-73.1,-40.1,,,,-46.0,,,False,,False,True,,,,,False,,False,False,,False,False,,,,False,
39029,210,360.0,168.2,390.5,,330.0,885.0,,,,,381.0,,201.7,325.4,,377.6,186.7,,,,510.0,,150.0,-41.8,180.5,,120.0,675.0,,,,,171.0,,-8.3,115.4,,167.6,-23.3,,,,300.0,,True,False,,True,False,,,,,False,,True,True,,False,True,,,,False,
39031,27,28.0,,23.4,,22.0,14.0,,,,,120.4,,11.3,36.8,,37.9,21.1,,,,18.0,,1.0,,-3.6,,-5.0,-13.0,,,,,93.4,,-15.7,9.8,,10.9,-5.9,,,,-9.0,,,False,,False,False,,,,,False,,False,False,,False,False,,,,False,
39033,29,40.0,,46.7,,33.0,72.0,,,,,109.8,,3.5,27.2,,33.6,31.6,,,,55.0,,11.0,,17.7,,4.0,43.0,,,,,80.8,,-25.5,-1.8,,4.6,2.6,,,,26.0,,,False,,True,False,,,,,False,,False,True,,True,True,,,,False,
39035,2776,3584.0,6795.1,3546.0,3988.6,3375.0,3907.0,,,,,5990.8,,3316.3,3126.7,,2024.3,2340.1,1908.0,,,2889.0,,808.0,4019.1,770.0,1212.6,599.0,1131.0,,,,,3214.8,,540.3,350.7,,-751.7,-435.9,-868.0,,,113.0,,False,True,False,True,False,,,,,False,,True,True,,True,True,False,,,True,
39037,274,320.0,92.6,315.8,,237.0,1296.0,,,,,227.8,,116.5,216.2,,1613.8,206.4,,,,339.0,,46.0,-181.4,41.8,,-37.0,1022.0,,,,,-46.2,,-157.5,-57.8,,1339.8,-67.6,,,,65.0,,False,True,,True,False,,,,,False,,False,False,,False,False,,,,False,
39039,86,52.0,,55.3,,49.0,18.0,,,,,156.5,,17.9,64.0,,50.5,167.0,,,,26.0,,-34.0,,-30.7,,-37.0,-68.0,,,,,70.5,,-68.1,-22.0,,-35.5,81.0,,,,-60.0,,,True,,False,False,,,,,False,,False,True,,False,False,,,,False,
39041,479,448.0,872.5,411.1,,373.0,386.0,,,,,1014.9,,265.1,359.7,,335.7,269.2,228.0,,,345.0,,-31.0,393.5,-67.9,,-106.0,-93.0,,,,,535.9,,-213.9,-119.3,,-143.3,-209.8,-251.0,,,-134.0,,False,False,,False,False,,,,,False,,False,False,,False,False,False,,,False,
39043,243,252.0,214.0,248.0,,222.0,159.0,,,,,546.8,,124.7,210.3,,97.6,410.5,,,,157.0,,9.0,-29.0,5.0,,-21.0,-84.0,,,,,303.8,,-118.3,-32.7,,-145.4,167.5,,,,-86.0,,False,True,,False,False,,,,,False,,False,False,,False,False,,,,False,
39045,435,556.0,756.1,602.5,,547.0,519.0,,,,,1097.4,,486.6,519.8,,470.5,770.0,512.0,,,426.0,,121.0,321.1,167.5,,112.0,84.0,,,,,662.4,,51.6,84.8,,35.5,335.0,77.0,,,-9.0,,False,False,,True,True,,,,,False,,True,True,,True,False,True,,,True,
39047,90,84.0,,85.3,,75.0,242.0,,,,,159.8,,14.9,66.2,,35.5,84.9,,,,76.0,,-6.0,,-4.7,,-15.0,152.0,,,,,69.8,,-75.1,-23.8,,-54.5,-5.1,,,,-14.0,,,True,,False,False,,,,,False,,False,False,,False,True,,,,False,
39049,4753,4920.0,9436.1,4705.3,4850.0,4617.0,7259.0,,,,,5472.8,,4812.1,3838.7,,2287.3,3846.5,2412.0,,,3262.0,,167.0,4683.1,-47.7,97.0,-136.0,2506.0,,,,,719.8,,59.1,-914.3,,-2465.7,-906.5,-2341.0,,,-1491.0,,False,True,True,True,False,,,,,False,,True,False,,False,False,False,,,False,
39051,51,36.0,,31.1,,25.0,8.0,,,,,201.3,,8.8,39.6,,16.8,17.8,,,,13.0,,-15.0,,-19.9,,-26.0,-43.0,,,,,150.3,,-42.2,-11.4,,-34.2,-33.2,,,,-38.0,,,False,,False,False,,,,,False,,False,True,,False,False,,,,False,
39053,88,28.0,,34.5,,28.0,31.0,,,,,116.6,,4.9,28.4,,1.0,152.2,,,,52.0,,-60.0,,-53.5,,-60.0,-57.0,,,,,28.6,,-83.1,-59.6,,-87.0,64.2,,,,-36.0,,,True,,False,True,,,,,True,,False,True,,False,False,,,,True,
39055,110,128.0,91.6,125.6,,99.0,96.0,,,,,240.9,,41.0,94.9,,187.5,121.4,,,,101.0,,18.0,-18.4,15.6,,-11.0,-14.0,,,,,130.9,,-69.0,-15.1,,77.5,11.4,,,,-9.0,,False,True,,True,True,,,,,False,,False,True,,False,True,,,,True,
39057,400,268.0,781.9,242.9,,239.0,234.0,,,,,862.8,,214.6,258.9,,66.2,156.3,181.0,,,197.0,,-132.0,381.9,-157.1,,-161.0,-166.0,,,,,462.8,,-185.4,-141.1,,-333.8,-243.7,-219.0,,,-203.0,,False,False,,False,False,,,,,False,,False,False,,False,False,False,,,False,
