,actual_cases,COVIDhub-baseline,CEID-Walk,CMU-TimeSeries,COVIDhub-ensemble,CU-select,Columbia_UNC-SurvCon,Covid19Sim-Simulator,CovidAnalytics-DELPHI,DDS-NBDS,IowaStateLW-STEM,JHU_IDD-CovidSP,Karlen-pypm,LANL-GrowthRate,LNQ-ens1,OliverWyman-Navigator,PandemicCentral-USCounty,QJHong-Encounter,RobertWalraven-ESG,TTU-squider,UCLA-SuEIR,UMass-MechBayes,UMich-RidgeTfReg,USACE-ERDC_SEIR,USC-SI_kJalpha,UVA-Ensemble,error-COVIDhub-baseline,error-CEID-Walk,error-CMU-TimeSeries,error-COVIDhub-ensemble,error-CU-select,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-CovidAnalytics-DELPHI,error-DDS-NBDS,error-IowaStateLW-STEM,error-JHU_IDD-CovidSP,error-Karlen-pypm,error-LANL-GrowthRate,error-LNQ-ens1,error-OliverWyman-Navigator,error-PandemicCentral-USCounty,error-QJHong-Encounter,error-RobertWalraven-ESG,error-TTU-squider,error-UCLA-SuEIR,error-UMass-MechBayes,error-UMich-RidgeTfReg,error-USACE-ERDC_SEIR,error-USC-SI_kJalpha,error-UVA-Ensemble,beat_baseline-CEID-Walk,beat_baseline-CMU-TimeSeries,beat_baseline-COVIDhub-ensemble,beat_baseline-CU-select,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-DDS-NBDS,beat_baseline-IowaStateLW-STEM,beat_baseline-JHU_IDD-CovidSP,beat_baseline-Karlen-pypm,beat_baseline-LANL-GrowthRate,beat_baseline-LNQ-ens1,beat_baseline-OliverWyman-Navigator,beat_baseline-PandemicCentral-USCounty,beat_baseline-QJHong-Encounter,beat_baseline-RobertWalraven-ESG,beat_baseline-TTU-squider,beat_baseline-UCLA-SuEIR,beat_baseline-UMass-MechBayes,beat_baseline-UMich-RidgeTfReg,beat_baseline-USACE-ERDC_SEIR,beat_baseline-USC-SI_kJalpha,beat_baseline-UVA-Ensemble
02013,6,0.0,0.0,,0.0,0.0,,,,,,2.6,,,0.1,0.0,3.0,,0.0,,0.1,,,,,2.0,-6.0,-6.0,,-6.0,-6.0,,,,,,-3.4,,,-5.9,-6.0,-3.0,,-6.0,,-5.9,,,,,-4.0,False,,False,False,,,,,,True,,,True,False,True,,True,,True,,,,,True
02016,4,0.0,1.8,,0.0,0.0,,,,,,3.0,,,0.1,,5.0,,0.7,,0.1,,,,,2.9,-4.0,-2.2,,-4.0,-4.0,,,,,,-1.0,,,-3.9,,1.0,,-3.3,,-3.9,,,,,-1.1,True,,False,False,,,,,,True,,,True,,True,,True,,True,,,,,True
02020,578,514.0,542.7,,394.0,578.0,,,,,,1149.7,,365.6,356.6,505.0,600.0,,398.6,,382.8,315.0,,,,528.9,-64.0,-35.3,,-184.0,0.0,,,,,,571.7,,-212.4,-221.4,-73.0,22.0,,-179.4,,-195.2,-263.0,,,,-49.1,True,,False,True,,,,,,False,,False,False,False,True,,False,,False,False,,,,True
02050,23,18.0,17.0,,13.0,4.0,,,,,,7.9,,4.8,12.5,15.0,38.0,,22.7,,15.7,,,,,7.9,-5.0,-6.0,,-10.0,-19.0,,,,,,-15.1,,-18.2,-10.5,-8.0,15.0,,-0.3,,-7.3,,,,,-15.1,False,,False,False,,,,,,False,,False,False,False,False,,True,,False,,,,,False
02060,0,0.0,0.0,,0.0,0.0,,,,,,0.0,,0.5,0.1,0.0,0.0,,1.1,,,,,,,3.1,0.0,0.0,,0.0,0.0,,,,,,0.0,,0.5,0.1,0.0,0.0,,1.1,,,,,,,3.1,True,,True,True,,,,,,True,,False,False,True,True,,False,,,,,,,False
02068,1,0.0,0.0,,0.0,0.0,,,,,,0.8,,,0.1,0.0,,,0.0,,,,,,,2.7,-1.0,-1.0,,-1.0,-1.0,,,,,,-0.2,,,-0.9,-1.0,,,-1.0,,,,,,,1.7,True,,False,False,,,,,,True,,,True,False,,,False,,,,,,,False
02070,0,6.0,6.0,,2.0,0.0,,,,,,11.9,,0.1,0.9,0.0,9.0,,1.3,,4.1,,,,,7.2,6.0,6.0,,2.0,0.0,,,,,,11.9,,0.1,0.9,0.0,9.0,,1.3,,4.1,,,,,7.2,True,,True,True,,,,,,False,,True,True,True,False,,True,,True,,,,,False
02090,187,136.0,135.1,,114.0,0.0,,,,,,188.6,,113.8,136.0,130.0,166.0,,74.9,,129.6,,,,,90.5,-51.0,-51.9,,-73.0,-187.0,,,,,,1.6,,-73.2,-51.0,-57.0,-21.0,,-112.1,,-57.4,,,,,-96.5,False,,False,False,,,,,,True,,False,True,False,True,,False,,False,,,,,False
02100,0,0.0,0.0,,0.0,0.0,,,,,,1.1,,,0.0,0.0,2.0,,0.2,,0.3,,,,,2.9,0.0,0.0,,0.0,0.0,,,,,,1.1,,,0.0,0.0,2.0,,0.2,,0.3,,,,,2.9,True,,True,True,,,,,,False,,,False,True,False,,False,,False,,,,,False
02105,0,0.0,0.0,,0.0,0.0,,,,,,1.4,,,0.0,0.0,,,0.0,,,,,,,,0.0,0.0,,0.0,0.0,,,,,,1.4,,,0.0,0.0,,,0.0,,,,,,,,True,,True,True,,,,,,False,,,False,True,,,True,,,,,,,
02110,30,30.0,19.3,,38.0,50.0,,,,,,57.3,,15.6,42.9,32.0,33.0,,49.1,,42.3,,,,,32.9,0.0,-10.7,,8.0,20.0,,,,,,27.3,,-14.4,12.9,2.0,3.0,,19.1,,12.3,,,,,2.9,False,,False,False,,,,,,False,,False,False,False,False,,False,,False,,,,,False
02122,23,94.0,89.9,,63.0,69.0,,,,,,112.6,,17.6,62.2,80.0,98.0,,54.2,,93.1,,,,,68.7,71.0,66.9,,40.0,46.0,,,,,,89.6,,-5.4,39.2,57.0,75.0,,31.2,,70.1,,,,,45.7,True,,True,True,,,,,,False,,True,True,True,False,,True,,True,,,,,True
02130,7,6.0,5.7,,2.0,0.0,,,,,,2.9,,2.4,2.5,13.0,,,5.5,,7.5,,,,,5.0,-1.0,-1.3,,-5.0,-7.0,,,,,,-4.1,,-4.6,-4.5,6.0,,,-1.5,,0.5,,,,,-2.0,False,,False,False,,,,,,False,,False,False,False,,,False,,True,,,,,False
02150,4,8.0,7.8,,2.0,0.0,,,,,,2.4,,0.5,1.7,4.0,0.0,,6.5,,5.5,,,,,6.4,4.0,3.8,,-2.0,-4.0,,,,,,-1.6,,-3.5,-2.3,0.0,-4.0,,2.5,,1.5,,,,,2.4,True,,True,False,,,,,,True,,True,True,True,False,,True,,True,,,,,True
02158,0,0.0,0.0,,0.0,0.0,,,,,,,,,0.3,,,,0.5,,0.2,,,,,,0.0,0.0,,0.0,0.0,,,,,,,,,0.3,,,,0.5,,0.2,,,,,,False,,True,True,,,,,,,,,False,,,,False,,False,,,,,
02164,2,0.0,0.0,,0.0,0.0,,,,,,2.0,,,0.1,0.0,1.0,,0.0,,,,,,,2.0,-2.0,-2.0,,-2.0,-2.0,,,,,,-0.0,,,-1.9,-2.0,-1.0,,-2.0,,,,,,,0.0,False,,False,False,,,,,,True,,,True,False,True,,False,,,,,,,True
02170,82,104.0,100.5,,101.0,108.0,,,,,,247.7,,89.5,106.7,103.0,151.0,,87.3,,96.0,,,,,106.0,22.0,18.5,,19.0,26.0,,,,,,165.7,,7.5,24.7,21.0,69.0,,5.3,,14.0,,,,,24.0,True,,True,False,,,,,,False,,True,False,True,False,,True,,True,,,,,False
02180,15,12.0,11.9,,5.0,0.0,,,,,,4.3,,2.5,6.0,9.0,0.0,,14.0,,,,,,,8.5,-3.0,-3.1,,-10.0,-15.0,,,,,,-10.7,,-12.5,-9.0,-6.0,-15.0,,-1.0,,,,,,,-6.5,False,,False,False,,,,,,False,,False,False,False,False,,True,,,,,,,False
02185,19,18.0,19.2,,9.0,,,,,,,14.2,,1.5,8.9,,26.0,,11.9,,,,,,,9.3,-1.0,0.2,,-10.0,,,,,,,-4.8,,-17.5,-10.1,,7.0,,-7.1,,,,,,,-9.7,True,,False,,,,,,,False,,False,False,,False,,False,,,,,,,False
02188,8,36.0,33.9,,10.0,0.0,,,,,,12.5,,4.7,17.0,30.0,28.0,,15.1,,,,,,,46.8,28.0,25.9,,2.0,-8.0,,,,,,4.5,,-3.3,9.0,22.0,20.0,,7.1,,,,,,,38.8,True,,True,True,,,,,,True,,True,True,True,True,,True,,,,,,,False
02195,0,0.0,0.1,,0.0,0.0,,,,,,0.2,,0.2,0.1,0.0,,,0.0,,0.1,,,,,,0.0,0.1,,0.0,0.0,,,,,,0.2,,0.2,0.1,0.0,,,0.0,,0.1,,,,,,False,,True,True,,,,,,False,,False,False,True,,,False,,False,,,,,
02198,7,14.0,13.9,,4.0,,,,,,,6.8,,1.0,4.0,,,,6.3,,,,,,,,7.0,6.9,,-3.0,,,,,,,-0.2,,-6.0,-3.0,,,,-0.7,,,,,,,,True,,True,,,,,,,True,,True,True,,,,True,,,,,,,
02220,4,6.0,5.6,,2.0,0.0,,,,,,7.1,,1.9,1.3,,8.0,,0.5,,4.0,,,,,8.7,2.0,1.6,,-2.0,-4.0,,,,,,3.1,,-2.1,-2.7,,4.0,,-3.5,,0.0,,,,,4.7,True,,False,False,,,,,,False,,False,False,,False,,False,,True,,,,,False
02230,0,0.0,0.0,,0.0,0.0,,,,,,0.0,,,0.0,0.0,,,0.0,,,,,,,,0.0,0.0,,0.0,0.0,,,,,,0.0,,,0.0,0.0,,,0.0,,,,,,,,True,,True,True,,,,,,True,,,True,True,,,True,,,,,,,
02240,1,0.0,0.0,,0.0,0.0,,,,,,0.7,,0.7,0.1,0.0,6.0,,1.9,,,,,,,3.7,-1.0,-1.0,,-1.0,-1.0,,,,,,-0.3,,-0.3,-0.9,-1.0,5.0,,0.9,,,,,,,2.7,False,,False,False,,,,,,True,,True,True,False,False,,True,,,,,,,False
02261,7,20.0,17.6,,8.0,0.0,,,,,,7.0,,5.1,10.5,13.0,,,11.0,,,,,,,29.2,13.0,10.6,,1.0,-7.0,,,,,,-0.0,,-1.9,3.5,6.0,,,4.0,,,,,,,22.2,True,,True,True,,,,,,True,,True,True,True,,,True,,,,,,,False
02275,3,2.0,2.4,,0.0,0.0,,,,,,1.0,,,0.0,,,,0.4,,2.5,,,,,,-1.0,-0.6,,-3.0,-3.0,,,,,,-2.0,,,-3.0,,,,-2.5,,-0.5,,,,,,True,,False,False,,,,,,False,,,False,,,,False,,True,,,,,
02282,11,0.0,0.0,,0.0,0.0,,,,,,0.0,,,0.0,0.0,,,1.1,,1.4,,,,,2.3,-11.0,-11.0,,-11.0,-11.0,,,,,,-11.0,,,-11.0,-11.0,,,-9.9,,-9.6,,,,,-8.7,True,,False,False,,,,,,False,,,True,False,,,True,,True,,,,,True
02290,6,18.0,17.6,,6.0,0.0,,,,,,4.6,,6.2,10.6,16.0,,,4.3,,,,,,,8.9,12.0,11.6,,0.0,-6.0,,,,,,-1.4,,0.2,4.6,10.0,,,-1.7,,,,,,,2.9,True,,True,True,,,,,,True,,True,True,True,,,True,,,,,,,True
04001,62,120.0,117.8,,88.0,172.0,,,,,89.0,95.9,,36.0,87.8,98.0,227.0,,42.7,,120.4,,,,,152.1,58.0,55.8,,26.0,110.0,,,,,27.0,33.9,,-26.0,25.8,36.0,165.0,,-19.3,,58.4,,,,,90.1,True,,True,False,,,,,True,True,,True,True,True,False,,True,,False,,,,,False
04003,51,62.0,73.5,,62.0,74.0,,,,,165.0,141.3,,15.4,71.3,54.0,20.0,,31.3,,62.9,,,,,115.9,11.0,22.5,,11.0,23.0,,,,,114.0,90.3,,-35.6,20.3,3.0,-31.0,,-19.7,,11.9,,,,,64.9,False,,False,False,,,,,False,False,,False,False,True,False,,False,,False,,,,,False
04005,156,138.0,147.9,,100.0,100.0,,,,,128.0,91.6,,72.4,132.0,95.0,193.0,,60.4,,154.5,87.0,,,,180.2,-18.0,-8.1,,-56.0,-56.0,,,,,-28.0,-64.4,,-83.6,-24.0,-61.0,37.0,,-95.6,,-1.5,-69.0,,,,24.2,True,,False,False,,,,,False,False,,False,False,False,False,,False,,True,False,,,,False
04007,57,152.0,148.6,,88.0,90.0,,,,,84.0,127.3,,96.4,109.5,66.0,217.0,,32.3,,99.8,,,,,177.2,95.0,91.6,,31.0,33.0,,,,,27.0,70.3,,39.4,52.5,9.0,160.0,,-24.7,,42.8,,,,,120.2,True,,True,True,,,,,True,True,,True,True,True,False,,True,,True,,,,,False
04009,92,136.0,115.0,,96.0,95.0,,,,,38.0,83.4,,95.8,103.5,,123.0,,85.8,,153.7,,,,,147.5,44.0,23.0,,4.0,3.0,,,,,-54.0,-8.6,,3.8,11.5,,31.0,,-6.2,,61.7,,,,,55.5,True,,True,True,,,,,False,True,,True,True,,True,,True,,False,,,,,False
04011,1,0.0,2.0,,2.0,0.0,,,,,4.0,6.3,,4.9,0.2,0.0,6.0,,3.8,,0.9,,,,,6.4,-1.0,1.0,,1.0,-1.0,,,,,3.0,5.3,,3.9,-0.8,-1.0,5.0,,2.8,,-0.1,,,,,5.4,False,,False,False,,,,,False,False,,False,True,False,False,,False,,True,,,,,False
04012,23,10.0,7.5,,6.0,1.0,,,,,48.0,8.3,,0.6,9.4,12.0,77.0,,5.4,,10.2,,,,,14.8,-13.0,-15.5,,-17.0,-22.0,,,,,25.0,-14.7,,-22.4,-13.6,-11.0,54.0,,-17.6,,-12.8,,,,,-8.2,False,,False,False,,,,,False,False,,False,False,True,False,,False,,True,,,,,True
04013,4171,5640.0,5904.1,4931.0,4045.0,5994.0,,,,,5796.0,4676.5,,3991.6,3615.4,3749.0,10096.0,,1937.2,,3929.0,2301.0,,,,9986.4,1469.0,1733.1,760.0,-126.0,1823.0,,,,,1625.0,505.5,,-179.4,-555.6,-422.0,5925.0,,-2233.8,,-242.0,-1870.0,,,,5815.4,False,True,True,False,,,,,False,True,,True,True,True,False,,False,,True,False,,,,False
04015,263,272.0,308.9,,173.0,189.0,,,,,496.0,198.5,,159.1,202.9,142.0,447.0,,122.7,,172.9,136.0,,,,325.5,9.0,45.9,,-90.0,-74.0,,,,,233.0,-64.5,,-103.9,-60.1,-121.0,184.0,,-140.3,,-90.1,-127.0,,,,62.5,False,,False,False,,,,,False,False,,False,False,False,False,,False,,False,False,,,,False
04017,154,98.0,107.0,,77.0,72.0,,,,,122.0,91.0,,36.2,83.8,125.0,71.0,,54.5,,139.9,,,,,185.6,-56.0,-47.0,,-77.0,-82.0,,,,,-32.0,-63.0,,-117.8,-70.2,-29.0,-83.0,,-99.5,,-14.1,,,,,31.6,True,,False,False,,,,,True,False,,False,False,True,False,,False,,True,,,,,True
04019,1396,2266.0,2312.5,1626.9,1456.0,1597.0,,,,,1687.0,1271.4,,970.5,1433.2,840.0,1513.0,,708.8,,1747.0,1138.0,,,,2953.2,870.0,916.5,230.9,60.0,201.0,,,,,291.0,-124.6,,-425.5,37.2,-556.0,117.0,,-687.2,,351.0,-258.0,,,,1557.2,False,True,True,True,,,,,True,True,,True,True,True,True,,True,,True,True,,,,False
04021,790,930.0,835.6,869.9,770.0,1860.0,,,,,1043.0,275.3,,542.6,714.9,441.0,1723.0,,578.5,,826.9,464.0,,,,796.9,140.0,45.6,79.9,-20.0,1070.0,,,,,253.0,-514.7,,-247.4,-75.1,-349.0,933.0,,-211.5,,36.9,-326.0,,,,6.9,True,True,True,False,,,,,False,False,,False,True,False,False,,False,,True,False,,,,True
04023,65,76.0,72.8,,57.0,45.0,,,,,293.0,42.1,,31.1,76.7,72.0,43.0,,17.1,,68.2,,,,,113.0,11.0,7.8,,-8.0,-20.0,,,,,228.0,-22.9,,-33.9,11.7,7.0,-22.0,,-47.9,,3.2,,,,,48.0,True,,True,False,,,,,False,False,,False,False,True,False,,False,,True,,,,,False
04025,119,202.0,203.7,,130.0,123.0,,,,,396.0,322.0,,116.3,154.4,94.0,354.0,,82.8,,151.7,102.0,,,,308.2,83.0,84.7,,11.0,4.0,,,,,277.0,203.0,,-2.7,35.4,-25.0,235.0,,-36.2,,32.7,-17.0,,,,189.2,False,,True,True,,,,,False,False,,True,True,True,False,,True,,True,True,,,,False
04027,268,380.0,395.0,445.9,316.0,316.0,,,,,338.0,268.8,,142.1,324.8,315.0,817.0,,102.7,,349.2,168.0,,,,656.7,112.0,127.0,177.9,48.0,48.0,,,,,70.0,0.8,,-125.9,56.8,47.0,549.0,,-165.3,,81.2,-100.0,,,,388.7,False,False,True,True,,,,,True,True,,False,True,True,False,,False,,True,True,,,,False
05001,31,34.0,23.7,,32.0,28.0,,,,,71.0,61.5,,15.0,36.2,,0.0,,57.2,,27.6,,,,,41.5,3.0,-7.3,,1.0,-3.0,,,,,40.0,30.5,,-16.0,5.2,,-31.0,,26.2,,-3.4,,,,,10.5,False,,True,False,,,,,False,False,,False,False,,False,,False,,False,,,,,False
05003,13,48.0,31.4,,34.0,26.0,,,,,74.0,60.0,,16.4,36.5,,60.0,,35.4,,69.5,,,,,100.5,35.0,18.4,,21.0,13.0,,,,,61.0,47.0,,3.4,23.5,,47.0,,22.4,,56.5,,,,,87.5,True,,True,True,,,,,False,False,,True,True,,False,,True,,False,,,,,False
05005,40,52.0,50.4,,50.0,91.0,,,,,61.0,72.0,,48.7,57.6,,69.0,,20.3,,37.0,,,,,34.1,12.0,10.4,,10.0,51.0,,,,,21.0,32.0,,8.7,17.6,,29.0,,-19.7,,-3.0,,,,,-5.9,True,,True,False,,,,,False,False,,True,False,,False,,False,,True,,,,,True
05007,533,332.0,339.4,,280.0,369.0,,,,,622.0,175.2,,239.8,320.7,,147.0,,243.7,,279.2,227.0,,,,354.5,-201.0,-193.6,,-253.0,-164.0,,,,,89.0,-357.8,,-293.2,-212.3,,-386.0,,-289.3,,-253.8,-306.0,,,,-178.5,True,,False,True,,,,,True,False,,False,False,,False,,False,,False,False,,,,True
05009,136,64.0,67.4,,63.0,33.0,,,,,62.0,104.0,,64.5,65.9,,71.0,,0.2,,74.6,,,,,59.1,-72.0,-68.6,,-73.0,-103.0,,,,,-74.0,-32.0,,-71.5,-70.1,,-65.0,,-135.8,,-61.4,,,,,-76.9,True,,False,False,,,,,False,True,,True,True,,True,,False,,True,,,,,False
05011,52,66.0,68.3,,57.0,58.0,,,,,38.0,45.5,,45.7,69.2,,15.0,,71.6,,55.3,,,,,87.3,14.0,16.3,,5.0,6.0,,,,,-14.0,-6.5,,-6.3,17.2,,-37.0,,19.6,,3.3,,,,,35.3,False,,True,True,,,,,False,True,,True,False,,False,,False,,True,,,,,False
05013,1,14.0,14.2,,8.0,10.0,,,,,13.0,6.7,,,2.0,,10.0,,6.4,,,,,,,8.7,13.0,13.2,,7.0,9.0,,,,,12.0,5.7,,,1.0,,9.0,,5.4,,,,,,,7.7,False,,True,True,,,,,True,True,,,True,,True,,True,,,,,,,True
05015,57,92.0,93.9,,56.0,98.0,,,,,46.0,49.3,,32.8,67.2,,72.0,,29.5,,78.0,,,,,73.8,35.0,36.9,,-1.0,41.0,,,,,-11.0,-7.7,,-24.2,10.2,,15.0,,-27.5,,21.0,,,,,16.8,False,,True,False,,,,,True,True,,True,True,,True,,True,,True,,,,,True
05017,34,32.0,55.6,,43.0,101.0,,,,,61.0,34.0,,6.2,37.4,,155.0,,19.9,,81.5,,,,,77.0,-2.0,21.6,,9.0,67.0,,,,,27.0,0.0,,-27.8,3.4,,121.0,,-14.1,,47.5,,,,,43.0,False,,False,False,,,,,False,True,,False,False,,False,,False,,False,,,,,False
05019,49,40.0,41.0,,23.0,14.0,,,,,59.0,35.1,,10.2,29.7,,89.0,,16.7,,33.3,,,,,27.5,-9.0,-8.0,,-26.0,-35.0,,,,,10.0,-13.9,,-38.8,-19.3,,40.0,,-32.3,,-15.7,,,,,-21.5,True,,False,False,,,,,False,False,,False,False,,False,,False,,False,,,,,False
05021,41,34.0,30.7,,31.0,33.0,,,,,31.0,36.6,,21.9,29.7,,70.0,,57.2,,39.1,,,,,26.3,-7.0,-10.3,,-10.0,-8.0,,,,,-10.0,-4.4,,-19.1,-11.3,,29.0,,16.2,,-1.9,,,,,-14.7,False,,False,False,,,,,False,True,,False,False,,False,,False,,True,,,,,False
05023,23,46.0,52.4,,34.0,68.0,,,,,70.0,29.5,,15.8,36.7,,57.0,,1.2,,32.3,,,,,36.8,23.0,29.4,,11.0,45.0,,,,,47.0,6.5,,-7.2,13.7,,34.0,,-21.8,,9.3,,,,,13.8,False,,True,False,,,,,False,True,,True,True,,False,,True,,True,,,,,True
05025,14,20.0,22.5,,18.0,24.0,,,,,17.0,22.5,,4.7,19.8,,0.0,,8.4,,33.3,,,,,25.8,6.0,8.5,,4.0,10.0,,,,,3.0,8.5,,-9.3,5.8,,-14.0,,-5.6,,19.3,,,,,11.8,False,,True,False,,,,,True,False,,False,True,,False,,True,,False,,,,,False
05027,42,64.0,64.3,,52.0,56.0,,,,,78.0,75.8,,30.6,52.7,,66.0,,36.6,,52.3,,,,,48.1,22.0,22.3,,10.0,14.0,,,,,36.0,33.8,,-11.4,10.7,,24.0,,-5.4,,10.3,,,,,6.1,False,,True,True,,,,,False,False,,True,True,,False,,True,,True,,,,,True
05029,28,52.0,51.6,,41.0,58.0,,,,,76.0,43.4,,25.6,38.5,,28.0,,25.0,,43.7,,,,,34.7,24.0,23.6,,13.0,30.0,,,,,48.0,15.4,,-2.4,10.5,,0.0,,-3.0,,15.7,,,,,6.7,True,,True,False,,,,,False,True,,True,True,,True,,True,,True,,,,,True
05031,347,404.0,411.7,,302.0,482.0,,,,,303.0,355.5,,262.1,300.8,,405.0,,153.0,,352.5,,,,,310.7,57.0,64.7,,-45.0,135.0,,,,,-44.0,8.5,,-84.9,-46.2,,58.0,,-194.0,,5.5,,,,,-36.3,False,,True,False,,,,,True,True,,False,True,,False,,False,,True,,,,,True
05033,144,232.0,230.4,,175.0,246.0,,,,,183.0,65.9,,137.4,165.7,,182.0,,156.5,,214.0,,,,,251.2,88.0,86.4,,31.0,102.0,,,,,39.0,-78.1,,-6.6,21.7,,38.0,,12.5,,70.0,,,,,107.2,True,,True,False,,,,,True,True,,True,True,,True,,True,,True,,,,,False
05035,140,206.0,196.0,,159.0,145.0,,,,,177.0,149.2,,105.3,157.6,,7.0,,160.5,,218.3,,,,,256.1,66.0,56.0,,19.0,5.0,,,,,37.0,9.2,,-34.7,17.6,,-133.0,,20.5,,78.3,,,,,116.1,True,,True,True,,,,,True,True,,True,True,,False,,True,,False,,,,,False
05037,65,32.0,31.7,,31.0,38.0,,,,,38.0,46.6,,10.1,30.8,,12.0,,22.2,,30.2,,,,,42.1,-33.0,-33.3,,-34.0,-27.0,,,,,-27.0,-18.4,,-54.9,-34.2,,-53.0,,-42.8,,-34.8,,,,,-22.9,False,,False,True,,,,,True,True,,False,False,,False,,False,,False,,,,,True
05039,47,40.0,34.3,,22.0,20.0,,,,,23.0,22.8,,21.8,18.7,,0.0,,0.0,,33.6,,,,,22.6,-7.0,-12.7,,-25.0,-27.0,,,,,-24.0,-24.2,,-25.2,-28.3,,-47.0,,-47.0,,-13.4,,,,,-24.4,False,,False,False,,,,,False,False,,False,False,,False,,False,,False,,,,,False
05041,32,20.0,13.1,,18.0,12.0,,,,,51.0,30.0,,12.2,26.5,,0.0,,19.0,,22.8,,,,,28.7,-12.0,-18.9,,-14.0,-20.0,,,,,19.0,-2.0,,-19.8,-5.5,,-32.0,,-13.0,,-9.2,,,,,-3.3,False,,False,False,,,,,False,True,,False,True,,False,,False,,True,,,,,True
05043,15,84.0,79.3,,60.0,138.0,,,,,72.0,79.2,,28.2,55.1,,8.0,,28.0,,68.5,,,,,75.5,69.0,64.3,,45.0,123.0,,,,,57.0,64.2,,13.2,40.1,,-7.0,,13.0,,53.5,,,,,60.5,True,,True,False,,,,,True,True,,True,True,,True,,True,,True,,,,,True
05045,285,220.0,216.5,,199.0,280.0,,,,,302.0,244.8,,185.2,197.7,,198.0,,167.2,,200.1,,,,,219.3,-65.0,-68.5,,-86.0,-5.0,,,,,17.0,-40.2,,-99.8,-87.3,,-87.0,,-117.8,,-84.9,,,,,-65.7,False,,False,True,,,,,True,True,,False,False,,False,,False,,False,,,,,False
05047,33,20.0,17.4,,19.0,13.0,,,,,42.0,50.6,,6.7,20.7,,0.0,,11.2,,30.6,,,,,25.5,-13.0,-15.6,,-14.0,-20.0,,,,,9.0,17.6,,-26.3,-12.3,,-33.0,,-21.8,,-2.4,,,,,-7.5,False,,False,False,,,,,True,False,,False,True,,False,,False,,True,,,,,True
05049,29,16.0,17.5,,14.0,15.0,,,,,15.0,28.3,,14.4,19.0,,26.0,,11.3,,12.0,,,,,13.8,-13.0,-11.5,,-15.0,-14.0,,,,,-14.0,-0.7,,-14.6,-10.0,,-3.0,,-17.7,,-17.0,,,,,-15.2,True,,False,False,,,,,False,True,,False,True,,True,,False,,False,,,,,False
05051,213,238.0,251.3,,222.0,179.0,,,,,320.0,376.1,,189.2,182.9,,265.0,,186.7,,257.8,,,,,249.5,25.0,38.3,,9.0,-34.0,,,,,107.0,163.1,,-23.8,-30.1,,52.0,,-26.3,,44.8,,,,,36.5,False,,True,False,,,,,False,False,,True,False,,False,,False,,False,,,,,False
05053,39,32.0,32.3,,28.0,19.0,,,,,49.0,35.6,,15.5,33.3,,27.0,,29.5,,25.1,,,,,25.2,-7.0,-6.7,,-11.0,-20.0,,,,,10.0,-3.4,,-23.5,-5.7,,-12.0,,-9.5,,-13.9,,,,,-13.8,True,,False,False,,,,,False,True,,False,True,,False,,False,,False,,,,,False
05055,86,86.0,97.7,,79.0,30.0,,,,,108.0,150.0,,62.0,85.3,,0.0,,58.0,,78.3,,,,,106.8,0.0,11.7,,-7.0,-56.0,,,,,22.0,64.0,,-24.0,-0.7,,-86.0,,-28.0,,-7.7,,,,,20.8,False,,False,False,,,,,False,False,,False,False,,False,,False,,False,,,,,False
05057,32,76.0,75.8,,60.0,53.0,,,,,74.0,77.9,,58.0,62.1,,104.0,,51.9,,94.5,,,,,60.1,44.0,43.8,,28.0,21.0,,,,,42.0,45.9,,26.0,30.1,,72.0,,19.9,,62.5,,,,,28.1,True,,True,True,,,,,True,False,,True,True,,False,,True,,False,,,,,True
05059,64,112.0,112.8,,80.0,95.0,,,,,147.0,118.4,,31.5,77.8,,140.0,,84.7,,68.2,,,,,162.7,48.0,48.8,,16.0,31.0,,,,,83.0,54.4,,-32.5,13.8,,76.0,,20.7,,4.2,,,,,98.7,False,,True,True,,,,,False,False,,True,True,,False,,True,,True,,,,,False
05061,46,44.0,46.9,,29.0,32.0,,,,,42.0,33.2,,11.5,31.6,,48.0,,20.3,,27.3,,,,,57.6,-2.0,0.9,,-17.0,-14.0,,,,,-4.0,-12.8,,-34.5,-14.4,,2.0,,-25.7,,-18.7,,,,,11.6,True,,False,False,,,,,False,False,,False,False,,False,,False,,False,,,,,False
05063,130,144.0,127.4,,109.0,115.0,,,,,126.0,181.3,,95.8,105.6,,2.0,,34.2,,179.9,,,,,260.1,14.0,-2.6,,-21.0,-15.0,,,,,-4.0,51.3,,-34.2,-24.4,,-128.0,,-95.8,,49.9,,,,,130.1,True,,False,False,,,,,True,False,,False,False,,False,,False,,False,,,,,False
05065,32,32.0,30.9,,26.0,40.0,,,,,19.0,37.9,,16.6,31.1,,0.0,,15.3,,33.4,,,,,20.1,0.0,-1.1,,-6.0,8.0,,,,,-13.0,5.9,,-15.4,-0.9,,-32.0,,-16.7,,1.4,,,,,-11.9,False,,False,False,,,,,False,False,,False,False,,False,,False,,False,,,,,False
