,actual_cases,COVIDhub-baseline,CEID-Walk,CMU-TimeSeries,COVIDhub-ensemble,CU-select,Columbia_UNC-SurvCon,Covid19Sim-Simulator,CovidAnalytics-DELPHI,DDS-NBDS,IowaStateLW-STEM,JHU_IDD-CovidSP,Karlen-pypm,LANL-GrowthRate,LNQ-ens1,OliverWyman-Navigator,PandemicCentral-USCounty,QJHong-Encounter,RobertWalraven-ESG,TTU-squider,UCLA-SuEIR,UMass-MechBayes,UMich-RidgeTfReg,USACE-ERDC_SEIR,USC-SI_kJalpha,UVA-Ensemble,error-COVIDhub-baseline,error-CEID-Walk,error-CMU-TimeSeries,error-COVIDhub-ensemble,error-CU-select,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-CovidAnalytics-DELPHI,error-DDS-NBDS,error-IowaStateLW-STEM,error-JHU_IDD-CovidSP,error-Karlen-pypm,error-LANL-GrowthRate,error-LNQ-ens1,error-OliverWyman-Navigator,error-PandemicCentral-USCounty,error-QJHong-Encounter,error-RobertWalraven-ESG,error-TTU-squider,error-UCLA-SuEIR,error-UMass-MechBayes,error-UMich-RidgeTfReg,error-USACE-ERDC_SEIR,error-USC-SI_kJalpha,error-UVA-Ensemble,beat_baseline-CEID-Walk,beat_baseline-CMU-TimeSeries,beat_baseline-COVIDhub-ensemble,beat_baseline-CU-select,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-DDS-NBDS,beat_baseline-IowaStateLW-STEM,beat_baseline-JHU_IDD-CovidSP,beat_baseline-Karlen-pypm,beat_baseline-LANL-GrowthRate,beat_baseline-LNQ-ens1,beat_baseline-OliverWyman-Navigator,beat_baseline-PandemicCentral-USCounty,beat_baseline-QJHong-Encounter,beat_baseline-RobertWalraven-ESG,beat_baseline-TTU-squider,beat_baseline-UCLA-SuEIR,beat_baseline-UMass-MechBayes,beat_baseline-UMich-RidgeTfReg,beat_baseline-USACE-ERDC_SEIR,beat_baseline-USC-SI_kJalpha,beat_baseline-UVA-Ensemble
01021,238,132.0,137.5,,127.0,91.0,,,,,139.0,148.8,,105.8,132.2,100.0,212.0,,87.3,,144.8,,,,,134.9,-106.0,-100.5,,-111.0,-147.0,,,,,-99.0,-89.2,,-132.2,-105.8,-138.0,-26.0,,-150.7,,-93.2,,,,,-103.1,True,,False,False,,,,,True,True,,False,True,False,True,,False,,True,,,,,True
01023,21,24.0,23.6,,20.0,14.0,,,,,42.0,22.7,,8.6,19.0,25.0,26.0,,21.0,,23.4,,,,,27.2,3.0,2.6,,-1.0,-7.0,,,,,21.0,1.7,,-12.4,-2.0,4.0,5.0,,0.0,,2.4,,,,,6.2,True,,True,False,,,,,False,True,,False,True,False,False,,True,,True,,,,,False
01025,53,94.0,91.6,,80.0,186.0,,,,,103.0,79.2,,50.3,68.6,80.0,8.0,,88.0,,85.7,,,,,113.5,41.0,38.6,,27.0,133.0,,,,,50.0,26.2,,-2.7,15.6,27.0,-45.0,,35.0,,32.7,,,,,60.5,True,,True,False,,,,,False,True,,True,True,True,False,,True,,True,,,,,False
01027,80,40.0,34.3,,29.0,45.0,,,,,37.0,44.5,,5.1,22.5,26.0,86.0,,12.7,,40.2,,,,,60.6,-40.0,-45.7,,-51.0,-35.0,,,,,-43.0,-35.5,,-74.9,-57.5,-54.0,6.0,,-67.3,,-39.8,,,,,-19.4,False,,False,True,,,,,False,True,,False,False,False,True,,False,,True,,,,,True
01029,56,88.0,78.1,,37.0,36.0,,,,,31.0,27.7,,40.2,39.6,44.0,129.0,,14.2,,65.0,,,,,45.6,32.0,22.1,,-19.0,-20.0,,,,,-25.0,-28.3,,-15.8,-16.4,-12.0,73.0,,-41.8,,9.0,,,,,-10.4,True,,True,True,,,,,True,True,,True,True,True,False,,False,,True,,,,,True
01031,80,188.0,205.2,,138.0,220.0,,,,,153.0,154.5,,74.5,121.3,108.0,155.0,,87.0,,183.0,,,,,162.5,108.0,125.2,,58.0,140.0,,,,,73.0,74.5,,-5.5,41.3,28.0,75.0,,7.0,,103.0,,,,,82.5,False,,True,False,,,,,True,True,,True,True,True,True,,True,,True,,,,,True
01033,137,144.0,149.4,,110.0,98.0,,,,,175.0,148.9,,64.8,115.9,114.0,247.0,,72.3,,95.8,,,,,173.7,7.0,12.4,,-27.0,-39.0,,,,,38.0,11.9,,-72.2,-21.1,-23.0,110.0,,-64.7,,-41.2,,,,,36.7,False,,False,False,,,,,False,False,,False,False,False,False,,False,,False,,,,,False
01035,20,36.0,38.5,,24.0,14.0,,,,,52.0,31.0,,11.4,25.7,36.0,25.0,,7.3,,33.0,,,,,53.1,16.0,18.5,,4.0,-6.0,,,,,32.0,11.0,,-8.6,5.7,16.0,5.0,,-12.7,,13.0,,,,,33.1,False,,True,True,,,,,False,True,,True,True,False,True,,True,,True,,,,,False
01037,4,12.0,12.0,,6.0,0.0,,,,,27.0,16.8,,1.5,6.0,,35.0,,2.0,,20.0,,,,,15.2,8.0,8.0,,2.0,-4.0,,,,,23.0,12.8,,-2.5,2.0,,31.0,,-2.0,,16.0,,,,,11.2,True,,True,True,,,,,False,False,,True,True,,False,,True,,False,,,,,False
01039,40,92.0,92.0,,76.0,32.0,,,,,120.0,130.6,,44.2,74.1,72.0,89.0,,71.9,,76.3,,,,,104.5,52.0,52.0,,36.0,-8.0,,,,,80.0,90.6,,4.2,34.1,32.0,49.0,,31.9,,36.3,,,,,64.5,False,,True,True,,,,,False,False,,True,True,True,True,,True,,True,,,,,False
01041,36,38.0,38.3,,34.0,22.0,,,,,43.0,38.8,,12.6,26.4,29.0,92.0,,43.6,,49.5,,,,,36.8,2.0,2.3,,-2.0,-14.0,,,,,7.0,2.8,,-23.4,-9.6,-7.0,56.0,,7.6,,13.5,,,,,0.8,False,,False,False,,,,,False,False,,False,False,False,False,,False,,False,,,,,True
01043,109,206.0,189.4,,175.0,246.0,,,,,244.0,244.5,,83.9,137.9,126.0,310.0,,69.7,,216.3,,,,,206.7,97.0,80.4,,66.0,137.0,,,,,135.0,135.5,,-25.1,28.9,17.0,201.0,,-39.3,,107.3,,,,,97.7,True,,True,False,,,,,False,False,,True,True,True,False,,True,,False,,,,,False
01045,79,166.0,191.9,,126.0,179.0,,,,,138.0,127.5,,120.5,114.0,102.0,40.0,,71.8,,151.8,,,,,165.8,87.0,112.9,,47.0,100.0,,,,,59.0,48.5,,41.5,35.0,23.0,-39.0,,-7.2,,72.8,,,,,86.8,False,,True,False,,,,,True,True,,True,True,True,True,,True,,True,,,,,True
01047,59,78.0,76.5,,64.0,42.0,,,,,164.0,72.3,,35.8,64.9,100.0,172.0,,99.1,,61.7,,,,,94.2,19.0,17.5,,5.0,-17.0,,,,,105.0,13.3,,-23.2,5.9,41.0,113.0,,40.1,,2.7,,,,,35.2,True,,True,True,,,,,False,True,,False,True,False,False,,False,,True,,,,,False
01049,128,166.0,164.1,,145.0,107.0,,,,,253.0,179.0,,97.0,144.2,164.0,152.0,,96.5,,156.4,,,,,175.0,38.0,36.1,,17.0,-21.0,,,,,125.0,51.0,,-31.0,16.2,36.0,24.0,,-31.5,,28.4,,,,,47.0,True,,True,True,,,,,False,False,,True,True,True,True,,True,,True,,,,,False
01051,190,218.0,219.3,,159.0,199.0,,,,,189.0,148.6,,112.6,133.9,156.0,413.0,,71.5,,227.2,,,,,280.7,28.0,29.3,,-31.0,9.0,,,,,-1.0,-41.4,,-77.4,-56.1,-34.0,223.0,,-118.5,,37.2,,,,,90.7,False,,False,True,,,,,True,False,,False,False,False,False,,False,,False,,,,,False
01053,88,130.0,129.8,,101.0,45.0,,,,,147.0,152.2,,55.4,78.4,98.0,263.0,,90.6,,111.4,,,,,155.6,42.0,41.8,,13.0,-43.0,,,,,59.0,64.2,,-32.6,-9.6,10.0,175.0,,2.6,,23.4,,,,,67.6,True,,True,False,,,,,False,False,,True,True,True,False,,True,,True,,,,,False
01055,268,502.0,472.3,,388.0,754.0,,,,,305.0,425.1,,389.6,397.5,287.0,507.0,,378.2,,422.2,,,,,471.5,234.0,204.3,,120.0,486.0,,,,,37.0,157.1,,121.6,129.5,19.0,239.0,,110.2,,154.2,,,,,203.5,True,,True,False,,,,,True,True,,True,True,True,False,,True,,True,,,,,True
01057,46,56.0,58.3,,52.0,51.0,,,,,55.0,60.3,,39.3,53.2,31.0,83.0,,52.7,,52.2,,,,,56.0,10.0,12.3,,6.0,5.0,,,,,9.0,14.3,,-6.7,7.2,-15.0,37.0,,6.7,,6.2,,,,,10.0,False,,True,True,,,,,True,False,,True,True,False,False,,True,,True,,,,,True
01059,169,196.0,187.7,,136.0,173.0,,,,,143.0,57.4,,90.7,127.5,126.0,420.0,,127.6,,171.7,,,,,195.4,27.0,18.7,,-33.0,4.0,,,,,-26.0,-111.6,,-78.3,-41.5,-43.0,251.0,,-41.4,,2.7,,,,,26.4,True,,False,True,,,,,True,False,,False,False,False,False,,False,,True,,,,,True
01061,55,134.0,143.0,,96.0,145.0,,,,,96.0,103.1,,88.8,93.4,69.0,126.0,,58.1,,119.7,,,,,90.3,79.0,88.0,,41.0,90.0,,,,,41.0,48.1,,33.8,38.4,14.0,71.0,,3.1,,64.7,,,,,35.3,False,,True,False,,,,,True,True,,True,True,True,True,,True,,True,,,,,True
01063,16,22.0,23.6,,13.0,14.0,,,,,31.0,14.4,,5.9,13.1,23.0,45.0,,6.1,,18.4,,,,,25.4,6.0,7.6,,-3.0,-2.0,,,,,15.0,-1.6,,-10.1,-2.9,7.0,29.0,,-9.9,,2.4,,,,,9.4,False,,True,True,,,,,False,True,,False,True,False,False,,False,,True,,,,,False
01065,29,34.0,34.8,,28.0,28.0,,,,,67.0,25.9,,11.8,25.2,38.0,90.0,,25.3,,41.7,,,,,46.4,5.0,5.8,,-1.0,-1.0,,,,,38.0,-3.1,,-17.2,-3.8,9.0,61.0,,-3.7,,12.7,,,,,17.4,False,,True,True,,,,,False,True,,False,True,False,False,,True,,False,,,,,False
01067,46,54.0,49.9,,41.0,24.0,,,,,43.0,33.1,,37.7,45.0,40.0,0.0,,35.5,,52.0,,,,,46.6,8.0,3.9,,-5.0,-22.0,,,,,-3.0,-12.9,,-8.3,-1.0,-6.0,-46.0,,-10.5,,6.0,,,,,0.6,True,,True,False,,,,,True,False,,False,True,True,False,,False,,True,,,,,True
01069,182,430.0,420.0,,348.0,1027.0,,,,,272.0,314.8,,410.8,292.8,242.0,309.0,,190.3,,415.1,,,,,454.8,248.0,238.0,,166.0,845.0,,,,,90.0,132.8,,228.8,110.8,60.0,127.0,,8.3,,233.1,,,,,272.8,True,,True,False,,,,,True,True,,True,True,True,True,,True,,True,,,,,False
01071,106,176.0,203.0,,144.0,125.0,,,,,140.0,229.4,,101.6,141.8,122.0,156.0,,107.6,,172.4,,,,,184.7,70.0,97.0,,38.0,19.0,,,,,34.0,123.4,,-4.4,35.8,16.0,50.0,,1.6,,66.4,,,,,78.7,False,,True,True,,,,,True,False,,True,True,True,True,,True,,True,,,,,False
01073,1907,1348.0,1259.3,1586.2,1084.0,956.0,,,,,1537.0,1573.9,,940.3,886.0,1141.0,1966.0,,520.0,,1228.5,690.0,,,,1879.9,-559.0,-647.7,-320.8,-823.0,-951.0,,,,,-370.0,-333.1,,-966.7,-1021.0,-766.0,59.0,,-1387.0,,-678.5,-1217.0,,,,-27.1,False,True,False,False,,,,,True,True,,False,False,False,True,,False,,False,False,,,,True
01075,22,40.0,40.0,,29.0,29.0,,,,,43.0,38.5,,13.1,28.1,24.0,46.0,,17.0,,33.5,,,,,48.0,18.0,18.0,,7.0,7.0,,,,,21.0,16.5,,-8.9,6.1,2.0,24.0,,-5.0,,11.5,,,,,26.0,True,,True,True,,,,,False,True,,True,True,True,False,,True,,True,,,,,False
01077,147,178.0,172.8,,157.0,131.0,,,,,246.0,244.5,,102.5,152.8,132.0,83.0,,123.8,,185.7,,,,,186.4,31.0,25.8,,10.0,-16.0,,,,,99.0,97.5,,-44.5,5.8,-15.0,-64.0,,-23.2,,38.7,,,,,39.4,True,,True,True,,,,,False,False,,False,True,True,False,,True,,False,,,,,False
01079,105,58.0,61.4,,56.0,25.0,,,,,122.0,83.7,,41.9,57.5,44.0,62.0,,41.4,,62.9,,,,,51.6,-47.0,-43.6,,-49.0,-80.0,,,,,17.0,-21.3,,-63.1,-47.5,-61.0,-43.0,,-63.6,,-42.1,,,,,-53.4,True,,False,False,,,,,True,True,,False,False,False,True,,False,,True,,,,,False
01081,574,312.0,312.3,,306.0,362.0,,,,,348.0,420.5,,118.0,198.4,256.0,469.0,,159.2,,305.7,138.0,,,,333.0,-262.0,-261.7,,-268.0,-212.0,,,,,-226.0,-153.5,,-456.0,-375.6,-318.0,-105.0,,-414.8,,-268.3,-436.0,,,,-241.0,True,,False,True,,,,,True,True,,False,False,False,True,,False,,False,False,,,,True
01083,177,180.0,174.0,,141.0,138.0,,,,,247.0,185.3,,111.7,143.9,133.0,232.0,,128.8,,167.4,,,,,232.0,3.0,-3.0,,-36.0,-39.0,,,,,70.0,8.3,,-65.3,-33.1,-44.0,55.0,,-48.2,,-9.6,,,,,55.0,False,,False,False,,,,,False,False,,False,False,False,False,,False,,False,,,,,False
01085,25,16.0,7.3,,12.0,2.0,,,,,35.0,10.5,,2.3,15.5,35.0,14.0,,67.6,,15.1,,,,,28.4,-9.0,-17.7,,-13.0,-23.0,,,,,10.0,-14.5,,-22.7,-9.5,10.0,-11.0,,42.6,,-9.9,,,,,3.4,False,,False,False,,,,,False,False,,False,False,False,False,,False,,False,,,,,True
01087,38,56.0,49.4,,37.0,35.0,,,,,46.0,46.4,,14.2,37.8,38.0,52.0,,20.9,,54.3,,,,,47.4,18.0,11.4,,-1.0,-3.0,,,,,8.0,8.4,,-23.8,-0.2,0.0,14.0,,-17.1,,16.3,,,,,9.4,True,,True,True,,,,,True,True,,False,True,True,True,,True,,True,,,,,True
01089,667,434.0,432.9,378.4,377.0,318.0,,,,,794.0,947.1,,301.8,375.5,428.0,535.0,,241.9,,404.3,206.0,,,,618.1,-233.0,-234.1,-288.6,-290.0,-349.0,,,,,127.0,280.1,,-365.2,-291.5,-239.0,-132.0,,-425.1,,-262.7,-461.0,,,,-48.9,False,False,False,False,,,,,True,False,,False,False,False,True,,False,,False,False,,,,True
01091,38,46.0,49.9,,41.0,45.0,,,,,86.0,44.0,,13.9,37.3,42.0,51.0,,29.5,,60.7,,,,,59.5,8.0,11.9,,3.0,7.0,,,,,48.0,6.0,,-24.1,-0.7,4.0,13.0,,-8.5,,22.7,,,,,21.5,False,,True,True,,,,,False,True,,False,True,True,False,,False,,False,,,,,False
01093,85,98.0,90.2,,79.0,78.0,,,,,100.0,91.1,,61.8,88.6,67.0,88.0,,33.9,,81.8,,,,,98.5,13.0,5.2,,-6.0,-7.0,,,,,15.0,6.1,,-23.2,3.6,-18.0,3.0,,-51.1,,-3.2,,,,,13.5,True,,True,True,,,,,False,True,,False,True,False,True,,False,,True,,,,,False
01095,95,364.0,361.6,,274.0,331.0,,,,,316.0,267.3,,196.6,256.9,300.0,320.0,,191.9,,342.5,,,,,368.6,269.0,266.6,,179.0,236.0,,,,,221.0,172.3,,101.6,161.9,205.0,225.0,,96.9,,247.5,,,,,273.6,True,,True,True,,,,,True,True,,True,True,True,True,,True,,True,,,,,False
01097,739,1098.0,1187.9,1092.8,971.0,597.0,,,,,1229.0,1399.5,,857.0,713.3,914.0,1219.0,,452.5,,1234.6,558.0,,,,1281.5,359.0,448.9,353.8,232.0,-142.0,,,,,490.0,660.5,,118.0,-25.7,175.0,480.0,,-286.5,,495.6,-181.0,,,,542.5,False,True,True,True,,,,,False,False,,True,True,True,False,,True,,False,True,,,,False
01099,10,28.0,26.0,,26.0,14.0,,,,,70.0,39.5,,10.1,25.1,35.0,78.0,,31.6,,22.6,,,,,45.6,18.0,16.0,,16.0,4.0,,,,,60.0,29.5,,0.1,15.1,25.0,68.0,,21.6,,12.6,,,,,35.6,True,,True,True,,,,,False,False,,True,True,False,False,,False,,True,,,,,False
01101,494,656.0,688.6,500.3,386.0,437.0,,,,,620.0,381.7,,294.1,372.6,550.0,756.0,,290.5,,377.3,327.0,,,,882.8,162.0,194.6,6.3,-108.0,-57.0,,,,,126.0,-112.3,,-199.9,-121.4,56.0,262.0,,-203.5,,-116.7,-167.0,,,,388.8,False,True,True,True,,,,,True,True,,False,True,True,False,,False,,True,False,,,,False
01103,259,248.0,256.4,,205.0,234.0,,,,,344.0,217.9,,99.5,171.0,209.0,179.0,,154.1,,256.5,,,,,337.2,-11.0,-2.6,,-54.0,-25.0,,,,,85.0,-41.1,,-159.5,-88.0,-50.0,-80.0,,-104.9,,-2.5,,,,,78.2,True,,False,False,,,,,False,False,,False,False,False,False,,False,,True,,,,,False
01105,13,26.0,18.9,,19.0,15.0,,,,,38.0,25.2,,15.3,32.0,36.0,0.0,,17.1,,41.1,,,,,38.6,13.0,5.9,,6.0,2.0,,,,,25.0,12.2,,2.3,19.0,23.0,-13.0,,4.1,,28.1,,,,,25.6,True,,True,True,,,,,False,True,,True,False,False,False,,True,,False,,,,,False
01107,49,116.0,117.6,,98.0,100.0,,,,,85.0,56.1,,94.7,88.4,,116.0,,115.7,,115.8,,,,,85.2,67.0,68.6,,49.0,51.0,,,,,36.0,7.1,,45.7,39.4,,67.0,,66.7,,66.8,,,,,36.2,False,,True,True,,,,,True,True,,True,True,,False,,True,,True,,,,,True
01109,72,104.0,99.2,,85.0,62.0,,,,,99.0,63.4,,67.7,91.8,80.0,240.0,,79.6,,94.2,,,,,69.0,32.0,27.2,,13.0,-10.0,,,,,27.0,-8.6,,-4.3,19.8,8.0,168.0,,7.6,,22.2,,,,,-3.0,True,,True,True,,,,,True,True,,True,True,True,False,,True,,True,,,,,True
01111,62,42.0,44.6,,40.0,5.0,,,,,60.0,56.1,,25.1,47.3,42.0,41.0,,18.0,,55.1,,,,,38.2,-20.0,-17.4,,-22.0,-57.0,,,,,-2.0,-5.9,,-36.9,-14.7,-20.0,-21.0,,-44.0,,-6.9,,,,,-23.8,True,,False,False,,,,,True,True,,False,True,False,False,,False,,True,,,,,False
01113,79,176.0,175.7,,111.0,92.0,,,,,153.0,130.7,,61.7,104.5,139.0,268.0,,130.4,,127.3,,,,,160.9,97.0,96.7,,32.0,13.0,,,,,74.0,51.7,,-17.3,25.5,60.0,189.0,,51.4,,48.3,,,,,81.9,True,,True,True,,,,,True,True,,True,True,True,False,,True,,True,,,,,True
01115,193,238.0,229.8,,225.0,301.0,,,,,211.0,257.0,,240.3,253.2,179.0,,,159.3,,224.3,,,,,211.5,45.0,36.8,,32.0,108.0,,,,,18.0,64.0,,47.3,60.2,-14.0,,,-33.7,,31.3,,,,,18.5,True,,True,False,,,,,True,False,,False,False,True,,,True,,True,,,,,True
01117,645,318.0,316.3,,292.0,227.0,,,,,500.0,527.9,,209.0,250.4,278.0,377.0,,304.0,,292.9,152.0,,,,441.5,-327.0,-328.7,,-353.0,-418.0,,,,,-145.0,-117.1,,-436.0,-394.6,-367.0,-268.0,,-341.0,,-352.1,-493.0,,,,-203.5,False,,False,False,,,,,True,True,,False,False,False,True,,False,,False,False,,,,True
01119,13,34.0,42.7,,29.0,29.0,,,,,50.0,9.8,,5.8,23.2,,2.0,,28.0,,34.1,,,,,39.2,21.0,29.7,,16.0,16.0,,,,,37.0,-3.2,,-7.2,10.2,,-11.0,,15.0,,21.1,,,,,26.2,False,,True,True,,,,,False,True,,True,True,,True,,True,,False,,,,,False
01121,136,176.0,177.5,,164.0,154.0,,,,,228.0,352.3,,79.5,123.7,116.0,311.0,,94.7,,174.7,,,,,231.1,40.0,41.5,,28.0,18.0,,,,,92.0,216.3,,-56.5,-12.3,-20.0,175.0,,-41.3,,38.7,,,,,95.1,False,,True,True,,,,,False,False,,False,True,True,False,,False,,True,,,,,False
01123,37,60.0,57.0,,53.0,35.0,,,,,113.0,84.0,,17.1,50.2,66.0,95.0,,39.4,,66.0,,,,,70.1,23.0,20.0,,16.0,-2.0,,,,,76.0,47.0,,-19.9,13.2,29.0,58.0,,2.4,,29.0,,,,,33.1,True,,True,True,,,,,False,False,,True,True,False,False,,True,,False,,,,,False
01125,513,716.0,749.2,,599.0,1076.0,,,,,595.0,402.8,,599.0,593.8,462.0,771.0,,510.3,,700.2,436.0,,,,675.7,203.0,236.2,,86.0,563.0,,,,,82.0,-110.2,,86.0,80.8,-51.0,258.0,,-2.7,,187.2,-77.0,,,,162.7,False,,True,False,,,,,True,True,,True,True,True,False,,True,,True,True,,,,True
01127,202,214.0,223.7,,166.0,356.0,,,,,209.0,102.8,,98.8,163.2,147.0,346.0,,116.2,,169.3,,,,,234.3,12.0,21.7,,-36.0,154.0,,,,,7.0,-99.2,,-103.2,-38.8,-55.0,144.0,,-85.8,,-32.7,,,,,32.3,False,,False,False,,,,,True,False,,False,False,False,False,,False,,False,,,,,False
01129,24,38.0,41.5,,36.0,76.0,,,,,53.0,54.3,,4.4,28.5,39.0,13.0,,21.3,,34.7,,,,,67.5,14.0,17.5,,12.0,52.0,,,,,29.0,30.3,,-19.6,4.5,15.0,-11.0,,-2.7,,10.7,,,,,43.5,False,,True,False,,,,,False,False,,False,True,False,True,,True,,True,,,,,False
01131,14,40.0,40.5,,30.0,29.0,,,,,40.0,22.7,,9.6,32.6,34.0,0.0,,29.9,,33.5,,,,,36.5,26.0,26.5,,16.0,15.0,,,,,26.0,8.7,,-4.4,18.6,20.0,-14.0,,15.9,,19.5,,,,,22.5,False,,True,True,,,,,False,True,,True,True,True,True,,True,,True,,,,,True
01133,65,68.0,73.9,,39.0,41.0,,,,,88.0,52.8,,17.3,37.8,40.0,134.0,,29.7,,62.2,,,,,89.9,3.0,8.9,,-26.0,-24.0,,,,,23.0,-12.2,,-47.7,-27.2,-25.0,69.0,,-35.3,,-2.8,,,,,24.9,False,,False,False,,,,,False,False,,False,False,False,False,,False,,True,,,,,False
