,actual_cases,COVIDhub-baseline,CDDEP-SEIR_MCMC,COVIDhub-ensemble,CU-select,Columbia_UNC-SurvCon,Covid19Sim-Simulator,CovidAnalytics-DELPHI,DDS-NBDS,Geneva-DetGrowth,IHME-CurveFit,IowaStateLW-STEM,JHU_IDD-CovidSP,Karlen-pypm,LANL-GrowthRate,LNQ-ens1,MITCovAlliance-SIR,OliverWyman-Navigator,QJHong-Encounter,RobertWalraven-ESG,UCLA-SuEIR,UMass-MechBayes,UMich-RidgeTfReg,USACE-ERDC_SEIR,USC-SI_kJalpha,UVA-Ensemble,error-COVIDhub-baseline,error-CDDEP-SEIR_MCMC,error-COVIDhub-ensemble,error-CU-select,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-CovidAnalytics-DELPHI,error-DDS-NBDS,error-Geneva-DetGrowth,error-IHME-CurveFit,error-IowaStateLW-STEM,error-JHU_IDD-CovidSP,error-Karlen-pypm,error-LANL-GrowthRate,error-LNQ-ens1,error-MITCovAlliance-SIR,error-OliverWyman-Navigator,error-QJHong-Encounter,error-RobertWalraven-ESG,error-UCLA-SuEIR,error-UMass-MechBayes,error-UMich-RidgeTfReg,error-USACE-ERDC_SEIR,error-USC-SI_kJalpha,error-UVA-Ensemble,beat_baseline-CDDEP-SEIR_MCMC,beat_baseline-COVIDhub-ensemble,beat_baseline-CU-select,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-DDS-NBDS,beat_baseline-Geneva-DetGrowth,beat_baseline-IHME-CurveFit,beat_baseline-IowaStateLW-STEM,beat_baseline-JHU_IDD-CovidSP,beat_baseline-Karlen-pypm,beat_baseline-LANL-GrowthRate,beat_baseline-LNQ-ens1,beat_baseline-MITCovAlliance-SIR,beat_baseline-OliverWyman-Navigator,beat_baseline-QJHong-Encounter,beat_baseline-RobertWalraven-ESG,beat_baseline-UCLA-SuEIR,beat_baseline-UMass-MechBayes,beat_baseline-UMich-RidgeTfReg,beat_baseline-USACE-ERDC_SEIR,beat_baseline-USC-SI_kJalpha,beat_baseline-UVA-Ensemble
01021,218,286.0,,235.0,373.0,,,,,,,228.0,250.9,,238.3,227.8,,298.0,,,399.6,,,,,,68.0,,17.0,155.0,,,,,,,10.0,32.9,,20.3,9.8,,80.0,,,181.6,,,,,,,True,False,,,,,,,True,True,,True,True,,False,,,False,,,,,
01023,25,42.0,,32.0,34.0,,,,,,,90.0,29.4,,17.0,43.3,,90.0,,,30.3,,,,,,17.0,,7.0,9.0,,,,,,,65.0,4.4,,-8.0,18.3,,65.0,,,5.3,,,,,,,True,True,,,,,,,False,True,,True,False,,False,,,True,,,,,
01025,231,110.0,,90.0,141.0,,,,,,,193.0,100.6,,53.3,91.6,,172.0,,,88.5,,,,,,-121.0,,-141.0,-90.0,,,,,,,-38.0,-130.4,,-177.7,-139.4,,-59.0,,,-142.5,,,,,,,False,True,,,,,,,True,False,,False,False,,True,,,False,,,,,
01027,104,80.0,,69.0,83.0,,,,,,,31.0,41.9,,76.6,104.1,,92.0,,,68.3,,,,,,-24.0,,-35.0,-21.0,,,,,,,-73.0,-62.1,,-27.4,0.1,,-12.0,,,-35.7,,,,,,,False,True,,,,,,,False,False,,False,True,,True,,,False,,,,,
01029,31,46.0,,32.0,61.0,,,,,,,30.0,31.9,,16.7,34.2,,49.0,,,58.3,,,,,,15.0,,1.0,30.0,,,,,,,-1.0,0.9,,-14.3,3.2,,18.0,,,27.3,,,,,,,True,False,,,,,,,True,True,,True,True,,False,,,False,,,,,
01031,138,198.0,104.2,179.0,301.0,,,,,,,331.0,186.7,,173.3,198.9,,276.0,,,172.6,,,,,,60.0,-33.8,41.0,163.0,,,,,,,193.0,48.7,,35.3,60.9,,138.0,,,34.6,,,,,,True,True,False,,,,,,,False,True,,True,False,,False,,,True,,,,,
01033,305,328.0,317.2,285.0,255.0,,,,,,,337.0,272.1,,193.7,263.3,,387.0,,,311.3,,,,,,23.0,12.2,-20.0,-50.0,,,,,,,32.0,-32.9,,-111.3,-41.7,,82.0,,,6.3,,,,,,True,True,False,,,,,,,False,False,,False,False,,False,,,True,,,,,
01035,60,100.0,,80.0,107.0,,,,,,,96.0,84.4,,56.0,97.4,40.5,144.0,,,89.4,,,,,,40.0,,20.0,47.0,,,,,,,36.0,24.4,,-4.0,37.4,-19.5,84.0,,,29.4,,,,,,,True,False,,,,,,,True,True,,True,True,True,False,,,True,,,,,
01037,21,24.0,,18.0,5.0,,,,,,,16.0,21.4,,20.2,27.0,,36.0,,,21.4,,,,,,3.0,,-3.0,-16.0,,,,,,,-5.0,0.4,,-0.8,6.0,,15.0,,,0.4,,,,,,,False,False,,,,,,,False,True,,True,False,,False,,,True,,,,,
01039,109,210.0,,197.0,256.0,,,,,,,312.0,283.9,,128.7,192.3,129.6,270.0,,,191.5,,,,,,101.0,,88.0,147.0,,,,,,,203.0,174.9,,19.7,83.3,20.6,161.0,,,82.5,,,,,,,True,False,,,,,,,False,False,,True,True,True,False,,,True,,,,,
01041,91,144.0,,75.0,203.0,,,,,,,80.0,28.8,,35.9,82.9,33.7,146.0,,,95.4,,,,,,53.0,,-16.0,112.0,,,,,,,-11.0,-62.2,,-55.1,-8.1,-57.3,55.0,,,4.4,,,,,,,True,False,,,,,,,True,False,,False,True,False,False,,,True,,,,,
01043,288,316.0,389.5,290.0,243.0,,,,,,,453.0,471.7,,199.7,257.4,328.9,401.0,,,316.2,,,,,,28.0,101.5,2.0,-45.0,,,,,,,165.0,183.7,,-88.3,-30.6,40.9,113.0,,,28.2,,,,,,False,True,False,,,,,,,False,False,,False,False,False,False,,,False,,,,,
01045,155,338.0,,274.0,441.0,,,,,,,287.0,277.9,,289.0,260.4,169.7,392.0,,,396.1,,,,,,183.0,,119.0,286.0,,,,,,,132.0,122.9,,134.0,105.4,14.7,237.0,,,241.1,,,,,,,True,False,,,,,,,True,True,,True,True,True,False,,,False,,,,,
01047,134,166.0,,134.0,179.0,,,,,,,281.0,186.0,,44.9,120.6,68.0,356.0,,,141.7,,,,,,32.0,,0.0,45.0,,,,,,,147.0,52.0,,-89.1,-13.4,-66.0,222.0,,,7.7,,,,,,,True,False,,,,,,,False,False,,False,True,False,False,,,True,,,,,
01049,329,396.0,514.3,354.0,230.0,,,,,,,503.0,495.0,,349.4,358.7,295.1,593.0,,,286.4,,,,,,67.0,185.3,25.0,-99.0,,,,,,,174.0,166.0,,20.4,29.7,-33.9,264.0,,,-42.6,,,,,,False,True,False,,,,,,,False,False,,True,True,True,False,,,True,,,,,
01051,285,416.0,326.7,329.0,515.0,,,,,,,430.0,340.0,,324.9,341.2,249.3,603.0,,,335.5,,,,,,131.0,41.7,44.0,230.0,,,,,,,145.0,55.0,,39.9,56.2,-35.7,318.0,,,50.5,,,,,,True,True,False,,,,,,,False,True,,True,True,True,False,,,True,,,,,
01053,265,432.0,,332.0,439.0,,,,,,,396.0,384.8,,258.5,330.7,145.9,488.0,,,355.7,,,,,,167.0,,67.0,174.0,,,,,,,131.0,119.8,,-6.5,65.7,-119.1,223.0,,,90.7,,,,,,,True,False,,,,,,,True,True,,True,True,True,False,,,True,,,,,
01055,489,702.0,633.7,617.0,678.0,,,,,,,619.0,786.8,,597.8,586.6,444.6,834.0,,,672.3,,,,,,213.0,144.7,128.0,189.0,,,,,,,130.0,297.8,,108.8,97.6,-44.4,345.0,,,183.3,,,,,,True,True,True,,,,,,,True,False,,True,True,True,False,,,True,,,,,
01057,70,34.0,,36.0,37.0,,,,,,,59.0,54.8,,26.0,40.7,50.2,57.0,,,13.2,,,,,,-36.0,,-34.0,-33.0,,,,,,,-11.0,-15.2,,-44.0,-29.3,-19.8,-13.0,,,-56.8,,,,,,,True,True,,,,,,,True,True,,False,True,True,True,,,False,,,,,
01059,195,128.0,,88.0,145.0,,,,,,,311.0,77.7,,58.7,117.0,35.9,338.0,,,88.8,,,,,,-67.0,,-107.0,-50.0,,,,,,,116.0,-117.3,,-136.3,-78.0,-159.1,143.0,,,-106.2,,,,,,,False,True,,,,,,,False,False,,False,False,False,False,,,False,,,,,
01061,74,98.0,,85.0,161.0,,,,,,,183.0,120.9,,58.3,85.7,64.0,108.0,,,98.9,,,,,,24.0,,11.0,87.0,,,,,,,109.0,46.9,,-15.7,11.7,-10.0,34.0,,,24.9,,,,,,,True,False,,,,,,,False,False,,True,True,True,False,,,False,,,,,
01063,19,28.0,,20.0,28.0,,,,,,,41.0,27.1,,6.6,26.9,0.9,74.0,,,17.7,,,,,,9.0,,1.0,9.0,,,,,,,22.0,8.1,,-12.4,7.9,-18.1,55.0,,,-1.3,,,,,,,True,False,,,,,,,False,True,,False,True,False,False,,,True,,,,,
01065,56,52.0,,32.0,61.0,,,,,,,102.0,41.4,,28.0,70.6,5.9,136.0,,,31.1,,,,,,-4.0,,-24.0,5.0,,,,,,,46.0,-14.6,,-28.0,14.6,-50.1,80.0,,,-24.9,,,,,,,False,False,,,,,,,False,False,,False,False,False,False,,,False,,,,,
01067,53,50.0,,40.0,78.0,,,,,,,56.0,39.3,,26.2,57.9,30.8,79.0,,,39.4,,,,,,-3.0,,-13.0,25.0,,,,,,,3.0,-13.7,,-26.8,4.9,-22.2,26.0,,,-13.6,,,,,,,False,False,,,,,,,False,False,,False,False,False,False,,,False,,,,,
01069,327,572.0,338.2,422.0,722.0,,,,,,,634.0,446.8,,359.1,401.8,434.1,537.0,,,636.9,,,,,,245.0,11.2,95.0,395.0,,,,,,,307.0,119.8,,32.1,74.8,107.1,210.0,,,309.9,,,,,,True,True,False,,,,,,,False,True,,True,True,True,True,,,False,,,,,
01071,330,184.0,289.1,205.0,104.0,,,,,,,240.0,329.6,,136.4,169.3,189.9,259.0,,,452.9,,,,,,-146.0,-40.9,-125.0,-226.0,,,,,,,-90.0,-0.4,,-193.6,-160.7,-140.1,-71.0,,,122.9,,,,,,True,True,False,,,,,,,True,True,,False,False,True,True,,,True,,,,,
01073,2874,3390.0,4720.9,3354.0,3325.0,,,,,,,4273.0,3924.5,,3349.1,2996.5,3004.9,4443.0,,,3623.5,2858.0,,,,,516.0,1846.9,480.0,451.0,,,,,,,1399.0,1050.5,,475.1,122.5,130.9,1569.0,,,749.5,-16.0,,,,,False,True,True,,,,,,,False,False,,True,True,True,False,,,False,True,,,,
01075,59,90.0,,54.0,138.0,,,,,,,69.0,64.1,,36.7,54.6,51.1,83.0,,,66.7,,,,,,31.0,,-5.0,79.0,,,,,,,10.0,5.1,,-22.3,-4.4,-7.9,24.0,,,7.7,,,,,,,True,False,,,,,,,True,True,,True,True,True,True,,,True,,,,,
01077,273,308.0,246.0,277.0,314.0,,,,,,,485.0,430.5,,216.7,275.0,313.2,395.0,,,278.7,,,,,,35.0,-27.0,4.0,41.0,,,,,,,212.0,157.5,,-56.3,2.0,40.2,122.0,,,5.7,,,,,,True,True,False,,,,,,,False,False,,False,True,False,False,,,True,,,,,
01079,108,114.0,,107.0,164.0,,,,,,,120.0,147.1,,75.5,107.5,93.0,159.0,,,113.5,,,,,,6.0,,-1.0,56.0,,,,,,,12.0,39.1,,-32.5,-0.5,-15.0,51.0,,,5.5,,,,,,,True,False,,,,,,,False,False,,False,True,False,False,,,True,,,,,
01081,440,520.0,851.6,442.0,374.0,,,,,,,761.0,700.6,,371.6,442.2,580.1,828.0,,,352.9,419.0,,,,,80.0,411.6,2.0,-66.0,,,,,,,321.0,260.6,,-68.4,2.2,140.1,388.0,,,-87.1,-21.0,,,,,False,True,True,,,,,,,False,False,,True,True,False,False,,,False,True,,,,
01083,317,374.0,446.5,344.0,318.0,,,,,,,448.0,449.6,,231.2,284.6,406.2,433.0,,,386.5,,,,,,57.0,129.5,27.0,1.0,,,,,,,131.0,132.6,,-85.8,-32.4,89.2,116.0,,,69.5,,,,,,False,True,True,,,,,,,False,False,,False,True,False,False,,,False,,,,,
01085,43,38.0,,17.0,14.0,,,,,,,59.0,21.4,,6.6,36.5,1.5,155.0,,,25.3,,,,,,-5.0,,-26.0,-29.0,,,,,,,16.0,-21.6,,-36.4,-6.5,-41.5,112.0,,,-17.7,,,,,,,False,False,,,,,,,False,False,,False,False,False,False,,,False,,,,,
01087,50,72.0,,58.0,77.0,,,,,,,61.0,75.5,,22.9,60.7,36.6,106.0,,,81.9,,,,,,22.0,,8.0,27.0,,,,,,,11.0,25.5,,-27.1,10.7,-13.4,56.0,,,31.9,,,,,,,True,False,,,,,,,True,False,,False,True,True,False,,,False,,,,,
01089,1172,1638.0,1830.4,1668.0,1171.0,,,,,,,1662.0,2317.4,,1760.9,1463.7,1653.2,1966.0,,,4024.3,1863.0,,,,,466.0,658.4,496.0,-1.0,,,,,,,490.0,1145.4,,588.9,291.7,481.2,794.0,,,2852.3,691.0,,,,,False,False,True,,,,,,,False,False,,False,True,False,False,,,False,False,,,,
01091,80,120.0,,116.0,140.0,,,,,,,170.0,71.4,,72.4,115.4,65.1,187.0,,,125.8,,,,,,40.0,,36.0,60.0,,,,,,,90.0,-8.6,,-7.6,35.4,-14.9,107.0,,,45.8,,,,,,,True,False,,,,,,,False,True,,True,True,True,False,,,False,,,,,
01093,107,108.0,,110.0,103.0,,,,,,,163.0,134.2,,74.1,113.3,109.0,172.0,,,176.9,,,,,,1.0,,3.0,-4.0,,,,,,,56.0,27.2,,-32.9,6.3,2.0,65.0,,,69.9,,,,,,,False,False,,,,,,,False,False,,False,False,False,False,,,False,,,,,
01095,509,674.0,769.7,602.0,678.0,,,,,,,806.0,688.0,,598.6,560.2,432.9,1009.0,,,528.6,,,,,,165.0,260.7,93.0,169.0,,,,,,,297.0,179.0,,89.6,51.2,-76.1,500.0,,,19.6,,,,,,False,True,False,,,,,,,False,False,,True,True,True,False,,,True,,,,,
01097,2740,2394.0,1465.6,2237.0,2310.0,,,,,,,2926.0,1950.8,,2659.6,2177.0,1381.6,3289.0,,,3166.2,2221.0,,,,,-346.0,-1274.4,-503.0,-430.0,,,,,,,186.0,-789.2,,-80.4,-563.0,-1358.4,549.0,,,426.2,-519.0,,,,,False,False,False,,,,,,,True,False,,True,False,False,False,,,False,False,,,,
01099,71,76.0,,98.0,105.0,,,,,,,153.0,129.9,,58.3,111.4,61.7,143.0,,,44.3,,,,,,5.0,,27.0,34.0,,,,,,,82.0,58.9,,-12.7,40.4,-9.3,72.0,,,-26.7,,,,,,,False,False,,,,,,,False,False,,False,False,False,False,,,False,,,,,
01101,1005,1238.0,1419.3,1147.0,1435.0,,,,,,,1703.0,674.7,,838.7,1067.7,718.7,2037.0,,,1227.3,1201.0,,,,,233.0,414.3,142.0,430.0,,,,,,,698.0,-330.3,,-166.3,62.7,-286.3,1032.0,,,222.3,196.0,,,,,False,True,False,,,,,,,False,False,,True,True,False,False,,,True,True,,,,
01103,455,584.0,600.9,497.0,459.0,,,,,,,753.0,663.4,,396.6,473.0,433.5,775.0,,,505.5,,,,,,129.0,145.9,42.0,4.0,,,,,,,298.0,208.4,,-58.4,18.0,-21.5,320.0,,,50.5,,,,,,False,True,True,,,,,,,False,False,,True,True,True,False,,,True,,,,,
01105,63,130.0,,88.0,139.0,,,,,,,44.0,90.5,,84.4,110.3,26.1,160.0,,,115.2,,,,,,67.0,,25.0,76.0,,,,,,,-19.0,27.5,,21.4,47.3,-36.9,97.0,,,52.2,,,,,,,True,False,,,,,,,True,True,,True,True,True,False,,,True,,,,,
01107,62,62.0,,54.0,54.0,,,,,,,107.0,80.8,,29.8,55.9,53.5,115.0,,,51.9,,,,,,0.0,,-8.0,-8.0,,,,,,,45.0,18.8,,-32.2,-6.1,-8.5,53.0,,,-10.1,,,,,,,False,False,,,,,,,False,False,,False,False,False,False,,,False,,,,,
01109,119,102.0,,79.0,132.0,,,,,,,230.0,103.9,,62.0,130.0,58.9,211.0,,,74.8,,,,,,-17.0,,-40.0,13.0,,,,,,,111.0,-15.1,,-57.0,11.0,-60.1,92.0,,,-44.2,,,,,,,False,True,,,,,,,False,True,,False,True,False,False,,,False,,,,,
01111,39,114.0,,80.0,185.0,,,,,,,86.0,99.0,,25.9,78.2,69.1,132.0,,,110.8,,,,,,75.0,,41.0,146.0,,,,,,,47.0,60.0,,-13.1,39.2,30.1,93.0,,,71.8,,,,,,,True,False,,,,,,,True,True,,True,True,True,False,,,True,,,,,
01113,327,292.0,312.2,259.0,271.0,,,,,,,262.0,314.6,,209.7,253.7,203.3,410.0,,,276.7,,,,,,-35.0,-14.8,-68.0,-56.0,,,,,,,-65.0,-12.4,,-117.3,-73.3,-123.7,83.0,,,-50.3,,,,,,True,False,False,,,,,,,False,True,,False,False,False,False,,,False,,,,,
01115,370,390.0,287.1,335.0,293.0,,,,,,,332.0,565.8,,317.4,338.6,421.9,454.0,,,653.9,,,,,,20.0,-82.9,-35.0,-77.0,,,,,,,-38.0,195.8,,-52.6,-31.4,51.9,84.0,,,283.9,,,,,,False,False,False,,,,,,,False,False,,False,False,False,False,,,False,,,,,
01117,665,894.0,955.6,910.0,684.0,,,,,,,1041.0,1202.0,,829.5,782.3,876.0,1146.0,,,1026.0,775.0,,,,,229.0,290.6,245.0,19.0,,,,,,,376.0,537.0,,164.5,117.3,211.0,481.0,,,361.0,110.0,,,,,False,False,True,,,,,,,False,False,,True,True,True,False,,,False,True,,,,
01119,26,46.0,,21.0,24.0,,,,,,,81.0,17.2,,9.4,41.2,1.0,106.0,,,31.2,,,,,,20.0,,-5.0,-2.0,,,,,,,55.0,-8.8,,-16.6,15.2,-25.0,80.0,,,5.2,,,,,,,True,True,,,,,,,False,True,,True,True,False,False,,,True,,,,,
01121,307,270.0,442.9,315.0,272.0,,,,,,,342.0,567.8,,246.3,271.9,295.5,341.0,,,402.6,,,,,,-37.0,135.9,8.0,-35.0,,,,,,,35.0,260.8,,-60.7,-35.1,-11.5,34.0,,,95.6,,,,,,False,True,True,,,,,,,True,False,,False,True,True,True,,,False,,,,,
01123,100,128.0,,111.0,156.0,,,,,,,197.0,117.8,,82.3,126.4,57.4,261.0,,,110.5,,,,,,28.0,,11.0,56.0,,,,,,,97.0,17.8,,-17.7,26.4,-42.6,161.0,,,10.5,,,,,,,True,False,,,,,,,False,True,,True,True,False,False,,,True,,,,,
01125,684,876.0,1479.9,730.0,830.0,,,,,,,1345.0,756.3,,707.4,729.1,632.2,1318.0,,,810.8,600.0,,,,,192.0,795.9,46.0,146.0,,,,,,,661.0,72.3,,23.4,45.1,-51.8,634.0,,,126.8,-84.0,,,,,False,True,True,,,,,,,False,True,,True,True,True,False,,,True,True,,,,
01127,164,260.0,600.7,214.0,231.0,,,,,,,445.0,310.1,,157.5,227.9,179.8,485.0,,,196.9,,,,,,96.0,436.7,50.0,67.0,,,,,,,281.0,146.1,,-6.5,63.9,15.8,321.0,,,32.9,,,,,,False,True,True,,,,,,,False,False,,True,True,True,False,,,True,,,,,
01129,117,142.0,,124.0,274.0,,,,,,,136.0,76.0,,73.7,124.3,40.6,151.0,,,149.8,,,,,,25.0,,7.0,157.0,,,,,,,19.0,-41.0,,-43.3,7.3,-76.4,34.0,,,32.8,,,,,,,True,False,,,,,,,True,False,,False,True,False,False,,,False,,,,,
01131,46,78.0,,39.0,37.0,,,,,,,50.0,31.4,,32.8,75.7,27.2,140.0,,,61.7,,,,,,32.0,,-7.0,-9.0,,,,,,,4.0,-14.6,,-13.2,29.7,-18.8,94.0,,,15.7,,,,,,,True,True,,,,,,,True,True,,True,True,True,False,,,True,,,,,
01133,72,74.0,,67.0,66.0,,,,,,,122.0,134.7,,37.8,64.5,76.6,136.0,,,64.3,,,,,,2.0,,-5.0,-6.0,,,,,,,50.0,62.7,,-34.2,-7.5,4.6,64.0,,,-7.7,,,,,,,False,False,,,,,,,False,False,,False,False,False,False,,,False,,,,,
02013,1,2.0,,0.0,0.0,,,,,,,,3.2,,,0.0,,0.0,,,,,,,,,1.0,,-1.0,-1.0,,,,,,,,2.2,,,-1.0,,-1.0,,,,,,,,,,False,False,,,,,,,,False,,,True,,False,,,,,,,,
02016,4,2.0,,1.0,0.0,,,,,,,,8.4,,,1.6,,,,,1.4,,,,,,-2.0,,-3.0,-4.0,,,,,,,,4.4,,,-2.4,,,,,-2.6,,,,,,,False,False,,,,,,,,False,,,False,,,,,False,,,,,
02020,920,620.0,558.5,746.0,841.0,,,,,,,,1066.0,,1029.9,987.4,600.4,878.0,,,690.4,1322.0,,,,,-300.0,-361.5,-174.0,-79.0,,,,,,,,146.0,,109.9,67.4,-319.6,-42.0,,,-229.6,402.0,,,,,False,True,True,,,,,,,,True,,True,True,False,True,,,True,False,,,,
02050,4,4.0,,0.0,0.0,,,,,,,,4.1,,3.0,1.5,,10.0,,,,,,,,,0.0,,-4.0,-4.0,,,,,,,,0.1,,-1.0,-2.5,,6.0,,,,,,,,,,False,False,,,,,,,,False,,False,False,,False,,,,,,,,
02060,3,2.0,,0.0,0.0,,,,,,,,0.0,,0.6,0.0,,0.0,,,1.6,,,,,,-1.0,,-3.0,-3.0,,,,,,,,-3.0,,-2.4,-3.0,,-3.0,,,-1.4,,,,,,,False,False,,,,,,,,False,,False,False,,False,,,False,,,,,
02068,0,2.0,,0.0,0.0,,,,,,,,2.2,,,0.0,,0.0,,,,,,,,,2.0,,0.0,0.0,,,,,,,,2.2,,,0.0,,0.0,,,,,,,,,,True,True,,,,,,,,False,,,True,,True,,,,,,,,
02070,0,0.0,,0.0,0.0,,,,,,,,0.0,,0.0,0.0,,0.0,,,0.0,,,,,,0.0,,0.0,0.0,,,,,,,,0.0,,0.0,0.0,,0.0,,,0.0,,,,,,,True,True,,,,,,,,True,,False,False,,True,,,True,,,,,
02090,73,116.0,132.2,122.0,,,,,,,,,182.5,,109.2,126.0,132.9,187.0,,,173.8,,,,,,43.0,59.2,49.0,,,,,,,,,109.5,,36.2,53.0,59.9,114.0,,,100.8,,,,,,False,False,,,,,,,,,False,,True,False,False,False,,,False,,,,,
02100,0,2.0,,0.0,0.0,,,,,,,,4.2,,,0.1,,0.0,,,1.4,,,,,,2.0,,0.0,0.0,,,,,,,,4.2,,,0.1,,0.0,,,1.4,,,,,,,True,True,,,,,,,,False,,,True,,True,,,True,,,,,
02105,0,0.0,,0.0,0.0,,,,,,,,3.2,,,0.0,,0.0,,,,,,,,,0.0,,0.0,0.0,,,,,,,,3.2,,,0.0,,0.0,,,,,,,,,,True,True,,,,,,,,False,,,False,,True,,,,,,,,
02110,28,30.0,,22.0,25.0,,,,,,,,57.3,,25.1,22.4,,39.0,,,24.1,,,,,,2.0,,-6.0,-3.0,,,,,,,,29.3,,-2.9,-5.6,,11.0,,,-3.9,,,,,,,False,False,,,,,,,,False,,False,False,,False,,,False,,,,,
