,actual_cases,COVIDhub-baseline,CDDEP-SEIR_MCMC,COVIDhub-ensemble,CU-select,Columbia_UNC-SurvCon,Covid19Sim-Simulator,CovidAnalytics-DELPHI,Geneva-DetGrowth,IHME-CurveFit,IowaStateLW-STEM,JHU_IDD-CovidSP,LANL-GrowthRate,LNQ-ens1,MITCovAlliance-SIR,OliverWyman-Navigator,QJHong-Encounter,RobertWalraven-ESG,UCLA-SuEIR,UMass-MechBayes,UMich-RidgeTfReg,USACE-ERDC_SEIR,USC-SI_kJalpha,UVA-Ensemble,error-COVIDhub-baseline,error-CDDEP-SEIR_MCMC,error-COVIDhub-ensemble,error-CU-select,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-CovidAnalytics-DELPHI,error-Geneva-DetGrowth,error-IHME-CurveFit,error-IowaStateLW-STEM,error-JHU_IDD-CovidSP,error-LANL-GrowthRate,error-LNQ-ens1,error-MITCovAlliance-SIR,error-OliverWyman-Navigator,error-QJHong-Encounter,error-RobertWalraven-ESG,error-UCLA-SuEIR,error-UMass-MechBayes,error-UMich-RidgeTfReg,error-USACE-ERDC_SEIR,error-USC-SI_kJalpha,error-UVA-Ensemble,beat_baseline-CDDEP-SEIR_MCMC,beat_baseline-COVIDhub-ensemble,beat_baseline-CU-select,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-Geneva-DetGrowth,beat_baseline-IHME-CurveFit,beat_baseline-IowaStateLW-STEM,beat_baseline-JHU_IDD-CovidSP,beat_baseline-LANL-GrowthRate,beat_baseline-LNQ-ens1,beat_baseline-MITCovAlliance-SIR,beat_baseline-OliverWyman-Navigator,beat_baseline-QJHong-Encounter,beat_baseline-RobertWalraven-ESG,beat_baseline-UCLA-SuEIR,beat_baseline-UMass-MechBayes,beat_baseline-UMich-RidgeTfReg,beat_baseline-USACE-ERDC_SEIR,beat_baseline-USC-SI_kJalpha,beat_baseline-UVA-Ensemble
01037,33,12.0,,22.0,2.0,,,,,,17.0,21.1,36.4,18.7,,55.0,,,,,,,,,-21.0,,-11.0,-31.0,,,,,,-16.0,-11.9,3.4,-14.3,,22.0,,,,,,,,,,True,False,,,,,,True,True,True,True,,False,,,,,,,,
01039,214,318.0,,354.0,430.0,,,,,,367.0,461.8,380.8,359.6,173.0,579.0,,,,,,,,,104.0,,140.0,216.0,,,,,,153.0,247.8,166.8,145.6,-41.0,365.0,,,,,,,,,,False,False,,,,,,False,False,False,False,True,False,,,,,,,,
01041,163,72.0,,58.0,72.0,,,,,,75.0,35.4,30.9,69.4,19.0,149.0,,,,,,,,,-91.0,,-105.0,-91.0,,,,,,-88.0,-127.6,-132.1,-93.6,-144.0,-14.0,,,,,,,,,,False,False,,,,,,True,False,False,False,False,True,,,,,,,,
01043,446,609.0,473.3,537.0,743.0,,,,,,830.0,687.1,341.1,609.4,506.4,815.0,,,597.1,,,,,,163.0,27.3,91.0,297.0,,,,,,384.0,241.1,-104.9,163.4,60.4,369.0,,,151.1,,,,,,True,True,False,,,,,,False,False,True,False,True,False,,,True,,,,,
01045,324,336.0,,368.0,749.0,,,,,,377.0,395.7,407.6,359.9,235.2,594.0,,,,,,,,,12.0,,44.0,425.0,,,,,,53.0,71.7,83.6,35.9,-88.8,270.0,,,,,,,,,,False,False,,,,,,False,False,False,False,False,False,,,,,,,,
01047,220,315.0,,297.0,254.0,,,,,,351.0,349.5,222.8,356.1,110.4,974.0,,,,,,,,,95.0,,77.0,34.0,,,,,,131.0,129.5,2.8,136.1,-109.6,754.0,,,,,,,,,,True,True,,,,,,False,False,True,False,False,False,,,,,,,,
01049,527,990.0,836.4,857.0,1317.0,,,,,,927.0,299.1,708.7,893.5,524.8,1570.0,,,885.0,,,,,,463.0,309.4,330.0,790.0,,,,,,400.0,-227.9,181.7,366.5,-2.2,1043.0,,,358.0,,,,,,True,True,False,,,,,,True,True,True,True,True,False,,,True,,,,,
01051,493,579.0,764.3,627.0,948.0,,,,,,594.0,607.7,560.3,605.1,286.6,1205.0,,,789.6,,,,,,86.0,271.3,134.0,455.0,,,,,,101.0,114.7,67.3,112.1,-206.4,712.0,,,296.6,,,,,,False,False,False,,,,,,False,False,True,False,False,False,,,False,,,,,
01053,481,342.0,,318.0,308.0,,,,,,445.0,436.7,274.6,334.8,149.6,621.0,,,,,,,,,-139.0,,-163.0,-173.0,,,,,,-36.0,-44.3,-206.4,-146.2,-331.4,140.0,,,,,,,,,,False,False,,,,,,True,True,False,False,False,False,,,,,,,,
01055,840,939.0,832.2,882.0,926.0,,,,,,1032.0,644.4,907.1,997.8,661.4,1378.0,,,711.1,,,,,,99.0,-7.8,42.0,86.0,,,,,,192.0,-195.6,67.1,157.8,-178.6,538.0,,,-128.9,,,,,,True,True,True,,,,,,False,False,True,False,False,False,,,False,,,,,
01057,87,105.0,,98.0,92.0,,,,,,61.0,87.5,111.4,75.6,56.7,152.0,,,,,,,,,18.0,,11.0,5.0,,,,,,-26.0,0.5,24.4,-11.4,-30.3,65.0,,,,,,,,,,True,True,,,,,,False,True,False,True,False,False,,,,,,,,
01059,259,237.0,,213.0,243.0,,,,,,388.0,162.4,149.3,254.6,56.9,859.0,,,,,,,,,-22.0,,-46.0,-16.0,,,,,,129.0,-96.6,-109.7,-4.4,-202.1,600.0,,,,,,,,,,False,True,,,,,,False,False,False,True,False,False,,,,,,,,
01061,123,114.0,,125.0,416.0,,,,,,222.0,127.3,107.4,153.7,75.4,185.0,,,,,,,,,-9.0,,2.0,293.0,,,,,,99.0,4.3,-15.6,30.7,-47.6,62.0,,,,,,,,,,True,False,,,,,,False,True,False,False,False,False,,,,,,,,
01063,33,66.0,,55.0,33.0,,,,,,34.0,44.6,36.0,64.0,2.2,193.0,,,,,,,,,33.0,,22.0,0.0,,,,,,1.0,11.6,3.0,31.0,-30.8,160.0,,,,,,,,,,True,True,,,,,,True,True,True,True,True,False,,,,,,,,
01065,82,135.0,,101.0,206.0,,,,,,109.0,64.5,46.9,121.6,61.9,345.0,,,,,,,,,53.0,,19.0,124.0,,,,,,27.0,-17.5,-35.1,39.6,-20.1,263.0,,,,,,,,,,True,False,,,,,,True,True,True,True,True,False,,,,,,,,
01067,78,84.0,,91.0,139.0,,,,,,74.0,63.1,64.4,125.8,34.6,190.0,,,,,,,,,6.0,,13.0,61.0,,,,,,-4.0,-14.9,-13.6,47.8,-43.4,112.0,,,,,,,,,,False,False,,,,,,True,False,False,False,False,False,,,,,,,,
01069,613,564.0,498.1,753.0,1154.0,,,,,,939.0,525.5,800.5,900.8,433.9,910.0,,,755.6,,,,,,-49.0,-114.9,140.0,541.0,,,,,,326.0,-87.5,187.5,287.8,-179.1,297.0,,,142.6,,,,,,False,False,False,,,,,,False,False,False,False,False,False,,,False,,,,,
01071,422,384.0,386.4,361.0,570.0,,,,,,395.0,312.5,325.9,370.9,312.4,644.0,,,,,,,,,-38.0,-35.6,-61.0,148.0,,,,,,-27.0,-109.5,-96.1,-51.1,-109.6,222.0,,,,,,,,,True,False,False,,,,,,True,False,False,False,False,False,,,,,,,,
01073,4569,5901.0,6285.0,6688.0,9000.0,,,,,,7857.0,3771.4,7155.8,6771.8,4614.3,9341.0,,,8066.0,5548.0,,,,,1332.0,1716.0,2119.0,4431.0,,,,,,3288.0,-797.6,2586.8,2202.8,45.3,4772.0,,,3497.0,979.0,,,,,False,False,False,,,,,,False,True,False,False,True,False,,,False,True,,,,
01075,104,90.0,,125.0,0.0,,,,,,63.0,79.6,163.6,122.0,52.7,164.0,,,,,,,,,-14.0,,21.0,-104.0,,,,,,-41.0,-24.4,59.6,18.0,-51.3,60.0,,,,,,,,,,False,False,,,,,,False,False,False,False,False,False,,,,,,,,
01077,427,486.0,451.7,499.0,830.0,,,,,,636.0,536.4,453.8,556.2,434.6,834.0,,,,,,,,,59.0,24.7,72.0,403.0,,,,,,209.0,109.4,26.8,129.2,7.6,407.0,,,,,,,,,True,False,False,,,,,,False,False,True,False,True,False,,,,,,,,
01079,165,174.0,,150.0,292.0,,,,,,163.0,152.5,125.3,151.6,120.1,218.0,,,,,,,,,9.0,,-15.0,127.0,,,,,,-2.0,-12.5,-39.7,-13.4,-44.9,53.0,,,,,,,,,,False,False,,,,,,True,False,False,False,False,False,,,,,,,,
01081,700,1164.0,993.7,1206.0,1748.0,,,,,,1357.0,405.4,1276.4,1241.3,799.2,2128.0,,,1131.3,1245.0,,,,,464.0,293.7,506.0,1048.0,,,,,,657.0,-294.6,576.4,541.3,99.2,1428.0,,,431.3,545.0,,,,,True,False,False,,,,,,False,True,False,False,True,False,,,True,False,,,,
01083,504,576.0,449.7,659.0,865.0,,,,,,728.0,557.0,714.9,683.9,566.9,954.0,,,,,,,,,72.0,-54.3,155.0,361.0,,,,,,224.0,53.0,210.9,179.9,62.9,450.0,,,,,,,,,True,False,False,,,,,,False,True,False,False,True,False,,,,,,,,
01085,62,90.0,,59.0,128.0,,,,,,51.0,45.2,13.5,71.1,2.9,408.0,,,,,,,,,28.0,,-3.0,66.0,,,,,,-11.0,-16.8,-48.5,9.1,-59.1,346.0,,,,,,,,,,True,False,,,,,,True,True,False,True,False,False,,,,,,,,
01087,86,99.0,,84.0,183.0,,,,,,64.0,124.5,43.7,108.6,62.0,239.0,,,,,,,,,13.0,,-2.0,97.0,,,,,,-22.0,38.5,-42.3,22.6,-24.0,153.0,,,,,,,,,,True,False,,,,,,False,False,False,False,False,False,,,,,,,,
01089,1991,3612.0,2539.9,4509.0,3304.0,,,,,,2867.0,1869.9,4182.5,3919.3,2622.0,4443.0,,,4389.7,6698.0,,,,,1621.0,548.9,2518.0,1313.0,,,,,,876.0,-121.1,2191.5,1928.3,631.0,2452.0,,,2398.7,4707.0,,,,,True,False,True,,,,,,True,True,False,False,True,False,,,False,False,,,,
01091,140,183.0,,176.0,293.0,,,,,,170.0,84.2,145.5,197.7,71.5,413.0,,,,,,,,,43.0,,36.0,153.0,,,,,,30.0,-55.8,5.5,57.7,-68.5,273.0,,,,,,,,,,True,False,,,,,,True,False,True,False,False,False,,,,,,,,
01093,161,402.0,,402.0,955.0,,,,,,209.0,183.9,436.3,369.5,161.0,547.0,,,,,,,,,241.0,,241.0,794.0,,,,,,48.0,22.9,275.3,208.5,-0.0,386.0,,,,,,,,,,False,False,,,,,,True,True,False,True,True,False,,,,,,,,
01095,846,1074.0,1032.6,972.0,1252.0,,,,,,1361.0,932.8,926.9,1088.6,561.5,2175.0,,,794.0,,,,,,228.0,186.6,126.0,406.0,,,,,,515.0,86.8,80.9,242.6,-284.5,1329.0,,,-52.0,,,,,,True,True,False,,,,,,False,True,True,False,False,False,,,True,,,,,
01097,3937,3438.0,1732.4,4416.0,5647.0,,,,,,4557.0,1402.9,3965.3,3943.3,1561.2,6155.0,,,4941.3,5825.0,,,,,-499.0,-2204.6,479.0,1710.0,,,,,,620.0,-2534.1,28.3,6.3,-2375.8,2218.0,,,1004.3,1888.0,,,,,False,True,False,,,,,,False,False,True,True,False,False,,,False,False,,,,
01099,113,165.0,,120.0,108.0,,,,,,153.0,177.4,51.9,145.3,79.2,315.0,,,,,,,,,52.0,,7.0,-5.0,,,,,,40.0,64.4,-61.1,32.3,-33.8,202.0,,,,,,,,,,True,True,,,,,,True,False,False,True,True,False,,,,,,,,
01101,1624,1665.0,846.2,1518.0,2664.0,,,,,,2492.0,994.1,1095.1,1848.6,915.2,4434.0,,,1462.6,1569.0,,,,,41.0,-777.8,-106.0,1040.0,,,,,,868.0,-629.9,-528.9,224.6,-708.8,2810.0,,,-161.4,-55.0,,,,,False,False,False,,,,,,False,False,False,False,False,False,,,False,False,,,,
01103,747,1059.0,832.7,962.0,1735.0,,,,,,1184.0,925.6,797.5,1030.6,583.6,1687.0,,,,,,,,,312.0,85.7,215.0,988.0,,,,,,437.0,178.6,50.5,283.6,-163.4,940.0,,,,,,,,,True,True,False,,,,,,False,True,True,True,True,False,,,,,,,,
01105,128,228.0,,217.0,0.0,,,,,,43.0,133.3,213.8,207.6,31.8,361.0,,,,,,,,,100.0,,89.0,-128.0,,,,,,-85.0,5.3,85.8,79.6,-96.2,233.0,,,,,,,,,,True,False,,,,,,True,True,True,True,True,False,,,,,,,,
01107,93,90.0,,77.0,130.0,,,,,,130.0,95.7,48.2,91.7,88.5,261.0,,,,,,,,,-3.0,,-16.0,37.0,,,,,,37.0,2.7,-44.8,-1.3,-4.5,168.0,,,,,,,,,,False,False,,,,,,False,True,False,True,False,False,,,,,,,,
01109,170,183.0,,144.0,288.0,,,,,,294.0,136.0,73.9,174.0,89.7,496.0,,,,,,,,,13.0,,-26.0,118.0,,,,,,124.0,-34.0,-96.1,4.0,-80.3,326.0,,,,,,,,,,False,False,,,,,,False,False,False,True,False,False,,,,,,,,
01111,96,126.0,,140.0,243.0,,,,,,120.0,105.4,107.5,186.1,88.0,284.0,,,,,,,,,30.0,,44.0,147.0,,,,,,24.0,9.4,11.5,90.1,-8.0,188.0,,,,,,,,,,False,False,,,,,,True,True,True,False,True,False,,,,,,,,
01113,473,630.0,578.5,644.0,1161.0,,,,,,351.0,249.9,621.2,679.8,286.8,1053.0,,,,,,,,,157.0,105.5,171.0,688.0,,,,,,-122.0,-223.1,148.2,206.8,-186.2,580.0,,,,,,,,,True,False,False,,,,,,True,False,True,False,False,False,,,,,,,,
01115,565,750.0,498.2,729.0,981.0,,,,,,594.0,422.5,700.5,736.4,602.8,965.0,,,,,,,,,185.0,-66.8,164.0,416.0,,,,,,29.0,-142.5,135.5,171.4,37.8,400.0,,,,,,,,,True,True,False,,,,,,True,True,True,True,True,False,,,,,,,,
01117,1112,1518.0,1287.4,1870.0,2644.0,,,,,,1630.0,689.7,1936.7,1879.6,1265.2,2466.0,,,1891.9,2174.0,,,,,406.0,175.4,758.0,1532.0,,,,,,518.0,-422.3,824.7,767.6,153.2,1354.0,,,779.9,1062.0,,,,,True,False,False,,,,,,False,False,False,False,True,False,,,False,False,,,,
01119,50,72.0,,48.0,36.0,,,,,,90.0,18.6,12.3,60.1,5.1,264.0,,,,,,,,,22.0,,-2.0,-14.0,,,,,,40.0,-31.4,-37.7,10.1,-44.9,214.0,,,,,,,,,,True,True,,,,,,False,False,False,True,False,False,,,,,,,,
01121,442,534.0,326.4,600.0,1141.0,,,,,,553.0,401.4,777.1,578.2,401.3,801.0,,,517.6,,,,,,92.0,-115.6,158.0,699.0,,,,,,111.0,-40.6,335.1,136.2,-40.7,359.0,,,75.6,,,,,,False,False,False,,,,,,False,True,False,False,True,False,,,True,,,,,
01123,164,186.0,,172.0,262.0,,,,,,281.0,117.5,136.7,190.8,75.2,623.0,,,,,,,,,22.0,,8.0,98.0,,,,,,117.0,-46.5,-27.3,26.8,-88.8,459.0,,,,,,,,,,True,False,,,,,,False,False,False,False,False,False,,,,,,,,
01125,1122,1308.0,1851.6,1359.0,1707.0,,,,,,2207.0,933.2,1530.8,1656.6,818.2,2960.0,,,1221.2,1096.0,,,,,186.0,729.6,237.0,585.0,,,,,,1085.0,-188.8,408.8,534.6,-303.8,1838.0,,,99.2,-26.0,,,,,False,False,False,,,,,,False,False,False,False,False,False,,,True,True,,,,
01127,294,495.0,367.5,458.0,595.0,,,,,,690.0,722.4,250.5,394.9,251.9,1123.0,,,727.3,,,,,,201.0,73.5,164.0,301.0,,,,,,396.0,428.4,-43.5,100.9,-42.1,829.0,,,433.3,,,,,,True,True,False,,,,,,False,False,True,True,True,False,,,False,,,,,
01129,188,171.0,,167.0,283.0,,,,,,132.0,68.3,134.4,196.1,55.2,264.0,,,,,,,,,-17.0,,-21.0,95.0,,,,,,-56.0,-119.7,-53.6,8.1,-132.8,76.0,,,,,,,,,,False,False,,,,,,False,False,False,True,False,False,,,,,,,,
01131,85,114.0,,77.0,0.0,,,,,,53.0,50.7,30.2,85.5,34.9,301.0,,,,,,,,,29.0,,-8.0,-85.0,,,,,,-32.0,-34.3,-54.8,0.5,-50.1,216.0,,,,,,,,,,True,False,,,,,,False,False,False,True,False,False,,,,,,,,
01133,109,135.0,,102.0,137.0,,,,,,158.0,196.6,60.9,108.8,106.1,314.0,,,,,,,,,26.0,,-7.0,28.0,,,,,,49.0,87.6,-48.1,-0.2,-2.9,205.0,,,,,,,,,,True,False,,,,,,False,False,False,True,True,False,,,,,,,,
02013,2,0.0,,0.0,0.0,,,,,,,10.2,,0.0,,0.0,,,,,,,,,-2.0,,-2.0,-2.0,,,,,,,8.2,,-2.0,,-2.0,,,,,,,,,,False,False,,,,,,,False,,True,,False,,,,,,,,
02016,5,0.0,,0.0,0.0,,,,,,,50.9,,0.0,,0.0,,,,,,,,,-5.0,,-5.0,-5.0,,,,,,,45.9,,-5.0,,-5.0,,,,,,,,,,False,False,,,,,,,False,,True,,False,,,,,,,,
02020,1230,597.0,487.2,733.0,801.0,,,,,,,589.4,581.3,822.6,660.7,926.0,,,677.4,1042.0,,,,,-633.0,-742.8,-497.0,-429.0,,,,,,,-640.6,-648.7,-407.4,-569.3,-304.0,,,-552.6,-188.0,,,,,False,True,True,,,,,,,False,False,True,True,True,,,True,True,,,,
02050,6,9.0,,5.0,0.0,,,,,,,2.2,2.0,3.2,,,,,,,,,,,3.0,,-1.0,-6.0,,,,,,,-3.8,-4.0,-2.8,,,,,,,,,,,,True,False,,,,,,,False,False,True,,,,,,,,,,
02060,4,6.0,,3.0,0.0,,,,,,,17.6,0.4,0.0,,0.0,,,,,,,,,2.0,,-1.0,-4.0,,,,,,,13.6,-3.6,-4.0,,-4.0,,,,,,,,,,True,False,,,,,,,False,False,False,,False,,,,,,,,
02068,1,0.0,,0.0,0.0,,,,,,,8.1,,0.0,,0.0,,,,,,,,,-1.0,,-1.0,-1.0,,,,,,,7.1,,-1.0,,-1.0,,,,,,,,,,False,False,,,,,,,False,,True,,False,,,,,,,,
02070,0,3.0,,0.0,0.0,,,,,,,64.8,0.0,0.0,,0.0,,,,,,,,,3.0,,0.0,0.0,,,,,,,64.8,0.0,0.0,,0.0,,,,,,,,,,True,True,,,,,,,False,True,True,,True,,,,,,,,
02090,131,228.0,87.0,210.0,216.0,,,,,,,192.1,178.0,221.2,167.7,314.0,,,,,,,,,97.0,-44.0,79.0,85.0,,,,,,,61.1,47.0,90.2,36.7,183.0,,,,,,,,,True,True,True,,,,,,,True,True,True,True,False,,,,,,,,
02100,1,3.0,,3.0,0.0,,,,,,,10.0,,0.0,,0.0,,,,,,,,,2.0,,2.0,-1.0,,,,,,,9.0,,-1.0,,-1.0,,,,,,,,,,False,True,,,,,,,False,,True,,True,,,,,,,,
02105,0,0.0,,0.0,0.0,,,,,,,4.4,,0.0,,0.0,,,,,,,,,0.0,,0.0,0.0,,,,,,,4.4,,0.0,,0.0,,,,,,,,,,True,True,,,,,,,False,,True,,True,,,,,,,,
02110,44,30.0,,29.0,0.0,,,,,,,51.9,18.5,38.3,,58.0,,,,,,,,,-14.0,,-15.0,-44.0,,,,,,,7.9,-25.5,-5.7,,14.0,,,,,,,,,,False,False,,,,,,,True,False,True,,False,,,,,,,,
02122,83,126.0,147.1,114.0,0.0,,,,,,,178.0,51.9,162.6,135.9,231.0,,,,,,,,,43.0,64.1,31.0,-83.0,,,,,,,95.0,-31.1,79.6,52.9,148.0,,,,,,,,,False,True,False,,,,,,,False,True,False,False,False,,,,,,,,
02130,13,3.0,,4.0,0.0,,,,,,,2.3,4.0,5.2,,,,,,,,,,,-10.0,,-9.0,-13.0,,,,,,,-10.7,-9.0,-7.8,,,,,,,,,,,,True,False,,,,,,,False,True,True,,,,,,,,,,
02150,2,3.0,,0.0,0.0,,,,,,,18.0,0.3,1.0,,0.0,,,,,,,,,1.0,,-2.0,-2.0,,,,,,,16.0,-1.7,-1.0,,-2.0,,,,,,,,,,False,False,,,,,,,False,False,False,,False,,,,,,,,
02158,3,3.0,,3.0,0.0,,,,,,,,,0.0,,,,,,,,,,,0.0,,0.0,-3.0,,,,,,,,,-3.0,,,,,,,,,,,,True,False,,,,,,,,,False,,,,,,,,,,
02164,0,0.0,,0.0,0.0,,,,,,,0.0,,0.0,,0.0,,,,,,,,,0.0,,0.0,0.0,,,,,,,0.0,,0.0,,0.0,,,,,,,,,,True,True,,,,,,,True,,True,,True,,,,,,,,
02170,150,120.0,106.9,117.0,0.0,,,,,,,340.8,68.3,163.3,132.8,178.0,,,,,,,,,-30.0,-43.1,-33.0,-150.0,,,,,,,190.8,-81.7,13.3,-17.2,28.0,,,,,,,,,False,False,False,,,,,,,False,False,True,True,True,,,,,,,,
02180,4,9.0,,4.0,0.0,,,,,,,1.6,2.3,3.6,,,,,,,,,,,5.0,,0.0,-4.0,,,,,,,-2.4,-1.7,-0.4,,,,,,,,,,,,True,True,,,,,,,True,True,True,,,,,,,,,,
