,actual_cases,COVIDhub-baseline,CDDEP-SEIR_MCMC,CU-select,Columbia_UNC-SurvCon,Covid19Sim-Simulator,CovidAnalytics-DELPHI,Geneva-DetGrowth,IowaStateLW-STEM,JHU_IDD-CovidSP,LANL-GrowthRate,LNQ-ens1,MITCovAlliance-SIR,OliverWyman-Navigator,QJHong-Encounter,RobertWalraven-ESG,UCLA-SuEIR,UMass-MechBayes,UMich-RidgeTfReg,USACE-ERDC_SEIR,USC-SI_kJalpha,error-COVIDhub-baseline,error-CDDEP-SEIR_MCMC,error-CU-select,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-CovidAnalytics-DELPHI,error-Geneva-DetGrowth,error-IowaStateLW-STEM,error-JHU_IDD-CovidSP,error-LANL-GrowthRate,error-LNQ-ens1,error-MITCovAlliance-SIR,error-OliverWyman-Navigator,error-QJHong-Encounter,error-RobertWalraven-ESG,error-UCLA-SuEIR,error-UMass-MechBayes,error-UMich-RidgeTfReg,error-USACE-ERDC_SEIR,error-USC-SI_kJalpha,beat_baseline-CDDEP-SEIR_MCMC,beat_baseline-CU-select,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-Geneva-DetGrowth,beat_baseline-IowaStateLW-STEM,beat_baseline-JHU_IDD-CovidSP,beat_baseline-LANL-GrowthRate,beat_baseline-LNQ-ens1,beat_baseline-MITCovAlliance-SIR,beat_baseline-OliverWyman-Navigator,beat_baseline-QJHong-Encounter,beat_baseline-RobertWalraven-ESG,beat_baseline-UCLA-SuEIR,beat_baseline-UMass-MechBayes,beat_baseline-UMich-RidgeTfReg,beat_baseline-USACE-ERDC_SEIR,beat_baseline-USC-SI_kJalpha
01029,84,24.0,,30.0,,,,,20.0,30.8,10.6,,,35.0,,,,,,,,-60.0,,-54.0,,,,,-64.0,-53.2,-73.4,,,-49.0,,,,,,,,,True,,,,,False,True,False,,,True,,,,,,,
01031,332,204.0,174.6,346.0,,,,,574.0,356.8,152.7,221.3,,339.0,,,,,,,,-128.0,-157.4,14.0,,,,,242.0,24.8,-179.3,-110.7,,7.0,,,,,,,,False,True,,,,,False,True,False,True,,True,,,,,,,
01033,676,416.0,255.6,849.0,,,,,555.0,377.8,416.7,488.9,,485.0,,,,,,,,-260.0,-420.4,173.0,,,,,-121.0,-298.2,-259.3,-187.1,,-191.0,,,,,,,,False,True,,,,,True,False,True,True,,True,,,,,,,
01035,158,104.0,,6.0,,,,,126.0,176.9,18.1,,49.5,176.0,,,,,,,,-54.0,,-152.0,,,,,-32.0,18.9,-139.9,,-108.5,18.0,,,,,,,,,False,,,,,True,True,False,,False,True,,,,,,,
01037,36,28.0,,0.0,,,,,11.0,32.8,21.4,,,51.0,,,,,,,,-8.0,,-36.0,,,,,-25.0,-3.2,-14.6,,,15.0,,,,,,,,,False,,,,,False,True,False,,,False,,,,,,,
01039,320,240.0,,342.0,,,,,520.0,541.7,143.2,,249.8,332.0,,,,,,,,-80.0,,22.0,,,,,200.0,221.7,-176.8,,-70.2,12.0,,,,,,,,,True,,,,,False,False,False,,True,True,,,,,,,
01041,187,8.0,,11.0,,,,,110.0,28.5,4.8,,22.9,,,,,,,,,-179.0,,-176.0,,,,,-77.0,-158.5,-182.2,,-164.1,,,,,,,,,,True,,,,,True,True,False,,True,,,,,,,,
01043,649,528.0,635.3,1497.0,,,,,715.0,730.7,494.7,839.6,399.9,618.0,,,,,,,,-121.0,-13.7,848.0,,,,,66.0,81.7,-154.3,190.6,-249.1,-31.0,,,,,,,,True,False,,,,,True,True,False,False,False,True,,,,,,,
01045,436,436.0,,1218.0,,,,,503.0,472.4,601.4,,259.7,437.0,,,,,,,,0.0,,782.0,,,,,67.0,36.4,165.4,,-176.3,1.0,,,,,,,,,False,,,,,False,False,False,,False,False,,,,,,,
01047,322,468.0,,416.0,,,,,603.0,357.3,260.2,,140.7,798.0,,,,,,,,146.0,,94.0,,,,,281.0,35.3,-61.8,,-181.3,476.0,,,,,,,,,True,,,,,False,True,True,,False,False,,,,,,,
01049,857,936.0,540.1,2638.0,,,,,898.0,462.5,1549.1,1158.3,569.1,1023.0,,,,,,,,79.0,-316.9,1781.0,,,,,41.0,-394.5,692.1,301.3,-287.9,166.0,,,,,,,,False,False,,,,,True,False,False,False,False,False,,,,,,,
01051,686,504.0,1164.3,619.0,,,,,825.0,598.7,455.0,607.9,325.8,812.0,,,499.1,,,,,-182.0,478.3,-67.0,,,,,139.0,-87.3,-231.0,-78.1,-360.2,126.0,,,-186.9,,,,,False,True,,,,,True,True,False,True,False,True,,,False,,,,
01053,595,572.0,,823.0,,,,,650.0,435.6,230.4,,189.2,463.0,,,,,,,,-23.0,,228.0,,,,,55.0,-159.4,-364.6,,-405.8,-132.0,,,,,,,,,False,,,,,False,False,False,,False,False,,,,,,,
01055,1153,896.0,944.4,1494.0,,,,,1540.0,679.9,1353.1,1511.3,704.1,1052.0,,,1018.2,,,,,-257.0,-208.6,341.0,,,,,387.0,-473.1,200.1,358.3,-448.9,-101.0,,,-134.8,,,,,True,False,,,,,False,False,True,False,False,True,,,True,,,,
01057,122,56.0,,0.0,,,,,42.0,88.0,37.1,,,75.0,,,,,,,,-66.0,,-122.0,,,,,-80.0,-34.0,-84.9,,,-47.0,,,,,,,,,False,,,,,False,True,False,,,True,,,,,,,
01059,338,172.0,,153.0,,,,,762.0,309.1,80.4,,76.7,,,,,,,,,-166.0,,-185.0,,,,,424.0,-28.9,-257.6,,-261.3,,,,,,,,,,False,,,,,False,True,False,,False,,,,,,,,
01061,161,68.0,,179.0,,,,,271.0,114.4,19.7,,,83.0,,,,,,,,-93.0,,18.0,,,,,110.0,-46.6,-141.3,,,-78.0,,,,,,,,,True,,,,,False,True,False,,,True,,,,,,,
01063,55,48.0,,81.0,,,,,33.0,51.4,14.3,,2.3,,,,,,,,,-7.0,,26.0,,,,,-22.0,-3.6,-40.7,,-52.7,,,,,,,,,,False,,,,,False,True,False,,False,,,,,,,,
01065,125,152.0,,252.0,,,,,164.0,94.9,79.8,,63.5,278.0,,,,,,,,27.0,,127.0,,,,,39.0,-30.1,-45.2,,-61.5,153.0,,,,,,,,,False,,,,,False,False,False,,False,False,,,,,,,
01067,106,84.0,,120.0,,,,,70.0,77.0,27.5,,34.6,126.0,,,,,,,,-22.0,,14.0,,,,,-36.0,-29.0,-78.5,,-71.4,20.0,,,,,,,,,True,,,,,False,False,False,,False,True,,,,,,,
01069,801,424.0,513.1,911.0,,,,,1136.0,713.2,413.5,626.4,395.7,522.0,,,,,,,,-377.0,-287.9,110.0,,,,,335.0,-87.8,-387.5,-174.6,-405.3,-279.0,,,,,,,,True,True,,,,,True,True,False,True,False,True,,,,,,,
01071,550,600.0,350.4,1594.0,,,,,423.0,342.8,1145.1,733.1,383.0,600.0,,,,,,,,50.0,-199.6,1044.0,,,,,-127.0,-207.2,595.1,183.1,-167.0,50.0,,,,,,,,False,False,,,,,False,False,False,False,False,False,,,,,,,
01073,6536,5956.0,6148.6,5740.0,,,,,9961.0,4953.2,8703.1,8427.6,5114.5,6177.0,,,15514.1,9258.0,,,,-580.0,-387.4,-796.0,,,,,3425.0,-1582.8,2167.1,1891.6,-1421.5,-359.0,,,8978.1,2722.0,,,,True,False,,,,,False,False,False,False,False,True,,,False,False,,,
01075,133,48.0,,0.0,,,,,34.0,89.5,34.0,,,72.0,,,,,,,,-85.0,,-133.0,,,,,-99.0,-43.5,-99.0,,,-61.0,,,,,,,,,False,,,,,False,True,False,,,True,,,,,,,
01077,589,316.0,468.9,408.0,,,,,772.0,654.1,341.1,397.4,481.3,487.0,,,,,,,,-273.0,-120.1,-181.0,,,,,183.0,65.1,-247.9,-191.6,-107.7,-102.0,,,,,,,,True,True,,,,,True,True,True,True,True,True,,,,,,,
01079,223,72.0,,147.0,,,,,81.0,188.9,127.4,,84.5,113.0,,,,,,,,-151.0,,-76.0,,,,,-142.0,-34.1,-95.6,,-138.5,-110.0,,,,,,,,,True,,,,,True,True,True,,True,True,,,,,,,
01081,1088,852.0,916.6,650.0,,,,,1445.0,574.3,846.2,1046.1,950.9,1265.0,,,613.7,768.0,,,,-236.0,-171.4,-438.0,,,,,357.0,-513.7,-241.8,-41.9,-137.1,177.0,,,-474.3,-320.0,,,,True,False,,,,,False,False,False,True,True,True,,,False,False,,,
01083,696,564.0,637.0,1187.0,,,,,838.0,556.2,679.2,592.4,599.7,638.0,,,,,,,,-132.0,-59.0,491.0,,,,,142.0,-139.8,-16.8,-103.6,-96.3,-58.0,,,,,,,,True,False,,,,,False,False,True,True,True,True,,,,,,,
01085,90,56.0,,24.0,,,,,79.0,56.9,2.7,,3.3,,,,,,,,,-34.0,,-66.0,,,,,-11.0,-33.1,-87.3,,-86.7,,,,,,,,,,False,,,,,True,True,False,,False,,,,,,,,
01087,119,120.0,,133.0,,,,,49.0,146.6,20.8,,79.3,163.0,,,,,,,,1.0,,14.0,,,,,-70.0,27.6,-98.2,,-39.7,44.0,,,,,,,,,False,,,,,False,False,False,,False,False,,,,,,,
01089,3195,3040.0,2756.5,8361.0,,,,,3289.0,1996.8,8054.3,4155.1,3022.1,2909.0,,,5411.5,10315.0,,,,-155.0,-438.5,5166.0,,,,,94.0,-1198.2,4859.3,960.1,-172.9,-286.0,,,2216.5,7120.0,,,,False,False,,,,,True,False,False,False,False,False,,,False,False,,,
01091,201,200.0,,327.0,,,,,278.0,113.8,91.8,,72.6,288.0,,,,,,,,-1.0,,126.0,,,,,77.0,-87.2,-109.2,,-128.4,87.0,,,,,,,,,False,,,,,False,False,False,,False,False,,,,,,,
01093,295,224.0,,461.0,,,,,153.0,164.3,324.9,,108.7,260.0,,,,,,,,-71.0,,166.0,,,,,-142.0,-130.7,29.9,,-186.3,-35.0,,,,,,,,,False,,,,,False,False,True,,False,True,,,,,,,
01095,1204,896.0,1236.6,509.0,,,,,2241.0,848.0,988.4,1220.4,633.9,1585.0,,,805.0,,,,,-308.0,32.6,-695.0,,,,,1037.0,-356.0,-215.6,16.4,-570.1,381.0,,,-399.0,,,,,True,False,,,,,False,False,True,True,False,False,,,False,,,,
01097,5083,2992.0,1124.0,7062.0,,,,,4754.0,1696.2,4478.3,4687.2,1431.5,4188.0,,,4658.5,7848.0,,,,-2091.0,-3959.0,1979.0,,,,,-329.0,-3386.8,-604.7,-395.8,-3651.5,-895.0,,,-424.5,2765.0,,,,False,True,,,,,True,False,True,True,False,True,,,True,False,,,
01099,164,84.0,,9.0,,,,,217.0,196.4,16.3,,105.4,187.0,,,,,,,,-80.0,,-155.0,,,,,53.0,32.4,-147.7,,-58.6,23.0,,,,,,,,,False,,,,,True,True,False,,True,True,,,,,,,
01101,2179,1636.0,1848.1,1056.0,,,,,3490.0,1327.7,890.0,2035.5,887.1,3264.0,,,1110.2,1225.0,,,,-543.0,-330.9,-1123.0,,,,,1311.0,-851.3,-1289.0,-143.5,-1291.9,1085.0,,,-1068.8,-954.0,,,,True,False,,,,,False,False,False,True,False,False,,,False,False,,,
01103,1100,792.0,1280.1,1284.0,,,,,1786.0,770.3,861.0,1151.0,580.1,1108.0,,,,,,,,-308.0,180.1,184.0,,,,,686.0,-329.7,-239.0,51.0,-519.9,8.0,,,,,,,,True,True,,,,,False,False,True,True,False,True,,,,,,,
01105,204,264.0,,0.0,,,,,31.0,167.1,408.6,,37.5,278.0,,,,,,,,60.0,,-204.0,,,,,-173.0,-36.9,204.6,,-166.5,74.0,,,,,,,,,False,,,,,False,True,False,,False,False,,,,,,,
01107,123,168.0,,287.0,,,,,93.0,98.3,145.6,,114.2,229.0,,,,,,,,45.0,,164.0,,,,,-30.0,-24.7,22.6,,-8.8,106.0,,,,,,,,,False,,,,,True,True,True,,True,False,,,,,,,
01109,231,208.0,,238.0,,,,,770.0,164.7,33.5,,109.9,354.0,,,,,,,,-23.0,,7.0,,,,,539.0,-66.3,-197.5,,-121.1,123.0,,,,,,,,,True,,,,,False,False,False,,False,False,,,,,,,
01111,138,232.0,,793.0,,,,,132.0,119.2,172.4,,83.0,259.0,,,,,,,,94.0,,655.0,,,,,-6.0,-18.8,34.4,,-55.0,121.0,,,,,,,,,False,,,,,True,True,True,,True,False,,,,,,,
01113,683,520.0,516.2,801.0,,,,,396.0,368.3,479.7,422.0,346.6,633.0,,,,,,,,-163.0,-166.8,118.0,,,,,-287.0,-314.7,-203.3,-261.0,-336.4,-50.0,,,,,,,,False,True,,,,,False,False,False,False,False,True,,,,,,,
01115,815,588.0,360.2,1510.0,,,,,445.0,431.9,973.3,782.0,579.3,570.0,,,,,,,,-227.0,-454.8,695.0,,,,,-370.0,-383.1,158.3,-33.0,-235.7,-245.0,,,,,,,,False,False,,,,,False,False,True,True,False,False,,,,,,,
01117,1618,1660.0,1142.3,3789.0,,,,,2231.0,835.0,2236.4,2109.5,1245.8,1660.0,,,1985.7,3356.0,,,,42.0,-475.7,2171.0,,,,,613.0,-783.0,618.4,491.5,-372.2,42.0,,,367.7,1738.0,,,,False,False,,,,,False,False,False,False,False,False,,,False,False,,,
01119,69,28.0,,40.0,,,,,89.0,37.2,2.5,,8.6,,,,,,,,,-41.0,,-29.0,,,,,20.0,-31.8,-66.5,,-60.4,,,,,,,,,,True,,,,,True,True,False,,False,,,,,,,,
01121,620,344.0,333.1,956.0,,,,,444.0,457.7,398.2,502.0,373.3,391.0,,,501.6,,,,,-276.0,-286.9,336.0,,,,,-176.0,-162.3,-221.8,-118.0,-246.7,-229.0,,,-118.4,,,,,False,False,,,,,True,True,True,True,True,True,,,True,,,,
01123,226,160.0,,207.0,,,,,358.0,112.7,59.8,,79.9,,,,,,,,,-66.0,,-19.0,,,,,132.0,-113.3,-166.2,,-146.1,,,,,,,,,,True,,,,,False,False,False,,False,,,,,,,,
01125,1558,1624.0,2258.4,2126.0,,,,,3348.0,1838.1,1621.2,1636.1,954.6,2217.0,,,1665.5,1805.0,,,,66.0,700.4,568.0,,,,,1790.0,280.1,63.2,78.1,-603.4,659.0,,,107.5,247.0,,,,False,False,,,,,False,False,True,False,False,False,,,False,False,,,
01127,459,588.0,428.3,487.0,,,,,1092.0,863.4,198.0,372.3,304.8,801.0,,,846.2,,,,,129.0,-30.7,28.0,,,,,633.0,404.4,-261.0,-86.7,-154.2,342.0,,,387.2,,,,,True,True,,,,,False,False,False,True,False,False,,,False,,,,
01129,245,144.0,,111.0,,,,,151.0,81.0,59.3,,38.1,156.0,,,,,,,,-101.0,,-134.0,,,,,-94.0,-164.0,-185.7,,-206.9,-89.0,,,,,,,,,False,,,,,True,False,False,,False,True,,,,,,,
01131,123,52.0,,0.0,,,,,56.0,60.7,10.4,,31.0,,,,,,,,,-71.0,,-123.0,,,,,-67.0,-62.3,-112.6,,-92.0,,,,,,,,,,False,,,,,True,True,False,,False,,,,,,,,
01133,154,168.0,,168.0,,,,,186.0,274.8,116.6,,139.1,244.0,,,,,,,,14.0,,14.0,,,,,32.0,120.8,-37.4,,-14.9,90.0,,,,,,,,,False,,,,,False,False,False,,False,False,,,,,,,
02013,2,0.0,,0.0,,,,,,0.0,,,,,,,,,,,,-2.0,,-2.0,,,,,,-2.0,,,,,,,,,,,,,False,,,,,,False,,,,,,,,,,,
02016,3,4.0,,0.0,,,,,,0.0,,,,,,,,,,,,1.0,,-3.0,,,,,,-3.0,,,,,,,,,,,,,False,,,,,,False,,,,,,,,,,,
02020,1429,584.0,405.6,1608.0,,,,,,583.0,567.0,1026.8,727.9,719.0,,,618.1,1793.0,,,,-845.0,-1023.4,179.0,,,,,,-846.0,-862.0,-402.2,-701.1,-710.0,,,-810.9,364.0,,,,False,True,,,,,,False,False,True,True,True,,,True,True,,,
02050,9,8.0,,0.0,,,,,,1.4,2.3,,,,,,,,,,,-1.0,,-9.0,,,,,,-7.6,-6.7,,,,,,,,,,,,False,,,,,,False,False,,,,,,,,,,
02060,6,12.0,,0.0,,,,,,0.0,0.3,,,,,,,,,,,6.0,,-6.0,,,,,,-6.0,-5.7,,,,,,,,,,,,False,,,,,,False,True,,,,,,,,,,
02068,1,0.0,,0.0,,,,,,0.0,,,,,,,,,,,,-1.0,,-1.0,,,,,,-1.0,,,,,,,,,,,,,False,,,,,,False,,,,,,,,,,,
02070,1,0.0,,0.0,,,,,,0.0,,,,,,,,,,,,-1.0,,-1.0,,,,,,-1.0,,,,,,,,,,,,,False,,,,,,False,,,,,,,,,,,
02090,207,240.0,45.2,0.0,,,,,,161.9,742.9,624.7,125.2,297.0,,,,,,,,33.0,-161.8,-207.0,,,,,,-45.1,535.9,417.7,-81.8,90.0,,,,,,,,False,False,,,,,,False,False,False,False,False,,,,,,,
02100,2,0.0,,0.0,,,,,,1.8,,,,,,,,,,,,-2.0,,-2.0,,,,,,-0.2,,,,,,,,,,,,,False,,,,,,True,,,,,,,,,,,
02105,0,0.0,,0.0,,,,,,0.0,,,,,,,,,,,,0.0,,0.0,,,,,,0.0,,,,,,,,,,,,,True,,,,,,True,,,,,,,,,,,
02110,53,12.0,,0.0,,,,,,28.6,16.0,,,,,,,,,,,-41.0,,-53.0,,,,,,-24.4,-37.0,,,,,,,,,,,,False,,,,,,True,True,,,,,,,,,,
02122,125,124.0,217.4,0.0,,,,,,263.4,60.0,219.8,143.6,192.0,,,,,,,,-1.0,92.4,-125.0,,,,,,138.4,-65.0,94.8,18.6,67.0,,,,,,,,False,False,,,,,,False,False,False,False,False,,,,,,,
02130,14,4.0,,0.0,,,,,,2.1,3.5,,,,,,,,,,,-10.0,,-14.0,,,,,,-11.9,-10.5,,,,,,,,,,,,False,,,,,,False,False,,,,,,,,,,
02150,2,0.0,,0.0,,,,,,6.4,0.4,,,,,,,,,,,-2.0,,-2.0,,,,,,4.4,-1.6,,,,,,,,,,,,False,,,,,,False,True,,,,,,,,,,
02158,4,4.0,,0.0,,,,,,,,,,,,,,,,,,0.0,,-4.0,,,,,,,,,,,,,,,,,,,False,,,,,,,,,,,,,,,,,
02164,0,0.0,,0.0,,,,,,0.0,,,,,,,,,,,,0.0,,0.0,,,,,,0.0,,,,,,,,,,,,,True,,,,,,True,,,,,,,,,,,
02170,190,80.0,139.6,0.0,,,,,,312.2,124.0,219.9,138.5,,,,,,,,,-110.0,-50.4,-190.0,,,,,,122.2,-66.0,29.9,-51.5,,,,,,,,,True,False,,,,,,False,True,True,True,,,,,,,,
02180,7,12.0,,0.0,,,,,,0.8,1.5,,,,,,,,,,,5.0,,-7.0,,,,,,-6.2,-5.5,,,,,,,,,,,,False,,,,,,False,False,,,,,,,,,,
02185,14,0.0,,0.0,,,,,,6.7,0.2,,,,,,,,,,,-14.0,,-14.0,,,,,,-7.3,-13.8,,,,,,,,,,,,False,,,,,,True,True,,,,,,,,,,
02188,33,4.0,,0.0,,,,,,1.0,0.5,,,,,,,,,,,-29.0,,-33.0,,,,,,-32.0,-32.5,,,,,,,,,,,,False,,,,,,False,False,,,,,,,,,,
02195,0,4.0,,0.0,,,,,,1.2,0.5,,,,,,,,,,,4.0,,0.0,,,,,,1.2,0.5,,,,,,,,,,,,True,,,,,,True,True,,,,,,,,,,
02198,6,0.0,,0.0,,,,,,3.6,0.1,,,,,,,,,,,-6.0,,-6.0,,,,,,-2.4,-5.9,,,,,,,,,,,,False,,,,,,True,True,,,,,,,,,,
02220,13,0.0,,0.0,,,,,,2.0,1.5,,,11.0,,,,,,,,-13.0,,-13.0,,,,,,-11.0,-11.5,,,-2.0,,,,,,,,,False,,,,,,True,True,,,True,,,,,,,
02230,0,0.0,,0.0,,,,,,0.0,,,,,,,,,,,,0.0,,0.0,,,,,,0.0,,,,,,,,,,,,,True,,,,,,True,,,,,,,,,,,
02240,6,0.0,,0.0,,,,,,0.8,0.9,,,,,,,,,,,-6.0,,-6.0,,,,,,-5.2,-5.1,,,,,,,,,,,,False,,,,,,True,True,,,,,,,,,,
02261,44,8.0,,0.0,,,,,,0.0,0.9,,,,,,,,,,,-36.0,,-44.0,,,,,,-44.0,-43.1,,,,,,,,,,,,False,,,,,,False,False,,,,,,,,,,
02275,6,0.0,,0.0,,,,,,2.5,,,,,,,,,,,,-6.0,,-6.0,,,,,,-3.5,,,,,,,,,,,,,False,,,,,,True,,,,,,,,,,,
02282,7,0.0,,0.0,,,,,,0.0,,,,,,,,,,,,-7.0,,-7.0,,,,,,-7.0,,,,,,,,,,,,,False,,,,,,False,,,,,,,,,,,
02290,44,12.0,,0.0,,,,,,7.6,2.5,,,,,,,,,,,-32.0,,-44.0,,,,,,-36.4,-41.5,,,,,,,,,,,,False,,,,,,False,False,,,,,,,,,,
04001,604,512.0,1357.3,532.0,,,,,585.0,344.4,206.6,594.5,85.5,,,,708.4,,,,,-92.0,753.3,-72.0,,,,,-19.0,-259.6,-397.4,-9.5,-518.5,,,,104.4,,,,,False,True,,,,,True,False,False,True,False,,,,False,,,,
04003,580,1120.0,873.2,1678.0,,,,,762.0,1902.4,582.3,1008.8,680.1,898.0,,,,,,,,540.0,293.2,1098.0,,,,,182.0,1322.4,2.3,428.8,100.1,318.0,,,,,,,,True,False,,,,,True,False,True,True,True,True,,,,,,,
04005,649,1280.0,1177.4,2297.0,,,,,2083.0,567.6,933.4,1327.6,490.3,1652.0,,,1645.1,1890.0,,,,631.0,528.4,1648.0,,,,,1434.0,-81.4,284.4,678.6,-158.7,1003.0,,,996.1,1241.0,,,,True,False,,,,,False,True,True,False,True,False,,,False,False,,,
04007,466,416.0,281.7,7.0,,,,,290.0,828.8,460.8,343.9,224.1,393.0,,,,,,,,-50.0,-184.3,-459.0,,,,,-176.0,362.8,-5.2,-122.1,-241.9,-73.0,,,,,,,,False,False,,,,,False,False,True,False,False,False,,,,,,,
04009,338,296.0,,0.0,,,,,123.0,160.4,106.7,,147.3,199.0,,,,,,,,-42.0,,-338.0,,,,,-215.0,-177.6,-231.3,,-190.7,-139.0,,,,,,,,,False,,,,,False,False,False,,False,False,,,,,,,
04011,25,56.0,,0.0,,,,,80.0,41.1,5.1,,,,,,,,,,,31.0,,-25.0,,,,,55.0,16.1,-19.9,,,,,,,,,,,,True,,,,,False,True,True,,,,,,,,,,
04012,80,164.0,,0.0,,,,,328.0,229.3,37.5,,66.5,257.0,,,,,,,,84.0,,-80.0,,,,,248.0,149.3,-42.5,,-13.5,177.0,,,,,,,,,True,,,,,False,False,True,,True,False,,,,,,,
04013,47064,74608.0,128783.7,74312.0,,,,,92821.0,24604.0,70084.0,74414.8,47161.6,65576.0,,,61619.6,76291.0,,,,27544.0,81719.7,27248.0,,,,,45757.0,-22460.0,23020.0,27350.8,97.6,18512.0,,,14555.6,29227.0,,,,False,True,,,,,False,True,True,True,True,True,,,True,False,,,
