,actual_deaths,Baseline,Covid19Sim-Simulator,IHME-CurveFit,IowaStateLW-STEM,UCLA-SuEIR,error-Baseline,error-Covid19Sim-Simulator,error-IHME-CurveFit,error-IowaStateLW-STEM,error-UCLA-SuEIR,beat_baseline-Covid19Sim-Simulator,beat_baseline-IHME-CurveFit,beat_baseline-IowaStateLW-STEM,beat_baseline-UCLA-SuEIR
North Carolina,10453,8529.7,8879.8,10941.5,8182.0,8438.3,-1923.3,-1573.2,488.5,-2271.0,-2014.7,True,True,False,False
North Dakota,1461,1935.7,1775.9,1507.2,2017.0,1257.4,474.7,314.9,46.2,556.0,-203.6,True,True,False,True
Ohio,17746,12479.0,14720.0,13442.4,12681.0,14093.9,-3234.0,-993.0,-2270.6,-3032.0,-1619.1,True,True,True,True
Oklahoma,3994,3473.1,3654.1,3655.7,3675.0,4128.4,-520.9,-339.9,-338.3,-319.0,134.4,True,True,True,True
Oregon,2137,2294.7,2373.7,3541.9,2154.0,2734.8,157.7,236.7,1404.9,17.0,597.8,False,False,True,False
Pennsylvania,23043,20698.1,25576.0,23193.8,20877.0,20714.7,-2344.9,2533.0,150.8,-2166.0,-2328.3,False,True,True,True
Rhode Island,2459,2073.4,2260.4,2031.2,1794.0,1861.9,-301.6,-114.6,-343.8,-581.0,-513.1,True,False,False,False
South Carolina,7911,6665.6,6046.8,7094.3,5676.0,6693.9,-1245.4,-1864.2,-816.7,-2235.0,-1217.1,False,True,False,True
South Dakota,1838,2756.1,2325.1,2012.8,3060.0,1560.1,918.1,487.1,174.8,1222.0,-277.9,True,True,False,True
Tennessee,10902,8777.4,10419.7,9376.8,9009.0,9271.0,-2124.6,-482.3,-1525.2,-1893.0,-1631.0,True,True,True,True
Texas,41149,35892.1,37793.6,36978.5,36168.0,33918.1,-4960.9,-3059.4,-3874.5,-4685.0,-6934.9,True,True,True,False
Utah,1790,1638.9,2535.8,2441.0,1892.0,1572.5,-151.1,745.8,651.0,102.0,-217.5,False,False,True,False
Vermont,189,197.3,168.1,110.8,81.5,212.2,8.3,-20.9,-78.2,-107.5,23.2,False,False,False,False
Virginia,6996,5599.7,6686.5,9908.9,5763.0,5477.4,-1396.3,-309.5,2912.9,-1233.0,-1518.6,True,False,True,False
Washington,4675,5113.3,4758.7,4989.3,4600.0,6294.9,396.3,41.7,272.3,-117.0,1577.9,True,True,True,False
West Virginia,2201,1912.4,2585.1,2392.9,1774.0,2626.1,-288.6,384.1,191.9,-427.0,425.1,False,True,False,False
Wisconsin,6744,8535.6,6528.2,7599.1,8156.0,8113.7,1791.6,-215.8,855.1,1412.0,1369.7,True,True,True,True
Wyoming,647,768.7,766.4,725.1,745.5,456.5,121.7,119.4,78.1,98.5,-190.5,True,True,True,False
US,485911,434355.3,504203.8,467867.4,424510.0,437653.6,-48304.7,21543.8,-14792.6,-58150.0,-45006.4,True,True,False,True
