,actual_deaths,Baseline,AIpert-pwllnod,BPagano-RtDriven,CEID-Walk,CMU-TimeSeries,COVIDhub-baseline,COVIDhub-ensemble,CU-select,Columbia_UNC-SurvCon,Covid19Sim-Simulator,CovidAnalytics-DELPHI,DDS-NBDS,FDANIHASU-Sweight,GT-DeepCOVID,Google_Harvard-CPF,IBF-TimeSeries,IHME-CurveFit,IowaStateLW-STEM,JHUAPL-Bucky,JHU_CSSE-DECOM,JHU_IDD-CovidSP,Karlen-pypm,LANL-GrowthRate,LNQ-ens1,MIT_CritData-GBCF,MIT_ISOLAT-Mixtures,MOBS-GLEAM_COVID,Microsoft-DeepSTIA,OliverWyman-Navigator,PSI-DRAFT,QJHong-Encounter,RPI_UW-Mob_Collision,RobertWalraven-ESG,SigSci-TS,SteveMcConnell-CovidComplete,TTU-squider,UA-EpiCovDA,UCLA-SuEIR,UCM_MESALab-FoGSEIR,UCSB-ACTS,UCSD_NEU-DeepGLEAM,UMass-MechBayes,UMich-RidgeTfReg,USC-SI_kJalpha,UT-Mobility,UpstateSU-GRU,WalmartLabsML-LogForecasting,epiforecasts-ensemble1,error-Baseline,error-AIpert-pwllnod,error-BPagano-RtDriven,error-CEID-Walk,error-CMU-TimeSeries,error-COVIDhub-baseline,error-COVIDhub-ensemble,error-CU-select,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-CovidAnalytics-DELPHI,error-DDS-NBDS,error-FDANIHASU-Sweight,error-GT-DeepCOVID,error-Google_Harvard-CPF,error-IBF-TimeSeries,error-IHME-CurveFit,error-IowaStateLW-STEM,error-JHUAPL-Bucky,error-JHU_CSSE-DECOM,error-JHU_IDD-CovidSP,error-Karlen-pypm,error-LANL-GrowthRate,error-LNQ-ens1,error-MIT_CritData-GBCF,error-MIT_ISOLAT-Mixtures,error-MOBS-GLEAM_COVID,error-Microsoft-DeepSTIA,error-OliverWyman-Navigator,error-PSI-DRAFT,error-QJHong-Encounter,error-RPI_UW-Mob_Collision,error-RobertWalraven-ESG,error-SigSci-TS,error-SteveMcConnell-CovidComplete,error-TTU-squider,error-UA-EpiCovDA,error-UCLA-SuEIR,error-UCM_MESALab-FoGSEIR,error-UCSB-ACTS,error-UCSD_NEU-DeepGLEAM,error-UMass-MechBayes,error-UMich-RidgeTfReg,error-USC-SI_kJalpha,error-UT-Mobility,error-UpstateSU-GRU,error-WalmartLabsML-LogForecasting,error-epiforecasts-ensemble1,beat_baseline-AIpert-pwllnod,beat_baseline-BPagano-RtDriven,beat_baseline-CEID-Walk,beat_baseline-CMU-TimeSeries,beat_baseline-COVIDhub-baseline,beat_baseline-COVIDhub-ensemble,beat_baseline-CU-select,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-DDS-NBDS,beat_baseline-FDANIHASU-Sweight,beat_baseline-GT-DeepCOVID,beat_baseline-Google_Harvard-CPF,beat_baseline-IBF-TimeSeries,beat_baseline-IHME-CurveFit,beat_baseline-IowaStateLW-STEM,beat_baseline-JHUAPL-Bucky,beat_baseline-JHU_CSSE-DECOM,beat_baseline-JHU_IDD-CovidSP,beat_baseline-Karlen-pypm,beat_baseline-LANL-GrowthRate,beat_baseline-LNQ-ens1,beat_baseline-MIT_CritData-GBCF,beat_baseline-MIT_ISOLAT-Mixtures,beat_baseline-MOBS-GLEAM_COVID,beat_baseline-Microsoft-DeepSTIA,beat_baseline-OliverWyman-Navigator,beat_baseline-PSI-DRAFT,beat_baseline-QJHong-Encounter,beat_baseline-RPI_UW-Mob_Collision,beat_baseline-RobertWalraven-ESG,beat_baseline-SigSci-TS,beat_baseline-SteveMcConnell-CovidComplete,beat_baseline-TTU-squider,beat_baseline-UA-EpiCovDA,beat_baseline-UCLA-SuEIR,beat_baseline-UCM_MESALab-FoGSEIR,beat_baseline-UCSB-ACTS,beat_baseline-UCSD_NEU-DeepGLEAM,beat_baseline-UMass-MechBayes,beat_baseline-UMich-RidgeTfReg,beat_baseline-USC-SI_kJalpha,beat_baseline-UT-Mobility,beat_baseline-UpstateSU-GRU,beat_baseline-WalmartLabsML-LogForecasting,beat_baseline-epiforecasts-ensemble1
Georgia,15850,15975.7,17044.8,15606.9,16146.5,15949.0,16111.8,15842.0,14636.0,15851.0,14419.3,14472.0,16075.4,,15417.8,15908.3,,15742.3,15901.0,15260.9,16627.0,14637.0,15279.4,18119.0,16327.8,15819.0,19508.8,16027.0,16117.0,16958.1,14816.5,,16559.9,15801.3,,15596.0,16834.7,15037.0,15708.8,,14685.9,16080.9,15218.0,15137.5,16204.0,16603.5,,13580.2,16321.0,125.7,1194.8,-243.1,296.5,99.0,261.8,-8.0,-1214.0,1.0,-1430.7,-1378.0,225.4,,-432.2,58.3,,-107.7,51.0,-589.1,777.0,-1213.0,-570.6,2269.0,477.8,-31.0,3658.8,177.0,267.0,1108.1,-1033.5,,709.9,-48.7,,-254.0,984.7,-813.0,-141.2,,-1164.1,230.9,-632.0,-712.5,354.0,753.5,,-2269.8,471.0,False,False,False,True,False,True,False,True,False,False,False,,False,True,,True,True,False,False,False,False,False,False,True,False,False,False,False,False,,False,True,,False,False,False,False,,False,False,False,False,False,False,,False,False
Hawaii,424,398.1,380.0,369.2,381.3,377.0,383.0,380.0,359.0,370.0,351.0,388.0,406.8,,,378.2,,390.5,,358.4,385.0,479.8,375.0,406.0,385.2,418.0,344.8,375.2,385.2,373.0,369.0,,,376.1,,379.0,394.7,394.0,380.3,,373.9,382.2,383.0,376.3,375.0,385.0,,358.9,380.0,-25.9,-44.0,-54.8,-42.7,-47.0,-41.0,-44.0,-65.0,-54.0,-73.0,-36.0,-17.2,,,-45.8,,-33.5,,-65.6,-39.0,55.8,-49.0,-18.0,-38.8,-6.0,-79.2,-48.8,-38.8,-51.0,-55.0,,,-47.9,,-45.0,-29.3,-30.0,-43.7,,-50.1,-41.8,-41.0,-47.7,-49.0,-39.0,,-65.1,-44.0,False,False,False,False,False,False,False,False,False,False,True,,,False,,False,,False,False,False,False,True,False,True,False,False,False,False,False,,,False,,False,False,False,False,,False,False,False,False,False,False,,False,False
Idaho,1803,1846.1,1839.4,1814.2,1862.9,1864.0,1857.0,1840.0,1751.0,1812.0,1810.3,1791.0,2108.1,,1835.2,1901.5,,1880.6,1878.0,1821.5,1864.0,1900.3,1822.6,1744.0,1810.4,1889.0,,1860.0,1853.1,1808.7,1822.0,,,1813.4,,1864.0,1679.5,1815.0,1910.3,,1798.1,1884.4,1791.0,1956.8,1846.0,1756.0,,1809.5,1854.0,43.1,36.4,11.2,59.9,61.0,54.0,37.0,-52.0,9.0,7.3,-12.0,305.1,,32.2,98.5,,77.6,75.0,18.5,61.0,97.3,19.6,-59.0,7.4,86.0,,57.0,50.1,5.7,19.0,,,10.4,,61.0,-123.5,12.0,107.3,,-4.9,81.4,-12.0,153.8,43.0,-47.0,,6.5,51.0,True,True,False,False,False,True,False,True,True,True,False,,True,False,,False,False,True,False,False,True,False,True,False,,False,False,True,True,,,True,,False,False,True,False,,True,False,True,False,True,False,,True,False
Illinois,22087,22480.0,22446.5,22289.6,22609.8,22805.0,22520.6,22504.0,22562.0,22956.0,22489.6,22174.0,23146.0,,22542.7,22661.7,,22440.5,22654.0,22556.3,22612.0,22344.0,22365.0,21711.0,22511.1,22727.0,21789.7,22514.5,22662.6,22479.5,22220.0,,22912.6,22181.3,,22523.0,21444.0,21954.0,21782.8,,22332.1,22504.5,22268.0,23570.0,22563.0,21903.0,,22236.3,22919.0,393.0,359.5,202.6,522.8,718.0,433.6,417.0,475.0,869.0,402.6,87.0,1059.0,,455.7,574.7,,353.5,567.0,469.3,525.0,257.0,278.0,-376.0,424.1,640.0,-297.3,427.5,575.6,392.5,133.0,,825.6,94.3,,436.0,-643.0,-133.0,-304.2,,245.1,417.5,181.0,1483.0,476.0,-184.0,,149.3,832.0,True,True,False,False,False,False,False,False,False,True,False,,False,False,,True,False,False,False,True,True,True,False,False,True,False,False,True,True,,False,True,,False,False,True,True,,True,False,True,False,False,True,,True,False
Indiana,12149,10876.0,10896.8,10596.1,10826.4,10822.0,10910.8,10750.0,10473.0,10665.0,10859.1,10747.0,11046.7,,10802.7,10846.0,,10780.9,10869.0,10586.8,10768.0,10401.2,10757.2,10369.0,10606.6,10907.0,10465.6,10754.7,10791.3,10567.4,11326.0,,10656.2,10602.5,,10676.0,10561.5,10311.0,10966.1,,10523.9,10762.1,10522.0,10870.6,10732.0,10372.0,,10117.1,10862.0,7.0,27.8,-272.9,-42.6,-47.0,41.8,-119.0,-396.0,-204.0,-9.9,-122.0,177.7,,-66.3,-23.0,,-88.1,0.0,-282.2,-101.0,-467.8,-111.8,-500.0,-262.4,38.0,-403.4,-114.3,-77.7,-301.6,457.0,,-212.8,-266.5,,-193.0,-307.5,-558.0,97.1,,-345.1,-106.9,-347.0,1.6,-137.0,-497.0,,-751.9,-7.0,False,False,False,False,False,False,False,False,False,False,False,,False,False,,False,True,False,False,False,False,False,False,False,False,False,False,False,False,,False,False,,False,False,False,False,,False,False,False,True,False,False,,False,False
Iowa,5236,4955.6,4959.0,4814.0,4991.5,5005.0,4980.9,4924.0,4767.0,5161.0,4790.8,5485.0,4917.2,,4875.9,4862.5,,4890.4,5078.0,4964.3,5003.0,4941.3,4911.2,4653.0,4943.0,4958.0,4683.5,4929.3,4973.5,4924.2,4751.0,,5132.8,4810.2,,4942.0,4340.3,4923.0,4960.7,,4697.7,4941.5,4824.0,5103.2,4935.0,4726.5,,4860.9,5050.0,-280.4,-277.0,-422.0,-244.5,-231.0,-255.1,-312.0,-469.0,-75.0,-445.2,249.0,-318.8,,-360.1,-373.5,,-345.6,-158.0,-271.7,-233.0,-294.7,-324.8,-583.0,-293.0,-278.0,-552.5,-306.7,-262.5,-311.8,-485.0,,-103.2,-425.8,,-294.0,-895.7,-313.0,-275.3,,-538.3,-294.5,-412.0,-132.8,-301.0,-509.5,,-375.1,-186.0,True,False,True,True,True,False,False,True,False,True,False,,False,False,,False,True,True,True,False,False,False,False,True,False,False,True,False,False,,True,False,,False,False,False,True,,False,False,False,True,False,False,,False,True
Kansas,4329,3867.0,4898.3,4196.5,3912.5,3963.0,3880.9,4237.0,4226.0,4447.0,4475.6,4386.0,4933.9,,4056.1,4560.6,,4367.3,4525.0,4306.6,4304.0,4114.5,4185.4,4012.0,3862.8,4339.0,4041.9,4295.6,4327.5,3831.9,4347.0,,4600.2,4010.3,,4165.0,4488.2,3799.0,4105.9,,4282.8,4288.7,4086.0,4239.0,4099.0,4045.5,,4019.3,3904.0,-462.0,569.3,-132.5,-416.5,-366.0,-448.1,-92.0,-103.0,118.0,146.6,57.0,604.9,,-272.9,231.6,,38.3,196.0,-22.4,-25.0,-214.5,-143.6,-317.0,-466.2,10.0,-287.1,-33.4,-1.5,-497.1,18.0,,271.2,-318.7,,-164.0,159.2,-530.0,-223.1,,-46.2,-40.3,-243.0,-90.0,-230.0,-283.5,,-309.7,-425.0,False,True,True,True,True,True,True,True,True,True,False,,True,True,,True,True,True,True,True,True,True,False,True,True,True,True,False,True,,True,True,,True,True,False,True,,True,True,True,True,True,True,,True,True
Kentucky,4272,4261.0,4026.0,4012.9,4259.1,4215.0,4265.1,4190.0,3811.0,4236.0,3980.7,3852.0,4203.6,,3895.5,4217.4,,4118.6,4199.0,3846.9,4356.0,4335.4,4000.7,4288.0,4245.9,4277.0,4211.8,4202.7,4147.3,4253.9,4916.5,,,4092.1,,4171.0,3994.5,4017.0,4340.2,,3980.7,4232.0,4190.0,4165.4,4311.0,4380.0,,3742.7,4145.0,-11.0,-246.0,-259.1,-12.9,-57.0,-6.9,-82.0,-461.0,-36.0,-291.3,-420.0,-68.4,,-376.5,-54.6,,-153.4,-73.0,-425.1,84.0,63.4,-271.3,16.0,-26.1,5.0,-60.2,-69.3,-124.7,-18.1,644.5,,,-179.9,,-101.0,-277.5,-255.0,68.2,,-291.3,-40.0,-82.0,-106.6,39.0,108.0,,-529.3,-127.0,False,False,False,False,True,False,False,False,False,False,False,,False,False,,False,False,False,False,False,False,False,False,True,False,False,False,False,False,,,False,,False,False,False,False,,False,False,False,False,False,False,,False,False
Louisiana,9276,9599.3,9602.8,9374.9,9629.7,9551.0,9692.2,9469.0,9181.0,9602.0,9469.5,9319.0,10668.5,,9590.7,9469.2,,9613.1,9592.0,9538.5,9376.0,9276.9,9303.8,9202.0,9553.6,9620.0,9645.6,9383.2,9583.0,9299.5,9469.5,,9454.1,9276.5,,9466.0,9869.7,9349.0,9777.9,,9075.4,9405.7,9476.0,9578.3,9188.0,9468.5,,8956.8,12922.0,323.3,326.8,98.9,353.7,275.0,416.2,193.0,-95.0,326.0,193.5,43.0,1392.5,,314.7,193.2,,337.1,316.0,262.5,100.0,0.9,27.8,-74.0,277.6,344.0,369.6,107.2,307.0,23.5,193.5,,178.1,0.5,,190.0,593.7,73.0,501.9,,-200.6,129.7,200.0,302.3,-88.0,192.5,,-319.2,3646.0,False,True,False,True,False,True,True,False,True,True,False,,True,True,,False,True,True,True,True,True,True,True,False,False,True,True,True,True,,True,True,,True,False,True,False,,True,True,True,True,True,True,,True,False
Maine,647,638.3,745.3,728.2,670.2,720.0,655.0,729.0,703.0,768.0,730.4,740.0,744.4,,680.5,827.1,,765.5,753.0,829.0,742.0,878.7,747.2,658.0,676.0,805.0,,696.4,760.1,669.8,821.5,,,691.2,,714.0,724.6,607.0,612.7,,734.8,724.6,645.0,766.2,689.0,676.0,,612.3,745.0,-8.7,98.3,81.2,23.2,73.0,8.0,82.0,56.0,121.0,83.4,93.0,97.4,,33.5,180.1,,118.5,106.0,182.0,95.0,231.7,100.2,11.0,29.0,158.0,,49.4,113.1,22.8,174.5,,,44.2,,67.0,77.6,-40.0,-34.3,,87.8,77.6,-2.0,119.2,42.0,29.0,,-34.7,98.0,False,False,False,False,True,False,False,False,False,False,False,,False,False,,False,False,False,False,False,False,False,False,False,,False,False,False,False,,,False,,False,False,False,False,,False,False,True,False,False,False,,False,False
Maryland,7536,7716.4,7654.1,7581.7,7720.5,7727.0,7724.9,7715.0,7623.0,7750.0,7605.9,9344.0,7897.8,,7819.3,7730.4,,7695.4,7671.0,7709.1,7689.0,7645.6,7753.6,7473.0,7708.2,7765.0,7429.9,7713.3,7761.6,7591.6,7616.0,,7737.5,7616.5,,7666.0,7531.4,7836.0,7614.6,,7406.9,7738.4,7562.0,7824.3,7730.0,7668.5,,7125.7,7696.0,180.4,118.1,45.7,184.5,191.0,188.9,179.0,87.0,214.0,69.9,1808.0,361.8,,283.3,194.4,,159.4,135.0,173.1,153.0,109.6,217.6,-63.0,172.2,229.0,-106.1,177.3,225.6,55.6,80.0,,201.5,80.5,,130.0,-4.6,300.0,78.6,,-129.1,202.4,26.0,288.3,194.0,132.5,,-410.3,160.0,True,True,False,False,False,True,True,False,True,False,False,,False,False,,True,True,True,True,True,False,True,True,False,True,True,False,True,True,,False,True,,True,True,False,True,,True,False,True,False,False,True,,False,True
Massachusetts,15424,15507.3,15468.9,15387.4,15524.5,15636.0,15507.2,15524.0,15632.0,,15779.3,15770.0,15635.8,,15528.0,15642.0,,15846.4,15497.0,15328.3,15567.0,15225.4,15444.4,14997.0,15458.2,15671.0,15988.7,15354.9,15869.5,15390.6,15340.5,,15593.6,15490.2,,15598.0,16813.8,15881.0,15141.8,,15406.3,15371.6,15414.0,15723.9,15496.0,15619.0,,14573.6,15712.0,83.3,44.9,-36.6,100.5,212.0,83.2,100.0,208.0,,355.3,346.0,211.8,,104.0,218.0,,422.4,73.0,-95.7,143.0,-198.6,20.4,-427.0,34.2,247.0,564.7,-69.1,445.5,-33.4,-83.5,,169.6,66.2,,174.0,1389.8,457.0,-282.2,,-17.7,-52.4,-10.0,299.9,72.0,195.0,,-850.4,288.0,True,True,False,False,True,False,False,,False,False,False,,False,False,,False,True,False,False,False,True,False,True,False,False,True,False,True,False,,False,True,,False,False,False,False,,True,True,True,False,True,False,,False,False
Michigan,16119,16643.9,16625.3,16395.9,16466.7,16528.0,16717.2,16432.0,16432.0,16622.0,16370.7,16463.0,17334.8,,16361.9,16319.4,,16564.9,16683.0,16065.6,16226.0,16244.6,16214.7,16066.0,16365.4,16621.0,16006.7,16487.0,16535.1,16576.1,17843.5,,16465.7,16414.7,,16203.0,15398.5,15883.0,15485.0,,16034.5,16552.0,16418.0,17313.5,16582.0,15997.5,,15944.2,16665.0,524.9,506.3,276.9,347.7,409.0,598.2,313.0,313.0,503.0,251.7,344.0,1215.8,,242.9,200.4,,445.9,564.0,-53.4,107.0,125.6,95.7,-53.0,246.4,502.0,-112.3,368.0,416.1,457.1,1724.5,,346.7,295.7,,84.0,-720.5,-236.0,-634.0,,-84.5,433.0,299.0,1194.5,463.0,-121.5,,-174.8,546.0,True,True,True,True,False,True,True,True,True,True,False,,True,True,,True,False,True,True,True,True,True,True,True,True,True,True,True,False,,True,True,,True,False,True,False,,True,True,True,False,True,True,,True,False
Minnesota,6437,6643.0,6545.0,6570.9,6647.1,6718.0,6659.0,6584.0,6507.0,6599.0,6643.0,6459.0,6745.5,,6725.2,6559.4,,6556.9,6848.0,6566.7,6722.0,6606.3,6478.7,6504.0,6640.2,6719.0,6383.2,6618.2,6664.5,6543.4,6790.0,,6946.7,6539.5,,6577.0,5439.6,6587.0,6759.2,,6345.3,6638.4,6562.0,7023.3,6568.0,6584.5,,6556.5,6681.0,206.0,108.0,133.9,210.1,281.0,222.0,147.0,70.0,162.0,206.0,22.0,308.5,,288.2,122.4,,119.9,411.0,129.7,285.0,169.3,41.7,67.0,203.2,282.0,-53.8,181.2,227.5,106.4,353.0,,509.7,102.5,,140.0,-997.4,150.0,322.2,,-91.7,201.4,125.0,586.3,131.0,147.5,,119.5,244.0,True,True,False,False,False,True,True,True,False,True,False,,False,True,,True,False,True,False,True,True,True,True,False,True,True,False,True,False,,False,True,,True,False,True,False,,True,True,True,False,True,True,,True,False
Mississippi,6461,6489.1,6252.7,6556.4,6527.4,6647.0,6565.0,6513.0,6295.0,6580.0,6531.8,6303.0,7355.9,,6429.9,6502.3,,6497.2,6664.0,6603.2,6587.0,6282.2,6375.3,6355.0,6478.7,6688.0,6708.8,6510.7,6699.8,6425.4,6560.5,,6848.4,6583.6,,6594.0,6369.5,6343.0,6391.2,,6448.6,6526.3,6510.0,6606.4,6513.0,6523.0,,6173.9,6646.0,28.1,-208.3,95.4,66.4,186.0,104.0,52.0,-166.0,119.0,70.8,-158.0,894.9,,-31.1,41.3,,36.2,203.0,142.2,126.0,-178.8,-85.7,-106.0,17.7,227.0,247.8,49.7,238.8,-35.6,99.5,,387.4,122.6,,133.0,-91.5,-118.0,-69.8,,-12.4,65.3,49.0,145.4,52.0,62.0,,-287.1,185.0,False,False,False,False,False,False,False,False,False,False,False,,False,False,,False,False,False,False,False,False,False,True,False,False,False,False,False,False,,False,False,,False,False,False,False,,True,False,False,False,False,False,,False,False
Missouri,7780,7675.3,7708.4,7554.6,7672.0,7673.0,7695.0,7524.0,7318.0,7613.0,7516.8,7455.0,7931.2,,7542.4,7570.8,,6670.5,7923.0,6944.5,7628.0,7188.4,7521.7,7317.0,7586.2,7659.0,7263.7,7694.6,7695.0,7431.8,7524.0,,7720.1,7583.0,,7542.0,7215.5,7236.0,7114.9,,7409.3,7745.3,7417.0,7855.2,7275.0,7391.0,,6903.6,7378.0,-37.7,-4.6,-158.4,-41.0,-40.0,-18.0,-189.0,-395.0,-100.0,-196.2,-258.0,218.2,,-170.6,-142.2,,-1042.5,210.0,-768.5,-85.0,-524.6,-191.3,-396.0,-126.8,-54.0,-449.3,-18.4,-18.0,-281.2,-189.0,,7.1,-130.0,,-171.0,-497.5,-477.0,-598.1,,-303.7,32.3,-296.0,142.2,-438.0,-322.0,,-809.4,-335.0,True,False,False,False,True,False,False,False,False,False,False,,False,False,,False,False,False,False,False,False,False,False,False,False,True,True,False,False,,True,False,,False,False,False,False,,False,True,False,False,False,False,,False,False
Montana,1327,1319.6,1237.8,1226.3,1290.1,1227.0,1300.0,1261.0,1231.0,1257.0,1266.3,1206.0,1339.4,,1277.7,1226.1,,1212.0,1229.0,1199.5,1280.0,1301.3,1232.1,1199.0,1270.2,1323.0,1243.5,1255.3,1275.1,1299.0,1246.0,,,1230.3,,1271.0,1059.1,1258.0,1373.2,,1222.6,1286.5,1243.0,1331.2,1218.0,1253.0,,1246.3,1346.0,-7.4,-89.2,-100.7,-36.9,-100.0,-27.0,-66.0,-96.0,-70.0,-60.7,-121.0,12.4,,-49.3,-100.9,,-115.0,-98.0,-127.5,-47.0,-25.7,-94.9,-128.0,-56.8,-4.0,-83.5,-71.7,-51.9,-28.0,-81.0,,,-96.7,,-56.0,-267.9,-69.0,46.2,,-104.4,-40.5,-84.0,4.2,-109.0,-74.0,,-80.7,19.0,False,False,False,False,False,False,False,False,False,False,False,,False,False,,False,False,False,False,False,False,False,False,True,False,False,False,False,False,,,False,,False,False,False,False,,False,False,False,True,False,False,,False,False
Nebraska,2002,1999.0,1992.0,1998.6,1997.8,2040.0,2005.0,2045.0,2073.0,2070.0,1992.7,1956.0,2114.2,,2055.3,2080.7,,2080.6,2126.5,2067.4,2094.0,2147.7,2023.6,1947.0,2009.9,2173.0,,2001.4,2084.2,2045.5,2037.0,,,2030.2,,2074.0,1758.1,2031.0,1975.8,,2047.5,2026.4,2017.0,2156.6,2031.0,1995.0,,2022.5,2102.0,-3.0,-10.0,-3.4,-4.2,38.0,3.0,43.0,71.0,68.0,-9.3,-46.0,112.2,,53.3,78.7,,78.6,124.5,65.4,92.0,145.7,21.6,-55.0,7.9,171.0,,-0.6,82.2,43.5,35.0,,,28.2,,72.0,-243.9,29.0,-26.2,,45.5,24.4,15.0,154.6,29.0,-7.0,,20.5,100.0,False,False,False,False,False,False,False,False,False,False,False,,False,False,,False,False,False,False,False,False,False,False,False,,True,False,False,False,,,False,,False,False,False,False,,False,False,False,False,False,False,,False,False
Nevada,4694,4731.7,4809.8,4702.2,4746.9,4677.0,4760.7,4717.0,4608.0,4625.0,4579.5,4673.0,5914.2,,4715.0,4709.4,,4928.0,4911.0,4560.4,4726.0,4450.8,4577.7,4701.0,4716.3,4959.0,4734.2,4793.0,4803.0,4599.9,4943.0,,5035.3,4681.1,,4615.0,4454.0,4795.0,4606.9,,4698.8,4804.5,4570.0,4964.0,4647.0,4804.5,,4389.2,4737.0,37.7,115.8,8.2,52.9,-17.0,66.7,23.0,-86.0,-69.0,-114.5,-21.0,1220.2,,21.0,15.4,,234.0,217.0,-133.6,32.0,-243.2,-116.3,7.0,22.3,265.0,40.2,99.0,109.0,-94.1,249.0,,341.3,-12.9,,-79.0,-240.0,101.0,-87.1,,4.8,110.5,-124.0,270.0,-47.0,110.5,,-304.8,43.0,False,True,False,True,False,True,False,False,False,True,False,,True,True,,False,False,False,True,False,False,True,True,False,False,False,False,False,False,,False,True,,False,False,False,False,,True,False,False,False,False,False,,False,False
New Hampshire,1130,1141.3,1123.7,1163.1,1144.9,1170.0,1143.0,1174.0,1180.0,1183.0,1238.3,1174.0,1182.9,,1176.4,1140.1,,1170.5,1194.0,1174.2,1194.0,1268.2,1182.2,1093.0,1144.7,1235.0,,1166.3,1216.3,1135.0,1369.0,,,1134.9,,1182.0,1247.1,1153.0,1091.3,,1188.2,1195.0,1168.0,1184.8,1161.0,1162.0,,1049.9,1212.0,11.3,-6.3,33.1,14.9,40.0,13.0,44.0,50.0,53.0,108.3,44.0,52.9,,46.4,10.1,,40.5,64.0,44.2,64.0,138.2,52.2,-37.0,14.7,105.0,,36.3,86.3,5.0,239.0,,,4.9,,52.0,117.1,23.0,-38.7,,58.2,65.0,38.0,54.8,31.0,32.0,,-80.1,82.0,True,False,False,False,False,False,False,False,False,False,False,,False,True,,False,False,False,False,False,False,False,False,False,,False,False,True,False,,,True,,False,False,False,False,,False,False,False,False,False,False,,False,False
New Jersey,22440,22413.9,23015.7,22437.0,22502.3,22701.0,22494.4,22539.0,22996.0,23050.0,22653.3,22811.0,22720.2,,22930.4,22486.5,,22573.7,22782.0,22855.5,22600.0,22314.4,22616.5,22504.0,22464.7,22725.0,22423.0,22679.9,22642.2,22397.1,21890.0,,22402.9,22438.2,,22504.0,20827.2,22100.0,22446.0,,22363.2,22683.5,22322.0,22178.1,22572.0,22342.0,,21389.4,22757.0,-26.1,575.7,-3.0,62.3,261.0,54.4,99.0,556.0,610.0,213.3,371.0,280.2,,490.4,46.5,,133.7,342.0,415.5,160.0,-125.6,176.5,64.0,24.7,285.0,-17.0,239.9,202.2,-42.9,-550.0,,-37.1,-1.8,,64.0,-1612.8,-340.0,6.0,,-76.8,243.5,-118.0,-261.9,132.0,-98.0,,-1050.6,317.0,False,True,False,False,False,False,False,False,False,False,False,,False,False,,False,False,False,False,False,False,False,True,False,True,False,False,False,False,,False,True,,False,False,False,True,,False,False,False,False,False,False,,False,False
New Mexico,3516,3753.6,3586.7,3554.8,3756.2,3596.0,3729.9,3601.0,3488.0,3619.0,3479.4,3562.0,3782.4,,3667.5,3528.5,,3615.9,3613.0,3450.7,3630.0,3449.0,3512.5,3625.0,3640.9,3623.0,3478.2,3606.9,3651.8,3583.7,3548.0,,,3609.7,,3597.0,3202.4,3605.0,3592.2,,3332.6,3635.6,3622.0,3811.1,3664.0,3680.0,,3458.7,3613.0,237.6,70.7,38.8,240.2,80.0,213.9,85.0,-28.0,103.0,-36.6,46.0,266.4,,151.5,12.5,,99.9,97.0,-65.3,114.0,-67.0,-3.5,109.0,124.9,107.0,-37.8,90.9,135.8,67.7,32.0,,,93.7,,81.0,-313.6,89.0,76.2,,-183.4,119.6,106.0,295.1,148.0,164.0,,-57.3,97.0,True,True,False,True,True,True,True,True,True,True,False,,True,True,,True,True,True,True,True,True,True,True,True,True,True,True,True,True,,,True,,True,False,True,True,,True,True,True,False,True,True,,True,True
New York,45751,46130.7,46905.0,45870.2,46139.3,46517.0,46118.0,46300.0,47067.0,47100.0,46485.3,47855.0,46965.0,,45610.9,46592.1,,46473.5,45856.0,47007.0,46674.0,46367.2,46819.6,45883.0,46335.0,46741.0,43849.7,45882.2,46781.3,46044.6,46038.0,,45233.4,46281.3,,46310.0,44157.9,45065.0,46209.8,,46867.2,45899.6,45645.0,46579.0,46709.0,47424.5,,43004.6,45639.0,379.7,1154.0,119.2,388.3,766.0,367.0,549.0,1316.0,1349.0,734.3,2104.0,1214.0,,-140.1,841.1,,722.5,105.0,1256.0,923.0,616.2,1068.6,132.0,584.0,990.0,-1901.3,131.2,1030.3,293.6,287.0,,-517.6,530.3,,559.0,-1593.1,-686.0,458.8,,1116.2,148.6,-106.0,828.0,958.0,1673.5,,-2746.4,-112.0,False,True,False,False,True,False,False,False,False,False,False,,True,False,,False,True,False,False,False,False,True,False,False,False,True,False,True,True,,False,False,,False,False,False,False,,False,True,True,False,False,False,,False,True
