,actual_cases,COVIDhub-baseline,CU-select,Columbia_UNC-SurvCon,Covid19Sim-Simulator,CovidAnalytics-DELPHI,IBF-TimeSeries,IowaStateLW-STEM,JCB-PRM,JHUAPL-Bucky,JHU_IDD-CovidSP,LANL-GrowthRate,UCF-AEM,UCLA-SuEIR,UMass-MechBayes,USC-SI_kJalpha,error-COVIDhub-baseline,error-CU-select,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-CovidAnalytics-DELPHI,error-IBF-TimeSeries,error-IowaStateLW-STEM,error-JCB-PRM,error-JHUAPL-Bucky,error-JHU_IDD-CovidSP,error-LANL-GrowthRate,error-UCF-AEM,error-UCLA-SuEIR,error-UMass-MechBayes,error-USC-SI_kJalpha,beat_baseline-CU-select,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-IBF-TimeSeries,beat_baseline-IowaStateLW-STEM,beat_baseline-JCB-PRM,beat_baseline-JHUAPL-Bucky,beat_baseline-JHU_IDD-CovidSP,beat_baseline-LANL-GrowthRate,beat_baseline-UCF-AEM,beat_baseline-UCLA-SuEIR,beat_baseline-UMass-MechBayes,beat_baseline-USC-SI_kJalpha
01023,58,120.0,76.0,,,,,453.0,,104.6,91.7,97.0,,,,,62.0,18.0,,,,,395.0,,46.6,33.7,39.0,,,,,True,,,,,False,,True,True,True,,,,
01025,1008,846.0,709.0,,,,,753.0,,10934.1,654.6,1090.0,,367.4,,,-162.0,-299.0,,,,,-255.0,,9926.1,-353.4,82.0,,-640.6,,,False,,,,,False,,False,False,True,,False,,
01027,273,324.0,285.0,,,,,413.0,,58.9,154.2,281.0,,,,,51.0,12.0,,,,,140.0,,-214.1,-118.8,8.0,,,,,True,,,,,False,,False,False,True,,,,
01029,324,390.0,39.0,,,,,502.0,,299.2,179.3,321.0,,,,,66.0,-285.0,,,,,178.0,,-24.8,-144.7,-3.0,,,,,False,,,,,False,,True,False,True,,,,
01031,1702,1614.0,1399.0,,,,,1220.0,,1623.2,893.1,1815.0,,1207.4,,,-88.0,-303.0,,,,,-482.0,,-78.8,-808.9,113.0,,-494.6,,,False,,,,,False,,True,False,False,,False,,
01033,1620,1704.0,1033.0,,,,,2089.0,,1037.1,940.6,1599.5,,1514.2,,,84.0,-587.0,,,,,469.0,,-582.9,-679.4,-20.5,,-105.8,,,False,,,,,False,,False,False,True,,False,,
01035,198,174.0,304.0,,,,,309.0,,26.0,150.0,231.0,,,,,-24.0,106.0,,,,,111.0,,-172.0,-48.0,33.0,,,,,False,,,,,False,,False,False,False,,,,
01037,220,144.0,152.0,,,,,248.0,,41.3,168.1,51.0,,,,,-76.0,-68.0,,,,,28.0,,-178.7,-51.9,-169.0,,,,,True,,,,,True,,False,True,False,,,,
01039,836,1092.0,321.0,,,,,972.0,,657.2,666.2,1090.0,,565.9,,,256.0,-515.0,,,,,136.0,,-178.8,-169.8,254.0,,-270.1,,,False,,,,,True,,True,True,True,,False,,
01041,464,348.0,196.0,,,,,320.0,,512.2,187.8,470.0,,,,,-116.0,-268.0,,,,,-144.0,,48.2,-276.2,6.0,,,,,False,,,,,False,,True,False,True,,,,
01043,2263,3648.0,2558.0,,,,,3513.0,,1571.5,2165.1,3315.5,,2660.0,,,1385.0,295.0,,,,,1250.0,,-691.5,-97.9,1052.5,,397.0,,,True,,,,,True,,True,True,True,,True,,
01045,1271,1452.0,1297.0,,,,,1255.0,,2391.4,920.5,1906.0,,741.9,,,181.0,26.0,,,,,-16.0,,1120.4,-350.5,635.0,,-529.1,,,True,,,,,True,,False,False,False,,False,,
01047,608,642.0,342.0,,,,,950.0,,249.0,535.4,481.0,,592.2,,,34.0,-266.0,,,,,342.0,,-359.0,-72.6,-127.0,,-15.8,,,False,,,,,False,,False,False,False,,True,,
01049,1729,3450.0,2683.0,,,,,3307.0,,2173.2,2040.6,3390.5,,2874.2,,,1721.0,954.0,,,,,1578.0,,444.2,311.6,1661.5,,1145.2,,,True,,,,,True,,True,True,True,,True,,
01051,3062,3378.0,2605.0,,,,,1880.0,,2490.7,1954.6,4420.5,,2817.3,,,316.0,-457.0,,,,,-1182.0,,-571.3,-1107.4,1358.5,,-244.7,,,False,,,,,False,,False,False,False,,True,,
01053,1113,726.0,91.0,,,,,1065.0,,371.9,644.1,1020.0,,558.2,,,-387.0,-1022.0,,,,,-48.0,,-741.1,-468.9,-93.0,,-554.8,,,False,,,,,True,,False,False,True,,False,,
01055,3601,5424.0,3930.0,,,,,3965.0,,1530.3,3022.7,4895.0,,3127.0,,,1823.0,329.0,,,,,364.0,,-2070.7,-578.3,1294.0,,-474.0,,,True,,,,,True,,False,True,True,,True,,
01057,554,804.0,386.0,,,,,573.0,,243.4,412.5,786.0,,,,,250.0,-168.0,,,,,19.0,,-310.6,-141.5,232.0,,,,,True,,,,,True,,False,True,True,,,,
01059,821,978.0,267.0,,,,,1456.0,,418.2,540.7,901.0,,433.3,,,157.0,-554.0,,,,,635.0,,-402.8,-280.3,80.0,,-387.7,,,False,,,,,False,,False,False,True,,False,,
01061,749,510.0,380.0,,,,,730.0,,281.7,362.9,489.0,,,,,-239.0,-369.0,,,,,-19.0,,-467.3,-386.1,-260.0,,,,,False,,,,,True,,False,False,False,,,,
01063,212,234.0,6.0,,,,,206.0,,347.4,164.3,236.5,,,,,22.0,-206.0,,,,,-6.0,,135.4,-47.7,24.5,,,,,False,,,,,True,,False,False,False,,,,
01065,675,828.0,198.0,,,,,436.0,,1146.6,328.2,1013.5,,,,,153.0,-477.0,,,,,-239.0,,471.6,-346.8,338.5,,,,,False,,,,,False,,False,False,False,,,,
01067,575,582.0,28.0,,,,,412.0,,522.1,274.6,929.0,,,,,7.0,-547.0,,,,,-163.0,,-52.9,-300.4,354.0,,,,,False,,,,,False,,False,False,False,,,,
01069,2842,3018.0,2785.0,,,,,2342.0,,1525.0,1622.5,3127.0,,1712.1,,,176.0,-57.0,,,,,-500.0,,-1317.0,-1219.5,285.0,,-1129.9,,,True,,,,,False,,False,False,False,,False,,
01071,1559,2010.0,954.0,,,,,2354.0,,486.5,1273.2,1531.0,,2742.0,,,451.0,-605.0,,,,,795.0,,-1072.5,-285.8,-28.0,,1183.0,,,False,,,,,False,,False,True,True,,False,,
01073,21231,29160.0,25216.0,,,,,21223.0,,22480.6,14688.4,32507.0,,28360.5,36310.0,,7929.0,3985.0,,,,,-8.0,,1249.6,-6542.6,11276.0,,7129.5,15079.0,,True,,,,,True,,True,True,False,,True,False,
01075,296,600.0,342.0,,,,,428.0,,787.5,293.8,559.0,,,,,304.0,46.0,,,,,132.0,,491.5,-2.2,263.0,,,,,True,,,,,True,,False,True,True,,,,
01077,2612,3156.0,2436.0,,,,,3620.0,,1235.7,1823.5,2705.5,,1783.7,,,544.0,-176.0,,,,,1008.0,,-1376.3,-788.5,93.5,,-828.3,,,True,,,,,False,,False,False,True,,False,,
01079,889,1020.0,817.0,,,,,1512.0,,917.4,545.3,1039.0,,,,,131.0,-72.0,,,,,623.0,,28.4,-343.7,150.0,,,,,True,,,,,False,,True,False,False,,,,
01081,4396,3648.0,4061.0,,,,,3274.0,,5845.3,2879.0,4554.5,,1521.4,3544.0,,-748.0,-335.0,,,,,-1122.0,,1449.3,-1517.0,158.5,,-2874.6,-852.0,,True,,,,,False,,False,False,True,,False,False,
01083,2695,4074.0,3386.0,,,,,3421.0,,3279.5,2399.6,4683.0,,2670.9,,,1379.0,691.0,,,,,726.0,,584.5,-295.4,1988.0,,-24.1,,,True,,,,,True,,True,True,False,,True,,
01085,312,228.0,0.0,,,,,165.0,,79.6,146.8,215.0,,,,,-84.0,-312.0,,,,,-147.0,,-232.4,-165.2,-97.0,,,,,False,,,,,False,,False,False,False,,,,
01087,376,354.0,366.0,,,,,332.0,,271.2,250.4,310.0,,,,,-22.0,-10.0,,,,,-44.0,,-104.8,-125.6,-66.0,,,,,True,,,,,False,,False,False,False,,,,
01089,10271,13812.0,16269.0,,,,,11107.0,,9361.7,8993.3,16759.0,,9305.4,16464.0,,3541.0,5998.0,,,,,836.0,,-909.3,-1277.7,6488.0,,-965.6,6193.0,,False,,,,,True,,True,True,False,,True,False,
01091,574,822.0,9.0,,,,,632.0,,4349.3,426.9,795.5,,,,,248.0,-565.0,,,,,58.0,,3775.3,-147.1,221.5,,,,,False,,,,,True,,False,True,True,,,,
01093,756,1032.0,861.0,,,,,1057.0,,554.9,467.5,1138.0,,,,,276.0,105.0,,,,,301.0,,-201.1,-288.5,382.0,,,,,True,,,,,False,,True,False,False,,,,
01095,2390,3528.0,2306.0,,,,,3975.0,,903.2,2202.3,3694.5,,1413.0,,,1138.0,-84.0,,,,,1585.0,,-1486.8,-187.7,1304.5,,-977.0,,,True,,,,,False,,False,True,False,,True,,
01097,9523,7140.0,6762.0,,,,,9726.0,,5146.6,5645.8,9168.5,,4253.8,20271.0,,-2383.0,-2761.0,,,,,203.0,,-4376.4,-3877.2,-354.5,,-5269.2,10748.0,,False,,,,,True,,False,False,True,,False,False,
01099,535,618.0,769.0,,,,,592.0,,394.9,385.6,1008.0,,,,,83.0,234.0,,,,,57.0,,-140.1,-149.4,473.0,,,,,False,,,,,True,,False,False,False,,,,
01101,6002,6144.0,8510.0,,,,,4544.0,,10125.3,3572.1,7385.5,,4283.3,8237.0,,142.0,2508.0,,,,,-1458.0,,4123.3,-2429.9,1383.5,,-1718.7,2235.0,,False,,,,,False,,False,False,False,,False,False,
01103,3660,5298.0,3948.0,,,,,4753.0,,2209.6,3364.9,4822.0,,5080.5,,,1638.0,288.0,,,,,1093.0,,-1450.4,-295.1,1162.0,,1420.5,,,True,,,,,True,,True,True,True,,True,,
01105,235,288.0,0.0,,,,,220.0,,496.2,150.8,335.0,,,,,53.0,-235.0,,,,,-15.0,,261.2,-84.2,100.0,,,,,False,,,,,True,,False,False,False,,,,
01107,508,930.0,391.0,,,,,630.0,,999.3,331.2,890.0,,,,,422.0,-117.0,,,,,122.0,,491.3,-176.8,382.0,,,,,True,,,,,True,,False,True,True,,,,
01109,918,492.0,378.0,,,,,780.0,,335.9,309.6,525.5,,,,,-426.0,-540.0,,,,,-138.0,,-582.1,-608.4,-392.5,,,,,False,,,,,True,,False,False,True,,,,
01111,346,270.0,198.0,,,,,658.0,,54.9,186.8,260.0,,,,,-76.0,-148.0,,,,,312.0,,-291.1,-159.2,-86.0,,,,,False,,,,,False,,False,False,False,,,,
01113,1120,732.0,1017.0,,,,,1298.0,,255.0,611.0,844.5,,470.5,,,-388.0,-103.0,,,,,178.0,,-865.0,-509.0,-275.5,,-649.5,,,True,,,,,True,,False,False,True,,False,,
01115,2369,3072.0,2866.0,,,,,2555.0,,1434.5,1489.2,3202.5,,2363.2,,,703.0,497.0,,,,,186.0,,-934.5,-879.8,833.5,,-5.8,,,True,,,,,True,,False,False,False,,True,,
01117,6250,7272.0,6289.0,,,,,5890.0,,3908.7,3974.8,6272.5,,7888.8,7150.0,,1022.0,39.0,,,,,-360.0,,-2341.3,-2275.2,22.5,,1638.8,900.0,,True,,,,,True,,False,False,True,,False,True,
01119,194,474.0,468.0,,,,,316.0,,1125.8,295.7,306.0,,,,,280.0,274.0,,,,,122.0,,931.8,101.7,112.0,,,,,True,,,,,True,,False,True,True,,,,
01121,2136,1968.0,381.0,,,,,2554.0,,1153.5,1381.6,1475.0,,1717.1,,,-168.0,-1755.0,,,,,418.0,,-982.5,-754.4,-661.0,,-418.9,,,False,,,,,False,,False,False,False,,False,,
01123,1127,702.0,86.0,,,,,1029.0,,188.6,576.9,563.0,,430.5,,,-425.0,-1041.0,,,,,-98.0,,-938.4,-550.1,-564.0,,-696.5,,,False,,,,,True,,False,False,False,,False,,
01125,5676,7152.0,7493.0,,,,,6327.0,,8511.7,4094.5,8164.0,,5378.2,3676.0,,1476.0,1817.0,,,,,651.0,,2835.7,-1581.5,2488.0,,-297.8,-2000.0,,False,,,,,True,,False,False,False,,True,False,
01127,1432,1818.0,1090.0,,,,,2418.0,,1138.8,1213.5,2028.0,,2246.3,,,386.0,-342.0,,,,,986.0,,-293.2,-218.5,596.0,,814.3,,,True,,,,,False,,True,True,False,,False,,
01129,378,396.0,10.0,,,,,632.0,,851.0,209.2,624.0,,,,,18.0,-368.0,,,,,254.0,,473.0,-168.8,246.0,,,,,False,,,,,False,,False,False,False,,,,
01131,315,198.0,43.0,,,,,203.0,,4774.0,228.8,233.0,,,,,-117.0,-272.0,,,,,-112.0,,4459.0,-86.2,-82.0,,,,,False,,,,,True,,False,True,True,,,,
01133,653,564.0,287.0,,,,,979.0,,175.0,464.9,635.0,,,,,-89.0,-366.0,,,,,326.0,,-478.0,-188.1,-18.0,,,,,False,,,,,False,,False,False,True,,,,
02013,47,0.0,0.0,,,,,,,0.1,4.8,23.0,,,,,-47.0,-47.0,,,,,,,-46.9,-42.2,-24.0,,,,,False,,,,,,,True,True,True,,,,
02016,153,66.0,,,,,,,,30.8,407.1,133.0,,,,,-87.0,,,,,,,,-122.2,254.1,-20.0,,,,,,,,,,,,False,False,True,,,,
02020,3914,8856.0,7174.0,,,,,,,3698.7,4757.6,6003.0,,10153.1,2865.0,,4942.0,3260.0,,,,,,,-215.3,843.6,2089.0,,6239.1,-1049.0,,True,,,,,,,True,True,True,,False,True,
02050,1273,804.0,0.0,,,,,,,233.4,325.4,431.0,,,,,-469.0,-1273.0,,,,,,,-1039.6,-947.6,-842.0,,,,,False,,,,,,,False,False,False,,,,
02060,0,0.0,0.0,,,,,,,0.0,0.0,,,,,,0.0,0.0,,,,,,,0.0,0.0,,,,,,True,,,,,,,True,True,,,,,
02068,8,36.0,0.0,,,,,,,46.0,26.1,2.0,,,,,28.0,-8.0,,,,,,,38.0,18.1,-6.0,,,,,True,,,,,,,False,True,True,,,,
02070,60,18.0,0.0,,,,,,,19.7,14.3,35.0,,,,,-42.0,-60.0,,,,,,,-40.3,-45.7,-25.0,,,,,False,,,,,,,True,False,True,,,,
02090,1270,2130.0,2350.0,,,,,,,5067.7,1608.4,1758.0,,923.6,,,860.0,1080.0,,,,,,,3797.7,338.4,488.0,,-346.4,,,False,,,,,,,False,True,True,,True,,
02100,4,18.0,0.0,,,,,,,58.6,34.5,6.0,,,,,14.0,-4.0,,,,,,,54.6,30.5,2.0,,,,,True,,,,,,,False,False,True,,,,
02105,0,0.0,0.0,,,,,,,0.0,0.0,,,,,,0.0,0.0,,,,,,,0.0,0.0,,,,,,True,,,,,,,True,True,,,,,
02110,175,198.0,142.0,,,,,,,88.7,210.2,123.0,,,,,23.0,-33.0,,,,,,,-86.3,35.2,-52.0,,,,,False,,,,,,,False,False,False,,,,
02122,458,1488.0,1230.0,,,,,,,258.3,811.8,867.0,,484.2,,,1030.0,772.0,,,,,,,-199.7,353.8,409.0,,26.2,,,True,,,,,,,True,True,True,,True,,
02130,53,48.0,0.0,,,,,,,5.3,52.5,34.0,,,,,-5.0,-53.0,,,,,,,-47.7,-0.5,-19.0,,,,,False,,,,,,,False,True,False,,,,
02150,233,834.0,,,,,,,,700.7,446.4,439.0,,,,,601.0,,,,,,,,467.7,213.4,206.0,,,,,,,,,,,,True,True,True,,,,
02158,447,408.0,0.0,,,,,,,2486.1,317.8,301.0,,,,,-39.0,-447.0,,,,,,,2039.1,-129.2,-146.0,,,,,False,,,,,,,False,False,False,,,,
02164,18,24.0,0.0,,,,,,,4.8,20.1,28.0,,,,,6.0,-18.0,,,,,,,-13.2,2.1,10.0,,,,,False,,,,,,,False,True,False,,,,
02170,1657,2856.0,3284.0,,,,,,,195.9,1759.9,1119.0,,1807.4,,,1199.0,1627.0,,,,,,,-1461.1,102.9,-538.0,,150.4,,,False,,,,,,,False,True,True,,True,,
02180,45,78.0,0.0,,,,,,,9.8,55.2,12.0,,,,,33.0,-45.0,,,,,,,-35.2,10.2,-33.0,,,,,False,,,,,,,False,True,False,,,,
02185,239,636.0,0.0,,,,,,,488.4,402.6,764.0,,,,,397.0,-239.0,,,,,,,249.4,163.6,525.0,,,,,True,,,,,,,True,True,False,,,,
02188,183,24.0,0.0,,,,,,,5.2,34.0,3.0,,,,,-159.0,-183.0,,,,,,,-177.8,-149.0,-180.0,,,,,False,,,,,,,False,True,False,,,,
02195,19,0.0,0.0,,,,,,,0.4,7.7,6.0,,,,,-19.0,-19.0,,,,,,,-18.6,-11.3,-13.0,,,,,False,,,,,,,True,True,True,,,,
02198,10,18.0,0.0,,,,,,,2.1,54.3,8.0,,,,,8.0,-10.0,,,,,,,-7.9,44.3,-2.0,,,,,False,,,,,,,True,False,True,,,,
02220,48,144.0,0.0,,,,,,,15.7,72.1,68.0,,,,,96.0,-48.0,,,,,,,-32.3,24.1,20.0,,,,,True,,,,,,,True,True,True,,,,
02230,2,24.0,0.0,,,,,,,584.8,26.4,6.0,,,,,22.0,-2.0,,,,,,,582.8,24.4,4.0,,,,,True,,,,,,,False,False,True,,,,
02240,56,144.0,0.0,,,,,,,28.5,46.7,53.0,,,,,88.0,-56.0,,,,,,,-27.5,-9.3,-3.0,,,,,True,,,,,,,True,True,True,,,,
02261,132,78.0,,,,,,,,22.9,70.2,22.0,,,,,-54.0,,,,,,,,-109.1,-61.8,-110.0,,,,,,,,,,,,False,False,False,,,,
02275,3,6.0,0.0,,,,,,,0.0,39.3,7.0,,,,,3.0,-3.0,,,,,,,-3.0,36.3,4.0,,,,,False,,,,,,,True,False,False,,,,
02282,15,0.0,0.0,,,,,,,7.8,3.6,12.0,,,,,-15.0,-15.0,,,,,,,-7.2,-11.4,-3.0,,,,,False,,,,,,,True,True,True,,,,
02290,64,102.0,,,,,,,,20.9,64.2,30.0,,,,,38.0,,,,,,,,-43.1,0.2,-34.0,,,,,,,,,,,,False,True,True,,,,
04001,2714,2286.0,2518.0,,,,,3223.0,,3008.3,2127.8,1844.0,,559.3,,,-428.0,-196.0,,,,,509.0,,294.3,-586.2,-870.0,,-2154.7,,,True,,,,,False,,True,False,False,,False,,
04003,4425,5598.0,4228.0,,,,,2486.0,,3233.5,5396.1,5386.0,,3961.7,,,1173.0,-197.0,,,,,-1939.0,,-1191.5,971.1,961.0,,-463.3,,,True,,,,,False,,False,True,True,,True,,
04005,5287,5328.0,3734.0,,,,,3503.0,,4358.3,3587.5,5451.0,,1735.0,5182.0,,41.0,-1553.0,,,,,-1784.0,,-928.7,-1699.5,164.0,,-3552.0,-105.0,,False,,,,,False,,False,False,False,,False,False,
04007,2021,2214.0,1507.0,,,,,1573.0,,1718.4,1430.2,1977.0,,1378.6,,,193.0,-514.0,,,,,-448.0,,-302.6,-590.8,-44.0,,-642.4,,,False,,,,,False,,False,False,True,,False,,
04009,2319,1350.0,862.0,,,,,1084.0,,1318.9,735.2,949.5,,639.7,,,-969.0,-1457.0,,,,,-1235.0,,-1000.1,-1583.8,-1369.5,,-1679.3,,,False,,,,,False,,False,False,False,,False,,
04011,168,204.0,0.0,,,,,222.0,,47.1,128.7,123.0,,,,,36.0,-168.0,,,,,54.0,,-120.9,-39.3,-45.0,,,,,False,,,,,False,,False,False,False,,,,
04012,1070,522.0,676.0,,,,,1170.0,,612.7,610.4,393.0,,,,,-548.0,-394.0,,,,,100.0,,-457.3,-459.6,-677.0,,,,,True,,,,,True,,True,True,False,,,,
04013,192223,160512.0,154426.0,,,,,145856.0,,211465.3,181419.7,136358.5,,111297.6,150232.0,,-31711.0,-37797.0,,,,,-46367.0,,19242.3,-10803.3,-55864.5,,-80925.4,-41991.0,,False,,,,,False,,True,True,False,,False,False,
04015,9440,8604.0,8384.0,,,,,5878.0,,9123.4,7833.8,9180.0,,6345.0,12309.0,,-836.0,-1056.0,,,,,-3562.0,,-316.6,-1606.2,-260.0,,-3095.0,2869.0,,False,,,,,False,,True,False,True,,False,False,
04017,4169,3756.0,753.0,,,,,4949.0,,4663.1,3761.1,3535.0,,3391.1,,,-413.0,-3416.0,,,,,780.0,,494.1,-407.9,-634.0,,-777.9,,,False,,,,,False,,False,True,False,,False,,
04019,42764,43164.0,45844.0,,,,,35482.0,,63739.2,38457.8,44384.0,,26003.2,58816.0,,400.0,3080.0,,,,,-7282.0,,20975.2,-4306.2,1620.0,,-16760.8,16052.0,,False,,,,,False,,False,False,False,,False,False,
04021,18801,14352.0,9941.0,,,,,17950.0,,26202.6,12427.7,10791.5,,8918.5,13572.0,,-4449.0,-8860.0,,,,,-851.0,,7401.6,-6373.3,-8009.5,,-9882.5,-5229.0,,False,,,,,True,,False,False,False,,False,False,
04023,2091,2844.0,1.0,,,,,1798.0,,1305.4,1861.1,1985.0,,1242.0,,,753.0,-2090.0,,,,,-293.0,,-785.6,-229.9,-106.0,,-849.0,,,False,,,,,True,,False,True,True,,False,,
04025,7015,8364.0,7255.0,,,,,6500.0,,5682.8,7680.4,8332.0,,3704.4,11992.0,,1349.0,240.0,,,,,-515.0,,-1332.2,665.4,1317.0,,-3310.6,4977.0,,True,,,,,True,,True,True,True,,False,False,
04027,10649,14760.0,5134.0,,,,,13089.0,,27665.5,9217.1,15327.0,,5137.4,17779.0,,4111.0,-5515.0,,,,,2440.0,,17016.5,-1431.9,4678.0,,-5511.6,7130.0,,False,,,,,True,,False,True,False,,False,False,
05001,591,516.0,270.0,,,,,636.0,,262.7,303.8,445.0,,,,,-75.0,-321.0,,,,,45.0,,-328.3,-287.2,-146.0,,,,,False,,,,,True,,False,False,False,,,,
05003,487,588.0,1240.0,,,,,655.0,,402.8,351.3,531.0,,,,,101.0,753.0,,,,,168.0,,-84.2,-135.7,44.0,,,,,False,,,,,False,,True,False,True,,,,
05005,813,972.0,618.0,,,,,984.0,,406.8,582.3,1055.0,,,,,159.0,-195.0,,,,,171.0,,-406.2,-230.7,242.0,,,,,False,,,,,False,,False,False,False,,,,
05007,9500,7896.0,6943.0,,,,,7343.0,,3812.3,5449.8,8222.0,,8048.7,5876.0,,-1604.0,-2557.0,,,,,-2157.0,,-5687.7,-4050.2,-1278.0,,-1451.3,-3624.0,,False,,,,,False,,False,False,True,,True,False,
05009,1017,948.0,722.0,,,,,931.0,,263.5,680.0,801.0,,,,,-69.0,-295.0,,,,,-86.0,,-753.5,-337.0,-216.0,,,,,False,,,,,False,,False,False,False,,,,
05011,448,762.0,330.0,,,,,327.0,,567.6,388.6,797.0,,,,,314.0,-118.0,,,,,-121.0,,119.6,-59.4,349.0,,,,,True,,,,,True,,True,True,False,,,,
05013,150,114.0,41.0,,,,,134.0,,30.5,82.0,90.0,,,,,-36.0,-109.0,,,,,-16.0,,-119.5,-68.0,-60.0,,,,,False,,,,,True,,False,False,False,,,,
05015,670,972.0,655.0,,,,,527.0,,322.1,568.8,898.5,,,,,302.0,-15.0,,,,,-143.0,,-347.9,-101.2,228.5,,,,,True,,,,,True,,False,True,True,,,,
05017,207,276.0,92.0,,,,,335.0,,57.0,218.0,342.0,,,,,69.0,-115.0,,,,,128.0,,-150.0,11.0,135.0,,,,,False,,,,,False,,False,True,False,,,,
05019,638,810.0,274.0,,,,,592.0,,892.0,467.7,980.0,,,,,172.0,-364.0,,,,,-46.0,,254.0,-170.3,342.0,,,,,False,,,,,True,,False,True,False,,,,
05021,366,480.0,202.0,,,,,571.0,,98.7,275.3,349.5,,,,,114.0,-164.0,,,,,205.0,,-267.3,-90.7,-16.5,,,,,False,,,,,False,,False,True,True,,,,
05023,736,780.0,700.0,,,,,859.0,,533.7,318.6,853.0,,,,,44.0,-36.0,,,,,123.0,,-202.3,-417.4,117.0,,,,,True,,,,,False,,False,False,False,,,,
05025,283,252.0,229.0,,,,,216.0,,155.9,125.3,235.0,,,,,-31.0,-54.0,,,,,-67.0,,-127.1,-157.7,-48.0,,,,,False,,,,,False,,False,False,False,,,,
05027,522,498.0,477.0,,,,,668.0,,430.6,453.8,438.0,,,,,-24.0,-45.0,,,,,146.0,,-91.4,-68.2,-84.0,,,,,False,,,,,False,,False,False,False,,,,
05029,910,924.0,782.0,,,,,836.0,,641.7,535.2,1041.0,,,,,14.0,-128.0,,,,,-74.0,,-268.3,-374.8,131.0,,,,,False,,,,,False,,False,False,False,,,,
05031,3071,4314.0,3905.0,,,,,4675.0,,1612.0,2293.4,4088.0,,3394.2,,,1243.0,834.0,,,,,1604.0,,-1459.0,-777.6,1017.0,,323.2,,,True,,,,,False,,False,True,True,,True,,
