,actual_cases,COVIDhub-baseline,Columbia_UNC-SurvCon,Covid19Sim-Simulator,IBF-TimeSeries,IowaStateLW-STEM,JCB-PRM,JHUAPL-Bucky,UCF-AEM,UCLA-SuEIR,UMass-MechBayes,USC-SI_kJalpha,error-COVIDhub-baseline,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-IBF-TimeSeries,error-IowaStateLW-STEM,error-JCB-PRM,error-JHUAPL-Bucky,error-UCF-AEM,error-UCLA-SuEIR,error-UMass-MechBayes,error-USC-SI_kJalpha,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-IBF-TimeSeries,beat_baseline-IowaStateLW-STEM,beat_baseline-JCB-PRM,beat_baseline-JHUAPL-Bucky,beat_baseline-UCF-AEM,beat_baseline-UCLA-SuEIR,beat_baseline-UMass-MechBayes,beat_baseline-USC-SI_kJalpha
02050,1651,2024.0,,,,,,978.3,,,,,373.0,,,,,,-672.7,,,,,,,,,,False,,,,
02060,0,0.0,,,,,,0.0,,,,,0.0,,,,,,0.0,,,,,,,,,,True,,,,
02068,22,32.0,,,,,,60.7,,,,,10.0,,,,,,38.7,,,,,,,,,,False,,,,
02070,66,56.0,,,,,,8.0,,,,,-10.0,,,,,,-58.0,,,,,,,,,,False,,,,
02090,2142,2632.0,,,,,,532.6,,1613.0,,,490.0,,,,,,-1609.4,,-529.0,,,,,,,,False,,False,,
02100,9,8.0,,,,,,8.4,,,,,-1.0,,,,,,-0.6,,,,,,,,,,True,,,,
02105,0,0.0,,,,,,0.0,,,,,0.0,,,,,,0.0,,,,,,,,,,True,,,,
02110,255,504.0,,,,,,159.5,,,,,249.0,,,,,,-95.5,,,,,,,,,,True,,,,
02122,967,3264.0,,,,,,1970.6,,853.5,,,2297.0,,,,,,1003.6,,-113.5,,,,,,,,True,,True,,
02130,70,136.0,,,,,,11.3,,,,,66.0,,,,,,-58.7,,,,,,,,,,True,,,,
02150,601,1312.0,,,,,,4467.1,,,,,711.0,,,,,,3866.1,,,,,,,,,,False,,,,
02158,661,360.0,,,,,,66.8,,,,,-301.0,,,,,,-594.2,,,,,,,,,,False,,,,
02164,28,32.0,,,,,,3.4,,,,,4.0,,,,,,-24.6,,,,,,,,,,False,,,,
02170,2762,11736.0,,,,,,48462.1,,5696.3,,,8974.0,,,,,,45700.1,,2934.3,,,,,,,,False,,True,,
02180,64,168.0,,,,,,551.9,,,,,104.0,,,,,,487.9,,,,,,,,,,False,,,,
02185,444,744.0,,,,,,1276.0,,,,,300.0,,,,,,832.0,,,,,,,,,,False,,,,
02188,200,120.0,,,,,,45.3,,,,,-80.0,,,,,,-154.7,,,,,,,,,,False,,,,
02195,22,16.0,,,,,,21.1,,,,,-6.0,,,,,,-0.9,,,,,,,,,,True,,,,
02198,19,64.0,,,,,,111.5,,,,,45.0,,,,,,92.5,,,,,,,,,,False,,,,
02220,81,320.0,,,,,,324.1,,,,,239.0,,,,,,243.1,,,,,,,,,,False,,,,
02230,6,16.0,,,,,,174.6,,,,,10.0,,,,,,168.6,,,,,,,,,,False,,,,
02240,111,376.0,,,,,,229.3,,,,,265.0,,,,,,118.3,,,,,,,,,,True,,,,
02261,165,208.0,,,,,,113.4,,,,,43.0,,,,,,-51.6,,,,,,,,,,False,,,,
02275,6,16.0,,,,,,38.2,,,,,10.0,,,,,,32.2,,,,,,,,,,False,,,,
02282,17,16.0,,,,,,4.0,,,,,-1.0,,,,,,-13.0,,,,,,,,,,False,,,,
02290,88,88.0,,,,,,163.9,,,,,0.0,,,,,,75.9,,,,,,,,,,False,,,,
04001,3684,3808.0,,,,3731.0,,2659.3,,2525.9,,,124.0,,,,47.0,,-1024.7,,-1158.1,,,,,,True,,False,,False,,
04003,6161,5248.0,,,,2362.0,,8398.4,,3971.4,,,-913.0,,,,-3799.0,,2237.4,,-2189.6,,,,,,False,,False,,False,,
04005,7058,5120.0,,,,3815.0,,2425.2,,2886.3,9700.0,,-1938.0,,,,-3243.0,,-4632.8,,-4171.7,2642.0,,,,,False,,False,,False,False,
04007,2719,2792.0,,,,1626.0,,3698.2,,2000.7,,,73.0,,,,-1093.0,,979.2,,-718.3,,,,,,False,,False,,False,,
04009,2747,1456.0,,,,1117.0,,804.8,,559.1,,,-1291.0,,,,-1630.0,,-1942.2,,-2187.9,,,,,,False,,False,,False,,
04011,236,544.0,,,,241.0,,1485.5,,,,,308.0,,,,5.0,,1249.5,,,,,,,,True,,False,,,,
04012,1259,1128.0,,,,705.0,,1884.6,,,,,-131.0,,,,-554.0,,625.6,,,,,,,,False,,False,,,,
04013,243512,176952.0,,,,130404.0,,395651.4,,195664.2,448803.0,,-66560.0,,,,-113108.0,,152139.4,,-47847.8,205291.0,,,,,False,,False,,True,False,
04015,12091,7664.0,,,,5750.0,,15324.9,,5444.3,18377.0,,-4427.0,,,,-6341.0,,3233.9,,-6646.7,6286.0,,,,,False,,True,,False,False,
04017,5659,5376.0,,,,4843.0,,4207.1,,5382.0,,,-283.0,,,,-816.0,,-1451.9,,-277.0,,,,,,False,,False,,True,,
04019,56880,37056.0,,,,24292.0,,38678.4,,22499.5,149698.0,,-19824.0,,,,-32588.0,,-18201.6,,-34380.5,92818.0,,,,,False,,True,,False,False,
04021,23848,16992.0,,,,12249.0,,18542.5,,12444.7,30725.0,,-6856.0,,,,-11599.0,,-5305.5,,-11403.3,6877.0,,,,,False,,True,,False,False,
04023,3082,3560.0,,,,1186.0,,4612.1,,1821.0,,,478.0,,,,-1896.0,,1530.1,,-1261.0,,,,,,False,,False,,False,,
04025,9796,9400.0,,,,7032.0,,24601.9,,5061.5,14249.0,,-396.0,,,,-2764.0,,14805.9,,-4734.5,4453.0,,,,,False,,False,,False,False,
04027,16062,11912.0,,,,3485.0,,9878.3,,4228.2,21412.0,,-4150.0,,,,-12577.0,,-6183.7,,-11833.8,5350.0,,,,,False,,False,,False,False,
05001,741,576.0,,,,565.0,,221.7,,,,,-165.0,,,,-176.0,,-519.3,,,,,,,,False,,False,,,,
05003,695,744.0,,,,629.0,,881.1,,,,,49.0,,,,-66.0,,186.1,,,,,,,,False,,False,,,,
05005,1093,1240.0,,,,916.0,,376.1,,,,,147.0,,,,-177.0,,-716.9,,,,,,,,False,,False,,,,
05007,11894,9856.0,,,,7026.0,,8427.3,,11908.1,12394.0,,-2038.0,,,,-4868.0,,-3466.7,,14.1,500.0,,,,,False,,False,,True,True,
05009,1344,1896.0,,,,902.0,,1032.2,,,,,552.0,,,,-442.0,,-311.8,,,,,,,,True,,True,,,,
05011,670,712.0,,,,271.0,,2746.9,,,,,42.0,,,,-399.0,,2076.9,,,,,,,,False,,False,,,,
05013,183,112.0,,,,117.0,,38.6,,,,,-71.0,,,,-66.0,,-144.4,,,,,,,,True,,False,,,,
05015,983,1456.0,,,,502.0,,1798.8,,,,,473.0,,,,-481.0,,815.8,,,,,,,,False,,False,,,,
05017,297,584.0,,,,311.0,,445.1,,,,,287.0,,,,14.0,,148.1,,,,,,,,True,,True,,,,
05019,910,928.0,,,,539.0,,502.9,,,,,18.0,,,,-371.0,,-407.1,,,,,,,,False,,False,,,,
05021,546,1264.0,,,,552.0,,694.6,,,,,718.0,,,,6.0,,148.6,,,,,,,,True,,True,,,,
05023,943,712.0,,,,785.0,,1101.6,,,,,-231.0,,,,-158.0,,158.6,,,,,,,,True,,True,,,,
05025,382,384.0,,,,210.0,,551.3,,,,,2.0,,,,-172.0,,169.3,,,,,,,,False,,False,,,,
05027,738,840.0,,,,592.0,,608.1,,,,,102.0,,,,-146.0,,-129.9,,,,,,,,False,,False,,,,
05029,1200,880.0,,,,810.0,,303.0,,,,,-320.0,,,,-390.0,,-897.0,,,,,,,,False,,False,,,,
05031,4425,5592.0,,,,4458.0,,2998.4,,3288.9,,,1167.0,,,,33.0,,-1426.6,,-1136.1,,,,,,True,,False,,True,,
05033,2832,2232.0,,,,2639.0,,741.7,,,,,-600.0,,,,-193.0,,-2090.3,,,,,,,,True,,False,,,,
05035,1869,2024.0,,,,1667.0,,1027.2,,1563.4,,,155.0,,,,-202.0,,-841.8,,-305.6,,,,,,False,,False,,False,,
05037,875,808.0,,,,663.0,,621.8,,,,,-67.0,,,,-212.0,,-253.2,,,,,,,,False,,False,,,,
05039,323,368.0,,,,178.0,,164.0,,,,,45.0,,,,-145.0,,-159.0,,,,,,,,False,,False,,,,
05041,553,776.0,,,,264.0,,1316.8,,,,,223.0,,,,-289.0,,763.8,,,,,,,,False,,False,,,,
05043,914,1736.0,,,,526.0,,5551.3,,,,,822.0,,,,-388.0,,4637.3,,,,,,,,True,,False,,,,
05045,5295,4624.0,,,,3765.0,,3962.4,,3783.2,,,-671.0,,,,-1530.0,,-1332.6,,-1511.8,,,,,,False,,False,,False,,
05047,630,640.0,,,,636.0,,607.2,,,,,10.0,,,,6.0,,-22.8,,,,,,,,True,,False,,,,
05049,436,328.0,,,,279.0,,66.5,,,,,-108.0,,,,-157.0,,-369.5,,,,,,,,False,,False,,,,
05051,4242,2688.0,,,,3152.0,,1529.9,,2021.0,,,-1554.0,,,,-1090.0,,-2712.1,,-2221.0,,,,,,True,,False,,False,,
05053,712,584.0,,,,455.0,,424.7,,,,,-128.0,,,,-257.0,,-287.3,,,,,,,,False,,False,,,,
05055,2164,3448.0,,,,1983.0,,2008.9,,1661.3,,,1284.0,,,,-181.0,,-155.1,,-502.7,,,,,,True,,True,,True,,
05057,703,624.0,,,,457.0,,286.2,,,,,-79.0,,,,-246.0,,-416.8,,,,,,,,False,,False,,,,
05059,1368,816.0,,,,1186.0,,207.5,,485.4,,,-552.0,,,,-182.0,,-1160.5,,-882.6,,,,,,True,,False,,False,,
05061,489,472.0,,,,299.0,,279.8,,,,,-17.0,,,,-190.0,,-209.2,,,,,,,,False,,False,,,,
05063,1224,1256.0,,,,1674.0,,528.6,,672.5,,,32.0,,,,450.0,,-695.4,,-551.5,,,,,,False,,False,,False,,
05065,528,344.0,,,,335.0,,46.6,,,,,-184.0,,,,-193.0,,-481.4,,,,,,,,False,,False,,,,
05067,1042,1952.0,,,,649.0,,618.2,,,,,910.0,,,,-393.0,,-423.8,,,,,,,,True,,True,,,,
05069,2604,2200.0,,,,1782.0,,690.2,,1383.8,,,-404.0,,,,-822.0,,-1913.8,,-1220.2,,,,,,False,,False,,False,,
05071,1146,624.0,,,,964.0,,277.3,,,,,-522.0,,,,-182.0,,-868.7,,,,,,,,True,,False,,,,
05073,171,96.0,,,,126.0,,27.1,,,,,-75.0,,,,-45.0,,-143.9,,,,,,,,True,,False,,,,
05075,655,712.0,,,,691.0,,418.1,,,,,57.0,,,,36.0,,-236.9,,,,,,,,True,,False,,,,
05077,353,576.0,,,,307.0,,717.5,,,,,223.0,,,,-46.0,,364.5,,,,,,,,True,,False,,,,
05079,485,848.0,,,,396.0,,3472.0,,370.6,,,363.0,,,,-89.0,,2987.0,,-114.4,,,,,,True,,False,,True,,
05081,361,240.0,,,,277.0,,59.9,,,,,-121.0,,,,-84.0,,-301.1,,,,,,,,True,,False,,,,
05083,914,808.0,,,,897.0,,424.4,,,,,-106.0,,,,-17.0,,-489.6,,,,,,,,True,,False,,,,
05085,2973,2360.0,,,,2051.0,,1260.0,,2989.7,,,-613.0,,,,-922.0,,-1713.0,,16.7,,,,,,False,,False,,True,,
05087,592,992.0,,,,417.0,,1954.7,,,,,400.0,,,,-175.0,,1362.7,,,,,,,,True,,False,,,,
05089,381,376.0,,,,313.0,,94.3,,,,,-5.0,,,,-68.0,,-286.7,,,,,,,,False,,False,,,,
05091,1111,912.0,,,,932.0,,259.8,,1059.0,,,-199.0,,,,-179.0,,-851.2,,-52.0,,,,,,True,,False,,True,,
05093,1751,2584.0,,,,1922.0,,1432.6,,1166.2,,,833.0,,,,171.0,,-318.4,,-584.8,,,,,,True,,True,,True,,
05095,398,208.0,,,,216.0,,139.9,,,,,-190.0,,,,-182.0,,-258.1,,,,,,,,True,,False,,,,
05097,313,376.0,,,,217.0,,979.4,,,,,63.0,,,,-96.0,,666.4,,,,,,,,False,,False,,,,
05099,225,304.0,,,,253.0,,177.9,,,,,79.0,,,,28.0,,-47.1,,,,,,,,True,,True,,,,
05101,175,256.0,,,,202.0,,132.3,,,,,81.0,,,,27.0,,-42.7,,,,,,,,True,,True,,,,
05103,1043,1520.0,,,,616.0,,1783.0,,,,,477.0,,,,-427.0,,740.0,,,,,,,,True,,False,,,,
05105,399,224.0,,,,236.0,,148.3,,,,,-175.0,,,,-163.0,,-250.7,,,,,,,,True,,False,,,,
05107,597,536.0,,,,594.0,,531.2,,,,,-61.0,,,,-3.0,,-65.8,,,,,,,,True,,False,,,,
05109,448,504.0,,,,277.0,,547.6,,,,,56.0,,,,-171.0,,99.6,,,,,,,,False,,False,,,,
05111,1140,1064.0,,,,1139.0,,227.7,,,,,-76.0,,,,-1.0,,-912.3,,,,,,,,True,,False,,,,
05113,731,1160.0,,,,526.0,,405.9,,,,,429.0,,,,-205.0,,-325.1,,,,,,,,True,,True,,,,
05115,3175,2376.0,,,,2117.0,,902.2,,2025.4,,,-799.0,,,,-1058.0,,-2272.8,,-1149.6,,,,,,False,,False,,False,,
05117,408,168.0,,,,247.0,,40.5,,,,,-240.0,,,,-161.0,,-367.5,,,,,,,,True,,False,,,,
05119,15610,11920.0,,,,10400.0,,6972.6,,6096.9,10914.0,,-3690.0,,,,-5210.0,,-8637.4,,-9513.1,-4696.0,,,,,False,,False,,False,False,
05121,750,904.0,,,,651.0,,411.0,,,,,154.0,,,,-99.0,,-339.0,,,,,,,,True,,False,,,,
05123,1132,1072.0,,,,976.0,,552.1,,521.5,,,-60.0,,,,-156.0,,-579.9,,-610.5,,,,,,False,,False,,False,,
05125,4921,5616.0,,,,3939.0,,4297.4,,4036.9,,,695.0,,,,-982.0,,-623.6,,-884.1,,,,,,False,,True,,False,,
05127,446,376.0,,,,342.0,,301.5,,,,,-70.0,,,,-104.0,,-144.5,,,,,,,,False,,False,,,,
05129,268,448.0,,,,233.0,,595.8,,,,,180.0,,,,-35.0,,327.8,,,,,,,,True,,False,,,,
05131,6062,3792.0,,,,5478.0,,1220.2,,2914.9,,,-2270.0,,,,-584.0,,-4841.8,,-3147.1,,,,,,True,,False,,False,,
05133,547,720.0,,,,391.0,,252.3,,,,,173.0,,,,-156.0,,-294.7,,,,,,,,True,,False,,,,
05135,656,776.0,,,,487.0,,369.2,,,,,120.0,,,,-169.0,,-286.8,,,,,,,,False,,False,,,,
05137,387,488.0,,,,320.0,,3004.2,,,,,101.0,,,,-67.0,,2617.2,,,,,,,,True,,False,,,,
05139,1656,1096.0,,,,1104.0,,1013.3,,,,,-560.0,,,,-552.0,,-642.7,,,,,,,,True,,False,,,,
05141,669,592.0,,,,440.0,,1002.4,,,,,-77.0,,,,-229.0,,333.4,,,,,,,,False,,False,,,,
05143,11004,10152.0,,,,6721.0,,4030.7,,4246.3,12125.0,,-852.0,,,,-4283.0,,-6973.3,,-6757.7,1121.0,,,,,False,,False,,False,False,
05145,3237,1832.0,,,,3173.0,,380.9,,3846.5,,,-1405.0,,,,-64.0,,-2856.1,,609.5,,,,,,True,,False,,True,,
05147,336,128.0,,,,185.0,,63.8,,,,,-208.0,,,,-151.0,,-272.2,,,,,,,,True,,False,,,,
05149,1263,1024.0,,,,643.0,,455.0,,,,,-239.0,,,,-620.0,,-808.0,,,,,,,,False,,False,,,,
06001,42312,22040.0,,,,18160.0,,34951.7,,10909.6,72678.0,,-20272.0,,,,-24152.0,,-7360.3,,-31402.4,30366.0,,,,,False,,True,,False,False,
06003,18,56.0,,,,51.0,,62.0,,,,,38.0,,,,33.0,,44.0,,,,,,,,True,,False,,,,
06005,2165,2904.0,,,,1013.0,,17647.2,,,,,739.0,,,,-1152.0,,15482.2,,,,,,,,False,,False,,,,
06007,5705,4184.0,,,,5013.0,,16142.1,,4427.3,8026.0,,-1521.0,,,,-692.0,,10437.1,,-1277.7,2321.0,,,,,True,,False,,True,False,
06009,1172,856.0,,,,978.0,,5768.4,,,,,-316.0,,,,-194.0,,4596.4,,,,,,,,True,,False,,,,
06011,1146,768.0,,,,556.0,,3438.5,,,,,-378.0,,,,-590.0,,2292.5,,,,,,,,False,,False,,,,
06013,30666,17576.0,,,,13563.0,,29985.2,,28611.8,104609.0,,-13090.0,,,,-17103.0,,-680.8,,-2054.2,73943.0,,,,,False,,True,,True,False,
06015,472,784.0,,,,278.0,,1801.9,,,,,312.0,,,,-194.0,,1329.9,,,,,,,,True,,False,,,,
06017,5426,4944.0,,,,3758.0,,12531.9,,3229.3,,,-482.0,,,,-1668.0,,7105.9,,-2196.7,,,,,,False,,False,,False,,
06019,47828,16912.0,,,,23089.0,,13039.6,,6347.1,31774.0,,-30916.0,,,,-24739.0,,-34788.4,,-41480.9,-16054.0,,,,,True,,False,,False,True,
06021,1043,1016.0,,,,717.0,,2016.7,,,,,-27.0,,,,-326.0,,973.7,,,,,,,,False,,False,,,,
06023,1740,1312.0,,,,1549.0,,8604.2,,,2254.0,,-428.0,,,,-191.0,,6864.2,,,514.0,,,,,True,,False,,,False,
06025,9490,4760.0,,,,2073.0,,3046.6,,2328.6,1685.0,,-4730.0,,,,-7417.0,,-6443.4,,-7161.4,-7805.0,,,,,False,,False,,False,False,
06027,755,304.0,,,,369.0,,336.2,,,,,-451.0,,,,-386.0,,-418.8,,,,,,,,True,,True,,,,
06029,49301,25824.0,,,,22526.0,,60231.9,,16844.5,47810.0,,-23477.0,,,,-26775.0,,10930.9,,-32456.5,-1491.0,,,,,False,,True,,False,True,
