,actual_cases,COVIDhub-baseline,BPagano-RtDriven,CEID-Walk,CMU-TimeSeries,COVIDhub-ensemble,CU-select,Columbia_UNC-SurvCon,Covid19Sim-Simulator,CovidAnalytics-DELPHI,DDS-NBDS,FAIR-NRAR,Google_Harvard-CPF,IBF-TimeSeries,IEM_MED-CovidProject,IowaStateLW-STEM,JHUAPL-Bucky,JHU_IDD-CovidSP,JHU_UNC_GAS-StatMechPool,Karlen-pypm,LANL-GrowthRate,LNQ-ens1,MITCovAlliance-SIR,Microsoft-DeepSTIA,OneQuietNight-ML,PandemicCentral-USCounty,QJHong-Encounter,RobertWalraven-ESG,TTU-squider,UCF-AEM,UCLA-SuEIR,UMass-MechBayes,UMich-RidgeTfReg,USC-SI_kJalpha,UVA-Ensemble,UpstateSU-GRU,error-COVIDhub-baseline,error-BPagano-RtDriven,error-CEID-Walk,error-CMU-TimeSeries,error-COVIDhub-ensemble,error-CU-select,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-CovidAnalytics-DELPHI,error-DDS-NBDS,error-FAIR-NRAR,error-Google_Harvard-CPF,error-IBF-TimeSeries,error-IEM_MED-CovidProject,error-IowaStateLW-STEM,error-JHUAPL-Bucky,error-JHU_IDD-CovidSP,error-JHU_UNC_GAS-StatMechPool,error-Karlen-pypm,error-LANL-GrowthRate,error-LNQ-ens1,error-MITCovAlliance-SIR,error-Microsoft-DeepSTIA,error-OneQuietNight-ML,error-PandemicCentral-USCounty,error-QJHong-Encounter,error-RobertWalraven-ESG,error-TTU-squider,error-UCF-AEM,error-UCLA-SuEIR,error-UMass-MechBayes,error-UMich-RidgeTfReg,error-USC-SI_kJalpha,error-UVA-Ensemble,error-UpstateSU-GRU,beat_baseline-BPagano-RtDriven,beat_baseline-CEID-Walk,beat_baseline-CMU-TimeSeries,beat_baseline-COVIDhub-ensemble,beat_baseline-CU-select,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-DDS-NBDS,beat_baseline-FAIR-NRAR,beat_baseline-Google_Harvard-CPF,beat_baseline-IBF-TimeSeries,beat_baseline-IEM_MED-CovidProject,beat_baseline-IowaStateLW-STEM,beat_baseline-JHUAPL-Bucky,beat_baseline-JHU_IDD-CovidSP,beat_baseline-JHU_UNC_GAS-StatMechPool,beat_baseline-Karlen-pypm,beat_baseline-LANL-GrowthRate,beat_baseline-LNQ-ens1,beat_baseline-MITCovAlliance-SIR,beat_baseline-Microsoft-DeepSTIA,beat_baseline-OneQuietNight-ML,beat_baseline-PandemicCentral-USCounty,beat_baseline-QJHong-Encounter,beat_baseline-RobertWalraven-ESG,beat_baseline-TTU-squider,beat_baseline-UCF-AEM,beat_baseline-UCLA-SuEIR,beat_baseline-UMass-MechBayes,beat_baseline-UMich-RidgeTfReg,beat_baseline-USC-SI_kJalpha,beat_baseline-UVA-Ensemble,beat_baseline-UpstateSU-GRU
01061,512,540.0,,514.8,,505.0,812.0,,,,,337.9,404.9,,,462.0,548.2,269.9,,,573.0,510.7,61.7,,522.0,408.1,,,,,,,,,520.5,359.0,28.0,,2.8,,-7.0,300.0,,,,,-174.1,-107.1,,,-50.0,36.2,-242.1,,,61.0,-1.3,-450.3,,10.0,-103.9,,,,,,,,,8.5,-153.0,,True,,True,False,,,,,False,False,,,False,False,False,,,False,True,False,,True,False,,,,,,,,,True,False
01063,113,228.0,,241.0,,162.0,245.0,,,,,157.5,190.5,,,103.0,226.4,127.4,,,127.0,163.4,7.8,,168.0,118.8,,,,,,,,,180.2,80.0,115.0,,128.0,,49.0,132.0,,,,,44.5,77.5,,,-10.0,113.4,14.4,,,14.0,50.4,-105.2,,55.0,5.8,,,,,,,,,67.2,-33.0,,False,,True,False,,,,,True,True,,,True,True,True,,,True,True,True,,True,True,,,,,,,,,True,True
01065,438,476.0,,503.2,,337.0,396.0,,,,,327.2,357.7,,,247.0,187.6,269.5,,,413.0,384.9,38.1,,333.0,209.1,,,,,,,,,534.9,352.0,38.0,,65.2,,-101.0,-42.0,,,,,-110.8,-80.3,,,-191.0,-250.4,-168.5,,,-25.0,-53.1,-399.9,,-105.0,-228.9,,,,,,,,,96.9,-86.0,,False,,False,False,,,,,False,False,,,False,False,False,,,True,False,False,,False,False,,,,,,,,,False,False
01067,372,496.0,,486.5,,375.0,361.0,,,,,306.5,228.7,,,237.0,403.3,214.2,,,536.0,438.8,50.4,,408.0,344.2,,,,,,,,,572.0,310.0,124.0,,114.5,,3.0,-11.0,,,,,-65.5,-143.3,,,-135.0,31.3,-157.8,,,164.0,66.8,-321.6,,36.0,-27.8,,,,,,,,,200.0,-62.0,,True,,True,True,,,,,True,False,,,False,True,False,,,False,True,False,,True,True,,,,,,,,,False,True
01069,1915,2332.0,,2434.0,,2031.0,3947.0,,,,,1594.7,1241.3,,,1516.0,2162.9,1096.5,1721.5,,2739.0,2150.6,319.8,,2304.0,1980.6,,,,,1484.4,,,,1934.8,1592.0,417.0,,519.0,,116.0,2032.0,,,,,-320.3,-673.7,,,-399.0,247.9,-818.5,-193.5,,824.0,235.6,-1595.2,,389.0,65.6,,,,,-430.6,,,,19.8,-323.0,,False,,True,False,,,,,True,False,,,True,True,False,True,,False,True,False,,True,True,,,,,False,,,,True,True
01071,983,1332.0,,1234.4,,1131.0,2294.0,,,,,955.6,985.2,,,1068.0,839.2,609.1,383.5,,2066.5,1153.2,0.0,,1183.0,1238.5,,,,,811.4,,,,1628.2,732.0,349.0,,251.4,,148.0,1311.0,,,,,-27.4,2.2,,,85.0,-143.8,-373.9,-599.5,,1083.5,170.2,-983.0,,200.0,255.5,,,,,-171.6,,,,645.2,-251.0,,True,,True,False,,,,,True,True,,,True,True,False,False,,False,True,False,,True,True,,,,,True,,,,False,True
01073,12702,17372.0,,16987.7,14692.6,13654.0,25068.0,,,,,12489.7,11094.6,,15725.3,13020.0,11667.4,10767.3,12289.5,,14251.5,15421.3,4062.8,,14500.0,15654.5,,,,,7611.5,10291.0,,,13600.6,11835.0,4670.0,,4285.7,1990.6,952.0,12366.0,,,,,-212.3,-1607.4,,3023.3,318.0,-1034.6,-1934.7,-412.5,,1549.5,2719.3,-8639.2,,1798.0,2952.5,,,,,-5090.5,-2411.0,,,898.6,-867.0,,True,True,True,False,,,,,True,True,,True,True,True,True,True,,True,True,False,,True,True,,,,,False,True,,,True,True
01075,168,240.0,,220.7,,208.0,73.0,,,,,216.5,133.8,,,254.0,88.9,159.9,,,160.0,186.3,0.0,,249.0,262.7,,,,,,,,,292.3,194.0,72.0,,52.7,,40.0,-95.0,,,,,48.5,-34.2,,,86.0,-79.1,-8.1,,,-8.0,18.3,-168.0,,81.0,94.7,,,,,,,,,124.3,26.0,,True,,True,False,,,,,True,True,,,False,False,True,,,True,True,False,,False,False,,,,,,,,,False,True
01077,1521,2296.0,,2284.3,,1939.0,1738.0,,,,,1459.5,3004.5,,,1870.0,1544.7,1089.1,1978.5,,2574.5,2050.3,463.4,,2165.0,1735.8,,,,,1822.7,,,,2969.9,1733.0,775.0,,763.3,,418.0,217.0,,,,,-61.5,1483.5,,,349.0,23.7,-431.9,457.5,,1053.5,529.3,-1057.6,,644.0,214.8,,,,,301.7,,,,1448.9,212.0,,True,,True,True,,,,,True,False,,,True,True,True,True,,False,True,False,,True,True,,,,,True,,,,False,True
01079,526,712.0,,708.7,,625.0,471.0,,,,,491.5,659.5,,,711.0,371.2,429.3,497.0,,680.0,695.1,34.7,,630.0,628.5,,,,,,,,,1081.2,573.0,186.0,,182.7,,99.0,-55.0,,,,,-34.5,133.5,,,185.0,-154.8,-96.7,-29.0,,154.0,169.1,-491.3,,104.0,102.5,,,,,,,,,555.2,47.0,,True,,True,True,,,,,True,True,,,True,True,True,True,,True,True,False,,True,True,,,,,,,,,False,True
01081,3171,2832.0,,2759.5,,2492.0,4760.0,,,,,2321.8,986.4,,3014.9,2283.0,2451.1,1816.7,2216.5,,2967.5,2756.3,0.4,,2800.0,2302.5,,,,,2345.4,2220.0,,,2207.3,3750.0,-339.0,,-411.5,,-679.0,1589.0,,,,,-849.2,-2184.6,,-156.1,-888.0,-719.9,-1354.3,-954.5,,-203.5,-414.7,-3170.6,,-371.0,-868.5,,,,,-825.6,-951.0,,,-963.7,579.0,,False,,False,False,,,,,False,False,,True,False,False,False,False,,True,False,False,,False,False,,,,,False,False,,,False,False
01083,1626,2052.0,,1904.6,,1736.0,1467.0,,,,,1639.9,2717.7,,,1640.0,932.2,1133.4,1719.5,,1682.5,1862.4,0.0,,1930.0,1955.7,,,,,2133.4,,,,2367.8,1604.0,426.0,,278.6,,110.0,-159.0,,,,,13.9,1091.7,,,14.0,-693.8,-492.6,93.5,,56.5,236.4,-1626.0,,304.0,329.7,,,,,507.4,,,,741.8,-22.0,,True,,True,True,,,,,True,False,,,True,False,False,True,,True,True,False,,True,True,,,,,False,,,,False,True
01085,249,156.0,,143.9,,130.0,123.0,,,,,177.1,183.0,,,84.0,108.2,105.4,,,134.0,159.5,0.0,,133.0,117.0,,,,,,,,,173.7,205.0,-93.0,,-105.1,,-119.0,-126.0,,,,,-71.9,-66.0,,,-165.0,-140.8,-143.6,,,-115.0,-89.5,-249.0,,-116.0,-132.0,,,,,,,,,-75.3,-44.0,,False,,False,False,,,,,True,True,,,False,False,False,,,False,True,False,,False,False,,,,,,,,,True,True
01087,262,204.0,,204.5,,204.0,108.0,,,,,209.3,166.0,,,166.0,162.3,161.4,,,205.0,213.4,16.4,,255.0,225.9,,,,,,,,,276.5,162.0,-58.0,,-57.5,,-58.0,-154.0,,,,,-52.7,-96.0,,,-96.0,-99.7,-100.6,,,-57.0,-48.6,-245.6,,-7.0,-36.1,,,,,,,,,14.5,-100.0,,True,,False,False,,,,,True,False,,,False,False,False,,,True,True,False,,True,True,,,,,,,,,True,False
01089,6218,8308.0,,8224.7,4931.6,6804.0,35094.0,,,,,5743.2,8521.9,,8175.4,6006.0,4639.5,5368.7,4550.5,,7396.5,8861.8,1537.6,,6860.0,7203.9,,,,,5030.2,0.0,,,15531.8,5829.0,2090.0,,2006.7,-1286.4,586.0,28876.0,,,,,-474.8,2303.9,,1957.4,-212.0,-1578.5,-849.3,-1667.5,,1178.5,2643.8,-4680.4,,642.0,985.9,,,,,-1187.8,-6218.0,,,9313.8,-389.0,,True,True,True,False,,,,,True,False,,True,True,True,True,True,,True,False,False,,True,True,,,,,True,False,,,False,True
01091,349,324.0,,255.5,,255.0,139.0,,,,,425.3,335.3,,,307.0,130.3,248.4,,,214.0,287.0,0.0,,361.0,137.4,,,,,,,,,421.6,396.0,-25.0,,-93.5,,-94.0,-210.0,,,,,76.3,-13.7,,,-42.0,-218.7,-100.6,,,-135.0,-62.0,-349.0,,12.0,-211.6,,,,,,,,,72.6,47.0,,False,,False,False,,,,,False,True,,,False,False,False,,,False,False,False,,True,False,,,,,,,,,False,False
01093,463,576.0,,574.1,,553.0,427.0,,,,,526.1,324.6,,,590.0,281.8,367.6,411.0,,590.0,577.0,0.0,,549.0,613.0,,,,,,,,,687.0,425.0,113.0,,111.1,,90.0,-36.0,,,,,63.1,-138.4,,,127.0,-181.2,-95.4,-52.0,,127.0,114.0,-463.0,,86.0,150.0,,,,,,,,,224.0,-38.0,,True,,True,True,,,,,True,False,,,False,False,True,True,,False,False,False,,True,False,,,,,,,,,False,True
01095,1421,1848.0,,1862.0,,1268.0,1023.0,,,,,1703.4,1297.3,,1185.3,2024.0,763.8,1349.5,919.0,,760.0,1388.0,0.0,,1843.0,1211.1,,,,,1123.4,,,,1900.8,901.0,427.0,,441.0,,-153.0,-398.0,,,,,282.4,-123.7,,-235.7,603.0,-657.2,-71.5,-502.0,,-661.0,-33.0,-1421.0,,422.0,-209.9,,,,,-297.6,,,,479.8,-520.0,,False,,True,True,,,,,True,True,,True,False,False,True,False,,False,True,False,,True,True,,,,,True,,,,False,False
01097,6316,7052.0,,6935.5,6272.9,6247.0,5681.0,,,,,5293.8,6821.7,,9744.7,5854.0,14908.9,4072.1,5040.5,,7850.5,8475.1,0.3,,6924.0,5574.3,,,,,6183.5,0.0,,,8483.6,6112.0,736.0,,619.5,-43.1,-69.0,-635.0,,,,,-1022.2,505.7,,3428.7,-462.0,8592.9,-2243.9,-1275.5,,1534.5,2159.1,-6315.7,,608.0,-741.7,,,,,-132.5,-6316.0,,,2167.6,-204.0,,True,True,True,True,,,,,False,True,,False,True,False,False,False,,False,False,False,,True,False,,,,,True,False,,,False,True
01099,328,508.0,,531.1,,366.0,676.0,,,,,333.6,123.8,,,307.0,481.9,319.8,,,330.0,373.3,38.6,,460.0,289.9,,,,,,,,,428.4,301.0,180.0,,203.1,,38.0,348.0,,,,,5.6,-204.2,,,-21.0,153.9,-8.2,,,2.0,45.3,-289.4,,132.0,-38.1,,,,,,,,,100.4,-27.0,,False,,True,False,,,,,True,False,,,True,True,True,,,True,True,False,,True,True,,,,,,,,,True,True
01101,4364,3580.0,,3661.8,,3218.0,7345.0,,,,,3184.7,2215.1,,3351.6,3013.0,2544.3,1982.4,2901.5,,3458.5,3213.7,544.8,,3779.0,2365.9,,,,,2893.5,2572.0,,,5871.2,2720.0,-784.0,,-702.2,,-1146.0,2981.0,,,,,-1179.3,-2148.9,,-1012.4,-1351.0,-1819.7,-2381.6,-1462.5,,-905.5,-1150.3,-3819.2,,-585.0,-1998.1,,,,,-1470.5,-1792.0,,,1507.2,-1644.0,,True,,False,False,,,,,False,False,,False,False,False,False,False,,False,False,False,,True,False,,,,,False,False,,,False,False
01103,2024,3152.0,,3102.9,,2435.0,1500.0,,,,,2404.7,3521.8,,,2537.0,1486.8,1674.3,1895.5,,2295.0,3042.4,622.3,,2630.0,3188.5,,,,,1622.4,,,,3162.7,2140.0,1128.0,,1078.9,,411.0,-524.0,,,,,380.7,1497.8,,,513.0,-537.2,-349.7,-128.5,,271.0,1018.4,-1401.7,,606.0,1164.5,,,,,-401.6,,,,1138.7,116.0,,True,,True,True,,,,,True,False,,,True,True,True,True,,True,True,False,,True,False,,,,,True,,,,False,True
01105,138,236.0,,238.0,,190.0,303.0,,,,,179.0,55.7,,,109.0,178.9,132.5,,,228.0,213.9,0.0,,193.0,149.9,,,,,,,,,249.5,202.0,98.0,,100.0,,52.0,165.0,,,,,41.0,-82.3,,,-29.0,40.9,-5.5,,,90.0,75.9,-138.0,,55.0,11.9,,,,,,,,,111.5,64.0,,False,,True,False,,,,,True,True,,,True,True,True,,,True,True,False,,True,True,,,,,,,,,False,True
01107,299,428.0,,378.0,,364.0,378.0,,,,,346.7,370.0,,,345.0,201.0,234.6,,,253.0,357.7,0.0,,383.0,479.7,,,,,,,,,491.0,341.0,129.0,,79.0,,65.0,79.0,,,,,47.7,71.0,,,46.0,-98.0,-64.4,,,-46.0,58.7,-299.0,,84.0,180.7,,,,,,,,,192.0,42.0,,True,,True,True,,,,,True,True,,,True,True,True,,,True,True,False,,True,False,,,,,,,,,False,True
01109,695,560.0,,556.2,,498.0,1048.0,,,,,427.7,203.0,,,453.0,838.5,291.2,409.0,,321.0,414.6,65.1,,563.0,666.1,,,,,,,,,589.9,383.0,-135.0,,-138.8,,-197.0,353.0,,,,,-267.3,-492.0,,,-242.0,143.5,-403.8,-286.0,,-374.0,-280.4,-629.9,,-132.0,-28.9,,,,,,,,,-105.1,-312.0,,False,,False,False,,,,,False,False,,,False,False,False,False,,False,False,False,,True,True,,,,,,,,,True,False
01111,245,236.0,,235.7,,231.0,323.0,,,,,229.0,147.5,,,361.0,201.2,138.6,,,210.0,235.9,25.5,,342.0,177.5,,,,,,,,,221.3,145.0,-9.0,,-9.3,,-14.0,78.0,,,,,-16.0,-97.5,,,116.0,-43.8,-106.4,,,-35.0,-9.1,-219.5,,97.0,-67.5,,,,,,,,,-23.7,-100.0,,False,,False,False,,,,,False,False,,,False,False,False,,,False,False,False,,False,False,,,,,,,,,False,False
01113,854,640.0,,634.5,,661.0,1449.0,,,,,595.0,287.6,,,802.0,1070.2,459.8,674.5,,585.0,643.7,0.0,,778.0,1145.8,,,,,628.6,,,,553.8,609.0,-214.0,,-219.5,,-193.0,595.0,,,,,-259.0,-566.4,,,-52.0,216.2,-394.2,-179.5,,-269.0,-210.3,-854.0,,-76.0,291.8,,,,,-225.4,,,,-300.2,-245.0,,False,,True,False,,,,,False,False,,,True,False,False,True,,False,True,False,,True,False,,,,,False,,,,False,False
01115,1382,2064.0,,2051.0,,1540.0,1752.0,,,,,1510.6,1737.1,,,1350.0,1109.9,997.5,1101.0,,1530.0,2018.4,256.4,,1736.0,1864.5,,,,,1128.2,,,,3418.3,1116.0,682.0,,669.0,,158.0,370.0,,,,,128.6,355.1,,,-32.0,-272.1,-384.5,-281.0,,148.0,636.4,-1125.6,,354.0,482.5,,,,,-253.8,,,,2036.3,-266.0,,True,,True,True,,,,,True,True,,,True,True,True,True,,True,True,False,,True,True,,,,,True,,,,False,True
01117,3979,4616.0,,4745.1,,3936.0,5823.0,,,,,3451.2,2921.5,,4411.8,3727.0,3134.4,2594.6,3275.0,,4099.0,4826.6,815.9,,4200.0,3001.6,,,,,3563.6,3264.0,,,5256.1,2825.0,637.0,,766.1,,-43.0,1844.0,,,,,-527.8,-1057.5,,432.8,-252.0,-844.6,-1384.4,-704.0,,120.0,847.6,-3163.1,,221.0,-977.4,,,,,-415.4,-715.0,,,1277.1,-1154.0,,False,,True,False,,,,,True,False,,True,True,False,False,False,,True,False,False,,True,False,,,,,True,False,,,False,False
01119,69,188.0,,204.3,,167.0,65.0,,,,,196.2,373.3,,,143.0,59.2,166.8,,,163.0,177.1,0.0,,198.0,199.8,,,,,,,,,228.7,153.0,119.0,,135.3,,98.0,-4.0,,,,,127.2,304.3,,,74.0,-9.8,97.8,,,94.0,108.1,-69.0,,129.0,130.8,,,,,,,,,159.7,84.0,,False,,True,True,,,,,False,False,,,True,True,True,,,True,True,True,,False,False,,,,,,,,,False,True
01121,1508,1348.0,,1325.5,,1049.0,808.0,,,,,1089.6,743.0,,,1387.0,1023.6,819.8,792.0,,1058.5,1153.6,144.1,,1390.0,1365.4,,,,,681.5,,,,1279.0,811.0,-160.0,,-182.5,,-459.0,-700.0,,,,,-418.4,-765.0,,,-121.0,-484.4,-688.2,-716.0,,-449.5,-354.4,-1363.9,,-118.0,-142.6,,,,,-826.5,,,,-229.0,-697.0,,False,,False,False,,,,,False,False,,,True,False,False,False,,False,False,False,,True,True,,,,,False,,,,False,False
01123,895,408.0,,431.3,,428.0,245.0,,,,,447.5,418.6,,,569.0,331.5,312.9,338.5,,461.0,468.0,0.0,,591.0,505.1,,,,,177.8,,,,594.2,309.0,-487.0,,-463.7,,-467.0,-650.0,,,,,-447.5,-476.4,,,-326.0,-563.5,-582.1,-556.5,,-434.0,-427.0,-895.0,,-304.0,-389.9,,,,,-717.2,,,,-300.8,-586.0,,True,,True,False,,,,,True,True,,,True,False,False,False,,True,True,False,,True,True,,,,,False,,,,True,False
01125,3294,5052.0,,5145.8,,4234.0,7119.0,,,,,3770.6,2839.9,,5012.2,3744.0,2956.5,3071.6,2645.0,,4247.5,5165.2,1232.5,,4493.0,4526.1,,,,,4322.8,0.0,,,6109.3,4384.0,1758.0,,1851.8,,940.0,3825.0,,,,,476.6,-454.1,,1718.2,450.0,-337.5,-222.4,-649.0,,953.5,1871.2,-2061.5,,1199.0,1232.1,,,,,1028.8,-3294.0,,,2815.3,1090.0,,False,,True,False,,,,,True,True,,True,True,True,True,True,,True,False,False,,True,True,,,,,True,False,,,False,True
01127,774,1340.0,,1383.0,,1190.0,1445.0,,,,,1124.6,1577.3,,,1387.0,816.7,685.0,439.0,,858.0,1131.3,110.7,,1343.0,1331.9,,,,,620.7,,,,1691.6,864.0,566.0,,609.0,,416.0,671.0,,,,,350.6,803.3,,,613.0,42.7,-89.0,-335.0,,84.0,357.3,-663.3,,569.0,557.9,,,,,-153.3,,,,917.6,90.0,,False,,True,False,,,,,True,False,,,False,True,True,True,,True,True,False,,False,True,,,,,True,,,,False,True
01129,253,248.0,,248.2,,250.0,188.0,,,,,225.5,191.5,,,335.0,122.7,144.4,,,267.0,249.4,0.0,,274.0,251.9,,,,,,,,,513.6,242.0,-5.0,,-4.8,,-3.0,-65.0,,,,,-27.5,-61.5,,,82.0,-130.3,-108.6,,,14.0,-3.6,-253.0,,21.0,-1.1,,,,,,,,,260.6,-11.0,,True,,True,False,,,,,False,False,,,False,False,False,,,False,True,False,,False,True,,,,,,,,,False,False
01131,231,176.0,,239.9,,145.0,215.0,,,,,199.4,79.7,,,96.0,93.7,121.3,,,124.0,124.6,0.0,,195.0,150.0,,,,,,,,,150.1,128.0,-55.0,,8.9,,-86.0,-16.0,,,,,-31.6,-151.3,,,-135.0,-137.3,-109.7,,,-107.0,-106.4,-231.0,,-36.0,-81.0,,,,,,,,,-80.9,-103.0,,True,,False,True,,,,,True,False,,,False,False,False,,,False,False,False,,True,False,,,,,,,,,False,False
01133,356,572.0,,604.1,,519.0,757.0,,,,,422.0,804.1,,,603.0,397.4,292.1,,,507.0,501.9,56.6,,481.0,505.6,,,,,,,,,592.3,305.0,216.0,,248.1,,163.0,401.0,,,,,66.0,448.1,,,247.0,41.4,-63.9,,,151.0,145.9,-299.4,,125.0,149.6,,,,,,,,,236.3,-51.0,,False,,True,False,,,,,True,False,,,False,True,True,,,True,True,False,,True,True,,,,,,,,,False,True
02013,47,0.0,,0.8,,0.0,0.0,,,,,3.0,7.5,,,,1064.8,1.0,,,0.0,1.1,,,16.0,6.9,,,,,,,,,2.5,,-47.0,,-46.2,,-47.0,-47.0,,,,,-44.0,-39.5,,,,1017.8,-46.0,,,-47.0,-45.9,,,-31.0,-40.1,,,,,,,,,-44.5,,,True,,False,False,,,,,True,True,,,,False,True,,,False,True,,,True,True,,,,,,,,,True,
02016,117,80.0,,65.8,,59.0,,,,,,53.6,86.3,,,,338.1,109.8,,,60.0,51.9,0.0,,57.0,33.9,,,,,,,,,70.2,,-37.0,,-51.2,,-58.0,,,,,,-63.4,-30.7,,,,221.1,-7.2,,,-57.0,-65.1,-117.0,,-60.0,-83.1,,,,,,,,,-46.8,,,False,,False,,,,,,False,True,,,,False,True,,,False,False,False,,False,False,,,,,,,,,False,
02020,2207,3464.0,,3224.9,5247.3,2391.0,7835.0,,,,,2008.7,4624.8,,1269.6,,2332.6,1993.6,2618.5,,1791.0,2318.6,0.0,,2130.0,3422.0,,,,,6014.6,0.0,,,3940.7,,1257.0,,1017.9,3040.3,184.0,5628.0,,,,,-198.3,2417.8,,-937.4,,125.6,-213.4,411.5,,-416.0,111.6,-2207.0,,-77.0,1215.0,,,,,3807.6,-2207.0,,,1733.7,,,True,False,True,False,,,,,True,False,,True,,True,True,True,,True,True,False,,True,True,,,,,False,False,,,False,
02050,810,1488.0,,1505.8,,669.0,0.0,,,,,296.4,1081.0,,,,3990.9,354.4,,,567.0,1056.7,0.3,,661.0,494.0,,,,,,,,,1221.7,,678.0,,695.8,,-141.0,-810.0,,,,,-513.6,271.0,,,,3180.9,-455.6,,,-243.0,246.7,-809.7,,-149.0,-316.0,,,,,,,,,411.7,,,False,,True,False,,,,,True,True,,,,False,True,,,True,True,False,,True,True,,,,,,,,,True,
02060,0,0.0,,0.0,,0.0,0.0,,,,,8.9,0.3,,,,0.7,0.0,,,,0.0,,,4.0,1.0,,,,,,,,,3.7,,0.0,,0.0,,0.0,0.0,,,,,8.9,0.3,,,,0.7,0.0,,,,0.0,,,4.0,1.0,,,,,,,,,3.7,,,True,,True,True,,,,,False,False,,,,False,True,,,,True,,,False,False,,,,,,,,,False,
02068,8,0.0,,0.3,,0.0,0.0,,,,,5.4,9.3,,,,0.0,4.1,,,11.0,0.2,,,6.0,,,,,,,,,,4.5,,-8.0,,-7.7,,-8.0,-8.0,,,,,-2.6,1.3,,,,-8.0,-3.9,,,3.0,-7.8,,,-2.0,,,,,,,,,,-3.5,,,True,,False,False,,,,,True,True,,,,True,True,,,True,True,,,True,,,,,,,,,,True,
02070,45,44.0,,44.4,,26.0,,,,,,10.6,52.2,,,,1156.8,20.0,,,19.0,28.6,0.0,,45.0,13.1,,,,,,,,,34.7,,-1.0,,-0.6,,-19.0,,,,,,-34.4,7.2,,,,1111.8,-25.0,,,-26.0,-16.4,-45.0,,0.0,-31.9,,,,,,,,,-10.3,,,True,,False,,,,,,False,False,,,,False,False,,,False,False,False,,True,False,,,,,,,,,False,
02090,824,1056.0,,1219.3,,799.0,,,,,,662.8,1519.6,,,,1270.9,527.6,812.0,,679.0,547.8,0.0,,748.0,771.8,,,,,983.0,,,,1245.0,,232.0,,395.3,,-25.0,,,,,,-161.2,695.6,,,,446.9,-296.4,-12.0,,-145.0,-276.2,-824.0,,-76.0,-52.2,,,,,159.0,,,,421.0,,,False,,True,,,,,,True,False,,,,False,False,True,,True,False,False,,True,True,,,,,True,,,,False,
02100,4,0.0,,0.0,,0.0,0.0,,,,,0.4,3.8,,,,0.0,4.0,,,4.0,0.2,,,15.0,12.0,,,,,,,,,3.3,,-4.0,,-4.0,,-4.0,-4.0,,,,,-3.6,-0.2,,,,-4.0,-0.0,,,0.0,-3.8,,,11.0,8.0,,,,,,,,,-0.7,,,False,,False,False,,,,,True,True,,,,True,True,,,True,True,,,False,False,,,,,,,,,True,
02105,0,0.0,,0.0,,0.0,0.0,,,,,,0.9,,,,0.7,0.0,,,,0.2,,,,,,,,,,,,,,,0.0,,0.0,,0.0,0.0,,,,,,0.9,,,,0.7,0.0,,,,0.2,,,,,,,,,,,,,,,,True,,True,True,,,,,,False,,,,False,True,,,,False,,,,,,,,,,,,,,
02110,102,124.0,,136.2,,103.0,35.0,,,,,109.1,190.6,,,,114.5,103.9,186.0,,44.0,96.7,0.0,,20.0,171.6,,,,,,,,,132.8,,22.0,,34.2,,1.0,-67.0,,,,,7.1,88.6,,,,12.5,1.9,84.0,,-58.0,-5.3,-102.0,,-82.0,69.6,,,,,,,,,30.8,,,False,,True,False,,,,,True,False,,,,True,True,False,,False,True,False,,False,False,,,,,,,,,False,
02122,256,288.0,,230.7,,200.0,75.0,,,,,313.8,584.6,,,,103.7,192.7,,,26.0,163.4,0.0,,344.0,390.4,,,,,251.9,,,,343.1,,32.0,,-25.3,,-56.0,-181.0,,,,,57.8,328.6,,,,-152.3,-63.3,,,-230.0,-92.6,-256.0,,88.0,134.4,,,,,-4.1,,,,87.1,,,True,,False,False,,,,,False,False,,,,False,False,,,False,False,False,,False,False,,,,,True,,,,False,
02130,38,48.0,,50.0,,27.0,,,,,,20.8,80.9,,,,568.3,27.5,,,8.0,30.4,0.0,,32.0,,,,,,,,,,41.6,,10.0,,12.0,,-11.0,,,,,,-17.2,42.9,,,,530.3,-10.5,,,-30.0,-7.6,-38.0,,-6.0,,,,,,,,,,3.6,,,False,,False,,,,,,False,False,,,,False,False,,,False,True,False,,True,,,,,,,,,,True,
02150,106,152.0,,156.9,,100.0,,,,,,140.3,183.7,,,,80.4,114.8,,,72.0,91.0,0.0,,117.0,327.8,,,,,,,,,160.7,,46.0,,50.9,,-6.0,,,,,,34.3,77.7,,,,-25.6,8.8,,,-34.0,-15.0,-106.0,,11.0,221.8,,,,,,,,,54.7,,,False,,True,,,,,,True,False,,,,True,True,,,True,True,False,,True,False,,,,,,,,,False,
02158,280,584.0,,682.8,,288.0,0.0,,,,,,656.0,,,,2343.3,237.4,,,122.0,286.2,,,,,,,,,,,,,,,304.0,,402.8,,8.0,-280.0,,,,,,376.0,,,,2063.3,-42.6,,,-158.0,6.2,,,,,,,,,,,,,,,,False,,True,True,,,,,,False,,,,False,True,,,True,True,,,,,,,,,,,,,,
