,actual_cases,COVIDhub-baseline,BPagano-RtDriven,CEID-Walk,CMU-TimeSeries,COVIDhub-ensemble,CU-select,Columbia_UNC-SurvCon,Covid19Sim-Simulator,CovidAnalytics-DELPHI,DDS-NBDS,FAIR-NRAR,Google_Harvard-CPF,IBF-TimeSeries,IEM_MED-CovidProject,IowaStateLW-STEM,JHUAPL-Bucky,JHU_IDD-CovidSP,JHU_UNC_GAS-StatMechPool,Karlen-pypm,LANL-GrowthRate,LNQ-ens1,MITCovAlliance-SIR,Microsoft-DeepSTIA,OneQuietNight-ML,PandemicCentral-USCounty,QJHong-Encounter,RobertWalraven-ESG,TTU-squider,UCF-AEM,UCLA-SuEIR,UMass-MechBayes,UMich-RidgeTfReg,USC-SI_kJalpha,UVA-Ensemble,UpstateSU-GRU,error-COVIDhub-baseline,error-BPagano-RtDriven,error-CEID-Walk,error-CMU-TimeSeries,error-COVIDhub-ensemble,error-CU-select,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-CovidAnalytics-DELPHI,error-DDS-NBDS,error-FAIR-NRAR,error-Google_Harvard-CPF,error-IBF-TimeSeries,error-IEM_MED-CovidProject,error-IowaStateLW-STEM,error-JHUAPL-Bucky,error-JHU_IDD-CovidSP,error-JHU_UNC_GAS-StatMechPool,error-Karlen-pypm,error-LANL-GrowthRate,error-LNQ-ens1,error-MITCovAlliance-SIR,error-Microsoft-DeepSTIA,error-OneQuietNight-ML,error-PandemicCentral-USCounty,error-QJHong-Encounter,error-RobertWalraven-ESG,error-TTU-squider,error-UCF-AEM,error-UCLA-SuEIR,error-UMass-MechBayes,error-UMich-RidgeTfReg,error-USC-SI_kJalpha,error-UVA-Ensemble,error-UpstateSU-GRU,beat_baseline-BPagano-RtDriven,beat_baseline-CEID-Walk,beat_baseline-CMU-TimeSeries,beat_baseline-COVIDhub-ensemble,beat_baseline-CU-select,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-DDS-NBDS,beat_baseline-FAIR-NRAR,beat_baseline-Google_Harvard-CPF,beat_baseline-IBF-TimeSeries,beat_baseline-IEM_MED-CovidProject,beat_baseline-IowaStateLW-STEM,beat_baseline-JHUAPL-Bucky,beat_baseline-JHU_IDD-CovidSP,beat_baseline-JHU_UNC_GAS-StatMechPool,beat_baseline-Karlen-pypm,beat_baseline-LANL-GrowthRate,beat_baseline-LNQ-ens1,beat_baseline-MITCovAlliance-SIR,beat_baseline-Microsoft-DeepSTIA,beat_baseline-OneQuietNight-ML,beat_baseline-PandemicCentral-USCounty,beat_baseline-QJHong-Encounter,beat_baseline-RobertWalraven-ESG,beat_baseline-TTU-squider,beat_baseline-UCF-AEM,beat_baseline-UCLA-SuEIR,beat_baseline-UMass-MechBayes,beat_baseline-UMich-RidgeTfReg,beat_baseline-USC-SI_kJalpha,beat_baseline-UVA-Ensemble,beat_baseline-UpstateSU-GRU
37109,2155,1852.0,,1838.4,,1742.0,2005.0,,,,,1302.4,2927.1,,,1641.0,2074.6,1000.3,1441.0,,1811.0,1665.7,192.9,,1665.0,2143.7,,,,,1221.8,,,,2725.2,1407.0,-303.0,,-316.6,,-413.0,-150.0,,,,,-852.6,772.1,,,-514.0,-80.4,-1154.7,-714.0,,-344.0,-489.3,-1962.1,,-490.0,-11.3,,,,,-933.2,,,,570.2,-748.0,,False,,False,True,,,,,False,False,,,False,True,False,False,,False,False,False,,False,True,,,,,False,,,,False,False
37111,1054,1092.0,,1061.0,,867.0,1571.0,,,,,750.0,1941.5,,,955.0,918.8,603.2,680.0,,552.0,907.8,175.6,,790.0,1045.4,,,,,451.3,,,,1893.8,603.0,38.0,,7.0,,-187.0,517.0,,,,,-304.0,887.5,,,-99.0,-135.2,-450.8,-374.0,,-502.0,-146.2,-878.4,,-264.0,-8.6,,,,,-602.7,,,,839.8,-451.0,,True,,False,False,,,,,False,False,,,False,False,False,False,,False,False,False,,False,True,,,,,False,,,,False,False
37113,703,700.0,,712.0,,647.0,954.0,,,,,426.9,1545.0,,,536.0,912.6,638.9,579.0,,985.0,640.2,50.8,,482.0,653.5,,,,,,,,,1219.1,472.0,-3.0,,9.0,,-56.0,251.0,,,,,-276.1,842.0,,,-167.0,209.6,-64.1,-124.0,,282.0,-62.8,-652.2,,-221.0,-49.5,,,,,,,,,516.1,-231.0,,False,,False,False,,,,,False,False,,,False,False,False,False,,False,False,False,,False,False,,,,,,,,,False,False
37115,361,248.0,,272.0,,245.0,276.0,,,,,140.0,1164.8,,,378.0,288.6,192.5,,,131.0,183.7,0.0,,203.0,294.3,,,,,,,,,331.1,138.0,-113.0,,-89.0,,-116.0,-85.0,,,,,-221.0,803.8,,,17.0,-72.4,-168.5,,,-230.0,-177.3,-361.0,,-158.0,-66.7,,,,,,,,,-29.9,-223.0,,True,,False,True,,,,,False,False,,,True,True,False,,,False,False,False,,False,True,,,,,,,,,True,False
37117,427,652.0,,717.8,,510.0,713.0,,,,,387.5,869.3,,,286.0,633.4,389.6,,,492.0,574.6,78.6,,463.0,513.9,,,,,,,,,469.3,376.0,225.0,,290.8,,83.0,286.0,,,,,-39.5,442.3,,,-141.0,206.4,-37.4,,,65.0,147.6,-348.4,,36.0,86.9,,,,,,,,,42.3,-51.0,,False,,True,False,,,,,True,False,,,True,True,True,,,True,True,False,,True,True,,,,,,,,,True,True
37119,20548,18952.0,,18924.0,26989.3,18412.0,21133.0,,,,,16284.1,31002.4,,21296.2,16022.0,15864.5,11474.0,18716.5,,15619.5,17180.0,5308.3,,17571.0,17934.3,,,,,12103.4,21475.0,,,28614.6,9892.0,-1596.0,,-1624.0,6441.3,-2136.0,585.0,,,,,-4263.9,10454.4,,748.2,-4526.0,-4683.5,-9074.0,-1831.5,,-4928.5,-3368.0,-15239.7,,-2977.0,-2613.7,,,,,-8444.6,927.0,,,8066.6,-10656.0,,False,False,False,True,,,,,False,False,,True,False,False,False,False,,False,False,False,,False,False,,,,,False,True,,,False,False
37121,220,212.0,,221.4,,156.0,50.0,,,,,153.1,903.9,,,246.0,144.2,196.3,,,69.0,130.7,0.0,,247.0,278.3,,,,,,,,,211.6,195.0,-8.0,,1.4,,-64.0,-170.0,,,,,-66.9,683.9,,,26.0,-75.8,-23.7,,,-151.0,-89.3,-220.0,,27.0,58.3,,,,,,,,,-8.4,-25.0,,True,,False,False,,,,,False,False,,,False,False,False,,,False,False,False,,False,False,,,,,,,,,False,False
37123,729,480.0,,485.2,,438.0,424.0,,,,,509.5,509.6,,,539.0,366.5,368.2,,,231.0,388.6,39.2,,446.0,568.3,,,,,,,,,595.3,311.0,-249.0,,-243.8,,-291.0,-305.0,,,,,-219.5,-219.4,,,-190.0,-362.5,-360.8,,,-498.0,-340.4,-689.8,,-283.0,-160.7,,,,,,,,,-133.7,-418.0,,True,,False,False,,,,,True,True,,,True,False,False,,,False,False,False,,False,True,,,,,,,,,True,False
37125,1899,1928.0,,1908.5,,1606.0,3999.0,,,,,1443.9,2439.0,,1598.6,1611.0,1916.3,1294.7,1480.0,,1563.5,1563.4,289.2,,1770.0,1709.8,,,,,1092.4,,,,3101.2,1211.0,29.0,,9.5,,-293.0,2100.0,,,,,-455.1,540.0,,-300.4,-288.0,17.3,-604.3,-419.0,,-335.5,-335.6,-1609.8,,-129.0,-189.2,,,,,-806.6,,,,1202.2,-688.0,,True,,False,False,,,,,False,False,,False,False,True,False,False,,False,False,False,,False,False,,,,,False,,,,False,False
37127,1774,1596.0,,1560.2,,1460.0,1917.0,,,,,1401.5,2126.1,,,1353.0,1391.7,1184.6,1395.0,,1642.0,1448.4,271.6,,1506.0,1682.7,,,,,1454.7,,,,1851.6,1242.0,-178.0,,-213.8,,-314.0,143.0,,,,,-372.5,352.1,,,-421.0,-382.3,-589.4,-379.0,,-132.0,-325.6,-1502.4,,-268.0,-91.3,,,,,-319.3,,,,77.6,-532.0,,False,,False,True,,,,,False,False,,,False,False,False,False,,True,False,False,,False,True,,,,,False,,,,True,False
37129,3556,2272.0,,2186.8,,2314.0,1991.0,,,,,2160.4,2959.1,,,2500.0,2899.0,2170.5,1981.5,,2490.5,2104.6,531.1,,2819.0,2773.6,,,,,1947.6,2514.0,,,2794.6,1307.0,-1284.0,,-1369.2,,-1242.0,-1565.0,,,,,-1395.6,-596.9,,,-1056.0,-657.0,-1385.5,-1574.5,,-1065.5,-1451.4,-3024.9,,-737.0,-782.4,,,,,-1608.4,-1042.0,,,-761.4,-2249.0,,False,,True,False,,,,,False,True,,,True,True,False,False,,True,False,False,,True,True,,,,,False,True,,,True,False
37131,396,332.0,,326.3,,249.0,231.0,,,,,195.6,612.4,,,184.0,519.2,202.4,,,240.0,291.0,21.5,,259.0,286.9,,,,,,,,,385.4,212.0,-64.0,,-69.7,,-147.0,-165.0,,,,,-200.4,216.4,,,-212.0,123.2,-193.6,,,-156.0,-105.0,-374.5,,-137.0,-109.1,,,,,,,,,-10.6,-184.0,,False,,False,False,,,,,False,False,,,False,False,False,,,False,False,False,,False,False,,,,,,,,,True,False
37133,3524,3628.0,,3939.1,,3008.0,14398.0,,,,,2048.7,6852.9,,,2877.0,5043.7,1995.8,1701.0,,2895.0,2874.4,938.7,,3176.0,2953.7,,,,,3013.2,5169.0,,,5878.0,1735.0,104.0,,415.1,,-516.0,10874.0,,,,,-1475.3,3328.9,,,-647.0,1519.7,-1528.2,-1823.0,,-629.0,-649.6,-2585.3,,-348.0,-570.3,,,,,-510.8,1645.0,,,2354.0,-1789.0,,False,,False,False,,,,,False,False,,,False,False,False,False,,False,False,False,,False,False,,,,,False,False,,,False,False
37135,1440,1240.0,,1236.2,,1234.0,2909.0,,,,,1158.2,1458.9,,1591.6,1619.0,2252.3,1407.6,1098.5,,1199.0,1121.9,0.0,,1375.0,5510.2,,,,,1240.4,0.0,,,2134.3,1478.0,-200.0,,-203.8,,-206.0,1469.0,,,,,-281.8,18.9,,151.6,179.0,812.3,-32.4,-341.5,,-241.0,-318.1,-1440.0,,-65.0,4070.2,,,,,-199.6,-1440.0,,,694.3,38.0,,False,,False,False,,,,,False,True,,True,True,False,True,False,,False,False,False,,True,False,,,,,True,False,,,False,True
37137,211,112.0,,115.8,,105.0,37.0,,,,,119.7,144.7,,,182.0,104.4,96.5,,,64.0,94.7,0.0,,141.0,171.1,,,,,,,,,113.3,165.0,-99.0,,-95.2,,-106.0,-174.0,,,,,-91.3,-66.3,,,-29.0,-106.6,-114.5,,,-147.0,-116.3,-211.0,,-70.0,-39.9,,,,,,,,,-97.7,-46.0,,True,,False,False,,,,,True,True,,,True,False,False,,,False,False,False,,True,True,,,,,,,,,True,True
37139,760,768.0,,742.0,,719.0,568.0,,,,,585.3,658.1,,,390.0,1743.9,501.6,826.5,,714.0,701.8,100.8,,673.0,888.3,,,,,,,,,893.1,,8.0,,-18.0,,-41.0,-192.0,,,,,-174.7,-101.9,,,-370.0,983.9,-258.4,66.5,,-46.0,-58.2,-659.2,,-87.0,128.3,,,,,,,,,133.1,,,False,,False,False,,,,,False,False,,,False,False,False,False,,False,False,False,,False,False,,,,,,,,,False,
37141,1154,1016.0,,965.8,,881.0,1008.0,,,,,685.8,1938.6,,,702.0,1515.0,749.4,855.0,,892.5,868.0,130.8,,909.0,1034.9,,,,,524.0,,,,1181.5,689.0,-138.0,,-188.2,,-273.0,-146.0,,,,,-468.2,784.6,,,-452.0,361.0,-404.6,-299.0,,-261.5,-286.0,-1023.2,,-245.0,-119.1,,,,,-630.0,,,,27.5,-465.0,,False,,False,False,,,,,False,False,,,False,False,False,False,,False,False,False,,False,True,,,,,False,,,,True,False
37143,188,260.0,,254.9,,224.0,330.0,,,,,156.4,358.0,,,118.0,330.9,174.4,,,208.5,232.0,8.0,,221.0,189.0,,,,,,,,,396.4,145.0,72.0,,66.9,,36.0,142.0,,,,,-31.6,170.0,,,-70.0,142.9,-13.6,,,20.5,44.0,-180.0,,33.0,1.0,,,,,,,,,208.4,-43.0,,True,,True,False,,,,,True,False,,,True,False,True,,,True,True,False,,True,True,,,,,,,,,False,True
37145,743,788.0,,793.5,,624.0,676.0,,,,,438.4,1303.6,,,554.0,1378.4,549.1,639.0,,710.0,619.9,110.9,,651.0,414.4,,,,,,,,,789.6,458.0,45.0,,50.5,,-119.0,-67.0,,,,,-304.6,560.6,,,-189.0,635.4,-193.9,-104.0,,-33.0,-123.1,-632.1,,-92.0,-328.6,,,,,,,,,46.6,-285.0,,False,,False,False,,,,,False,False,,,False,False,False,False,,True,False,False,,False,False,,,,,,,,,False,False
37147,3262,3952.0,,3735.7,,3555.0,8034.0,,,,,2925.1,4253.3,,,2276.0,5248.7,3017.3,3144.0,,3978.5,3599.0,618.2,,3451.0,5942.7,,,,,2859.5,4203.0,,,3230.0,1799.0,690.0,,473.7,,293.0,4772.0,,,,,-336.9,991.3,,,-986.0,1986.7,-244.7,-118.0,,716.5,337.0,-2643.8,,189.0,2680.7,,,,,-402.5,941.0,,,-32.0,-1463.0,,True,,True,False,,,,,True,False,,,False,False,True,True,,False,True,False,,True,False,,,,,True,False,,,True,False
37149,396,368.0,,365.2,,333.0,591.0,,,,,197.6,440.9,,,392.0,356.5,250.5,,,205.0,304.1,38.7,,278.0,344.5,,,,,,,,,445.8,236.0,-28.0,,-30.8,,-63.0,195.0,,,,,-198.4,44.9,,,-4.0,-39.5,-145.5,,,-191.0,-91.9,-357.3,,-118.0,-51.5,,,,,,,,,49.8,-160.0,,False,,False,False,,,,,False,False,,,True,False,False,,,False,False,False,,False,False,,,,,,,,,False,False
37151,2873,2860.0,,2913.1,,2691.0,6692.0,,,,,2032.2,6463.3,,,2813.0,3229.5,1836.1,2017.5,,2931.0,2608.8,401.1,,2545.0,2708.4,,,,,1675.4,3549.0,,,3331.2,1472.0,-13.0,,40.1,,-182.0,3819.0,,,,,-840.8,3590.3,,,-60.0,356.5,-1036.9,-855.5,,58.0,-264.2,-2471.9,,-328.0,-164.6,,,,,-1197.6,676.0,,,458.2,-1401.0,,False,,False,False,,,,,False,False,,,False,False,False,False,,False,False,False,,False,False,,,,,False,False,,,False,False
37153,906,596.0,,562.3,,521.0,444.0,,,,,561.7,996.6,,,884.0,446.9,418.3,584.5,,341.0,427.4,0.0,,638.0,928.8,,,,,572.3,,,,602.1,470.0,-310.0,,-343.7,,-385.0,-462.0,,,,,-344.3,90.6,,,-22.0,-459.1,-487.7,-321.5,,-565.0,-478.6,-906.0,,-268.0,22.8,,,,,-333.7,,,,-303.9,-436.0,,False,,False,False,,,,,False,True,,,True,False,False,False,,False,False,False,,True,True,,,,,False,,,,True,False
37155,2999,3472.0,,3488.7,,3126.0,6011.0,,,,,2343.1,3652.8,,,2101.0,6101.5,2041.0,2316.5,,4261.5,3016.2,185.1,,2813.0,3469.1,,,,,2108.8,3709.0,,,2968.3,2302.0,473.0,,489.7,,127.0,3012.0,,,,,-655.9,653.8,,,-898.0,3102.5,-958.0,-682.5,,1262.5,17.2,-2813.9,,-186.0,470.1,,,,,-890.2,710.0,,,-30.7,-697.0,,False,,True,False,,,,,False,False,,,False,False,False,False,,False,True,False,,True,True,,,,,False,False,,,True,False
37157,1540,1376.0,,1349.0,,1284.0,2727.0,,,,,949.9,3280.4,,,1330.0,1598.2,1245.4,1128.0,,1462.0,1141.8,135.8,,1393.0,1329.2,,,,,990.1,,,,1808.4,896.0,-164.0,,-191.0,,-256.0,1187.0,,,,,-590.1,1740.4,,,-210.0,58.2,-294.6,-412.0,,-78.0,-398.2,-1404.2,,-147.0,-210.8,,,,,-549.9,,,,268.4,-644.0,,False,,False,False,,,,,False,False,,,False,True,False,False,,True,False,False,,True,False,,,,,False,,,,False,False
37159,3282,3652.0,,3600.5,,3219.0,6946.0,,,,,2394.8,6513.7,,,2646.0,3315.3,2479.6,2906.0,,3520.0,3463.2,520.3,,3005.0,3444.1,,,,,1484.3,5148.0,,,5559.9,2191.0,370.0,,318.5,,-63.0,3664.0,,,,,-887.2,3231.7,,,-636.0,33.3,-802.4,-376.0,,238.0,181.2,-2761.7,,-277.0,162.1,,,,,-1797.7,1866.0,,,2277.9,-1091.0,,True,,True,False,,,,,False,False,,,False,True,False,False,,True,True,False,,True,True,,,,,False,False,,,False,False
37161,1607,1848.0,,1854.1,,1501.0,1931.0,,,,,1156.7,3166.1,,,1600.0,1572.5,1061.1,985.0,,1715.5,1630.9,356.7,,1382.0,1345.5,,,,,1400.0,,,,2484.1,1059.0,241.0,,247.1,,-106.0,324.0,,,,,-450.3,1559.1,,,-7.0,-34.5,-545.9,-622.0,,108.5,23.9,-1250.3,,-225.0,-261.5,,,,,-207.0,,,,877.1,-548.0,,False,,True,False,,,,,False,False,,,True,True,False,False,,True,True,False,,True,False,,,,,True,,,,False,False
37163,1033,1036.0,,1069.4,,973.0,893.0,,,,,1003.6,1929.9,,,1113.0,987.4,678.0,943.5,,776.0,905.0,123.2,,1089.0,1151.1,,,,,808.9,,,,1710.3,810.0,3.0,,36.4,,-60.0,-140.0,,,,,-29.4,896.9,,,80.0,-45.6,-355.0,-89.5,,-257.0,-128.0,-909.8,,56.0,118.1,,,,,-224.1,,,,677.3,-223.0,,False,,False,False,,,,,False,False,,,False,False,False,False,,False,False,False,,False,False,,,,,False,,,,False,False
37165,541,580.0,,571.6,,505.0,1278.0,,,,,566.8,822.3,,,548.0,519.5,408.7,450.5,,158.0,413.3,126.6,,576.0,599.6,,,,,402.1,,,,578.3,490.0,39.0,,30.6,,-36.0,737.0,,,,,25.8,281.3,,,7.0,-21.5,-132.3,-90.5,,-383.0,-127.7,-414.4,,35.0,58.6,,,,,-138.9,,,,37.3,-51.0,,True,,True,False,,,,,True,False,,,True,True,False,False,,False,False,False,,True,False,,,,,False,,,,True,False
37167,1458,1372.0,,1421.9,,1341.0,1942.0,,,,,1212.0,1220.4,,,1304.0,1814.5,904.3,1138.5,,1517.0,1325.9,120.9,,1250.0,1793.6,,,,,687.1,,,,1462.9,1056.0,-86.0,,-36.1,,-117.0,484.0,,,,,-246.0,-237.6,,,-154.0,356.5,-553.7,-319.5,,59.0,-132.1,-1337.1,,-208.0,335.6,,,,,-770.9,,,,4.9,-402.0,,True,,False,False,,,,,False,False,,,False,False,False,False,,True,False,False,,False,False,,,,,False,,,,True,False
37169,985,872.0,,871.5,,775.0,1399.0,,,,,502.1,2478.6,,,778.0,765.3,574.8,716.5,,997.0,763.8,50.3,,741.0,695.5,,,,,,,,,1046.0,621.0,-113.0,,-113.5,,-210.0,414.0,,,,,-482.9,1493.6,,,-207.0,-219.7,-410.2,-268.5,,12.0,-221.2,-934.7,,-244.0,-289.5,,,,,,,,,61.0,-364.0,,False,,False,False,,,,,False,False,,,False,False,False,False,,True,False,False,,False,False,,,,,,,,,True,False
37171,1640,1544.0,,1511.0,,1313.0,2048.0,,,,,1104.0,3501.8,,,1227.0,1274.6,1003.0,1334.0,,1152.0,1280.1,130.8,,1334.0,1404.3,,,,,1112.9,,,,2697.5,775.0,-96.0,,-129.0,,-327.0,408.0,,,,,-536.0,1861.8,,,-413.0,-365.4,-637.0,-306.0,,-488.0,-359.9,-1509.2,,-306.0,-235.7,,,,,-527.1,,,,1057.5,-865.0,,False,,False,False,,,,,False,False,,,False,False,False,False,,False,False,False,,False,False,,,,,False,,,,False,False
37173,348,328.0,,331.3,,262.0,327.0,,,,,203.4,584.5,,,213.0,456.8,223.6,,,330.5,262.2,14.0,,193.0,249.2,,,,,,,,,562.3,174.0,-20.0,,-16.7,,-86.0,-21.0,,,,,-144.6,236.5,,,-135.0,108.8,-124.4,,,-17.5,-85.8,-334.0,,-155.0,-98.8,,,,,,,,,214.3,-174.0,,True,,False,False,,,,,False,False,,,False,False,False,,,True,False,False,,False,False,,,,,,,,,False,False
37175,607,456.0,,450.7,,425.0,564.0,,,,,268.7,537.9,,,697.0,663.5,429.3,380.0,,327.0,351.9,18.5,,371.0,579.3,,,,,,,,,708.4,293.0,-151.0,,-156.3,,-182.0,-43.0,,,,,-338.3,-69.1,,,90.0,56.5,-177.7,-227.0,,-280.0,-255.1,-588.5,,-236.0,-27.7,,,,,,,,,101.4,-314.0,,False,,False,True,,,,,False,True,,,True,True,False,False,,False,False,False,,False,True,,,,,,,,,True,False
37177,82,56.0,,61.8,,45.0,0.0,,,,,40.4,75.8,,,40.0,741.0,34.1,,,59.0,35.0,0.0,,54.0,66.4,,,,,,,,,37.9,67.0,-26.0,,-20.2,,-37.0,-82.0,,,,,-41.6,-6.2,,,-42.0,659.0,-47.9,,,-23.0,-47.0,-82.0,,-28.0,-15.6,,,,,,,,,-44.1,-15.0,,True,,False,False,,,,,False,True,,,False,False,False,,,True,False,False,,False,True,,,,,,,,,False,True
37179,4999,5544.0,,5549.3,,5147.0,8691.0,,,,,3431.6,7367.9,,7091.9,4418.0,8089.9,3548.0,3761.5,,4776.5,5111.3,788.6,,4183.0,6520.9,,,,,3836.5,7211.0,,,6143.6,3384.0,545.0,,550.3,,148.0,3692.0,,,,,-1567.4,2368.9,,2092.9,-581.0,3090.9,-1451.0,-1237.5,,-222.5,112.3,-4210.4,,-816.0,1521.9,,,,,-1162.5,2212.0,,,1144.6,-1615.0,,False,,True,False,,,,,False,False,,False,False,False,False,False,,True,True,False,,False,False,,,,,False,False,,,False,False
37181,906,708.0,,721.4,,664.0,720.0,,,,,659.3,1990.8,,,586.0,703.9,536.1,632.0,,857.0,677.4,61.7,,679.0,761.4,,,,,308.5,,,,835.7,547.0,-198.0,,-184.6,,-242.0,-186.0,,,,,-246.7,1084.8,,,-320.0,-202.1,-369.9,-274.0,,-49.0,-228.6,-844.3,,-227.0,-144.6,,,,,-597.5,,,,-70.3,-359.0,,True,,False,True,,,,,False,False,,,False,False,False,False,,True,False,False,,False,True,,,,,False,,,,True,False
37183,19064,16396.0,,16175.8,25652.5,16085.0,48007.0,,,,,12106.5,14588.6,,20857.3,14148.0,32068.1,13109.6,17526.0,,17999.5,14936.2,4426.9,,13567.0,16957.5,,,,,13064.3,19801.0,,,11709.8,11219.0,-2668.0,,-2888.2,6588.5,-2979.0,28943.0,,,,,-6957.5,-4475.4,,1793.3,-4916.0,13004.1,-5954.4,-1538.0,,-1064.5,-4127.8,-14637.1,,-5497.0,-2106.5,,,,,-5999.7,737.0,,,-7354.2,-7845.0,,False,False,False,False,,,,,False,False,,True,False,False,False,True,,True,False,False,,False,True,,,,,False,True,,,False,False
37185,289,232.0,,231.8,,190.0,31.0,,,,,202.9,681.7,,,175.0,260.2,148.3,,,20.0,119.1,0.0,,259.0,269.3,,,,,,,,,484.6,169.0,-57.0,,-57.2,,-99.0,-258.0,,,,,-86.1,392.7,,,-114.0,-28.8,-140.7,,,-269.0,-169.9,-289.0,,-30.0,-19.7,,,,,,,,,195.6,-120.0,,False,,False,False,,,,,False,False,,,False,True,False,,,False,False,False,,True,True,,,,,,,,,False,False
37187,258,320.0,,317.0,,195.0,911.0,,,,,132.3,464.4,,,174.0,1339.3,197.2,,,123.0,208.0,10.5,,224.0,154.7,,,,,,,,,340.5,175.0,62.0,,59.0,,-63.0,653.0,,,,,-125.7,206.4,,,-84.0,1081.3,-60.8,,,-135.0,-50.0,-247.5,,-34.0,-103.3,,,,,,,,,82.5,-83.0,,True,,False,False,,,,,False,False,,,False,False,True,,,False,True,False,,True,False,,,,,,,,,False,False
37189,580,828.0,,899.6,,606.0,4056.0,,,,,496.7,1339.1,,,671.0,1889.2,484.4,525.5,,480.0,593.5,245.7,,506.0,981.9,,,,,,,,,551.7,536.0,248.0,,319.6,,26.0,3476.0,,,,,-83.3,759.1,,,91.0,1309.2,-95.6,-54.5,,-100.0,13.5,-334.3,,-74.0,401.9,,,,,,,,,-28.3,-44.0,,False,,True,False,,,,,True,False,,,True,False,True,True,,True,True,False,,True,False,,,,,,,,,True,True
37191,1532,1616.0,,1748.8,,1594.0,4007.0,,,,,1517.2,2806.5,,,1995.0,2629.0,1114.2,1233.0,,1652.0,1414.1,368.9,,1779.0,1585.9,,,,,1150.4,,,,2663.7,1256.0,84.0,,216.8,,62.0,2475.0,,,,,-14.8,1274.5,,,463.0,1097.0,-417.8,-299.0,,120.0,-117.9,-1163.1,,247.0,53.9,,,,,-381.6,,,,1131.7,-276.0,,False,,True,False,,,,,True,False,,,False,False,False,False,,False,False,False,,False,True,,,,,False,,,,False,False
37193,1254,1280.0,,1256.3,,1250.0,2248.0,,,,,756.2,3311.0,,,1281.0,1382.5,959.7,985.5,,1348.0,1184.5,154.9,,1112.0,1478.0,,,,,746.1,,,,1607.5,780.0,26.0,,2.3,,-4.0,994.0,,,,,-497.8,2057.0,,,27.0,128.5,-294.3,-268.5,,94.0,-69.5,-1099.1,,-142.0,224.0,,,,,-507.9,,,,353.5,-474.0,,True,,True,False,,,,,False,False,,,False,False,False,False,,False,False,False,,False,False,,,,,False,,,,False,False
37195,1665,1288.0,,1265.3,,1228.0,1145.0,,,,,1199.7,2097.8,,,1211.0,1361.8,880.3,1050.0,,1459.5,1306.2,179.1,,1202.0,1374.5,,,,,636.5,,,,1938.0,780.0,-377.0,,-399.7,,-437.0,-520.0,,,,,-465.3,432.8,,,-454.0,-303.2,-784.7,-615.0,,-205.5,-358.8,-1485.9,,-463.0,-290.5,,,,,-1028.5,,,,273.0,-885.0,,False,,False,False,,,,,False,False,,,False,True,False,False,,True,True,False,,False,True,,,,,False,,,,True,False
37197,772,828.0,,861.1,,638.0,1833.0,,,,,537.5,2352.7,,,630.0,824.3,454.5,546.5,,380.5,648.7,160.9,,684.0,882.3,,,,,484.3,,,,724.3,524.0,56.0,,89.1,,-134.0,1061.0,,,,,-234.5,1580.7,,,-142.0,52.3,-317.5,-225.5,,-391.5,-123.3,-611.1,,-88.0,110.3,,,,,-287.7,,,,-47.7,-248.0,,False,,False,False,,,,,False,False,,,False,True,False,False,,False,False,False,,False,False,,,,,False,,,,True,False
37199,270,188.0,,245.7,,176.0,50.0,,,,,205.4,548.1,,,257.0,120.1,184.3,,,38.0,122.2,0.0,,240.0,336.5,,,,,,,,,316.0,300.0,-82.0,,-24.3,,-94.0,-220.0,,,,,-64.6,278.1,,,-13.0,-149.9,-85.7,,,-232.0,-147.8,-270.0,,-30.0,66.5,,,,,,,,,46.0,30.0,,True,,False,False,,,,,True,False,,,True,False,False,,,False,False,False,,True,True,,,,,,,,,True,True
38001,69,0.0,,0.0,,0.0,0.0,,,,,11.9,16.8,,,36.0,0.1,3.1,,,15.0,1.2,0.0,,13.0,14.5,,,,,,,,,4.4,,-69.0,,-69.0,,-69.0,-69.0,,,,,-57.1,-52.2,,,-33.0,-68.9,-65.9,,,-54.0,-67.8,-69.0,,-56.0,-54.5,,,,,,,,,-64.6,,,False,,False,False,,,,,True,True,,,True,True,True,,,True,True,False,,True,True,,,,,,,,,True,
38003,41,84.0,,79.0,,70.0,13.0,,,,,83.2,52.7,,,89.0,43.0,72.0,,,22.0,66.5,0.0,,92.0,104.0,,,,,,,,,73.5,134.0,43.0,,38.0,,29.0,-28.0,,,,,42.2,11.7,,,48.0,2.0,31.0,,,-19.0,25.5,-41.0,,51.0,63.0,,,,,,,,,32.5,93.0,,True,,True,True,,,,,True,True,,,False,True,True,,,True,True,True,,False,False,,,,,,,,,True,False
38005,30,96.0,,90.8,,56.0,24.0,,,,,106.0,59.1,,,43.0,23.4,88.3,,,7.0,56.3,0.0,,96.0,80.2,,,,,,,,,80.0,43.0,66.0,,60.8,,26.0,-6.0,,,,,76.0,29.1,,,13.0,-6.6,58.3,,,-23.0,26.3,-30.0,,66.0,50.2,,,,,,,,,50.0,13.0,,True,,True,True,,,,,False,True,,,True,True,True,,,True,True,True,,False,True,,,,,,,,,True,True
