,actual_cases,COVIDhub-baseline,BPagano-RtDriven,CEID-Walk,CMU-TimeSeries,COVIDhub-ensemble,CU-select,Columbia_UNC-SurvCon,Covid19Sim-Simulator,CovidAnalytics-DELPHI,DDS-NBDS,FAIR-NRAR,Google_Harvard-CPF,IBF-TimeSeries,IEM_MED-CovidProject,IowaStateLW-STEM,JHUAPL-Bucky,JHU_IDD-CovidSP,JHU_UNC_GAS-StatMechPool,Karlen-pypm,LANL-GrowthRate,LNQ-ens1,MOBS-GLEAM_COVID,Microsoft-DeepSTIA,OliverWyman-Navigator,OneQuietNight-ML,PandemicCentral-USCounty,QJHong-Encounter,RobertWalraven-ESG,SigSci-TS,TTU-squider,UCF-AEM,UCLA-SuEIR,UMass-MechBayes,UMich-RidgeTfReg,USC-SI_kJalpha,UVA-Ensemble,UpstateSU-GRU,error-COVIDhub-baseline,error-BPagano-RtDriven,error-CEID-Walk,error-CMU-TimeSeries,error-COVIDhub-ensemble,error-CU-select,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-CovidAnalytics-DELPHI,error-DDS-NBDS,error-FAIR-NRAR,error-Google_Harvard-CPF,error-IBF-TimeSeries,error-IEM_MED-CovidProject,error-IowaStateLW-STEM,error-JHUAPL-Bucky,error-JHU_IDD-CovidSP,error-JHU_UNC_GAS-StatMechPool,error-Karlen-pypm,error-LANL-GrowthRate,error-LNQ-ens1,error-MOBS-GLEAM_COVID,error-Microsoft-DeepSTIA,error-OliverWyman-Navigator,error-OneQuietNight-ML,error-PandemicCentral-USCounty,error-QJHong-Encounter,error-RobertWalraven-ESG,error-SigSci-TS,error-TTU-squider,error-UCF-AEM,error-UCLA-SuEIR,error-UMass-MechBayes,error-UMich-RidgeTfReg,error-USC-SI_kJalpha,error-UVA-Ensemble,error-UpstateSU-GRU,beat_baseline-BPagano-RtDriven,beat_baseline-CEID-Walk,beat_baseline-CMU-TimeSeries,beat_baseline-COVIDhub-ensemble,beat_baseline-CU-select,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-DDS-NBDS,beat_baseline-FAIR-NRAR,beat_baseline-Google_Harvard-CPF,beat_baseline-IBF-TimeSeries,beat_baseline-IEM_MED-CovidProject,beat_baseline-IowaStateLW-STEM,beat_baseline-JHUAPL-Bucky,beat_baseline-JHU_IDD-CovidSP,beat_baseline-JHU_UNC_GAS-StatMechPool,beat_baseline-Karlen-pypm,beat_baseline-LANL-GrowthRate,beat_baseline-LNQ-ens1,beat_baseline-MOBS-GLEAM_COVID,beat_baseline-Microsoft-DeepSTIA,beat_baseline-OliverWyman-Navigator,beat_baseline-OneQuietNight-ML,beat_baseline-PandemicCentral-USCounty,beat_baseline-QJHong-Encounter,beat_baseline-RobertWalraven-ESG,beat_baseline-SigSci-TS,beat_baseline-TTU-squider,beat_baseline-UCF-AEM,beat_baseline-UCLA-SuEIR,beat_baseline-UMass-MechBayes,beat_baseline-UMich-RidgeTfReg,beat_baseline-USC-SI_kJalpha,beat_baseline-UVA-Ensemble,beat_baseline-UpstateSU-GRU
27117,75,84.0,,84.0,,79.0,0.0,,,,,150.5,127.0,,,64.0,75.3,50.7,,,155.0,82.6,,,108.0,68.0,109.6,,,,,,,,,,76.9,81.6,9.0,,9.0,,4.0,-75.0,,,,,75.5,52.0,,,-11.0,0.3,-24.3,,,80.0,7.6,,,33.0,-7.0,34.6,,,,,,,,,,1.9,6.6,,True,,True,False,,,,,False,False,,,False,True,False,,,False,True,,,False,True,False,,,,,,,,,,True,True
27119,80,117.0,,127.9,,126.0,8.0,,,,,321.3,316.4,,,221.0,65.6,168.6,104.0,,56.0,126.0,,,80.0,180.0,462.5,,,,,,440.5,,,,98.3,167.8,37.0,,47.9,,46.0,-72.0,,,,,241.3,236.4,,,141.0,-14.4,88.6,24.0,,-24.0,46.0,,,0.0,100.0,382.5,,,,,,360.5,,,,18.3,87.8,,False,,False,False,,,,,False,False,,,False,True,False,True,,True,False,,,True,False,False,,,,,,False,,,,True,False
27121,27,96.0,,90.3,,84.0,7.0,,,,,87.3,137.6,,,83.0,8.6,56.6,,,95.0,100.3,,,125.0,69.0,82.0,,,,,,,,,,127.0,86.6,69.0,,63.3,,57.0,-20.0,,,,,60.3,110.6,,,56.0,-18.4,29.6,,,68.0,73.3,,,98.0,42.0,55.0,,,,,,,,,,100.0,59.6,,True,,True,True,,,,,True,False,,,True,True,True,,,True,False,,,False,True,True,,,,,,,,,,False,True
27123,2384,4254.0,,3889.1,4571.7,3718.0,9395.0,,,,,5204.3,4489.9,,3036.1,3972.0,1957.9,4157.2,2930.5,,3724.0,4582.0,,,3307.0,3623.0,3411.4,,,,,,3453.1,3759.0,,,5356.0,2193.4,1870.0,,1505.1,2187.7,1334.0,7011.0,,,,,2820.3,2105.9,,652.1,1588.0,-426.1,1773.2,546.5,,1340.0,2198.0,,,923.0,1239.0,1027.4,,,,,,1069.1,1375.0,,,2972.0,-190.6,,True,False,True,False,,,,,False,False,,True,True,True,True,True,,True,False,,,True,True,True,,,,,,True,True,,,False,True
27125,9,6.0,,6.3,,12.0,0.0,,,,,37.5,39.6,,,18.0,3.9,21.6,,,2.0,13.7,,,,14.0,35.3,,,,,,,,,,21.6,15.2,-3.0,,-2.7,,3.0,-9.0,,,,,28.5,30.6,,,9.0,-5.1,12.6,,,-7.0,4.7,,,,5.0,26.3,,,,,,,,,,12.6,6.2,,True,,False,False,,,,,False,False,,,False,False,False,,,False,False,,,,False,False,,,,,,,,,,False,False
27127,69,117.0,,96.0,,102.0,8.0,,,,,202.5,194.7,,,147.0,28.6,87.7,,,42.0,110.7,,,104.0,115.0,141.6,,,,,,,,,,96.6,97.6,48.0,,27.0,,33.0,-61.0,,,,,133.5,125.7,,,78.0,-40.4,18.7,,,-27.0,41.7,,,35.0,46.0,72.6,,,,,,,,,,27.6,28.6,,True,,True,False,,,,,False,False,,,False,True,True,,,True,True,,,True,True,False,,,,,,,,,,True,True
27129,53,138.0,,126.7,,111.0,8.0,,,,,211.1,183.4,,,107.0,42.4,106.8,,,47.0,122.7,,,94.0,130.0,140.8,,,,,,,,,,83.5,111.6,85.0,,73.7,,58.0,-45.0,,,,,158.1,130.4,,,54.0,-10.6,53.8,,,-6.0,69.7,,,41.0,77.0,87.8,,,,,,,,,,30.5,58.6,,True,,True,True,,,,,False,False,,,True,True,True,,,True,True,,,True,True,False,,,,,,,,,,True,True
27131,542,780.0,,776.0,,593.0,1015.0,,,,,881.9,887.5,,,565.0,276.2,658.0,558.5,,580.0,765.2,,,698.0,609.0,896.0,,,,,,603.8,,,,597.4,530.5,238.0,,234.0,,51.0,473.0,,,,,339.9,345.5,,,23.0,-265.8,116.0,16.5,,38.0,223.2,,,156.0,67.0,354.0,,,,,,61.8,,,,55.4,-11.5,,True,,True,False,,,,,False,False,,,True,False,True,True,,True,True,,,True,True,False,,,,,,True,,,,True,True
27133,66,90.0,,101.9,,87.0,0.0,,,,,172.1,144.6,,,60.0,87.1,64.3,,,124.0,109.7,,,82.0,76.0,142.1,,,,,,,,,,108.6,71.6,24.0,,35.9,,21.0,-66.0,,,,,106.1,78.6,,,-6.0,21.1,-1.7,,,58.0,43.7,,,16.0,10.0,76.1,,,,,,,,,,42.6,5.6,,False,,True,False,,,,,False,False,,,True,True,True,,,False,False,,,True,True,False,,,,,,,,,,False,True
27135,30,96.0,,98.2,,89.0,0.0,,,,,186.4,183.9,,,112.0,24.1,63.4,,,12.0,78.6,,,70.0,87.0,152.6,,,,,,,,,,129.4,107.1,66.0,,68.2,,59.0,-30.0,,,,,156.4,153.9,,,82.0,-5.9,33.4,,,-18.0,48.6,,,40.0,57.0,122.6,,,,,,,,,,99.4,77.1,,False,,True,True,,,,,False,False,,,False,True,True,,,True,True,,,True,True,False,,,,,,,,,,False,False
27137,970,1734.0,,1914.8,,1445.0,3215.0,,,,,1977.7,1683.0,,,1372.0,1540.6,1341.3,1294.0,,1267.0,1703.5,,,1365.0,1422.0,1443.3,,,,,,2500.1,1184.0,,,917.4,,764.0,,944.8,,475.0,2245.0,,,,,1007.7,713.0,,,402.0,570.6,371.3,324.0,,297.0,733.5,,,395.0,452.0,473.3,,,,,,1530.1,214.0,,,-52.6,,,False,,True,False,,,,,False,True,,,True,True,True,True,,True,True,,,True,True,True,,,,,,False,True,,,True,
27139,805,1449.0,,1414.8,,1272.0,3292.0,,,,,1688.1,1611.0,,,1241.0,1042.1,1117.2,1021.0,,1196.0,1521.8,,,1269.0,1054.0,2123.5,,,,,,1124.0,1576.0,,,1806.5,839.8,644.0,,609.8,,467.0,2487.0,,,,,883.1,806.0,,,436.0,237.1,312.2,216.0,,391.0,716.8,,,464.0,249.0,1318.5,,,,,,319.0,771.0,,,1001.5,34.8,,True,,True,False,,,,,False,False,,,True,True,True,True,,True,False,,,True,True,False,,,,,,True,False,,,False,True
27141,374,933.0,,930.8,,770.0,2522.0,,,,,1057.3,1032.4,,,765.0,647.9,620.5,665.5,,726.0,852.0,,,779.0,710.0,1336.5,,,,,,869.6,,,,1182.5,663.6,559.0,,556.8,,396.0,2148.0,,,,,683.3,658.4,,,391.0,273.9,246.5,291.5,,352.0,478.0,,,405.0,336.0,962.5,,,,,,495.6,,,,808.5,289.6,,True,,True,False,,,,,False,False,,,True,True,True,True,,True,True,,,True,True,False,,,,,,True,,,,False,True
27143,54,87.0,,83.9,,95.0,53.0,,,,,155.8,140.7,,,151.0,115.2,67.8,,,68.0,104.9,,,83.0,80.0,159.0,,,,,,,,,,94.0,114.0,33.0,,29.9,,41.0,-1.0,,,,,101.8,86.7,,,97.0,61.2,13.8,,,14.0,50.9,,,29.0,26.0,105.0,,,,,,,,,,40.0,60.0,,True,,False,True,,,,,False,False,,,False,False,True,,,True,False,,,True,True,False,,,,,,,,,,False,False
27145,735,1440.0,,1199.6,,1381.0,2793.0,,,,,1977.2,1862.0,,,1365.0,673.4,1201.4,950.5,,1152.0,1422.9,,,1085.0,1367.0,2046.6,,,,,,1686.1,1109.0,,,2273.6,1041.7,705.0,,464.6,,646.0,2058.0,,,,,1242.2,1127.0,,,630.0,-61.6,466.4,215.5,,417.0,687.9,,,350.0,632.0,1311.6,,,,,,951.1,374.0,,,1538.6,306.7,,True,,True,False,,,,,False,False,,,True,True,True,True,,True,True,,,True,True,False,,,,,,False,True,,,False,True
27147,228,231.0,,255.1,,226.0,363.0,,,,,355.3,380.9,,,371.0,155.3,218.5,178.5,,169.0,273.4,,,218.0,193.0,403.5,,,,,,307.3,,,,221.1,206.1,3.0,,27.1,,-2.0,135.0,,,,,127.3,152.9,,,143.0,-72.7,-9.5,-49.5,,-59.0,45.4,,,-10.0,-35.0,175.5,,,,,,79.3,,,,-6.9,-21.9,,False,,True,False,,,,,False,False,,,False,False,False,False,,False,False,,,False,False,False,,,,,,False,,,,False,False
27149,23,51.0,,48.3,,49.0,6.0,,,,,86.3,105.6,,,69.0,13.6,56.8,,,5.0,39.8,,,39.0,54.0,72.4,,,,,,,,,,76.7,46.2,28.0,,25.3,,26.0,-17.0,,,,,63.3,82.6,,,46.0,-9.4,33.8,,,-18.0,16.8,,,16.0,31.0,49.4,,,,,,,,,,53.7,23.2,,True,,True,True,,,,,False,False,,,False,True,False,,,True,True,,,True,False,False,,,,,,,,,,False,True
27151,40,84.0,,83.1,,63.0,2.0,,,,,101.0,110.6,,,65.0,36.1,39.7,,,14.0,55.1,,,90.0,64.0,79.8,,,,,,,,,,84.5,69.1,44.0,,43.1,,23.0,-38.0,,,,,61.0,70.6,,,25.0,-3.9,-0.3,,,-26.0,15.1,,,50.0,24.0,39.8,,,,,,,,,,44.5,29.1,,True,,True,True,,,,,False,False,,,True,True,True,,,True,True,,,False,True,True,,,,,,,,,,False,True
27153,67,138.0,,133.7,,123.0,16.0,,,,,233.7,242.8,,,217.0,70.2,170.4,,,76.0,117.2,,,102.0,161.0,181.0,,,,,,173.0,,,,110.4,97.1,71.0,,66.7,,56.0,-51.0,,,,,166.7,175.8,,,150.0,3.2,103.4,,,9.0,50.2,,,35.0,94.0,114.0,,,,,,106.0,,,,43.4,30.1,,True,,True,True,,,,,False,False,,,False,True,False,,,True,True,,,True,False,False,,,,,,False,,,,True,True
27155,47,51.0,,57.4,,32.0,10.0,,,,,37.1,70.9,,,15.0,96.8,23.1,,,27.0,40.5,,,81.0,34.0,28.8,,,,,,,,,,60.4,12.8,4.0,,10.4,,-15.0,-37.0,,,,,-9.9,23.9,,,-32.0,49.8,-23.9,,,-20.0,-6.5,,,34.0,-13.0,-18.2,,,,,,,,,,13.4,-34.2,,False,,False,False,,,,,False,False,,,False,False,False,,,False,False,,,False,False,False,,,,,,,,,,False,False
27157,153,348.0,,339.0,,275.0,862.0,,,,,232.4,348.2,,,222.0,289.6,130.8,,,153.0,275.9,,,319.0,233.0,203.9,,,,,,,,,,353.1,197.0,195.0,,186.0,,122.0,709.0,,,,,79.4,195.2,,,69.0,136.6,-22.2,,,0.0,122.9,,,166.0,80.0,50.9,,,,,,,,,,200.1,44.0,,True,,True,False,,,,,True,False,,,True,True,True,,,True,True,,,True,True,True,,,,,,,,,,False,True
27159,56,114.0,,101.6,,94.0,18.0,,,,,155.2,173.8,,,93.0,42.3,94.2,,,59.0,108.1,,,90.0,92.0,155.2,,,,,,,,,,126.4,68.2,58.0,,45.6,,38.0,-38.0,,,,,99.2,117.8,,,37.0,-13.7,38.2,,,3.0,52.1,,,34.0,36.0,99.2,,,,,,,,,,70.4,12.2,,True,,True,True,,,,,False,False,,,True,True,True,,,True,True,,,True,True,False,,,,,,,,,,False,True
27161,107,252.0,,253.0,,211.0,325.0,,,,,299.4,326.8,,,175.0,168.2,172.0,,,175.0,229.1,,,255.0,202.0,190.2,,,,,,,,,,231.4,232.2,145.0,,146.0,,104.0,218.0,,,,,192.4,219.8,,,68.0,61.2,65.0,,,68.0,122.1,,,148.0,95.0,83.2,,,,,,,,,,124.4,125.2,,False,,True,False,,,,,False,False,,,True,True,True,,,True,True,,,False,True,True,,,,,,,,,,True,True
27163,1405,2517.0,,2355.9,,2319.0,5259.0,,,,,2907.1,2713.6,,,2082.0,1668.1,1300.7,1748.5,,2528.0,2655.7,,,2087.0,1934.0,3290.8,,,,,,2616.2,2950.0,,,2765.4,1485.0,1112.0,,950.9,,914.0,3854.0,,,,,1502.1,1308.6,,,677.0,263.1,-104.3,343.5,,1123.0,1250.7,,,682.0,529.0,1885.8,,,,,,1211.2,1545.0,,,1360.4,80.0,,True,,True,False,,,,,False,False,,,True,True,True,True,,False,False,,,True,True,False,,,,,,False,False,,,False,True
27165,33,57.0,,68.0,,51.0,0.0,,,,,160.0,118.1,,,118.0,50.3,60.9,,,1.0,34.6,,,34.0,54.0,141.6,,,,,,,,,,57.2,38.2,24.0,,35.0,,18.0,-33.0,,,,,127.0,85.1,,,85.0,17.3,27.9,,,-32.0,1.6,,,1.0,21.0,108.6,,,,,,,,,,24.2,5.2,,False,,True,False,,,,,False,False,,,False,True,False,,,False,True,,,True,True,False,,,,,,,,,,False,True
27167,35,45.0,,57.6,,46.0,5.0,,,,,84.3,91.9,,,46.0,26.1,29.0,,,20.0,45.0,,,61.0,50.0,76.4,,,,,,,,,,71.7,46.2,10.0,,22.6,,11.0,-30.0,,,,,49.3,56.9,,,11.0,-8.9,-6.0,,,-15.0,10.0,,,26.0,15.0,41.4,,,,,,,,,,36.7,11.2,,False,,False,False,,,,,False,False,,,False,True,True,,,False,True,,,False,False,False,,,,,,,,,,False,False
27169,260,450.0,,474.7,,413.0,938.0,,,,,545.7,534.1,,,457.0,374.9,226.9,333.5,,402.0,477.5,,,377.0,398.0,839.1,,,,,,611.3,,,,266.3,272.7,190.0,,214.7,,153.0,678.0,,,,,285.7,274.1,,,197.0,114.9,-33.1,73.5,,142.0,217.5,,,117.0,138.0,579.1,,,,,,351.3,,,,6.3,12.7,,False,,True,False,,,,,False,False,,,False,True,True,True,,True,False,,,True,True,False,,,,,,False,,,,True,True
27171,653,1119.0,,1137.0,,1011.0,2148.0,,,,,1613.6,1244.4,,,1205.0,590.4,910.2,853.5,,912.0,1123.5,,,868.0,963.0,1361.5,,,,,,968.9,942.0,,,904.1,761.3,466.0,,484.0,,358.0,1495.0,,,,,960.6,591.4,,,552.0,-62.6,257.2,200.5,,259.0,470.5,,,215.0,310.0,708.5,,,,,,315.9,289.0,,,251.1,108.3,,False,,True,False,,,,,False,False,,,False,True,True,True,,True,False,,,True,True,False,,,,,,True,True,,,True,True
27173,39,84.0,,69.8,,76.0,13.0,,,,,134.8,144.4,,,61.0,128.1,85.7,,,46.0,88.9,,,92.0,79.0,121.0,,,,,,,,,,105.9,70.3,45.0,,30.8,,37.0,-26.0,,,,,95.8,105.4,,,22.0,89.1,46.7,,,7.0,49.9,,,53.0,40.0,82.0,,,,,,,,,,66.9,31.3,,True,,True,True,,,,,False,False,,,True,False,False,,,True,False,,,False,True,False,,,,,,,,,,False,True
28001,284,336.0,,351.1,,328.0,896.0,,,,,445.3,463.1,,,503.0,201.7,182.2,263.5,,261.0,397.7,,,346.0,419.0,249.6,,,,,,,,,,350.0,161.3,52.0,,67.1,,44.0,612.0,,,,,161.3,179.1,,,219.0,-82.3,-101.8,-20.5,,-23.0,113.7,,,62.0,135.0,-34.4,,,,,,,,,,66.0,-122.7,,False,,True,False,,,,,False,False,,,False,False,False,True,,True,False,,,False,False,True,,,,,,,,,,False,False
28003,344,663.0,,659.6,,638.0,941.0,,,,,659.0,798.3,,,711.0,1231.5,320.0,589.0,,428.0,628.0,,,810.0,628.0,450.5,,,,,,,,,,795.9,338.1,319.0,,315.6,,294.0,597.0,,,,,315.0,454.3,,,367.0,887.5,-24.0,245.0,,84.0,284.0,,,466.0,284.0,106.5,,,,,,,,,,451.9,-5.9,,True,,True,False,,,,,True,False,,,False,False,True,True,,True,True,,,False,True,True,,,,,,,,,,False,True
28005,132,168.0,,201.5,,188.0,158.0,,,,,231.1,230.0,,,200.0,258.8,90.1,,,240.0,203.9,,,212.0,189.0,106.4,,,,,,,,,,209.7,126.8,36.0,,69.5,,56.0,26.0,,,,,99.1,98.0,,,68.0,126.8,-41.9,,,108.0,71.9,,,80.0,57.0,-25.6,,,,,,,,,,77.7,-5.2,,False,,False,True,,,,,False,False,,,False,False,False,,,False,False,,,False,False,True,,,,,,,,,,False,True
28007,141,315.0,,304.2,,284.0,284.0,,,,,439.1,399.2,,,257.0,247.5,195.0,,,298.0,300.7,,,286.0,313.0,185.7,,,,,,,,,,319.2,212.9,174.0,,163.2,,143.0,143.0,,,,,298.1,258.2,,,116.0,106.5,54.0,,,157.0,159.7,,,145.0,172.0,44.7,,,,,,,,,,178.2,71.9,,True,,True,True,,,,,False,False,,,True,True,True,,,True,True,,,True,True,True,,,,,,,,,,False,True
28009,118,231.0,,229.3,,187.0,258.0,,,,,211.4,248.0,,,188.0,172.6,84.8,,,132.0,194.0,,,280.0,178.0,110.5,,,,,,,,,,248.8,128.0,113.0,,111.3,,69.0,140.0,,,,,93.4,130.0,,,70.0,54.6,-33.2,,,14.0,76.0,,,162.0,60.0,-7.5,,,,,,,,,,130.8,10.0,,True,,True,False,,,,,True,False,,,True,True,True,,,True,True,,,False,True,True,,,,,,,,,,False,True
28011,502,963.0,,966.4,,816.0,818.0,,,,,1047.1,1151.4,,,360.0,645.7,402.5,822.0,,774.0,957.6,,,1007.0,822.0,634.4,,,,,,670.1,,,,1089.0,578.7,461.0,,464.4,,314.0,316.0,,,,,545.1,649.4,,,-142.0,143.7,-99.5,320.0,,272.0,455.6,,,505.0,320.0,132.4,,,,,,168.1,,,,587.0,76.7,,False,,True,True,,,,,False,False,,,True,True,True,True,,True,True,,,False,True,True,,,,,,True,,,,False,True
28013,205,258.0,,264.3,,253.0,237.0,,,,,369.3,307.8,,,271.0,167.6,201.3,,,251.0,254.3,,,324.0,255.0,210.8,,,,,,,,,,297.2,153.3,53.0,,59.3,,48.0,32.0,,,,,164.3,102.8,,,66.0,-37.4,-3.7,,,46.0,49.3,,,119.0,50.0,5.8,,,,,,,,,,92.2,-51.7,,False,,True,True,,,,,False,False,,,False,True,True,,,True,True,,,False,True,True,,,,,,,,,,False,True
28015,92,189.0,,195.6,,176.0,55.0,,,,,205.0,236.6,,,153.0,147.9,57.5,,,326.0,185.9,,,231.0,197.0,184.0,,,,,,,,,,162.3,144.7,97.0,,103.6,,84.0,-37.0,,,,,113.0,144.6,,,61.0,55.9,-34.5,,,234.0,93.9,,,139.0,105.0,92.0,,,,,,,,,,70.3,52.7,,False,,True,True,,,,,False,False,,,True,True,True,,,False,True,,,False,False,True,,,,,,,,,,True,True
28017,191,369.0,,367.9,,319.0,287.0,,,,,451.8,426.1,,,319.0,200.1,192.7,,,251.0,359.6,,,324.0,338.0,239.5,,,,,,,,,,392.5,217.5,178.0,,176.9,,128.0,96.0,,,,,260.8,235.1,,,128.0,9.1,1.7,,,60.0,168.6,,,133.0,147.0,48.5,,,,,,,,,,201.5,26.5,,True,,True,True,,,,,False,False,,,True,True,True,,,True,True,,,True,True,True,,,,,,,,,,False,True
28019,94,123.0,,120.2,,118.0,90.0,,,,,134.3,142.0,,,119.0,239.5,55.0,,,102.0,119.1,,,158.0,131.0,68.5,,,,,,,,,,147.8,53.2,29.0,,26.2,,24.0,-4.0,,,,,40.3,48.0,,,25.0,145.5,-39.0,,,8.0,25.1,,,64.0,37.0,-25.5,,,,,,,,,,53.8,-40.8,,True,,True,True,,,,,False,False,,,True,False,False,,,True,True,,,False,False,True,,,,,,,,,,False,False
28021,125,189.0,,194.9,,183.0,239.0,,,,,225.6,204.7,,,88.0,120.2,85.0,,,274.0,213.9,,,260.0,169.0,116.0,,,,,,,,,,216.9,103.9,64.0,,69.9,,58.0,114.0,,,,,100.6,79.7,,,-37.0,-4.8,-40.0,,,149.0,88.9,,,135.0,44.0,-9.0,,,,,,,,,,91.9,-21.1,,False,,True,False,,,,,False,False,,,True,True,True,,,False,False,,,False,True,True,,,,,,,,,,False,True
28023,259,264.0,,260.4,,249.0,310.0,,,,,296.6,338.6,,,234.0,212.5,146.8,,,214.0,294.5,,,267.0,270.0,159.6,,,,,,,,,,338.2,151.2,5.0,,1.4,,-10.0,51.0,,,,,37.6,79.6,,,-25.0,-46.5,-112.2,,,-45.0,35.5,,,8.0,11.0,-99.4,,,,,,,,,,79.2,-107.8,,True,,False,False,,,,,False,False,,,False,False,False,,,False,False,,,False,False,False,,,,,,,,,,False,False
28025,237,342.0,,342.9,,343.0,384.0,,,,,379.3,389.5,,,255.0,439.3,202.9,,,345.0,374.7,,,411.0,319.0,244.0,,,,,,,,,,385.4,205.3,105.0,,105.9,,106.0,147.0,,,,,142.3,152.5,,,18.0,202.3,-34.1,,,108.0,137.7,,,174.0,82.0,7.0,,,,,,,,,,148.4,-31.7,,False,,False,False,,,,,False,False,,,True,False,True,,,False,False,,,False,True,True,,,,,,,,,,False,True
28027,462,384.0,,372.7,,364.0,631.0,,,,,546.4,497.5,,,282.0,263.6,186.1,,,298.0,410.4,,,448.0,387.0,269.6,,,,,,,,,,439.2,302.5,-78.0,,-89.3,,-98.0,169.0,,,,,84.4,35.5,,,-180.0,-198.4,-275.9,,,-164.0,-51.6,,,-14.0,-75.0,-192.4,,,,,,,,,,-22.8,-159.5,,False,,False,False,,,,,False,True,,,False,False,False,,,False,True,,,True,True,False,,,,,,,,,,True,False
28029,287,309.0,,309.3,,304.0,346.0,,,,,537.1,454.5,,,477.0,254.4,152.4,,,263.0,350.0,,,323.0,383.0,314.7,,,,,,173.5,,,,315.0,184.7,22.0,,22.3,,17.0,59.0,,,,,250.1,167.5,,,190.0,-32.6,-134.6,,,-24.0,63.0,,,36.0,96.0,27.7,,,,,,-113.5,,,,28.0,-102.3,,False,,True,False,,,,,False,False,,,False,False,False,,,False,False,,,False,False,False,,,,,,False,,,,False,False
28031,289,411.0,,427.9,,384.0,315.0,,,,,488.9,484.1,,,281.0,497.4,166.8,,,350.0,427.7,,,387.0,366.0,491.6,,,,,,,,,,368.4,223.7,122.0,,138.9,,95.0,26.0,,,,,199.9,195.1,,,-8.0,208.4,-122.2,,,61.0,138.7,,,98.0,77.0,202.6,,,,,,,,,,79.4,-65.3,,False,,True,True,,,,,False,False,,,True,False,False,,,True,False,,,True,True,False,,,,,,,,,,True,True
28033,2233,3201.0,,3178.1,,3228.0,4194.0,,,,,4217.8,4299.9,,3701.6,3401.0,3100.7,2028.1,3382.0,,3646.0,3866.0,,,3428.0,2673.0,2538.8,,,,,,2794.9,3128.0,,,3920.0,1758.8,968.0,,945.1,,995.0,1961.0,,,,,1984.8,2066.9,,1468.6,1168.0,867.7,-204.9,1149.0,,1413.0,1633.0,,,1195.0,440.0,305.8,,,,,,561.9,895.0,,,1687.0,-474.2,,True,,False,False,,,,,False,False,,False,False,True,True,False,,False,False,,,False,True,True,,,,,,True,True,,,False,True
28035,782,978.0,,968.8,,1016.0,1260.0,,,,,1296.8,1421.2,,,922.0,1110.1,626.3,1034.5,,1057.5,1062.0,,,1078.0,1104.0,850.7,,,,,,713.6,,,,1140.1,549.1,196.0,,186.8,,234.0,478.0,,,,,514.8,639.2,,,140.0,328.1,-155.7,252.5,,275.5,280.0,,,296.0,322.0,68.7,,,,,,-68.4,,,,358.1,-232.9,,True,,False,False,,,,,False,False,,,True,False,True,False,,False,False,,,False,False,True,,,,,,True,,,,False,False
28037,81,111.0,,111.9,,105.0,61.0,,,,,173.7,155.0,,,124.0,91.5,79.2,,,67.0,106.2,,,116.0,125.0,69.5,,,,,,,,,,126.5,75.8,30.0,,30.9,,24.0,-20.0,,,,,92.7,74.0,,,43.0,10.5,-1.8,,,-14.0,25.2,,,35.0,44.0,-11.5,,,,,,,,,,45.5,-5.2,,False,,True,True,,,,,False,False,,,False,True,True,,,True,True,,,False,False,True,,,,,,,,,,False,True
28039,299,291.0,,285.8,,292.0,6.0,,,,,427.7,446.3,,,366.0,125.8,146.7,,,229.0,427.3,,,298.0,350.0,296.9,,,,,,,,,,305.9,387.1,-8.0,,-13.2,,-7.0,-293.0,,,,,128.7,147.3,,,67.0,-173.2,-152.3,,,-70.0,128.3,,,-1.0,51.0,-2.1,,,,,,,,,,6.9,88.1,,False,,True,False,,,,,False,False,,,False,False,False,,,False,False,,,True,False,True,,,,,,,,,,True,False
28041,126,144.0,,105.4,,144.0,69.0,,,,,239.8,230.9,,,222.0,97.7,112.1,,,101.0,170.3,,,176.0,183.0,142.5,,,,,,,,,,244.9,147.1,18.0,,-20.6,,18.0,-57.0,,,,,113.8,104.9,,,96.0,-28.3,-13.9,,,-25.0,44.3,,,50.0,57.0,16.5,,,,,,,,,,118.9,21.1,,False,,False,False,,,,,False,False,,,False,False,True,,,False,False,,,False,False,True,,,,,,,,,,False,False
28043,205,282.0,,309.9,,276.0,199.0,,,,,571.9,386.7,,,285.0,160.2,194.7,,,223.0,314.2,,,268.0,323.0,258.5,,,,,,,,,,286.3,189.1,77.0,,104.9,,71.0,-6.0,,,,,366.9,181.7,,,80.0,-44.8,-10.3,,,18.0,109.2,,,63.0,118.0,53.5,,,,,,,,,,81.3,-15.9,,False,,True,True,,,,,False,False,,,False,True,True,,,True,False,,,True,False,True,,,,,,,,,,False,True
28045,808,678.0,,685.4,,677.0,662.0,,,,,585.1,812.9,,,668.0,694.6,510.4,781.0,,737.5,762.9,,,833.0,729.0,479.2,,,,,,554.6,,,,928.6,434.2,-130.0,,-122.6,,-131.0,-146.0,,,,,-222.9,4.9,,,-140.0,-113.4,-297.6,-27.0,,-70.5,-45.1,,,25.0,-79.0,-328.8,,,,,,-253.4,,,,120.6,-373.8,,True,,False,False,,,,,False,True,,,False,True,False,True,,True,True,,,True,True,False,,,,,,False,,,,True,False
