,actual_cases,COVIDhub-baseline,BPagano-RtDriven,CEID-Walk,CMU-TimeSeries,COVIDhub-ensemble,CU-select,Columbia_UNC-SurvCon,Covid19Sim-Simulator,CovidAnalytics-DELPHI,DDS-NBDS,FAIR-NRAR,Google_Harvard-CPF,IBF-TimeSeries,IEM_MED-CovidProject,IowaStateLW-STEM,JHUAPL-Bucky,JHU_IDD-CovidSP,Karlen-pypm,LANL-GrowthRate,LNQ-ens1,MIT_ISOLAT-Mixtures,MOBS-GLEAM_COVID,Microsoft-DeepSTIA,OliverWyman-Navigator,OneQuietNight-ML,PandemicCentral-USCounty,QJHong-Encounter,RobertWalraven-ESG,SigSci-TS,TTU-squider,UCF-AEM,UCLA-SuEIR,UChicagoCHATTOPADHYAY-UnIT,UMass-MechBayes,UMich-RidgeTfReg,USC-SI_kJalpha,UVA-Ensemble,UpstateSU-GRU,error-COVIDhub-baseline,error-BPagano-RtDriven,error-CEID-Walk,error-CMU-TimeSeries,error-COVIDhub-ensemble,error-CU-select,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-CovidAnalytics-DELPHI,error-DDS-NBDS,error-FAIR-NRAR,error-Google_Harvard-CPF,error-IBF-TimeSeries,error-IEM_MED-CovidProject,error-IowaStateLW-STEM,error-JHUAPL-Bucky,error-JHU_IDD-CovidSP,error-Karlen-pypm,error-LANL-GrowthRate,error-LNQ-ens1,error-MIT_ISOLAT-Mixtures,error-MOBS-GLEAM_COVID,error-Microsoft-DeepSTIA,error-OliverWyman-Navigator,error-OneQuietNight-ML,error-PandemicCentral-USCounty,error-QJHong-Encounter,error-RobertWalraven-ESG,error-SigSci-TS,error-TTU-squider,error-UCF-AEM,error-UCLA-SuEIR,error-UChicagoCHATTOPADHYAY-UnIT,error-UMass-MechBayes,error-UMich-RidgeTfReg,error-USC-SI_kJalpha,error-UVA-Ensemble,error-UpstateSU-GRU,beat_baseline-BPagano-RtDriven,beat_baseline-CEID-Walk,beat_baseline-CMU-TimeSeries,beat_baseline-COVIDhub-ensemble,beat_baseline-CU-select,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-DDS-NBDS,beat_baseline-FAIR-NRAR,beat_baseline-Google_Harvard-CPF,beat_baseline-IBF-TimeSeries,beat_baseline-IEM_MED-CovidProject,beat_baseline-IowaStateLW-STEM,beat_baseline-JHUAPL-Bucky,beat_baseline-JHU_IDD-CovidSP,beat_baseline-Karlen-pypm,beat_baseline-LANL-GrowthRate,beat_baseline-LNQ-ens1,beat_baseline-MIT_ISOLAT-Mixtures,beat_baseline-MOBS-GLEAM_COVID,beat_baseline-Microsoft-DeepSTIA,beat_baseline-OliverWyman-Navigator,beat_baseline-OneQuietNight-ML,beat_baseline-PandemicCentral-USCounty,beat_baseline-QJHong-Encounter,beat_baseline-RobertWalraven-ESG,beat_baseline-SigSci-TS,beat_baseline-TTU-squider,beat_baseline-UCF-AEM,beat_baseline-UCLA-SuEIR,beat_baseline-UChicagoCHATTOPADHYAY-UnIT,beat_baseline-UMass-MechBayes,beat_baseline-UMich-RidgeTfReg,beat_baseline-USC-SI_kJalpha,beat_baseline-UVA-Ensemble,beat_baseline-UpstateSU-GRU
29159,163,290.0,,238.2,,262.0,522.0,,,,,344.5,286.6,,,462.0,250.6,257.4,,208.0,244.7,,,,345.0,259.0,331.3,,,,,,234.8,292.4,,,,277.9,288.1,127.0,,75.2,,99.0,359.0,,,,,181.5,123.6,,,299.0,87.6,94.4,,45.0,81.7,,,,182.0,96.0,168.3,,,,,,71.8,129.4,,,,114.9,125.1,,True,,True,False,,,,,False,True,,,False,True,True,,True,True,,,,False,True,False,,,,,,True,False,,,,True,True
29161,108,260.0,,255.3,,239.0,297.0,,,,,236.5,302.4,,,280.0,85.1,164.7,,137.0,211.1,,,,192.0,229.0,177.3,,,,,,,187.6,,,,318.0,197.9,152.0,,147.3,,131.0,189.0,,,,,128.5,194.4,,,172.0,-22.9,56.7,,29.0,103.1,,,,84.0,121.0,69.3,,,,,,,79.6,,,,210.0,89.9,,True,,True,False,,,,,True,False,,,False,True,True,,True,True,,,,True,True,True,,,,,,,True,,,,False,True
29163,54,114.0,,109.4,,94.0,91.0,,,,,95.3,118.5,,,109.0,68.8,72.5,,59.0,85.1,,,,111.0,85.0,107.6,,,,,,,101.8,,,,158.2,91.6,60.0,,55.4,,40.0,37.0,,,,,41.3,64.5,,,55.0,14.8,18.5,,5.0,31.1,,,,57.0,31.0,53.6,,,,,,,47.8,,,,104.2,37.6,,True,,True,True,,,,,True,False,,,True,True,True,,True,True,,,,True,True,True,,,,,,,True,,,,False,True
29165,141,286.0,,290.4,,268.0,238.0,,,,,276.7,317.4,,,840.0,195.6,247.5,,202.0,242.1,,,,471.0,277.0,305.2,,,,,,281.4,380.3,,,,290.3,233.2,145.0,,149.4,,127.0,97.0,,,,,135.7,176.4,,,699.0,54.6,106.5,,61.0,101.1,,,,330.0,136.0,164.2,,,,,,140.4,239.3,,,,149.3,92.2,,False,,True,True,,,,,True,False,,,False,True,True,,True,True,,,,False,True,False,,,,,,True,False,,,,False,True
29167,55,126.0,,120.2,,127.0,97.0,,,,,303.1,130.7,,,221.0,171.5,134.2,,69.0,116.9,,,,169.0,116.0,145.0,,,,,,,96.3,,,,237.3,152.2,71.0,,65.2,,72.0,42.0,,,,,248.1,75.7,,,166.0,116.5,79.2,,14.0,61.9,,,,114.0,61.0,90.0,,,,,,,41.3,,,,182.3,97.2,,True,,False,True,,,,,False,False,,,False,False,False,,True,True,,,,False,True,False,,,,,,,True,,,,False,False
29169,66,140.0,,172.7,,158.0,89.0,,,,,272.1,154.0,,,333.0,670.6,189.8,,52.0,118.6,,,,300.0,122.0,210.3,,,,,,208.4,132.0,,,,248.3,156.9,74.0,,106.7,,92.0,23.0,,,,,206.1,88.0,,,267.0,604.6,123.8,,-14.0,52.6,,,,234.0,56.0,144.3,,,,,,142.4,66.0,,,,182.3,90.9,,False,,False,True,,,,,False,False,,,False,False,False,,True,True,,,,False,True,False,,,,,,False,True,,,,False,False
29171,11,6.0,,5.3,,6.0,0.0,,,,,10.6,9.0,,,40.0,2.9,4.2,,1.0,3.8,,,,4.0,7.0,11.1,,,,,,,36.0,,,,8.4,,-5.0,,-5.7,,-5.0,-11.0,,,,,-0.4,-2.0,,,29.0,-8.1,-6.8,,-10.0,-7.2,,,,-7.0,-4.0,0.1,,,,,,,25.0,,,,-2.6,,,False,,False,False,,,,,True,True,,,False,False,False,,False,False,,,,False,True,True,,,,,,,False,,,,True,
29173,23,18.0,,19.1,,27.0,21.0,,,,,53.8,23.7,,,70.0,23.5,26.2,,3.0,25.8,,,,32.0,24.0,53.4,,,,,,,40.3,,,,28.7,30.7,-5.0,,-3.9,,4.0,-2.0,,,,,30.8,0.7,,,47.0,0.5,3.2,,-20.0,2.8,,,,9.0,1.0,30.4,,,,,,,17.3,,,,5.7,7.7,,True,,True,True,,,,,False,True,,,False,True,True,,False,True,,,,False,True,False,,,,,,,False,,,,False,False
29175,43,136.0,,139.5,,131.0,169.0,,,,,137.6,163.2,,,198.0,102.0,78.4,,89.0,120.7,,,,143.0,115.0,103.0,,,,,,,131.3,,,,167.4,138.4,93.0,,96.5,,88.0,126.0,,,,,94.6,120.2,,,155.0,59.0,35.4,,46.0,77.7,,,,100.0,72.0,60.0,,,,,,,88.3,,,,124.4,95.4,,False,,True,False,,,,,False,False,,,False,True,True,,True,True,,,,False,True,True,,,,,,,True,,,,False,False
29177,107,120.0,,123.4,,111.0,72.0,,,,,120.9,132.1,,,231.0,113.4,94.6,,94.0,100.5,,,,152.0,99.0,103.6,,,,,,,128.6,,,,210.7,123.4,13.0,,16.4,,4.0,-35.0,,,,,13.9,25.1,,,124.0,6.4,-12.4,,-13.0,-6.5,,,,45.0,-8.0,-3.4,,,,,,,21.6,,,,103.7,16.4,,False,,True,False,,,,,False,False,,,False,True,True,,False,True,,,,False,True,True,,,,,,,False,,,,False,False
29179,8,24.0,,24.4,,24.0,5.0,,,,,36.8,27.6,,,52.0,40.4,10.7,,13.0,18.8,,,,23.0,21.0,23.1,,,,,,,38.1,,,,36.9,12.8,16.0,,16.4,,16.0,-3.0,,,,,28.8,19.6,,,44.0,32.4,2.7,,5.0,10.8,,,,15.0,13.0,15.1,,,,,,,30.1,,,,28.9,4.8,,False,,False,True,,,,,False,False,,,False,False,True,,True,True,,,,True,True,True,,,,,,,False,,,,False,True
29181,39,70.0,,70.3,,67.0,88.0,,,,,63.3,57.7,,,121.0,48.1,37.9,,54.0,51.0,,,,67.0,63.0,56.8,,,,,,,70.9,,,,90.3,48.2,31.0,,31.3,,28.0,49.0,,,,,24.3,18.7,,,82.0,9.1,-1.1,,15.0,12.0,,,,28.0,24.0,17.8,,,,,,,31.9,,,,51.3,9.2,,False,,True,False,,,,,True,True,,,False,True,True,,True,True,,,,True,True,True,,,,,,,False,,,,False,True
29183,1369,2182.0,,2240.0,3097.8,2123.0,1404.0,,,,,2555.8,2095.1,,2182.0,2631.0,2252.3,1723.7,,1515.0,1751.4,,,,2411.0,1951.0,2762.6,,,,,,1838.9,2329.8,1444.0,,,4713.3,1977.7,813.0,,871.0,1728.8,754.0,35.0,,,,,1186.8,726.1,,813.0,1262.0,883.3,354.7,,146.0,382.4,,,,1042.0,582.0,1393.6,,,,,,469.9,960.8,75.0,,,3344.3,608.7,,False,False,True,True,,,,,False,True,,False,False,False,True,,True,True,,,,False,True,False,,,,,,True,False,True,,,False,True
29185,45,38.0,,33.3,,36.0,26.0,,,,,39.8,45.2,,,80.0,18.5,25.1,,24.0,34.7,,,,38.0,36.0,43.9,,,,,,,38.2,,,,55.1,42.7,-7.0,,-11.7,,-9.0,-19.0,,,,,-5.2,0.2,,,35.0,-26.5,-19.9,,-21.0,-10.3,,,,-7.0,-9.0,-1.1,,,,,,,-6.8,,,,10.1,-2.3,,False,,False,False,,,,,True,True,,,False,False,False,,False,False,,,,False,False,True,,,,,,,True,,,,False,True
29186,52,60.0,,60.8,,60.0,35.0,,,,,110.9,93.6,,,156.0,38.5,60.7,,21.0,42.3,,,,56.0,66.0,110.3,,,,,,,71.7,,,,83.4,65.2,8.0,,8.8,,8.0,-17.0,,,,,58.9,41.6,,,104.0,-13.5,8.7,,-31.0,-9.7,,,,4.0,14.0,58.3,,,,,,,19.7,,,,31.4,13.2,,False,,False,False,,,,,False,False,,,False,False,False,,False,False,,,,True,False,False,,,,,,,False,,,,False,False
29187,207,344.0,,315.3,,321.0,189.0,,,,,642.0,353.5,,,540.0,336.3,361.0,,148.0,289.5,,,,436.0,339.0,528.4,,,,,,282.2,275.5,,,,396.4,448.3,137.0,,108.3,,114.0,-18.0,,,,,435.0,146.5,,,333.0,129.3,154.0,,-59.0,82.5,,,,229.0,132.0,321.4,,,,,,75.2,68.5,,,,189.4,241.3,,True,,True,True,,,,,False,False,,,False,True,False,,True,True,,,,False,True,False,,,,,,True,True,,,,False,False
29189,5322,6558.0,,7191.4,6321.2,6000.0,4995.0,,,,,6443.3,7011.8,,6903.2,6023.0,6367.1,5928.0,,5569.5,5753.9,,,,6469.0,5279.0,7274.2,,,,,,5185.6,6285.0,5668.0,,,8868.9,,1236.0,,1869.4,999.2,678.0,-327.0,,,,,1121.3,1689.8,,1581.2,701.0,1045.1,606.0,,247.5,431.9,,,,1147.0,-43.0,1952.2,,,,,,-136.4,963.0,346.0,,,3546.9,,,False,True,True,True,,,,,True,False,,False,True,True,True,,True,True,,,,True,True,False,,,,,,True,True,True,,,False,
29195,100,152.0,,153.6,,153.0,153.0,,,,,144.7,184.0,,,243.0,147.4,104.5,,126.5,121.4,,,,183.0,143.0,200.6,,,,,,104.1,193.8,,,,186.8,188.6,52.0,,53.6,,53.0,53.0,,,,,44.7,84.0,,,143.0,47.4,4.5,,26.5,21.4,,,,83.0,43.0,100.6,,,,,,4.1,93.8,,,,86.8,88.6,,False,,False,False,,,,,True,False,,,False,True,True,,True,True,,,,False,True,False,,,,,,True,False,,,,False,False
29197,24,18.0,,17.6,,20.0,0.0,,,,,20.8,21.7,,,45.0,40.0,18.4,,11.0,21.5,,,,33.0,18.0,32.1,,,,,,,41.8,,,,29.0,,-6.0,,-6.4,,-4.0,-24.0,,,,,-3.2,-2.3,,,21.0,16.0,-5.6,,-13.0,-2.5,,,,9.0,-6.0,8.1,,,,,,,17.8,,,,5.0,,,False,,True,False,,,,,True,True,,,False,False,True,,False,True,,,,False,False,False,,,,,,,False,,,,True,
29199,4,2.0,,2.5,,4.0,0.0,,,,,13.8,9.3,,,43.0,0.3,5.6,,10.0,1.9,,,,,7.0,11.7,,,,,,,34.2,,,,5.1,9.0,-2.0,,-1.5,,0.0,-4.0,,,,,9.8,5.3,,,39.0,-3.7,1.6,,6.0,-2.1,,,,,3.0,7.7,,,,,,,30.2,,,,1.1,5.0,,True,,True,False,,,,,False,False,,,False,False,True,,False,False,,,,,False,False,,,,,,,False,,,,True,False
29201,93,178.0,,172.5,,177.0,134.0,,,,,261.7,190.4,,,413.0,223.3,124.8,,122.0,150.8,,,,193.0,187.0,212.2,,,,,,158.6,222.0,,,,241.2,151.5,85.0,,79.5,,84.0,41.0,,,,,168.7,97.4,,,320.0,130.3,31.8,,29.0,57.8,,,,100.0,94.0,119.2,,,,,,65.6,129.0,,,,148.2,58.5,,True,,True,True,,,,,False,False,,,False,False,True,,True,True,,,,False,False,False,,,,,,True,False,,,,False,True
29203,9,34.0,,35.1,,35.0,15.0,,,,,35.2,37.6,,,60.0,116.7,21.7,,32.0,29.8,,,,45.0,29.0,32.6,,,,,,,43.6,,,,50.8,,25.0,,26.1,,26.0,6.0,,,,,26.2,28.6,,,51.0,107.7,12.7,,23.0,20.8,,,,36.0,20.0,23.6,,,,,,,34.6,,,,41.8,,,False,,False,True,,,,,False,False,,,False,False,True,,True,True,,,,False,True,True,,,,,,,False,,,,False,
29205,21,18.0,,18.2,,20.0,8.0,,,,,20.1,18.2,,,42.0,17.9,18.6,,16.0,21.1,,,,22.0,20.0,27.4,,,,,,,43.1,,,,25.8,19.7,-3.0,,-2.8,,-1.0,-13.0,,,,,-0.9,-2.8,,,21.0,-3.1,-2.4,,-5.0,0.1,,,,1.0,-1.0,6.4,,,,,,,22.1,,,,4.8,-1.3,,True,,True,False,,,,,True,True,,,False,False,True,,False,True,,,,True,True,False,,,,,,,False,,,,False,True
29207,80,106.0,,114.1,,109.0,148.0,,,,,153.4,139.5,,,331.0,98.9,71.9,,85.0,97.7,,,,120.0,116.0,110.7,,,,,,100.2,114.8,,,,113.2,171.7,26.0,,34.1,,29.0,68.0,,,,,73.4,59.5,,,251.0,18.9,-8.1,,5.0,17.7,,,,40.0,36.0,30.7,,,,,,20.2,34.8,,,,33.2,91.7,,False,,False,False,,,,,False,False,,,False,True,True,,True,True,,,,False,False,False,,,,,,True,False,,,,False,False
29209,97,166.0,,164.8,,161.0,168.0,,,,,173.2,167.5,,,275.0,130.9,138.3,,111.0,155.0,,,,178.0,139.0,130.0,,,,,,,131.9,,,,195.4,135.4,69.0,,67.8,,64.0,71.0,,,,,76.2,70.5,,,178.0,33.9,41.3,,14.0,58.0,,,,81.0,42.0,33.0,,,,,,,34.9,,,,98.4,38.4,,True,,True,False,,,,,False,False,,,False,True,True,,True,True,,,,False,True,True,,,,,,,True,,,,False,True
29211,24,42.0,,39.5,,41.0,27.0,,,,,34.8,51.0,,,72.0,62.6,34.8,,35.0,43.1,,,,56.0,38.0,47.5,,,,,,,66.9,,,,58.4,40.2,18.0,,15.5,,17.0,3.0,,,,,10.8,27.0,,,48.0,38.6,10.8,,11.0,19.1,,,,32.0,14.0,23.5,,,,,,,42.9,,,,34.4,16.2,,True,,True,True,,,,,True,False,,,False,False,True,,True,False,,,,False,True,False,,,,,,,False,,,,False,True
29213,215,332.0,,339.2,,326.0,381.0,,,,,406.9,261.7,,,538.0,348.0,231.6,,269.0,311.2,,,,369.0,340.0,316.5,,,,,,205.9,197.6,,,,359.5,214.8,117.0,,124.2,,111.0,166.0,,,,,191.9,46.7,,,323.0,133.0,16.6,,54.0,96.2,,,,154.0,125.0,101.5,,,,,,-9.1,-17.4,,,,144.5,-0.2,,False,,True,False,,,,,False,True,,,False,False,True,,True,True,,,,False,False,True,,,,,,True,True,,,,False,True
29215,34,76.0,,82.9,,83.0,37.0,,,,,129.7,105.3,,,194.0,54.1,83.6,,61.0,92.6,,,,86.0,87.0,98.5,,,,,,,79.3,,,,95.6,114.3,42.0,,48.9,,49.0,3.0,,,,,95.7,71.3,,,160.0,20.1,49.6,,27.0,58.6,,,,52.0,53.0,64.5,,,,,,,45.3,,,,61.6,80.3,,False,,False,True,,,,,False,False,,,False,True,False,,True,False,,,,False,False,False,,,,,,,False,,,,False,False
29217,55,118.0,,101.3,,107.0,71.0,,,,,138.6,153.1,,,238.0,48.7,107.1,,98.0,103.6,,,,156.0,106.0,151.6,,,,,,,92.4,,,,191.6,158.8,63.0,,46.3,,52.0,16.0,,,,,83.6,98.1,,,183.0,-6.3,52.1,,43.0,48.6,,,,101.0,51.0,96.6,,,,,,,37.4,,,,136.6,103.8,,True,,True,True,,,,,False,False,,,False,True,True,,True,True,,,,False,True,False,,,,,,,True,,,,False,False
29219,127,144.0,,143.0,,142.0,98.0,,,,,204.8,165.2,,,197.0,146.7,123.1,,130.5,131.2,,,,183.0,135.0,149.3,,,,,,,115.6,,,,197.9,153.9,17.0,,16.0,,15.0,-29.0,,,,,77.8,38.2,,,70.0,19.7,-3.9,,3.5,4.2,,,,56.0,8.0,22.3,,,,,,,-11.4,,,,70.9,26.9,,True,,True,False,,,,,False,False,,,False,False,True,,True,True,,,,False,True,False,,,,,,,True,,,,False,False
29221,87,146.0,,149.3,,145.0,39.0,,,,,154.7,162.4,,,200.0,154.1,109.0,,129.0,134.7,,,,167.0,137.0,146.8,,,,,,,126.3,,,,157.3,140.9,59.0,,62.3,,58.0,-48.0,,,,,67.7,75.4,,,113.0,67.1,22.0,,42.0,47.7,,,,80.0,50.0,59.8,,,,,,,39.3,,,,70.3,53.9,,False,,True,True,,,,,False,False,,,False,False,True,,True,True,,,,False,True,False,,,,,,,True,,,,False,True
29223,42,68.0,,68.5,,61.0,44.0,,,,,71.2,68.8,,,114.0,64.2,54.8,,31.0,53.5,,,,70.0,57.0,53.2,,,,,,,73.3,,,,121.2,,26.0,,26.5,,19.0,2.0,,,,,29.2,26.8,,,72.0,22.2,12.8,,-11.0,11.5,,,,28.0,15.0,11.2,,,,,,,31.3,,,,79.2,,,False,,True,True,,,,,False,False,,,False,True,True,,True,True,,,,False,True,True,,,,,,,False,,,,False,
29225,148,250.0,,267.6,,239.0,251.0,,,,,267.0,282.9,,,292.0,266.0,181.3,,175.0,224.8,,,,305.0,205.0,220.1,,,,,,173.5,146.0,,,,254.6,235.8,102.0,,119.6,,91.0,103.0,,,,,119.0,134.9,,,144.0,118.0,33.3,,27.0,76.8,,,,157.0,57.0,72.1,,,,,,25.5,-2.0,,,,106.6,87.8,,False,,True,False,,,,,False,False,,,False,False,True,,True,True,,,,False,True,True,,,,,,True,True,,,,False,True
29227,6,10.0,,9.6,,9.0,0.0,,,,,10.5,13.1,,,35.0,4.6,5.1,,5.0,6.5,,,,8.0,8.0,10.7,,,,,,,36.2,,,,12.5,9.2,4.0,,3.6,,3.0,-6.0,,,,,4.5,7.1,,,29.0,-1.4,-0.9,,-1.0,0.5,,,,2.0,2.0,4.7,,,,,,,30.2,,,,6.5,3.2,,True,,True,False,,,,,False,False,,,False,True,True,,True,True,,,,True,True,False,,,,,,,False,,,,False,True
29229,71,122.0,,121.3,,121.0,101.0,,,,,134.9,144.2,,,151.0,85.9,102.9,,125.0,119.1,,,,156.0,107.0,138.0,,,,,,,100.2,,,,167.8,85.8,51.0,,50.3,,50.0,30.0,,,,,63.9,73.2,,,80.0,14.9,31.9,,54.0,48.1,,,,85.0,36.0,67.0,,,,,,,29.2,,,,96.8,14.8,,True,,True,True,,,,,False,False,,,False,True,True,,False,True,,,,False,True,False,,,,,,,True,,,,False,True
29510,1003,52.0,,1.2,,107.0,50.0,,,,,1634.8,348.9,,51.5,1613.0,46.3,678.0,,0.0,150.4,,,,,,875.5,,,,,,606.7,661.6,22.0,,,179.9,,-951.0,,-1001.8,,-896.0,-953.0,,,,,631.8,-654.1,,-951.5,610.0,-956.7,-325.0,,-1003.0,-852.6,,,,,,-127.5,,,,,,-396.3,-341.4,-981.0,,,-823.1,,,False,,True,False,,,,,True,True,,False,True,False,True,,False,True,,,,,,True,,,,,,True,True,False,,,True,
30001,22,32.0,,37.9,,44.0,0.0,,,,,41.0,64.4,,,46.0,120.9,30.5,,35.0,43.3,,,,58.0,43.0,73.8,,,,,,,76.2,,,,49.4,45.2,10.0,,15.9,,22.0,-22.0,,,,,19.0,42.4,,,24.0,98.9,8.5,,13.0,21.3,,,,36.0,21.0,51.8,,,,,,,54.2,,,,27.4,23.2,,False,,False,False,,,,,False,False,,,False,False,True,,False,False,,,,False,False,False,,,,,,,False,,,,False,False
30003,32,110.0,,75.7,,105.0,40.0,,,,,91.5,130.6,,,80.0,1134.1,88.4,,77.0,96.5,,,,,114.0,148.6,,,,,,,113.3,,,,123.5,78.6,78.0,,43.7,,73.0,8.0,,,,,59.5,98.6,,,48.0,1102.1,56.4,,45.0,64.5,,,,,82.0,116.6,,,,,,,81.3,,,,91.5,46.6,,True,,True,True,,,,,True,False,,,True,False,True,,True,True,,,,,False,False,,,,,,,False,,,,False,True
30005,49,4.0,,2.0,,13.0,0.0,,,,,24.6,28.9,,,12.0,47.0,11.9,,18.0,4.8,,,,,19.0,36.9,,,,,,,39.7,,,,15.4,,-45.0,,-47.0,,-36.0,-49.0,,,,,-24.4,-20.1,,,-37.0,-2.0,-37.1,,-31.0,-44.2,,,,,-30.0,-12.1,,,,,,,-9.3,,,,-33.6,,,False,,True,False,,,,,True,True,,,True,True,True,,True,True,,,,,True,True,,,,,,,True,,,,True,
30007,23,24.0,,27.5,,24.0,13.0,,,,,17.8,38.0,,,38.0,76.7,19.7,,17.0,22.3,,,,39.0,26.0,,,,,,,,58.9,,,,25.1,26.1,1.0,,4.5,,1.0,-10.0,,,,,-5.2,15.0,,,15.0,53.7,-3.3,,-6.0,-0.7,,,,16.0,3.0,,,,,,,,35.9,,,,2.1,3.1,,False,,False,False,,,,,False,False,,,False,False,False,,False,True,,,,False,False,,,,,,,,False,,,,False,False
30009,32,56.0,,57.3,,53.0,53.0,,,,,29.7,80.8,,,67.0,105.8,26.8,,37.5,53.6,,,,84.0,53.0,66.5,,,,,,,66.2,,,,44.5,51.1,24.0,,25.3,,21.0,21.0,,,,,-2.3,48.8,,,35.0,73.8,-5.2,,5.5,21.6,,,,52.0,21.0,34.5,,,,,,,34.2,,,,12.5,19.1,,False,,True,True,,,,,True,False,,,False,False,True,,True,True,,,,False,True,False,,,,,,,False,,,,True,True
30011,0,0.0,,0.7,,3.0,0.0,,,,,5.4,6.0,,,29.0,123.5,1.5,,8.0,0.7,,,,3.0,5.0,13.0,,,,,,,22.9,,,,2.6,,0.0,,0.7,,3.0,0.0,,,,,5.4,6.0,,,29.0,123.5,1.5,,8.0,0.7,,,,3.0,5.0,13.0,,,,,,,22.9,,,,2.6,,,False,,False,True,,,,,False,False,,,False,False,False,,False,False,,,,False,False,False,,,,,,,False,,,,False,
30013,153,512.0,,505.0,,528.0,656.0,,,,,311.0,610.1,,,760.0,673.0,274.4,,297.0,413.0,,,,487.0,521.0,601.8,,,,,,393.5,490.6,,,,369.1,828.4,359.0,,352.0,,375.0,503.0,,,,,158.0,457.1,,,607.0,520.0,121.4,,144.0,260.0,,,,334.0,368.0,448.8,,,,,,240.5,337.6,,,,216.1,675.4,,True,,False,False,,,,,True,False,,,False,False,True,,True,True,,,,True,False,False,,,,,,True,True,,,,True,False
30015,18,36.0,,37.7,,35.0,,,,,,22.2,44.2,,,13.0,80.5,25.2,,31.0,34.4,,,,48.0,34.0,43.9,,,,,,,62.7,,,,40.7,,18.0,,19.7,,17.0,,,,,,4.2,26.2,,,-5.0,62.5,7.2,,13.0,16.4,,,,30.0,16.0,25.9,,,,,,,44.7,,,,22.7,,,False,,True,,,,,,True,False,,,True,False,True,,True,True,,,,False,True,False,,,,,,,False,,,,False,
30017,42,96.0,,96.1,,77.0,,,,,,55.0,122.3,,,72.0,75.2,57.4,,53.0,66.5,,,,107.0,77.0,96.3,,,,,,,128.4,,,,94.6,,54.0,,54.1,,35.0,,,,,,13.0,80.3,,,30.0,33.2,15.4,,11.0,24.5,,,,65.0,35.0,54.3,,,,,,,86.4,,,,52.6,,,False,,True,,,,,,True,False,,,True,True,True,,True,True,,,,False,True,False,,,,,,,False,,,,True,
30019,22,34.0,,34.2,,22.0,,,,,,7.2,39.7,,,15.0,319.0,13.4,,14.0,27.2,,,,21.0,22.0,10.8,,,,,,,60.7,,,,49.8,,12.0,,12.2,,0.0,,,,,,-14.8,17.7,,,-7.0,297.0,-8.6,,-8.0,5.2,,,,-1.0,0.0,-11.2,,,,,,,38.7,,,,27.8,,,False,,True,,,,,,False,False,,,True,False,True,,True,True,,,,True,True,True,,,,,,,False,,,,False,
30021,49,26.0,,21.7,,38.0,36.0,,,,,44.5,74.3,,,50.0,54.3,21.0,,23.0,30.2,,,,50.0,39.0,79.2,,,,,,,69.0,,,,49.3,,-23.0,,-27.3,,-11.0,-13.0,,,,,-4.5,25.3,,,1.0,5.3,-28.0,,-26.0,-18.8,,,,1.0,-10.0,30.2,,,,,,,20.0,,,,0.3,,,False,,True,True,,,,,True,False,,,True,True,False,,False,True,,,,True,True,False,,,,,,,True,,,,True,
30023,73,40.0,,42.5,,42.0,8.0,,,,,37.1,63.3,,,46.0,70.4,25.1,,25.0,42.7,,,,55.0,44.0,73.3,,,,,,,93.5,,,,45.9,37.0,-33.0,,-30.5,,-31.0,-65.0,,,,,-35.9,-9.7,,,-27.0,-2.6,-47.9,,-48.0,-30.3,,,,-18.0,-29.0,0.3,,,,,,,20.5,,,,-27.1,-36.0,,True,,True,False,,,,,False,True,,,True,True,False,,False,True,,,,True,True,True,,,,,,,True,,,,True,False
30025,1,0.0,,0.2,,3.0,0.0,,,,,9.0,8.8,,,26.0,4.9,1.1,,3.0,1.7,,,,2.0,6.0,12.7,,,,,,,27.2,,,,1.8,,-1.0,,-0.8,,2.0,-1.0,,,,,8.0,7.8,,,25.0,3.9,0.1,,2.0,0.7,,,,1.0,5.0,11.7,,,,,,,26.2,,,,0.8,,,True,,False,False,,,,,False,False,,,False,False,True,,False,True,,,,False,False,False,,,,,,,False,,,,True,
30027,39,74.0,,73.8,,66.0,,,,,,40.5,108.5,,,37.0,221.8,39.3,,46.0,65.6,,,,104.0,66.0,78.0,,,,,,,124.9,,,,18.7,76.6,35.0,,34.8,,27.0,,,,,,1.5,69.5,,,-2.0,182.8,0.3,,7.0,26.6,,,,65.0,27.0,39.0,,,,,,,85.9,,,,-20.3,37.6,,True,,True,,,,,,True,False,,,True,False,True,,True,True,,,,False,True,False,,,,,,,False,,,,True,False
30029,609,504.0,,495.1,,504.0,522.0,,,,,454.4,719.3,,696.7,695.0,597.7,377.3,,610.0,651.1,,,,543.0,492.0,863.3,,,,,,444.4,387.5,,,,416.4,399.3,-105.0,,-113.9,,-105.0,-87.0,,,,,-154.6,110.3,,87.7,86.0,-11.3,-231.7,,1.0,42.1,,,,-66.0,-117.0,254.3,,,,,,-164.6,-221.5,,,,-192.6,-209.7,,False,,False,True,,,,,False,False,,True,True,True,False,,True,True,,,,True,False,False,,,,,,False,False,,,,False,False
