,actual_cases,COVIDhub-baseline,CU-select,Columbia_UNC-SurvCon,Covid19Sim-Simulator,CovidAnalytics-DELPHI,IBF-TimeSeries,IowaStateLW-STEM,JCB-PRM,JHUAPL-Bucky,JHU_IDD-CovidSP,Karlen-pypm,LANL-GrowthRate,MITCovAlliance-SIR,QJHong-Encounter,UCF-AEM,UCLA-SuEIR,UMass-MechBayes,USC-SI_kJalpha,error-COVIDhub-baseline,error-CU-select,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-CovidAnalytics-DELPHI,error-IBF-TimeSeries,error-IowaStateLW-STEM,error-JCB-PRM,error-JHUAPL-Bucky,error-JHU_IDD-CovidSP,error-Karlen-pypm,error-LANL-GrowthRate,error-MITCovAlliance-SIR,error-QJHong-Encounter,error-UCF-AEM,error-UCLA-SuEIR,error-UMass-MechBayes,error-USC-SI_kJalpha,beat_baseline-CU-select,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-IBF-TimeSeries,beat_baseline-IowaStateLW-STEM,beat_baseline-JCB-PRM,beat_baseline-JHUAPL-Bucky,beat_baseline-JHU_IDD-CovidSP,beat_baseline-Karlen-pypm,beat_baseline-LANL-GrowthRate,beat_baseline-MITCovAlliance-SIR,beat_baseline-QJHong-Encounter,beat_baseline-UCF-AEM,beat_baseline-UCLA-SuEIR,beat_baseline-UMass-MechBayes,beat_baseline-USC-SI_kJalpha
01021,719,680.0,401.0,,,,,1213.0,,512.4,453.4,,894.0,,,,393.7,,,-39.0,-318.0,,,,,494.0,,-206.6,-265.6,,175.0,,,,-325.3,,,False,,,,,False,,False,False,,False,,,,False,,
01023,45,65.0,18.0,,,,,359.0,,128.3,81.5,,98.0,,,,,,,20.0,-27.0,,,,,314.0,,83.3,36.5,,53.0,,,,,,,False,,,,,False,,False,False,,False,,,,,,
01025,899,545.0,366.0,,,,,579.0,,857.8,415.2,,784.0,,,,367.9,,,-354.0,-533.0,,,,,-320.0,,-41.2,-483.8,,-115.0,,,,-531.1,,,False,,,,,True,,True,False,,True,,,,False,,
01027,222,255.0,279.0,,,,,345.0,,186.9,145.7,,295.0,,,,,,,33.0,57.0,,,,,123.0,,-35.1,-76.3,,73.0,,,,,,,False,,,,,False,,False,False,,False,,,,,,
01029,274,250.0,5.0,,,,,430.0,,286.1,165.5,,300.0,,,,,,,-24.0,-269.0,,,,,156.0,,12.1,-108.5,,26.0,,,,,,,False,,,,,False,,True,False,,False,,,,,,
01031,1463,1195.0,1022.0,,,,,1103.0,,1242.5,774.2,,1619.5,,,,975.4,,,-268.0,-441.0,,,,,-360.0,,-220.5,-688.8,,156.5,,,,-487.6,,,False,,,,,False,,True,False,,True,,,,False,,
01033,1309,1555.0,915.0,,,,,1802.0,,710.0,1045.0,,1926.0,,,,793.4,,,246.0,-394.0,,,,,493.0,,-599.0,-264.0,,617.0,,,,-515.6,,,False,,,,,False,,False,False,,False,,,,False,,
01035,177,105.0,79.0,,,,,252.0,,37.2,109.7,,122.0,0.0,,,,,,-72.0,-98.0,,,,,75.0,,-139.8,-67.3,,-55.0,-177.0,,,,,,False,,,,,False,,False,True,,True,False,,,,,
01037,197,115.0,18.0,,,,,199.0,,41.5,101.8,,98.0,0.0,,,,,,-82.0,-179.0,,,,,2.0,,-155.5,-95.2,,-99.0,-197.0,,,,,,False,,,,,True,,False,False,,False,False,,,,,
01039,742,465.0,139.0,,,,,849.0,,521.1,360.9,,751.0,168.8,,,437.1,,,-277.0,-603.0,,,,,107.0,,-220.9,-381.1,,9.0,-573.2,,,-304.9,,,False,,,,,True,,True,False,,True,False,,,False,,
01041,394,350.0,353.0,,,,,265.0,,694.7,199.1,,542.0,42.2,,,,,,-44.0,-41.0,,,,,-129.0,,300.7,-194.9,,148.0,-351.8,,,,,,True,,,,,False,,False,False,,False,False,,,,,
01043,1779,2420.0,1635.0,,,,,3035.0,,1691.5,1420.9,,3056.0,668.8,,,1834.0,,,641.0,-144.0,,,,,1256.0,,-87.5,-358.1,,1277.0,-1110.2,,,55.0,,,True,,,,,False,,True,True,,False,False,,,True,,
01045,1099,860.0,867.0,,,,,1100.0,,1151.4,720.2,,1585.5,282.3,,,424.7,,,-239.0,-232.0,,,,,1.0,,52.4,-378.8,,486.5,-816.7,,,-674.3,,,True,,,,,True,,True,False,,False,False,,,False,,
01047,512,455.0,410.0,,,,,768.0,,273.0,423.0,,662.0,0.0,,,232.4,,,-57.0,-102.0,,,,,256.0,,-239.0,-89.0,,150.0,-512.0,,,-279.6,,,False,,,,,False,,False,False,,False,False,,,False,,
01049,1379,1750.0,1373.0,,,,,2656.0,,1791.4,1141.3,,2436.5,486.2,,,1238.7,,,371.0,-6.0,,,,,1277.0,,412.4,-237.7,,1057.5,-892.8,,,-140.3,,,True,,,,,False,,False,True,,False,False,,,True,,
01051,2593,2345.0,1913.0,,,,,1794.0,,2857.1,1416.3,,3773.0,315.3,,,1575.5,,,-248.0,-680.0,,,,,-799.0,,264.1,-1176.7,,1180.0,-2277.7,,,-1017.5,,,False,,,,,False,,False,False,,False,False,,,False,,
01053,973,700.0,10.0,,,,,922.0,,631.2,594.4,,988.0,88.3,,,587.1,,,-273.0,-963.0,,,,,-51.0,,-341.8,-378.6,,15.0,-884.7,,,-385.9,,,False,,,,,True,,False,False,,True,False,,,False,,
01055,2805,3980.0,2775.0,,,,,3492.0,,2726.1,2309.8,,4201.0,710.5,,,1895.8,,,1175.0,-30.0,,,,,687.0,,-78.9,-495.2,,1396.0,-2094.5,,,-909.2,,,True,,,,,True,,True,True,,False,False,,,True,,
01057,467,435.0,188.0,,,,,478.0,,234.7,301.5,,493.0,60.8,,,,,,-32.0,-279.0,,,,,11.0,,-232.3,-165.5,,26.0,-406.2,,,,,,False,,,,,True,,False,False,,True,False,,,,,
01059,697,620.0,194.0,,,,,1202.0,,379.8,506.2,,713.0,97.1,,,301.5,,,-77.0,-503.0,,,,,505.0,,-317.2,-190.8,,16.0,-599.9,,,-395.5,,,False,,,,,False,,False,False,,True,False,,,False,,
01061,647,510.0,417.0,,,,,664.0,,302.1,309.9,,538.0,104.6,,,,,,-137.0,-230.0,,,,,17.0,,-344.9,-337.1,,-109.0,-542.4,,,,,,False,,,,,True,,False,False,,True,False,,,,,
01063,170,210.0,6.0,,,,,159.0,,125.2,140.0,,196.0,0.0,,,,,,40.0,-164.0,,,,,-11.0,,-44.8,-30.0,,26.0,-170.0,,,,,,False,,,,,True,,False,True,,True,False,,,,,
01065,557,565.0,175.0,,,,,342.0,,925.3,338.2,,820.0,51.5,,,,,,8.0,-382.0,,,,,-215.0,,368.3,-218.8,,263.0,-505.5,,,,,,False,,,,,False,,False,False,,False,False,,,,,
01067,496,395.0,1.0,,,,,339.0,,662.9,282.2,,788.0,77.2,,,,,,-101.0,-495.0,,,,,-157.0,,166.9,-213.8,,292.0,-418.8,,,,,,False,,,,,False,,False,False,,False,False,,,,,
01069,2498,1720.0,862.0,,,,,2124.0,,1902.2,1375.4,,2381.0,509.9,,,1044.4,,,-778.0,-1636.0,,,,,-374.0,,-595.8,-1122.6,,-117.0,-1988.1,,,-1453.6,,,False,,,,,True,,True,False,,True,False,,,False,,
01071,1316,1215.0,601.0,,,,,1789.0,,337.1,826.5,,856.0,0.0,,,766.6,,,-101.0,-715.0,,,,,473.0,,-978.9,-489.5,,-460.0,-1316.0,,,-549.4,,,False,,,,,False,,False,False,,False,False,,,False,,
01073,17045,20930.0,10618.0,,,,,21021.0,,20548.5,13062.2,,29396.5,6053.8,,,12493.7,12141.0,,3885.0,-6427.0,,,,,3976.0,,3503.5,-3982.8,,12351.5,-10991.2,,,-4551.3,-4904.0,,False,,,,,False,,True,False,,False,False,,,False,False,
01075,228,340.0,154.0,,,,,366.0,,384.3,210.5,,500.0,33.7,,,,,,112.0,-74.0,,,,,138.0,,156.3,-17.5,,272.0,-194.3,,,,,,True,,,,,False,,False,True,,False,False,,,,,
01077,2095,2540.0,2034.0,,,,,3073.0,,1656.6,1672.8,,3045.5,838.4,,,1110.5,,,445.0,-61.0,,,,,978.0,,-438.4,-422.2,,950.5,-1256.6,,,-984.5,,,True,,,,,False,,True,True,,False,False,,,False,,
01079,704,925.0,814.0,,,,,1181.0,,965.9,443.0,,1417.0,71.0,,,,,,221.0,110.0,,,,,477.0,,261.9,-261.0,,713.0,-633.0,,,,,,True,,,,,False,,False,False,,False,False,,,,,
01081,3879,2585.0,1276.0,,,,,3073.0,,3332.6,2145.0,,4160.0,1.2,,,2082.6,1692.0,,-1294.0,-2603.0,,,,,-806.0,,-546.4,-1734.0,,281.0,-3877.8,,,-1796.4,-2187.0,,False,,,,,True,,True,False,,True,False,,,False,False,
01083,2139,2780.0,2309.0,,,,,2724.0,,3163.5,1739.3,,3918.5,562.8,,,2403.3,,,641.0,170.0,,,,,585.0,,1024.5,-399.7,,1779.5,-1576.2,,,264.3,,,True,,,,,True,,False,True,,False,False,,,True,,
01085,288,115.0,,,,,,130.0,,88.6,95.8,,178.0,0.0,,,,,,-173.0,,,,,,-158.0,,-199.4,-192.2,,-110.0,-288.0,,,,,,,,,,,True,,False,False,,True,False,,,,,
01087,313,315.0,314.0,,,,,285.0,,263.5,214.2,,314.0,31.4,,,,,,2.0,1.0,,,,,-28.0,,-49.5,-98.8,,1.0,-281.6,,,,,,True,,,,,False,,False,False,,True,False,,,,,
01089,8295,9880.0,7336.0,,,,,9917.0,,9972.0,7028.1,,13857.0,2445.7,,,10117.5,5857.0,,1585.0,-959.0,,,,,1622.0,,1677.0,-1266.9,,5562.0,-5849.3,,,1822.5,-2438.0,,True,,,,,False,,False,True,,False,False,,,False,False,
01091,430,720.0,0.0,,,,,511.0,,810.4,357.1,,947.0,105.6,,,,,,290.0,-430.0,,,,,81.0,,380.4,-72.9,,517.0,-324.4,,,,,,False,,,,,True,,False,True,,False,False,,,,,
01093,607,745.0,671.0,,,,,891.0,,743.8,499.0,,1158.0,91.4,,,,,,138.0,64.0,,,,,284.0,,136.8,-108.0,,551.0,-515.6,,,,,,True,,,,,False,,True,True,,False,False,,,,,
01095,1883,2535.0,1515.0,,,,,3407.0,,1063.3,1917.5,,2781.5,311.8,,,1334.6,,,652.0,-368.0,,,,,1524.0,,-819.7,34.5,,898.5,-1571.2,,,-548.4,,,True,,,,,False,,False,True,,False,False,,,True,,
01097,8079,7220.0,5461.0,,,,,8649.0,,5011.8,5831.2,,7852.5,0.7,,,5125.5,12364.0,,-859.0,-2618.0,,,,,570.0,,-3067.2,-2247.8,,-226.5,-8078.3,,,-2953.5,4285.0,,False,,,,,True,,False,False,,True,False,,,False,False,
01099,455,400.0,412.0,,,,,458.0,,801.1,327.0,,867.0,55.4,,,,,,-55.0,-43.0,,,,,3.0,,346.1,-128.0,,412.0,-399.6,,,,,,True,,,,,True,,False,False,,False,False,,,,,
01101,5259,3715.0,2409.0,,,,,4508.0,,5166.9,3015.7,,5256.5,995.7,,,4071.4,2434.0,,-1544.0,-2850.0,,,,,-751.0,,-92.1,-2243.3,,-2.5,-4263.3,,,-1187.6,-2825.0,,False,,,,,True,,True,False,,True,False,,,True,False,
01103,2812,4240.0,3167.0,,,,,4102.0,,2593.2,2159.7,,4756.0,1102.5,,,1759.9,,,1428.0,355.0,,,,,1290.0,,-218.8,-652.3,,1944.0,-1709.5,,,-1052.1,,,True,,,,,True,,True,True,,False,False,,,True,,
01105,197,190.0,0.0,,,,,162.0,,358.5,131.7,,350.0,0.0,,,,,,-7.0,-197.0,,,,,-35.0,,161.5,-65.3,,153.0,-197.0,,,,,,False,,,,,False,,False,False,,False,False,,,,,
01107,406,510.0,293.0,,,,,521.0,,864.8,335.5,,680.0,83.5,,,,,,104.0,-113.0,,,,,115.0,,458.8,-70.5,,274.0,-322.5,,,,,,False,,,,,False,,False,True,,False,False,,,,,
01109,835,415.0,408.0,,,,,671.0,,333.8,325.3,,535.0,109.4,,,,,,-420.0,-427.0,,,,,-164.0,,-501.2,-509.7,,-300.0,-725.6,,,,,,False,,,,,True,,False,False,,True,False,,,,,
01111,304,210.0,110.0,,,,,570.0,,121.7,154.8,,237.0,45.3,,,,,,-94.0,-194.0,,,,,266.0,,-182.3,-149.2,,-67.0,-258.7,,,,,,False,,,,,False,,False,False,,True,False,,,,,
01113,1017,510.0,429.0,,,,,1179.0,,292.1,499.4,,549.5,0.0,,,502.8,,,-507.0,-588.0,,,,,162.0,,-724.9,-517.6,,-467.5,-1017.0,,,-514.2,,,False,,,,,True,,False,False,,True,False,,,False,,
01115,1898,2355.0,2132.0,,,,,2195.0,,1479.4,1347.0,,2496.0,389.3,,,969.8,,,457.0,234.0,,,,,297.0,,-418.6,-551.0,,598.0,-1508.7,,,-928.2,,,True,,,,,True,,True,False,,False,False,,,False,,
01117,5133,5585.0,4714.0,,,,,5869.0,,3646.1,4304.5,,5527.0,1419.6,,,2955.1,3615.0,,452.0,-419.0,,,,,736.0,,-1486.9,-828.5,,394.0,-3713.4,,,-2177.9,-1518.0,,True,,,,,False,,False,False,,True,False,,,False,False,
01119,116,390.0,483.0,,,,,243.0,,1004.1,251.5,,657.0,41.7,,,,,,274.0,367.0,,,,,127.0,,888.1,135.5,,541.0,-74.3,,,,,,False,,,,,True,,False,True,,False,True,,,,,
01121,1845,1455.0,230.0,,,,,2253.0,,788.1,933.1,,1719.0,221.6,,,1382.0,,,-390.0,-1615.0,,,,,408.0,,-1056.9,-911.9,,-126.0,-1623.4,,,-463.0,,,False,,,,,False,,False,False,,True,False,,,False,,
01123,997,650.0,18.0,,,,,912.0,,252.3,532.1,,491.0,59.1,,,291.6,,,-347.0,-979.0,,,,,-85.0,,-744.7,-464.9,,-506.0,-937.9,,,-705.4,,,False,,,,,True,,False,False,,False,False,,,False,,
01125,4557,5595.0,5043.0,,,,,5962.0,,4442.3,3850.0,,7195.0,2128.4,,,4414.5,2332.0,,1038.0,486.0,,,,,1405.0,,-114.7,-707.0,,2638.0,-2428.6,,,-142.5,-2225.0,,True,,,,,False,,True,True,,False,False,,,True,False,
01127,1109,1615.0,862.0,,,,,2060.0,,962.2,844.7,,1752.5,153.8,,,1037.0,,,506.0,-247.0,,,,,951.0,,-146.8,-264.3,,643.5,-955.2,,,-72.0,,,True,,,,,False,,True,True,,False,False,,,True,,
01129,315,315.0,0.0,,,,,471.0,,514.6,205.9,,605.0,0.0,,,,,,0.0,-315.0,,,,,156.0,,199.6,-109.1,,290.0,-315.0,,,,,,False,,,,,False,,False,False,,False,False,,,,,
01131,275,200.0,23.0,,,,,145.0,,270.2,163.0,,209.0,0.0,,,,,,-75.0,-252.0,,,,,-130.0,,-4.8,-112.0,,-66.0,-275.0,,,,,,False,,,,,False,,True,False,,True,False,,,,,
01133,502,755.0,289.0,,,,,775.0,,247.4,390.7,,651.5,98.1,,,,,,253.0,-213.0,,,,,273.0,,-254.6,-111.3,,149.5,-403.9,,,,,,True,,,,,False,,False,True,,True,False,,,,,
02013,47,0.0,0.0,,,,,,,0.0,1.7,,20.0,,,,,,,-47.0,-47.0,,,,,,,-47.0,-45.3,,-27.0,,,,,,,False,,,,,,,True,True,,True,,,,,,
02016,137,80.0,,,,,,,,17.7,212.7,,24.0,0.0,,,,,,-57.0,,,,,,,,-119.3,75.7,,-113.0,-137.0,,,,,,,,,,,,,False,False,,False,False,,,,,
02020,3073,4205.0,1389.0,,,,,,,1850.6,2708.1,,4369.5,0.1,,,7838.3,1227.0,,1132.0,-1684.0,,,,,,,-1222.4,-364.9,,1296.5,-3072.9,,,4765.3,-1846.0,,False,,,,,,,False,True,,False,False,,,False,False,
02050,1182,455.0,,,,,,,,135.8,214.4,,293.5,0.0,,,,,,-727.0,,,,,,,,-1046.2,-967.6,,-888.5,-1182.0,,,,,,,,,,,,,False,False,,False,False,,,,,
02060,0,0.0,0.0,,,,,,,0.0,0.0,,,,,,,,,0.0,0.0,,,,,,,0.0,0.0,,,,,,,,,True,,,,,,,True,True,,,,,,,,
02068,8,0.0,0.0,,,,,,,4.9,9.7,,20.0,,,,,,,-8.0,-8.0,,,,,,,-3.1,1.7,,12.0,,,,,,,False,,,,,,,True,True,,False,,,,,,
02070,56,20.0,0.0,,,,,,,3.4,11.2,,30.0,0.0,,,,,,-36.0,-56.0,,,,,,,-52.6,-44.8,,-26.0,-56.0,,,,,,False,,,,,,,False,False,,True,False,,,,,
02090,1088,910.0,415.0,,,,,,,616.3,746.1,,1207.0,0.0,,,735.0,,,-178.0,-673.0,,,,,,,-471.7,-341.9,,119.0,-1088.0,,,-353.0,,,False,,,,,,,False,False,,True,False,,,False,,
02100,4,0.0,0.0,,,,,,,12.8,12.0,,5.0,,,,,,,-4.0,-4.0,,,,,,,8.8,8.0,,1.0,,,,,,,False,,,,,,,False,False,,True,,,,,,
02105,0,0.0,0.0,,,,,,,0.0,0.0,,,,,,,,,0.0,0.0,,,,,,,0.0,0.0,,,,,,,,,True,,,,,,,True,True,,,,,,,,
02110,133,210.0,40.0,,,,,,,57.0,158.6,,99.0,0.0,,,,,,77.0,-93.0,,,,,,,-76.0,25.6,,-34.0,-133.0,,,,,,False,,,,,,,True,True,,True,False,,,,,
02122,328,650.0,386.0,,,,,,,192.0,325.0,,525.0,0.0,,,390.6,,,322.0,58.0,,,,,,,-136.0,-3.0,,197.0,-328.0,,,62.6,,,True,,,,,,,True,True,,True,False,,,True,,
02130,50,15.0,0.0,,,,,,,4.7,33.7,,11.0,0.0,,,,,,-35.0,-50.0,,,,,,,-45.3,-16.3,,-39.0,-50.0,,,,,,False,,,,,,,False,True,,False,False,,,,,
02150,144,445.0,,,,,,,,178.7,264.4,,243.0,0.0,,,,,,301.0,,,,,,,,34.7,120.4,,99.0,-144.0,,,,,,,,,,,,,True,True,,True,True,,,,,
02158,428,95.0,0.0,,,,,,,97.6,131.5,,21.0,,,,,,,-333.0,-428.0,,,,,,,-330.4,-296.5,,-407.0,,,,,,,False,,,,,,,True,True,,False,,,,,,
02164,17,0.0,0.0,,,,,,,4.4,6.8,,20.0,0.0,,,,,,-17.0,-17.0,,,,,,,-12.6,-10.2,,3.0,-17.0,,,,,,False,,,,,,,True,True,,True,False,,,,,
02170,1383,1370.0,848.0,,,,,,,218.6,721.2,,672.5,0.0,,,1609.4,,,-13.0,-535.0,,,,,,,-1164.4,-661.8,,-710.5,-1383.0,,,226.4,,,False,,,,,,,False,False,,False,False,,,False,,
02180,39,30.0,,,,,,,,1.3,31.7,,0.0,0.0,,,,,,-9.0,,,,,,,,-37.7,-7.3,,-39.0,-39.0,,,,,,,,,,,,,False,True,,False,False,,,,,
02185,194,225.0,,,,,,,,116.1,219.7,,188.0,0.0,,,,,,31.0,,,,,,,,-77.9,25.7,,-6.0,-194.0,,,,,,,,,,,,,False,True,,True,False,,,,,
02188,172,55.0,,,,,,,,6.6,34.4,,5.0,0.0,,,,,,-117.0,,,,,,,,-165.4,-137.6,,-167.0,-172.0,,,,,,,,,,,,,False,False,,False,False,,,,,
02195,18,5.0,0.0,,,,,,,0.1,4.2,,5.0,,,,,,,-13.0,-18.0,,,,,,,-17.9,-13.8,,-13.0,,,,,,,False,,,,,,,False,False,,False,,,,,,
02198,7,15.0,0.0,,,,,,,5.3,32.5,,3.0,,,,,,,8.0,-7.0,,,,,,,-1.7,25.5,,-4.0,,,,,,,True,,,,,,,True,False,,True,,,,,,
02220,35,65.0,0.0,,,,,,,13.9,44.0,,33.0,0.0,,,,,,30.0,-35.0,,,,,,,-21.1,9.0,,-2.0,-35.0,,,,,,False,,,,,,,True,True,,True,False,,,,,
02230,1,5.0,0.0,,,,,,,0.0,12.2,,5.0,,,,,,,4.0,-1.0,,,,,,,-1.0,11.2,,4.0,,,,,,,True,,,,,,,True,False,,False,,,,,,
02240,37,95.0,,,,,,,,24.8,37.7,,51.0,0.0,,,,,,58.0,,,,,,,,-12.2,0.7,,14.0,-37.0,,,,,,,,,,,,,True,True,,True,True,,,,,
02261,115,85.0,,,,,,,,21.9,68.2,,21.0,0.0,,,,,,-30.0,,,,,,,,-93.1,-46.8,,-94.0,-115.0,,,,,,,,,,,,,False,False,,False,False,,,,,
02275,2,0.0,0.0,,,,,,,2.6,13.7,,5.0,,,,,,,-2.0,-2.0,,,,,,,0.6,11.7,,3.0,,,,,,,False,,,,,,,True,False,,False,,,,,,
02282,15,0.0,0.0,,,,,,,0.0,1.4,,10.0,,,,,,,-15.0,-15.0,,,,,,,-15.0,-13.6,,-5.0,,,,,,,False,,,,,,,True,True,,True,,,,,,
02290,62,0.0,0.0,,,,,,,19.6,27.5,,5.0,0.0,,,,,,-62.0,-62.0,,,,,,,-42.4,-34.5,,-57.0,-62.0,,,,,,False,,,,,,,True,True,,True,False,,,,,
04001,2315,1995.0,1981.0,,,,,1769.0,,800.2,1353.5,,1225.5,0.0,,,1024.7,,,-320.0,-334.0,,,,,-546.0,,-1514.8,-961.5,,-1089.5,-2315.0,,,-1290.3,,,False,,,,,False,,False,False,,False,False,,,False,,
04003,3361,5320.0,3797.0,,,,,2369.0,,4153.9,4251.3,,5350.5,1503.4,,,4028.0,,,1959.0,436.0,,,,,-992.0,,792.9,890.3,,1989.5,-1857.6,,,667.0,,,True,,,,,True,,True,True,,False,True,,,True,,
04005,4473,4070.0,3301.0,,,,,2523.0,,2626.5,2853.0,,4239.0,1890.6,,,2013.3,2883.0,,-403.0,-1172.0,,,,,-1950.0,,-1846.5,-1620.0,,-234.0,-2582.4,,,-2459.7,-1590.0,,False,,,,,False,,False,False,,True,False,,,False,False,
04007,1731,1450.0,1097.0,,,,,1187.0,,967.3,1050.4,,1813.0,630.6,,,1072.3,,,-281.0,-634.0,,,,,-544.0,,-763.7,-680.6,,82.0,-1100.4,,,-658.7,,,False,,,,,False,,False,False,,True,False,,,False,,
04009,2001,1590.0,980.0,,,,,737.0,,702.8,886.6,,1018.5,255.7,,,930.0,,,-411.0,-1021.0,,,,,-1264.0,,-1298.2,-1114.4,,-982.5,-1745.3,,,-1071.0,,,False,,,,,False,,False,False,,False,False,,,False,,
04011,146,110.0,,,,,,156.0,,24.4,112.1,,51.0,0.0,,,,,,-36.0,,,,,,10.0,,-121.6,-33.9,,-95.0,-146.0,,,,,,,,,,,True,,False,True,,False,False,,,,,
04012,912,790.0,834.0,,,,,887.0,,365.7,552.2,,362.0,0.0,,,,,,-122.0,-78.0,,,,,-25.0,,-546.3,-359.8,,-550.0,-912.0,,,,,,True,,,,,True,,False,False,,False,False,,,,,
04013,166654,127845.0,107646.0,,,,,105323.0,,88042.4,129612.2,,114467.0,57644.0,,,100212.9,55125.0,,-38809.0,-59008.0,,,,,-61331.0,,-78611.6,-37041.8,,-52187.0,-109010.0,,,-66441.1,-111529.0,,False,,,,,False,,False,True,,False,False,,,False,False,
04015,7856,7920.0,8136.0,,,,,5034.0,,7874.3,6348.6,,9721.0,1141.4,,,5716.2,6664.0,,64.0,280.0,,,,,-2822.0,,18.3,-1507.4,,1865.0,-6714.6,,,-2139.8,-1192.0,,False,,,,,False,,True,False,,False,False,,,False,False,
04017,3492,3385.0,362.0,,,,,2847.0,,1844.9,2620.0,,3046.5,548.9,,,2346.0,,,-107.0,-3130.0,,,,,-645.0,,-1647.1,-872.0,,-445.5,-2943.1,,,-1146.0,,,False,,,,,False,,False,False,,False,False,,,False,,
04019,35162,38010.0,22381.0,,,,,26792.0,,30904.4,28802.4,,36552.0,9350.8,,,33648.7,17807.0,,2848.0,-12781.0,,,,,-8370.0,,-4257.6,-6359.6,,1390.0,-25811.2,,,-1513.3,-17355.0,,False,,,,,False,,False,False,,True,False,,,True,False,
04021,16437,11820.0,7436.0,,,,,13365.0,,7555.2,11151.9,,10785.5,2395.0,,,7660.0,5996.0,,-4617.0,-9001.0,,,,,-3072.0,,-8881.8,-5285.1,,-5651.5,-14042.0,,,-8777.0,-10441.0,,False,,,,,True,,False,False,,False,False,,,False,False,
