,actual_cases,COVIDhub-baseline,BPagano-RtDriven,CEID-Walk,CMU-TimeSeries,COVIDhub-ensemble,CU-select,Columbia_UNC-SurvCon,Covid19Sim-Simulator,CovidAnalytics-DELPHI,DDS-NBDS,FAIR-NRAR,FDANIHASU-Sweight,Geneva-DetGrowth,Google_Harvard-CPF,IBF-TimeSeries,IEM_MED-CovidProject,IowaStateLW-STEM,JHUAPL-Bucky,JHU_IDD-CovidSP,JHU_UNC_GAS-StatMechPool,Karlen-pypm,LANL-GrowthRate,LNQ-ens1,MIT_ISOLAT-Mixtures,MOBS-GLEAM_COVID,Microsoft-DeepSTIA,OliverWyman-Navigator,OneQuietNight-ML,PandemicCentral-USCounty,QJHong-Encounter,RobertWalraven-ESG,SigSci-TS,TTU-squider,UCF-AEM,UCLA-SuEIR,UChicagoCHATTOPADHYAY-UnIT,UMass-MechBayes,UMich-RidgeTfReg,USC-SI_kJalpha,UVA-Ensemble,UpstateSU-GRU,error-COVIDhub-baseline,error-BPagano-RtDriven,error-CEID-Walk,error-CMU-TimeSeries,error-COVIDhub-ensemble,error-CU-select,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-CovidAnalytics-DELPHI,error-DDS-NBDS,error-FAIR-NRAR,error-FDANIHASU-Sweight,error-Geneva-DetGrowth,error-Google_Harvard-CPF,error-IBF-TimeSeries,error-IEM_MED-CovidProject,error-IowaStateLW-STEM,error-JHUAPL-Bucky,error-JHU_IDD-CovidSP,error-JHU_UNC_GAS-StatMechPool,error-Karlen-pypm,error-LANL-GrowthRate,error-LNQ-ens1,error-MIT_ISOLAT-Mixtures,error-MOBS-GLEAM_COVID,error-Microsoft-DeepSTIA,error-OliverWyman-Navigator,error-OneQuietNight-ML,error-PandemicCentral-USCounty,error-QJHong-Encounter,error-RobertWalraven-ESG,error-SigSci-TS,error-TTU-squider,error-UCF-AEM,error-UCLA-SuEIR,error-UChicagoCHATTOPADHYAY-UnIT,error-UMass-MechBayes,error-UMich-RidgeTfReg,error-USC-SI_kJalpha,error-UVA-Ensemble,error-UpstateSU-GRU,beat_baseline-BPagano-RtDriven,beat_baseline-CEID-Walk,beat_baseline-CMU-TimeSeries,beat_baseline-COVIDhub-ensemble,beat_baseline-CU-select,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-DDS-NBDS,beat_baseline-FAIR-NRAR,beat_baseline-FDANIHASU-Sweight,beat_baseline-Geneva-DetGrowth,beat_baseline-Google_Harvard-CPF,beat_baseline-IBF-TimeSeries,beat_baseline-IEM_MED-CovidProject,beat_baseline-IowaStateLW-STEM,beat_baseline-JHUAPL-Bucky,beat_baseline-JHU_IDD-CovidSP,beat_baseline-JHU_UNC_GAS-StatMechPool,beat_baseline-Karlen-pypm,beat_baseline-LANL-GrowthRate,beat_baseline-LNQ-ens1,beat_baseline-MIT_ISOLAT-Mixtures,beat_baseline-MOBS-GLEAM_COVID,beat_baseline-Microsoft-DeepSTIA,beat_baseline-OliverWyman-Navigator,beat_baseline-OneQuietNight-ML,beat_baseline-PandemicCentral-USCounty,beat_baseline-QJHong-Encounter,beat_baseline-RobertWalraven-ESG,beat_baseline-SigSci-TS,beat_baseline-TTU-squider,beat_baseline-UCF-AEM,beat_baseline-UCLA-SuEIR,beat_baseline-UChicagoCHATTOPADHYAY-UnIT,beat_baseline-UMass-MechBayes,beat_baseline-UMich-RidgeTfReg,beat_baseline-USC-SI_kJalpha,beat_baseline-UVA-Ensemble,beat_baseline-UpstateSU-GRU
20151,8,19.0,,17.5,,20.0,15.0,,,,,13.1,,,15.7,,,31.0,21.0,15.4,,,23.0,12.1,,,,23.0,25.0,26.7,,,,,,,21.8,,,,18.3,21.9,11.0,,9.5,,12.0,7.0,,,,,5.1,,,7.7,,,23.0,13.0,7.4,,,15.0,4.1,,,,15.0,17.0,18.7,,,,,,,13.8,,,,10.3,13.9,,True,,False,True,,,,,True,,,True,,,False,False,True,,,False,True,,,,False,False,False,,,,,,,False,,,,True,False
20153,2,13.0,,12.4,,10.0,,,,,,4.8,,,5.5,,,7.0,35.5,5.3,,,6.0,5.8,,,,10.0,12.0,11.1,,,,,,,13.7,,,,14.7,,11.0,,10.4,,8.0,,,,,,2.8,,,3.5,,,5.0,33.5,3.3,,,4.0,3.8,,,,8.0,10.0,9.1,,,,,,,11.7,,,,12.7,,,True,,True,,,,,,True,,,True,,,True,False,True,,,True,True,,,,True,True,True,,,,,,,False,,,,False,
20155,177,237.0,,230.4,,210.0,262.0,,,,,145.7,,,156.0,,,324.0,162.0,161.2,114.0,,217.0,120.0,,,,231.0,234.0,255.0,,,,,,273.0,151.8,,,,116.8,202.7,60.0,,53.4,,33.0,85.0,,,,,-31.3,,,-21.0,,,147.0,-15.0,-15.8,-63.0,,40.0,-57.0,,,,54.0,57.0,78.0,,,,,,96.0,-25.2,,,,-60.2,25.7,,True,,True,False,,,,,True,,,True,,,False,True,True,False,,True,True,,,,True,True,False,,,,,,False,True,,,,False,True
20157,8,19.0,,19.4,,17.0,7.0,,,,,12.0,,,12.4,,,18.0,11.8,8.9,,,21.0,9.2,,,,21.0,19.0,19.7,,,,,,,17.0,,,,23.3,15.1,11.0,,11.4,,9.0,-1.0,,,,,4.0,,,4.4,,,10.0,3.8,0.9,,,13.0,1.2,,,,13.0,11.0,11.7,,,,,,,9.0,,,,15.3,7.1,,False,,True,True,,,,,True,,,True,,,True,True,True,,,False,True,,,,False,False,False,,,,,,,True,,,,False,True
20159,34,39.0,,41.2,,32.0,29.0,,,,,20.2,,,24.9,,,38.0,18.3,22.5,,,46.0,15.7,,,,33.0,34.0,44.6,,,,,,,31.2,,,,35.0,28.4,5.0,,7.2,,-2.0,-5.0,,,,,-13.8,,,-9.1,,,4.0,-15.7,-11.5,,,12.0,-18.3,,,,-1.0,0.0,10.6,,,,,,,-2.8,,,,1.0,-5.6,,False,,True,False,,,,,False,,,False,,,True,False,False,,,False,False,,,,True,True,False,,,,,,,True,,,,True,False
20161,135,202.0,,221.2,,190.0,137.0,,,,,134.9,,,194.9,,,291.0,135.6,184.5,176.0,,210.0,121.1,,,,259.0,198.0,292.9,,,,,,196.0,149.9,,,,213.2,174.0,67.0,,86.2,,55.0,2.0,,,,,-0.1,,,59.9,,,156.0,0.6,49.5,41.0,,75.0,-13.9,,,,124.0,63.0,157.9,,,,,,61.0,14.9,,,,78.2,39.0,,False,,True,True,,,,,True,,,True,,,False,True,True,True,,False,True,,,,False,True,False,,,,,,True,True,,,,False,True
20163,10,12.0,,8.5,,13.0,12.0,,,,,9.8,,,9.5,,,13.0,9.5,14.7,,,15.0,7.9,,,,19.0,15.0,44.1,,,,,,,15.7,,,,18.0,22.4,2.0,,-1.5,,3.0,2.0,,,,,-0.2,,,-0.5,,,3.0,-0.5,4.7,,,5.0,-2.1,,,,9.0,5.0,34.1,,,,,,,5.7,,,,8.0,12.4,,True,,False,False,,,,,True,,,True,,,False,True,False,,,False,False,,,,False,False,False,,,,,,,False,,,,False,False
20165,9,18.0,,18.3,,14.0,12.0,,,,,7.0,,,10.0,,,9.0,19.6,10.2,,,14.0,9.5,,,,23.0,17.0,14.4,,,,,,,14.9,,,,23.9,,9.0,,9.3,,5.0,3.0,,,,,-2.0,,,1.0,,,0.0,10.6,1.2,,,5.0,0.5,,,,14.0,8.0,5.4,,,,,,,5.9,,,,14.9,,,False,,True,True,,,,,True,,,True,,,True,False,True,,,True,True,,,,False,True,True,,,,,,,True,,,,False,
20167,8,16.0,,12.9,,14.0,7.0,,,,,10.9,,,10.3,,,18.0,6.6,10.8,,,15.0,8.6,,,,14.0,18.0,24.0,,,,,,,21.2,,,,24.6,,8.0,,4.9,,6.0,-1.0,,,,,2.9,,,2.3,,,10.0,-1.4,2.8,,,7.0,0.6,,,,6.0,10.0,16.0,,,,,,,13.2,,,,16.6,,,True,,True,True,,,,,True,,,True,,,False,True,True,,,True,True,,,,True,False,False,,,,,,,False,,,,False,
20169,175,206.0,,234.6,,178.0,150.0,,,,,139.8,,,156.0,,,209.0,99.2,173.3,171.0,,267.5,101.6,,,,190.0,211.0,214.3,,,,,,164.0,179.3,,,,256.6,143.9,31.0,,59.6,,3.0,-25.0,,,,,-35.2,,,-19.0,,,34.0,-75.8,-1.7,-4.0,,92.5,-73.4,,,,15.0,36.0,39.3,,,,,,-11.0,4.3,,,,81.6,-31.1,,False,,True,True,,,,,False,,,True,,,False,False,True,True,,False,False,,,,True,False,False,,,,,,True,True,,,,False,False
20171,14,8.0,,8.8,,9.0,6.0,,,,,7.2,,,5.2,,,16.0,11.7,7.8,,,11.0,3.7,,,,8.0,12.0,16.4,,,,,,,16.8,,,,8.3,9.7,-6.0,,-5.2,,-5.0,-8.0,,,,,-6.8,,,-8.8,,,2.0,-2.3,-6.2,,,-3.0,-10.3,,,,-6.0,-2.0,2.4,,,,,,,2.8,,,,-5.7,-4.3,,True,,True,False,,,,,False,,,False,,,True,True,False,,,True,False,,,,False,True,True,,,,,,,True,,,,True,True
20173,1660,1778.0,,1836.8,2700.7,1613.0,1245.0,,,,,1167.6,,,1536.0,,2088.7,2054.0,1597.5,1549.8,1487.5,,2224.0,1051.3,,,,2236.0,1694.0,2711.5,,,,,,1610.3,1223.9,770.0,,,1843.4,1583.4,118.0,,176.8,1040.7,-47.0,-415.0,,,,,-492.4,,,-124.0,,428.7,394.0,-62.5,-110.2,-172.5,,564.0,-608.7,,,,576.0,34.0,1051.5,,,,,,-49.7,-436.1,-890.0,,,183.4,-76.6,,False,False,True,False,,,,,False,,,False,,False,False,True,True,False,,False,False,,,,False,True,False,,,,,,True,False,False,,,False,True
20175,30,54.0,,56.2,,56.0,28.0,,,,,51.1,,,32.1,,,111.0,73.8,38.7,,,44.0,24.9,,,,67.0,61.0,65.9,,,,,,52.9,80.8,,,,73.3,51.4,24.0,,26.2,,26.0,-2.0,,,,,21.1,,,2.1,,,81.0,43.8,8.7,,,14.0,-5.1,,,,37.0,31.0,35.9,,,,,,22.9,50.8,,,,43.3,21.4,,False,,False,True,,,,,True,,,True,,,False,False,True,,,True,True,,,,False,False,False,,,,,,True,False,,,,False,True
20177,517,717.0,,721.0,,606.0,764.0,,,,,371.8,,,548.8,,,814.0,510.5,638.5,581.5,,688.0,375.5,,,,771.0,655.0,874.7,,,,,,606.6,558.1,354.0,,,386.8,511.7,200.0,,204.0,,89.0,247.0,,,,,-145.2,,,31.8,,,297.0,-6.5,121.5,64.5,,171.0,-141.5,,,,254.0,138.0,357.7,,,,,,89.6,41.1,-163.0,,,-130.2,-5.3,,False,,True,False,,,,,True,,,True,,,False,True,True,True,,True,True,,,,False,True,False,,,,,,True,True,True,,,True,True
20179,3,13.0,,13.8,,9.0,,,,,,6.0,,,6.7,,,8.0,7.2,8.3,,,9.0,5.0,,,,10.0,12.0,10.5,,,,,,,22.5,,,,14.0,8.8,10.0,,10.8,,6.0,,,,,,3.0,,,3.7,,,5.0,4.2,5.3,,,6.0,2.0,,,,7.0,9.0,7.5,,,,,,,19.5,,,,11.0,5.8,,False,,True,,,,,,True,,,True,,,True,True,True,,,True,True,,,,True,True,True,,,,,,,False,,,,False,True
20181,11,15.0,,15.0,,12.0,0.0,,,,,7.2,,,9.0,,,18.0,24.5,6.6,,,8.0,5.8,,,,8.0,14.0,14.5,,,,,,,24.4,,,,16.9,10.9,4.0,,4.0,,1.0,-11.0,,,,,-3.8,,,-2.0,,,7.0,13.5,-4.4,,,-3.0,-5.2,,,,-3.0,3.0,3.5,,,,,,,13.4,,,,5.9,-0.1,,True,,True,False,,,,,True,,,True,,,False,False,False,,,True,False,,,,True,True,True,,,,,,,False,,,,False,True
20183,10,5.0,,6.2,,6.0,0.0,,,,,3.7,,,5.0,,,12.0,1.4,3.9,,,8.0,2.9,,,,5.0,7.0,11.0,,,,,,,8.4,,,,8.8,5.8,-5.0,,-3.8,,-4.0,-10.0,,,,,-6.3,,,-5.0,,,2.0,-8.6,-6.1,,,-2.0,-7.1,,,,-5.0,-3.0,1.0,,,,,,,-1.6,,,,-1.2,-4.2,,True,,True,False,,,,,False,,,True,,,True,False,False,,,True,False,,,,False,True,True,,,,,,,True,,,,True,True
20185,7,5.0,,5.3,,8.0,1.0,,,,,5.7,,,6.0,,,14.0,8.6,5.5,,,8.0,3.2,,,,7.0,9.0,10.8,,,,,,,11.8,,,,8.5,7.0,-2.0,,-1.7,,1.0,-6.0,,,,,-1.3,,,-1.0,,,7.0,1.6,-1.5,,,1.0,-3.8,,,,0.0,2.0,3.8,,,,,,,4.8,,,,1.5,0.0,,True,,True,False,,,,,True,,,True,,,False,True,True,,,True,False,,,,True,False,False,,,,,,,False,,,,True,True
20187,4,4.0,,4.1,,3.0,0.0,,,,,2.5,,,2.0,,,11.0,5.5,2.1,,,2.0,1.8,,,,3.0,5.0,3.2,,,,,,,11.0,,,,6.3,,0.0,,0.1,,-1.0,-4.0,,,,,-1.5,,,-2.0,,,7.0,1.5,-1.9,,,-2.0,-2.2,,,,-1.0,1.0,-0.8,,,,,,,7.0,,,,2.3,,,False,,False,False,,,,,False,,,False,,,False,False,False,,,False,False,,,,False,False,False,,,,,,,False,,,,False,
20189,10,9.0,,5.7,,10.0,4.0,,,,,8.2,,,7.3,,,28.0,3.3,8.8,,,11.0,4.3,,,,8.0,12.0,14.1,,,,,,,24.4,,,,13.3,9.3,-1.0,,-4.3,,0.0,-6.0,,,,,-1.8,,,-2.7,,,18.0,-6.7,-1.2,,,1.0,-5.7,,,,-2.0,2.0,4.1,,,,,,,14.4,,,,3.3,-0.7,,False,,True,False,,,,,False,,,False,,,False,False,False,,,False,False,,,,False,False,False,,,,,,,False,,,,False,True
20191,121,105.0,,110.0,,96.0,105.0,,,,,47.1,,,73.4,,,100.0,94.0,69.9,,,98.0,55.1,,,,118.0,88.0,107.3,,,,,,,85.5,,,,110.1,80.3,-16.0,,-11.0,,-25.0,-16.0,,,,,-73.9,,,-47.6,,,-21.0,-27.0,-51.1,,,-23.0,-65.9,,,,-3.0,-33.0,-13.7,,,,,,,-35.5,,,,-10.9,-40.7,,True,,False,False,,,,,False,,,False,,,False,False,False,,,False,False,,,,True,False,True,,,,,,,False,,,,True,False
20193,18,31.0,,32.2,,28.0,13.0,,,,,14.2,,,18.5,,,23.0,30.3,20.7,,,28.0,14.6,,,,30.0,31.0,41.4,,,,,,,32.9,,,,30.6,,13.0,,14.2,,10.0,-5.0,,,,,-3.8,,,0.5,,,5.0,12.3,2.7,,,10.0,-3.4,,,,12.0,13.0,23.4,,,,,,,14.9,,,,12.6,,,False,,True,True,,,,,True,,,True,,,True,True,True,,,True,True,,,,True,False,False,,,,,,,False,,,,True,
20195,18,8.0,,6.3,,8.0,,,,,,6.2,,,5.8,,,7.0,5.2,7.4,,,12.0,6.5,,,,10.0,11.0,14.4,,,,,,,12.6,,,,14.8,8.0,-10.0,,-11.7,,-10.0,,,,,,-11.8,,,-12.2,,,-11.0,-12.8,-10.6,,,-6.0,-11.5,,,,-8.0,-7.0,-3.6,,,,,,,-5.4,,,,-3.2,-10.0,,False,,False,,,,,,False,,,False,,,False,False,False,,,True,False,,,,True,True,True,,,,,,,True,,,,True,False
20197,25,36.0,,39.3,,30.0,37.0,,,,,13.3,,,20.3,,,29.0,21.7,21.9,,,32.0,15.6,,,,41.0,30.0,33.5,,,,,,,29.9,,,,39.9,21.5,11.0,,14.3,,5.0,12.0,,,,,-11.7,,,-4.7,,,4.0,-3.3,-3.1,,,7.0,-9.4,,,,16.0,5.0,8.5,,,,,,,4.9,,,,14.9,-3.5,,False,,True,False,,,,,False,,,True,,,True,True,True,,,True,True,,,,False,True,True,,,,,,,True,,,,False,True
20199,0,0.0,,0.0,,1.0,0.0,,,,,2.1,,,0.9,,,5.0,0.0,0.9,,,1.0,1.0,,,,0.0,1.0,1.8,,,,,,,7.0,,,,0.9,,0.0,,0.0,,1.0,0.0,,,,,2.1,,,0.9,,,5.0,0.0,0.9,,,1.0,1.0,,,,0.0,1.0,1.8,,,,,,,7.0,,,,0.9,,,True,,False,True,,,,,False,,,False,,,False,False,False,,,False,False,,,,True,False,False,,,,,,,False,,,,False,
20201,8,12.0,,13.0,,14.0,7.0,,,,,7.8,,,8.7,,,26.0,14.3,11.5,,,12.0,6.3,,,,16.0,15.0,18.6,,,,,,,13.5,,,,20.1,22.2,4.0,,5.0,,6.0,-1.0,,,,,-0.2,,,0.7,,,18.0,6.3,3.5,,,4.0,-1.7,,,,8.0,7.0,10.6,,,,,,,5.5,,,,12.1,14.2,,False,,False,True,,,,,True,,,True,,,False,False,True,,,False,True,,,,False,False,False,,,,,,,False,,,,False,False
20203,1,0.0,,1.6,,4.0,0.0,,,,,3.0,,,2.1,,,10.0,4.5,3.3,,,5.0,2.7,,,,5.0,4.0,4.6,,,,,,,6.4,,,,4.1,,-1.0,,0.6,,3.0,-1.0,,,,,2.0,,,1.1,,,9.0,3.5,2.3,,,4.0,1.7,,,,4.0,3.0,3.6,,,,,,,5.4,,,,3.1,,,True,,False,False,,,,,False,,,False,,,False,False,False,,,False,False,,,,False,False,False,,,,,,,False,,,,False,
20205,35,21.0,,15.4,,27.0,19.0,,,,,20.0,,,20.0,,,54.0,27.1,21.0,,,43.0,11.8,,,,33.0,27.0,40.4,,,,,,,22.7,,,,26.1,21.6,-14.0,,-19.6,,-8.0,-16.0,,,,,-15.0,,,-15.0,,,19.0,-7.9,-14.0,,,8.0,-23.2,,,,-2.0,-8.0,5.4,,,,,,,-12.3,,,,-8.9,-13.4,,False,,True,False,,,,,False,,,False,,,False,True,False,,,True,False,,,,True,True,True,,,,,,,True,,,,True,True
20207,2,16.0,,17.4,,14.0,6.0,,,,,5.3,,,8.8,,,14.0,32.9,10.3,,,14.0,8.8,,,,27.0,17.0,,,,,,,,15.8,,,,19.7,13.6,14.0,,15.4,,12.0,4.0,,,,,3.3,,,6.8,,,12.0,30.9,8.3,,,12.0,6.8,,,,25.0,15.0,,,,,,,,13.8,,,,17.7,11.6,,False,,True,True,,,,,True,,,True,,,True,False,True,,,True,True,,,,False,False,,,,,,,,True,,,,False,True
20209,363,534.0,,571.3,,502.0,421.0,,,,,404.3,,,358.3,,530.4,783.0,373.3,469.9,506.5,,582.0,278.7,,,,539.0,526.0,721.0,,,,,,500.7,445.0,338.0,,,625.4,463.4,171.0,,208.3,,139.0,58.0,,,,,41.3,,,-4.7,,167.4,420.0,10.3,106.9,143.5,,219.0,-84.3,,,,176.0,163.0,358.0,,,,,,137.7,82.0,-25.0,,,262.4,100.4,,False,,True,True,,,,,True,,,True,,True,False,True,True,True,,False,True,,,,False,True,False,,,,,,True,True,True,,,False,True
21001,50,49.0,,49.5,,48.0,0.0,,,,,30.0,,,51.5,,,99.0,43.4,31.1,,,97.0,45.3,,,,57.0,54.0,47.0,,,,,,,31.4,,,,71.9,66.6,-1.0,,-0.5,,-2.0,-50.0,,,,,-20.0,,,1.5,,,49.0,-6.6,-18.9,,,47.0,-4.7,,,,7.0,4.0,-3.0,,,,,,,-18.6,,,,21.9,16.6,,True,,False,False,,,,,False,,,False,,,False,False,False,,,False,False,,,,False,False,False,,,,,,,False,,,,False,False
21003,77,64.0,,66.2,,64.0,42.0,,,,,40.7,,,69.6,,,113.0,44.4,59.0,,,72.0,50.1,,,,77.0,70.0,95.2,,,,,,,69.0,,,,78.1,61.5,-13.0,,-10.8,,-13.0,-35.0,,,,,-36.3,,,-7.4,,,36.0,-32.6,-18.0,,,-5.0,-26.9,,,,0.0,-7.0,18.2,,,,,,,-8.0,,,,1.1,-15.5,,True,,False,False,,,,,False,,,True,,,False,False,False,,,True,False,,,,True,True,False,,,,,,,True,,,,True,False
21005,90,96.0,,84.4,,83.0,77.0,,,,,41.9,,,86.7,,,102.0,48.5,65.9,,,99.0,64.3,,,,105.0,84.0,97.0,,,,,,,91.1,,,,129.9,107.1,6.0,,-5.6,,-7.0,-13.0,,,,,-48.1,,,-3.3,,,12.0,-41.5,-24.1,,,9.0,-25.7,,,,15.0,-6.0,7.0,,,,,,,1.1,,,,39.9,17.1,,True,,False,False,,,,,False,,,True,,,False,False,False,,,False,False,,,,False,False,False,,,,,,,True,,,,False,False
21007,14,15.0,,15.7,,16.0,12.0,,,,,7.1,,,14.5,,,22.0,12.7,11.2,,,19.0,17.9,,,,18.0,18.0,17.2,,,,,,,18.1,,,,35.5,13.3,1.0,,1.7,,2.0,-2.0,,,,,-6.9,,,0.5,,,8.0,-1.3,-2.8,,,5.0,3.9,,,,4.0,4.0,3.2,,,,,,,4.1,,,,21.5,-0.7,,False,,False,False,,,,,False,,,True,,,False,False,False,,,False,False,,,,False,False,False,,,,,,,False,,,,False,True
21009,233,237.0,,240.9,,206.0,253.0,,,,,81.9,,,179.1,,,218.0,208.3,146.5,201.5,,297.0,182.9,,,,274.0,211.0,193.1,,,,,,209.5,166.7,,,,275.1,165.6,4.0,,7.9,,-27.0,20.0,,,,,-151.1,,,-53.9,,,-15.0,-24.7,-86.5,-31.5,,64.0,-50.1,,,,41.0,-22.0,-39.9,,,,,,-23.5,-66.3,,,,42.1,-67.4,,False,,False,False,,,,,False,,,False,,,False,False,False,False,,False,False,,,,False,False,False,,,,,,False,False,,,,False,False
21011,19,51.0,,43.4,,38.0,45.0,,,,,18.8,,,68.0,,,58.0,13.2,30.0,,,36.0,31.4,,,,56.0,45.0,42.6,,,,,,,40.1,,,,53.0,34.9,32.0,,24.4,,19.0,26.0,,,,,-0.2,,,49.0,,,39.0,-5.8,11.0,,,17.0,12.4,,,,37.0,26.0,23.6,,,,,,,21.1,,,,34.0,15.9,,True,,True,True,,,,,True,,,False,,,False,True,True,,,True,True,,,,False,True,True,,,,,,,True,,,,False,True
21013,86,134.0,,120.0,,120.0,146.0,,,,,60.5,,,98.9,,,147.0,95.3,101.8,,,120.0,91.0,,,,154.0,125.0,124.4,,,,,,,91.8,,,,145.4,122.6,48.0,,34.0,,34.0,60.0,,,,,-25.5,,,12.9,,,61.0,9.3,15.8,,,34.0,5.0,,,,68.0,39.0,38.4,,,,,,,5.8,,,,59.4,36.6,,True,,True,False,,,,,True,,,True,,,False,True,True,,,True,True,,,,False,True,True,,,,,,,True,,,,False,True
21015,504,725.0,,754.1,,628.0,628.0,,,,,347.6,,,583.9,,,791.0,712.1,423.4,894.5,,584.0,517.9,,,,850.0,638.0,882.1,,,,,,674.0,554.6,628.0,,,908.1,595.9,221.0,,250.1,,124.0,124.0,,,,,-156.4,,,79.9,,,287.0,208.1,-80.6,390.5,,80.0,13.9,,,,346.0,134.0,378.1,,,,,,170.0,50.6,124.0,,,404.1,91.9,,False,,True,True,,,,,True,,,True,,,False,True,True,False,,True,True,,,,False,True,False,,,,,,True,True,True,,,False,True
21017,99,87.0,,79.9,,83.0,65.0,,,,,38.4,,,71.2,,,120.0,75.1,61.9,,,117.0,82.5,,,,113.0,84.0,86.0,,,,,,,72.5,,,,117.7,89.5,-12.0,,-19.1,,-16.0,-34.0,,,,,-60.6,,,-27.8,,,21.0,-23.9,-37.1,,,18.0,-16.5,,,,14.0,-15.0,-13.0,,,,,,,-26.5,,,,18.7,-9.5,,False,,False,False,,,,,False,,,False,,,False,False,False,,,False,False,,,,False,False,False,,,,,,,False,,,,False,True
21019,182,194.0,,177.8,,177.0,158.0,,,,,123.8,,,172.2,,,219.0,110.8,162.7,232.5,,160.0,175.5,,,,242.0,183.0,255.8,,,,,,195.3,226.7,,,,190.0,232.1,12.0,,-4.2,,-5.0,-24.0,,,,,-58.2,,,-9.8,,,37.0,-71.2,-19.3,50.5,,-22.0,-6.5,,,,60.0,1.0,73.8,,,,,,13.3,44.7,,,,8.0,50.1,,True,,True,False,,,,,False,,,True,,,False,False,False,False,,False,True,,,,False,True,False,,,,,,False,False,,,,True,False
21021,80,121.0,,96.0,,93.0,44.0,,,,,88.0,,,115.5,,,154.0,10.1,103.3,71.0,,91.0,84.4,,,,83.0,108.0,253.6,,,,,,107.2,113.4,,,,240.4,260.3,41.0,,16.0,,13.0,-36.0,,,,,8.0,,,35.5,,,74.0,-69.9,23.3,-9.0,,11.0,4.4,,,,3.0,28.0,173.6,,,,,,27.2,33.4,,,,160.4,180.3,,True,,True,True,,,,,True,,,True,,,False,False,True,True,,True,True,,,,True,True,False,,,,,,True,True,,,,False,False
21023,29,36.0,,33.7,,34.0,42.0,,,,,11.9,,,29.7,,,39.0,37.5,23.2,,,82.5,23.5,,,,54.0,34.0,29.7,,,,,,,26.8,,,,38.1,24.2,7.0,,4.7,,5.0,13.0,,,,,-17.1,,,0.7,,,10.0,8.5,-5.8,,,53.5,-5.5,,,,25.0,5.0,0.7,,,,,,,-2.2,,,,9.1,-4.8,,True,,True,False,,,,,False,,,True,,,False,False,True,,,False,True,,,,False,True,True,,,,,,,True,,,,False,True
21025,39,31.0,,23.9,,29.0,25.0,,,,,22.7,,,28.7,,,56.0,28.3,31.3,,,14.0,23.2,,,,41.0,36.0,48.2,,,,,,,30.2,,,,41.9,33.5,-8.0,,-15.1,,-10.0,-14.0,,,,,-16.3,,,-10.3,,,17.0,-10.7,-7.7,,,-25.0,-15.8,,,,2.0,-3.0,9.2,,,,,,,-8.8,,,,2.9,-5.5,,False,,False,False,,,,,False,,,False,,,False,False,True,,,False,False,,,,True,True,False,,,,,,,False,,,,True,True
21027,46,82.0,,87.1,,68.0,72.0,,,,,27.6,,,69.8,,,69.0,56.3,53.1,,,52.0,50.4,,,,103.0,72.0,72.7,,,,,,,69.8,,,,100.7,66.8,36.0,,41.1,,22.0,26.0,,,,,-18.4,,,23.8,,,23.0,10.3,7.1,,,6.0,4.4,,,,57.0,26.0,26.7,,,,,,,23.8,,,,54.7,20.8,,False,,True,True,,,,,True,,,True,,,True,True,True,,,True,True,,,,False,True,True,,,,,,,True,,,,False,True
21029,173,893.0,,898.4,,349.0,1849.0,,,,,151.0,,,1402.9,,,351.0,189.1,371.2,423.0,,289.0,25.6,,,,868.0,612.0,342.8,,,,,,787.4,700.4,,,,708.2,486.3,720.0,,725.4,,176.0,1676.0,,,,,-22.0,,,1229.9,,,178.0,16.1,198.2,250.0,,116.0,-147.4,,,,695.0,439.0,169.8,,,,,,614.4,527.4,,,,535.2,313.3,,False,,True,False,,,,,True,,,False,,,True,True,True,True,,True,True,,,,True,True,True,,,,,,True,True,,,,True,True
21031,85,71.0,,62.8,,56.0,78.0,,,,,27.4,,,66.1,,,55.0,53.5,53.8,,,57.0,57.0,,,,96.0,64.0,61.5,,,,,,,54.0,,,,84.0,48.0,-14.0,,-22.2,,-29.0,-7.0,,,,,-57.6,,,-18.9,,,-30.0,-31.5,-31.2,,,-28.0,-28.0,,,,11.0,-21.0,-23.5,,,,,,,-31.0,,,,-1.0,-37.0,,False,,False,True,,,,,False,,,False,,,False,False,False,,,False,False,,,,True,False,False,,,,,,,False,,,,True,False
21033,36,57.0,,61.7,,45.0,7.0,,,,,25.7,,,39.4,,,52.0,40.8,31.9,,,37.0,43.1,,,,66.0,55.0,61.8,,,,,,,45.3,,,,47.8,46.2,21.0,,25.7,,9.0,-29.0,,,,,-10.3,,,3.4,,,16.0,4.8,-4.1,,,1.0,7.1,,,,30.0,19.0,25.8,,,,,,,9.3,,,,11.8,10.2,,False,,True,False,,,,,True,,,True,,,True,True,True,,,True,True,,,,False,True,False,,,,,,,True,,,,True,True
