,actual_cases,COVIDhub-baseline,Columbia_UNC-SurvCon,Covid19Sim-Simulator,IBF-TimeSeries,IowaStateLW-STEM,JCB-PRM,JHUAPL-Bucky,UCF-AEM,UCLA-SuEIR,UMass-MechBayes,USC-SI_kJalpha,error-COVIDhub-baseline,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-IBF-TimeSeries,error-IowaStateLW-STEM,error-JCB-PRM,error-JHUAPL-Bucky,error-UCF-AEM,error-UCLA-SuEIR,error-UMass-MechBayes,error-USC-SI_kJalpha,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-IBF-TimeSeries,beat_baseline-IowaStateLW-STEM,beat_baseline-JCB-PRM,beat_baseline-JHUAPL-Bucky,beat_baseline-UCF-AEM,beat_baseline-UCLA-SuEIR,beat_baseline-UMass-MechBayes,beat_baseline-USC-SI_kJalpha
01021,1004,1085.0,,,,1466.0,,2256.2,,704.0,,,81.0,,,,462.0,,1252.2,,-300.0,,,,,,False,,False,,False,,
01023,78,105.0,,,,450.0,,112.6,,,,,27.0,,,,372.0,,34.6,,,,,,,,False,,False,,,,
01025,1149,2611.0,,,,786.0,,1688.3,,,,,1462.0,,,,-363.0,,539.3,,,,,,,,True,,True,,,,
01027,327,294.0,,,,409.0,,189.2,,,,,-33.0,,,,82.0,,-137.8,,,,,,,,False,,False,,,,
01029,389,413.0,,,,500.0,,119.3,,,,,24.0,,,,111.0,,-269.7,,,,,,,,False,,False,,,,
01031,1971,1743.0,,,,1195.0,,1461.0,,1207.9,,,-228.0,,,,-776.0,,-510.0,,-763.1,,,,,,False,,False,,False,,
01033,1904,2030.0,,,,2319.0,,1514.6,,1671.1,,,126.0,,,,415.0,,-389.4,,-232.9,,,,,,False,,False,,False,,
01035,227,287.0,,,,311.0,,566.2,,,,,60.0,,,,84.0,,339.2,,,,,,,,False,,False,,,,
01037,244,259.0,,,,240.0,,182.2,,,,,15.0,,,,-4.0,,-61.8,,,,,,,,True,,False,,,,
01039,1018,1113.0,,,,976.0,,1339.1,,427.8,,,95.0,,,,-42.0,,321.1,,-590.2,,,,,,True,,False,,False,,
01041,522,210.0,,,,294.0,,195.1,,,,,-312.0,,,,-228.0,,-326.9,,,,,,,,True,,False,,,,
01043,2871,4536.0,,,,4025.0,,5506.7,,3231.1,,,1665.0,,,,1154.0,,2635.7,,360.1,,,,,,True,,False,,True,,
01045,1513,1666.0,,,,1230.0,,3347.5,,1047.1,,,153.0,,,,-283.0,,1834.5,,-465.9,,,,,,False,,False,,False,,
01047,715,763.0,,,,1062.0,,370.7,,636.3,,,48.0,,,,347.0,,-344.3,,-78.7,,,,,,False,,False,,False,,
01049,2304,3521.0,,,,3577.0,,2326.6,,1196.0,,,1217.0,,,,1273.0,,22.6,,-1108.0,,,,,,False,,True,,True,,
01051,3625,3241.0,,,,1976.0,,5363.0,,2406.7,,,-384.0,,,,-1649.0,,1738.0,,-1218.3,,,,,,False,,False,,False,,
01053,1234,1134.0,,,,1080.0,,3214.9,,561.5,,,-100.0,,,,-154.0,,1980.9,,-672.5,,,,,,False,,False,,False,,
01055,4505,5257.0,,,,4512.0,,6028.8,,4282.6,,,752.0,,,,7.0,,1523.8,,-222.4,,,,,,True,,False,,True,,
01057,688,805.0,,,,634.0,,571.9,,,,,117.0,,,,-54.0,,-116.1,,,,,,,,True,,True,,,,
01059,984,1141.0,,,,1511.0,,1362.1,,752.3,,,157.0,,,,527.0,,378.1,,-231.7,,,,,,False,,False,,False,,
01061,834,651.0,,,,721.0,,497.9,,,,,-183.0,,,,-113.0,,-336.1,,,,,,,,True,,False,,,,
01063,251,546.0,,,,235.0,,806.3,,,,,295.0,,,,-16.0,,555.3,,,,,,,,True,,False,,,,
01065,813,686.0,,,,495.0,,615.4,,,,,-127.0,,,,-318.0,,-197.6,,,,,,,,False,,False,,,,
01067,672,441.0,,,,386.0,,879.2,,,,,-231.0,,,,-286.0,,207.2,,,,,,,,False,,True,,,,
01069,3345,2618.0,,,,2442.0,,2095.5,,2259.6,,,-727.0,,,,-903.0,,-1249.5,,-1085.4,,,,,,False,,False,,False,,
01071,1894,3269.0,,,,2571.0,,6382.0,,2992.3,,,1375.0,,,,677.0,,4488.0,,1098.3,,,,,,True,,False,,True,,
01073,26091,29610.0,,,,26605.0,,33655.7,,19787.8,63800.0,,3519.0,,,,514.0,,7564.7,,-6303.2,37709.0,,,,,True,,False,,False,False,
01075,396,679.0,,,,520.0,,644.0,,,,,283.0,,,,124.0,,248.0,,,,,,,,True,,True,,,,
01077,3138,2884.0,,,,3924.0,,1965.2,,1295.9,,,-254.0,,,,786.0,,-1172.8,,-1842.1,,,,,,False,,False,,False,,
01079,1059,1036.0,,,,1609.0,,652.2,,,,,-23.0,,,,550.0,,-406.8,,,,,,,,False,,False,,,,
01081,5004,3808.0,,,,3463.0,,3588.8,,1854.9,6593.0,,-1196.0,,,,-1541.0,,-1415.2,,-3149.1,1589.0,,,,,False,,False,,False,False,
01083,3374,3829.0,,,,3611.0,,3808.7,,2111.2,,,455.0,,,,237.0,,434.7,,-1262.8,,,,,,True,,True,,False,,
01085,350,161.0,,,,174.0,,175.4,,,,,-189.0,,,,-176.0,,-174.6,,,,,,,,True,,True,,,,
01087,435,420.0,,,,343.0,,220.1,,,,,-15.0,,,,-92.0,,-214.9,,,,,,,,False,,False,,,,
01089,12573,13342.0,,,,12826.0,,21762.4,,14095.3,14466.0,,769.0,,,,253.0,,9189.4,,1522.3,1893.0,,,,,True,,False,,False,False,
01091,711,1169.0,,,,664.0,,2154.6,,,,,458.0,,,,-47.0,,1443.6,,,,,,,,True,,False,,,,
01093,928,973.0,,,,1212.0,,2422.1,,,,,45.0,,,,284.0,,1494.1,,,,,,,,False,,False,,,,
01095,2978,4711.0,,,,4521.0,,4541.3,,1872.3,,,1733.0,,,,1543.0,,1563.3,,-1105.7,,,,,,True,,True,,True,,
01097,10713,8890.0,,,,10886.0,,13295.4,,5175.4,9487.0,,-1823.0,,,,173.0,,2582.4,,-5537.6,-1226.0,,,,,True,,False,,False,True,
01099,638,462.0,,,,585.0,,570.2,,,,,-176.0,,,,-53.0,,-67.8,,,,,,,,True,,True,,,,
01101,7026,5264.0,,,,5194.0,,6559.6,,4667.5,11541.0,,-1762.0,,,,-1832.0,,-466.4,,-2358.5,4515.0,,,,,False,,True,,False,False,
01103,4543,6167.0,,,,5332.0,,4635.9,,5346.8,,,1624.0,,,,789.0,,92.9,,803.8,,,,,,True,,True,,True,,
01105,283,224.0,,,,240.0,,84.4,,,,,-59.0,,,,-43.0,,-198.6,,,,,,,,True,,False,,,,
01107,663,651.0,,,,716.0,,221.0,,,,,-12.0,,,,53.0,,-442.0,,,,,,,,False,,False,,,,
01109,1000,497.0,,,,789.0,,417.8,,,,,-503.0,,,,-211.0,,-582.2,,,,,,,,True,,False,,,,
01111,391,266.0,,,,670.0,,182.9,,,,,-125.0,,,,279.0,,-208.1,,,,,,,,False,,False,,,,
01113,1242,756.0,,,,1468.0,,743.8,,298.3,,,-486.0,,,,226.0,,-498.2,,-943.7,,,,,,True,,False,,False,,
01115,2881,3339.0,,,,2957.0,,6030.0,,1910.3,,,458.0,,,,76.0,,3149.0,,-970.7,,,,,,True,,False,,False,,
01117,7462,7707.0,,,,6452.0,,9542.6,,7311.3,10185.0,,245.0,,,,-1010.0,,2080.6,,-150.7,2723.0,,,,,False,,False,,True,False,
01119,273,329.0,,,,369.0,,221.2,,,,,56.0,,,,96.0,,-51.8,,,,,,,,False,,True,,,,
01121,2464,2709.0,,,,2860.0,,5210.3,,1934.7,,,245.0,,,,396.0,,2746.3,,-529.3,,,,,,False,,False,,False,,
01123,1244,826.0,,,,1034.0,,770.7,,,,,-418.0,,,,-210.0,,-473.3,,,,,,,,True,,False,,,,
01125,6868,9156.0,,,,7347.0,,9903.9,,5671.5,8591.0,,2288.0,,,,479.0,,3035.9,,-1196.5,1723.0,,,,,True,,False,,True,True,
01127,1735,3122.0,,,,2716.0,,4968.4,,2443.6,,,1387.0,,,,981.0,,3233.4,,708.6,,,,,,True,,False,,True,,
01129,444,532.0,,,,611.0,,728.9,,,,,88.0,,,,167.0,,284.9,,,,,,,,False,,False,,,,
01131,348,805.0,,,,213.0,,608.0,,,,,457.0,,,,-135.0,,260.0,,,,,,,,True,,True,,,,
01133,747,1127.0,,,,1117.0,,1115.3,,,,,380.0,,,,370.0,,368.3,,,,,,,,True,,True,,,,
02013,47,0.0,,,,,,6.9,,,,,-47.0,,,,,,-40.1,,,,,,,,,,True,,,,
02016,164,322.0,,,,,,3199.0,,,,,158.0,,,,,,3035.0,,,,,,,,,,False,,,,
02020,5390,13020.0,,,,,,4662.5,,8423.4,10203.0,,7630.0,,,,,,-727.5,,3033.4,4813.0,,,,,,,True,,True,True,
02050,1408,1701.0,,,,,,548.2,,,,,293.0,,,,,,-859.8,,,,,,,,,,False,,,,
02060,0,0.0,,,,,,0.0,,,,,0.0,,,,,,0.0,,,,,,,,,,True,,,,
02068,14,56.0,,,,,,177.1,,,,,42.0,,,,,,163.1,,,,,,,,,,False,,,,
02070,64,14.0,,,,,,3.7,,,,,-50.0,,,,,,-60.3,,,,,,,,,,False,,,,
02090,1625,3619.0,,,,,,3460.9,,1882.3,,,1994.0,,,,,,1835.9,,257.3,,,,,,,,True,,True,,
02100,7,14.0,,,,,,447.6,,,,,7.0,,,,,,440.6,,,,,,,,,,False,,,,
02105,0,0.0,,,,,,0.0,,,,,0.0,,,,,,0.0,,,,,,,,,,True,,,,
02110,208,329.0,,,,,,177.8,,,,,121.0,,,,,,-30.2,,,,,,,,,,True,,,,
02122,706,1827.0,,,,,,952.2,,672.2,,,1121.0,,,,,,246.2,,-33.8,,,,,,,,True,,True,,
02130,61,63.0,,,,,,46.6,,,,,2.0,,,,,,-14.4,,,,,,,,,,False,,,,
02150,372,1603.0,,,,,,5391.4,,,,,1231.0,,,,,,5019.4,,,,,,,,,,False,,,,
02158,515,1022.0,,,,,,2597.4,,,,,507.0,,,,,,2082.4,,,,,,,,,,False,,,,
02164,23,35.0,,,,,,11.1,,,,,12.0,,,,,,-11.9,,,,,,,,,,True,,,,
02170,2133,4403.0,,,,,,23449.6,,3318.8,,,2270.0,,,,,,21316.6,,1185.8,,,,,,,,False,,True,,
02180,58,42.0,,,,,,10.4,,,,,-16.0,,,,,,-47.6,,,,,,,,,,False,,,,
02185,345,693.0,,,,,,1780.4,,,,,348.0,,,,,,1435.4,,,,,,,,,,False,,,,
02188,187,91.0,,,,,,17.3,,,,,-96.0,,,,,,-169.7,,,,,,,,,,False,,,,
02195,19,21.0,,,,,,1040.7,,,,,2.0,,,,,,1021.7,,,,,,,,,,False,,,,
02198,13,42.0,,,,,,459.6,,,,,29.0,,,,,,446.6,,,,,,,,,,False,,,,
02220,72,63.0,,,,,,33.4,,,,,-9.0,,,,,,-38.6,,,,,,,,,,False,,,,
02230,6,0.0,,,,,,0.4,,,,,-6.0,,,,,,-5.6,,,,,,,,,,True,,,,
02240,81,210.0,,,,,,89.0,,,,,129.0,,,,,,8.0,,,,,,,,,,True,,,,
02261,145,140.0,,,,,,91.8,,,,,-5.0,,,,,,-53.2,,,,,,,,,,False,,,,
02275,4,7.0,,,,,,855.6,,,,,3.0,,,,,,851.6,,,,,,,,,,False,,,,
02282,15,14.0,,,,,,0.1,,,,,-1.0,,,,,,-14.9,,,,,,,,,,False,,,,
02290,81,49.0,,,,,,37.4,,,,,-32.0,,,,,,-43.6,,,,,,,,,,False,,,,
04001,3095,4123.0,,,,4920.0,,1613.1,,1806.8,,,1028.0,,,,1825.0,,-1481.9,,-1288.2,,,,,,False,,False,,False,,
04003,5358,5621.0,,,,3059.0,,10272.7,,4157.4,,,263.0,,,,-2299.0,,4914.7,,-1200.6,,,,,,False,,False,,False,,
04005,6175,6181.0,,,,3923.0,,5981.3,,2336.2,7893.0,,6.0,,,,-2252.0,,-193.7,,-3838.8,1718.0,,,,,False,,False,,False,False,
04007,2390,2303.0,,,,2095.0,,1176.6,,1556.7,,,-87.0,,,,-295.0,,-1213.4,,-833.3,,,,,,False,,False,,False,,
04009,2544,1421.0,,,,1527.0,,404.9,,656.6,,,-1123.0,,,,-1017.0,,-2139.1,,-1887.4,,,,,,True,,False,,False,,
04011,202,238.0,,,,295.0,,193.2,,,,,36.0,,,,93.0,,-8.8,,,,,,,,False,,True,,,,
04012,1157,714.0,,,,1115.0,,1906.5,,,,,-443.0,,,,-42.0,,749.5,,,,,,,,True,,False,,,,
04013,218975,171759.0,,,,160825.0,,272048.4,,131902.3,344285.0,,-47216.0,,,,-58150.0,,53073.4,,-87072.7,125310.0,,,,,False,,False,,False,False,
04015,10874,8519.0,,,,6677.0,,18909.7,,6799.1,14783.0,,-2355.0,,,,-4197.0,,8035.7,,-4074.9,3909.0,,,,,False,,False,,False,False,
04017,4795,6048.0,,,,6603.0,,7468.5,,5675.9,,,1253.0,,,,1808.0,,2673.5,,880.9,,,,,,False,,False,,True,,
04019,49958,48454.0,,,,39340.0,,76203.9,,29856.3,125963.0,,-1504.0,,,,-10618.0,,26245.9,,-20101.7,76005.0,,,,,False,,False,,False,False,
04021,21193,18585.0,,,,19207.0,,21260.8,,12576.0,39405.0,,-2608.0,,,,-1986.0,,67.8,,-8617.0,18212.0,,,,,True,,True,,False,False,
04023,2565,3619.0,,,,1978.0,,3578.6,,2390.9,,,1054.0,,,,-587.0,,1013.6,,-174.1,,,,,,True,,True,,True,,
04025,8409,9709.0,,,,6880.0,,11774.5,,4935.7,20048.0,,1300.0,,,,-1529.0,,3365.5,,-3473.3,11639.0,,,,,False,,False,,False,False,
04027,13416,18522.0,,,,10190.0,,22012.0,,8776.8,16962.0,,5106.0,,,,-3226.0,,8596.0,,-4639.2,3546.0,,,,,True,,False,,True,True,
05001,677,448.0,,,,684.0,,133.5,,,,,-229.0,,,,7.0,,-543.5,,,,,,,,True,,False,,,,
05003,585,770.0,,,,709.0,,334.1,,,,,185.0,,,,124.0,,-250.9,,,,,,,,True,,False,,,,
05005,975,826.0,,,,957.0,,270.0,,,,,-149.0,,,,-18.0,,-705.0,,,,,,,,True,,False,,,,
05007,10816,7546.0,,,,7933.0,,5601.3,,7975.8,5646.0,,-3270.0,,,,-2883.0,,-5214.7,,-2840.2,-5170.0,,,,,True,,False,,True,False,
05009,1175,1183.0,,,,951.0,,456.8,,,,,8.0,,,,-224.0,,-718.2,,,,,,,,False,,False,,,,
05011,575,665.0,,,,349.0,,1122.2,,,,,90.0,,,,-226.0,,547.2,,,,,,,,False,,False,,,,
05013,169,98.0,,,,146.0,,29.4,,,,,-71.0,,,,-23.0,,-139.6,,,,,,,,True,,False,,,,
05015,832,1057.0,,,,542.0,,661.7,,,,,225.0,,,,-290.0,,-170.3,,,,,,,,False,,True,,,,
05017,253,308.0,,,,378.0,,265.5,,,,,55.0,,,,125.0,,12.5,,,,,,,,False,,True,,,,
05019,773,959.0,,,,694.0,,1146.8,,,,,186.0,,,,-79.0,,373.8,,,,,,,,True,,False,,,,
05021,446,700.0,,,,583.0,,527.6,,,,,254.0,,,,137.0,,81.6,,,,,,,,True,,True,,,,
05023,866,539.0,,,,789.0,,377.3,,,,,-327.0,,,,-77.0,,-488.7,,,,,,,,True,,False,,,,
05025,325,399.0,,,,228.0,,401.4,,,,,74.0,,,,-97.0,,76.4,,,,,,,,False,,False,,,,
05027,605,931.0,,,,785.0,,307.3,,,,,326.0,,,,180.0,,-297.7,,,,,,,,True,,True,,,,
05029,1064,952.0,,,,811.0,,577.6,,,,,-112.0,,,,-253.0,,-486.4,,,,,,,,False,,False,,,,
05031,3790,4445.0,,,,4610.0,,3135.1,,2223.1,,,655.0,,,,820.0,,-654.9,,-1566.9,,,,,,False,,True,,False,,
05033,2510,2254.0,,,,2933.0,,1723.7,,,,,-256.0,,,,423.0,,-786.3,,,,,,,,False,,False,,,,
05035,1665,1428.0,,,,1802.0,,876.6,,1787.6,,,-237.0,,,,137.0,,-788.4,,122.6,,,,,,True,,False,,True,,
05037,734,987.0,,,,682.0,,458.1,,,,,253.0,,,,-52.0,,-275.9,,,,,,,,True,,False,,,,
05039,282,287.0,,,,222.0,,174.6,,,,,5.0,,,,-60.0,,-107.4,,,,,,,,False,,False,,,,
05041,464,623.0,,,,342.0,,1429.5,,,,,159.0,,,,-122.0,,965.5,,,,,,,,True,,False,,,,
05043,730,1288.0,,,,633.0,,2808.3,,,,,558.0,,,,-97.0,,2078.3,,,,,,,,True,,False,,,,
05045,4670,4375.0,,,,3986.0,,5882.6,,1531.4,,,-295.0,,,,-684.0,,1212.6,,-3138.6,,,,,,False,,False,,False,,
05047,567,441.0,,,,707.0,,269.0,,,,,-126.0,,,,140.0,,-298.0,,,,,,,,False,,False,,,,
05049,391,315.0,,,,285.0,,63.2,,,,,-76.0,,,,-106.0,,-327.8,,,,,,,,False,,False,,,,
05051,3795,3129.0,,,,3715.0,,2248.8,,2307.9,,,-666.0,,,,-80.0,,-1546.2,,-1487.1,,,,,,True,,False,,False,,
05053,644,476.0,,,,544.0,,189.3,,,,,-168.0,,,,-100.0,,-454.7,,,,,,,,True,,False,,,,
05055,1753,2877.0,,,,1985.0,,1875.8,,4799.4,,,1124.0,,,,232.0,,122.8,,3046.4,,,,,,True,,True,,False,,
05057,615,616.0,,,,641.0,,273.1,,,,,1.0,,,,26.0,,-341.9,,,,,,,,False,,False,,,,
05059,1234,938.0,,,,1382.0,,147.2,,697.8,,,-296.0,,,,148.0,,-1086.8,,-536.2,,,,,,True,,False,,False,,
05061,424,455.0,,,,386.0,,210.4,,,,,31.0,,,,-38.0,,-213.6,,,,,,,,False,,False,,,,
05063,1112,784.0,,,,1738.0,,509.4,,471.8,,,-328.0,,,,626.0,,-602.6,,-640.2,,,,,,False,,False,,False,,
05065,486,294.0,,,,369.0,,72.1,,,,,-192.0,,,,-117.0,,-413.9,,,,,,,,True,,False,,,,
05067,651,2737.0,,,,705.0,,1170.0,,,,,2086.0,,,,54.0,,519.0,,,,,,,,True,,True,,,,
05069,2383,1547.0,,,,2245.0,,665.0,,510.0,,,-836.0,,,,-138.0,,-1718.0,,-1873.0,,,,,,True,,False,,False,,
05071,1027,833.0,,,,1102.0,,875.5,,,,,-194.0,,,,75.0,,-151.5,,,,,,,,True,,True,,,,
05073,156,105.0,,,,165.0,,22.2,,,,,-51.0,,,,9.0,,-133.8,,,,,,,,True,,False,,,,
05075,587,476.0,,,,664.0,,195.0,,,,,-111.0,,,,77.0,,-392.0,,,,,,,,True,,False,,,,
05077,281,504.0,,,,364.0,,1078.6,,,,,223.0,,,,83.0,,797.6,,,,,,,,True,,False,,,,
05079,387,686.0,,,,457.0,,1199.6,,174.2,,,299.0,,,,70.0,,812.6,,-212.8,,,,,,True,,False,,True,,
05081,339,154.0,,,,363.0,,52.4,,,,,-185.0,,,,24.0,,-286.6,,,,,,,,True,,False,,,,
05083,820,658.0,,,,1023.0,,262.3,,,,,-162.0,,,,203.0,,-557.7,,,,,,,,False,,False,,,,
05085,2703,1890.0,,,,2350.0,,1295.0,,1524.9,,,-813.0,,,,-353.0,,-1408.0,,-1178.1,,,,,,True,,False,,False,,
05087,518,518.0,,,,453.0,,918.0,,,,,0.0,,,,-65.0,,400.0,,,,,,,,False,,False,,,,
05089,340,287.0,,,,332.0,,35.6,,,,,-53.0,,,,-8.0,,-304.4,,,,,,,,True,,False,,,,
05091,1028,581.0,,,,1206.0,,177.2,,637.3,,,-447.0,,,,178.0,,-850.8,,-390.7,,,,,,True,,False,,True,,
05093,1454,2079.0,,,,1997.0,,2359.9,,1312.9,,,625.0,,,,543.0,,905.9,,-141.1,,,,,,True,,False,,True,,
05095,361,259.0,,,,242.0,,261.0,,,,,-102.0,,,,-119.0,,-100.0,,,,,,,,False,,True,,,,
05097,260,371.0,,,,277.0,,348.7,,,,,111.0,,,,17.0,,88.7,,,,,,,,True,,True,,,,
05099,203,154.0,,,,324.0,,63.2,,,,,-49.0,,,,121.0,,-139.8,,,,,,,,False,,False,,,,
05101,150,175.0,,,,192.0,,92.8,,,,,25.0,,,,42.0,,-57.2,,,,,,,,False,,False,,,,
05103,915,896.0,,,,808.0,,812.1,,,,,-19.0,,,,-107.0,,-102.9,,,,,,,,False,,False,,,,
05105,368,217.0,,,,286.0,,125.7,,,,,-151.0,,,,-82.0,,-242.3,,,,,,,,True,,False,,,,
05107,534,441.0,,,,774.0,,198.8,,,,,-93.0,,,,240.0,,-335.2,,,,,,,,False,,False,,,,
05109,390,392.0,,,,355.0,,1051.0,,,,,2.0,,,,-35.0,,661.0,,,,,,,,False,,False,,,,
05111,973,1169.0,,,,1209.0,,855.9,,,,,196.0,,,,236.0,,-117.1,,,,,,,,False,,True,,,,
05113,645,602.0,,,,705.0,,314.2,,,,,-43.0,,,,60.0,,-330.8,,,,,,,,False,,False,,,,
05115,2839,2352.0,,,,2292.0,,1375.5,,3356.5,,,-487.0,,,,-547.0,,-1463.5,,517.5,,,,,,False,,False,,False,,
05117,374,238.0,,,,264.0,,68.2,,,,,-136.0,,,,-110.0,,-305.8,,,,,,,,True,,False,,,,
05119,14013,11179.0,,,,12111.0,,7818.5,,6383.8,9705.0,,-2834.0,,,,-1902.0,,-6194.5,,-7629.2,-4308.0,,,,,True,,False,,False,False,
05121,635,805.0,,,,690.0,,874.0,,,,,170.0,,,,55.0,,239.0,,,,,,,,True,,False,,,,
05123,971,1127.0,,,,1094.0,,1742.9,,515.8,,,156.0,,,,123.0,,771.9,,-455.2,,,,,,True,,False,,False,,
05125,4276,4515.0,,,,4648.0,,3122.8,,6009.0,,,239.0,,,,372.0,,-1153.2,,1733.0,,,,,,False,,False,,False,,
05127,402,308.0,,,,388.0,,194.2,,,,,-94.0,,,,-14.0,,-207.8,,,,,,,,True,,False,,,,
05129,210,399.0,,,,227.0,,812.6,,,,,189.0,,,,17.0,,602.6,,,,,,,,True,,False,,,,
05131,5476,4102.0,,,,5600.0,,1953.6,,2906.6,,,-1374.0,,,,124.0,,-3522.4,,-2569.4,,,,,,True,,False,,False,,
05133,485,434.0,,,,562.0,,210.3,,,,,-51.0,,,,77.0,,-274.7,,,,,,,,False,,False,,,,
05135,591,455.0,,,,519.0,,143.8,,,,,-136.0,,,,-72.0,,-447.2,,,,,,,,True,,False,,,,
05137,330,399.0,,,,310.0,,1963.1,,,,,69.0,,,,-20.0,,1633.1,,,,,,,,True,,False,,,,
05139,1501,1085.0,,,,1432.0,,1014.4,,,,,-416.0,,,,-69.0,,-486.6,,,,,,,,True,,False,,,,
05141,571,686.0,,,,473.0,,537.1,,,,,115.0,,,,-98.0,,-33.9,,,,,,,,True,,True,,,,
05143,9705,9093.0,,,,7316.0,,4840.0,,8795.9,10233.0,,-612.0,,,,-2389.0,,-4865.0,,-909.1,528.0,,,,,False,,False,,False,True,
05145,2944,2051.0,,,,3352.0,,328.5,,3618.4,,,-893.0,,,,408.0,,-2615.5,,674.4,,,,,,True,,False,,True,,
05147,290,322.0,,,,190.0,,381.4,,,,,32.0,,,,-100.0,,91.4,,,,,,,,False,,False,,,,
05149,1101,1134.0,,,,778.0,,1141.2,,,,,33.0,,,,-323.0,,40.2,,,,,,,,False,,False,,,,
06001,37902,30870.0,,,,29048.0,,167725.6,,13964.2,123447.0,,-7032.0,,,,-8854.0,,129823.6,,-23937.8,85545.0,,,,,False,,False,,False,False,
06003,12,42.0,,,,65.0,,38.0,,,,,30.0,,,,53.0,,26.0,,,,,,,,False,,True,,,,
06005,1643,2604.0,,,,1407.0,,15795.4,,,,,961.0,,,,-236.0,,14152.4,,,,,,,,True,,False,,,,
06007,5181,3668.0,,,,7369.0,,9796.7,,4810.7,11351.0,,-1513.0,,,,2188.0,,4615.7,,-370.3,6170.0,,,,,False,,False,,True,False,
06009,1060,784.0,,,,1508.0,,3666.1,,,,,-276.0,,,,448.0,,2606.1,,,,,,,,False,,False,,,,
06011,1012,931.0,,,,669.0,,2258.1,,,,,-81.0,,,,-343.0,,1246.1,,,,,,,,False,,False,,,,
06013,27422,23492.0,,,,20687.0,,81609.0,,11611.8,111279.0,,-3930.0,,,,-6735.0,,54187.0,,-15810.2,83857.0,,,,,False,,False,,False,False,
06015,347,875.0,,,,319.0,,3432.0,,,,,528.0,,,,-28.0,,3085.0,,,,,,,,True,,False,,,,
06017,4605,5747.0,,,,5976.0,,26346.6,,4827.1,7570.0,,1142.0,,,,1371.0,,21741.6,,222.1,2965.0,,,,,False,,False,,True,False,
06019,44865,20741.0,,,,45375.0,,12530.8,,10370.6,46218.0,,-24124.0,,,,510.0,,-32334.2,,-34494.4,1353.0,,,,,True,,False,,False,True,
06021,925,826.0,,,,964.0,,1419.7,,,,,-99.0,,,,39.0,,494.7,,,,,,,,True,,False,,,,
06023,1523,1519.0,,,,1878.0,,6096.3,,,1789.0,,-4.0,,,,355.0,,4573.3,,,266.0,,,,,False,,False,,,False,
06025,7446,14308.0,,,,7487.0,,6269.7,,7758.0,24129.0,,6862.0,,,,41.0,,-1176.3,,312.0,16683.0,,,,,True,,True,,True,False,
06027,695,420.0,,,,459.0,,525.2,,,,,-275.0,,,,-236.0,,-169.8,,,,,,,,True,,True,,,,
06029,43689,37604.0,,,,31601.0,,48727.0,,19602.0,108287.0,,-6085.0,,,,-12088.0,,5038.0,,-24087.0,64598.0,,,,,False,,True,,False,False,
06031,7470,9457.0,,,,7939.0,,11802.9,,7313.1,9129.0,,1987.0,,,,469.0,,4332.9,,-156.9,1659.0,,,,,True,,False,,True,True,
